Samples	SBS96A	SBS96B	SBS96C	SBS96D
TCGA-IN-A7NT-01	9.61E-01	2.03E+00	1.89E+00	1.46E+00
TCGA-IN-A7NU-01	9.15E-01	1.59E+00	1.50E+00	1.10E+00
TCGA-IN-AB1V-01	8.64E-01	1.68E+00	1.41E+00	8.40E-01
TCGA-IN-AB1X-01	1.14E+00	2.25E+00	1.77E+00	1.22E+00
TCGA-IP-7968-01	1.19E+00	2.17E+00	1.52E+00	8.66E-01
TCGA-KB-A6F5-01	1.01E+00	1.83E+00	1.39E+00	7.14E-01
TCGA-KB-A6F7-01	1.03E+00	2.82E+00	2.72E+00	1.43E+00
TCGA-KB-A93G-01	2.07E+00	4.21E+00	2.85E+00	1.72E+00
TCGA-KB-A93H-01	1.65E+00	4.19E+00	3.46E+00	2.73E+00
TCGA-KB-A93J-01	5.92E-01	6.24E-01	6.63E-01	6.58E-01
TCGA-MX-A5UG-01	6.14E-01	8.67E-01	9.24E-01	8.22E-01
TCGA-MX-A5UJ-01	7.30E+00	6.50E+00	1.64E+00	1.39E+00
TCGA-MX-A663-01	1.18E+00	2.90E+00	2.33E+00	1.60E+00
TCGA-MX-A666-01	1.32E+00	3.67E+00	3.03E+00	1.79E+00
TCGA-R5-A7O7-01	1.38E+00	3.12E+00	2.65E+00	1.74E+00
TCGA-R5-A7ZE-01	1.82E+00	4.05E+00	2.95E+00	2.27E+00
TCGA-R5-A7ZF-01	7.51E-01	7.94E-01	8.16E-01	7.35E-01
TCGA-R5-A7ZI-01	6.97E+00	6.31E+00	1.49E+00	1.56E+00
TCGA-R5-A7ZR-01	9.74E-01	1.75E+00	1.46E+00	1.04E+00
TCGA-R5-A804-01	1.04E+00	2.12E+00	1.51E+00	1.01E+00
TCGA-R5-A805-01	8.44E-01	2.03E+00	2.91E+00	2.98E+00
TCGA-RD-A7BS-01	7.31E-01	1.15E+00	9.05E-01	6.13E-01
TCGA-RD-A7BT-01	1.20E+00	4.06E+00	4.85E+00	5.30E+00
TCGA-RD-A7BW-01	9.35E-01	1.95E+00	1.77E+00	1.06E+00
TCGA-RD-A7C1-01	2.02E+00	5.05E+00	3.91E+00	2.68E+00
TCGA-RD-A8MV-01	7.71E-01	1.22E+00	1.24E+00	1.05E+00
TCGA-RD-A8MW-01	8.38E-01	2.37E+00	2.00E+00	1.29E+00
TCGA-RD-A8N0-01	6.56E-02	4.58E-02	6.62E-02	2.43E-02
TCGA-RD-A8N1-01	7.15E-01	2.24E+00	2.70E+00	1.63E+00
TCGA-RD-A8N2-01	7.52E-02	1.00E-02	1.00E-02	7.65E-02
TCGA-RD-A8N4-01	1.93E-01	2.82E-01	2.69E-01	1.18E-01
TCGA-RD-A8N5-01	6.22E-01	9.92E-01	7.04E-01	5.49E-01
TCGA-RD-A8N6-01	1.56E+00	3.80E+00	3.49E+00	2.39E+00
TCGA-RD-A8N9-01	1.57E+00	3.01E+00	2.12E+00	1.51E+00
TCGA-RD-A8NB-01	5.61E+00	5.83E+00	1.24E+00	1.11E+00
TCGA-SW-A7EA-01	4.89E+00	3.20E+00	2.36E+00	1.81E+00
TCGA-SW-A7EB-01	1.54E+00	6.08E+00	5.27E+00	3.14E+00
TCGA-VQ-A8DL-01	6.68E-01	1.27E+00	1.09E+00	7.70E-01
TCGA-VQ-A8DT-01	1.73E+00	3.91E+00	2.99E+00	2.30E+00
TCGA-VQ-A8DU-01	1.00E+00	2.07E+00	2.26E+00	2.29E+00
TCGA-VQ-A8DV-01	8.82E-01	1.48E+00	1.24E+00	8.07E-01
TCGA-VQ-A8DZ-01	8.49E-01	1.97E+00	1.99E+00	1.11E+00
TCGA-VQ-A8E0-01	9.74E-01	2.87E+00	2.37E+00	1.44E+00
TCGA-VQ-A8E2-01	1.14E+00	2.39E+00	2.03E+00	1.14E+00
TCGA-VQ-A8E3-01	8.35E+00	7.96E+00	1.24E+00	8.12E-01
TCGA-VQ-A8E7-01	1.23E+00	2.19E+00	1.65E+00	1.01E+00
TCGA-VQ-A8P2-01	2.52E+01	1.39E+01	7.09E+00	3.15E+01
TCGA-VQ-A8P3-01	1.12E+00	1.41E+00	8.48E+00	9.27E+00
TCGA-VQ-A8P5-01	1.21E+00	3.17E+00	2.99E+00	2.65E+00
TCGA-VQ-A8P8-01	1.40E+00	2.52E+00	1.76E+00	1.01E+00
TCGA-VQ-A8PB-01	5.01E+00	4.75E+00	1.17E+00	1.12E+00
TCGA-VQ-A8PC-01	9.12E-01	1.47E+00	1.98E+00	2.02E+00
TCGA-VQ-A8PD-01	8.85E-01	1.34E+00	1.03E+00	7.07E-01
TCGA-VQ-A8PE-01	1.63E+00	4.09E+00	3.27E+00	1.92E+00
TCGA-VQ-A8PF-01	1.18E+00	2.15E+00	1.60E+00	1.43E+00
TCGA-VQ-A8PH-01	1.08E+00	6.28E+00	6.35E+00	3.00E+00
TCGA-VQ-A8PJ-01	9.24E-01	2.15E+00	2.53E+00	2.60E+00
TCGA-VQ-A8PK-01	4.31E-01	1.53E+00	1.72E+00	1.66E+00
TCGA-VQ-A8PM-01	5.32E-01	6.44E-01	9.95E-01	8.45E-01
TCGA-VQ-A8PO-01	1.22E+01	1.17E+01	1.55E+00	9.00E-01
TCGA-VQ-A8PP-01	1.83E+01	1.99E+01	2.06E+00	2.26E+00
TCGA-VQ-A8PQ-01	3.44E-01	3.99E-01	4.51E-01	1.47E-01
TCGA-VQ-A8PS-01	7.29E-01	1.54E+00	1.26E+00	6.80E-01
TCGA-VQ-A8PT-01	8.06E+00	8.05E+00	1.75E+00	2.11E+00
TCGA-VQ-A8PU-01	1.21E+00	4.48E+00	4.47E+00	2.61E+00
TCGA-VQ-A8PX-01	1.08E+01	1.23E+01	1.86E+00	2.28E+00
TCGA-VQ-A8PY-01	8.16E-01	1.54E+00	1.32E+00	1.05E+00
TCGA-VQ-A8PZ-01	1.04E+00	1.47E+00	1.11E+00	7.75E-01
TCGA-VQ-A91A-01	1.09E+00	2.40E+00	2.38E+00	1.49E+00
TCGA-VQ-A91D-01	1.85E+01	1.84E+01	2.77E+00	3.81E+00
TCGA-VQ-A91E-01	1.18E+01	1.31E+01	1.54E+00	1.82E+00
TCGA-VQ-A91K-01	4.02E+00	5.85E+00	6.95E+00	4.53E+00
TCGA-VQ-A91N-01	1.22E+00	3.10E+00	2.51E+00	1.63E+00
TCGA-VQ-A91Q-01	1.32E+00	4.10E+00	3.40E+00	1.97E+00
TCGA-VQ-A91S-01	1.17E+00	6.32E+00	5.72E+00	4.08E+00
TCGA-VQ-A91U-01	1.48E+00	4.06E+00	3.28E+00	1.73E+00
TCGA-VQ-A91V-01	8.91E-01	1.97E+00	5.82E+00	6.13E+00
TCGA-VQ-A91W-01	7.19E-01	1.11E+00	8.42E-01	5.73E-01
TCGA-VQ-A91X-01	1.23E+00	2.44E+00	3.71E+00	3.69E+00
TCGA-VQ-A91Y-01	6.58E-01	8.34E-01	7.63E-01	5.25E-01
TCGA-VQ-A91Z-01	1.90E+00	4.38E+00	3.17E+00	2.07E+00
TCGA-VQ-A922-01	1.08E+00	3.04E+00	2.99E+00	2.14E+00
TCGA-VQ-A923-01	1.55E+00	2.91E+00	2.09E+00	1.37E+00
TCGA-VQ-A924-01	1.04E+01	9.79E+00	1.45E+00	1.43E+00
TCGA-VQ-A925-01	1.23E+00	3.97E+00	3.31E+00	2.30E+00
TCGA-VQ-A927-01	7.62E-01	6.46E-01	8.15E-01	5.17E-01
TCGA-VQ-A928-01	7.92E-01	1.80E+00	1.74E+00	1.02E+00
TCGA-VQ-A92D-01	1.16E+00	3.23E+00	3.01E+00	1.86E+00
TCGA-VQ-A94O-01	9.21E-01	1.53E+00	1.22E+00	7.98E-01
TCGA-VQ-A94P-01	5.80E-01	8.96E-01	1.83E+00	1.80E+00
TCGA-VQ-A94R-01	2.49E+00	7.58E+00	6.56E+00	4.08E+00
TCGA-VQ-A94T-01	9.88E-01	1.70E+00	1.44E+00	1.22E+00
TCGA-VQ-A94U-01	1.88E+00	4.08E+00	2.82E+00	1.73E+00
TCGA-VQ-AA64-01	1.31E+00	8.50E+00	8.88E+00	4.95E+00
TCGA-VQ-AA68-01	1.55E+00	3.84E+00	2.99E+00	2.56E+00
TCGA-VQ-AA69-01	9.14E-01	1.55E+00	1.14E+00	8.41E-01
TCGA-VQ-AA6A-01	9.55E-01	1.86E+00	1.59E+00	1.13E+00
TCGA-VQ-AA6B-01	1.20E+00	2.26E+00	1.75E+00	1.21E+00
TCGA-VQ-AA6D-01	5.49E+00	2.86E+00	4.20E+00	3.38E+00
TCGA-VQ-AA6F-01	6.74E-01	1.25E+00	1.10E+00	9.07E-01
TCGA-VQ-AA6G-01	1.20E+00	2.06E+00	1.71E+00	1.28E+00
TCGA-VQ-AA6I-01	1.28E+00	2.72E+00	2.06E+00	1.50E+00
TCGA-VQ-AA6J-01	9.78E-01	2.25E+00	2.41E+00	2.18E+00
TCGA-VQ-AA6K-01	7.85E-01	1.99E+00	1.89E+00	1.00E+00
TCGA-ZA-A8F6-01	7.31E-01	1.59E+00	1.36E+00	9.79E-01
TCGA-ZQ-A9CR-01	9.49E-01	2.30E+00	2.19E+00	1.55E+00
