Samples	SBS96A	SBS96B	SBS96C	SBS96D
TCGA-ER-A3EV-06	4.34E-01	7.90E-01	6.77E-01	4.54E-01
TCGA-ER-A3PL-06	6.85E+00	6.09E+00	5.86E-01	4.61E+00
TCGA-ER-A42H-01	4.85E-01	5.06E-01	7.63E-01	7.29E-01
TCGA-ER-A42K-06	2.97E+00	2.78E+00	8.34E-01	2.11E+00
TCGA-ER-A42L-06	8.82E+00	8.72E+00	1.99E+00	9.53E+00
TCGA-FR-A2OS-01	1.22E-01	1.36E-01	4.77E-01	4.23E-01
TCGA-FR-A3R1-01	6.16E+00	5.15E+00	9.33E-01	3.62E+00
TCGA-FR-A3YN-06	5.84E+00	6.08E+00	1.32E+00	5.37E+00
TCGA-FR-A3YO-06	7.98E+00	6.94E+00	1.71E+00	7.99E+00
TCGA-FR-A44A-06	4.54E+00	3.92E+00	9.28E-01	3.21E+00
TCGA-FR-A69P-06	3.40E+00	3.36E+00	5.31E-01	2.33E+00
TCGA-FR-A726-01	9.88E+01	7.18E+01	2.25E+00	8.42E+01
TCGA-FR-A728-01	4.61E+00	4.21E+00	1.05E+00	3.18E+00
TCGA-FR-A729-06	7.57E+00	6.07E+00	9.35E-01	6.49E+00
TCGA-FR-A7U8-06	2.66E-01	4.58E-01	4.08E-01	2.07E-01
TCGA-FR-A7U9-06	1.58E+01	1.26E+01	1.25E+00	1.34E+01
TCGA-FR-A7UA-06	2.19E+00	2.04E+00	5.85E-01	1.30E+00
TCGA-FR-A8YC-06	2.26E+01	2.18E+01	3.40E+00	2.43E+01
TCGA-FR-A8YD-06	9.63E-01	1.05E+00	1.05E+00	7.46E-01
TCGA-FR-A8YE-06	3.41E+00	3.72E+00	6.97E-01	3.27E+00
TCGA-FS-A1YW-06	2.60E+00	2.19E+00	6.58E-01	1.74E+00
TCGA-FS-A1YX-06	5.61E-01	6.61E-01	3.47E-01	2.40E-01
TCGA-FS-A1YY-06	3.56E+00	3.34E+00	7.89E-01	2.09E+00
TCGA-FS-A1Z0-06	3.30E+00	3.46E+00	8.41E-01	2.01E+00
TCGA-FS-A1Z3-06	8.10E+00	8.18E+00	1.18E+00	7.61E+00
TCGA-FS-A1Z4-06	9.62E-01	1.16E+00	4.49E-01	4.59E-01
TCGA-FS-A1Z7-06	2.64E+00	2.58E+00	4.73E-01	1.62E+00
TCGA-FS-A1ZA-06	9.61E+00	1.03E+01	1.35E+00	8.53E+00
TCGA-FS-A1ZB-06	2.88E+00	2.70E+00	6.21E-01	1.67E+00
TCGA-FS-A1ZC-06	7.37E+00	6.15E+00	1.26E+00	5.64E+00
TCGA-FS-A1ZD-06	3.34E+00	3.60E+00	8.79E-01	2.32E+00
TCGA-FS-A1ZE-06	2.16E+00	2.32E+00	8.91E-01	1.79E+00
TCGA-FS-A1ZF-06	2.90E+00	3.11E+00	1.03E+00	2.44E+00
TCGA-FS-A1ZG-06	1.10E-01	1.93E-01	1.36E+00	1.39E+00
TCGA-FS-A1ZH-06	7.13E-01	8.00E-01	5.32E-01	4.34E-01
TCGA-FS-A1ZJ-06	7.92E-01	7.88E-01	6.82E-01	6.64E-01
TCGA-FS-A1ZK-06	2.20E+01	1.85E+01	1.76E+00	1.58E+01
TCGA-FS-A1ZM-06	3.41E+00	3.32E+00	8.52E-01	1.94E+00
TCGA-FS-A1ZN-01	1.92E+00	1.87E+00	3.97E-01	8.49E-01
TCGA-FS-A1ZP-06	3.50E+00	3.55E+00	1.12E+00	3.00E+00
TCGA-FS-A1ZQ-06	4.89E+00	3.76E+00	8.44E-01	4.00E+00
TCGA-FS-A1ZR-06	2.52E+00	2.11E+00	5.46E-01	1.38E+00
TCGA-FS-A1ZS-06	3.29E+00	3.35E+00	1.07E+00	2.42E+00
TCGA-FS-A1ZT-06	2.59E+00	2.80E+00	7.83E-01	1.92E+00
TCGA-FS-A1ZU-06	4.75E-01	2.38E-01	4.19E-01	3.58E-01
TCGA-FS-A1ZW-06	7.20E+00	5.18E+00	1.06E+00	6.32E+00
TCGA-FS-A1ZY-06	6.43E-01	6.55E-01	4.38E-01	2.74E-01
TCGA-FS-A1ZZ-06	1.03E+01	1.02E+01	1.34E+00	1.06E+01
TCGA-FS-A4F0-06	7.28E+00	6.99E+00	1.34E+00	5.09E+00
TCGA-FS-A4F4-06	5.59E-01	4.81E-01	5.34E-01	3.07E-01
TCGA-FS-A4F5-06	8.16E+00	7.75E+00	1.05E+00	7.23E+00
TCGA-FS-A4F8-06	2.35E+00	2.43E+00	5.96E-01	1.22E+00
TCGA-FS-A4F9-06	4.72E+00	4.63E+00	1.08E+00	3.49E+00
TCGA-FS-A4FB-06	2.52E+00	2.49E+00	5.55E-01	1.14E+00
TCGA-FS-A4FC-06	8.02E+00	5.69E+00	1.22E+00	6.56E+00
TCGA-FS-A4FD-06	4.65E+00	4.53E+00	8.60E-01	2.82E+00
TCGA-FW-A3I3-06	5.10E-01	4.32E-01	5.47E-01	5.68E-01
TCGA-FW-A3R5-06	2.76E+02	1.66E+02	1.27E+00	2.36E+02
TCGA-FW-A3TU-06	1.13E+01	1.02E+01	1.44E+00	7.70E+00
TCGA-FW-A3TV-06	3.82E+00	3.77E+00	6.00E-01	1.97E+00
TCGA-FW-A5DX-01	3.09E+00	3.19E+00	8.60E-01	1.56E+00
TCGA-FW-A5DY-06	2.52E+00	2.33E+00	4.53E-01	1.53E+00
TCGA-GF-A2C7-01	1.62E+00	1.44E+00	5.12E-01	9.32E-01
TCGA-GF-A3OT-06	7.29E+00	5.76E+00	1.25E+00	5.23E+00
TCGA-GF-A4EO-06	3.63E+00	3.50E+00	7.24E-01	2.01E+00
TCGA-GF-A6C8-06	4.54E+00	4.57E+00	9.15E-01	3.77E+00
TCGA-GF-A6C9-06	1.96E+01	1.51E+01	2.07E+00	2.05E+01
TCGA-GF-A769-01	2.63E+00	2.53E+00	7.33E-01	9.35E-01
TCGA-GN-A262-06	5.38E+00	5.03E+00	8.43E-01	3.69E+00
TCGA-GN-A263-01	5.87E+00	4.52E+00	5.78E-01	4.22E+00
TCGA-GN-A264-06	4.86E-01	2.58E-01	5.91E-01	5.13E-01
TCGA-GN-A265-06	3.11E+00	3.39E+00	7.19E-01	1.58E+00
TCGA-GN-A266-06	3.41E+01	2.11E+01	2.19E+00	3.17E+01
TCGA-GN-A267-06	5.68E+00	5.29E+00	9.76E-01	3.66E+00
TCGA-GN-A268-06	3.82E+00	3.87E+00	1.17E+00	3.55E+00
TCGA-GN-A269-01	7.69E+00	6.18E+00	1.08E+00	6.47E+00
TCGA-GN-A26A-06	4.85E+00	4.50E+00	7.86E-01	3.24E+00
TCGA-GN-A26C-01	1.76E+01	1.18E+01	1.59E+00	1.62E+01
TCGA-GN-A26D-06	4.84E-01	7.36E-01	5.68E-01	6.05E-01
TCGA-GN-A4U3-06	4.29E+00	3.80E+00	9.02E-01	2.71E+00
TCGA-GN-A4U4-06	7.40E+00	6.18E+00	1.27E+00	6.52E+00
TCGA-GN-A4U5-01	5.35E+00	5.00E+00	6.93E-01	3.04E+00
TCGA-GN-A4U7-06	3.55E+00	3.56E+00	9.22E-01	2.40E+00
TCGA-GN-A4U8-06	4.51E+00	3.74E+00	8.60E-01	3.67E+00
TCGA-GN-A4U9-06	4.25E-01	1.58E-01	8.81E-01	9.69E-01
TCGA-GN-A8LK-06	2.02E+01	1.58E+01	2.72E+00	1.83E+01
TCGA-GN-A8LL-06	5.67E-01	7.64E-01	7.71E-01	6.33E-01
TCGA-GN-A8LN-01	2.92E+00	2.54E+00	8.46E-01	1.89E+00
TCGA-GN-A9SD-06	2.03E+00	2.11E+00	7.68E-01	7.58E-01
TCGA-HR-A2OG-06	2.87E+00	3.05E+00	5.68E-01	1.34E+00
TCGA-HR-A2OH-06	2.09E+00	2.09E+00	5.29E-01	1.10E+00
TCGA-HR-A5NC-01	1.24E+00	1.30E+00	6.36E-01	4.49E-01
TCGA-IH-A3EA-01	1.29E+01	1.02E+01	2.68E+00	1.33E+01
TCGA-LH-A9QB-06	4.18E+00	3.46E+00	7.73E-01	3.01E+00
TCGA-OD-A75X-06	1.00E+01	1.05E+01	2.37E+00	1.13E+01
TCGA-QB-A6FS-06	1.18E+01	8.64E+00	1.09E+00	1.03E+01
TCGA-QB-AA9O-06	1.27E+01	1.23E+01	1.86E+00	1.04E+01
TCGA-RP-A690-06	1.66E-01	3.50E-01	3.94E-01	2.69E-01
TCGA-RP-A693-06	9.84E+00	8.88E+00	1.13E+00	6.50E+00
TCGA-RP-A694-06	6.57E+00	5.55E+00	1.15E+00	4.56E+00
TCGA-RP-A695-06	8.03E+00	7.64E+00	1.22E+00	7.79E+00
TCGA-RP-A6K9-06	3.00E-02	4.26E-01	1.23E+00	1.18E+00
TCGA-W3-A824-06	1.63E+01	1.14E+01	2.29E+00	1.38E+01
TCGA-W3-A825-06	8.31E+00	7.15E+00	1.52E+00	8.76E+00
TCGA-W3-A828-06	1.72E+01	1.54E+01	2.73E+00	1.27E+01
TCGA-W3-AA1O-06	8.34E+00	6.41E+00	8.10E-01	6.55E+00
TCGA-W3-AA1Q-06	7.89E+00	7.16E+00	2.07E+00	7.79E+00
TCGA-W3-AA1R-06	1.51E+01	1.32E+01	2.63E+00	1.50E+01
TCGA-W3-AA1V-06	4.94E+01	3.66E+01	3.59E+00	4.44E+01
TCGA-W3-AA1W-06	6.68E+00	4.74E+00	1.00E+00	5.22E+00
TCGA-W3-AA21-06	5.08E+00	4.58E+00	1.05E+00	4.44E+00
TCGA-WE-A8JZ-06	3.05E+00	2.74E+00	8.55E-01	1.57E+00
TCGA-WE-A8K1-06	4.01E+00	3.69E+00	1.12E+00	3.65E+00
TCGA-WE-A8K4-01	8.85E+00	8.21E+00	1.24E+00	6.97E+00
TCGA-WE-A8K5-06	1.28E+01	9.15E+00	1.36E+00	1.03E+01
TCGA-WE-A8K6-06	3.87E+00	3.64E+00	8.56E-01	2.80E+00
TCGA-WE-A8ZM-06	1.20E+00	1.39E+00	1.14E+00	1.08E+00
TCGA-WE-A8ZN-06	2.46E+00	2.35E+00	6.31E-01	1.37E+00
TCGA-WE-A8ZO-06	3.33E+00	4.10E+00	8.78E-01	3.41E+00
TCGA-WE-A8ZQ-06	2.53E+00	2.31E+00	8.61E-01	1.63E+00
TCGA-WE-A8ZR-06	3.99E-01	4.98E-02	4.35E-01	4.74E-01
TCGA-WE-A8ZT-06	5.52E+00	5.20E+00	9.07E-01	4.16E+00
TCGA-WE-A8ZX-06	6.03E+00	4.38E+00	8.93E-01	4.74E+00
TCGA-WE-A8ZY-06	3.22E+00	3.19E+00	8.63E-01	1.85E+00
TCGA-WE-AA9Y-06	1.52E+00	1.69E+00	5.34E-01	5.48E-01
TCGA-WE-AAA0-06	1.60E+01	1.32E+01	1.40E+00	1.17E+01
TCGA-WE-AAA3-06	3.88E+00	3.13E+00	7.82E-01	3.08E+00
TCGA-WE-AAA4-06	2.77E+00	2.43E+00	7.36E-01	2.15E+00
TCGA-XV-A9VZ-01	2.43E-01	3.01E-01	2.95E-01	2.14E-01
TCGA-XV-A9W2-01	5.26E-01	4.28E-01	5.06E-01	1.57E-01
TCGA-XV-A9W5-01	1.17E+00	1.22E+00	7.06E-01	5.44E-01
TCGA-XV-AAZV-01	1.84E+00	1.72E+00	5.60E-01	9.93E-01
TCGA-XV-AAZW-01	1.97E+00	1.86E+00	8.65E-01	9.29E-01
TCGA-XV-AAZY-01	2.63E+00	2.64E+00	5.79E-01	1.25E+00
TCGA-YD-A89C-06	1.76E+01	1.24E+01	1.28E+00	1.45E+01
TCGA-YD-A9TA-06	3.18E+01	2.02E+01	2.68E+00	3.07E+01
TCGA-YD-A9TB-06	3.51E+00	2.64E+00	9.18E-01	2.61E+00
TCGA-YG-AA3N-01	2.20E+01	1.41E+01	1.31E+00	1.99E+01
TCGA-YG-AA3O-06	9.67E+00	8.49E+00	1.87E+00	8.97E+00
TCGA-YG-AA3P-06	1.91E-01	7.62E-01	1.05E+00	9.46E-01
TCGA-Z2-A8RT-06	2.38E+01	1.73E+01	1.67E+00	2.40E+01
TCGA-Z2-AA3S-06	3.01E+00	3.01E+00	9.24E-01	2.24E+00
TCGA-Z2-AA3V-06	5.10E+00	4.77E+00	8.81E-01	3.80E+00
