NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	101.083	120.053	20.075	84.961	1.271	0.456	20000.0
2	100.869	120.168	20.041	84.81	1.268	0.458	20000.0
3	101.248	120.531	20.038	84.891	1.272	0.455	20000.0
4	101.21	120.036	20.089	84.68	1.272	0.458	20000.0
5	100.834	119.899	20.026	84.985	1.273	0.454	20000.0
6	101.096	120.275	20.081	84.891	1.276	0.455	20000.0
7	101.587	120.788	20.267	85.488	1.282	0.448	20000.0
8	101.239	120.525	20.143	85.187	1.282	0.45	20000.0
9	101.652	120.639	20.123	85.232	1.279	0.451	20000.0
10	101.415	120.921	20.192	85.534	1.28	0.446	40000.0
11	101.182	120.181	20.038	84.808	1.271	0.457	20000.0
12	101.113	120.478	20.035	84.931	1.277	0.454	20000.0
13	100.996	119.816	19.984	84.626	1.264	0.459	20000.0
14	101.419	120.32	20.076	84.952	1.27	0.455	20000.0
15	100.732	119.667	20.019	84.58	1.26	0.46	20000.0
16	101.128	120.692	20.15	85.211	1.283	0.451	40000.0
17	101.372	120.244	20.088	85.002	1.277	0.455	20000.0
18	101.003	120.409	20.037	85.01	1.278	0.454	20000.0
19	101.422	120.284	20.133	85.024	1.273	0.455	20000.0
20	101.508	120.159	20.172	84.88	1.27	0.458	20000.0
21	101.415	120.627	20.105	85.197	1.277	0.452	30000.0
22	101.367	120.124	20.153	85.18	1.269	0.453	20000.0
23	101.22	120.38	20.09	85.035	1.269	0.455	30000.0
24	101.236	120.619	20.102	85.172	1.279	0.45	20000.0
25	101.48	120.581	20.204	85.344	1.272	0.451	20000.0
26	101.59	120.45	20.188	85.074	1.268	0.455	20000.0
27	101.171	120.286	20.104	84.941	1.269	0.455	20000.0
28	101.336	120.024	20.114	85.014	1.268	0.454	20000.0
29	100.972	120.393	20.045	84.979	1.277	0.453	20000.0
30	101.232	120.533	20.075	84.959	1.271	0.455	30000.0
31	101.318	120.38	20.192	85.144	1.278	0.452	20000.0
32	101.277	120.159	20.131	84.892	1.272	0.455	30000.0
33	101.354	120.786	20.161	85.091	1.279	0.454	40000.0
34	101.454	120.377	20.088	84.848	1.272	0.456	20000.0
35	101.567	120.385	20.262	85.142	1.274	0.452	20000.0
