Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-D8-A27P-01	3	0	11	6	1	9
TCGA-D8-A27R-01	3	4	7	12	8	1
TCGA-D8-A27T-01	6	0	17	3	0	5
TCGA-D8-A27V-01	84	100	14	0	37	0
TCGA-D8-A27W-01	2	4	39	1	4	5
TCGA-D8-A3Z6-01	7	2	11	4	3	10
TCGA-D8-A4Z1-01	31	9	6	0	0	0
TCGA-D8-A73U-01	131	49	9	5	0	13
TCGA-D8-A73W-01	3	3	27	9	0	10
TCGA-D8-A73X-01	9	0	21	0	11	11
TCGA-E2-A105-01	8	3	21	18	6	11
TCGA-E2-A107-01	9	0	13	0	8	6
TCGA-E2-A108-01	62	83	3	22	0	16
TCGA-E2-A109-01	3	0	22	22	25	12
TCGA-E2-A10A-01	7	3	4	7	2	5
TCGA-E2-A10B-01	22	15	9	4	9	14
TCGA-E2-A10C-01	300	219	0	0	0	0
TCGA-E2-A10F-01	5	2	15	0	6	2
TCGA-E2-A14N-01	10	17	13	53	10	6
TCGA-E2-A14O-01	3	0	20	0	13	0
TCGA-E2-A14P-01	27	10	32	0	33	10
TCGA-E2-A14Q-01	5	2	18	1	12	2
TCGA-E2-A14R-01	0	18	9	45	50	21
TCGA-E2-A14T-01	5	6	17	0	7	8
TCGA-E2-A14V-01	28	43	36	11	17	6
TCGA-E2-A14W-01	2	13	9	48	24	6
TCGA-E2-A14X-01	7	2	26	0	0	2
TCGA-E2-A14Y-01	16	16	8	5	0	5
TCGA-E2-A14Z-01	29	9	13	20	24	0
TCGA-E2-A150-01	5	5	25	31	9	16
TCGA-E2-A152-01	65	66	12	0	28	0
TCGA-E2-A153-01	8	0	16	0	0	2
TCGA-E2-A154-01	1	2	25	4	26	0
TCGA-E2-A155-01	14	5	22	14	15	11
TCGA-E2-A156-01	5	2	5	0	9	4
TCGA-E2-A158-01	0	7	13	60	7	10
TCGA-E2-A159-01	69	90	12	12	12	6
TCGA-E2-A15A-01	2	3	14	9	29	5
TCGA-E2-A15C-01	2	1	24	5	11	7
TCGA-E2-A15D-01	0	2	16	0	5	11
TCGA-E2-A15E-01	0	6	14	10	0	10
TCGA-E2-A15F-01	0	1	15	5	5	2
TCGA-E2-A15G-01	12	0	20	7	28	6
TCGA-E2-A15H-01	0	1	18	2	7	5
TCGA-E2-A15I-01	6	0	19	2	16	0
TCGA-E2-A15J-01	1	0	7	7	3	4
TCGA-E2-A15K-01	1	2	18	0	28	4
TCGA-E2-A15L-01	0	4	18	1	7	4
TCGA-E2-A15M-01	20	18	29	20	11	10
TCGA-E2-A15O-01	3	0	13	1	16	1
TCGA-E2-A15P-01	2	0	11	0	8	7
TCGA-E2-A15R-01	7	1	25	2	12	0
TCGA-E2-A15S-01	8	5	7	19	13	16
TCGA-E2-A15T-01	1	3	17	0	17	2
TCGA-E2-A1AZ-01	11	21	11	8	21	7
TCGA-E2-A1B0-01	8	5	19	0	14	14
TCGA-E2-A1B1-01	21	19	13	5	8	0
TCGA-E2-A1B4-01	9	1	6	0	21	5
TCGA-E2-A1B5-01	18	10	15	0	0	3
TCGA-E2-A1B6-01	0	3	13	34	0	6
TCGA-E2-A1BC-01	0	3	9	3	20	6
TCGA-E2-A1BD-01	0	1	23	0	19	0
TCGA-E2-A1IE-01	0	0	10	6	11	3
TCGA-E2-A1IF-01	0	0	5	0	12	7
TCGA-E2-A1IG-01	13	0	16	0	28	0
TCGA-E2-A1IH-01	17	22	9	0	23	14
TCGA-E2-A1II-01	0	2	11	17	0	4
TCGA-E2-A1IJ-01	0	0	8	0	9	1
TCGA-E2-A1IK-01	1	2	6	0	6	2
TCGA-E2-A1IL-01	1	0	12	11	5	2
TCGA-E2-A1IN-01	97	109	11	14	0	17
TCGA-E2-A1IO-01	2	0	12	0	2	0
TCGA-E2-A1IU-01	9	1	9	12	0	0
TCGA-E2-A1L6-01	5	0	6	4	8	5
TCGA-E2-A1L7-01	1	4	6	15	46	9
TCGA-E2-A1L8-01	4	4	7	0	15	8
TCGA-E2-A1L9-01	4	0	9	10	0	5
TCGA-E2-A1LA-01	2	9	10	64	0	22
TCGA-E2-A1LB-01	15	13	5	0	18	4
TCGA-E2-A1LG-01	56	126	14	0	23	0
TCGA-E2-A1LH-01	15	51	15	122	7	21
TCGA-E2-A1LI-01	6	8	3	18	0	2
TCGA-E2-A1LK-01	0	5	46	0	0	3
TCGA-E2-A1LL-01	0	7	14	22	8	10
TCGA-E2-A2P6-01	108	42	25	0	0	11
TCGA-E2-A56Z-01	4	0	19	6	17	14
TCGA-E2-A570-01	1	1	13	7	8	0
TCGA-E2-A572-01	1	2	13	0	8	5
TCGA-E2-A573-01	2	5	15	27	8	15
TCGA-E2-A574-01	44	34	37	33	5	3
TCGA-E2-A576-01	1	1	33	7	26	2
TCGA-E2-A9RU-01	16	11	47	2	22	9
TCGA-E9-A1N3-01	0	3	3	0	18	7
TCGA-E9-A1N4-01	6	8	11	0	8	1
TCGA-E9-A1N5-01	10	8	2	6	0	13
TCGA-E9-A1N8-01	4	9	2	1	10	10
TCGA-E9-A1N9-01	8	2	19	30	0	7
TCGA-E9-A1NA-01	8	17	14	19	57	2
TCGA-E9-A1NE-01	4	4	6	42	0	6
TCGA-E9-A1NF-01	25	5	11	2	16	2
TCGA-E9-A1NG-01	1	0	7	0	11	2
TCGA-E9-A1NH-01	1	2	11	0	16	7
TCGA-E9-A1QZ-01	0	0	4	0	15	4
TCGA-E9-A1R0-01	6	6	20	0	3	0
TCGA-E9-A1R2-01	0	16	7	22	8	13
TCGA-E9-A1R3-01	4	0	8	8	0	5
TCGA-E9-A1R4-01	60	42	10	5	27	9
TCGA-E9-A1R5-01	4	2	19	4	17	5
TCGA-E9-A1R6-01	3	1	18	10	3	1
TCGA-E9-A1R7-01	10	4	10	18	14	7
TCGA-E9-A1RA-01	7	0	7	4	6	1
TCGA-E9-A1RB-01	0	0	10	12	2	14
TCGA-E9-A1RC-01	2	1	24	11	7	10
TCGA-E9-A1RD-01	6	2	7	6	0	2
TCGA-E9-A1RE-01	4	1	34	9	6	12
TCGA-E9-A1RF-01	4	19	33	79	28	7
TCGA-E9-A1RG-01	5	5	7	8	10	6
TCGA-E9-A1RH-01	9	10	26	32	25	9
TCGA-E9-A1RI-01	6	0	8	1	11	3
TCGA-E9-A226-01	25	29	17	0	7	1
TCGA-E9-A227-01	3	2	3	11	0	0
TCGA-E9-A228-01	8	6	26	9	0	3
TCGA-E9-A229-01	1	6	13	7	0	3
TCGA-E9-A22A-01	6	5	7	17	0	1
TCGA-E9-A22B-01	13	4	26	5	25	3
TCGA-E9-A22D-01	5	3	28	4	0	0
TCGA-E9-A22E-01	12	28	15	61	21	7
TCGA-E9-A22G-01	0	9	1	45	29	33
TCGA-E9-A22H-01	3	0	16	5	0	2
TCGA-E9-A243-01	7	14	7	36	6	19
TCGA-E9-A244-01	1	5	26	51	19	19
TCGA-E9-A245-01	1	0	0	0	21	1
TCGA-E9-A247-01	0	1	33	4	0	9
TCGA-E9-A248-01	6	2	14	0	0	6
TCGA-E9-A249-01	1	0	15	3	1	5
TCGA-E9-A24A-01	0	0	8	0	14	0
TCGA-E9-A295-01	0	4	38	0	67	0
TCGA-E9-A2JS-01	3	0	48	0	38	0
TCGA-E9-A2JT-01	13	15	0	0	0	0
TCGA-E9-A3HO-01	3	6	3	39	11	10
TCGA-E9-A3QA-01	8	17	5	31	0	1
TCGA-E9-A3X8-01	3	6	11	11	6	0
TCGA-E9-A54Y-01	20	4	20	0	10	4
TCGA-E9-A5FK-01	2	2	11	4	16	4
TCGA-E9-A5FL-01	7	21	15	52	16	22
TCGA-E9-A5UO-01	0	2	15	8	9	4
TCGA-E9-A6HE-01	2	0	12	1	3	4
TCGA-EW-A1IW-01	52	30	20	22	0	3
TCGA-EW-A1IX-01	14	15	0	9	0	4
TCGA-EW-A1IY-01	21	3	5	0	7	2
TCGA-EW-A1IZ-01	14	0	208	1	0	212
TCGA-EW-A1J1-01	0	0	13	8	2	0
TCGA-EW-A1J3-01	4	0	5	8	8	5
TCGA-EW-A1J5-01	311	229	0	0	0	0
TCGA-EW-A1J6-01	1	1	14	12	16	0
TCGA-EW-A1OV-01	86	41	9	4	0	0
TCGA-EW-A1OX-01	3	4	5	7	0	2
TCGA-EW-A1OZ-01	9	5	34	23	0	5
TCGA-EW-A1P0-01	0	1	2	0	18	7
TCGA-EW-A1P1-01	0	0	1	1	1	0
TCGA-EW-A1P3-01	3	0	10	1	14	0
TCGA-EW-A1P4-01	0	11	14	20	18	14
TCGA-EW-A1P5-01	0	2	15	0	0	3
TCGA-EW-A1P6-01	1	0	9	0	14	2
TCGA-EW-A1P7-01	0	0	0	14	0	5
TCGA-EW-A1P8-01	3	1	10	18	0	7
TCGA-EW-A1PA-01	7	3	11	14	3	3
TCGA-EW-A1PB-01	29	63	7	67	15	1
TCGA-EW-A1PD-01	9	13	0	41	18	12
TCGA-EW-A1PE-01	9	0	10	11	0	8
TCGA-EW-A1PG-01	3	0	5	0	0	3
TCGA-EW-A1PH-01	5	6	25	19	2	5
TCGA-EW-A2FR-01	7	10	15	10	12	0
TCGA-EW-A2FS-01	0	2	13	1	17	12
TCGA-EW-A2FV-01	3	0	7	0	21	1
TCGA-EW-A2FW-01	4	0	19	3	0	0
TCGA-EW-A423-01	16	11	30	22	0	9
TCGA-EW-A6S9-01	4	1	14	9	0	3
TCGA-EW-A6SA-01	15	9	28	21	34	16
TCGA-EW-A6SB-01	3	6	23	19	13	17
TCGA-EW-A6SC-01	10	0	5	8	1	15
TCGA-EW-A6SD-01	21	18	11	3	0	15
TCGA-GI-A2C8-01	5	19	26	70	13	15
TCGA-GM-A2D9-01	376	252	4	0	0	13
TCGA-GM-A2DA-01	4	7	19	0	13	2
TCGA-GM-A2DB-01	3	9	25	11	74	6
TCGA-GM-A2DC-01	0	0	19	1	7	0
TCGA-GM-A2DD-01	4	4	13	24	6	17
TCGA-GM-A2DF-01	3	6	22	18	0	4
TCGA-GM-A2DH-01	32	82	13	51	45	9
TCGA-GM-A2DI-01	45	38	8	0	0	0
TCGA-GM-A2DK-01	7	0	9	0	12	9
TCGA-GM-A2DL-01	9	5	10	0	25	0
TCGA-GM-A2DM-01	6	0	0	0	14	7
TCGA-GM-A2DN-01	4	0	7	2	6	0
TCGA-GM-A2DO-01	114	91	15	0	0	0
TCGA-GM-A3NW-01	26	34	24	8	3	0
TCGA-GM-A3XL-01	9	39	13	63	4	16
TCGA-GM-A4E0-01	1	0	16	0	15	2
TCGA-GM-A5PV-01	11	1	7	16	6	6
TCGA-GM-A5PX-01	7	4	12	9	1	9
TCGA-HN-A2NL-01	0	9	15	25	33	9
TCGA-HN-A2OB-01	3	2	9	3	0	2
TCGA-JL-A3YX-01	18	7	14	2	0	8
TCGA-LD-A66U-01	2	0	16	2	9	15
TCGA-LD-A74U-01	206	118	28	0	0	0
TCGA-LD-A7W5-01	11	9	26	4	6	9
TCGA-LD-A7W6-01	3	1	15	4	16	7
TCGA-LD-A9QF-01	2	2	22	6	7	0
TCGA-LL-A440-01	2	0	4	0	0	0
TCGA-LL-A50Y-01	4	0	16	0	12	11
TCGA-LL-A5YL-01	36	12	26	0	19	0
TCGA-LL-A5YM-01	3	3	11	1	18	4
TCGA-LL-A5YN-01	2	0	17	13	7	4
TCGA-LL-A5YO-01	2	14	2	15	17	11
TCGA-LL-A5YP-01	8	8	3	35	39	12
TCGA-LL-A6FP-01	18	3	10	0	39	5
TCGA-LL-A6FQ-01	6	0	36	0	19	8
TCGA-LL-A6FR-01	3	2	22	21	3	12
TCGA-LL-A73Y-01	36	104	12	0	17	24
TCGA-LL-A73Z-01	3	1	16	10	12	6
TCGA-LL-A740-01	9	1	17	16	12	13
TCGA-LL-A7SZ-01	11	3	25	0	22	14
TCGA-LL-A7T0-01	11	5	37	10	3	11
TCGA-LL-A8F5-01	5	17	19	79	50	30
TCGA-LL-A9Q3-01	13	0	26	17	1	11
TCGA-OK-A5Q2-01	10	2	24	5	2	0
TCGA-OL-A5D6-01	8	2	19	0	28	0
TCGA-OL-A5D7-01	7	9	16	38	0	10
TCGA-OL-A5D8-01	3	2	16	11	0	7
TCGA-OL-A5DA-01	40	39	23	1	10	1
TCGA-OL-A5RU-01	1	1	22	3	16	3
TCGA-OL-A5RV-01	0	0	11	5	0	1
TCGA-OL-A5RW-01	38	91	3	84	4	33
TCGA-OL-A5RX-01	2	2	18	1	4	8
TCGA-OL-A5RY-01	1	2	4	1	0	5
TCGA-OL-A5RZ-01	15	11	57	53	7	9
TCGA-OL-A5S0-01	5	3	22	9	0	5
TCGA-OL-A66H-01	1	0	6	12	3	5
TCGA-OL-A66I-01	6	3	17	13	15	2
TCGA-OL-A66J-01	10	3	21	3	17	14
TCGA-OL-A66K-01	4	1	23	12	0	7
TCGA-OL-A66L-01	50	25	10	0	0	9
TCGA-OL-A66N-01	3	1	30	0	17	7
TCGA-OL-A66O-01	1	2	18	11	0	6
TCGA-OL-A66P-01	4	1	14	30	53	21
TCGA-OL-A6VO-01	1	2	19	13	0	3
TCGA-OL-A6VQ-01	37	20	14	1	0	10
TCGA-OL-A6VR-01	1	0	7	3	0	6
TCGA-OL-A97C-01	2	1	17	17	14	19
TCGA-PE-A5DC-01	15	11	23	48	38	19
TCGA-PE-A5DD-01	32	18	20	0	13	2
TCGA-PE-A5DE-01	432	233	24	0	0	0
TCGA-PL-A8LV-01	16	32	11	47	30	19
TCGA-PL-A8LX-01	1	0	15	17	0	16
TCGA-PL-A8LY-01	0	0	1	0	1	5
TCGA-PL-A8LZ-01	21	0	9	39	56	11
TCGA-S3-A6ZF-01	0	6	34	12	0	0
TCGA-S3-A6ZG-01	8	0	30	7	11	4
TCGA-S3-A6ZH-01	6	0	20	14	0	5
TCGA-S3-AA0Z-01	12	9	21	9	15	11
TCGA-S3-AA10-01	11	16	11	94	2	16
TCGA-S3-AA11-01	6	0	5	3	71	11
TCGA-S3-AA12-01	4	3	18	0	34	1
TCGA-S3-AA14-01	3	4	15	2	0	0
TCGA-S3-AA15-01	18	22	8	9	0	3
TCGA-S3-AA17-01	8	15	20	50	26	22
TCGA-UL-AAZ6-01	10	14	15	32	40	29
TCGA-UU-A93S-01	9	12	26	73	52	24
TCGA-V7-A7HQ-01	1	4	9	16	0	1
TCGA-W8-A86G-01	2	1	14	0	11	7
TCGA-WT-AB41-01	26	2	15	9	3	7
TCGA-WT-AB44-01	0	0	26	2	24	8
TCGA-XX-A899-01	29	10	10	6	4	1
TCGA-XX-A89A-01	70	145	29	0	21	0
TCGA-Z7-A8R5-01	0	1	30	0	1	2
TCGA-Z7-A8R6-01	46	25	21	4	0	11
