Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
TCGA-C8-A12U-01	5	5	20	0	15	6	9	0	1
TCGA-C8-A12V-01	2	1	0	0	13	23	6	7	0
TCGA-C8-A12W-01	2	2	31	0	5	33	0	4	0
TCGA-C8-A12X-01	2	0	26	10	9	0	5	7	6
TCGA-C8-A12Y-01	1	2	18	0	0	0	14	11	0
TCGA-C8-A12Z-01	11	8	14	13	0	0	13	2	0
TCGA-C8-A130-01	3	3	22	1	0	18	0	7	0
TCGA-C8-A131-01	0	7	10	12	7	4	19	5	10
TCGA-C8-A132-01	21	9	4	3	8	26	12	1	0
TCGA-C8-A133-01	0	5	0	0	0	8	4	4	12
TCGA-C8-A134-01	7	1	6	0	42	6	8	10	37
TCGA-C8-A135-01	5	4	29	0	0	11	13	8	7
TCGA-C8-A137-01	11	7	4	16	0	24	0	0	0
TCGA-C8-A138-01	0	0	12	4	0	5	0	4	27
TCGA-C8-A1HE-01	9	20	7	3	6	2	5	2	0
TCGA-C8-A1HF-01	5	8	5	4	2	5	5	4	1
TCGA-C8-A1HG-01	4	3	25	12	12	0	1	10	2
TCGA-C8-A1HI-01	6	7	10	0	0	29	20	0	0
TCGA-C8-A1HJ-01	12	2	10	0	62	0	0	20	18
TCGA-C8-A1HK-01	22	7	8	0	3	14	9	4	6
TCGA-C8-A1HL-01	0	0	7	2	0	0	19	1	8
TCGA-C8-A1HM-01	213	98	20	87	9	0	0	8	13
TCGA-C8-A1HN-01	1	3	19	5	6	7	8	6	15
TCGA-C8-A1HO-01	3	8	5	0	0	15	4	2	12
TCGA-C8-A26V-01	30	21	11	0	5	15	0	8	6
TCGA-C8-A26W-01	10	13	3	15	0	22	0	6	0
TCGA-C8-A26X-01	3	3	22	6	14	0	0	6	21
TCGA-C8-A26Y-01	333	305	3	91	0	6	0	23	155
TCGA-C8-A26Z-01	0	2	20	3	10	0	0	0	14
TCGA-C8-A273-01	0	0	4	0	1	14	3	0	2
TCGA-C8-A274-01	86	119	17	0	11	6	11	12	19
TCGA-C8-A275-01	49	30	4	25	0	25	9	0	0
TCGA-C8-A278-01	5	7	7	1	4	27	0	2	0
TCGA-C8-A27A-01	2	7	7	0	1	6	0	0	17
TCGA-C8-A27B-01	64	7	6	18	52	0	0	13	2
TCGA-C8-A3M7-01	36	82	21	63	0	15	0	4	0
TCGA-C8-A3M8-01	6	4	8	0	10	24	0	10	0
TCGA-C8-A8HP-01	96	91	11	45	0	30	0	0	0
TCGA-C8-A8HQ-01	120	140	14	26	0	72	0	0	0
TCGA-C8-A8HR-01	3	2	15	7	19	0	0	13	1
TCGA-C8-A9FZ-01	3	1	10	0	3	0	11	1	0
TCGA-D8-A13Y-01	8	10	6	11	8	16	13	10	0
TCGA-D8-A13Z-01	14	2	24	6	45	0	0	1	11
TCGA-D8-A140-01	3	20	20	22	0	4	51	5	9
TCGA-D8-A141-01	0	0	7	2	5	3	1	0	3
TCGA-D8-A142-01	10	0	34	10	38	59	0	9	6
TCGA-D8-A143-01	2	3	14	0	25	0	13	0	4
TCGA-D8-A145-01	3	1	15	0	9	2	11	6	0
TCGA-D8-A146-01	0	4	11	11	0	3	3	9	0
TCGA-D8-A147-01	43	12	0	27	71	16	15	11	5
TCGA-D8-A1J8-01	242	231	71	97	0	33	212	75	0
TCGA-D8-A1J9-01	91	97	0	20	0	48	0	0	22
TCGA-D8-A1JB-01	4	5	4	0	14	3	16	4	13
TCGA-D8-A1JC-01	28	26	4	24	0	39	0	1	0
TCGA-D8-A1JD-01	14	10	2	1	35	10	37	3	10
TCGA-D8-A1JE-01	1	1	9	0	0	5	8	4	12
TCGA-D8-A1JF-01	2	3	8	0	0	7	26	3	0
TCGA-D8-A1JG-01	7	5	27	19	0	10	0	1	100
TCGA-D8-A1JH-01	0	2	4	1	2	5	1	5	4
TCGA-D8-A1JI-01	0	0	1	10	0	6	22	3	0
TCGA-D8-A1JJ-01	15	29	11	4	1	25	6	7	0
TCGA-D8-A1JK-01	11	15	4	26	29	0	62	33	69
TCGA-D8-A1JL-01	8	3	0	2	35	36	14	18	11
TCGA-D8-A1JM-01	1	2	10	2	3	19	0	1	15
TCGA-D8-A1JN-01	42	75	10	40	0	34	0	0	7
TCGA-D8-A1JP-01	10	0	0	17	55	12	5	18	18
TCGA-D8-A1JS-01	0	2	5	4	0	2	6	3	7
TCGA-D8-A1JT-01	0	0	10	0	7	10	14	0	0
TCGA-D8-A1JU-01	0	1	4	0	3	7	0	5	0
TCGA-D8-A1X5-01	5	3	16	1	0	0	0	10	31
TCGA-D8-A1X6-01	0	3	19	0	11	0	1	2	6
TCGA-D8-A1X7-01	1	0	3	11	0	6	9	0	2
TCGA-D8-A1X9-01	7	1	0	0	10	14	11	15	44
TCGA-D8-A1XA-01	0	0	7	7	2	1	0	6	5
TCGA-D8-A1XB-01	1	8	16	0	0	6	6	7	6
TCGA-D8-A1XC-01	0	0	13	8	0	0	7	2	4
TCGA-D8-A1XF-01	3	0	21	16	2	0	0	3	6
TCGA-D8-A1XG-01	0	2	0	0	0	4	16	5	0
TCGA-D8-A1XK-01	4	3	75	0	44	103	0	1060	11
TCGA-D8-A1XL-01	5	5	9	1	33	9	0	19	29
TCGA-D8-A1XM-01	4	11	8	18	0	23	0	0	0
TCGA-D8-A1XO-01	5	6	6	0	4	0	7	0	1
TCGA-D8-A1XQ-01	24	21	177	4	92	72	210	420	11
TCGA-D8-A1XR-01	0	2	8	4	0	0	11	7	0
TCGA-D8-A1XS-01	1	4	6	6	0	9	0	0	0
TCGA-D8-A1XT-01	2	1	15	12	9	0	0	4	2
TCGA-D8-A1XU-01	2	11	5	0	8	0	9	0	0
TCGA-D8-A1XV-01	2	1	10	0	1	19	0	3	0
TCGA-D8-A1XW-01	8	8	5	0	49	29	12	11	0
TCGA-D8-A1XY-01	1	5	26	9	4	0	7	3	4
TCGA-D8-A1XZ-01	8	1	32	3	4	29	19	0	0
TCGA-D8-A1Y0-01	9	4	3	1	11	20	9	8	16
TCGA-D8-A1Y1-01	0	18	140	0	0	47	0	28	0
TCGA-D8-A1Y2-01	3	8	8	0	0	2	0	1	0
TCGA-D8-A1Y3-01	0	3	32	0	18	9	0	5	0
TCGA-D8-A27E-01	0	0	1	5	3	0	2	0	0
TCGA-D8-A27F-01	9	2	0	0	19	17	5	5	13
TCGA-D8-A27G-01	487	484	0	205	0	0	0	0	0
TCGA-D8-A27H-01	46	10	7	13	68	0	4	12	0
TCGA-D8-A27I-01	3	5	7	0	5	11	3	2	0
TCGA-D8-A27K-01	1	0	8	0	2	6	1	2	1
TCGA-D8-A27L-01	5	11	7	20	0	10	0	0	0
TCGA-D8-A27M-01	11	3	10	3	22	0	0	4	37
TCGA-D8-A27N-01	2	2	22	8	2	4	1	6	13
TCGA-D8-A27P-01	0	2	7	2	1	0	14	4	0
TCGA-D8-A27R-01	3	2	4	4	10	2	10	0	0
TCGA-D8-A27T-01	0	4	14	4	4	0	0	5	0
TCGA-D8-A27V-01	78	61	0	42	0	52	0	1	1
TCGA-D8-A27W-01	1	3	28	0	0	14	3	3	3
TCGA-D8-A3Z6-01	2	6	10	0	1	0	10	6	2
TCGA-D8-A4Z1-01	6	23	4	0	0	4	2	0	7
TCGA-D8-A73U-01	40	95	12	43	8	0	0	9	0
TCGA-D8-A73W-01	2	3	20	0	1	0	25	1	0
TCGA-D8-A73X-01	0	7	14	0	0	20	0	11	0
TCGA-E2-A105-01	2	5	19	8	16	0	7	8	2
TCGA-E2-A107-01	0	7	8	0	0	11	0	6	4
TCGA-E2-A108-01	72	54	6	12	17	0	0	13	12
TCGA-E2-A109-01	0	0	18	13	16	0	10	9	18
TCGA-E2-A10A-01	3	5	3	4	3	0	10	0	0
TCGA-E2-A10B-01	12	17	8	11	6	7	0	12	0
TCGA-E2-A10C-01	188	227	0	104	0	0	0	0	0
TCGA-E2-A10F-01	2	3	13	3	0	0	0	3	6
TCGA-E2-A14N-01	14	10	6	0	43	14	13	4	5
TCGA-E2-A14O-01	0	2	13	3	0	11	0	0	7
TCGA-E2-A14P-01	8	17	27	20	0	3	1	10	26
TCGA-E2-A14Q-01	2	5	15	0	0	0	0	5	13
TCGA-E2-A14R-01	15	0	3	9	43	25	18	15	15
TCGA-E2-A14T-01	4	5	10	0	0	15	3	6	0
TCGA-E2-A14V-01	31	23	18	6	5	52	0	6	0
TCGA-E2-A14W-01	11	1	1	11	38	16	17	4	3
TCGA-E2-A14X-01	2	6	20	3	3	2	0	1	0
TCGA-E2-A14Y-01	14	14	9	0	9	0	1	3	0
TCGA-E2-A14Z-01	6	20	7	12	11	23	0	1	15
TCGA-E2-A150-01	4	5	18	0	4	0	24	5	31
TCGA-E2-A152-01	47	42	0	35	0	47	0	0	0
TCGA-E2-A153-01	0	7	11	0	0	6	0	2	0
TCGA-E2-A154-01	0	2	16	0	0	20	0	0	20
TCGA-E2-A155-01	5	12	18	0	5	0	20	5	16
TCGA-E2-A156-01	1	4	3	2	1	7	3	3	1
TCGA-E2-A158-01	4	0	3	0	44	34	6	6	0
TCGA-E2-A159-01	69	56	4	14	12	44	0	2	0
TCGA-E2-A15A-01	3	2	11	5	0	0	15	1	25
TCGA-E2-A15C-01	1	2	17	3	6	1	18	2	0
TCGA-E2-A15D-01	1	0	12	0	0	3	7	6	5
TCGA-E2-A15E-01	5	1	10	0	5	5	0	11	3
TCGA-E2-A15F-01	1	0	9	3	4	3	6	2	0
TCGA-E2-A15G-01	0	9	11	0	10	30	0	9	4
TCGA-E2-A15H-01	1	0	12	3	0	0	16	1	0
TCGA-E2-A15I-01	0	4	17	7	3	1	0	0	11
TCGA-E2-A15J-01	0	0	6	2	3	0	5	2	4
TCGA-E2-A15K-01	2	0	13	8	0	6	15	1	8
TCGA-E2-A15L-01	3	0	13	3	0	7	0	5	3
TCGA-E2-A15M-01	15	17	25	3	14	1	11	6	16
TCGA-E2-A15O-01	0	2	6	0	3	20	2	1	0
TCGA-E2-A15P-01	0	2	9	1	1	0	8	5	2
TCGA-E2-A15R-01	0	4	18	9	0	11	0	0	5
TCGA-E2-A15S-01	3	8	2	0	14	18	14	9	0
TCGA-E2-A15T-01	1	1	8	0	0	25	3	2	0
TCGA-E2-A1AZ-01	14	8	1	6	7	37	0	6	0
TCGA-E2-A1B0-01	3	5	13	5	0	16	0	14	4
TCGA-E2-A1B1-01	17	11	9	29	0	0	0	0	0
TCGA-E2-A1B4-01	1	4	3	15	3	1	14	1	0
TCGA-E2-A1B5-01	7	15	9	0	0	13	0	2	0
TCGA-E2-A1B6-01	3	1	10	0	29	1	11	1	0
TCGA-E2-A1BC-01	3	0	7	0	4	3	17	1	6
TCGA-E2-A1BD-01	1	0	19	2	0	7	0	2	12
TCGA-E2-A1IE-01	0	0	6	0	7	7	8	1	1
TCGA-E2-A1IF-01	0	0	3	0	1	9	3	6	2
TCGA-E2-A1IG-01	0	5	8	16	2	23	0	2	1
TCGA-E2-A1IH-01	20	15	6	4	0	13	6	12	9
TCGA-E2-A1II-01	2	0	10	0	19	0	0	3	0
TCGA-E2-A1IJ-01	0	0	5	0	0	5	2	0	6
TCGA-E2-A1IK-01	1	0	2	2	0	10	0	2	0
TCGA-E2-A1IL-01	0	0	9	5	5	0	0	2	10
TCGA-E2-A1IN-01	94	81	15	20	26	0	0	12	0
TCGA-E2-A1IO-01	0	1	6	0	0	9	0	0	0
TCGA-E2-A1IU-01	0	5	2	4	6	14	0	0	0
TCGA-E2-A1L6-01	0	2	3	6	3	9	0	5	0
TCGA-E2-A1L7-01	2	1	1	0	17	31	0	10	19
TCGA-E2-A1L8-01	3	4	4	1	0	6	13	5	2
TCGA-E2-A1L9-01	0	4	7	0	7	0	5	3	2
TCGA-E2-A1LA-01	8	3	8	0	54	8	8	18	0
TCGA-E2-A1LB-01	11	8	2	19	0	11	0	4	0
TCGA-E2-A1LG-01	103	36	3	60	0	17	0	0	0
TCGA-E2-A1LH-01	45	12	13	19	78	0	0	23	41
TCGA-E2-A1LI-01	7	5	2	1	12	2	2	2	4
TCGA-E2-A1LK-01	4	0	38	5	0	3	0	4	0
TCGA-E2-A1LL-01	7	0	12	1	20	0	9	7	5
TCGA-E2-A2P6-01	35	69	20	56	0	0	0	6	0
TCGA-E2-A56Z-01	0	2	10	3	0	18	20	7	0
TCGA-E2-A570-01	1	0	11	6	7	0	3	1	1
TCGA-E2-A572-01	1	1	9	0	3	11	0	4	0
TCGA-E2-A573-01	4	1	12	4	14	0	17	8	12
TCGA-E2-A574-01	30	28	25	36	18	11	3	5	0
TCGA-E2-A576-01	0	0	21	7	3	15	23	0	1
TCGA-E2-A9RU-01	10	5	36	33	0	0	0	10	13
TCGA-E9-A1N3-01	2	1	2	0	0	4	9	3	10
TCGA-E9-A1N4-01	5	3	4	8	0	13	0	1	0
TCGA-E9-A1N5-01	6	9	1	0	3	0	14	6	0
TCGA-E9-A1N8-01	7	3	0	0	0	10	0	8	8
TCGA-E9-A1N9-01	1	8	17	0	23	0	0	7	10
TCGA-E9-A1NA-01	14	6	6	11	10	16	21	0	33
TCGA-E9-A1NE-01	3	4	3	0	26	0	15	0	11
TCGA-E9-A1NF-01	2	18	4	2	1	21	12	0	1
TCGA-E9-A1NG-01	0	1	4	0	2	7	7	0	0
TCGA-E9-A1NH-01	0	1	6	0	0	20	0	8	2
TCGA-E9-A1QZ-01	0	0	3	0	1	6	0	4	9
TCGA-E9-A1R0-01	4	3	15	8	0	5	0	0	0
TCGA-E9-A1R2-01	14	2	6	0	17	3	5	13	6
TCGA-E9-A1R3-01	0	4	6	0	5	5	0	5	0
TCGA-E9-A1R4-01	33	42	7	26	0	18	0	7	20
TCGA-E9-A1R5-01	0	3	7	0	0	36	0	5	0
TCGA-E9-A1R6-01	1	0	12	8	1	7	0	2	5
TCGA-E9-A1R7-01	4	9	7	0	12	0	24	1	6
TCGA-E9-A1RA-01	0	5	6	1	3	2	0	1	7
TCGA-E9-A1RB-01	0	0	9	0	6	0	5	11	7
TCGA-E9-A1RC-01	1	0	18	7	9	8	0	10	2
TCGA-E9-A1RD-01	1	5	5	0	4	0	8	0	0
TCGA-E9-A1RE-01	1	2	23	7	0	4	25	4	0
TCGA-E9-A1RF-01	16	4	22	8	54	14	20	2	30
TCGA-E9-A1RG-01	4	3	4	5	8	6	6	5	0
TCGA-E9-A1RH-01	9	6	19	11	25	2	14	7	18
TCGA-E9-A1RI-01	0	5	5	0	0	1	8	0	10
TCGA-E9-A226-01	24	12	11	30	0	0	0	2	0
TCGA-E9-A227-01	2	0	2	8	7	0	0	0	0
TCGA-E9-A228-01	6	5	22	10	7	0	0	2	0
TCGA-E9-A229-01	5	1	11	2	5	0	2	2	2
TCGA-E9-A22A-01	4	3	5	5	16	3	0	0	0
TCGA-E9-A22B-01	3	7	20	14	10	11	0	6	5
TCGA-E9-A22D-01	2	2	16	8	0	12	0	0	0
TCGA-E9-A22E-01	24	9	9	13	49	13	4	7	16
TCGA-E9-A22G-01	8	1	5	4	39	0	0	32	28
TCGA-E9-A22H-01	0	2	13	3	5	0	0	3	0
TCGA-E9-A243-01	12	5	3	7	19	8	16	12	7
TCGA-E9-A244-01	4	3	22	0	36	2	16	11	27
TCGA-E9-A245-01	0	0	0	3	0	5	0	2	13
TCGA-E9-A247-01	1	0	28	0	5	0	9	4	0
TCGA-E9-A248-01	1	5	14	0	0	0	1	3	4
TCGA-E9-A249-01	0	2	10	0	2	2	4	3	2
TCGA-E9-A24A-01	0	0	6	0	0	5	0	0	11
TCGA-E9-A295-01	2	1	30	0	0	18	0	0	58
TCGA-E9-A2JS-01	0	4	41	2	0	4	0	3	35
TCGA-E9-A2JT-01	12	14	0	0	0	0	0	0	2
TCGA-E9-A3HO-01	5	3	0	0	30	15	15	4	0
TCGA-E9-A3QA-01	13	8	0	0	19	15	7	0	0
TCGA-E9-A3X8-01	6	1	7	7	8	0	8	0	0
TCGA-E9-A54Y-01	3	13	18	12	0	0	0	4	8
TCGA-E9-A5FK-01	1	2	7	3	0	2	16	0	8
TCGA-E9-A5FL-01	17	8	8	1	37	15	23	14	10
TCGA-E9-A5UO-01	1	0	11	1	5	7	11	1	1
TCGA-E9-A6HE-01	0	0	10	7	0	0	3	2	0
TCGA-EW-A1IW-01	25	47	21	0	23	0	0	2	9
TCGA-EW-A1IX-01	15	11	0	6	1	0	8	0	1
TCGA-EW-A1IY-01	2	9	1	16	0	7	0	3	0
TCGA-EW-A1IZ-01	0	10	153	5	0	19	124	124	0
TCGA-EW-A1J1-01	0	0	10	2	5	1	0	0	5
TCGA-EW-A1J3-01	0	0	5	12	8	0	0	5	0
TCGA-EW-A1J5-01	199	246	2	93	0	0	0	0	0
TCGA-EW-A1J6-01	0	2	9	0	12	15	0	0	6
TCGA-EW-A1OV-01	35	66	10	17	12	0	0	0	0
TCGA-EW-A1OX-01	4	2	3	5	3	0	4	0	0
TCGA-EW-A1OZ-01	5	7	27	6	11	0	1	6	13
TCGA-EW-A1P0-01	0	0	0	0	2	12	6	5	3
TCGA-EW-A1P1-01	0	0	0	0	1	2	0	0	0
TCGA-EW-A1P3-01	0	2	7	5	5	8	0	1	0
TCGA-EW-A1P4-01	8	0	4	0	13	28	17	7	0
TCGA-EW-A1P5-01	1	0	12	0	0	0	3	1	3
TCGA-EW-A1P6-01	0	0	5	4	0	14	1	2	0
TCGA-EW-A1P7-01	0	0	0	0	10	0	9	0	0
TCGA-EW-A1P8-01	1	0	6	7	12	0	10	3	0
TCGA-EW-A1PA-01	3	2	7	12	8	4	0	4	1
TCGA-EW-A1PB-01	57	21	2	31	37	0	14	0	20
TCGA-EW-A1PD-01	12	6	0	7	23	0	33	2	10
TCGA-EW-A1PE-01	0	7	7	0	5	0	16	2	1
TCGA-EW-A1PG-01	0	0	3	5	0	1	0	2	0
TCGA-EW-A1PH-01	4	3	19	6	10	8	0	7	5
TCGA-EW-A2FR-01	9	4	13	12	7	0	0	2	7
TCGA-EW-A2FS-01	2	0	13	4	0	0	6	10	10
TCGA-EW-A2FV-01	0	2	1	3	0	19	3	2	2
TCGA-EW-A2FW-01	0	3	17	0	0	0	0	0	6
TCGA-EW-A423-01	10	10	22	15	12	0	13	6	0
TCGA-EW-A6S9-01	1	3	11	1	3	0	2	3	7
TCGA-EW-A6SA-01	8	10	17	10	2	6	50	2	18
TCGA-EW-A6SB-01	6	0	17	15	15	10	1	17	0
TCGA-EW-A6SC-01	0	7	3	0	0	0	24	5	0
TCGA-EW-A6SD-01	14	18	12	0	0	0	0	11	13
TCGA-GI-A2C8-01	16	8	21	0	49	0	19	9	26
TCGA-GM-A2D9-01	206	257	6	173	0	0	0	3	0
TCGA-GM-A2DA-01	5	3	10	3	0	19	1	2	2
TCGA-GM-A2DB-01	6	3	16	7	16	36	8	6	30
TCGA-GM-A2DC-01	0	0	16	1	5	5	0	0	0
TCGA-GM-A2DD-01	4	4	9	0	14	2	21	10	4
TCGA-GM-A2DF-01	5	1	16	7	13	6	1	4	0
TCGA-GM-A2DH-01	67	32	5	3	38	32	15	4	36
TCGA-GM-A2DI-01	28	31	1	11	0	20	0	0	0
TCGA-GM-A2DK-01	0	4	6	5	0	10	0	9	3
TCGA-GM-A2DL-01	4	6	8	4	0	2	0	0	25
TCGA-GM-A2DM-01	0	4	0	4	0	6	0	7	6
TCGA-GM-A2DN-01	0	2	4	5	3	3	0	2	0
TCGA-GM-A2DO-01	73	72	6	62	0	7	0	0	0
TCGA-GM-A3NW-01	28	18	17	21	0	6	5	0	0
TCGA-GM-A3XL-01	34	8	8	11	52	15	0	16	0
TCGA-GM-A4E0-01	0	0	10	2	0	16	3	2	1
TCGA-GM-A5PV-01	0	7	2	2	11	19	0	6	0
TCGA-GM-A5PX-01	3	6	10	1	5	0	10	5	2
TCGA-HN-A2NL-01	7	2	10	0	18	20	0	11	23
TCGA-HN-A2OB-01	0	2	4	0	0	10	3	0	0
TCGA-JL-A3YX-01	6	15	12	2	0	0	7	3	4
TCGA-LD-A66U-01	0	2	10	0	0	0	30	2	0
TCGA-LD-A74U-01	90	141	16	71	0	34	0	0	0
TCGA-LD-A7W5-01	7	9	16	0	0	15	16	2	0
TCGA-LD-A7W6-01	0	2	9	4	0	11	16	2	2
TCGA-LD-A9QF-01	1	2	13	0	5	17	0	1	0
TCGA-LL-A440-01	0	2	2	0	0	2	0	0	0
TCGA-LL-A50Y-01	0	2	11	4	0	11	7	8	0
TCGA-LL-A5YL-01	9	21	15	27	0	20	0	1	0
TCGA-LL-A5YM-01	3	0	7	11	0	0	19	0	0
TCGA-LL-A5YN-01	0	0	9	8	7	7	9	3	0
TCGA-LL-A5YO-01	12	3	1	2	11	2	15	5	10
TCGA-LL-A5YP-01	7	7	0	5	18	4	40	0	24
TCGA-LL-A6FP-01	3	12	4	11	0	6	27	0	12
TCGA-LL-A6FQ-01	0	4	29	10	0	0	9	7	10
TCGA-LL-A6FR-01	1	2	11	2	11	23	6	7	0
TCGA-LL-A73Y-01	78	30	0	15	0	53	0	17	0
TCGA-LL-A73Z-01	0	2	10	2	6	12	16	0	0
TCGA-LL-A740-01	1	6	12	7	8	0	28	5	1
TCGA-LL-A7SZ-01	1	7	15	5	0	21	10	10	6
TCGA-LL-A7T0-01	4	7	30	9	3	4	2	8	10
TCGA-LL-A8F5-01	13	0	9	24	76	42	5	29	2
TCGA-LL-A9Q3-01	0	10	22	4	11	0	10	7	4
TCGA-OK-A5Q2-01	0	5	8	3	0	27	0	0	0
TCGA-OL-A5D6-01	0	5	8	4	2	38	0	0	0
TCGA-OL-A5D7-01	8	6	14	2	30	0	8	8	4
TCGA-OL-A5D8-01	2	3	13	0	9	0	4	5	3
TCGA-OL-A5DA-01	30	26	10	20	0	26	0	2	0
TCGA-OL-A5RU-01	1	0	15	8	0	0	22	0	0
TCGA-OL-A5RV-01	0	0	5	0	2	8	2	0	0
TCGA-OL-A5RW-01	77	30	0	29	60	5	33	19	0
TCGA-OL-A5RX-01	2	2	14	0	0	2	3	7	5
TCGA-OL-A5RY-01	1	1	5	0	1	0	3	2	0
TCGA-OL-A5RZ-01	9	12	45	8	27	0	11	6	34
TCGA-OL-A5S0-01	2	3	16	4	6	6	3	4	0
TCGA-OL-A66H-01	0	0	4	3	8	0	11	1	0
TCGA-OL-A66I-01	3	2	12	12	10	6	9	2	0
TCGA-OL-A66J-01	1	7	18	4	0	12	7	10	9
TCGA-OL-A66K-01	1	2	16	7	4	0	17	0	0
TCGA-OL-A66L-01	22	38	11	13	3	0	0	7	0
TCGA-OL-A66N-01	0	2	21	4	0	16	10	5	0
TCGA-OL-A66O-01	1	1	15	0	6	5	7	3	0
TCGA-OL-A66P-01	1	2	13	12	19	3	15	18	40
TCGA-OL-A6VO-01	1	2	16	0	5	0	3	2	9
TCGA-OL-A6VQ-01	17	30	14	4	1	0	6	6	4
TCGA-OL-A6VR-01	0	1	4	0	0	0	11	1	0
TCGA-OL-A97C-01	1	2	11	0	7	4	38	6	1
TCGA-PE-A5DC-01	9	10	18	13	49	14	13	15	13
TCGA-PE-A5DD-01	15	22	17	23	2	0	0	5	1
TCGA-PE-A5DE-01	180	284	5	172	0	48	0	0	0
TCGA-PL-A8LV-01	24	14	3	5	35	37	6	15	16
TCGA-PL-A8LX-01	0	1	10	0	6	0	26	6	0
TCGA-PL-A8LY-01	0	0	0	0	0	1	3	3	0
TCGA-PL-A8LZ-01	0	11	7	27	38	0	19	7	27
TCGA-S3-A6ZF-01	5	2	29	0	10	0	0	0	6
TCGA-S3-A6ZG-01	0	2	12	11	0	31	0	4	0
TCGA-S3-A6ZH-01	1	2	15	10	12	0	0	4	1
TCGA-S3-AA0Z-01	7	11	19	0	3	0	3	9	25
TCGA-S3-AA10-01	15	8	4	8	69	2	38	6	0
TCGA-S3-AA11-01	0	2	1	15	0	6	33	4	35
TCGA-S3-AA12-01	2	4	13	5	8	18	0	4	6
TCGA-S3-AA14-01	3	3	12	0	5	0	1	0	0
TCGA-S3-AA15-01	19	11	5	16	4	3	0	2	0
TCGA-S3-AA17-01	10	8	6	0	38	41	25	13	0
TCGA-UL-AAZ6-01	12	10	6	0	11	12	61	9	19
TCGA-UU-A93S-01	11	6	22	15	52	0	32	13	45
TCGA-V7-A7HQ-01	4	1	7	1	13	0	5	0	0
TCGA-W8-A86G-01	1	2	7	0	0	10	14	1	0
TCGA-WT-AB41-01	0	19	8	3	0	16	15	1	0
TCGA-WT-AB44-01	0	0	22	3	0	0	17	3	15
TCGA-XX-A899-01	7	17	3	14	0	18	0	1	0
TCGA-XX-A89A-01	109	51	6	39	0	60	0	0	0
TCGA-Z7-A8R5-01	0	1	24	0	0	5	0	2	2
TCGA-Z7-A8R6-01	21	34	16	13	0	0	19	3	1
