NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	214.84	49.587	48.037	37.628	0.525	0.869	20000.0
2	213.813	49.705	47.851	37.615	0.522	0.868	20000.0
3	216.041	49.948	48.001	37.91	0.53	0.866	20000.0
4	215.201	49.669	48.203	38.147	0.525	0.866	20000.0
5	213.001	49.544	47.558	37.519	0.525	0.865	20000.0
6	215.437	49.308	48.251	37.505	0.52	0.869	30000.0
7	211.958	49.315	47.195	37.57	0.519	0.867	20000.0
8	214.597	49.859	47.757	37.779	0.529	0.866	40000.0
9	214.904	49.593	48.063	38.107	0.521	0.866	40000.0
10	214.014	49.634	47.485	37.954	0.521	0.865	20000.0
11	213.797	49.44	47.456	37.508	0.522	0.868	40000.0
12	214.674	49.589	47.981	37.959	0.516	0.868	20000.0
13	212.203	49.733	47.434	38.309	0.522	0.864	20000.0
14	214.317	49.917	47.665	38.028	0.528	0.865	40000.0
15	215.767	49.706	48.579	38.254	0.528	0.866	20000.0
16	215.381	49.757	47.964	37.883	0.523	0.868	20000.0
17	214.013	49.503	47.718	37.587	0.521	0.869	20000.0
18	214.485	49.506	47.988	37.863	0.524	0.866	30000.0
19	214.151	49.665	48.004	37.969	0.526	0.867	20000.0
20	213.598	49.84	47.239	37.999	0.529	0.863	20000.0
21	216.369	50.071	48.955	38.893	0.526	0.861	20000.0
22	214.757	49.594	47.979	38.247	0.522	0.867	40000.0
23	212.474	49.415	47.384	37.609	0.52	0.869	20000.0
24	215.281	49.752	47.773	37.918	0.522	0.869	20000.0
25	214.088	49.738	47.967	37.84	0.528	0.867	30000.0
26	214.233	49.936	47.786	38.209	0.529	0.865	20000.0
27	213.708	49.29	47.569	37.578	0.522	0.867	20000.0
28	217.447	50.171	48.694	38.291	0.523	0.863	20000.0
29	215.912	49.744	48.031	37.807	0.52	0.867	20000.0
30	213.775	49.753	47.634	37.839	0.526	0.865	20000.0
31	215.621	49.692	47.728	37.738	0.519	0.867	30000.0
32	215.77	49.766	48.073	38.048	0.522	0.867	40000.0
33	213.121	49.673	47.66	38.081	0.522	0.866	30000.0
34	213.528	49.544	47.473	37.569	0.528	0.867	20000.0
35	215.183	49.726	48.427	37.803	0.528	0.867	20000.0
36	212.929	49.535	47.592	37.835	0.522	0.866	30000.0
37	213.367	49.571	47.493	37.734	0.522	0.869	20000.0
38	212.435	49.268	47.226	37.453	0.516	0.868	20000.0
39	214.464	49.63	47.978	37.791	0.515	0.868	20000.0
40	215.21	49.756	48.344	37.946	0.516	0.869	20000.0
41	214.423	49.407	48.17	37.729	0.52	0.868	30000.0
42	214.325	49.847	47.931	37.989	0.524	0.866	30000.0
43	215.459	49.615	48.093	37.825	0.52	0.869	20000.0
44	212.939	49.414	47.442	37.791	0.517	0.869	30000.0
45	214.211	49.519	47.855	37.939	0.521	0.867	30000.0
46	212.719	49.288	47.419	37.667	0.512	0.87	30000.0
47	215.167	49.76	48.158	38.105	0.522	0.865	20000.0
48	214.34	49.566	47.924	37.935	0.525	0.867	20000.0
49	212.698	49.598	47.429	38.147	0.525	0.865	20000.0
50	214.741	49.919	48.563	38.388	0.521	0.864	20000.0
51	212.097	49.502	47.004	37.609	0.528	0.866	20000.0
52	212.365	49.208	47.042	37.807	0.519	0.867	20000.0
53	214.832	49.478	47.928	37.727	0.518	0.868	20000.0
54	213.667	49.717	47.649	37.851	0.528	0.864	20000.0
55	214.547	49.77	47.97	37.962	0.52	0.866	30000.0
56	213.47	49.739	47.795	37.888	0.524	0.865	20000.0
57	217.818	49.982	48.797	37.879	0.521	0.866	20000.0
58	213.614	49.354	47.877	37.806	0.521	0.868	20000.0
59	213.981	49.457	47.945	37.761	0.519	0.868	20000.0
60	212.715	49.097	47.533	37.418	0.519	0.87	40000.0
61	215.144	49.746	47.983	38.06	0.523	0.866	20000.0
62	214.03	49.841	47.795	38.114	0.53	0.863	40000.0
63	213.544	49.619	47.13	37.806	0.526	0.867	20000.0
64	213.807	50.053	47.709	38.207	0.532	0.864	20000.0
65	213.308	49.316	47.359	37.57	0.52	0.868	40000.0
66	214.646	49.748	48.022	38.183	0.524	0.866	30000.0
67	214.096	49.484	47.962	37.597	0.52	0.869	30000.0
68	214.728	49.823	48.221	37.973	0.524	0.867	20000.0
69	213.45	49.569	47.756	37.722	0.521	0.867	20000.0
70	215.288	49.882	48.21	38.059	0.52	0.866	20000.0
71	212.287	49.378	47.524	37.878	0.517	0.869	20000.0
72	213.389	49.681	47.529	37.882	0.525	0.865	20000.0
73	213.924	49.649	47.878	37.965	0.525	0.866	20000.0
74	214.322	49.678	48.195	38.066	0.528	0.865	30000.0
75	214.964	49.782	48.06	38.159	0.518	0.867	30000.0
76	213.19	49.444	47.356	37.874	0.52	0.866	20000.0
77	214.119	49.356	48.129	37.627	0.518	0.869	20000.0
78	214.227	49.762	47.824	38.187	0.521	0.868	20000.0
79	213.716	49.701	47.612	38.038	0.524	0.867	20000.0
80	216.675	49.956	48.699	38.18	0.522	0.866	20000.0
