NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	193.242	68.055	30.42	55.581	0.495	0.697	40000.0
2	193.341	68.011	30.433	55.591	0.492	0.696	50000.0
3	194.252	68.236	30.639	55.772	0.494	0.694	60000.0
4	194.23	68.142	30.611	55.645	0.494	0.696	50000.0
5	193.457	67.736	30.514	55.473	0.491	0.698	20000.0
6	193.309	67.945	30.482	55.567	0.493	0.697	20000.0
7	193.228	67.921	30.525	55.596	0.493	0.696	20000.0
8	194.126	68.134	30.63	55.612	0.494	0.696	30000.0
9	193.912	68.169	30.538	55.796	0.492	0.693	40000.0
10	193.373	67.801	30.445	55.407	0.488	0.699	30000.0
11	193.41	67.85	30.492	55.409	0.49	0.699	20000.0
12	193.704	67.959	30.651	55.594	0.491	0.699	40000.0
13	194.532	68.368	30.658	55.809	0.495	0.694	30000.0
14	193.551	67.872	30.544	55.457	0.493	0.699	40000.0
15	193.064	67.995	30.401	55.373	0.492	0.699	30000.0
16	193.404	68.015	30.472	55.578	0.492	0.697	30000.0
17	193.636	67.805	30.558	55.525	0.488	0.699	70000.0
18	193.678	68.073	30.553	55.619	0.491	0.697	20000.0
19	193.536	67.861	30.535	55.477	0.49	0.698	60000.0
20	194.543	68.323	30.697	55.822	0.496	0.693	40000.0
21	194.047	67.931	30.531	55.54	0.49	0.698	40000.0
22	193.654	67.969	30.518	55.581	0.492	0.696	30000.0
23	193.568	67.931	30.535	55.612	0.495	0.697	60000.0
24	193.849	68.044	30.513	55.571	0.492	0.698	40000.0
25	194.098	68.195	30.748	55.898	0.492	0.693	30000.0
26	193.091	67.97	30.443	55.554	0.493	0.697	30000.0
27	194.22	68.043	30.597	55.605	0.491	0.697	20000.0
28	195.211	68.412	30.794	55.906	0.496	0.693	60000.0
29	194.226	68.17	30.681	55.703	0.492	0.696	50000.0
30	194.604	68.165	30.637	55.612	0.494	0.698	20000.0
31	194.694	68.453	30.75	55.912	0.495	0.694	50000.0
32	193.672	67.992	30.505	55.663	0.491	0.697	40000.0
33	193.875	68.2	30.754	55.898	0.494	0.694	20000.0
34	194.431	68.067	30.637	55.673	0.489	0.698	20000.0
35	193.767	67.971	30.527	55.673	0.493	0.695	30000.0
36	193.805	68.094	30.595	55.609	0.492	0.696	20000.0
37	193.642	68.076	30.52	55.613	0.493	0.697	30000.0
38	193.706	67.857	30.383	55.364	0.491	0.697	20000.0
39	193.652	68.057	30.566	55.601	0.492	0.697	50000.0
40	194.6	68.173	30.661	55.644	0.494	0.696	40000.0
41	194.793	68.481	30.666	55.802	0.497	0.694	40000.0
42	193.894	67.912	30.624	55.475	0.492	0.698	30000.0
43	193.52	67.945	30.535	55.506	0.491	0.699	50000.0
44	194.346	68.345	30.666	55.82	0.5	0.692	70000.0
45	193.954	68.043	30.543	55.584	0.49	0.698	20000.0
46	193.497	67.762	30.482	55.436	0.49	0.699	40000.0
47	193.383	67.824	30.599	55.511	0.49	0.698	20000.0
48	193.287	67.895	30.4	55.512	0.491	0.697	50000.0
49	194.303	68.244	30.599	55.671	0.498	0.695	40000.0
50	193.889	68.048	30.572	55.632	0.491	0.697	30000.0
51	193.59	67.87	30.581	55.554	0.49	0.698	40000.0
52	193.573	67.953	30.461	55.545	0.492	0.697	40000.0
53	193.713	67.895	30.56	55.53	0.492	0.698	20000.0
54	193.33	67.8	30.459	55.464	0.491	0.698	40000.0
55	193.434	67.993	30.607	55.522	0.49	0.698	30000.0
56	193.196	68.016	30.463	55.62	0.495	0.695	30000.0
57	194.5	67.994	30.756	55.733	0.491	0.696	50000.0
58	192.63	67.831	30.439	55.572	0.492	0.697	40000.0
59	194.032	67.91	30.672	55.527	0.49	0.7	70000.0
60	193.756	67.935	30.663	55.706	0.491	0.696	30000.0
61	193.534	67.841	30.524	55.566	0.49	0.697	40000.0
62	193.699	68.022	30.565	55.611	0.494	0.696	50000.0
63	193.993	67.921	30.465	55.57	0.489	0.696	60000.0
64	193.468	68.262	30.439	55.623	0.496	0.696	50000.0
65	193.011	68.001	30.426	55.568	0.497	0.697	20000.0
66	193.747	68.041	30.562	55.641	0.489	0.695	20000.0
67	193.956	68.048	30.616	55.741	0.493	0.695	20000.0
68	194.452	68.262	30.681	55.8	0.497	0.695	30000.0
69	194.509	68.146	30.618	55.709	0.49	0.697	20000.0
70	193.768	67.99	30.507	55.646	0.492	0.696	60000.0
71	193.281	68.073	30.472	55.672	0.492	0.696	20000.0
72	193.419	67.804	30.342	55.405	0.49	0.699	40000.0
73	194.098	68.085	30.642	55.71	0.492	0.695	60000.0
74	194.207	68.04	30.735	55.652	0.489	0.698	50000.0
75	193.949	68.028	30.52	55.543	0.493	0.696	30000.0
76	194.076	68.036	30.553	55.632	0.49	0.698	30000.0
77	194.447	68.136	30.677	55.709	0.492	0.696	80000.0
78	193.691	67.972	30.5	55.456	0.489	0.698	20000.0
79	193.739	67.835	30.612	55.612	0.489	0.698	20000.0
80	194.359	68.154	30.65	55.742	0.493	0.694	40000.0
81	193.823	67.976	30.599	55.625	0.491	0.696	30000.0
82	194.631	68.179	30.644	55.708	0.495	0.695	50000.0
83	193.768	68.164	30.556	55.646	0.496	0.696	20000.0
84	193.445	68.121	30.508	55.7	0.494	0.695	40000.0
85	193.404	67.85	30.54	55.572	0.489	0.696	40000.0
86	193.7	68.115	30.61	55.649	0.496	0.696	40000.0
87	195.076	68.22	30.746	55.763	0.493	0.695	40000.0
88	193.75	68.008	30.597	55.573	0.488	0.697	40000.0
89	194.225	68.168	30.581	55.684	0.496	0.695	20000.0
90	193.567	67.807	30.578	55.531	0.493	0.697	40000.0
91	193.464	67.981	30.498	55.507	0.492	0.698	30000.0
92	194.104	68.082	30.55	55.695	0.496	0.694	60000.0
93	193.64	68.067	30.632	55.717	0.494	0.696	30000.0
94	194.413	68.177	30.614	55.707	0.492	0.697	50000.0
95	193.82	67.895	30.635	55.628	0.491	0.696	30000.0
96	193.274	67.928	30.505	55.498	0.493	0.697	40000.0
97	193.561	68.056	30.587	55.629	0.493	0.698	20000.0
98	194.625	68.18	30.659	55.801	0.493	0.694	30000.0
99	193.997	67.963	30.542	55.684	0.492	0.696	30000.0
100	194.137	68.096	30.527	55.661	0.492	0.696	70000.0
