NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	187.42	73.665	36.54	50.295	0.575	0.792	20000.0
2	187.358	73.775	36.92	50.755	0.576	0.789	30000.0
3	188.944	73.624	37.288	50.717	0.576	0.791	30000.0
4	187.066	73.723	36.561	50.692	0.577	0.789	20000.0
5	181.007	74.674	34.234	52.198	0.601	0.777	60000.0
6	179.395	74.753	33.875	52.438	0.601	0.774	70000.0
7	191.035	73.693	37.271	50.796	0.57	0.804	40000.0
8	188.153	73.977	37.093	50.675	0.577	0.792	40000.0
9	180.275	74.697	33.922	51.977	0.601	0.777	20000.0
10	179.918	74.593	33.883	51.655	0.596	0.783	20000.0
11	178.871	74.817	33.952	52.319	0.602	0.776	30000.0
12	187.253	73.589	36.581	50.569	0.57	0.789	30000.0
13	179.209	74.271	34.099	51.995	0.591	0.782	30000.0
14	180.051	74.415	34.108	51.937	0.593	0.781	30000.0
15	181.049	74.942	34.289	52.337	0.602	0.777	40000.0
16	187.849	73.642	36.781	50.677	0.575	0.788	30000.0
17	192.34	73.215	37.524	50.143	0.564	0.807	50000.0
18	179.736	74.537	33.918	52.079	0.6	0.777	30000.0
19	180.778	75.243	34.208	52.697	0.6	0.773	20000.0
20	179.367	74.673	33.929	52.233	0.599	0.777	40000.0
21	185.02	72.792	35.156	51.058	0.58	0.785	30000.0
22	192.211	73.507	37.289	50.24	0.569	0.805	40000.0
23	188.178	73.626	36.906	50.395	0.575	0.794	40000.0
24	180.541	74.633	33.988	52.092	0.592	0.779	30000.0
25	186.484	73.549	35.202	51.466	0.591	0.783	20000.0
26	179.257	74.108	33.771	51.725	0.594	0.781	20000.0
27	185.353	73.044	35.516	51.584	0.582	0.782	40000.0
28	179.211	74.504	33.889	52.294	0.597	0.777	70000.0
29	179.077	74.894	33.696	52.098	0.602	0.779	40000.0
30	180.204	74.487	34.191	52.195	0.595	0.777	20000.0
31	178.921	74.559	33.693	52.148	0.598	0.779	30000.0
32	179.925	74.485	34.131	52.136	0.595	0.781	30000.0
33	188.6	73.136	36.874	50.349	0.567	0.808	30000.0
34	190.74	73.454	37.5	50.843	0.568	0.805	40000.0
35	182.826	74.997	34.765	52.473	0.596	0.775	40000.0
36	188.836	73.918	37.139	50.693	0.579	0.789	30000.0
37	181.74	75.355	34.471	52.685	0.609	0.771	30000.0
38	179.519	74.463	33.712	52.086	0.596	0.777	40000.0
39	180.444	74.445	34.045	52.038	0.599	0.778	50000.0
40	179.287	74.276	33.934	51.853	0.593	0.781	30000.0
41	188.193	73.793	37.038	50.654	0.579	0.79	40000.0
42	190.642	73.497	37.195	50.604	0.568	0.805	20000.0
43	190.294	73.478	37.049	50.758	0.563	0.805	20000.0
44	187.734	73.718	36.991	50.525	0.572	0.791	40000.0
45	187.904	73.412	36.992	50.542	0.569	0.793	50000.0
46	181.361	74.642	34.248	52.219	0.598	0.778	30000.0
47	180.286	74.517	34.21	51.84	0.593	0.781	40000.0
48	180.487	74.914	34.333	52.47	0.599	0.777	30000.0
