NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	138.5	65.868	22.846	43.842	0.514	0.837	50000.0
2	138.017	65.923	22.876	43.853	0.515	0.835	80000.0
3	140.087	65.019	23.501	43.488	0.506	0.84	30000.0
4	140.411	65.682	23.354	43.848	0.51	0.836	60000.0
5	143.193	65.542	23.981	43.812	0.508	0.837	100000.0
6	140.186	66.068	23.194	44.147	0.513	0.833	40000.0
7	138.413	65.908	22.61	43.887	0.511	0.835	40000.0
8	138.893	66.098	23.019	43.966	0.515	0.836	60000.0
9	139.226	66.067	22.793	43.75	0.515	0.836	50000.0
10	141.118	65.151	23.546	43.353	0.501	0.843	60000.0
11	137.559	65.894	22.652	43.693	0.515	0.838	90000.0
12	138.432	65.723	22.505	43.509	0.508	0.838	80000.0
13	138.79	65.561	23.022	43.691	0.505	0.84	40000.0
14	139.003	65.862	22.813	43.755	0.51	0.837	60000.0
15	138.984	65.965	22.919	43.868	0.514	0.837	60000.0
16	139.141	66.107	22.833	43.979	0.516	0.833	50000.0
17	136.845	65.312	22.323	43.236	0.507	0.842	60000.0
18	138.645	65.817	22.886	43.783	0.513	0.835	30000.0
19	139.934	66.209	23.239	44.304	0.513	0.833	70000.0
20	141.629	65.258	23.671	43.694	0.504	0.839	40000.0
21	137.435	65.609	22.498	43.606	0.507	0.837	40000.0
22	138.575	65.772	22.922	43.674	0.51	0.836	60000.0
23	139.146	66.08	23.05	44.061	0.514	0.838	60000.0
24	138.661	65.614	22.762	43.626	0.507	0.839	30000.0
25	138.509	65.939	22.647	43.837	0.518	0.837	40000.0
26	138.604	65.505	22.646	43.636	0.508	0.837	50000.0
27	141.324	65.281	23.834	43.683	0.501	0.839	60000.0
28	137.405	65.425	22.324	43.585	0.508	0.839	30000.0
29	140.46	65.547	23.391	43.706	0.507	0.839	80000.0
30	138.427	65.825	22.819	43.784	0.51	0.838	30000.0
31	137.856	66.013	22.68	43.925	0.512	0.837	50000.0
32	139.454	65.775	23.055	43.81	0.507	0.839	70000.0
33	136.812	65.654	22.461	43.623	0.514	0.838	50000.0
34	138.779	65.767	22.874	43.909	0.511	0.837	70000.0
35	140.21	65.945	23.221	43.823	0.509	0.837	60000.0
36	142.801	65.897	23.958	43.95	0.515	0.834	60000.0
37	141.108	66.35	23.552	44.098	0.52	0.833	50000.0
38	137.545	65.619	22.516	43.649	0.511	0.836	50000.0
39	139.58	65.727	22.918	43.758	0.512	0.837	40000.0
40	142.439	65.218	24.056	43.899	0.505	0.837	70000.0
41	138.95	66.111	22.813	43.962	0.519	0.834	50000.0
42	139.687	65.989	23.063	44.07	0.511	0.834	60000.0
43	139.045	65.629	23.095	43.935	0.501	0.837	40000.0
44	138.136	65.889	22.676	43.763	0.513	0.835	40000.0
45	138.996	65.892	22.795	44.032	0.508	0.835	50000.0
46	139.375	65.687	22.866	43.492	0.508	0.839	30000.0
47	141.57	64.951	23.789	43.402	0.498	0.842	50000.0
48	137.968	66.13	22.552	43.874	0.514	0.837	50000.0
49	139.274	65.707	22.941	43.639	0.51	0.838	50000.0
50	140.66	66.453	23.354	44.399	0.518	0.831	40000.0
51	137.527	65.327	22.577	43.354	0.507	0.84	50000.0
52	138.759	65.864	22.761	43.924	0.51	0.835	50000.0
53	138.357	65.784	22.552	43.387	0.516	0.838	90000.0
54	139.888	66.035	23.259	44.048	0.519	0.834	120000.0
55	138.596	65.902	22.933	43.755	0.511	0.838	70000.0
