NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	156.846	69.021	27.848	45.987	0.538	0.825	30000.0
2	155.682	68.353	28.023	45.643	0.534	0.827	40000.0
3	157.257	68.446	28.329	45.697	0.534	0.828	50000.0
4	156.615	68.566	27.7	45.769	0.536	0.827	30000.0
5	158.436	68.853	27.943	46.011	0.545	0.823	60000.0
6	156.18	68.83	27.814	46.002	0.544	0.823	50000.0
7	156.905	68.405	28.06	45.691	0.531	0.826	30000.0
8	157.01	68.835	28.303	45.821	0.538	0.826	40000.0
9	157.103	68.711	27.935	45.636	0.538	0.827	50000.0
10	155.466	67.951	27.708	45.212	0.528	0.832	40000.0
11	155.928	68.469	28.014	45.568	0.535	0.828	70000.0
12	156.839	68.849	27.968	45.924	0.535	0.824	30000.0
13	155.657	67.877	28.061	45.4	0.524	0.831	40000.0
14	157.101	68.482	28.239	45.601	0.531	0.828	30000.0
15	157.526	68.887	28.319	45.901	0.538	0.826	60000.0
16	157.53	68.742	28.203	45.868	0.537	0.824	40000.0
17	155.92	68.247	28.018	45.401	0.529	0.831	30000.0
18	157.24	68.323	28.129	45.532	0.533	0.827	30000.0
19	157.452	68.801	28.209	46.103	0.533	0.824	60000.0
20	157.565	68.981	27.98	46.016	0.54	0.825	60000.0
21	155.319	68.181	27.7	45.427	0.529	0.829	60000.0
22	155.997	68.472	27.963	45.59	0.533	0.827	30000.0
23	157.008	68.771	28.186	45.961	0.538	0.825	50000.0
24	157.395	68.228	28.209	45.609	0.528	0.829	40000.0
25	157.198	68.693	28.003	45.801	0.54	0.827	30000.0
26	156.758	68.215	28.068	45.592	0.529	0.828	50000.0
27	155.996	68.307	27.885	45.814	0.529	0.826	50000.0
28	156.543	68.084	27.695	45.424	0.531	0.83	30000.0
29	155.665	68.773	27.838	45.609	0.537	0.828	60000.0
30	156.364	68.205	28.194	45.517	0.529	0.829	110000.0
31	155.773	68.581	27.904	45.861	0.533	0.828	30000.0
32	157.374	68.445	28.086	45.648	0.53	0.829	30000.0
33	155.285	68.255	27.991	45.568	0.533	0.828	30000.0
34	157.372	68.541	28.47	45.935	0.534	0.827	40000.0
35	159.343	68.69	28.518	45.722	0.53	0.827	50000.0
36	157.333	70.483	27.091	48.819	0.573	0.799	70000.0
37	158.29	69.154	28.477	46.154	0.548	0.82	30000.0
38	155.551	68.158	27.515	45.494	0.532	0.827	50000.0
39	157.541	68.43	28.279	45.723	0.537	0.826	50000.0
40	165.897	69.674	30.399	47.375	0.543	0.812	50000.0
41	157.196	68.668	28.089	45.835	0.538	0.825	40000.0
42	158.031	69.163	28.045	46.439	0.538	0.822	40000.0
43	156.261	68.302	27.967	45.807	0.523	0.828	40000.0
44	156.418	68.554	28.121	45.767	0.533	0.825	60000.0
