NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	130.495	65.792	22.558	46.575	0.521	0.798	60000.0
2	126.03	65.177	21.387	46.408	0.526	0.797	110000.0
3	130.092	67.019	22.353	47.378	0.523	0.789	90000.0
4	128.437	65.531	22.035	46.501	0.521	0.798	50000.0
5	127.393	65.374	21.72	46.564	0.525	0.795	50000.0
6	127.307	65.225	21.89	46.021	0.523	0.803	60000.0
7	129.606	66.812	22.255	47.283	0.528	0.79	50000.0
8	132.93	67.37	23.461	47.734	0.526	0.789	60000.0
9	127.782	65.207	21.743	46.284	0.521	0.798	40000.0
10	130.064	66.73	22.356	47.322	0.521	0.789	50000.0
11	125.923	64.743	21.153	45.718	0.519	0.804	60000.0
12	129.207	65.523	22.394	46.161	0.521	0.803	60000.0
13	129.437	66.752	22.171	47.303	0.524	0.789	50000.0
14	128.29	66.12	21.763	46.55	0.525	0.797	80000.0
15	127.307	65.52	21.872	46.629	0.522	0.797	60000.0
16	129.981	66.715	22.216	47.266	0.525	0.79	70000.0
17	123.76	64.165	20.686	45.385	0.523	0.806	40000.0
18	129.832	66.632	22.32	47.228	0.53	0.791	70000.0
19	126.77	64.844	21.531	46.213	0.518	0.799	80000.0
20	126.005	65.5	21.27	46.533	0.528	0.795	70000.0
21	132.495	67.333	23.245	47.973	0.523	0.787	30000.0
22	128.42	65.506	22.15	46.6	0.521	0.798	80000.0
23	127.131	65.052	21.53	46.115	0.524	0.8	50000.0
24	125.485	64.291	21.106	45.388	0.518	0.806	110000.0
25	131.522	67.597	22.968	48.077	0.53	0.784	70000.0
26	129.144	66.811	22.135	47.302	0.529	0.789	90000.0
27	127.993	66.074	21.693	46.581	0.523	0.797	70000.0
28	130.225	66.924	22.422	47.42	0.526	0.788	70000.0
29	129.314	65.961	22.223	46.557	0.523	0.798	80000.0
30	129.831	65.931	22.249	46.674	0.517	0.797	120000.0
31	132.958	68.225	23.345	48.519	0.53	0.78	80000.0
32	124.933	64.466	20.988	45.487	0.523	0.806	70000.0
33	130.192	66.885	22.273	47.349	0.527	0.791	50000.0
34	127.17	65.152	21.747	46.322	0.523	0.801	40000.0
35	130.762	66.411	23.22	47.297	0.524	0.791	80000.0
36	132.53	67.8	23.18	48.111	0.528	0.785	120000.0
37	128.396	65.734	22.325	46.615	0.526	0.797	100000.0
38	128.291	66.349	21.669	46.634	0.531	0.796	80000.0
39	128.265	66.114	21.714	46.533	0.524	0.797	70000.0
40	130.06	66.879	22.371	47.254	0.525	0.792	70000.0
41	127.342	64.772	21.57	45.985	0.519	0.803	40000.0
42	131.458	66.667	23.184	47.25	0.526	0.793	50000.0
43	128.585	65.8	21.955	46.688	0.529	0.794	120000.0
44	129.456	66.16	22.624	46.918	0.526	0.795	60000.0
45	129.786	66.832	22.321	47.29	0.521	0.792	140000.0
46	129.632	66.879	22.135	47.303	0.531	0.789	80000.0
47	125.537	64.461	21.074	45.545	0.517	0.805	50000.0
48	127.065	65.58	21.878	46.807	0.528	0.796	70000.0
49	127.134	65.43	21.637	46.421	0.524	0.796	60000.0
50	127.114	65.652	21.799	46.619	0.53	0.795	60000.0
51	126.746	64.919	21.423	45.862	0.52	0.803	100000.0
52	133.714	68.102	23.614	48.593	0.531	0.78	60000.0
53	131.11	66.832	22.949	47.853	0.528	0.786	50000.0
54	130.315	66.942	22.453	47.334	0.524	0.791	70000.0
55	128.097	65.735	21.999	46.791	0.524	0.796	70000.0
56	132.028	67.978	23.15	48.333	0.533	0.782	80000.0
57	124.575	64.23	20.698	45.414	0.52	0.805	50000.0
58	126.155	65.492	21.46	46.575	0.526	0.795	80000.0
59	128.432	66.101	21.934	46.662	0.521	0.797	80000.0
60	127.755	65.677	21.607	46.377	0.52	0.798	100000.0
61	129.68	66.837	22.15	47.282	0.525	0.79	120000.0
62	127.589	65.187	21.703	46.406	0.519	0.797	60000.0
63	132.51	67.298	23.361	47.736	0.524	0.789	100000.0
64	130.385	66.876	22.433	47.325	0.528	0.791	90000.0
65	125.646	65.196	21.266	46.313	0.529	0.797	60000.0
66	127.799	66.029	21.612	46.553	0.524	0.796	40000.0
67	125.705	64.667	21.009	45.48	0.524	0.805	60000.0
68	124.521	64.314	20.862	45.394	0.523	0.807	40000.0
69	127.966	65.779	21.717	46.456	0.526	0.798	110000.0
70	129.736	67.025	22.25	47.516	0.529	0.787	50000.0
71	127.569	65.24	21.642	46.375	0.524	0.797	70000.0
72	127.497	65.607	21.844	46.593	0.527	0.798	50000.0
73	130.513	67.145	22.663	47.589	0.527	0.79	110000.0
74	128.929	66.304	22.044	47.003	0.525	0.792	70000.0
75	125.62	65.095	21.22	46.243	0.528	0.797	50000.0
76	127.27	65.361	21.959	46.087	0.525	0.802	50000.0
77	123.638	63.253	21.119	45.236	0.519	0.806	140000.0
78	125.89	64.998	21.145	45.805	0.526	0.801	60000.0
79	125.026	64.355	21.122	45.508	0.522	0.805	40000.0
80	129.519	66.628	22.293	47.133	0.532	0.791	50000.0
81	131.543	67.497	22.922	48.017	0.532	0.784	100000.0
82	127.86	66.002	21.614	46.398	0.529	0.798	60000.0
83	128.293	65.369	22.221	46.313	0.522	0.8	30000.0
84	126.222	64.947	21.46	46.124	0.523	0.8	40000.0
85	129.319	66.731	22.145	47.183	0.529	0.792	100000.0
86	130.261	66.737	22.383	47.297	0.525	0.79	90000.0
87	127.352	65.57	21.505	46.155	0.523	0.799	50000.0
88	130.466	66.733	22.469	47.446	0.525	0.788	50000.0
89	127.585	65.672	21.606	46.338	0.518	0.799	80000.0
90	126.455	65.84	21.374	46.505	0.528	0.795	100000.0
91	130.308	67.1	22.468	47.482	0.528	0.79	60000.0
92	130.211	66.68	22.303	47.221	0.522	0.791	70000.0
93	125.973	64.938	21.263	46.099	0.523	0.799	40000.0
94	130.387	66.83	22.394	47.225	0.525	0.791	120000.0
95	127.259	65.578	21.775	46.508	0.533	0.796	120000.0
96	129.073	66.206	22.111	46.857	0.526	0.795	110000.0
97	125.159	64.8	21.195	46.16	0.527	0.798	50000.0
98	130.727	67.248	22.533	47.542	0.53	0.788	60000.0
99	129.066	65.906	22.349	46.767	0.522	0.797	110000.0
100	129.581	66.867	22.127	47.268	0.529	0.791	50000.0
