Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-A7-A0CH-01	6	7	3	0	1
TCGA-A7-A0D9-01	4	0	4	3	1
TCGA-A7-A0DA-01	8	94	27	28	30
TCGA-A7-A0DB-01	0	4	18	23	8
TCGA-A7-A13D-01	13	55	39	28	5
TCGA-A7-A13E-01	4	9	60	7	0
TCGA-A7-A13F-01	5	3	26	5	6
TCGA-A7-A13G-01	0	3	16	12	1
TCGA-A7-A26E-01	12	1	24	20	10
TCGA-A7-A26F-01	5	9	21	6	5
TCGA-A7-A26G-01	6	33	11	18	0
TCGA-A7-A26H-01	6	16	38	90	0
TCGA-A7-A26I-01	10	16	10	7	3
TCGA-A7-A26J-01	3	17	12	7	3
TCGA-A7-A2KD-01	12	2	30	8	3
TCGA-A7-A3RF-01	1	18	17	4	0
TCGA-A7-A425-01	4	6	23	0	0
TCGA-A7-A4SC-01	7	11	14	1	5
TCGA-A7-A4SD-01	1	9	39	4	9
TCGA-A7-A4SE-01	0	64	17	59	6
TCGA-A7-A56D-01	28	18	51	117	11
TCGA-A7-A5ZV-01	8	113	65	48	34
TCGA-A7-A5ZW-01	0	3	14	15	4
TCGA-A7-A5ZX-01	8	8	10	5	11
TCGA-A7-A6VV-01	8	20	26	10	0
TCGA-A7-A6VW-01	14	39	21	9	9
TCGA-A7-A6VX-01	26	66	21	48	16
TCGA-A7-A6VY-01	10	56	28	29	13
TCGA-A8-A075-01	22	29	16	29	4
TCGA-AC-A23C-01	16	28	26	65	10
TCGA-AC-A23E-01	3	5	15	0	1
TCGA-AC-A23H-01	28	185	0	6165	0
TCGA-AC-A2B8-01	7	6	14	100	1
TCGA-AC-A2BK-01	6	43	54	5	2
TCGA-AC-A2BM-01	0	7	10	2	7
TCGA-AC-A2FB-01	4	3	6	4	0
TCGA-AC-A2FF-01	2	1	1	7	0
TCGA-AC-A2FG-01	5	2	16	12	4
TCGA-AC-A2FK-01	0	1	0	1	1
TCGA-AC-A2FO-01	2	2	3	16	4
TCGA-AC-A2QH-01	0	3	19	5	0
TCGA-AC-A3HN-01	2	2	12	3	3
TCGA-AC-A3OD-01	9	3	16	6	5
TCGA-AC-A3QP-01	2	18	8	2	5
TCGA-AC-A3QQ-01	5	4	23	2	2
TCGA-AC-A3W5-01	20	55	41	82	13
TCGA-AC-A3YI-01	3	6	6	0	3
TCGA-AC-A3YJ-01	11	2	21	4	0
TCGA-AC-A4ZE-01	11	24	31	8	0
TCGA-AC-A5EH-01	11	94	37	37	26
TCGA-AC-A5EI-01	9	3	17	11	3
TCGA-AC-A5XS-01	102	0	2	587	24
TCGA-AC-A5XU-01	11	18	64	20	0
TCGA-AC-A62V-01	12	14	70	9	1
TCGA-AC-A62X-01	3	11	64	5	4
TCGA-AC-A62Y-01	2	13	31	39	4
TCGA-AC-A6IV-01	6	6	11	0	4
TCGA-AC-A6IW-01	20	39	56	114	2
TCGA-AC-A6IX-01	14	0	23	34	0
TCGA-AC-A6NO-01	9	6	24	3	1
TCGA-AC-A7VB-01	3	4	28	0	0
TCGA-AC-A7VC-01	5	4	15	0	2
TCGA-AC-A8OP-01	18	79	90	32	25
TCGA-AC-A8OQ-01	23	20	57	21	16
TCGA-AC-A8OR-01	1	10	20	1	0
TCGA-AC-A8OS-01	12	15	22	21	9
TCGA-AN-A0XL-01	9	13	14	0	4
TCGA-AN-A0XN-01	5	85	34	23	28
TCGA-AN-A0XO-01	13	0	12	11	7
TCGA-AN-A0XP-01	2	7	12	9	4
TCGA-AN-A0XR-01	5	13	13	7	0
TCGA-AN-A0XS-01	4	7	10	7	4
TCGA-AN-A0XT-01	3	2	16	1	0
TCGA-AN-A0XU-01	2	73	23	26	13
TCGA-AN-A0XV-01	4	10	21	7	2
TCGA-AN-A0XW-01	0	0	0	423	0
TCGA-AO-A03M-01	0	0	0	1150	0
TCGA-AO-A03N-01	4	11	26	86	7
TCGA-AO-A03U-01	0	1	0	3	1
TCGA-AO-A03V-01	16	16	14	18	8
TCGA-AO-A0JG-01	5	12	0	0	4
TCGA-AO-A124-01	12	91	34	15	26
TCGA-AO-A125-01	6	9	22	5	3
TCGA-AO-A126-01	2	6	10	5	2
TCGA-AO-A128-01	15	174	910	30	81
TCGA-AO-A129-01	2	56	28	44	14
TCGA-AO-A12A-01	0	1	13	5	0
TCGA-AO-A12B-01	0	6	16	1	0
TCGA-AO-A12D-01	24	1	13	30	5
TCGA-AO-A12E-01	7	3	21	2	0
TCGA-AO-A12F-01	0	3	32	0	5
TCGA-AO-A12G-01	3	3	25	11	0
TCGA-AO-A12H-01	7	2	20	0	1
TCGA-AO-A1KO-01	0	6	1	0	3
TCGA-AO-A1KR-01	2	38	23	20	6
TCGA-AO-A1KT-01	3	10	29	5	4
TCGA-AQ-A04H-01	5	8	57	7	4
TCGA-AQ-A0Y5-01	7	6	32	22	3
TCGA-AQ-A1H2-01	1	5	19	3	6
TCGA-AQ-A1H3-01	0	0	27	0	0
TCGA-AQ-A54O-01	0	6	12	5	2
TCGA-AQ-A7U7-01	8	0	17	65	6
TCGA-AR-A0TP-01	5	40	10	10	6
TCGA-AR-A0TQ-01	9	12	14	13	1
TCGA-AR-A0TR-01	11	6	23	1	1
TCGA-AR-A0TS-01	9	36	28	16	1
TCGA-AR-A0TT-01	11	7	33	18	6
TCGA-AR-A0TU-01	4	39	25	16	6
TCGA-AR-A0TV-01	12	20	39	8	0
TCGA-AR-A0TW-01	2	22	32	6	5
TCGA-AR-A0TX-01	29	0	7	369	2
TCGA-AR-A0TZ-01	2	7	20	27	11
TCGA-AR-A0U0-01	1	13	13	14	9
TCGA-AR-A0U1-01	1	63	12	20	13
TCGA-AR-A0U2-01	5	11	40	0	0
TCGA-AR-A0U3-01	10	7	21	0	2
TCGA-AR-A0U4-01	3	85	20	77	16
TCGA-AR-A1AH-01	0	62	31	13	14
TCGA-AR-A1AI-01	16	15	32	21	5
TCGA-AR-A1AJ-01	5	0	20	28	0
TCGA-AR-A1AK-01	10	13	20	37	2
TCGA-AR-A1AL-01	3	7	11	8	1
TCGA-AR-A1AN-01	0	0	24	6	1
TCGA-AR-A1AO-01	8	37	24	35	18
TCGA-AR-A1AP-01	10	0	27	10	4
TCGA-AR-A1AQ-01	3	14	19	5	0
TCGA-AR-A1AR-01	2	21	23	11	6
TCGA-AR-A1AS-01	3	3	14	17	4
TCGA-AR-A1AT-01	2	10	15	3	2
TCGA-AR-A1AU-01	4	4	16	2	0
TCGA-AR-A1AV-01	9	2	29	4	5
TCGA-AR-A1AW-01	5	11	21	3	1
TCGA-AR-A1AX-01	11	4	11	1	5
TCGA-AR-A1AY-01	8	21	27	14	2
TCGA-AR-A24H-01	7	72	27	38	8
TCGA-AR-A24K-01	5	14	13	0	2
TCGA-AR-A24L-01	3	29	9	10	2
TCGA-AR-A24M-01	0	11	12	2	0
TCGA-AR-A24N-01	11	8	24	4	0
TCGA-AR-A24O-01	2	5	13	1	1
TCGA-AR-A24P-01	5	0	11	0	3
TCGA-AR-A24Q-01	17	124	25	52	14
TCGA-AR-A24R-01	3	3	18	1	1
TCGA-AR-A24S-01	11	3	29	12	2
TCGA-AR-A24T-01	4	5	13	2	0
TCGA-AR-A24U-01	7	0	16	21	0
TCGA-AR-A24V-01	1	4	14	6	3
TCGA-AR-A24W-01	6	5	3	0	0
TCGA-AR-A24X-01	6	7	14	0	7
TCGA-AR-A24Z-01	2	22	22	9	1
TCGA-AR-A250-01	8	15	53	71	8
TCGA-AR-A251-01	11	112	24	49	9
TCGA-AR-A252-01	4	0	15	0	0
TCGA-AR-A254-01	11	5	20	4	2
TCGA-AR-A255-01	7	24	16	34	8
TCGA-AR-A256-01	19	110	27	42	26
TCGA-AR-A2LE-01	63	0	8	300	23
TCGA-AR-A2LH-01	18	0	10	41	2
TCGA-AR-A2LK-01	8	7	29	4	0
TCGA-AR-A2LL-01	4	9	22	0	2
TCGA-AR-A2LM-01	3	7	2	0	5
TCGA-AR-A2LN-01	22	0	12	18	2
TCGA-AR-A2LO-01	2	3	6	3	3
TCGA-AR-A2LQ-01	1	4	8	0	0
TCGA-AR-A2LR-01	11	25	26	2	6
TCGA-AR-A5QM-01	6	14	16	0	0
TCGA-AR-A5QN-01	13	2	31	3	0
TCGA-AR-A5QP-01	8	5	17	3	1
TCGA-AR-A5QQ-01	4	35	27	18	12
TCGA-B6-A0I1-01	7	25	35	9	4
TCGA-B6-A0IH-01	10	0	29	0	2
TCGA-B6-A0RH-01	2	2	15	21	5
TCGA-B6-A0RL-01	9	6	32	18	4
TCGA-B6-A0RM-01	6	4	21	5	0
TCGA-B6-A0RN-01	1	6	21	3	2
TCGA-B6-A0RO-01	12	9	10	3	9
TCGA-B6-A0RP-01	7	11	12	0	0
TCGA-B6-A0RQ-01	14	5	14	16	7
TCGA-B6-A0RT-01	0	31	12	24	5
TCGA-B6-A0RU-01	5	16	19	7	11
TCGA-B6-A0RV-01	0	0	10	56	1
TCGA-B6-A0WS-01	0	4	6	5	3
TCGA-B6-A0WT-01	4	0	11	0	7
TCGA-B6-A0WV-01	6	7	13	6	5
TCGA-B6-A0WW-01	3	10	16	13	5
TCGA-B6-A0WX-01	0	15	20	3	7
TCGA-B6-A0WY-01	1	6	17	9	2
TCGA-B6-A0WZ-01	18	0	5	71	1
TCGA-B6-A0X0-01	2	10	6	3	4
TCGA-B6-A0X1-01	15	27	16	24	10
TCGA-B6-A0X4-01	8	1	6	0	7
TCGA-B6-A0X5-01	4	11	9	8	16
TCGA-B6-A0X7-01	4	1	11	6	1
TCGA-B6-A1KN-01	12	29	24	4	3
TCGA-B6-A2IU-01	18	0	20	11	5
TCGA-B6-A401-01	5	5	16	0	2
TCGA-B6-A409-01	8	14	25	6	3
TCGA-B6-A40B-01	17	16	17	16	0
TCGA-B6-A40C-01	6	11	32	5	0
TCGA-BH-A0AU-01	0	7	12	4	0
TCGA-BH-A0AV-01	17	36	12	16	6
TCGA-BH-A0AY-01	7	8	17	7	7
TCGA-BH-A0AZ-01	6	29	4	23	8
TCGA-BH-A0B0-01	15	0	9	65	10
TCGA-BH-A0B3-01	0	7	8	3	0
TCGA-BH-A0B6-01	147	0	16	1117	10
TCGA-BH-A0B7-01	7	0	17	9	9
TCGA-BH-A0B8-01	8	12	7	5	2
TCGA-BH-A0BA-01	3	3	13	10	0
TCGA-BH-A0BC-01	4	2	21	14	4
TCGA-BH-A0BF-01	0	5	16	9	3
TCGA-BH-A0BG-01	1	19	14	11	0
TCGA-BH-A0BJ-01	1	7	6	1	2
TCGA-BH-A0BL-01	1	35	20	4	9
TCGA-BH-A0BM-01	4	8	3	3	1
TCGA-BH-A0BO-01	3	4	14	6	4
TCGA-BH-A0BP-01	29	52	53	54	8
TCGA-BH-A0BQ-01	4	7	15	3	1
TCGA-BH-A0BS-01	6	8	9	0	0
TCGA-BH-A0BT-01	10	2	26	6	4
TCGA-BH-A0BV-01	15	0	7	2	0
TCGA-BH-A0BW-01	7	41	27	19	9
TCGA-BH-A0BZ-01	16	150	51	55	24
TCGA-BH-A0C0-01	4	26	11	5	2
TCGA-BH-A0C1-01	6	3	33	8	0
TCGA-BH-A0C3-01	1	5	9	0	3
TCGA-BH-A0C7-01	4	16	32	5	1
TCGA-BH-A0DD-01	4	0	25	7	1
TCGA-BH-A0DE-01	14	11	7	0	1
TCGA-BH-A0DG-01	4	9	7	15	12
TCGA-BH-A0DH-01	11	0	26	12	3
TCGA-BH-A0DI-01	4	10	22	26	0
TCGA-BH-A0DK-01	3	24	14	8	4
TCGA-BH-A0DL-01	4	4	32	19	6
TCGA-BH-A0DO-01	4	5	12	7	2
TCGA-BH-A0DP-01	3	6	4	5	1
TCGA-BH-A0DQ-01	5	10	19	1	0
TCGA-BH-A0DT-01	3	0	9	3	0
TCGA-BH-A0DV-01	6	6	0	2	1
TCGA-BH-A0DX-01	10	6	16	45	0
TCGA-BH-A0DZ-01	0	4	3	200	10
TCGA-BH-A0E0-01	3	0	14	1	6
TCGA-BH-A0E1-01	0	0	9	6	4
TCGA-BH-A0E9-01	4	5	18	1	0
TCGA-BH-A0EA-01	9	3	15	4	1
TCGA-BH-A0EI-01	4	3	15	1	1
TCGA-BH-A0H3-01	7	3	7	0	0
TCGA-BH-A0H5-01	27	0	0	131	11
TCGA-BH-A0H7-01	0	1	8	6	2
TCGA-BH-A0H9-01	5	6	3	2	7
TCGA-BH-A0HA-01	14	18	278	45	27
TCGA-BH-A0HI-01	6	4	14	7	4
TCGA-BH-A0HK-01	14	0	17	31	1
TCGA-BH-A0HN-01	4	4	17	6	3
TCGA-BH-A0HP-01	12	1	10	326	8
TCGA-BH-A0RX-01	4	0	35	6	4
TCGA-BH-A0W3-01	2	10	6	5	0
TCGA-BH-A0W4-01	9	3	10	9	8
TCGA-BH-A0W5-01	0	7	18	2	2
TCGA-BH-A0W7-01	0	4	4	251	2
TCGA-BH-A0WA-01	20	46	20	24	3
TCGA-BH-A18F-01	15	7	20	18	7
TCGA-BH-A18G-01	61	274	1231	0	102
TCGA-BH-A18H-01	14	8	14	13	5
TCGA-BH-A18I-01	2	0	20	6	3
TCGA-BH-A18J-01	5	9	12	85	0
TCGA-BH-A18K-01	17	8	10	28	5
TCGA-BH-A18L-01	8	10	41	4	2
TCGA-BH-A18M-01	3	0	9	5	1
TCGA-BH-A18N-01	0	7	31	2	3
TCGA-BH-A18P-01	60	0	22	353	3
TCGA-BH-A18Q-01	4	72	12	14	5
TCGA-BH-A18R-01	3	18	6	10	5
TCGA-BH-A18S-01	2	16	10	3	6
TCGA-BH-A18T-01	6	55	19	22	0
TCGA-BH-A18U-01	17	26	44	91	0
TCGA-BH-A18V-01	0	95	4	129	22
TCGA-BH-A1EO-01	6	6	33	5	0
TCGA-BH-A1ET-01	2	10	16	1	4
TCGA-BH-A1EU-01	2	9	15	4	4
TCGA-BH-A1EV-01	14	5	31	71	8
TCGA-BH-A1EW-01	8	3	5	3	2
TCGA-BH-A1EX-01	4	6	17	0	8
TCGA-BH-A1EY-01	5	6	20	19	5
TCGA-BH-A1F0-01	16	35	18	24	2
TCGA-BH-A1F2-01	8	10	34	18	1
TCGA-BH-A1F5-01	10	9	18	3	4
TCGA-BH-A1F6-01	5	7	28	8	5
TCGA-BH-A1F8-01	25	11	20	132	4
TCGA-BH-A1FC-01	4	28	40	43	15
TCGA-BH-A1FE-01	3	8	6	5	4
TCGA-BH-A1FG-01	0	3	14	2	2
TCGA-BH-A1FH-01	9	0	18	4	2
TCGA-BH-A1FJ-01	11	8	25	1	0
TCGA-BH-A1FL-01	8	1	13	1	3
TCGA-BH-A1FM-01	7	2	27	21	5
TCGA-BH-A1FN-01	5	41	8	90	2
TCGA-BH-A1FR-01	0	5	9	2	1
TCGA-BH-A1FU-01	10	26	30	26	26
TCGA-BH-A201-01	1	9	7	4	6
TCGA-BH-A202-01	0	9	13	4	2
TCGA-BH-A203-01	11	6	52	25	5
TCGA-BH-A204-01	8	14	19	7	4
TCGA-BH-A208-01	14	9	18	41	0
TCGA-BH-A209-01	4	3	5	106	1
TCGA-BH-A28Q-01	0	2	18	4	2
TCGA-BH-A2L8-01	56	0	0	572	0
TCGA-BH-A42U-01	12	0	4	15	1
TCGA-BH-A42V-01	7	0	7	40	1
TCGA-BH-A5IZ-01	14	43	26	13	0
TCGA-BH-A5J0-01	18	2	22	51	9
TCGA-BH-A6R8-01	3	1	24	7	2
TCGA-BH-A6R9-01	7	4	9	0	5
TCGA-BH-A8FY-01	14	21	14	7	0
TCGA-BH-A8FZ-01	0	27	29	19	16
TCGA-BH-A8G0-01	2	1	10	0	4
TCGA-BH-AB28-01	6	2	25	5	5
TCGA-C8-A12K-01	0	62	23	84	4
TCGA-C8-A12L-01	7	46	26	9	1
TCGA-C8-A12M-01	18	13	39	0	12
TCGA-C8-A12N-01	0	6	16	5	0
TCGA-C8-A12O-01	8	4	31	3	3
TCGA-C8-A12P-01	14	16	34	119	19
TCGA-C8-A12Q-01	21	9	15	81	13
TCGA-C8-A12T-01	9	5	19	181	0
TCGA-C8-A12U-01	5	15	30	11	0
TCGA-C8-A12V-01	0	25	11	7	9
TCGA-C8-A12W-01	4	3	55	8	7
TCGA-C8-A12X-01	11	8	36	1	9
TCGA-C8-A12Y-01	0	8	34	4	0
TCGA-C8-A12Z-01	13	0	24	24	0
TCGA-C8-A130-01	2	0	35	9	8
TCGA-C8-A131-01	16	19	23	6	10
TCGA-C8-A132-01	0	20	19	43	2
TCGA-C8-A133-01	10	14	2	3	4
TCGA-C8-A134-01	0	71	20	12	14
TCGA-C8-A135-01	0	11	51	12	3
TCGA-C8-A137-01	10	1	14	29	8
TCGA-C8-A138-01	11	19	21	0	1
TCGA-C8-A1HE-01	12	2	11	29	0
TCGA-C8-A1HF-01	6	4	12	15	2
TCGA-C8-A1HG-01	11	8	41	8	1
TCGA-C8-A1HI-01	4	11	35	22	0
TCGA-C8-A1HJ-01	0	63	26	20	15
TCGA-C8-A1HK-01	0	13	20	34	6
TCGA-C8-A1HL-01	5	12	18	0	2
TCGA-C8-A1HM-01	0	40	32	372	4
TCGA-C8-A1HN-01	11	19	33	4	3
TCGA-C8-A1HO-01	5	15	12	14	3
TCGA-C8-A26V-01	2	5	21	59	9
TCGA-C8-A26W-01	16	3	13	30	7
TCGA-C8-A26X-01	10	21	33	6	5
TCGA-C8-A26Y-01	30	97	6	725	58
TCGA-C8-A26Z-01	9	8	28	0	4
TCGA-C8-A273-01	2	6	11	1	4
TCGA-C8-A274-01	12	23	28	218	0
TCGA-C8-A275-01	16	3	16	103	4
TCGA-C8-A278-01	3	5	20	19	6
TCGA-C8-A27A-01	8	6	10	8	8
TCGA-C8-A27B-01	0	44	13	96	9
TCGA-C8-A3M7-01	42	0	34	133	12
TCGA-C8-A3M8-01	3	13	28	17	1
TCGA-C8-A8HP-01	15	0	25	218	15
TCGA-C8-A8HQ-01	24	0	33	297	18
TCGA-C8-A8HR-01	10	6	24	4	16
TCGA-C8-A9FZ-01	1	2	21	5	0
TCGA-D8-A13Y-01	18	10	21	23	10
TCGA-D8-A13Z-01	0	35	34	21	13
TCGA-D8-A140-01	28	24	51	27	4
TCGA-D8-A141-01	4	6	11	0	0
TCGA-D8-A142-01	17	39	71	19	20
TCGA-D8-A143-01	7	26	25	3	0
TCGA-D8-A145-01	1	11	30	5	0
TCGA-D8-A146-01	9	0	22	4	6
TCGA-D8-A147-01	7	72	14	78	29
TCGA-D8-A1J8-01	75	54	222	581	29
TCGA-D8-A1J9-01	23	8	6	213	28
TCGA-D8-A1JB-01	10	25	12	8	8
TCGA-D8-A1JC-01	14	4	21	75	8
TCGA-D8-A1JD-01	0	54	22	33	13
TCGA-D8-A1JE-01	0	15	21	4	0
TCGA-D8-A1JF-01	3	6	30	8	2
TCGA-D8-A1JG-01	22	32	46	15	54
TCGA-D8-A1JH-01	1	8	10	3	2
TCGA-D8-A1JI-01	12	16	12	0	2
TCGA-D8-A1JJ-01	13	3	24	49	9
TCGA-D8-A1JK-01	32	109	39	32	37
TCGA-D8-A1JL-01	11	64	21	16	15
TCGA-D8-A1JM-01	6	23	17	3	4
TCGA-D8-A1JN-01	38	0	20	131	19
TCGA-D8-A1JP-01	11	75	7	19	23
TCGA-D8-A1JS-01	9	6	13	1	0
TCGA-D8-A1JT-01	8	10	23	0	0
TCGA-D8-A1JU-01	2	3	12	1	2
TCGA-D8-A1X5-01	3	19	26	9	9
TCGA-D8-A1X6-01	3	6	29	4	0
TCGA-D8-A1X7-01	10	7	11	2	2
TCGA-D8-A1X9-01	0	73	13	12	4
TCGA-D8-A1XA-01	3	9	11	1	4
TCGA-D8-A1XB-01	6	4	28	9	3
TCGA-D8-A1XC-01	3	5	22	2	2
TCGA-D8-A1XF-01	4	8	29	5	5
TCGA-D8-A1XG-01	2	14	8	1	2
TCGA-D8-A1XK-01	0	405	578	0	317
TCGA-D8-A1XL-01	1	52	24	15	18
TCGA-D8-A1XM-01	11	2	18	24	9
TCGA-D8-A1XO-01	0	8	9	12	0
TCGA-D8-A1XQ-01	36	281	535	51	128
TCGA-D8-A1XR-01	1	5	21	3	2
TCGA-D8-A1XS-01	2	4	10	6	4
TCGA-D8-A1XT-01	8	8	21	5	3
TCGA-D8-A1XU-01	9	5	9	12	0
TCGA-D8-A1XV-01	3	8	20	5	0
TCGA-D8-A1XW-01	7	45	27	23	20
TCGA-D8-A1XY-01	7	9	35	8	0
TCGA-D8-A1XZ-01	4	11	62	15	4
TCGA-D8-A1Y0-01	6	38	15	18	4
TCGA-D8-A1Y1-01	8	0	202	23	0
TCGA-D8-A1Y2-01	0	0	10	12	0
TCGA-D8-A1Y3-01	8	4	47	2	6
TCGA-D8-A27E-01	1	5	2	1	2
TCGA-D8-A27F-01	0	38	10	18	4
TCGA-D8-A27G-01	90	0	0	1080	6
TCGA-D8-A27H-01	0	57	20	83	0
TCGA-D8-A27I-01	0	7	16	11	2
TCGA-D8-A27K-01	1	4	13	1	2
TCGA-D8-A27L-01	18	0	14	20	1
TCGA-D8-A27M-01	1	40	18	19	12
TCGA-D8-A27N-01	7	13	33	4	3
TCGA-D8-A27P-01	4	5	19	2	0
TCGA-D8-A27R-01	7	8	10	6	4
TCGA-D8-A27T-01	1	4	21	5	0
TCGA-D8-A27V-01	33	9	13	170	10
TCGA-D8-A27W-01	3	1	44	6	1
TCGA-D8-A3Z6-01	5	5	19	8	0
TCGA-D8-A4Z1-01	13	0	5	26	2
TCGA-D8-A73U-01	43	0	18	146	0
TCGA-D8-A73W-01	2	3	36	6	5
TCGA-D8-A73X-01	5	10	28	7	2
TCGA-E2-A105-01	10	14	32	11	0
TCGA-E2-A107-01	8	2	16	6	4
TCGA-E2-A108-01	0	23	12	151	0
TCGA-E2-A109-01	10	37	32	1	4
TCGA-E2-A10A-01	4	6	8	10	0
TCGA-E2-A10B-01	5	10	17	34	7
TCGA-E2-A10C-01	54	0	0	451	14
TCGA-E2-A10F-01	5	2	18	5	0
TCGA-E2-A14N-01	11	36	16	28	18
TCGA-E2-A14O-01	7	4	19	0	6
TCGA-E2-A14P-01	23	13	42	27	7
TCGA-E2-A14Q-01	4	7	21	6	2
TCGA-E2-A14R-01	4	67	26	26	20
TCGA-E2-A14T-01	1	0	20	10	12
TCGA-E2-A14V-01	8	11	40	67	15
TCGA-E2-A14W-01	12	45	15	17	13
TCGA-E2-A14X-01	2	0	24	8	3
TCGA-E2-A14Y-01	0	5	12	33	0
TCGA-E2-A14Z-01	13	25	14	30	13
TCGA-E2-A150-01	2	16	37	9	27
TCGA-E2-A152-01	14	9	12	118	18
TCGA-E2-A153-01	5	0	16	5	0
TCGA-E2-A154-01	3	20	25	3	7
TCGA-E2-A155-01	9	20	30	17	5
TCGA-E2-A156-01	3	7	7	6	2
TCGA-E2-A158-01	0	52	22	9	14
TCGA-E2-A159-01	7	21	17	156	0
TCGA-E2-A15A-01	4	22	22	7	7
TCGA-E2-A15C-01	7	9	32	2	0
TCGA-E2-A15D-01	1	1	24	1	7
TCGA-E2-A15E-01	0	12	20	8	0
TCGA-E2-A15F-01	8	0	20	0	0
TCGA-E2-A15G-01	16	20	25	7	5
TCGA-E2-A15H-01	7	6	20	0	0
TCGA-E2-A15I-01	7	9	23	4	0
TCGA-E2-A15J-01	2	7	13	0	0
TCGA-E2-A15K-01	14	12	26	1	0
TCGA-E2-A15L-01	1	3	24	5	1
TCGA-E2-A15M-01	10	22	40	36	0
TCGA-E2-A15O-01	4	7	17	2	4
TCGA-E2-A15P-01	9	2	17	0	0
TCGA-E2-A15R-01	14	5	24	3	1
TCGA-E2-A15S-01	7	21	17	14	9
TCGA-E2-A15T-01	6	7	24	3	0
TCGA-E2-A1AZ-01	2	25	13	30	9
TCGA-E2-A1B0-01	10	4	26	9	11
TCGA-E2-A1B1-01	13	0	15	38	0
TCGA-E2-A1B4-01	8	9	13	8	4
TCGA-E2-A1B5-01	6	0	14	21	5
TCGA-E2-A1B6-01	0	25	25	6	0
TCGA-E2-A1BC-01	3	16	19	3	0
TCGA-E2-A1BD-01	2	10	27	2	2
TCGA-E2-A1IE-01	3	11	13	0	3
TCGA-E2-A1IF-01	2	10	10	0	2
TCGA-E2-A1IG-01	15	4	22	8	8
TCGA-E2-A1IH-01	6	13	20	42	4
TCGA-E2-A1II-01	0	5	20	2	7
TCGA-E2-A1IJ-01	1	4	11	0	2
TCGA-E2-A1IK-01	1	2	6	2	6
TCGA-E2-A1IL-01	7	5	13	0	6
TCGA-E2-A1IN-01	0	23	23	202	0
TCGA-E2-A1IO-01	1	0	10	2	3
TCGA-E2-A1IU-01	5	5	7	7	7
TCGA-E2-A1L6-01	5	3	10	2	8
TCGA-E2-A1L7-01	3	43	14	7	14
TCGA-E2-A1L8-01	7	8	15	8	0
TCGA-E2-A1L9-01	3	6	13	3	3
TCGA-E2-A1LA-01	6	44	25	14	18
TCGA-E2-A1LB-01	2	9	10	28	6
TCGA-E2-A1LG-01	4	7	13	187	8
TCGA-E2-A1LH-01	0	97	26	82	26
TCGA-E2-A1LI-01	1	17	4	14	1
TCGA-E2-A1LK-01	2	0	42	4	6
TCGA-E2-A1LL-01	0	20	22	8	11
TCGA-E2-A2P6-01	31	0	32	114	9
TCGA-E2-A56Z-01	14	4	33	0	9
TCGA-E2-A570-01	12	1	16	0	1
TCGA-E2-A572-01	0	3	21	5	0
TCGA-E2-A573-01	0	19	31	10	12
TCGA-E2-A574-01	29	6	41	67	13
TCGA-E2-A576-01	15	13	40	0	2
TCGA-E2-A9RU-01	12	3	56	22	14
TCGA-E9-A1N3-01	0	16	8	4	3
TCGA-E9-A1N4-01	1	2	13	14	4
TCGA-E9-A1N5-01	0	6	12	21	0
TCGA-E9-A1N8-01	0	6	5	14	11
TCGA-E9-A1N9-01	4	20	28	11	3
TCGA-E9-A1NA-01	16	50	20	24	7
TCGA-E9-A1NE-01	5	29	16	10	2
TCGA-E9-A1NF-01	22	3	13	21	2
TCGA-E9-A1NG-01	3	6	11	1	0
TCGA-E9-A1NH-01	2	8	18	4	5
TCGA-E9-A1QZ-01	1	13	9	0	0
TCGA-E9-A1R0-01	7	0	19	8	1
TCGA-E9-A1R2-01	0	30	14	19	3
TCGA-E9-A1R3-01	3	5	13	3	1
TCGA-E9-A1R4-01	14	22	18	92	7
TCGA-E9-A1R5-01	8	11	23	5	4
TCGA-E9-A1R6-01	2	5	17	3	9
TCGA-E9-A1R7-01	12	19	17	11	4
TCGA-E9-A1RA-01	6	3	7	4	5
TCGA-E9-A1RB-01	2	17	19	0	0
TCGA-E9-A1RC-01	6	9	32	1	7
TCGA-E9-A1RD-01	3	2	11	7	0
TCGA-E9-A1RE-01	10	5	46	3	2
TCGA-E9-A1RF-01	7	73	52	31	7
TCGA-E9-A1RG-01	5	12	13	11	0
TCGA-E9-A1RH-01	15	34	35	18	9
TCGA-E9-A1RI-01	6	6	13	4	0
TCGA-E9-A226-01	7	0	18	46	8
TCGA-E9-A227-01	3	8	3	5	0
TCGA-E9-A228-01	5	3	31	13	0
TCGA-E9-A229-01	0	4	17	8	1
TCGA-E9-A22A-01	0	14	10	12	0
TCGA-E9-A22B-01	12	6	32	14	12
TCGA-E9-A22D-01	4	0	25	6	5
TCGA-E9-A22E-01	3	49	24	50	18
TCGA-E9-A22G-01	5	64	17	11	20
TCGA-E9-A22H-01	5	0	18	2	1
TCGA-E9-A243-01	3	32	19	26	9
TCGA-E9-A244-01	0	54	48	11	8
TCGA-E9-A245-01	1	13	2	1	6
TCGA-E9-A247-01	1	0	45	1	0
TCGA-E9-A248-01	2	2	18	6	0
TCGA-E9-A249-01	0	5	18	2	0
TCGA-E9-A24A-01	1	7	9	0	5
TCGA-E9-A295-01	0	47	46	8	8
TCGA-E9-A2JS-01	9	20	51	2	7
