NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	36.119	112.073	8.299	73.081	1.156	0.584	20000.0
2	38.279	111.608	8.493	73.4	1.127	0.596	20000.0
3	36.229	110.6	8.026	72.385	1.152	0.599	20000.0
4	36.84	109.834	8.408	73.089	1.136	0.603	40000.0
5	36.959	115.216	8.768	76.912	1.203	0.525	20000.0
6	36.205	112.359	8.545	73.72	1.175	0.581	30000.0
7	33.501	107.725	7.739	69.838	1.085	0.613	30000.0
8	37.642	112.144	8.575	72.82	1.146	0.596	30000.0
9	34.578	105.767	7.986	71.362	1.082	0.617	30000.0
10	35.217	110.384	7.801	70.948	1.131	0.6	20000.0
11	35.94	109.403	8.063	69.578	1.097	0.625	40000.0
12	37.188	109.912	8.773	73.256	1.112	0.598	20000.0
13	35.35	111.381	8.111	72.043	1.164	0.596	30000.0
14	35.769	114.194	7.852	74.153	1.188	0.559	20000.0
15	35.528	110.996	7.926	71.501	1.159	0.601	30000.0
16	36.906	113.659	8.279	74.526	1.127	0.568	30000.0
17	38.864	114.885	9.158	75.174	1.198	0.557	20000.0
18	35.721	108.396	8.269	71.205	1.13	0.617	30000.0
19	37.164	116.134	8.669	75.395	1.27	0.556	20000.0
20	35.29	107.881	8.697	70.664	1.057	0.622	20000.0
21	36.69	114.309	8.538	75.159	1.264	0.551	30000.0
22	36.949	110.633	8.561	71.809	1.032	0.617	20000.0
23	33.872	107.825	7.865	72.359	1.15	0.586	20000.0
24	38.519	115.936	9.212	76.386	1.182	0.54	30000.0
25	37.314	112.264	8.368	72.841	1.179	0.592	20000.0
26	36.498	113.964	8.544	73.5	1.197	0.573	40000.0
27	36.303	112.772	8.196	75.154	1.175	0.554	20000.0
28	37.193	116.382	8.608	76.003	1.261	0.53	20000.0
29	36.259	114.556	8.388	73.452	1.228	0.572	30000.0
30	37.223	114.57	8.588	74.5	1.17	0.58	20000.0
31	36.274	108.095	8.679	74.772	1.137	0.574	20000.0
32	35.857	112.4	8.421	74.054	1.157	0.575	30000.0
33	36.451	110.746	7.955	73.254	1.142	0.587	20000.0
34	37.087	111.192	8.318	72.163	1.093	0.6	30000.0
35	36.478	113.258	8.283	73.995	1.152	0.575	20000.0
36	36.12	110.969	8.54	73.588	1.156	0.578	20000.0
37	34.462	109.177	7.776	69.898	1.192	0.61	20000.0
38	36.125	110.604	8.257	72.54	1.087	0.599	40000.0
39	37.105	113.141	8.353	75.218	1.143	0.562	30000.0
40	36.127	110.324	8.205	72.344	1.13	0.597	30000.0
41	37.554	112.398	8.837	74.988	1.155	0.565	20000.0
42	36.686	114.315	9.011	76.186	1.223	0.537	40000.0
43	38.152	117.027	8.781	77.261	1.244	0.542	20000.0
44	34.986	110.033	7.894	71.859	1.152	0.594	30000.0
45	34.22	108.11	7.68	70.613	1.089	0.606	30000.0
46	35.892	108.118	7.861	70.855	1.094	0.62	30000.0
47	37.634	114.488	8.468	74.601	1.194	0.572	20000.0
48	37.269	114.742	8.564	74.605	1.166	0.567	20000.0
49	37.11	115.549	8.295	74.077	1.203	0.568	50000.0
50	36.053	111.051	8.494	72.881	1.18	0.584	30000.0
51	34.193	111.839	7.946	70.776	1.18	0.597	30000.0
52	35.205	110.616	7.935	72.428	1.127	0.595	20000.0
53	36.505	110.972	8.379	72.331	1.114	0.596	20000.0
54	37.321	112.291	8.625	74.931	1.191	0.567	20000.0
55	39.02	116.248	8.806	76.261	1.188	0.553	30000.0
56	37.822	113.34	9.353	75.071	1.137	0.569	20000.0
57	37.271	112.145	8.258	74.234	1.15	0.572	30000.0
58	36.574	111.494	8.214	73.364	1.188	0.573	20000.0
59	37.065	115.284	8.531	73.426	1.22	0.567	30000.0
60	37.352	112.84	8.385	74.331	1.106	0.571	20000.0
61	36.239	112.548	8.584	75.605	1.196	0.563	30000.0
62	34.876	108.079	7.494	70.473	1.187	0.609	20000.0
63	34.388	105.758	7.92	71.225	1.067	0.61	30000.0
64	36.244	113.86	8.295	72.423	1.15	0.6	20000.0
65	33.999	107.258	7.539	68.387	1.122	0.631	30000.0
66	39.552	114.057	8.967	76.035	1.147	0.573	30000.0
67	34.502	106.73	8.145	70.6	1.021	0.633	40000.0
68	35.522	108.383	7.86	71.207	1.082	0.614	30000.0
69	35.915	113.798	8.058	73.719	1.247	0.555	20000.0
70	35.628	106.776	8.278	73.038	1.083	0.6	20000.0
71	35.198	110.803	8.026	72.567	1.205	0.59	20000.0
72	36.437	115.081	8.363	73.62	1.232	0.563	20000.0
73	37.611	114.094	8.753	74.8	1.126	0.568	20000.0
74	37.045	108.758	8.342	71.639	1.11	0.604	30000.0
75	35.923	112.42	8.088	71.855	1.214	0.585	20000.0
76	35.78	113.158	8.131	72.507	1.2	0.579	40000.0
77	36.5	113.148	8.203	73.494	1.158	0.587	20000.0
78	39.153	116.188	9.405	77.47	1.234	0.533	30000.0
79	38.936	115.415	8.957	74.617	1.214	0.567	20000.0
80	36.31	108.801	8.586	73.586	1.127	0.585	30000.0
