NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	182.465	65.547	28.407	52.472	0.452	0.732	80000.0
2	182.432	65.516	28.34	52.356	0.45	0.733	30000.0
3	182.486	65.172	28.056	52.707	0.454	0.727	20000.0
4	183.327	65.604	28.523	52.386	0.452	0.732	90000.0
5	181.76	64.726	27.956	52.418	0.45	0.731	50000.0
6	182.271	65.333	28.393	52.399	0.45	0.734	20000.0
7	182.242	65.327	28.45	52.37	0.451	0.732	30000.0
8	182.192	65.046	28.029	52.602	0.454	0.728	40000.0
9	181.84	64.986	27.905	52.66	0.452	0.726	30000.0
10	182.596	65.342	28.408	52.27	0.446	0.735	40000.0
11	182.756	65.385	28.529	52.387	0.448	0.733	70000.0
12	182.474	65.367	28.513	52.225	0.449	0.737	20000.0
13	183.869	65.874	28.628	52.647	0.453	0.731	30000.0
14	182.987	65.456	28.484	52.322	0.451	0.734	30000.0
15	182.417	65.382	28.377	52.143	0.448	0.738	30000.0
16	181.548	64.966	27.904	52.582	0.454	0.729	30000.0
17	183.658	66.348	28.042	54.377	0.474	0.711	50000.0
18	181.668	64.86	27.946	52.437	0.45	0.731	50000.0
19	182.82	65.337	28.506	52.34	0.448	0.734	30000.0
20	183.904	65.803	28.699	52.668	0.454	0.731	20000.0
21	183.164	65.518	28.455	52.372	0.448	0.734	60000.0
22	182.644	65.388	28.482	52.379	0.451	0.733	20000.0
23	182.386	65.391	28.466	52.45	0.453	0.732	40000.0
24	183.153	65.495	28.508	52.386	0.45	0.735	30000.0
25	182.351	64.99	28.133	52.689	0.451	0.727	30000.0
26	182.122	65.301	28.341	52.274	0.449	0.734	20000.0
27	182.185	64.882	27.891	52.384	0.452	0.731	30000.0
28	182.767	65.13	28.098	52.678	0.454	0.728	20000.0
29	183.399	65.635	28.609	52.544	0.451	0.731	30000.0
30	183.606	65.69	28.573	52.449	0.453	0.733	30000.0
31	183.905	65.914	28.71	52.747	0.454	0.729	20000.0
32	182.746	65.491	28.408	52.402	0.449	0.733	30000.0
33	183.338	65.723	28.718	52.681	0.451	0.73	30000.0
