NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	22.334	83.341	5.661	58.003	0.701	0.738	20000.0
2	23.603	85.676	5.864	58.577	0.722	0.738	40000.0
3	20.447	81.433	5.081	55.355	0.705	0.749	30000.0
4	22.095	81.985	5.807	56.943	0.691	0.739	30000.0
5	22.388	86.821	5.676	58.48	0.756	0.717	30000.0
6	21.944	83.919	5.4	54.923	0.725	0.746	30000.0
7	21.014	78.052	5.393	53.901	0.601	0.778	50000.0
8	22.394	79.182	5.737	54.972	0.662	0.767	30000.0
9	20.817	75.644	5.102	52.502	0.637	0.77	40000.0
10	22.811	80.175	5.752	55.586	0.652	0.772	30000.0
11	22.036	80.869	5.589	55.634	0.664	0.752	30000.0
12	21.573	81.853	5.315	55.233	0.708	0.746	30000.0
13	21.733	82.026	5.423	55.203	0.681	0.75	20000.0
14	23.836	78.294	5.727	55.104	0.601	0.783	40000.0
15	23.456	85.803	5.698	57.524	0.718	0.738	20000.0
16	22.847	81.577	5.544	56.705	0.647	0.761	20000.0
17	21.651	81.683	5.4	55.974	0.682	0.739	40000.0
18	21.538	81.149	5.493	55.237	0.711	0.753	20000.0
19	22.358	87.033	5.697	58.639	0.782	0.707	30000.0
20	20.218	76.581	5.176	52.586	0.608	0.771	50000.0
21	22.751	85.328	5.684	57.501	0.73	0.727	30000.0
22	21.03	78.198	5.206	52.417	0.621	0.798	40000.0
23	22.92	82.08	5.955	57.994	0.685	0.742	20000.0
24	22.126	84.15	5.721	57.724	0.711	0.733	40000.0
25	23.787	84.566	6.096	59.044	0.715	0.743	20000.0
26	22.344	83.887	5.91	58.209	0.723	0.73	20000.0
27	22.653	81.71	5.389	55.201	0.648	0.765	20000.0
28	24.15	84.491	5.98	60.029	0.676	0.722	40000.0
29	22.626	84.79	5.69	56.5	0.693	0.753	20000.0
30	21.359	84.612	5.491	57.779	0.694	0.738	20000.0
31	22.119	82.563	5.758	57.684	0.683	0.742	20000.0
32	24.521	83.676	6.235	57.748	0.65	0.769	20000.0
33	23.676	88.114	5.845	59.293	0.75	0.722	30000.0
34	22.197	80.127	5.539	56.133	0.645	0.74	30000.0
35	21.284	84.207	5.33	58.495	0.694	0.719	30000.0
36	22.97	83.284	5.927	57.27	0.681	0.742	20000.0
37	21.648	84.038	5.663	56.795	0.763	0.739	20000.0
38	21.928	78.89	5.627	55.254	0.622	0.78	20000.0
39	22.512	83.871	5.756	59.197	0.69	0.721	50000.0
40	20.687	80.841	5.214	55.8	0.674	0.754	40000.0
41	22.093	83.512	5.647	58.203	0.691	0.73	20000.0
42	23.381	86.016	6.018	60.226	0.741	0.697	30000.0
43	23.74	83.681	6.083	59.456	0.657	0.734	20000.0
44	22.403	83.492	5.684	56.493	0.687	0.758	40000.0
45	21.025	77.256	5.307	54.778	0.585	0.763	30000.0
46	21.96	80.332	5.394	54.973	0.647	0.769	40000.0
47	23.551	86.258	6.223	60.715	0.708	0.706	20000.0
48	23.137	80.619	5.765	55.242	0.667	0.775	20000.0
49	22.096	83.602	5.433	56.031	0.714	0.742	20000.0
50	22.957	84.98	6.208	59.637	0.73	0.725	20000.0
51	20.193	80.693	4.84	51.121	0.708	0.778	30000.0
52	22.232	84.5	5.459	56.704	0.732	0.731	20000.0
53	21.924	78.232	5.41	53.029	0.626	0.788	30000.0
54	22.474	79.72	5.521	55.876	0.614	0.765	30000.0
55	22.624	85.724	5.485	56.96	0.745	0.725	30000.0
56	21.568	83.463	5.618	56.053	0.722	0.749	30000.0
57	21.881	82.301	5.543	56.259	0.664	0.76	30000.0
58	23.064	83.342	5.819	58.479	0.675	0.744	30000.0
59	22.278	83.748	5.61	54.878	0.704	0.773	40000.0
60	22.447	84.37	5.609	59.05	0.714	0.714	30000.0
61	22.54	82.998	5.529	56.213	0.698	0.746	20000.0
62	21.446	82.735	5.224	55.826	0.715	0.734	20000.0
63	21.857	81.579	5.556	56.425	0.69	0.747	20000.0
64	22.05	81.712	5.268	53.393	0.686	0.77	30000.0
65	21.539	79.021	5.222	52.401	0.662	0.779	40000.0
66	21.083	79.582	5.097	53.65	0.646	0.779	20000.0
67	19.579	80.042	5.307	56.607	0.651	0.745	40000.0
68	22.574	80.33	5.483	55.375	0.658	0.77	30000.0
69	23.104	84.856	5.731	58.794	0.715	0.723	20000.0
70	22.211	81.443	5.94	59.411	0.646	0.731	30000.0
71	23.066	85.842	5.56	57.192	0.73	0.736	20000.0
72	22.238	81.022	5.642	55.619	0.691	0.749	40000.0
73	22.636	82.496	5.778	56.888	0.649	0.763	20000.0
74	22.594	76.595	5.634	53.434	0.63	0.784	20000.0
75	20.976	84.304	5.281	56.258	0.727	0.741	20000.0
76	23.51	88.315	6.076	60.199	0.768	0.712	50000.0
77	22.838	81.823	5.613	55.511	0.672	0.77	20000.0
78	22.601	83.385	5.581	56.803	0.68	0.752	40000.0
79	24.267	84.218	6.118	56.996	0.703	0.759	20000.0
80	21.519	78.541	5.615	55.99	0.636	0.759	30000.0
81	22.907	84.617	5.816	58.013	0.689	0.739	40000.0
82	23.139	79.591	5.949	54.714	0.647	0.787	20000.0
83	21.683	81.457	5.375	55.645	0.674	0.763	40000.0
84	22.74	84.326	5.689	55.727	0.719	0.767	30000.0
85	20.022	81.203	5.061	54.399	0.71	0.749	30000.0
86	22.393	81.527	5.661	54.062	0.68	0.791	20000.0
