NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
87	21.746	82.085	5.314	56.075	0.694	0.749	30000.0
88	23.692	84.361	6.127	60.18	0.708	0.732	30000.0
89	21.236	84.512	5.261	55.772	0.746	0.734	30000.0
90	21.708	79.79	5.582	56.193	0.645	0.752	30000.0
91	22.045	84.062	5.5	57.328	0.699	0.734	20000.0
92	21.326	84.654	5.88	60.062	0.763	0.701	20000.0
93	23.863	88.976	6.05	60.93	0.737	0.7	20000.0
94	23.077	82.647	5.642	55.651	0.699	0.754	40000.0
95	23.478	81.503	6.041	58.332	0.662	0.748	30000.0
96	22.771	81.786	5.566	56.292	0.684	0.76	20000.0
97	23.076	85.569	5.583	58.153	0.697	0.738	30000.0
98	21.287	82.545	5.42	55.219	0.677	0.765	20000.0
99	23.214	84.154	5.844	57.845	0.676	0.757	20000.0
100	21.35	76.044	5.44	53.184	0.574	0.784	20000.0
