NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	172.574	43.094	35.761	27.277	0.33	0.907	40000.0
2	171.824	42.731	35.734	27.072	0.326	0.909	40000.0
3	173.455	43.52	35.797	27.468	0.333	0.905	80000.0
4	173.735	42.955	36.378	27.576	0.327	0.906	30000.0
5	173.383	43.075	36.181	27.325	0.335	0.908	50000.0
6	172.706	42.711	35.974	27.247	0.325	0.906	100000.0
7	171.349	43.029	35.613	27.435	0.327	0.905	50000.0
8	173.737	43.484	36.256	27.594	0.333	0.905	70000.0
9	171.958	43.266	35.532	27.592	0.329	0.903	80000.0
10	172.669	42.809	35.919	27.297	0.321	0.909	30000.0
11	169.348	42.582	34.549	26.888	0.326	0.909	40000.0
12	171.804	42.922	35.905	27.462	0.324	0.906	90000.0
13	169.284	43.042	34.947	27.563	0.329	0.904	50000.0
14	171.269	43.079	35.431	27.414	0.33	0.905	60000.0
15	173.412	43.037	36.432	27.529	0.326	0.907	30000.0
16	173.467	43.027	35.474	27.0	0.323	0.91	60000.0
17	170.945	42.828	35.248	27.11	0.333	0.907	40000.0
18	173.229	43.112	36.043	27.41	0.331	0.905	40000.0
19	173.062	43.246	36.28	27.72	0.329	0.904	50000.0
20	170.357	43.05	35.249	27.31	0.327	0.906	30000.0
21	173.319	43.298	36.2	27.799	0.337	0.902	80000.0
22	172.363	42.749	35.859	27.306	0.323	0.907	70000.0
23	171.328	42.534	35.618	26.972	0.324	0.91	30000.0
24	171.54	42.946	35.114	27.162	0.326	0.91	70000.0
25	173.101	43.322	35.986	27.498	0.33	0.906	30000.0
26	173.351	43.337	36.094	27.596	0.329	0.904	40000.0
27	171.392	42.654	35.357	26.964	0.326	0.907	50000.0
28	172.286	43.114	35.379	27.395	0.326	0.908	50000.0
29	171.77	42.76	35.25	26.913	0.322	0.913	30000.0
30	171.278	43.023	35.411	27.34	0.328	0.908	50000.0
31	172.404	43.008	35.318	27.24	0.324	0.908	40000.0
32	172.636	42.884	36.079	27.438	0.323	0.906	40000.0
33	172.976	43.199	36.163	27.579	0.326	0.905	30000.0
34	172.089	43.041	35.869	27.226	0.329	0.907	30000.0
35	172.073	43.188	35.909	27.437	0.331	0.907	40000.0
36	171.198	42.923	35.508	27.229	0.324	0.907	50000.0
37	172.019	43.159	35.532	27.459	0.328	0.907	50000.0
38	170.184	42.403	34.912	26.804	0.321	0.91	50000.0
39	174.346	43.023	36.661	27.475	0.324	0.908	90000.0
40	172.783	43.004	36.178	27.514	0.327	0.904	30000.0
41	171.038	42.505	35.275	26.828	0.326	0.91	70000.0
42	172.647	43.079	35.913	27.313	0.322	0.907	70000.0
43	171.575	43.01	35.587	27.207	0.328	0.909	60000.0
44	172.147	42.958	35.892	27.423	0.324	0.908	40000.0
45	173.17	42.854	36.346	27.479	0.326	0.906	40000.0
46	171.943	42.849	35.886	27.197	0.321	0.908	40000.0
47	170.516	43.111	35.364	27.526	0.331	0.904	40000.0
48	172.279	43.196	35.794	27.514	0.332	0.907	40000.0
49	173.693	43.166	36.503	27.573	0.325	0.906	70000.0
50	171.342	42.989	35.287	27.313	0.327	0.907	50000.0
51	171.172	42.986	35.234	27.198	0.326	0.907	60000.0
52	171.218	42.755	35.404	27.105	0.326	0.907	30000.0
53	175.183	42.959	36.761	27.439	0.325	0.906	30000.0
54	171.201	43.153	35.2	27.296	0.327	0.905	20000.0
55	172.072	42.895	35.926	27.462	0.324	0.907	60000.0
56	170.691	42.914	35.575	27.38	0.326	0.905	60000.0
57	174.11	42.929	36.205	27.312	0.324	0.909	40000.0
58	171.553	42.764	35.808	27.171	0.328	0.906	60000.0
59	172.811	42.833	36.12	27.258	0.325	0.908	50000.0
60	171.581	42.685	36.011	27.045	0.327	0.91	50000.0
61	172.91	43.134	35.537	27.192	0.328	0.907	90000.0
62	172.084	43.11	35.913	27.525	0.328	0.905	50000.0
63	171.034	42.735	35.208	27.148	0.323	0.909	60000.0
64	171.251	43.285	35.44	27.394	0.331	0.906	70000.0
65	171.439	42.828	35.442	27.249	0.324	0.907	50000.0
66	171.7	43.115	35.711	27.425	0.332	0.905	40000.0
67	172.003	42.894	35.588	27.1	0.324	0.91	60000.0
68	171.908	42.77	35.896	27.231	0.326	0.909	40000.0
69	170.859	42.723	35.18	27.045	0.325	0.908	80000.0
70	172.329	43.117	35.841	27.293	0.333	0.908	40000.0
71	171.029	42.927	35.434	27.168	0.323	0.909	50000.0
72	171.263	42.988	35.571	27.584	0.327	0.904	40000.0
73	172.631	43.011	35.78	27.225	0.328	0.908	40000.0
74	173.537	42.915	36.521	27.526	0.325	0.906	50000.0
75	173.831	43.113	36.271	27.546	0.321	0.908	40000.0
76	170.734	42.739	35.291	27.235	0.326	0.908	50000.0
77	174.089	42.782	36.647	27.188	0.321	0.908	30000.0
78	169.536	42.781	34.955	27.216	0.325	0.909	50000.0
79	171.689	42.943	35.513	27.362	0.325	0.907	40000.0
80	172.523	43.103	35.816	27.397	0.334	0.906	70000.0
81	171.22	42.829	35.405	27.293	0.325	0.907	40000.0
