NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	228.155	89.924	43.387	66.57	0.782	0.598	30000.0
2	227.726	89.785	43.176	66.447	0.781	0.599	20000.0
3	227.382	89.599	43.067	66.363	0.781	0.599	20000.0
4	226.99	89.653	43.0	66.404	0.778	0.599	20000.0
5	227.295	89.863	43.052	66.476	0.783	0.597	20000.0
6	227.773	89.737	43.268	66.467	0.78	0.599	30000.0
7	228.004	89.821	43.222	66.479	0.784	0.597	20000.0
8	227.123	89.726	43.086	66.422	0.78	0.599	30000.0
9	227.221	89.702	43.048	66.321	0.779	0.601	30000.0
10	226.98	89.667	42.877	66.319	0.78	0.599	20000.0
11	227.357	89.842	43.107	66.444	0.784	0.599	30000.0
12	227.911	89.896	43.223	66.486	0.785	0.598	30000.0
13	227.332	89.744	43.221	66.369	0.78	0.601	30000.0
14	227.438	89.697	43.217	66.435	0.78	0.6	50000.0
15	227.544	89.579	43.119	66.319	0.776	0.601	20000.0
16	227.367	89.713	43.078	66.375	0.78	0.6	30000.0
17	227.863	89.648	43.277	66.486	0.78	0.599	20000.0
18	227.641	89.676	43.175	66.358	0.781	0.6	30000.0
19	228.293	89.939	43.289	66.507	0.783	0.599	30000.0
20	227.355	89.647	43.106	66.374	0.779	0.599	30000.0
21	227.728	89.703	43.258	66.457	0.783	0.599	20000.0
22	227.32	89.645	43.077	66.37	0.778	0.6	20000.0
23	227.817	89.682	43.147	66.439	0.781	0.599	40000.0
24	227.104	89.734	42.976	66.275	0.779	0.601	30000.0
25	227.723	89.902	43.21	66.471	0.783	0.597	40000.0
26	227.442	89.695	43.158	66.38	0.78	0.599	30000.0
27	227.256	89.66	43.115	66.394	0.781	0.599	20000.0
28	227.819	89.791	43.269	66.456	0.78	0.599	20000.0
29	227.609	89.707	43.25	66.435	0.78	0.599	30000.0
30	227.513	89.729	43.124	66.439	0.782	0.598	30000.0
31	227.866	89.86	43.073	66.362	0.781	0.601	30000.0
32	227.257	89.791	43.091	66.445	0.783	0.598	20000.0
33	227.44	89.871	43.171	66.491	0.783	0.598	30000.0
34	227.854	89.899	43.143	66.519	0.784	0.597	30000.0
35	227.627	89.55	43.153	66.33	0.779	0.601	20000.0
36	227.606	89.91	43.137	66.393	0.782	0.6	20000.0
37	227.439	89.667	43.182	66.434	0.783	0.598	50000.0
38	227.692	89.609	43.165	66.344	0.781	0.599	30000.0
39	227.713	89.751	43.217	66.458	0.779	0.599	30000.0
40	227.765	89.901	43.204	66.497	0.784	0.598	20000.0
41	227.849	89.778	43.217	66.431	0.781	0.6	20000.0
42	227.453	89.749	43.195	66.385	0.781	0.6	40000.0
43	228.03	90.022	43.21	66.538	0.784	0.597	40000.0
44	227.736	89.898	43.113	66.464	0.784	0.598	30000.0
45	227.808	89.767	43.217	66.431	0.781	0.6	20000.0
46	227.303	89.725	43.185	66.423	0.781	0.599	30000.0
47	227.329	89.676	43.201	66.483	0.78	0.598	20000.0
48	227.084	89.731	42.99	66.38	0.78	0.599	30000.0
49	227.168	89.667	43.063	66.367	0.781	0.6	30000.0
50	227.161	89.459	43.07	66.295	0.776	0.6	20000.0
51	227.734	89.784	43.163	66.465	0.781	0.598	20000.0
52	227.419	89.861	43.075	66.449	0.781	0.599	30000.0
53	227.705	89.663	43.214	66.354	0.78	0.601	40000.0
54	227.196	89.448	43.14	66.255	0.777	0.601	40000.0
55	227.507	89.84	43.219	66.516	0.782	0.599	20000.0
56	227.537	89.734	43.161	66.403	0.778	0.601	20000.0
57	227.764	89.552	43.305	66.347	0.777	0.6	20000.0
58	227.252	89.591	43.18	66.375	0.779	0.599	40000.0
59	228.3	89.985	43.221	66.541	0.782	0.597	20000.0
60	227.197	89.649	43.05	66.387	0.779	0.599	20000.0
61	227.581	89.779	43.261	66.48	0.781	0.598	20000.0
62	227.13	89.705	43.084	66.405	0.778	0.6	20000.0
63	227.802	89.702	43.264	66.412	0.781	0.599	20000.0
64	227.594	89.865	43.087	66.474	0.782	0.598	30000.0
65	227.582	89.715	43.148	66.411	0.781	0.598	30000.0
66	227.687	89.739	43.116	66.412	0.779	0.6	20000.0
67	227.903	89.811	43.22	66.416	0.781	0.599	20000.0
68	227.571	89.752	43.2	66.468	0.78	0.599	20000.0
69	227.216	89.679	43.036	66.409	0.781	0.599	30000.0
70	227.097	89.491	43.071	66.332	0.777	0.601	40000.0
71	227.776	89.779	43.195	66.377	0.779	0.6	20000.0
72	227.899	89.757	43.335	66.513	0.781	0.599	30000.0
73	227.591	89.806	43.242	66.429	0.782	0.599	30000.0
74	226.991	89.632	43.034	66.377	0.778	0.6	30000.0
75	227.522	89.761	43.086	66.343	0.78	0.601	30000.0
76	227.416	89.691	43.181	66.419	0.782	0.599	20000.0
77	227.286	89.754	43.11	66.408	0.782	0.6	20000.0
78	227.66	89.812	43.136	66.466	0.779	0.599	20000.0
79	227.551	89.663	43.189	66.403	0.779	0.6	20000.0
80	227.191	89.656	43.077	66.356	0.78	0.6	20000.0
81	227.761	89.796	43.142	66.423	0.781	0.599	20000.0
82	228.098	89.824	43.177	66.493	0.781	0.598	30000.0
83	227.082	89.567	43.08	66.366	0.777	0.599	30000.0
84	228.037	89.885	43.242	66.473	0.782	0.598	20000.0
85	227.476	89.819	43.208	66.489	0.78	0.6	60000.0
86	227.258	89.611	43.078	66.26	0.781	0.601	40000.0
87	227.174	89.686	43.184	66.435	0.779	0.6	40000.0
88	227.496	89.668	43.133	66.374	0.781	0.599	20000.0
89	227.672	89.84	43.235	66.456	0.781	0.599	20000.0
90	227.839	89.971	43.305	66.536	0.785	0.597	30000.0
91	227.551	89.788	43.164	66.475	0.782	0.599	20000.0
92	227.559	89.705	43.087	66.4	0.78	0.599	30000.0
93	227.17	89.602	43.116	66.378	0.779	0.602	20000.0
94	227.669	89.767	43.234	66.517	0.782	0.597	20000.0
95	227.859	89.792	43.171	66.433	0.781	0.6	20000.0
96	227.756	89.821	43.202	66.442	0.78	0.599	20000.0
97	227.478	89.719	43.267	66.41	0.779	0.601	40000.0
98	228.073	89.791	43.231	66.485	0.78	0.599	20000.0
99	227.66	89.709	43.192	66.419	0.781	0.598	30000.0
100	227.804	89.568	43.2	66.364	0.778	0.6	30000.0
