NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
63	27.091	89.003	6.503	60.065	0.742	0.734	30000.0
64	26.928	90.529	6.606	59.483	0.752	0.744	20000.0
65	25.464	90.075	6.002	58.201	0.802	0.733	20000.0
66	26.977	95.749	6.138	62.056	0.884	0.689	30000.0
67	26.474	88.746	6.55	61.481	0.724	0.742	20000.0
68	27.232	90.615	6.311	61.309	0.782	0.713	20000.0
69	27.541	93.582	6.44	63.296	0.886	0.69	50000.0
70	26.915	91.353	6.408	62.549	0.804	0.696	30000.0
71	26.784	94.704	6.502	63.072	0.868	0.676	20000.0
72	27.872	95.788	6.89	64.557	0.871	0.666	30000.0
73	26.982	93.343	6.448	63.053	0.824	0.698	20000.0
74	26.634	90.702	6.445	61.264	0.801	0.706	20000.0
75	26.863	95.401	6.535	63.011	0.923	0.674	30000.0
76	28.528	97.171	6.723	63.502	0.881	0.685	20000.0
77	26.616	94.364	6.424	62.416	0.846	0.698	20000.0
78	26.067	92.473	6.06	61.003	0.838	0.696	40000.0
79	27.474	92.925	6.568	62.332	0.841	0.696	40000.0
80	26.721	91.56	6.482	63.087	0.798	0.691	40000.0
81	27.811	94.278	6.67	63.629	0.84	0.691	30000.0
82	27.673	94.457	6.704	62.616	0.816	0.707	60000.0
83	26.607	91.967	6.432	62.655	0.82	0.703	20000.0
84	26.784	91.737	6.553	62.22	0.831	0.707	20000.0
85	24.994	90.172	6.104	60.011	0.838	0.723	30000.0
86	26.174	89.656	6.288	58.69	0.774	0.743	20000.0
87	26.539	89.432	6.091	59.158	0.763	0.737	50000.0
88	26.397	92.345	6.416	61.697	0.838	0.693	30000.0
89	27.142	93.563	6.461	62.263	0.831	0.705	30000.0
90	25.586	92.874	6.36	62.925	0.863	0.674	30000.0
91	26.253	91.772	6.168	61.805	0.809	0.704	20000.0
92	27.499	96.28	6.922	64.601	0.9	0.672	20000.0
93	28.775	99.822	7.003	68.088	0.945	0.643	20000.0
94	27.585	91.133	6.415	59.659	0.771	0.74	20000.0
95	25.734	93.385	6.521	63.323	0.878	0.682	20000.0
96	26.096	96.885	6.286	64.385	0.936	0.653	50000.0
97	26.748	96.204	6.087	63.113	0.858	0.694	30000.0
98	26.181	90.955	6.467	60.192	0.791	0.737	30000.0
99	26.999	96.177	6.279	62.985	0.877	0.68	40000.0
100	25.661	85.741	6.084	56.99	0.72	0.756	30000.0
