NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.09	123.338	9.886	79.617	1.339	0.498	20000.0
2	43.699	123.228	9.523	78.668	1.35	0.515	20000.0
3	42.426	121.319	9.543	78.378	1.344	0.515	20000.0
4	43.591	123.285	9.9	79.161	1.352	0.512	20000.0
5	43.841	124.765	10.426	81.832	1.382	0.464	30000.0
6	42.02	123.544	9.942	79.47	1.375	0.503	20000.0
7	41.959	121.197	9.902	77.956	1.33	0.52	20000.0
8	42.844	120.809	9.802	78.288	1.33	0.526	20000.0
9	41.437	118.675	9.499	77.745	1.285	0.536	20000.0
10	43.519	124.017	9.72	79.335	1.326	0.505	20000.0
11	43.088	122.283	9.856	78.142	1.312	0.526	30000.0
12	43.692	120.569	10.397	79.9	1.283	0.519	30000.0
13	41.579	120.47	9.332	77.221	1.302	0.531	40000.0
14	43.003	123.675	9.498	79.313	1.357	0.498	30000.0
15	41.955	121.837	9.513	78.334	1.354	0.515	20000.0
16	42.525	121.955	9.458	79.041	1.311	0.502	20000.0
17	43.037	123.54	9.738	78.772	1.385	0.501	20000.0
18	43.517	122.837	10.31	78.942	1.353	0.523	20000.0
19	43.679	125.542	10.216	80.084	1.483	0.483	20000.0
20	40.294	116.623	9.6	75.349	1.224	0.565	40000.0
21	43.264	125.483	10.337	80.704	1.487	0.47	30000.0
22	42.141	120.519	9.461	77.493	1.278	0.537	20000.0
23	41.612	120.604	9.784	78.752	1.331	0.511	20000.0
24	42.322	122.455	9.864	80.161	1.362	0.488	20000.0
25	43.821	124.119	10.198	80.356	1.347	0.5	20000.0
26	43.632	125.532	10.215	79.904	1.416	0.5	30000.0
27	42.103	121.187	9.375	79.02	1.318	0.506	20000.0
28	43.172	123.52	10.018	80.014	1.414	0.486	40000.0
29	43.552	125.027	10.096	79.881	1.417	0.498	20000.0
30	42.556	123.298	9.857	79.208	1.381	0.508	40000.0
31	41.31	118.126	9.491	78.357	1.342	0.516	20000.0
32	42.486	123.799	9.987	80.266	1.355	0.492	30000.0
33	43.813	123.811	9.545	79.335	1.374	0.502	20000.0
34	43.559	122.994	9.837	79.798	1.311	0.508	20000.0
35	43.375	124.148	10.114	80.649	1.329	0.488	30000.0
36	43.355	123.944	10.314	80.617	1.346	0.492	20000.0
37	41.361	120.059	9.604	77.345	1.355	0.527	20000.0
38	42.15	117.515	9.687	77.372	1.244	0.543	20000.0
39	42.147	120.753	9.593	78.562	1.311	0.513	20000.0
40	41.265	120.066	9.647	78.58	1.318	0.515	20000.0
41	42.377	121.933	9.756	79.662	1.369	0.497	20000.0
42	41.372	121.148	9.894	78.971	1.382	0.504	20000.0
43	43.822	125.246	10.133	81.3	1.405	0.478	20000.0
44	42.52	122.976	9.681	79.17	1.352	0.503	20000.0
45	42.119	122.213	9.769	78.813	1.353	0.501	30000.0
46	41.939	117.732	9.198	76.524	1.234	0.55	20000.0
47	43.062	123.722	9.736	79.628	1.35	0.503	20000.0
48	44.084	126.025	10.068	80.702	1.389	0.477	20000.0
49	44.496	126.181	10.012	80.242	1.375	0.489	20000.0
50	43.899	124.215	10.312	80.397	1.404	0.489	20000.0
51	39.896	119.343	9.287	75.875	1.313	0.545	20000.0
52	41.536	119.775	9.324	76.557	1.309	0.541	20000.0
53	40.916	117.986	9.42	77.432	1.314	0.534	20000.0
54	43.493	123.495	10.064	80.284	1.354	0.491	20000.0
55	44.455	125.251	9.923	80.78	1.362	0.487	20000.0
56	42.988	123.438	10.21	79.718	1.365	0.503	20000.0
57	42.225	121.185	9.418	78.873	1.311	0.507	20000.0
58	42.98	124.122	9.729	79.286	1.377	0.494	30000.0
59	43.48	127.107	9.86	79.944	1.441	0.484	20000.0
60	41.667	120.683	9.459	79.461	1.297	0.502	30000.0
61	42.067	121.35	9.912	79.183	1.354	0.51	20000.0
62	41.328	119.473	9.206	77.233	1.359	0.523	40000.0
63	41.477	116.115	9.639	76.39	1.277	0.548	20000.0
64	43.462	126.024	9.866	79.229	1.368	0.506	20000.0
65	41.445	118.582	9.248	74.921	1.279	0.565	20000.0
66	43.91	122.838	10.034	79.715	1.311	0.514	20000.0
67	42.294	118.106	9.69	75.941	1.2	0.572	20000.0
68	41.62	119.283	9.124	77.337	1.271	0.538	20000.0
69	43.143	123.986	9.606	79.219	1.429	0.49	20000.0
70	40.27	116.725	9.433	78.002	1.272	0.532	20000.0
71	41.279	121.833	9.409	78.442	1.371	0.513	20000.0
72	43.032	124.868	9.964	79.686	1.44	0.484	20000.0
73	42.967	125.37	9.791	80.407	1.362	0.481	30000.0
