NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
74	42.072	120.398	9.801	79.175	1.304	0.514	20000.0
75	41.921	120.579	9.527	77.619	1.372	0.524	30000.0
76	41.857	121.961	9.414	78.059	1.398	0.51	20000.0
77	42.841	123.495	9.553	78.308	1.353	0.52	30000.0
78	44.88	126.226	10.572	81.578	1.424	0.478	30000.0
79	43.346	123.067	9.605	77.898	1.364	0.535	20000.0
80	41.552	118.25	9.817	78.317	1.293	0.523	20000.0
81	44.801	124.33	10.184	80.658	1.378	0.499	20000.0
82	43.377	121.072	10.215	78.672	1.32	0.525	20000.0
83	42.052	121.213	9.121	77.114	1.342	0.536	20000.0
84	44.951	124.193	10.222	79.877	1.343	0.505	20000.0
85	42.158	121.973	9.62	79.323	1.353	0.506	20000.0
86	42.768	123.213	10.101	79.17	1.353	0.51	30000.0
87	41.369	119.404	9.135	76.605	1.327	0.536	20000.0
88	43.213	122.504	9.762	78.716	1.351	0.514	20000.0
89	42.816	124.282	9.647	78.478	1.383	0.509	20000.0
90	41.998	120.723	9.682	78.862	1.323	0.512	20000.0
91	41.407	119.819	9.308	77.061	1.31	0.539	20000.0
92	44.153	126.019	10.601	81.954	1.444	0.468	20000.0
93	44.559	126.445	10.136	81.771	1.444	0.463	20000.0
94	43.02	123.975	9.915	79.049	1.386	0.514	20000.0
95	43.479	122.579	10.033	79.443	1.378	0.501	20000.0
96	42.431	123.085	9.741	78.936	1.376	0.5	20000.0
97	42.287	122.861	9.211	78.57	1.359	0.498	20000.0
98	41.369	119.65	9.569	78.186	1.32	0.53	20000.0
99	43.782	123.615	9.908	79.518	1.346	0.504	30000.0
100	42.259	120.885	10.228	79.035	1.315	0.514	20000.0
