Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-18-3415-01	24	52	57	33	23	32	14
TCGA-18-3416-01	107	190	48	12	8	0	23
TCGA-18-3417-01	110	50	21	62	14	63	32
TCGA-18-3421-01	66	107	52	69	31	46	14
TCGA-18-4083-01	144	207	38	30	18	17	19
TCGA-18-4721-01	47	51	5	32	15	48	27
TCGA-18-5592-01	151	82	28	38	22	16	27
TCGA-18-5595-01	0	0	126	0	43	129	21
TCGA-21-1070-01	405	96	28	91	21	30	16
TCGA-21-1071-01	56	15	22	48	20	33	23
TCGA-21-1076-01	188	76	53	63	18	0	9
TCGA-21-1077-01	88	6	56	58	15	48	24
TCGA-21-1078-01	0	6	57	4	0	16	14
TCGA-21-1081-01	43	54	11	63	12	21	57
TCGA-21-1082-01	199	60	159	40	0	0	35
TCGA-21-1083-01	420	227	126	102	25	0	16
TCGA-21-5782-01	118	141	129	32	0	51	14
TCGA-21-5783-01	117	155	98	45	47	5	62
TCGA-21-5784-01	77	75	21	39	16	30	2
TCGA-21-5786-01	235	145	17	43	21	0	23
TCGA-21-5787-01	281	75	43	21	20	45	23
TCGA-21-A5DI-01	15	36	30	68	13	0	10
TCGA-22-0940-01	45	58	15	46	25	65	13
TCGA-22-0944-01	46	19	18	20	17	28	16
TCGA-22-1000-01	16	39	25	17	18	0	7
TCGA-22-1002-01	153	7	11	97	11	0	18
TCGA-22-1005-01	143	70	25	53	17	30	8
TCGA-22-1011-01	0	29	82	9	0	0	13
TCGA-22-1012-01	119	82	42	58	16	0	31
TCGA-22-1016-01	217	112	36	42	28	0	14
TCGA-22-4591-01	39	93	1	39	34	27	36
TCGA-22-4593-01	69	0	27	36	26	28	45
TCGA-22-4594-01	230	110	18	35	13	0	33
TCGA-22-4595-01	137	82	79	54	28	0	22
TCGA-22-4596-01	60	0	5	42	20	16	31
TCGA-22-4599-01	143	127	6	114	38	1	20
TCGA-22-4601-01	38	64	28	28	12	52	12
TCGA-22-4604-01	38	120	16	33	28	30	41
TCGA-22-4605-01	19	25	3	20	7	30	9
TCGA-22-4607-01	0	22	26	20	7	7	2
TCGA-22-4609-01	66	78	7	66	6	24	4
TCGA-22-4613-01	304	215	19	145	43	41	15
TCGA-22-5471-01	83	62	26	64	42	7	14
TCGA-22-5472-01	333	105	0	0	0	68	0
TCGA-22-5473-01	291	134	321	87	68	46	62
TCGA-22-5474-01	12	14	48	14	2	5	14
TCGA-22-5477-01	13	22	123	17	0	24	23
TCGA-22-5478-01	68	56	2	62	8	1	27
TCGA-22-5479-01	78	108	179	97	50	79	52
TCGA-22-5480-01	54	65	15	42	13	0	13
TCGA-22-5481-01	103	116	20	62	17	29	23
TCGA-22-5482-01	62	30	8	38	18	43	11
TCGA-22-5483-01	88	72	19	35	18	49	19
TCGA-22-5485-01	98	29	1	72	15	17	23
TCGA-22-5489-01	139	0	41	76	14	12	25
TCGA-22-5491-01	62	23	174	0	15	110	35
TCGA-22-5492-01	105	23	11	109	15	9	18
TCGA-22-A5C4-01	172	92	27	55	31	0	60
TCGA-33-4532-01	149	45	76	95	43	41	48
TCGA-33-4533-01	123	14	37	63	40	84	13
TCGA-33-4538-01	15	85	17	33	23	29	24
TCGA-33-4547-01	0	65	156	0	6	0	22
TCGA-33-4566-01	1158	210	91	65	41	51	22
TCGA-33-4582-01	35	82	25	0	22	53	33
TCGA-33-4583-01	412	63	52	143	35	0	38
TCGA-33-4586-01	166	123	15	86	12	35	21
TCGA-33-4587-01	84	56	52	0	34	40	21
TCGA-33-4589-01	0	18	46	0	26	20	28
TCGA-33-6737-01	197	47	260	16	24	0	19
TCGA-33-6738-01	131	103	70	84	19	0	17
TCGA-33-A4WN-01	36	44	84	34	12	29	18
TCGA-33-A5GW-01	26	77	97	31	10	0	8
TCGA-33-AAS8-01	84	104	24	31	16	0	29
TCGA-33-AASB-01	254	76	26	0	13	78	10
TCGA-33-AASD-01	226	46	26	109	25	0	24
TCGA-33-AASI-01	196	105	100	42	21	15	21
TCGA-33-AASJ-01	36	0	106	29	24	8	25
TCGA-33-AASL-01	128	94	66	69	16	0	8
TCGA-34-2596-01	86	75	70	66	20	0	14
TCGA-34-2600-01	89	43	279	48	23	51	38
TCGA-34-2604-01	353	191	16	64	32	67	37
TCGA-34-2605-01	160	92	121	38	8	39	20
TCGA-34-2608-01	52	9	33	55	14	5	23
TCGA-34-2609-01	117	98	5	36	12	8	29
TCGA-34-5231-01	278	176	92	207	32	0	49
TCGA-34-5232-01	50	94	14	0	25	26	46
TCGA-34-5234-01	100	15	0	75	17	0	14
TCGA-34-5236-01	84	75	31	54	14	0	11
TCGA-34-5239-01	148	26	17	30	15	47	26
TCGA-34-5240-01	77	14	28	15	21	42	21
TCGA-34-5241-01	83	55	28	57	17	0	17
TCGA-34-5927-01	68	83	43	37	15	47	31
TCGA-34-5928-01	60	56	226	64	14	0	36
TCGA-34-5929-01	87	67	76	23	0	16	11
TCGA-34-7107-01	40	91	36	36	21	65	33
TCGA-34-8454-01	248	22	374	56	0	0	11
TCGA-34-8455-01	363	176	21	31	20	0	3
TCGA-34-8456-01	4	13	4	8	6	10	4
TCGA-34-A5IX-01	116	41	26	80	18	33	38
TCGA-37-3783-01	79	0	285	84	16	0	34
TCGA-37-3789-01	75	86	151	31	8	0	16
TCGA-37-3792-01	599	204	95	161	33	17	12
TCGA-37-4129-01	0	0	0	4	0	0	2
TCGA-37-4130-01	859	275	32	110	27	55	61
TCGA-37-4132-01	169	95	16	61	36	0	8
TCGA-37-4133-01	71	74	31	46	12	53	76
TCGA-37-4135-01	114	158	19	61	18	0	20
TCGA-37-4141-01	184	111	21	37	18	0	34
TCGA-37-5819-01	445	265	30	0	35	101	50
TCGA-37-A5EL-01	202	156	65	26	32	16	34
TCGA-37-A5EM-01	159	70	37	110	36	0	20
TCGA-37-A5EN-01	49	119	20	34	16	33	28
TCGA-39-5011-01	507	124	73	0	30	48	11
TCGA-39-5016-01	166	115	21	37	57	23	62
TCGA-39-5019-01	45	86	12	32	14	17	20
TCGA-39-5021-01	66	30	15	33	14	28	11
TCGA-39-5022-01	19	28	162	37	0	0	7
TCGA-39-5024-01	7	46	91	86	19	0	16
TCGA-39-5028-01	35	0	124	33	6	0	24
TCGA-39-5029-01	31	0	35	72	20	0	24
TCGA-39-5030-01	49	0	71	10	2	0	145
TCGA-39-5031-01	99	0	546	0	37	116	19
TCGA-39-5034-01	478	127	38	76	28	0	32
TCGA-39-5035-01	16	48	69	4	20	14	29
TCGA-39-5036-01	110	29	34	85	20	10	40
TCGA-39-5037-01	92	24	18	70	23	33	39
TCGA-39-5039-01	68	32	4	56	24	0	25
TCGA-39-5040-01	329	105	31	58	31	6	31
TCGA-43-2576-01	349	114	21	81	29	58	3
TCGA-43-2578-01	197	110	19	49	17	39	0
TCGA-43-2581-01	808	167	29	76	38	0	22
TCGA-43-3394-01	67	0	11	78	6	0	12
TCGA-43-3920-01	60	136	90	17	13	13	5
TCGA-43-5668-01	460	155	20	70	33	43	43
TCGA-43-5670-01	0	52	82	15	1	8	12
TCGA-43-6143-01	130	97	40	86	13	15	20
TCGA-43-6647-01	77	23	20	53	10	0	17
TCGA-43-6770-01	49	77	29	68	5	25	18
TCGA-43-6771-01	134	51	7	7	13	28	15
TCGA-43-6773-01	0	22	13	20	14	0	7
TCGA-43-7656-01	169	120	16	84	19	0	21
TCGA-43-7657-01	46	38	11	38	6	0	25
TCGA-43-7658-01	84	45	18	23	36	29	27
TCGA-43-8115-01	76	6	25	103	15	0	33
TCGA-43-8116-01	162	87	79	81	16	0	34
TCGA-43-8118-01	390	63	163	93	23	32	30
TCGA-43-A474-01	189	120	27	28	24	24	63
TCGA-43-A475-01	129	48	34	50	17	0	27
TCGA-43-A56U-01	93	39	132	41	1	0	13
TCGA-43-A56V-01	130	35	20	55	13	13	10
TCGA-46-3765-01	48	60	50	0	19	99	16
TCGA-46-3767-01	76	19	12	49	8	0	3
TCGA-46-3768-01	90	112	37	77	23	10	3
TCGA-46-3769-01	507	109	328	109	21	40	32
TCGA-46-6025-01	22	55	51	41	9	32	23
TCGA-46-6026-01	62	13	43	25	24	57	40
TCGA-51-4079-01	203	35	65	52	28	99	28
TCGA-51-4080-01	135	130	11	34	12	10	20
TCGA-51-4081-01	75	69	9	53	17	13	12
TCGA-51-6867-01	281	162	110	176	32	0	21
TCGA-52-7622-01	118	46	8	127	10	12	17
TCGA-52-7809-01	32	106	64	8	24	46	28
TCGA-52-7810-01	100	104	264	54	3	0	10
TCGA-52-7811-01	54	50	12	46	14	0	11
TCGA-52-7812-01	161	75	42	29	27	24	13
TCGA-56-1622-01	128	34	8	46	18	23	30
TCGA-56-5897-01	15	13	47	45	0	0	6
TCGA-56-5898-01	53	51	16	23	14	17	8
TCGA-56-6545-01	98	94	71	22	12	53	16
TCGA-56-6546-01	165	117	8	67	32	10	17
TCGA-56-7221-01	99	107	79	34	25	6	16
TCGA-56-7222-01	163	113	42	114	25	13	19
TCGA-56-7223-01	62	118	21	68	38	44	22
TCGA-56-7579-01	92	35	53	94	28	0	15
TCGA-56-7580-01	40	67	12	36	3	0	13
TCGA-56-7582-01	12	121	5	6	15	25	20
TCGA-56-7730-01	184	112	11	72	37	0	46
TCGA-56-7731-01	151	107	34	113	8	18	12
TCGA-56-7822-01	106	67	182	64	15	0	33
TCGA-56-7823-01	156	59	17	71	29	0	22
TCGA-56-8082-01	88	33	18	62	30	0	50
TCGA-56-8083-01	82	48	2	19	11	18	19
TCGA-56-8201-01	73	14	30	54	6	5	17
TCGA-56-8304-01	122	48	23	78	25	0	8
TCGA-56-8305-01	226	52	37	100	29	24	22
TCGA-56-8307-01	255	115	29	80	19	0	27
TCGA-56-8308-01	185	48	38	88	33	0	43
TCGA-56-8309-01	54	5	13	68	8	0	13
TCGA-56-8503-01	19	46	109	29	5	0	1
TCGA-56-8504-01	121	67	6	62	21	0	14
TCGA-56-8622-01	90	34	25	38	20	55	30
TCGA-56-8624-01	49	18	45	19	6	0	21
TCGA-56-8625-01	162	25	216	33	36	71	63
TCGA-56-8626-01	97	77	46	53	20	0	29
TCGA-56-8628-01	240	115	3	96	23	30	9
TCGA-56-8629-01	86	99	25	11	11	23	23
TCGA-56-A49D-01	77	52	94	97	15	0	41
TCGA-56-A4BW-01	78	59	83	49	6	0	15
TCGA-56-A4BY-01	38	54	3	38	9	34	12
TCGA-56-A4ZJ-01	64	2	9	50	13	0	6
TCGA-56-A4ZK-01	36	149	35	49	11	7	9
TCGA-56-A5DS-01	69	0	57	53	28	28	28
TCGA-56-A62T-01	327	136	33	45	42	11	36
TCGA-58-8386-01	77	69	25	75	17	28	23
TCGA-58-8387-01	30	44	75	24	11	21	29
TCGA-58-8388-01	85	39	15	56	14	0	17
TCGA-58-8391-01	101	185	9	66	30	12	26
TCGA-58-8393-01	14	0	266	0	49	0	12
TCGA-58-A46J-01	75	47	24	44	11	0	16
TCGA-58-A46K-01	15	0	99	38	4	19	20
TCGA-58-A46L-01	90	101	34	8	8	19	20
TCGA-58-A46M-01	176	13	46	79	51	104	63
TCGA-58-A46N-01	67	81	8	32	19	39	18
TCGA-60-2695-01	84	67	24	57	17	0	23
TCGA-60-2697-01	12	0	0	0	0	0	2
TCGA-60-2698-01	210	191	855	79	37	0	23
TCGA-60-2703-01	120	72	55	66	14	18	21
TCGA-60-2704-01	56	19	40	75	22	0	40
TCGA-60-2707-01	38	0	41	42	8	0	12
TCGA-60-2708-01	63	44	49	48	10	0	44
TCGA-60-2709-01	66	53	11	49	15	12	5
TCGA-60-2710-01	46	65	8	48	17	39	31
TCGA-60-2711-01	37	72	16	8	11	0	13
TCGA-60-2712-01	29	0	19	15	6	26	17
TCGA-60-2713-01	75	103	42	53	35	0	16
TCGA-60-2714-01	647	86	121	94	25	40	87
TCGA-60-2715-01	18	19	15	31	9	31	37
TCGA-60-2716-01	0	2	3	0	2	0	15
TCGA-60-2719-01	79	9	19	88	12	23	50
TCGA-60-2720-01	158	144	159	61	2	0	0
TCGA-60-2721-01	0	66	137	39	14	0	14
TCGA-60-2722-01	101	60	65	109	29	7	21
TCGA-60-2723-01	118	135	9	48	22	5	17
TCGA-60-2724-01	249	14	15	116	36	0	15
TCGA-60-2725-01	47	79	15	44	1	0	3
TCGA-60-2726-01	91	121	45	61	20	65	25
TCGA-63-5128-01	113	96	17	77	24	35	13
TCGA-63-5131-01	90	91	67	72	21	29	24
TCGA-63-6202-01	245	35	19	51	21	12	33
TCGA-63-7020-01	87	37	13	67	8	4	11
TCGA-63-7021-01	78	41	23	105	14	38	9
TCGA-63-7022-01	69	33	26	74	16	7	14
TCGA-63-7023-01	70	0	16	72	7	0	18
TCGA-63-A5M9-01	22	5	11	26	16	22	33
TCGA-63-A5MB-01	123	113	36	65	33	2	43
TCGA-63-A5MG-01	33	40	11	31	4	0	21
TCGA-63-A5MH-01	34	46	112	64	13	0	14
TCGA-63-A5MI-01	19	84	72	58	11	0	23
TCGA-63-A5MJ-01	58	61	7	62	17	0	38
TCGA-63-A5ML-01	106	49	30	48	25	16	32
TCGA-63-A5MM-01	68	0	27	0	0	0	1315
TCGA-63-A5MN-01	0	0	5	0	3	26	14
TCGA-63-A5MP-01	39	93	0	21	23	17	41
TCGA-63-A5MR-01	42	0	74	13	20	57	19
TCGA-63-A5MS-01	128	74	138	114	13	0	21
TCGA-63-A5MT-01	57	30	104	81	0	0	26
TCGA-63-A5MU-01	50	38	61	46	25	20	33
TCGA-63-A5MV-01	47	1	12	16	10	51	16
TCGA-63-A5MW-01	109	203	59	42	28	102	43
TCGA-63-A5MY-01	65	81	20	17	9	9	16
TCGA-66-2727-01	106	12	27	71	15	0	20
TCGA-66-2734-01	127	18	2	57	14	21	10
TCGA-66-2742-01	86	38	4	92	3	25	32
TCGA-66-2744-01	104	26	39	53	14	0	14
TCGA-66-2754-01	37	109	30	41	39	60	30
TCGA-66-2755-01	126	53	6	77	12	7	8
TCGA-66-2756-01	318	120	23	93	19	36	24
TCGA-66-2757-01	130	91	22	53	11	6	5
TCGA-66-2758-01	52	189	111	54	8	0	12
TCGA-66-2759-01	125	138	109	78	35	0	62
TCGA-66-2763-01	210	110	46	72	28	0	28
TCGA-66-2765-01	11	44	6	15	10	12	14
TCGA-66-2766-01	148	0	123	34	27	140	35
TCGA-66-2767-01	144	102	33	54	32	8	41
TCGA-66-2769-01	65	203	55	100	6	0	22
TCGA-66-2770-01	107	54	14	33	25	48	37
TCGA-66-2771-01	73	36	93	54	11	45	15
TCGA-66-2773-01	56	3	462	0	57	141	39
TCGA-66-2777-01	27	65	15	32	33	15	25
TCGA-66-2778-01	0	38	76	23	10	20	18
TCGA-66-2780-01	23	91	22	24	11	0	8
TCGA-66-2781-01	32	62	20	4	7	36	6
TCGA-66-2782-01	183	82	76	71	40	0	14
TCGA-66-2783-01	105	36	39	65	39	1	23
TCGA-66-2785-01	94	317	951	105	0	0	0
TCGA-66-2786-01	40	54	75	69	11	8	26
TCGA-66-2787-01	251	161	35	57	23	41	4
TCGA-66-2788-01	79	82	49	18	15	6	7
TCGA-66-2789-01	109	155	37	98	24	0	13
TCGA-66-2791-01	61	112	76	84	26	0	23
TCGA-66-2792-01	17	89	3	7	20	15	26
TCGA-66-2793-01	108	117	7	105	21	0	26
TCGA-66-2794-01	28	49	69	14	9	0	34
TCGA-66-2795-01	131	87	27	31	26	22	39
TCGA-66-2800-01	101	20	10	45	26	18	38
TCGA-68-7755-01	97	110	20	29	28	14	40
TCGA-68-7756-01	51	22	7	6	4	10	18
TCGA-68-7757-01	213	43	10	57	5	23	27
TCGA-68-8250-01	129	77	22	112	17	0	19
TCGA-68-8251-01	3	107	156	0	21	0	104
TCGA-68-A59J-01	162	104	113	50	20	2	17
TCGA-6A-AB49-01	241	134	26	53	20	4	14
TCGA-70-6722-01	234	36	32	0	26	22	13
TCGA-70-6723-01	27	39	1	32	18	2	21
TCGA-77-6842-01	149	115	48	111	13	0	24
TCGA-77-6843-01	25	66	35	66	10	0	22
TCGA-77-6844-01	69	52	32	50	27	0	16
TCGA-77-6845-01	79	87	27	67	20	5	7
TCGA-77-7139-01	59	19	13	41	20	60	24
TCGA-77-7140-01	22	108	47	26	13	0	13
TCGA-77-7141-01	133	249	392	76	0	0	22
TCGA-77-7142-01	118	33	41	46	30	0	63
TCGA-77-7335-01	48	76	83	43	13	0	29
TCGA-77-7337-01	96	113	43	90	30	33	20
TCGA-77-7338-01	23	46	51	27	0	0	24
TCGA-77-7463-01	236	64	42	101	24	0	21
TCGA-77-7465-01	136	196	15	59	35	14	27
TCGA-77-8007-01	24	33	8	4	6	25	19
TCGA-77-8008-01	75	47	0	42	16	28	12
TCGA-77-8009-01	29	12	20	24	28	73	26
TCGA-77-8128-01	144	49	22	60	17	46	40
TCGA-77-8130-01	60	40	6	53	17	14	36
TCGA-77-8131-01	12	30	15	18	4	0	8
TCGA-77-8133-01	206	73	13	75	44	21	39
TCGA-77-8136-01	90	105	331	27	0	0	10
TCGA-77-8138-01	29	32	5	36	11	0	13
TCGA-77-8139-01	75	66	31	45	13	0	33
TCGA-77-8140-01	115	134	79	42	12	67	8
TCGA-77-8143-01	47	52	13	40	9	0	22
TCGA-77-8144-01	167	122	36	66	33	36	22
TCGA-77-8145-01	10	51	21	38	11	0	19
TCGA-77-8146-01	54	71	12	28	24	4	11
TCGA-77-8148-01	69	100	8	43	35	22	52
TCGA-77-8150-01	37	62	10	3	3	7	27
TCGA-77-8153-01	66	23	14	87	10	0	22
TCGA-77-8154-01	52	81	12	4	21	61	25
TCGA-77-8156-01	107	37	11	56	27	0	33
TCGA-77-A5FZ-01	1	0	0	0	0	0	0
TCGA-77-A5G1-01	64	39	11	32	8	39	8
TCGA-77-A5G3-01	310	166	108	71	69	0	52
TCGA-77-A5G6-01	273	226	26	3	22	33	31
TCGA-77-A5G7-01	21	0	11	49	4	28	15
TCGA-77-A5G8-01	69	86	9	54	32	0	28
TCGA-77-A5GA-01	44	41	12	19	18	25	35
TCGA-77-A5GB-01	7	20	88	21	14	2	19
TCGA-77-A5GF-01	42	35	26	14	14	0	15
TCGA-77-A5GH-01	85	45	78	59	24	26	26
TCGA-79-5596-01	84	70	4	53	19	4	17
TCGA-85-6175-01	0	16	4	0	7	8	19
TCGA-85-6560-01	133	115	43	153	18	0	56
TCGA-85-6561-01	66	77	53	39	17	43	10
TCGA-85-6798-01	75	76	45	101	11	0	33
TCGA-85-7696-01	44	71	30	32	37	16	33
TCGA-85-7697-01	110	31	33	75	35	35	23
TCGA-85-7698-01	20	25	25	51	17	12	17
TCGA-85-7699-01	37	95	13	49	8	14	27
TCGA-85-7710-01	34	40	54	52	14	32	18
TCGA-85-7843-01	56	82	57	70	8	0	20
TCGA-85-7844-01	70	18	0	84	17	0	27
TCGA-85-7950-01	144	0	59	70	16	19	20
TCGA-85-8048-01	46	13	15	37	15	1	25
TCGA-85-8049-01	80	29	16	27	19	67	29
TCGA-85-8052-01	27	9	5	46	16	28	25
TCGA-85-8070-01	77	79	31	45	8	16	21
TCGA-85-8071-01	182	91	30	81	29	40	29
TCGA-85-8072-01	32	70	9	41	15	30	30
TCGA-85-8276-01	80	66	33	133	23	0	16
TCGA-85-8277-01	41	84	36	0	30	83	27
TCGA-85-8287-01	73	82	34	76	14	19	19
TCGA-85-8288-01	54	80	13	42	20	46	50
TCGA-85-8350-01	191	7	40	42	33	60	27
TCGA-85-8351-01	42	7	15	73	5	12	33
TCGA-85-8352-01	117	90	47	40	21	0	12
TCGA-85-8353-01	58	23	8	74	14	27	18
TCGA-85-8354-01	37	74	80	40	11	2	27
TCGA-85-8355-01	48	123	5	16	20	60	10
TCGA-85-8479-01	16	34	5	28	21	12	32
TCGA-85-8481-01	177	17	25	124	18	1	26
TCGA-85-8580-01	131	47	7	97	21	13	26
TCGA-85-8582-01	233	74	24	24	16	0	23
TCGA-85-8584-01	166	65	31	14	18	25	11
TCGA-85-8664-01	93	78	33	39	11	1	26
TCGA-85-8666-01	83	95	30	42	24	14	8
TCGA-85-A4CL-01	15	0	705	0	86	210	18
TCGA-85-A4CN-01	59	46	5	54	9	45	21
TCGA-85-A4JB-01	235	141	27	122	39	16	6
TCGA-85-A4JC-01	72	75	101	49	20	0	8
TCGA-85-A4PA-01	3	0	0	0	0	0	10
TCGA-85-A4QQ-01	44	13	232	77	13	0	17
TCGA-85-A4QR-01	41	16	45	95	17	18	47
TCGA-85-A50M-01	32	15	12	0	8	22	15
TCGA-85-A50Z-01	260	89	59	138	18	0	7
TCGA-85-A510-01	92	59	1	0	17	0	16
TCGA-85-A511-01	122	27	30	39	13	25	8
TCGA-85-A512-01	42	26	37	59	11	19	6
TCGA-85-A513-01	0	14	1	0	6	0	7
TCGA-85-A53L-01	59	161	7	0	6	0	11
TCGA-85-A5B5-01	166	166	7	52	19	43	13
TCGA-90-7766-01	19	25	17	12	3	44	15
TCGA-90-7767-01	34	13	11	13	11	41	15
TCGA-90-7769-01	285	107	29	70	47	55	36
TCGA-90-7964-01	197	91	127	53	49	59	19
TCGA-90-A4ED-01	0	0	0	0	2735	0	5
TCGA-90-A4EE-01	98	22	145	73	47	43	25
TCGA-90-A59Q-01	218	71	5	5	15	17	23
TCGA-92-7340-01	115	174	148	70	15	0	35
TCGA-92-7341-01	44	5	11	57	18	25	55
TCGA-92-8063-01	152	156	15	87	25	0	5
TCGA-92-8064-01	75	72	6	41	31	19	29
TCGA-92-8065-01	0	0	261	0	28	53	14
TCGA-94-7033-01	0	75	53	2	5	0	21
TCGA-94-7557-01	0	11	55	30	25	0	18
TCGA-94-7943-01	32	5	110	0	41	48	17
TCGA-94-8035-01	86	1	41	45	16	35	27
TCGA-94-8490-01	142	0	35	604	33	0	320
TCGA-94-8491-01	128	325	127	75	10	0	14
TCGA-94-A4VJ-01	232	99	43	80	21	6	31
TCGA-94-A5I4-01	85	94	16	46	19	27	26
TCGA-94-A5I6-01	84	9	20	59	17	0	25
TCGA-96-7544-01	142	125	86	110	6	0	29
TCGA-96-7545-01	22	20	9	52	13	20	13
TCGA-96-8169-01	25	109	6	44	14	0	16
TCGA-96-8170-01	124	11	95	75	11	0	15
TCGA-96-A4JK-01	212	137	93	41	46	58	47
TCGA-96-A4JL-01	0	10	4	0	14	2	42
TCGA-98-7454-01	89	71	38	8	17	29	9
TCGA-98-8020-01	0	44	44	0	0	7	23
TCGA-98-8021-01	94	0	853	0	81	245	17
TCGA-98-8022-01	35	127	56	52	7	0	30
TCGA-98-8023-01	68	68	11	65	22	6	11
TCGA-98-A538-01	337	228	114	45	38	64	16
TCGA-98-A539-01	82	33	41	36	24	0	12
TCGA-98-A53A-01	184	18	24	97	23	24	21
TCGA-98-A53B-01	18	52	27	63	11	6	13
TCGA-98-A53C-01	0	0	0	4	0	0	0
TCGA-98-A53H-01	28	3	1	3	2	0	0
TCGA-98-A53I-01	108	177	37	31	31	75	30
TCGA-98-A53J-01	11	9	23	0	14	72	15
TCGA-J1-A4AH-01	34	29	56	27	21	49	18
TCGA-L3-A4E7-01	47	19	3	32	4	4	17
TCGA-L3-A524-01	177	110	12	92	14	6	23
TCGA-LA-A446-01	149	110	45	8	37	48	22
TCGA-LA-A7SW-01	0	22	38	29	0	8	26
TCGA-MF-A522-01	35	0	370	0	60	254	37
TCGA-NC-A5HD-01	182	203	41	109	24	0	7
TCGA-NC-A5HE-01	117	4	25	71	20	0	16
TCGA-NC-A5HF-01	106	116	29	38	2	0	24
TCGA-NC-A5HG-01	65	282	127	59	149	79	25
TCGA-NC-A5HH-01	137	121	14	71	35	34	24
TCGA-NC-A5HI-01	213	91	81	28	10	96	25
TCGA-NC-A5HJ-01	278	113	24	52	19	0	19
TCGA-NC-A5HK-01	151	89	15	34	11	24	18
TCGA-NC-A5HL-01	42	70	15	24	22	68	29
TCGA-NC-A5HM-01	88	139	22	57	25	11	12
TCGA-NC-A5HN-01	174	248	16	115	88	70	29
TCGA-NC-A5HO-01	86	60	24	109	15	0	14
TCGA-NC-A5HP-01	211	117	70	58	22	16	16
TCGA-NC-A5HQ-01	150	112	27	51	29	23	36
TCGA-NC-A5HR-01	127	167	11	47	21	29	7
TCGA-NC-A5HT-01	176	89	20	48	46	4	31
TCGA-NK-A5CR-01	139	53	31	82	42	16	19
TCGA-NK-A5CT-01	145	55	78	61	16	23	29
TCGA-NK-A5CX-01	115	44	4	34	7	0	11
TCGA-NK-A5D1-01	20	43	19	32	21	1	24
TCGA-NK-A7XE-01	0	0	86	2	10	25	9
TCGA-O2-A52N-01	254	138	85	109	22	0	27
TCGA-O2-A52Q-01	693	135	212	26	41	80	38
TCGA-O2-A52S-01	136	105	109	24	37	31	29
TCGA-O2-A52V-01	132	49	12	39	26	55	19
TCGA-O2-A52W-01	40	0	12	41	14	0	23
TCGA-O2-A5IB-01	121	65	13	97	18	0	0
TCGA-XC-AA0X-01	60	0	20	76	20	38	17
