NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	68.6	104.105	12.31	68.47	1.016	0.615	30000.0
2	68.741	104.629	12.337	68.67	1.019	0.613	30000.0
3	68.194	104.056	12.186	68.155	1.011	0.62	30000.0
4	68.675	104.184	12.339	68.285	1.017	0.619	30000.0
5	68.344	103.871	12.222	68.249	1.018	0.616	30000.0
6	68.778	104.391	12.427	68.639	1.02	0.615	40000.0
7	68.914	104.645	12.425	68.75	1.023	0.612	20000.0
8	69.156	104.811	12.448	68.9	1.027	0.609	30000.0
9	69.07	104.588	12.306	68.53	1.018	0.613	30000.0
10	69.067	104.525	12.378	68.611	1.021	0.613	30000.0
11	68.862	104.553	12.277	68.548	1.017	0.615	30000.0
12	69.148	104.89	12.392	68.856	1.025	0.61	20000.0
13	68.385	103.631	12.225	68.072	1.01	0.621	30000.0
14	68.939	104.562	12.318	68.555	1.019	0.615	40000.0
15	68.277	103.764	12.19	68.204	1.007	0.62	30000.0
16	68.793	104.587	12.392	68.648	1.023	0.611	30000.0
17	68.758	104.369	12.367	68.627	1.018	0.615	30000.0
18	68.663	104.459	12.345	68.529	1.021	0.615	20000.0
19	68.567	104.153	12.27	68.295	1.014	0.617	30000.0
20	68.45	104.006	12.248	68.434	1.016	0.616	30000.0
21	68.748	104.726	12.319	68.726	1.022	0.614	30000.0
22	68.728	104.211	12.327	68.369	1.014	0.615	20000.0
23	68.582	103.852	12.246	68.029	1.009	0.62	20000.0
24	69.026	104.682	12.367	68.641	1.023	0.613	30000.0
25	68.566	104.066	12.309	68.218	1.013	0.616	30000.0
26	68.97	104.078	12.382	68.287	1.014	0.618	30000.0
27	68.622	104.141	12.23	68.36	1.015	0.617	20000.0
28	68.168	103.425	12.138	68.067	1.009	0.619	20000.0
29	68.653	103.918	12.405	68.328	1.016	0.617	30000.0
30	68.227	103.868	12.133	67.854	1.013	0.621	50000.0
31	69.051	104.971	12.282	68.002	1.032	0.62	40000.0
32	69.027	104.933	12.443	68.936	1.023	0.611	30000.0
33	68.739	104.464	12.289	68.148	1.019	0.619	20000.0
34	69.068	104.29	12.347	68.428	1.018	0.617	30000.0
