Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-55-6969-01	258	152	12	62	0	30
TCGA-55-6970-01	108	44	9	27	11	10
TCGA-55-6971-01	36	40	2	18	3	9
TCGA-55-6972-01	82	0	123	84	8	45
TCGA-55-6975-01	30	21	13	18	17	1
TCGA-55-6978-01	0	14	0	7	13	1
TCGA-55-6979-01	50	67	55	0	0	0
TCGA-55-6980-01	0	9	0	0	3	4
TCGA-55-6981-01	2	25	6	0	23	7
TCGA-55-6982-01	14	0	217	26	14	16
TCGA-55-6983-01	67	11	4	17	21	14
TCGA-55-6984-01	4	14	0	0	3	6
TCGA-55-6985-01	382	128	2	0	22	50
TCGA-55-6986-01	0	11	0	0	6	8
TCGA-55-6987-01	85	54	97	0	15	3
TCGA-55-7227-01	100	29	8	38	18	11
TCGA-55-7281-01	323	101	40	18	18	57
TCGA-55-7283-01	95	35	63	18	57	23
TCGA-55-7284-01	0	7	0	0	38	12
TCGA-55-7570-01	164	176	102	0	8	17
TCGA-55-7573-01	19	13	7	14	3	7
TCGA-55-7574-01	71	73	147	0	2	29
TCGA-55-7576-01	250	92	21	62	49	25
TCGA-55-7724-01	48	98	36	45	37	13
TCGA-55-7725-01	84	31	1	23	11	4
TCGA-55-7726-01	9	19	84	0	29	0
TCGA-55-7727-01	108	0	98	46	22	43
TCGA-55-7728-01	75	11	1	0	21	13
TCGA-55-7815-01	96	40	7	6	21	12
TCGA-55-7816-01	0	1	0	0	1	0
TCGA-55-7903-01	77	0	24	36	38	13
TCGA-55-7907-01	901	217	248	4	37	46
TCGA-55-7910-01	234	77	12	0	30	15
TCGA-55-7911-01	142	80	20	0	12	24
TCGA-55-7913-01	247	59	45	18	41	25
TCGA-55-7914-01	96	30	26	14	38	10
TCGA-55-7994-01	1264	330	89	48	77	82
TCGA-55-7995-01	412	140	101	100	15	54
TCGA-55-8085-01	110	0	117	59	31	11
TCGA-55-8087-01	0	3	6	1	16	11
TCGA-55-8089-01	752	115	444	132	42	61
TCGA-55-8090-01	48	36	2	4	12	11
TCGA-55-8091-01	2	7	0	1	22	3
TCGA-55-8092-01	320	0	131	134	63	77
TCGA-55-8094-01	357	43	17	95	30	15
TCGA-55-8096-01	84	50	13	0	18	14
TCGA-55-8097-01	56	0	13	13	46	11
TCGA-55-8203-01	354	93	6	11	48	18
TCGA-55-8204-01	62	55	86	17	22	28
TCGA-55-8205-01	246	153	213	2	20	14
TCGA-55-8206-01	5	0	6	14	13	0
TCGA-55-8207-01	221	89	17	4	40	16
TCGA-55-8208-01	79	63	193	60	10	39
TCGA-55-8299-01	160	37	9	37	11	19
TCGA-55-8301-01	184	91	31	13	23	20
TCGA-55-8302-01	555	186	17	0	24	63
TCGA-55-8505-01	1	8	15	5	14	5
TCGA-55-8506-01	1076	224	11	64	630	102
TCGA-55-8507-01	867	128	32	47	57	82
TCGA-55-8508-01	120	16	14	36	30	11
TCGA-55-8510-01	269	50	34	1	11	27
TCGA-55-8511-01	434	0	81	109	43	46
TCGA-55-8512-01	18	13	4	7	4	5
TCGA-55-8513-01	0	0	0	0	6	2
TCGA-55-8514-01	224	52	4	0	34	37
TCGA-55-8614-01	49	148	33	12	45	11
TCGA-55-8615-01	54	64	2	16	15	11
TCGA-55-8616-01	454	52	19	0	51	27
TCGA-55-8619-01	2	4	1	0	19	1
TCGA-55-8620-01	368	109	14	22	56	46
TCGA-55-8621-01	40	19	9	2	11	8
TCGA-55-A48X-01	337	57	28	0	11	50
TCGA-55-A48Y-01	0	0	335	58	23	28
TCGA-55-A48Z-01	15	9	4	10	21	9
TCGA-55-A490-01	1205	135	128	90	40	45
TCGA-55-A491-01	278	76	33	23	26	30
TCGA-55-A492-01	183	74	12	32	27	27
TCGA-55-A493-01	139	0	79	81	24	17
TCGA-55-A494-01	169	38	19	0	55	14
TCGA-55-A4DF-01	164	0	624	71	41	83
TCGA-55-A4DG-01	596	164	32	0	31	21
TCGA-55-A57B-01	5	5	8	7	19	5
TCGA-62-8394-01	16	70	49	13	20	5
TCGA-62-8395-01	2	25	17	0	29	13
TCGA-62-8397-01	6	0	0	12	11	3
TCGA-62-8398-01	43	0	9	25	21	5
TCGA-62-8399-01	239	75	251	45	51	0
TCGA-62-8402-01	0	33	4	2	23	11
TCGA-62-A46O-01	619	130	162	81	46	54
TCGA-62-A46P-01	244	54	8	0	39	8
TCGA-62-A46R-01	79	0	24	62	31	13
TCGA-62-A46S-01	73	0	10	26	30	20
TCGA-62-A46U-01	10	9	8	2	19	4
TCGA-62-A46V-01	7	8	3	18	27	8
TCGA-62-A46Y-01	4	14	0	4	13	4
TCGA-62-A470-01	46	41	10	0	36	14
TCGA-62-A471-01	4	0	66	47	17	14
TCGA-62-A472-01	20	14	1	11	10	16
TCGA-64-1676-01	518	121	19	20	34	28
TCGA-64-1679-01	394	127	54	7	11	21
TCGA-64-1680-01	5	15	28	8	18	2
TCGA-64-1681-01	1	17	27	43	7	11
TCGA-64-5774-01	118	12	8	3	29	6
TCGA-64-5775-01	432	48	23	12	40	34
TCGA-64-5778-01	364	73	35	59	25	23
TCGA-64-5779-01	322	19	16	17	48	15
TCGA-64-5781-01	845	152	145	159	21	83
TCGA-64-5815-01	122	55	2	0	18	16
TCGA-67-3770-01	157	50	2	32	15	17
TCGA-67-3771-01	490	254	357	89	34	96
TCGA-67-3773-01	72	3	0	18	17	15
TCGA-67-3774-01	52	61	4	17	3	13
TCGA-67-4679-01	205	94	12	0	17	24
TCGA-67-6215-01	0	0	0	136	0	1
TCGA-67-6216-01	1	10	14	0	10	10
TCGA-67-6217-01	136	5	9	34	29	21
TCGA-69-7760-01	12	6	5	36	25	4
TCGA-69-7761-01	9	3	1	17	6	0
TCGA-69-7763-01	32	7	1	14	38	8
TCGA-69-7764-01	32	37	5	18	18	6
TCGA-69-7765-01	495	46	70	83	9	44
TCGA-69-7973-01	229	6	13	14	32	15
TCGA-69-7974-01	378	157	35	0	36	34
TCGA-69-7978-01	364	136	227	0	27	12
TCGA-69-7979-01	1417	133	113	0	68	69
TCGA-69-7980-01	503	199	210	0	22	37
TCGA-69-8253-01	105	18	31	30	17	8
TCGA-69-8254-01	21	37	0	10	17	12
TCGA-69-8255-01	135	37	39	103	31	20
TCGA-69-A59K-01	461	0	51	49	57	19
TCGA-71-6725-01	3	5	5	7	40	13
TCGA-71-8520-01	21	3	22	12	41	6
TCGA-73-4658-01	150	0	150	94	32	22
TCGA-73-4659-01	132	95	8	0	11	16
TCGA-73-4662-01	146	57	17	19	15	14
TCGA-73-4666-01	274	76	25	54	29	13
TCGA-73-4668-01	384	186	16	0	29	14
TCGA-73-4670-01	237	14	16	107	25	42
TCGA-73-4675-01	13	31	5	18	15	2
TCGA-73-4676-01	20	33	0	35	16	8
TCGA-73-4677-01	176	59	13	10	21	25
TCGA-73-7498-01	68	38	0	0	18	15
TCGA-73-7499-01	0	37	19	0	18	9
TCGA-73-A9RS-01	871	126	80	31	19	45
TCGA-75-5122-01	48	37	30	0	31	21
TCGA-75-5125-01	55	71	47	8	18	11
TCGA-75-5126-01	387	75	208	72	19	20
TCGA-75-5146-01	162	18	9	37	3	10
TCGA-75-5147-01	0	6	12	11	17	1
TCGA-75-6203-01	0	10	0	0	8	1
TCGA-75-6205-01	2	21	8	18	7	4
TCGA-75-6206-01	37	42	17	0	4	9
TCGA-75-6207-01	10	27	17	0	20	10
TCGA-75-6211-01	259	109	22	11	25	16
TCGA-75-6212-01	0	4	1	2	7	7
TCGA-75-6214-01	438	125	205	26	38	67
TCGA-75-7025-01	0	0	5	9	19	5
TCGA-75-7027-01	174	79	5	8	13	24
TCGA-75-7030-01	2	7	0	1	7	1
TCGA-75-7031-01	88	91	22	18	22	18
TCGA-78-7145-01	127	61	17	0	15	17
TCGA-78-7146-01	201	39	123	35	35	31
TCGA-78-7147-01	153	98	45	69	31	31
TCGA-78-7148-01	127	61	3	39	18	26
TCGA-78-7149-01	34	21	97	16	14	18
TCGA-78-7150-01	135	47	162	93	30	42
TCGA-78-7152-01	79	11	101	25	15	24
TCGA-78-7153-01	23	61	27	2	30	13
TCGA-78-7154-01	47	20	120	65	54	22
TCGA-78-7155-01	1172	224	139	208	42	53
TCGA-78-7156-01	138	0	160	48	28	43
TCGA-78-7158-01	141	19	46	48	17	13
TCGA-78-7159-01	233	55	12	39	34	7
TCGA-78-7160-01	0	43	3	0	4	7
TCGA-78-7161-01	126	30	14	31	26	9
TCGA-78-7162-01	24	38	16	5	6	12
TCGA-78-7163-01	5	2	1	6	10	3
TCGA-78-7166-01	194	0	5	43	12	21
TCGA-78-7167-01	54	4	42	19	27	8
TCGA-78-7220-01	585	91	112	134	30	94
TCGA-78-7535-01	93	28	1	75	13	10
TCGA-78-7536-01	459	87	6	130	31	25
TCGA-78-7537-01	73	33	15	26	8	14
TCGA-78-7539-01	115	97	342	0	40	11
TCGA-78-7540-01	2	4	4	0	22	4
TCGA-78-7542-01	311	0	33	70	29	34
TCGA-78-7633-01	76	29	9	0	11	10
TCGA-78-8640-01	408	169	141	110	53	33
TCGA-78-8648-01	9	0	0	0	5	2
TCGA-78-8655-01	71	0	6	12	25	18
TCGA-78-8660-01	107	85	41	32	16	23
TCGA-78-8662-01	851	251	88	131	45	74
TCGA-80-5607-01	2	0	111	35	6	4
TCGA-80-5608-01	99	72	11	0	14	3
TCGA-80-5611-01	55	117	6	32	15	22
TCGA-83-5908-01	103	75	103	0	14	0
TCGA-86-6562-01	10	12	25	7	16	4
TCGA-86-6851-01	650	267	142	0	11	24
TCGA-86-7701-01	124	56	4	33	24	7
TCGA-86-7711-01	87	65	55	35	23	7
TCGA-86-7713-01	103	37	4	0	11	31
TCGA-86-7714-01	28	31	1	15	9	7
TCGA-86-7953-01	11	20	7	18	9	0
TCGA-86-7954-01	104	36	47	43	39	21
TCGA-86-7955-01	166	58	26	88	16	23
TCGA-86-8054-01	142	41	15	49	18	10
TCGA-86-8055-01	2	20	4	14	21	2
TCGA-86-8056-01	67	0	166	58	18	31
TCGA-86-8073-01	1372	122	107	139	35	70
TCGA-86-8074-01	17	3	4	32	13	10
TCGA-86-8075-01	0	28	5	4	21	4
TCGA-86-8076-01	16	15	24	0	21	8
TCGA-86-8278-01	0	0	103	23	16	2
TCGA-86-8279-01	431	71	18	72	35	9
TCGA-86-8280-01	5	23	0	0	12	15
TCGA-86-8281-01	192	43	45	0	40	17
TCGA-86-8358-01	855	308	32	41	64	76
TCGA-86-8359-01	115	13	9	30	18	15
TCGA-86-8585-01	348	195	133	0	18	16
TCGA-86-8668-01	0	5	2	18	18	2
TCGA-86-8669-01	54	66	9	0	22	19
TCGA-86-8671-01	2	10	11	6	11	7
TCGA-86-8672-01	200	30	43	44	26	33
TCGA-86-8673-01	318	130	42	59	16	40
TCGA-86-8674-01	260	0	43	51	16	12
TCGA-86-A456-01	293	0	30	70	21	38
TCGA-86-A4JF-01	252	290	119	344	553	88
TCGA-86-A4P7-01	0	42	26	0	13	3
TCGA-86-A4P8-01	0	1	0	0	0	1
TCGA-91-6828-01	203	52	32	12	25	12
TCGA-91-6829-01	392	246	49	45	20	53
TCGA-91-6830-01	16	0	236	36	8	19
TCGA-91-6831-01	140	137	7	0	22	34
TCGA-91-6835-01	25	36	19	16	13	4
TCGA-91-6836-01	359	102	26	18	35	39
TCGA-91-6840-01	3	35	85	0	18	1
TCGA-91-6847-01	1	42	17	5	34	6
TCGA-91-6848-01	335	215	106	39	15	31
TCGA-91-6849-01	70	25	5	24	5	12
TCGA-91-7771-01	89	50	18	57	10	27
TCGA-91-8496-01	0	20	3	0	14	4
TCGA-91-8497-01	10	18	1	0	11	16
TCGA-91-8499-01	142	48	109	44	31	21
TCGA-91-A4BC-01	370	79	27	29	40	18
TCGA-91-A4BD-01	0	0	2	13	12	0
TCGA-93-7347-01	80	27	11	5	11	9
TCGA-93-7348-01	45	0	15	36	27	10
TCGA-93-8067-01	57	0	487	73	20	37
TCGA-93-A4JN-01	13	20	13	25	21	6
TCGA-93-A4JO-01	2	32	14	0	10	7
TCGA-93-A4JP-01	12	0	25	26	15	4
TCGA-93-A4JQ-01	0	68	63	4	10	0
TCGA-95-7039-01	1013	165	66	175	53	70
TCGA-95-7043-01	953	171	66	0	54	75
TCGA-95-7562-01	360	43	9	0	27	22
TCGA-95-7567-01	357	24	0	379	365	18
TCGA-95-7944-01	17	0	235	27	2	26
TCGA-95-7947-01	191	30	229	130	29	56
TCGA-95-7948-01	0	0	153	10	17	3
TCGA-95-8039-01	31	0	21	30	27	9
TCGA-95-8494-01	3	0	62	28	33	7
TCGA-95-A4VK-01	202	43	6	8	32	27
TCGA-95-A4VN-01	388	108	47	18	14	16
TCGA-95-A4VP-01	82	45	2	8	14	10
TCGA-97-7546-01	227	64	13	16	16	16
TCGA-97-7547-01	95	33	65	0	18	15
TCGA-97-7552-01	2	5	0	14	22	4
TCGA-97-7553-01	15	13	1	0	14	8
TCGA-97-7554-01	356	66	14	42	32	49
TCGA-97-7937-01	382	68	34	9	49	22
TCGA-97-7938-01	316	87	59	0	28	15
TCGA-97-7941-01	56	2	18	20	20	5
TCGA-97-8171-01	5	29	0	0	25	8
TCGA-97-8172-01	181	58	0	23	42	27
TCGA-97-8174-01	102	33	32	0	37	9
TCGA-97-8175-01	5	18	1	5	4	8
TCGA-97-8176-01	53	23	52	33	20	16
TCGA-97-8177-01	3	0	5	20	13	6
TCGA-97-8179-01	125	55	13	1	3	11
TCGA-97-8547-01	6	0	16	18	25	5
TCGA-97-8552-01	6	4	1	2	11	5
TCGA-97-A4LX-01	117	76	6	16	2	2
TCGA-97-A4M0-01	261	91	74	42	13	19
TCGA-97-A4M1-01	10	3	14	4	22	2
TCGA-97-A4M2-01	5	9	9	0	5	4
TCGA-97-A4M3-01	160	7	31	27	19	6
TCGA-97-A4M5-01	8	0	124	39	7	12
TCGA-97-A4M6-01	0	7	4	19	10	2
TCGA-97-A4M7-01	288	7	16	41	22	10
TCGA-99-7458-01	359	119	9	23	17	50
TCGA-99-8025-01	230	68	158	53	58	32
TCGA-99-8028-01	393	88	10	27	16	8
TCGA-99-8032-01	301	94	36	0	42	19
TCGA-99-8033-01	104	64	11	11	19	14
TCGA-99-AA5R-01	49	13	0	6	0	5
TCGA-J2-8192-01	7	35	7	0	26	15
TCGA-J2-8194-01	68	56	4	15	25	22
TCGA-J2-A4AD-01	78	149	169	0	21	0
TCGA-J2-A4AE-01	0	29	13	4	14	2
TCGA-J2-A4AG-01	51	23	8	0	26	6
TCGA-L4-A4E5-01	292	25	9	59	13	21
TCGA-L4-A4E6-01	10	3	6	0	1	0
TCGA-L9-A443-01	171	74	13	35	7	7
TCGA-L9-A444-01	518	74	18	32	19	40
TCGA-L9-A50W-01	4	0	5	18	4	5
TCGA-L9-A5IP-01	231	33	19	40	15	14
TCGA-L9-A743-01	62	13	69	14	9	1
TCGA-L9-A7SV-01	1690	160	67	12	50	40
TCGA-L9-A8F4-01	570	234	67	40	16	44
TCGA-MN-A4N1-01	350	126	36	0	47	29
TCGA-MN-A4N4-01	1132	30	415	162	41	92
TCGA-MN-A4N5-01	343	40	45	95	25	14
TCGA-MP-A4SV-01	145	72	145	15	20	43
TCGA-MP-A4SW-01	9	15	12	0	37	12
TCGA-MP-A4SY-01	53	103	24	0	16	21
TCGA-MP-A4T2-01	16	25	27	14	13	16
TCGA-MP-A4T4-01	313	35	31	62	23	21
TCGA-MP-A4T6-01	0	34	22	4	19	14
TCGA-MP-A4T7-01	108	13	4	14	13	7
TCGA-MP-A4T8-01	72	10	5	37	14	11
TCGA-MP-A4T9-01	13	11	10	3	2	7
TCGA-MP-A4TA-01	208	135	31	35	31	14
TCGA-MP-A4TC-01	212	22	27	38	17	11
TCGA-MP-A4TD-01	41	33	3	2	16	6
TCGA-MP-A4TE-01	74	35	2	0	50	12
TCGA-MP-A4TF-01	343	97	22	33	16	35
TCGA-MP-A4TH-01	40	54	0	11	21	13
TCGA-MP-A4TI-01	55	0	140	94	14	10
TCGA-MP-A4TJ-01	37	38	0	24	14	2
TCGA-MP-A4TK-01	269	8	63	70	9	23
TCGA-MP-A5C7-01	28	21	1	17	22	7
TCGA-NJ-A4YF-01	577	114	28	5	18	39
TCGA-NJ-A4YG-01	64	15	45	31	33	10
TCGA-NJ-A4YI-01	372	49	26	50	38	24
TCGA-NJ-A4YP-01	115	0	382	144	0	50
TCGA-NJ-A4YQ-01	976	243	20	76	26	50
TCGA-NJ-A55A-01	81	44	9	4	8	1
TCGA-NJ-A55O-01	124	9	11	0	12	9
TCGA-NJ-A55R-01	187	75	10	20	7	24
TCGA-NJ-A7XG-01	6	20	0	0	15	1
TCGA-O1-A52J-01	129	27	11	12	20	12
TCGA-S2-AA1A-01	99	20	3	4	10	8
TCGA-18-3406-01	47	115	81	0	17	17
TCGA-18-3407-01	4	21	0	37	23	7
TCGA-18-3408-01	14	46	0	11	15	12
TCGA-18-3409-01	4	0	27	61	0	4175
TCGA-18-3410-01	35	119	83	0	9	1
TCGA-18-3411-01	98	169	22	30	44	35
TCGA-18-3412-01	21	77	24	7	13	5
TCGA-18-3414-01	96	85	72	66	34	29
TCGA-18-3415-01	40	60	60	34	17	24
TCGA-18-3416-01	138	162	49	0	30	9
TCGA-18-3417-01	132	57	23	90	35	15
TCGA-18-3421-01	87	131	53	67	16	31
TCGA-18-4083-01	184	194	42	7	26	20
TCGA-18-4721-01	63	54	8	54	30	16
TCGA-18-5592-01	173	80	28	29	31	23
TCGA-18-5595-01	18	0	143	89	22	47
TCGA-21-1070-01	428	131	27	60	20	21
TCGA-21-1071-01	62	37	23	51	24	20
TCGA-21-1076-01	208	103	54	11	12	19
TCGA-21-1077-01	97	32	58	68	25	15
TCGA-21-1078-01	0	9	59	14	15	0
TCGA-21-1081-01	51	78	10	49	61	12
TCGA-21-1082-01	209	79	161	4	39	1
TCGA-21-1083-01	462	277	128	0	22	27
TCGA-21-5782-01	154	137	137	38	19	0
TCGA-21-5783-01	140	162	99	11	69	48
TCGA-21-5784-01	101	89	24	25	4	17
TCGA-21-5786-01	262	143	16	12	29	22
TCGA-21-5787-01	316	56	47	39	28	22
TCGA-21-A5DI-01	15	87	29	16	12	13
TCGA-22-0940-01	66	68	18	75	15	25
TCGA-22-0944-01	53	22	19	35	17	18
TCGA-22-1000-01	20	47	24	5	8	18
TCGA-22-1002-01	151	66	7	45	19	9
TCGA-22-1005-01	159	88	26	45	11	17
TCGA-22-1011-01	1	35	83	0	14	0
TCGA-22-1012-01	131	109	42	15	35	16
TCGA-22-1016-01	236	131	36	0	17	29
TCGA-22-4591-01	57	91	2	43	41	35
TCGA-22-4593-01	75	0	27	55	48	26
TCGA-22-4594-01	255	109	18	4	39	14
TCGA-22-4595-01	146	125	79	0	24	28
TCGA-22-4596-01	64	17	5	35	33	20
TCGA-22-4599-01	160	201	4	22	24	38
TCGA-22-4601-01	61	60	32	53	15	13
TCGA-22-4604-01	63	126	19	22	46	30
TCGA-22-4605-01	31	28	5	30	11	8
TCGA-22-4607-01	0	37	27	11	2	7
TCGA-22-4609-01	79	111	6	43	6	6
TCGA-22-4613-01	350	266	18	82	22	44
TCGA-22-5471-01	93	92	25	30	16	42
TCGA-22-5472-01	484	0	13	0	9	0
TCGA-22-5473-01	325	158	329	59	69	69
TCGA-22-5474-01	14	21	49	8	15	2
