Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-22-5477-01	19	27	126	25	25	0
TCGA-22-5478-01	73	89	0	25	30	7
TCGA-22-5479-01	108	134	187	106	58	50
TCGA-22-5480-01	61	98	15	0	15	13
TCGA-22-5481-01	126	137	21	42	26	18
TCGA-22-5482-01	78	37	10	55	12	18
TCGA-22-5483-01	109	70	21	59	22	19
TCGA-22-5485-01	101	69	0	47	24	14
TCGA-22-5489-01	144	33	39	51	27	13
TCGA-22-5491-01	91	0	188	85	38	17
TCGA-22-5492-01	107	83	7	61	19	13
TCGA-22-A5C4-01	181	133	27	0	64	32
TCGA-33-4532-01	163	87	76	77	51	43
TCGA-33-4533-01	147	23	40	109	14	41
TCGA-33-4538-01	32	91	19	33	27	24
TCGA-33-4547-01	2	60	156	0	24	7
TCGA-33-4566-01	1243	159	95	64	32	45
TCGA-33-4582-01	58	62	30	40	37	23
TCGA-33-4583-01	423	158	49	37	41	35
TCGA-33-4586-01	196	149	15	60	26	12
TCGA-33-4587-01	106	25	56	40	25	35
TCGA-33-4589-01	1	7	51	18	33	28
TCGA-33-6737-01	208	46	263	0	21	25
TCGA-33-6738-01	139	174	71	0	20	20
TCGA-33-A4WN-01	47	57	89	32	20	12
TCGA-33-A5GW-01	35	97	96	0	10	11
TCGA-33-AAS8-01	98	117	24	0	32	17
TCGA-33-AASB-01	302	33	34	57	15	16
TCGA-33-AASD-01	227	115	22	42	26	24
TCGA-33-AASI-01	223	107	103	21	25	21
TCGA-33-AASJ-01	38	6	108	26	26	24
TCGA-33-AASL-01	145	130	67	12	11	16
TCGA-34-2596-01	92	130	71	3	15	20
TCGA-34-2600-01	104	56	286	61	41	23
TCGA-34-2604-01	411	191	22	56	45	35
TCGA-34-2605-01	186	88	125	46	24	9
TCGA-34-2608-01	49	46	31	28	24	13
TCGA-34-2609-01	138	109	6	6	33	13
TCGA-34-5231-01	299	289	87	74	55	30
TCGA-34-5232-01	74	66	17	19	52	27
TCGA-34-5234-01	103	65	0	21	16	16
TCGA-34-5236-01	93	107	31	10	13	15
TCGA-34-5239-01	163	21	19	62	29	15
TCGA-34-5240-01	91	0	31	50	24	22
TCGA-34-5241-01	92	89	29	10	20	17
TCGA-34-5927-01	92	84	47	50	35	16
TCGA-34-5928-01	61	114	228	0	38	15
TCGA-34-5929-01	101	69	78	18	14	0
TCGA-34-7107-01	65	90	40	68	37	22
TCGA-34-8454-01	252	68	379	0	12	0
TCGA-34-8455-01	399	163	21	0	9	22
TCGA-34-8456-01	8	15	4	12	4	6
TCGA-34-A5IX-01	129	78	26	62	40	17
TCGA-37-3783-01	72	66	287	25	34	14
TCGA-37-3789-01	87	100	153	0	18	9
TCGA-37-3792-01	640	256	92	82	18	33
TCGA-37-4129-01	0	0	0	4	2	0
TCGA-37-4130-01	944	285	37	48	74	31
TCGA-37-4132-01	190	122	16	8	12	37
TCGA-37-4133-01	90	81	34	64	82	12
TCGA-37-4135-01	137	191	19	0	24	19
TCGA-37-4141-01	200	126	21	0	39	19
TCGA-37-5819-01	539	191	43	48	63	42
TCGA-37-A5EL-01	237	144	69	6	41	34
TCGA-37-A5EM-01	166	143	35	29	23	36
TCGA-37-A5EN-01	76	122	23	29	32	17
TCGA-39-5011-01	567	67	81	27	18	33
TCGA-39-5016-01	196	108	23	27	69	58
TCGA-39-5019-01	65	88	13	21	24	15
TCGA-39-5021-01	78	40	16	36	12	15
TCGA-39-5022-01	17	67	162	0	7	0
TCGA-39-5024-01	5	126	92	6	17	19
TCGA-39-5028-01	35	25	130	0	26	6
TCGA-39-5029-01	26	49	33	29	26	19
TCGA-39-5030-01	47	4	72	0	151	3
TCGA-39-5031-01	123	0	570	66	19	39
TCGA-39-5034-01	505	134	35	39	38	28
TCGA-39-5035-01	26	40	71	10	32	21
TCGA-39-5036-01	110	68	30	60	42	18
TCGA-39-5037-01	102	59	18	56	41	23
TCGA-39-5039-01	69	73	3	14	26	24
TCGA-39-5040-01	354	107	29	34	36	31
TCGA-43-2576-01	391	119	23	84	8	30
TCGA-43-2578-01	229	118	22	40	3	19
TCGA-43-2581-01	861	173	29	8	29	40
TCGA-43-3394-01	62	56	8	31	12	5
TCGA-43-3920-01	87	129	95	0	9	14
TCGA-43-5668-01	500	151	21	69	49	34
TCGA-43-5670-01	5	64	84	2	14	1
TCGA-43-6143-01	144	140	39	42	23	13
TCGA-43-6647-01	77	63	18	14	18	10
TCGA-43-6770-01	64	111	29	41	21	5
TCGA-43-6771-01	156	36	10	21	18	14
TCGA-43-6773-01	0	40	13	1	8	14
TCGA-43-7656-01	182	170	13	21	24	19
TCGA-43-7657-01	49	70	11	0	27	7
TCGA-43-7658-01	99	48	21	26	30	38
TCGA-43-8115-01	69	90	22	30	33	14
TCGA-43-8116-01	174	144	81	4	39	17
TCGA-43-8118-01	407	112	166	52	34	23
TCGA-43-A474-01	227	116	31	4	71	26
TCGA-43-A475-01	135	80	34	9	30	17
TCGA-43-A56U-01	96	74	134	0	14	1
TCGA-43-A56V-01	140	64	20	27	12	13
TCGA-46-3765-01	82	22	59	89	19	21
TCGA-46-3767-01	74	56	10	16	3	8
TCGA-46-3768-01	104	150	35	35	5	23
TCGA-46-3769-01	538	147	333	71	36	21
TCGA-46-6025-01	32	74	52	42	24	9
TCGA-46-6026-01	77	8	46	67	42	24
TCGA-51-4079-01	234	34	70	113	30	29
TCGA-51-4080-01	158	138	12	6	25	13
TCGA-51-4081-01	89	95	9	23	14	18
TCGA-51-6867-01	306	277	110	32	25	32
TCGA-52-7622-01	118	127	4	63	18	8
TCGA-52-7809-01	59	79	69	42	34	25
TCGA-52-7810-01	112	130	269	8	13	3
TCGA-52-7811-01	62	82	11	6	12	14
TCGA-52-7812-01	181	75	44	27	16	28
TCGA-56-1622-01	142	49	8	38	32	18
TCGA-56-5897-01	12	50	46	12	6	0
TCGA-56-5898-01	70	53	18	16	10	15
TCGA-56-6545-01	126	85	77	44	20	14
TCGA-56-6546-01	190	137	8	28	21	32
TCGA-56-7221-01	118	119	81	2	20	26
TCGA-56-7222-01	180	158	39	65	23	24
TCGA-56-7223-01	87	137	22	62	26	39
TCGA-56-7579-01	92	108	52	22	16	27
TCGA-56-7580-01	49	89	13	0	16	4
TCGA-56-7582-01	39	107	9	7	25	17
TCGA-56-7730-01	205	146	10	12	51	38
TCGA-56-7731-01	167	172	32	51	14	7
TCGA-56-7822-01	114	117	185	0	35	16
TCGA-56-7823-01	163	97	14	28	24	28
TCGA-56-8082-01	93	68	17	20	54	29
TCGA-56-8083-01	96	44	2	24	21	12
TCGA-56-8201-01	76	42	28	30	18	5
TCGA-56-8304-01	134	99	23	13	10	25
TCGA-56-8305-01	241	96	36	64	25	28
TCGA-56-8307-01	274	160	29	12	31	19
TCGA-56-8308-01	193	92	36	35	47	32
TCGA-56-8309-01	50	51	11	29	13	7
TCGA-56-8503-01	22	71	110	0	1	5
TCGA-56-8504-01	125	94	3	33	16	20
TCGA-56-8622-01	109	37	29	63	33	21
TCGA-56-8624-01	52	31	46	0	23	6
TCGA-56-8625-01	185	13	224	79	68	37
TCGA-56-8626-01	106	105	45	15	31	20
TCGA-56-8628-01	269	150	3	58	13	23
TCGA-56-8629-01	106	82	26	27	26	11
TCGA-56-A49D-01	79	113	93	34	43	14
TCGA-56-A4BW-01	88	92	86	0	18	6
TCGA-56-A4BY-01	52	67	5	40	14	10
TCGA-56-A4ZJ-01	61	44	7	15	5	12
TCGA-56-A4ZK-01	59	166	36	10	13	12
TCGA-56-A5DS-01	74	20	58	53	30	28
TCGA-56-A62T-01	362	144	35	3	42	44
TCGA-58-8386-01	93	97	25	56	27	16
TCGA-58-8387-01	42	48	78	22	32	12
TCGA-58-8388-01	85	73	13	24	18	13
TCGA-58-8391-01	131	201	9	26	31	31
TCGA-58-8393-01	12	0	269	0	12	48
TCGA-58-A46J-01	81	79	24	4	18	11
TCGA-58-A46K-01	16	23	100	32	21	3
TCGA-58-A46L-01	114	92	38	3	24	9
TCGA-58-A46M-01	195	34	50	136	66	51
TCGA-58-A46N-01	87	75	10	51	21	20
TCGA-60-2695-01	93	108	23	6	25	17
TCGA-60-2697-01	12	0	0	0	2	0
TCGA-60-2698-01	233	232	865	0	27	38
TCGA-60-2703-01	133	101	55	40	23	14
TCGA-60-2704-01	55	64	38	33	42	20
TCGA-60-2707-01	41	13	42	24	14	7
TCGA-60-2708-01	64	84	49	5	46	10
TCGA-60-2709-01	73	75	11	30	7	15
TCGA-60-2710-01	63	76	9	53	35	18
TCGA-60-2711-01	51	62	17	0	16	11
TCGA-60-2712-01	36	2	20	30	18	6
TCGA-60-2713-01	87	134	41	8	19	35
TCGA-60-2714-01	691	99	124	63	97	26
TCGA-60-2715-01	26	28	16	43	38	9
TCGA-60-2716-01	0	0	3	0	17	2
TCGA-60-2719-01	79	55	17	66	52	11
TCGA-60-2720-01	178	183	160	0	0	3
TCGA-60-2721-01	6	93	140	1	16	14
TCGA-60-2722-01	105	121	62	55	22	27
TCGA-60-2723-01	140	152	9	11	20	22
TCGA-60-2724-01	256	111	14	11	17	36
TCGA-60-2725-01	56	112	15	0	5	1
TCGA-60-2726-01	123	136	49	70	29	21
TCGA-63-5128-01	133	130	18	55	15	24
TCGA-63-5131-01	103	127	67	51	26	20
TCGA-63-6202-01	255	47	18	40	36	20
TCGA-63-7020-01	91	78	11	28	12	7
TCGA-63-7021-01	88	96	22	79	10	13
TCGA-63-7022-01	69	69	23	48	15	15
TCGA-63-7023-01	68	33	12	46	19	5
TCGA-63-A5M9-01	26	18	12	29	34	16
TCGA-63-A5MB-01	139	139	36	20	48	33
TCGA-63-A5MG-01	39	63	11	0	23	4
TCGA-63-A5MH-01	39	86	111	19	16	12
TCGA-63-A5MI-01	27	128	74	0	26	12
TCGA-63-A5MJ-01	64	95	5	21	41	17
TCGA-63-A5ML-01	117	65	30	35	35	24
TCGA-63-A5MM-01	27	0	24	0	1359	0
TCGA-63-A5MN-01	3	0	7	20	14	4
TCGA-63-A5MP-01	57	87	0	21	45	24
TCGA-63-A5MR-01	50	0	77	59	19	20
TCGA-63-A5MS-01	131	179	142	0	23	13
TCGA-63-A5MT-01	61	79	103	26	29	0
TCGA-63-A5MU-01	54	66	62	31	35	25
TCGA-63-A5MV-01	58	0	16	51	17	11
TCGA-63-A5MW-01	167	181	68	88	51	31
TCGA-63-A5MY-01	81	75	20	12	19	10
TCGA-66-2727-01	100	67	25	24	21	14
TCGA-66-2734-01	133	46	2	42	12	14
TCGA-66-2742-01	93	83	3	64	35	2
TCGA-66-2744-01	106	76	39	0	15	14
TCGA-66-2754-01	64	111	33	64	34	40
TCGA-66-2755-01	136	94	5	33	10	11
TCGA-66-2756-01	352	148	24	61	29	19
TCGA-66-2757-01	150	111	23	15	8	11
TCGA-66-2758-01	74	218	110	0	15	9
TCGA-66-2759-01	144	175	110	13	69	36
TCGA-66-2763-01	223	149	45	17	32	28
TCGA-66-2765-01	19	50	7	10	15	11
TCGA-66-2766-01	176	0	131	137	35	28
TCGA-66-2767-01	162	119	33	21	46	33
TCGA-66-2769-01	86	274	56	0	27	8
TCGA-66-2770-01	127	60	18	47	40	26
TCGA-66-2771-01	85	54	95	67	16	10
TCGA-66-2773-01	82	0	480	98	39	59
TCGA-66-2777-01	36	79	15	22	27	33
TCGA-66-2778-01	5	51	79	20	20	10
TCGA-66-2780-01	37	97	22	0	11	12
TCGA-66-2781-01	51	50	24	25	8	9
TCGA-66-2782-01	198	114	75	23	16	40
TCGA-66-2783-01	108	72	37	28	25	38
TCGA-66-2785-01	107	422	938	0	0	0
TCGA-66-2786-01	46	92	73	34	28	10
TCGA-66-2787-01	293	158	37	52	8	24
TCGA-66-2788-01	98	81	51	0	10	16
TCGA-66-2789-01	128	228	38	0	17	25
TCGA-66-2791-01	72	168	77	13	26	26
TCGA-66-2792-01	32	78	5	11	30	21
TCGA-66-2793-01	121	174	4	36	29	20
TCGA-66-2794-01	35	52	69	0	37	10
TCGA-66-2795-01	151	84	29	28	44	27
TCGA-66-2800-01	103	48	10	32	39	26
TCGA-68-7755-01	118	117	22	6	45	30
TCGA-68-7756-01	58	14	8	14	20	4
TCGA-68-7757-01	228	57	9	49	30	5
TCGA-68-8250-01	132	137	18	52	21	16
TCGA-68-8251-01	25	63	164	0	117	22
TCGA-68-A59J-01	181	128	115	3	20	21
TCGA-6A-AB49-01	272	149	28	3	19	21
TCGA-70-6722-01	252	9	34	25	16	27
TCGA-70-6723-01	30	52	0	18	23	17
TCGA-77-6842-01	164	187	48	20	28	13
TCGA-77-6843-01	32	120	36	0	25	11
TCGA-77-6844-01	74	87	31	9	18	27
TCGA-77-6845-01	89	122	26	26	9	20
TCGA-77-7139-01	76	29	16	69	26	20
TCGA-77-7140-01	35	118	47	0	16	13
TCGA-77-7141-01	156	300	391	0	25	0
TCGA-77-7142-01	124	55	41	13	68	30
TCGA-77-7335-01	55	101	83	8	32	13
TCGA-77-7337-01	115	154	43	60	23	30
TCGA-77-7338-01	28	65	52	0	26	0
TCGA-77-7463-01	250	114	39	38	24	23
TCGA-77-7465-01	172	204	16	19	34	37
TCGA-77-8007-01	35	25	10	20	22	7
TCGA-77-8008-01	89	61	0	39	14	17
TCGA-77-8009-01	46	3	24	82	28	29
TCGA-77-8128-01	163	65	23	66	44	17
TCGA-77-8130-01	65	67	5	35	38	16
TCGA-77-8131-01	13	46	15	0	9	4
TCGA-77-8133-01	223	99	12	52	42	43
TCGA-77-8136-01	101	118	333	0	11	0
TCGA-77-8138-01	34	58	5	4	14	11
TCGA-77-8139-01	82	89	30	14	35	13
TCGA-77-8140-01	152	132	85	63	11	14
TCGA-77-8143-01	56	68	12	14	25	8
TCGA-77-8144-01	200	134	38	49	27	34
TCGA-77-8145-01	15	83	21	0	20	11
TCGA-77-8146-01	66	82	12	6	14	24
TCGA-77-8148-01	85	111	8	32	57	36
TCGA-77-8150-01	51	51	12	0	31	4
TCGA-77-8153-01	66	88	12	22	24	10
TCGA-77-8154-01	78	57	17	53	28	23
TCGA-77-8156-01	110	84	10	3	36	28
TCGA-77-A5FZ-01	1	0	0	0	0	0
TCGA-77-A5G1-01	77	43	13	51	9	8
TCGA-77-A5G3-01	340	198	110	0	58	70
TCGA-77-A5G6-01	325	186	31	8	39	25
TCGA-77-A5G7-01	24	19	11	56	15	3
TCGA-77-A5G8-01	83	121	9	0	32	33
TCGA-77-A5GA-01	55	43	14	24	39	19
TCGA-77-A5GB-01	9	30	90	9	20	13
TCGA-77-A5GF-01	45	41	26	4	16	14
TCGA-77-A5GH-01	96	63	79	52	29	24
TCGA-79-5596-01	94	97	3	19	19	19
TCGA-85-6175-01	4	9	6	4	23	8
TCGA-85-6560-01	141	217	39	43	61	17
TCGA-85-6561-01	89	82	56	47	13	18
TCGA-85-6798-01	78	147	43	27	35	11
TCGA-85-7696-01	57	79	32	20	37	38
TCGA-85-7697-01	119	63	32	68	25	35
TCGA-85-7698-01	21	54	24	35	17	16
TCGA-85-7699-01	50	114	13	27	31	8
TCGA-85-7710-01	42	60	56	53	20	13
TCGA-85-7843-01	64	134	57	8	22	8
TCGA-85-7844-01	69	71	0	33	28	15
TCGA-85-7950-01	150	5	57	79	23	14
TCGA-85-8048-01	47	36	14	14	26	15
TCGA-85-8049-01	100	22	19	75	31	20
TCGA-85-8052-01	31	28	4	52	26	15
TCGA-85-8070-01	91	96	31	27	24	8
TCGA-85-8071-01	201	125	30	63	33	30
TCGA-85-8072-01	45	75	10	49	33	15
TCGA-85-8276-01	83	160	30	38	18	22
TCGA-85-8277-01	73	57	44	63	31	33
TCGA-85-8287-01	87	118	34	42	22	14
TCGA-85-8288-01	76	91	16	46	55	21
TCGA-85-8350-01	205	19	43	71	29	33
TCGA-85-8351-01	42	59	14	33	35	4
TCGA-85-8352-01	124	120	47	0	14	22
TCGA-85-8353-01	63	68	8	51	19	13
TCGA-85-8354-01	47	94	80	9	30	11
TCGA-85-8355-01	78	114	10	44	14	22
TCGA-85-8479-01	20	45	5	23	34	21
TCGA-85-8481-01	179	95	22	48	28	16
TCGA-85-8580-01	136	91	3	63	29	20
TCGA-85-8582-01	248	79	24	0	26	17
TCGA-85-8584-01	189	57	34	17	14	19
TCGA-85-8664-01	102	96	33	10	29	11
TCGA-85-8666-01	105	103	32	19	12	25
TCGA-85-A4CL-01	55	0	749	118	19	93
TCGA-85-A4CN-01	75	61	7	63	24	9
TCGA-85-A4JB-01	261	196	24	58	9	38
TCGA-85-A4JC-01	81	107	103	4	10	20
TCGA-85-A4PA-01	3	0	0	0	10	0
TCGA-85-A4QQ-01	39	89	239	0	17	12
TCGA-85-A4QR-01	40	74	43	58	49	15
TCGA-85-A50M-01	41	0	14	23	17	9
TCGA-85-A50Z-01	269	205	59	12	8	18
TCGA-85-A510-01	110	38	1	0	19	17
TCGA-85-A511-01	132	38	31	40	10	13
TCGA-85-A512-01	47	62	37	38	6	10
TCGA-85-A513-01	0	13	1	0	7	7
TCGA-85-A53L-01	85	129	7	0	16	7
TCGA-85-A5B5-01	203	157	8	60	18	20
TCGA-90-7766-01	33	21	20	41	16	4
TCGA-90-7767-01	45	7	14	45	16	11
TCGA-90-7769-01	314	114	30	82	41	48
TCGA-90-7964-01	234	87	134	66	23	51
TCGA-90-A4ED-01	0	0	0	0	3	2737
TCGA-90-A4EE-01	103	69	146	63	26	46
TCGA-90-A59Q-01	241	52	7	11	27	16
TCGA-92-7340-01	136	214	150	0	41	16
TCGA-92-7341-01	47	36	11	44	59	18
TCGA-92-8063-01	174	202	14	16	9	25
TCGA-92-8064-01	88	86	6	29	33	31
TCGA-92-8065-01	5	0	276	31	15	29
TCGA-94-7033-01	0	77	51	0	22	6
TCGA-94-7557-01	0	34	56	5	19	25
TCGA-94-7943-01	41	0	115	39	17	41
TCGA-94-8035-01	90	22	42	53	28	16
TCGA-94-8490-01	131	184	5	437	356	21
TCGA-94-8491-01	172	345	129	0	21	12
TCGA-94-A4VJ-01	253	131	42	30	35	21
TCGA-94-A5I4-01	106	108	18	31	30	20
TCGA-94-A5I6-01	82	47	18	25	26	16
TCGA-96-7544-01	159	210	88	1	33	7
TCGA-96-7545-01	28	47	9	38	15	12
TCGA-96-8169-01	40	134	7	0	19	14
TCGA-96-8170-01	122	65	94	24	16	10
TCGA-96-A4JK-01	247	132	98	57	52	48
TCGA-96-A4JL-01	2	0	5	1	49	15
TCGA-98-7454-01	111	56	41	23	12	18
TCGA-98-8020-01	8	34	48	0	27	1
TCGA-98-8021-01	133	0	879	180	14	84
TCGA-98-8022-01	49	161	56	0	33	8
TCGA-98-8023-01	77	107	10	22	13	22
TCGA-98-A538-01	394	214	123	46	24	41
TCGA-98-A539-01	87	58	40	6	13	24
TCGA-98-A53A-01	191	61	22	72	23	22
TCGA-98-A53B-01	23	89	25	28	15	10
TCGA-98-A53C-01	0	1	0	3	0	0
TCGA-98-A53H-01	28	6	1	0	0	2
TCGA-98-A53I-01	156	155	44	63	37	34
TCGA-98-A53J-01	28	0	29	55	16	16
TCGA-J1-A4AH-01	47	25	59	63	19	21
TCGA-L3-A4E7-01	48	35	2	19	18	4
TCGA-L3-A524-01	195	143	9	48	26	13
TCGA-LA-A446-01	181	92	51	29	27	39
TCGA-LA-A7SW-01	0	37	37	21	28	0
TCGA-MF-A522-01	74	0	392	192	35	63
TCGA-NC-A5HD-01	212	273	42	1	12	26
TCGA-NC-A5HE-01	114	66	24	13	16	20
TCGA-NC-A5HF-01	124	130	30	0	28	3
TCGA-NC-A5HG-01	119	297	136	51	31	152
TCGA-NC-A5HH-01	158	139	13	63	28	35
TCGA-NC-A5HI-01	260	59	90	92	31	12
TCGA-NC-A5HJ-01	303	125	24	9	24	20
TCGA-NC-A5HK-01	172	92	15	31	21	11
TCGA-NC-A5HL-01	65	60	19	71	32	23
TCGA-NC-A5HM-01	113	161	23	14	17	26
TCGA-NC-A5HN-01	224	274	18	98	37	89
TCGA-NC-A5HO-01	88	142	22	27	15	14
TCGA-NC-A5HP-01	243	123	72	27	22	23
TCGA-NC-A5HQ-01	173	120	27	38	41	29
TCGA-NC-A5HR-01	161	173	14	27	11	23
TCGA-NC-A5HT-01	196	102	20	15	35	46
TCGA-NK-A5CR-01	145	97	29	50	20	41
TCGA-NK-A5CT-01	158	85	79	38	31	16
TCGA-NK-A5CX-01	125	63	4	3	13	7
TCGA-NK-A5D1-01	23	58	19	13	26	21
TCGA-NK-A7XE-01	0	0	89	24	9	10
TCGA-O2-A52N-01	276	216	87	2	31	23
TCGA-O2-A52Q-01	751	84	221	81	45	43
TCGA-O2-A52S-01	160	95	112	33	33	38
TCGA-O2-A52V-01	154	46	14	71	21	26
TCGA-O2-A52W-01	42	5	10	34	26	13
TCGA-O2-A5IB-01	129	124	10	34	0	17
TCGA-XC-AA0X-01	65	38	20	71	18	19
