NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	124.222	63.906	21.389	45.663	0.506	0.804	80000.0
2	121.523	63.012	20.185	44.563	0.503	0.814	60000.0
3	121.183	62.83	20.072	44.434	0.503	0.815	80000.0
4	122.074	62.677	20.525	44.701	0.502	0.812	100000.0
5	120.307	62.751	19.966	44.492	0.507	0.814	90000.0
6	121.588	63.169	20.559	45.011	0.508	0.81	140000.0
7	123.091	62.69	21.154	44.907	0.501	0.813	50000.0
8	126.207	64.3	21.652	45.825	0.503	0.804	50000.0
9	127.388	65.782	21.915	46.873	0.51	0.794	60000.0
10	119.467	62.503	19.684	44.287	0.505	0.815	50000.0
11	119.983	62.693	19.823	44.564	0.505	0.813	50000.0
12	119.34	61.691	20.051	43.918	0.502	0.818	70000.0
13	122.082	62.871	20.654	44.898	0.5	0.812	60000.0
14	121.008	62.507	20.086	44.336	0.497	0.816	80000.0
15	119.845	62.494	19.844	44.349	0.504	0.814	60000.0
16	125.088	64.684	21.182	45.8	0.505	0.804	70000.0
17	125.965	65.393	21.398	46.482	0.509	0.797	70000.0
18	127.21	65.404	21.94	46.643	0.503	0.798	60000.0
19	124.906	63.982	21.506	45.705	0.503	0.806	70000.0
20	125.068	64.697	21.18	45.721	0.503	0.805	70000.0
21	125.866	64.978	21.549	46.205	0.508	0.8	70000.0
22	130.528	67.049	23.035	48.125	0.513	0.785	130000.0
23	127.555	65.589	22.008	46.689	0.506	0.797	90000.0
24	125.409	64.819	21.553	46.557	0.509	0.796	130000.0
25	124.621	64.584	20.787	45.571	0.51	0.806	30000.0
26	124.944	64.051	21.527	45.929	0.502	0.803	40000.0
27	121.145	62.686	20.143	44.513	0.501	0.814	50000.0
28	124.225	64.028	20.929	45.322	0.504	0.808	70000.0
29	121.402	63.317	20.164	44.709	0.503	0.812	90000.0
30	125.127	64.564	21.029	45.915	0.505	0.802	80000.0
31	129.261	66.336	22.905	47.416	0.508	0.79	60000.0
32	125.835	64.445	21.33	45.588	0.503	0.807	50000.0
33	128.1	65.59	22.234	46.75	0.505	0.799	80000.0
34	121.58	62.641	20.266	44.415	0.5	0.815	50000.0
35	120.282	62.113	19.868	44.211	0.499	0.817	50000.0
36	122.437	63.178	20.57	44.716	0.505	0.813	150000.0
37	122.902	63.458	20.874	45.474	0.504	0.807	80000.0
38	124.416	63.554	21.248	45.504	0.501	0.808	70000.0
39	123.248	63.594	21.015	45.529	0.506	0.806	110000.0
40	126.303	64.53	21.676	45.861	0.503	0.806	60000.0
41	121.523	62.889	20.096	44.505	0.501	0.813	40000.0
42	127.46	65.092	21.961	46.524	0.499	0.799	50000.0
43	125.127	64.521	21.101	45.541	0.501	0.807	100000.0
44	124.879	64.441	21.024	45.475	0.502	0.808	50000.0
45	127.342	65.457	21.929	46.742	0.506	0.796	70000.0
46	125.09	64.822	21.229	46.015	0.502	0.802	70000.0
47	127.344	65.342	21.919	46.637	0.511	0.797	130000.0
48	121.795	62.695	20.305	44.451	0.502	0.814	50000.0
49	121.116	62.616	20.292	44.574	0.502	0.813	60000.0
50	122.74	64.057	20.353	45.127	0.507	0.808	60000.0
51	122.477	63.278	20.886	45.175	0.502	0.808	60000.0
52	120.142	62.245	19.882	44.328	0.501	0.815	40000.0
53	126.806	65.175	21.896	46.621	0.502	0.797	40000.0
54	121.075	62.753	20.136	44.369	0.496	0.816	50000.0
55	126.848	65.554	21.745	46.881	0.506	0.794	110000.0
56	124.234	64.167	20.787	45.279	0.502	0.809	50000.0
57	118.128	60.994	19.697	43.532	0.5	0.821	40000.0
58	122.193	63.428	20.148	44.713	0.505	0.812	50000.0
59	123.092	63.585	20.871	45.45	0.501	0.806	100000.0
60	122.843	63.557	20.851	45.417	0.504	0.806	70000.0
61	120.632	63.13	19.952	44.827	0.509	0.81	50000.0
62	122.496	63.254	20.811	45.043	0.503	0.81	60000.0
63	125.104	64.262	21.267	45.764	0.496	0.805	80000.0
64	126.157	65.006	21.396	46.033	0.504	0.802	80000.0
65	121.846	63.355	20.573	45.274	0.502	0.806	70000.0
66	123.793	63.9	21.126	45.569	0.503	0.806	50000.0
67	122.977	63.808	20.746	45.359	0.508	0.806	60000.0
68	122.358	64.106	20.221	45.28	0.511	0.807	170000.0
69	127.593	65.952	22.039	46.795	0.507	0.797	80000.0
70	120.563	62.743	19.948	44.345	0.502	0.815	60000.0
71	124.827	63.922	21.345	45.854	0.503	0.802	50000.0
72	122.202	62.893	20.428	44.641	0.5	0.814	50000.0
73	124.586	64.524	21.174	45.996	0.506	0.802	50000.0
74	121.086	62.675	20.235	44.714	0.504	0.812	50000.0
75	126.254	65.033	21.711	46.36	0.508	0.799	70000.0
76	124.714	64.493	20.969	45.489	0.503	0.806	80000.0
77	125.314	64.85	21.169	45.914	0.507	0.804	50000.0
78	125.382	64.532	21.247	45.631	0.502	0.806	50000.0
79	120.485	62.853	20.057	44.73	0.505	0.811	80000.0
80	124.358	64.351	20.968	45.66	0.504	0.805	50000.0
81	126.682	65.195	21.681	46.398	0.504	0.799	90000.0
82	123.645	63.445	21.078	45.493	0.501	0.808	60000.0
83	121.223	62.808	20.042	44.532	0.503	0.814	50000.0
84	125.356	64.661	21.162	45.741	0.5	0.805	40000.0
85	124.625	64.386	20.933	45.671	0.499	0.805	80000.0
86	122.125	63.279	20.67	45.342	0.498	0.806	100000.0
87	125.22	64.197	21.162	45.278	0.5	0.81	60000.0
88	125.835	65.411	21.334	46.292	0.512	0.799	120000.0
89	120.645	62.91	19.957	44.528	0.505	0.813	80000.0
90	125.152	64.706	21.123	45.783	0.506	0.805	80000.0
91	119.729	61.378	20.168	43.936	0.496	0.819	60000.0
92	119.776	62.324	19.779	44.133	0.503	0.817	50000.0
93	122.58	63.75	20.723	45.425	0.505	0.806	70000.0
94	124.777	64.178	21.06	45.434	0.498	0.808	70000.0
95	121.421	62.613	20.164	44.435	0.499	0.815	50000.0
96	122.29	62.785	20.47	44.6	0.502	0.814	70000.0
97	121.326	62.968	20.201	44.735	0.503	0.812	70000.0
98	121.458	62.953	20.298	44.836	0.5	0.811	60000.0
99	124.363	63.781	21.343	45.729	0.506	0.805	40000.0
100	120.602	62.818	20.131	44.635	0.504	0.813	100000.0
