Samples	SBS96A	SBS96B	SBS96C
TCGA-GF-A6C8-06	7.76E+00	8.81E+00	1.47E+00
TCGA-GF-A6C9-06	1.82E+01	1.85E+01	2.28E+00
TCGA-GF-A769-01	2.70E+00	3.20E+00	8.52E-01
TCGA-GN-A262-06	1.01E+01	1.21E+01	2.23E+00
TCGA-GN-A263-01	5.39E+00	5.71E+00	7.21E-01
TCGA-GN-A264-06	5.14E-01	6.24E-01	6.05E-01
TCGA-GN-A265-06	5.03E+00	5.30E+00	9.29E-01
TCGA-GN-A266-06	1.86E+01	1.86E+01	2.91E+00
TCGA-GN-A267-06	8.49E+00	9.22E+00	1.32E+00
TCGA-GN-A268-06	5.83E+00	7.01E+00	1.54E+00
TCGA-GN-A269-01	1.02E+01	1.14E+01	1.66E+00
TCGA-GN-A26A-06	6.41E+00	7.00E+00	1.02E+00
TCGA-GN-A26C-01	1.22E+01	1.30E+01	1.78E+00
TCGA-GN-A26D-06	4.72E-01	8.91E-01	5.85E-01
TCGA-GN-A4U3-06	6.12E+00	7.30E+00	1.44E+00
TCGA-GN-A4U4-06	8.43E+00	8.97E+00	1.32E+00
TCGA-GN-A4U5-01	8.91E+00	9.98E+00	1.29E+00
TCGA-GN-A4U7-06	4.50E+00	4.79E+00	8.88E-01
TCGA-GN-A4U8-06	4.74E+00	5.42E+00	1.05E+00
TCGA-GN-A4U9-06	4.11E-01	1.17E+00	9.67E-01
TCGA-GN-A8LK-06	3.28E+01	3.65E+01	4.51E+00
TCGA-GN-A8LL-06	5.66E-01	7.41E-01	6.42E-01
TCGA-GN-A8LN-01	2.30E+00	2.24E+00	9.38E-01
TCGA-GN-A9SD-06	1.96E+00	2.34E+00	9.16E-01
TCGA-HR-A2OG-06	3.62E+00	3.87E+00	7.67E-01
TCGA-HR-A2OH-06	1.77E+00	1.92E+00	5.61E-01
TCGA-HR-A5NC-01	1.57E+00	1.93E+00	7.36E-01
TCGA-IH-A3EA-01	2.05E+01	2.47E+01	4.57E+00
TCGA-LH-A9QB-06	3.53E+00	3.99E+00	9.40E-01
TCGA-OD-A75X-06	1.85E+01	2.21E+01	4.12E+00
TCGA-QB-A6FS-06	1.16E+01	1.26E+01	1.53E+00
TCGA-QB-AA9O-06	2.00E+01	2.03E+01	2.03E+00
TCGA-RP-A690-06	1.74E-01	3.65E-01	3.31E-01
TCGA-RP-A693-06	1.58E+01	1.72E+01	1.90E+00
TCGA-RP-A694-06	6.25E+00	6.89E+00	1.37E+00
TCGA-RP-A695-06	1.45E+01	1.65E+01	2.35E+00
TCGA-RP-A6K9-06	1.36E-01	5.72E-01	5.34E-01
TCGA-W3-A824-06	1.95E+01	2.32E+01	4.41E+00
TCGA-W3-A825-06	1.04E+01	1.14E+01	1.85E+00
TCGA-W3-A828-06	3.61E+01	4.14E+01	5.96E+00
TCGA-W3-AA1O-06	1.08E+01	1.17E+01	1.28E+00
TCGA-W3-AA1Q-06	1.15E+01	1.37E+01	2.59E+00
TCGA-W3-AA1R-06	2.48E+01	2.84E+01	4.25E+00
TCGA-W3-AA1V-06	4.76E+01	4.97E+01	3.80E+00
TCGA-W3-AA1W-06	6.31E+00	7.15E+00	1.39E+00
TCGA-W3-AA21-06	6.95E+00	8.01E+00	1.48E+00
TCGA-WE-A8JZ-06	3.12E+00	3.74E+00	1.06E+00
TCGA-WE-A8K1-06	3.76E+00	4.06E+00	1.13E+00
TCGA-WE-A8K4-01	1.41E+01	1.58E+01	2.10E+00
TCGA-WE-A8K5-06	1.13E+01	1.30E+01	2.16E+00
TCGA-WE-A8K6-06	4.69E+00	5.52E+00	1.16E+00
TCGA-WE-A8ZM-06	1.18E+00	1.41E+00	1.05E+00
TCGA-WE-A8ZN-06	2.93E+00	3.38E+00	8.30E-01
TCGA-WE-A8ZO-06	5.45E+00	6.33E+00	1.19E+00
TCGA-WE-A8ZQ-06	3.32E+00	3.73E+00	9.36E-01
TCGA-WE-A8ZR-06	3.63E-01	2.13E-01	3.92E-01
TCGA-WE-A8ZT-06	8.53E+00	9.92E+00	1.67E+00
TCGA-WE-A8ZX-06	4.28E+00	4.85E+00	1.00E+00
TCGA-WE-A8ZY-06	4.20E+00	4.68E+00	9.73E-01
TCGA-WE-AA9Y-06	1.54E+00	1.76E+00	6.12E-01
TCGA-WE-AAA0-06	2.11E+01	2.30E+01	2.37E+00
TCGA-WE-AAA3-06	2.79E+00	2.90E+00	9.71E-01
TCGA-WE-AAA4-06	2.30E+00	2.39E+00	7.93E-01
TCGA-XV-A9VZ-01	2.58E-01	3.27E-01	3.05E-01
TCGA-XV-A9W2-01	5.52E-01	5.40E-01	4.91E-01
TCGA-XV-A9W5-01	1.16E+00	1.28E+00	7.15E-01
TCGA-XV-AAZV-01	1.61E+00	1.72E+00	5.95E-01
TCGA-XV-AAZW-01	2.03E+00	2.35E+00	9.96E-01
TCGA-XV-AAZY-01	2.59E+00	2.90E+00	5.72E-01
TCGA-YD-A89C-06	1.47E+01	1.57E+01	1.75E+00
TCGA-YD-A9TA-06	2.74E+01	2.84E+01	2.77E+00
TCGA-YD-A9TB-06	1.98E+00	2.10E+00	9.51E-01
TCGA-YG-AA3N-01	1.82E+01	1.98E+01	2.06E+00
TCGA-YG-AA3O-06	1.61E+01	1.79E+01	2.63E+00
TCGA-YG-AA3P-06	3.88E-01	9.01E-01	8.77E-01
TCGA-Z2-A8RT-06	1.60E+01	1.57E+01	2.91E+00
TCGA-Z2-AA3S-06	4.33E+00	5.37E+00	1.33E+00
TCGA-Z2-AA3V-06	6.09E+00	6.75E+00	1.23E+00
