NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	67.744	102.891	12.213	67.933	0.984	0.624	30000.0
2	67.482	102.706	12.115	67.489	0.985	0.629	40000.0
3	67.102	102.119	12.018	67.088	0.975	0.633	40000.0
4	66.12	101.742	11.574	66.618	0.992	0.637	20000.0
5	67.122	102.706	12.056	67.831	0.991	0.623	40000.0
6	65.916	101.539	11.544	66.604	0.992	0.637	30000.0
7	66.498	102.064	11.667	66.882	0.998	0.632	40000.0
8	66.138	101.689	11.554	66.698	0.994	0.634	30000.0
9	66.382	101.772	11.518	66.552	0.993	0.635	50000.0
10	68.047	102.952	12.237	67.716	0.989	0.624	30000.0
11	66.365	101.568	11.583	66.515	0.99	0.638	20000.0
12	67.057	102.728	11.73	67.191	1.003	0.629	40000.0
13	66.041	101.142	11.555	66.366	0.983	0.64	30000.0
14	66.202	101.683	11.562	66.558	0.99	0.637	60000.0
15	65.44	100.582	11.451	66.119	0.977	0.642	40000.0
16	67.661	103.201	12.23	67.844	0.993	0.623	40000.0
17	66.197	101.497	11.669	66.529	0.99	0.638	50000.0
18	67.635	102.648	12.188	67.534	0.99	0.629	50000.0
19	66.037	101.609	11.623	66.533	0.99	0.636	20000.0
20	67.594	102.627	12.128	67.761	0.985	0.626	30000.0
21	67.71	103.16	12.172	67.948	0.988	0.625	40000.0
22	66.289	101.571	11.628	66.502	0.989	0.635	40000.0
23	65.901	101.137	11.523	66.06	0.983	0.642	20000.0
24	66.247	101.969	11.604	66.695	0.996	0.634	30000.0
25	66.096	101.499	11.562	66.461	0.987	0.635	30000.0
26	66.037	101.443	11.56	66.386	0.989	0.639	20000.0
27	65.817	101.369	11.489	66.316	0.987	0.639	20000.0
28	65.717	100.823	11.428	66.172	0.985	0.64	30000.0
29	65.889	101.263	11.53	66.333	0.989	0.639	20000.0
30	67.23	102.508	11.996	67.114	0.981	0.633	20000.0
31	67.746	103.015	12.266	67.946	0.99	0.621	50000.0
32	67.478	102.285	12.168	67.282	0.981	0.631	50000.0
33	66.136	101.748	11.592	66.334	0.992	0.639	40000.0
34	66.409	101.553	11.651	66.504	0.99	0.638	40000.0
35	66.42	101.569	11.675	66.655	0.988	0.636	20000.0
36	66.381	101.826	11.626	66.907	0.99	0.633	40000.0
37	65.886	101.488	11.534	66.68	0.989	0.634	40000.0
38	66.371	102.102	11.635	66.78	1.0	0.632	40000.0
39	66.034	101.401	11.593	66.398	0.986	0.637	40000.0
40	66.452	101.587	11.55	66.778	0.989	0.634	20000.0
41	66.155	101.847	11.554	66.943	0.991	0.631	30000.0
42	67.531	102.65	12.044	67.22	0.986	0.631	30000.0
43	66.233	101.808	11.599	66.713	0.993	0.636	50000.0
44	67.303	102.721	12.068	67.552	0.983	0.626	20000.0
45	66.534	102.233	11.596	66.922	0.997	0.632	60000.0
46	66.317	101.765	11.649	66.751	0.986	0.637	30000.0
47	65.851	101.253	11.426	66.406	0.984	0.638	50000.0
48	66.435	102.088	11.622	66.746	0.994	0.632	50000.0
49	66.306	101.386	11.661	66.511	0.984	0.638	20000.0
50	66.402	101.671	11.7	66.724	0.991	0.636	20000.0
51	66.392	102.5	11.609	66.854	1.004	0.632	30000.0
52	66.232	101.695	11.618	66.507	0.984	0.638	50000.0
53	66.158	101.591	11.462	66.52	0.99	0.637	20000.0
54	66.204	101.612	11.616	66.413	0.993	0.635	40000.0
55	67.591	102.098	12.234	67.325	0.975	0.631	30000.0
56	66.052	101.733	11.549	66.648	0.993	0.636	40000.0
57	66.157	101.286	11.574	66.357	0.986	0.64	40000.0
58	66.1	102.23	11.562	66.756	1.0	0.633	70000.0
59	66.424	101.953	11.672	66.671	0.996	0.635	30000.0
60	67.527	102.522	12.047	67.387	0.982	0.63	50000.0
61	65.981	101.408	11.56	66.415	0.993	0.636	50000.0
62	66.606	101.755	11.664	66.669	0.989	0.635	50000.0
63	67.512	102.131	12.087	67.209	0.98	0.631	50000.0
64	68.153	103.404	12.246	68.041	0.99	0.623	30000.0
65	66.119	102.049	11.542	66.563	0.994	0.635	20000.0
66	67.316	102.57	12.073	67.663	0.982	0.625	30000.0
67	65.692	100.973	11.457	66.227	0.983	0.64	30000.0
68	66.124	101.605	11.596	66.735	0.995	0.634	30000.0
69	66.608	102.15	11.691	67.08	0.992	0.631	30000.0
70	65.493	100.718	11.34	65.836	0.977	0.644	30000.0
71	67.635	102.717	12.104	67.556	0.986	0.628	30000.0
72	65.642	100.867	11.473	66.316	0.987	0.638	50000.0
73	66.307	101.816	11.552	66.686	0.992	0.634	20000.0
74	68.011	103.349	12.234	68.115	0.988	0.62	30000.0
75	65.895	101.158	11.489	66.142	0.984	0.642	40000.0
76	66.085	101.688	11.631	66.57	0.992	0.634	20000.0
77	65.858	101.056	11.564	66.321	0.987	0.638	30000.0
78	68.12	103.172	12.295	67.843	0.988	0.625	30000.0
79	67.778	102.999	12.177	67.707	0.991	0.626	30000.0
80	67.941	102.954	12.221	67.705	0.981	0.627	40000.0
81	66.114	101.573	11.553	66.637	0.986	0.635	20000.0
82	65.993	101.643	11.569	66.56	0.988	0.637	30000.0
83	66.473	102.17	11.682	66.889	0.988	0.633	20000.0
84	66.147	101.72	11.638	66.578	0.985	0.639	50000.0
85	66.043	101.291	11.506	66.508	0.984	0.637	20000.0
86	66.606	102.486	11.58	66.875	1.003	0.632	40000.0
87	67.671	102.551	12.041	67.556	0.977	0.627	20000.0
88	65.796	101.275	11.393	66.32	0.987	0.638	50000.0
89	67.923	102.831	12.325	67.768	0.988	0.625	50000.0
90	66.311	101.425	11.552	66.655	0.991	0.634	30000.0
91	66.168	101.631	11.505	66.548	0.985	0.637	30000.0
92	67.454	103.187	12.058	67.869	0.993	0.624	20000.0
93	67.344	102.79	12.116	67.57	0.983	0.627	40000.0
94	66.212	101.534	11.553	66.299	0.988	0.638	50000.0
95	66.166	101.472	11.557	66.304	0.986	0.639	30000.0
96	66.37	102.262	11.555	66.874	0.997	0.633	50000.0
97	65.923	101.584	11.616	66.82	0.99	0.634	30000.0
98	65.913	101.599	11.516	66.433	0.992	0.637	30000.0
99	65.68	101.079	11.512	66.307	0.985	0.64	60000.0
100	65.755	101.244	11.406	66.26	0.985	0.638	40000.0
