Samples	SBS96A	SBS96B
TCGA-B6-A0WW-01	39	8
TCGA-B6-A0WX-01	44	1
TCGA-B6-A0WY-01	31	4
TCGA-B6-A0WZ-01	50	45
TCGA-B6-A0X0-01	22	3
TCGA-B6-A0X1-01	68	24
TCGA-B6-A0X4-01	13	9
TCGA-B6-A0X5-01	39	9
TCGA-B6-A0X7-01	18	5
TCGA-B6-A1KN-01	60	12
TCGA-B6-A2IU-01	33	21
TCGA-B6-A401-01	24	4
TCGA-B6-A409-01	47	9
TCGA-B6-A40B-01	45	21
TCGA-B6-A40C-01	48	6
TCGA-BH-A0AU-01	22	1
TCGA-BH-A0AV-01	63	24
TCGA-BH-A0AY-01	36	10
TCGA-BH-A0AZ-01	53	17
TCGA-BH-A0B0-01	55	44
TCGA-BH-A0B3-01	17	1
TCGA-BH-A0B6-01	742	548
TCGA-BH-A0B7-01	32	10
TCGA-BH-A0B8-01	23	11
TCGA-BH-A0BA-01	24	5
TCGA-BH-A0BC-01	37	8
TCGA-BH-A0BF-01	31	2
TCGA-BH-A0BG-01	39	6
TCGA-BH-A0BJ-01	16	1
TCGA-BH-A0BL-01	66	3
TCGA-BH-A0BM-01	13	6
TCGA-BH-A0BO-01	27	4
TCGA-BH-A0BP-01	150	46
TCGA-BH-A0BQ-01	26	4
TCGA-BH-A0BS-01	18	5
TCGA-BH-A0BT-01	38	10
TCGA-BH-A0BV-01	11	13
TCGA-BH-A0BW-01	88	15
TCGA-BH-A0BZ-01	258	38
TCGA-BH-A0C0-01	41	7
TCGA-BH-A0C1-01	43	7
TCGA-BH-A0C3-01	17	1
TCGA-BH-A0C7-01	54	4
TCGA-BH-A0DD-01	32	5
TCGA-BH-A0DE-01	19	14
TCGA-BH-A0DG-01	35	12
TCGA-BH-A0DH-01	38	14
TCGA-BH-A0DI-01	50	12
TCGA-BH-A0DK-01	47	6
TCGA-BH-A0DL-01	55	10
TCGA-BH-A0DO-01	24	6
TCGA-BH-A0DP-01	13	6
TCGA-BH-A0DQ-01	31	4
TCGA-BH-A0DT-01	11	4
TCGA-BH-A0DV-01	6	9
TCGA-BH-A0DX-01	51	26
TCGA-BH-A0DZ-01	145	72
TCGA-BH-A0E0-01	21	3
TCGA-BH-A0E1-01	16	3
TCGA-BH-A0E9-01	25	3
TCGA-BH-A0EA-01	24	8
TCGA-BH-A0EI-01	21	3
TCGA-BH-A0H3-01	11	6
TCGA-BH-A0H5-01	92	77
TCGA-BH-A0H7-01	15	2
TCGA-BH-A0H9-01	16	7
TCGA-BH-A0HA-01	361	21
TCGA-BH-A0HI-01	27	8
TCGA-BH-A0HK-01	39	24
TCGA-BH-A0HN-01	28	6
TCGA-BH-A0HP-01	228	129
TCGA-BH-A0RX-01	45	4
TCGA-BH-A0W3-01	19	4
TCGA-BH-A0W4-01	26	13
TCGA-BH-A0W5-01	29	0
TCGA-BH-A0W7-01	171	90
TCGA-BH-A0WA-01	83	30
TCGA-BH-A18F-01	45	22
TCGA-BH-A18G-01	1640	28
TCGA-BH-A18H-01	36	18
TCGA-BH-A18I-01	27	4
TCGA-BH-A18J-01	74	37
TCGA-BH-A18K-01	41	27
TCGA-BH-A18L-01	59	6
TCGA-BH-A18M-01	15	3
TCGA-BH-A18N-01	43	0
TCGA-BH-A18P-01	251	187
TCGA-BH-A18Q-01	97	10
TCGA-BH-A18R-01	34	8
TCGA-BH-A18S-01	33	4
TCGA-BH-A18T-01	88	14
TCGA-BH-A18U-01	130	48
TCGA-BH-A18V-01	203	47
TCGA-BH-A1EO-01	44	6
TCGA-BH-A1ET-01	31	2
TCGA-BH-A1EU-01	30	4
TCGA-BH-A1EV-01	92	37
TCGA-BH-A1EW-01	12	9
TCGA-BH-A1EX-01	31	4
TCGA-BH-A1EY-01	45	10
TCGA-BH-A1F0-01	72	23
TCGA-BH-A1F2-01	59	12
TCGA-BH-A1F5-01	33	11
TCGA-BH-A1F6-01	46	7
TCGA-BH-A1F8-01	118	74
TCGA-BH-A1FC-01	110	20
TCGA-BH-A1FE-01	20	6
TCGA-BH-A1FG-01	21	0
TCGA-BH-A1FH-01	25	8
TCGA-BH-A1FJ-01	36	9
TCGA-BH-A1FL-01	19	7
TCGA-BH-A1FM-01	49	13
TCGA-BH-A1FN-01	107	39
TCGA-BH-A1FR-01	17	0
TCGA-BH-A1FU-01	97	21
TCGA-BH-A201-01	24	3
TCGA-BH-A202-01	27	1
TCGA-BH-A203-01	82	17
TCGA-BH-A204-01	43	9
TCGA-BH-A208-01	56	26
TCGA-BH-A209-01	80	39
TCGA-BH-A28Q-01	25	1
TCGA-BH-A2L8-01	355	273
TCGA-BH-A42U-01	14	18
TCGA-BH-A42V-01	33	22
TCGA-BH-A5IZ-01	78	18
TCGA-BH-A5J0-01	65	37
TCGA-BH-A6R8-01	32	5
TCGA-BH-A6R9-01	18	7
TCGA-BH-A8FY-01	40	16
TCGA-BH-A8FZ-01	84	7
TCGA-BH-A8G0-01	15	2
TCGA-BH-AB28-01	37	6
TCGA-C8-A12K-01	146	27
TCGA-C8-A12L-01	79	10
TCGA-C8-A12M-01	67	15
TCGA-C8-A12N-01	27	0
TCGA-C8-A12O-01	42	7
TCGA-C8-A12P-01	145	57
TCGA-C8-A12Q-01	88	51
TCGA-C8-A12T-01	145	69
TCGA-C8-A12U-01	54	7
TCGA-C8-A12V-01	49	3
TCGA-C8-A12W-01	73	4
TCGA-C8-A12X-01	56	9
TCGA-C8-A12Y-01	46	0
TCGA-C8-A12Z-01	44	17
TCGA-C8-A130-01	50	4
TCGA-C8-A131-01	55	19
TCGA-C8-A132-01	70	14
TCGA-C8-A133-01	19	14
TCGA-C8-A134-01	112	5
TCGA-C8-A135-01	75	2
TCGA-C8-A137-01	43	19
TCGA-C8-A138-01	42	10
TCGA-C8-A1HE-01	32	22
TCGA-C8-A1HF-01	28	11
TCGA-C8-A1HG-01	59	10
TCGA-C8-A1HI-01	62	10
TCGA-C8-A1HJ-01	124	0
TCGA-C8-A1HK-01	64	9
TCGA-C8-A1HL-01	32	5
TCGA-C8-A1HM-01	331	117
TCGA-C8-A1HN-01	59	11
TCGA-C8-A1HO-01	38	11
TCGA-C8-A26V-01	74	22
TCGA-C8-A26W-01	43	26
TCGA-C8-A26X-01	64	11
TCGA-C8-A26Y-01	606	310
TCGA-C8-A26Z-01	42	7
TCGA-C8-A273-01	22	2
TCGA-C8-A274-01	189	92
TCGA-C8-A275-01	94	48
TCGA-C8-A278-01	44	9
TCGA-C8-A27A-01	28	12
TCGA-C8-A27B-01	143	19
TCGA-C8-A3M7-01	129	92
TCGA-C8-A3M8-01	55	7
TCGA-C8-A8HP-01	181	92
TCGA-C8-A8HQ-01	238	134
TCGA-C8-A8HR-01	49	11
TCGA-C8-A9FZ-01	27	2
TCGA-D8-A13Y-01	57	25
TCGA-D8-A13Z-01	96	7
TCGA-D8-A140-01	99	35
TCGA-D8-A141-01	18	3
TCGA-D8-A142-01	146	20
TCGA-D8-A143-01	54	7
TCGA-D8-A145-01	45	2
TCGA-D8-A146-01	31	10
TCGA-D8-A147-01	160	40
TCGA-D8-A1J8-01	698	263
TCGA-D8-A1J9-01	172	106
TCGA-D8-A1JB-01	49	14
TCGA-D8-A1JC-01	82	40
TCGA-D8-A1JD-01	108	14
TCGA-D8-A1JE-01	39	1
TCGA-D8-A1JF-01	44	5
TCGA-D8-A1JG-01	136	33
TCGA-D8-A1JH-01	22	2
TCGA-D8-A1JI-01	30	12
TCGA-D8-A1JJ-01	67	31
TCGA-D8-A1JK-01	196	53
TCGA-D8-A1JL-01	108	19
TCGA-D8-A1JM-01	46	7
TCGA-D8-A1JN-01	119	89
TCGA-D8-A1JP-01	112	23
TCGA-D8-A1JS-01	21	8
TCGA-D8-A1JT-01	34	7
TCGA-D8-A1JU-01	18	2
TCGA-D8-A1X5-01	60	6
TCGA-D8-A1X6-01	39	3
TCGA-D8-A1X7-01	23	9
TCGA-D8-A1X9-01	100	2
TCGA-D8-A1XA-01	25	3
TCGA-D8-A1XB-01	42	8
TCGA-D8-A1XC-01	31	3
TCGA-D8-A1XF-01	46	5
TCGA-D8-A1XG-01	24	3
TCGA-D8-A1XK-01	1300	0
TCGA-D8-A1XL-01	102	8
TCGA-D8-A1XM-01	44	20
TCGA-D8-A1XO-01	24	5
TCGA-D8-A1XQ-01	985	46
TCGA-D8-A1XR-01	30	2
TCGA-D8-A1XS-01	21	5
TCGA-D8-A1XT-01	37	8
TCGA-D8-A1XU-01	22	13
TCGA-D8-A1XV-01	33	3
TCGA-D8-A1XW-01	105	17
TCGA-D8-A1XY-01	52	7
TCGA-D8-A1XZ-01	90	6
TCGA-D8-A1Y0-01	68	13
TCGA-D8-A1Y1-01	223	10
TCGA-D8-A1Y2-01	18	4
TCGA-D8-A1Y3-01	61	6
TCGA-D8-A27E-01	9	2
TCGA-D8-A27F-01	66	4
TCGA-D8-A27G-01	695	481
TCGA-D8-A27H-01	140	20
TCGA-D8-A27I-01	33	3
TCGA-D8-A27K-01	20	1
TCGA-D8-A27L-01	29	24
TCGA-D8-A27M-01	81	9
TCGA-D8-A27N-01	54	6
TCGA-D8-A27P-01	27	3
TCGA-D8-A27R-01	27	8
TCGA-D8-A27T-01	28	3
TCGA-D8-A27V-01	144	91
TCGA-D8-A27W-01	52	3
TCGA-D8-A3Z6-01	31	6
TCGA-D8-A4Z1-01	21	25
TCGA-D8-A73U-01	108	99
TCGA-D8-A73W-01	50	2
TCGA-D8-A73X-01	46	6
TCGA-E2-A105-01	56	11
TCGA-E2-A107-01	26	10
TCGA-E2-A108-01	137	49
TCGA-E2-A109-01	75	9
TCGA-E2-A10A-01	21	7
TCGA-E2-A10B-01	55	18
TCGA-E2-A10C-01	291	228
TCGA-E2-A10F-01	24	6
TCGA-E2-A14N-01	85	24
TCGA-E2-A14O-01	29	7
TCGA-E2-A14P-01	82	30
TCGA-E2-A14Q-01	34	6
TCGA-E2-A14R-01	129	14
TCGA-E2-A14T-01	38	5
TCGA-E2-A14V-01	111	30
TCGA-E2-A14W-01	82	20
TCGA-E2-A14X-01	33	4
TCGA-E2-A14Y-01	40	10
TCGA-E2-A14Z-01	67	28
TCGA-E2-A150-01	84	7
TCGA-E2-A152-01	113	58
TCGA-E2-A153-01	20	6
TCGA-E2-A154-01	54	4
TCGA-E2-A155-01	67	14
TCGA-E2-A156-01	20	5
TCGA-E2-A158-01	94	3
TCGA-E2-A159-01	141	60
TCGA-E2-A15A-01	56	6
TCGA-E2-A15C-01	44	6
TCGA-E2-A15D-01	33	1
TCGA-E2-A15E-01	38	2
TCGA-E2-A15F-01	23	5
TCGA-E2-A15G-01	55	18
TCGA-E2-A15H-01	28	5
TCGA-E2-A15I-01	36	7
TCGA-E2-A15J-01	20	2
TCGA-E2-A15K-01	42	11
TCGA-E2-A15L-01	32	2
TCGA-E2-A15M-01	88	20
TCGA-E2-A15O-01	30	4
TCGA-E2-A15P-01	21	7
TCGA-E2-A15R-01	35	12
TCGA-E2-A15S-01	55	13
TCGA-E2-A15T-01	34	6
TCGA-E2-A1AZ-01	65	14
TCGA-E2-A1B0-01	47	13
TCGA-E2-A1B1-01	43	23
TCGA-E2-A1B4-01	31	11
TCGA-E2-A1B5-01	32	14
TCGA-E2-A1B6-01	55	1
TCGA-E2-A1BC-01	38	3
TCGA-E2-A1BD-01	41	2
TCGA-E2-A1IE-01	27	3
TCGA-E2-A1IF-01	22	2
TCGA-E2-A1IG-01	39	18
TCGA-E2-A1IH-01	65	20
TCGA-E2-A1II-01	34	0
TCGA-E2-A1IJ-01	17	1
TCGA-E2-A1IK-01	15	2
TCGA-E2-A1IL-01	25	6
TCGA-E2-A1IN-01	179	69
TCGA-E2-A1IO-01	15	1
TCGA-E2-A1IU-01	22	9
TCGA-E2-A1L6-01	21	7
TCGA-E2-A1L7-01	74	7
TCGA-E2-A1L8-01	29	9
TCGA-E2-A1L9-01	24	4
TCGA-E2-A1LA-01	95	12
TCGA-E2-A1LB-01	42	13
TCGA-E2-A1LG-01	154	65
TCGA-E2-A1LH-01	202	29
TCGA-E2-A1LI-01	30	7
TCGA-E2-A1LK-01	51	3
TCGA-E2-A1LL-01	59	2
TCGA-E2-A2P6-01	109	77
TCGA-E2-A56Z-01	48	12
TCGA-E2-A570-01	20	10
TCGA-E2-A572-01	29	0
TCGA-E2-A573-01	68	4
TCGA-E2-A574-01	106	50
TCGA-E2-A576-01	59	11
TCGA-E2-A9RU-01	90	17
TCGA-E9-A1N3-01	31	0
TCGA-E9-A1N4-01	28	6
TCGA-E9-A1N5-01	34	5
TCGA-E9-A1N8-01	31	5
TCGA-E9-A1N9-01	59	7
TCGA-E9-A1NA-01	92	25
TCGA-E9-A1NE-01	54	8
TCGA-E9-A1NF-01	32	29
TCGA-E9-A1NG-01	18	3
TCGA-E9-A1NH-01	34	3
TCGA-E9-A1QZ-01	22	1
TCGA-E9-A1R0-01	27	8
TCGA-E9-A1R2-01	61	5
TCGA-E9-A1R3-01	21	4
TCGA-E9-A1R4-01	104	49
TCGA-E9-A1R5-01	42	9
TCGA-E9-A1R6-01	32	4
TCGA-E9-A1R7-01	47	16
TCGA-E9-A1RA-01	17	8
TCGA-E9-A1RB-01	36	2
TCGA-E9-A1RC-01	49	6
TCGA-E9-A1RD-01	18	5
TCGA-E9-A1RE-01	58	8
TCGA-E9-A1RF-01	153	17
TCGA-E9-A1RG-01	33	8
TCGA-E9-A1RH-01	90	21
TCGA-E9-A1RI-01	22	7
TCGA-E9-A226-01	57	22
TCGA-E9-A227-01	14	5
TCGA-E9-A228-01	45	7
TCGA-E9-A229-01	28	2
TCGA-E9-A22A-01	32	4
TCGA-E9-A22B-01	60	16
TCGA-E9-A22D-01	34	6
TCGA-E9-A22E-01	122	22
TCGA-E9-A22G-01	106	11
TCGA-E9-A22H-01	22	4
TCGA-E9-A243-01	77	12
TCGA-E9-A244-01	118	3
TCGA-E9-A245-01	20	3
TCGA-E9-A247-01	47	0
TCGA-E9-A248-01	25	3
TCGA-E9-A249-01	25	0
TCGA-E9-A24A-01	20	2
TCGA-E9-A295-01	108	1
TCGA-E9-A2JS-01	81	8
TCGA-E9-A2JT-01	21	7
TCGA-E9-A3HO-01	57	15
TCGA-E9-A3QA-01	49	13
TCGA-E9-A3X8-01	27	10
TCGA-E9-A54Y-01	44	14
TCGA-E9-A5FK-01	33	6
TCGA-E9-A5FL-01	118	15
TCGA-E9-A5UO-01	36	2
TCGA-E9-A6HE-01	19	3
TCGA-EW-A1IW-01	88	39
TCGA-EW-A1IX-01	28	14
TCGA-EW-A1IY-01	17	21
TCGA-EW-A1IZ-01	414	21
TCGA-EW-A1J1-01	21	2
TCGA-EW-A1J3-01	22	8
TCGA-EW-A1J5-01	310	230
TCGA-EW-A1J6-01	41	3
TCGA-EW-A1OV-01	80	60
TCGA-EW-A1OX-01	18	3
TCGA-EW-A1OZ-01	63	13
TCGA-EW-A1P0-01	26	2
TCGA-EW-A1P1-01	3	0
TCGA-EW-A1P3-01	21	7
TCGA-EW-A1P4-01	74	3
TCGA-EW-A1P5-01	20	0
TCGA-EW-A1P6-01	22	4
TCGA-EW-A1P7-01	18	1
TCGA-EW-A1P8-01	30	9
TCGA-EW-A1PA-01	30	11
TCGA-EW-A1PB-01	144	38
TCGA-EW-A1PD-01	66	27
TCGA-EW-A1PE-01	30	8
TCGA-EW-A1PG-01	8	3
TCGA-EW-A1PH-01	51	11
TCGA-EW-A2FR-01	41	13
TCGA-EW-A2FS-01	39	6
TCGA-EW-A2FV-01	22	10
TCGA-EW-A2FW-01	23	3
TCGA-EW-A423-01	67	21
TCGA-EW-A6S9-01	27	4
TCGA-EW-A6SA-01	98	25
TCGA-EW-A6SB-01	68	13
TCGA-EW-A6SC-01	29	10
TCGA-EW-A6SD-01	53	15
TCGA-GI-A2C8-01	139	9
TCGA-GM-A2D9-01	361	284
TCGA-GM-A2DA-01	41	4
TCGA-GM-A2DB-01	114	14
TCGA-GM-A2DC-01	25	2
TCGA-GM-A2DD-01	60	8
TCGA-GM-A2DF-01	44	9
TCGA-GM-A2DH-01	190	42
TCGA-GM-A2DI-01	49	42
TCGA-GM-A2DK-01	31	6
TCGA-GM-A2DL-01	38	11
TCGA-GM-A2DM-01	21	6
TCGA-GM-A2DN-01	13	6
TCGA-GM-A2DO-01	136	84
TCGA-GM-A3NW-01	70	25
TCGA-GM-A3XL-01	124	20
TCGA-GM-A4E0-01	32	2
TCGA-GM-A5PV-01	33	14
TCGA-GM-A5PX-01	34	8
TCGA-HN-A2NL-01	81	10
TCGA-HN-A2OB-01	16	3
TCGA-JL-A3YX-01	38	11
TCGA-LD-A66U-01	41	3
TCGA-LD-A74U-01	191	161
TCGA-LD-A7W5-01	54	11
TCGA-LD-A7W6-01	39	7
TCGA-LD-A9QF-01	32	7
TCGA-LL-A440-01	4	2
TCGA-LL-A50Y-01	40	3
TCGA-LL-A5YL-01	60	33
TCGA-LL-A5YM-01	33	7
TCGA-LL-A5YN-01	33	10
TCGA-LL-A5YO-01	54	7
TCGA-LL-A5YP-01	81	24
TCGA-LL-A6FP-01	46	29
TCGA-LL-A6FQ-01	57	12
TCGA-LL-A6FR-01	55	8
TCGA-LL-A73Y-01	158	35
TCGA-LL-A73Z-01	44	4
TCGA-LL-A740-01	52	16
TCGA-LL-A7SZ-01	61	14
TCGA-LL-A7T0-01	70	7
TCGA-LL-A8F5-01	177	23
TCGA-LL-A9Q3-01	57	11
TCGA-OK-A5Q2-01	33	10
TCGA-OL-A5D6-01	43	14
TCGA-OL-A5D7-01	70	10
TCGA-OL-A5D8-01	35	4
TCGA-OL-A5DA-01	76	38
TCGA-OL-A5RU-01	36	10
TCGA-OL-A5RV-01	17	0
TCGA-OL-A5RW-01	202	51
TCGA-OL-A5RX-01	34	1
TCGA-OL-A5RY-01	13	0
TCGA-OL-A5RZ-01	130	22
TCGA-OL-A5S0-01	39	5
TCGA-OL-A66H-01	25	2
TCGA-OL-A66I-01	40	16
TCGA-OL-A66J-01	57	11
TCGA-OL-A66K-01	42	5
TCGA-OL-A66L-01	62	32
TCGA-OL-A66N-01	50	8
TCGA-OL-A66O-01	35	3
TCGA-OL-A66P-01	108	15
TCGA-OL-A6VO-01	34	4
TCGA-OL-A6VQ-01	57	25
TCGA-OL-A6VR-01	17	0
TCGA-OL-A97C-01	61	9
TCGA-PE-A5DC-01	131	23
TCGA-PE-A5DD-01	61	24
TCGA-PE-A5DE-01	354	335
TCGA-PL-A8LV-01	127	28
TCGA-PL-A8LX-01	45	4
TCGA-PL-A8LY-01	6	1
TCGA-PL-A8LZ-01	101	35
TCGA-S3-A6ZF-01	49	3
TCGA-S3-A6ZG-01	50	10
TCGA-S3-A6ZH-01	42	3
TCGA-S3-AA0Z-01	63	14
TCGA-S3-AA10-01	122	28
TCGA-S3-AA11-01	75	21
TCGA-S3-AA12-01	48	12
TCGA-S3-AA14-01	23	1
TCGA-S3-AA15-01	42	18
TCGA-S3-AA17-01	125	16
TCGA-UL-AAZ6-01	118	22
TCGA-UU-A93S-01	174	22
TCGA-V7-A7HQ-01	27	4
TCGA-W8-A86G-01	30	5
TCGA-WT-AB41-01	39	23
TCGA-WT-AB44-01	58	2
TCGA-XX-A899-01	32	28
TCGA-XX-A89A-01	184	81
TCGA-Z7-A8R5-01	34	0
TCGA-Z7-A8R6-01	71	36
TCGA-05-4244-01	252	8
TCGA-05-4249-01	349	36
TCGA-05-4250-01	371	63
TCGA-05-4382-01	1991	119
TCGA-05-4384-01	143	21
TCGA-05-4389-01	241	55
TCGA-05-4390-01	662	32
TCGA-05-4395-01	271	77
TCGA-05-4396-01	298	36
TCGA-05-4397-01	897	122
TCGA-05-4398-01	846	82
TCGA-05-4402-01	112	43
TCGA-05-4403-01	149	19
TCGA-05-4405-01	448	34
TCGA-05-4410-01	1233	115
TCGA-05-4415-01	237	13
TCGA-05-4417-01	348	4
TCGA-05-4418-01	284	50
TCGA-05-4420-01	345	26
TCGA-05-4422-01	36	18
TCGA-05-4424-01	823	78
TCGA-05-4425-01	49	4
TCGA-05-4426-01	51	4
TCGA-05-4427-01	1170	80
TCGA-05-4430-01	326	15
TCGA-05-4432-01	693	60
TCGA-05-4433-01	45	0
TCGA-05-4434-01	43	16
TCGA-05-5420-01	99	17
TCGA-05-5423-01	176	11
TCGA-05-5425-01	677	42
TCGA-05-5428-01	371	104
TCGA-05-5429-01	40	4
TCGA-05-5715-01	118	33
TCGA-35-3615-01	112	34
TCGA-35-4122-01	354	58
TCGA-35-4123-01	350	19
TCGA-35-5375-01	479	44
TCGA-38-4625-01	678	87
TCGA-38-4626-01	307	18
TCGA-38-4627-01	28	8
TCGA-38-4628-01	131	18
TCGA-38-4629-01	295	55
TCGA-38-4630-01	126	39
TCGA-38-4631-01	897	30
TCGA-38-4632-01	575	80
TCGA-38-6178-01	68	23
TCGA-38-7271-01	101	15
TCGA-38-A44F-01	15	3
TCGA-44-2655-01	211	17
TCGA-44-2656-01	1012	46
TCGA-44-2657-01	487	35
TCGA-44-2659-01	488	20
TCGA-44-2661-01	40	10
TCGA-44-2662-01	197	71
TCGA-44-2665-01	51	10
TCGA-44-2666-01	36	7
TCGA-44-2668-01	395	48
TCGA-44-3396-01	195	50
TCGA-44-3398-01	220	28
TCGA-44-3917-01	240	34
TCGA-44-3918-01	1128	53
TCGA-44-3919-01	51	18
TCGA-44-4112-01	540	69
TCGA-44-5643-01	128	34
TCGA-44-5644-01	1128	43
TCGA-44-5645-01	39	5
TCGA-44-6144-01	261	23
TCGA-44-6145-01	382	10
TCGA-44-6146-01	35	12
TCGA-44-6147-01	141	20
TCGA-44-6148-01	6	2
TCGA-44-6774-01	360	10
TCGA-44-6775-01	71	15
TCGA-44-6776-01	235	16
TCGA-44-6777-01	384	95
TCGA-44-6778-01	465	22
TCGA-44-6779-01	112	13
TCGA-44-7659-01	166	17
TCGA-44-7660-01	442	27
TCGA-44-7661-01	304	38
TCGA-44-7662-01	641	74
TCGA-44-7667-01	552	27
TCGA-44-7669-01	522	39
TCGA-44-7670-01	1206	128
TCGA-44-7671-01	259	32
TCGA-44-7672-01	174	23
TCGA-44-8117-01	904	26
TCGA-44-8119-01	737	36
TCGA-44-8120-01	715	30
TCGA-44-A479-01	359	18
TCGA-44-A47A-01	224	47
TCGA-44-A47B-01	52	8
TCGA-44-A47F-01	92	21
TCGA-44-A47G-01	79	22
TCGA-44-A4SS-01	533	61
TCGA-44-A4SU-01	170	17
TCGA-49-4486-01	150	63
TCGA-49-4487-01	384	48
TCGA-49-4488-01	342	25
TCGA-49-4490-01	57	11
TCGA-49-4494-01	220	12
TCGA-49-4501-01	61	11
TCGA-49-4505-01	263	11
TCGA-49-4506-01	130	10
TCGA-49-4507-01	203	46
TCGA-49-4510-01	59	7
TCGA-49-4512-01	48	7
TCGA-49-4514-01	325	88
TCGA-49-6742-01	245	109
TCGA-49-6743-01	763	182
TCGA-49-6744-01	262	23
TCGA-49-6745-01	117	53
TCGA-49-6761-01	191	55
TCGA-49-6767-01	562	32
TCGA-49-AAQV-01	73	15
TCGA-49-AAR0-01	146	30
TCGA-49-AAR2-01	469	19
TCGA-49-AAR3-01	160	11
TCGA-49-AAR4-01	598	114
TCGA-49-AAR9-01	767	41
TCGA-49-AARE-01	1555	116
TCGA-49-AARN-01	705	227
TCGA-49-AARO-01	722	16
TCGA-49-AARQ-01	799	90
TCGA-49-AARR-01	3	0
TCGA-4B-A93V-01	150	21
TCGA-50-5044-01	118	53
TCGA-50-5045-01	363	7
TCGA-50-5049-01	953	51
TCGA-50-5051-01	134	5
TCGA-50-5055-01	21	1
TCGA-50-5066-01	309	36
TCGA-50-5068-01	102	16
TCGA-50-5072-01	170	33
TCGA-50-5930-01	1328	31
TCGA-50-5931-01	357	24
TCGA-50-5932-01	78	12
TCGA-50-5933-01	553	79
TCGA-50-5935-01	85	38
TCGA-50-5936-01	109	37
TCGA-50-5939-01	76	28
TCGA-50-5941-01	447	35
TCGA-50-5942-01	66	5
TCGA-50-5944-01	75	9
TCGA-50-5946-01	721	95
TCGA-50-6590-01	945	139
TCGA-50-6591-01	49	17
TCGA-50-6592-01	295	61
TCGA-50-6593-01	359	31
TCGA-50-6594-01	597	37
TCGA-50-6595-01	75	43
TCGA-50-6597-01	54	24
TCGA-50-6673-01	55	7
TCGA-50-7109-01	288	20
TCGA-50-8457-01	54	13
TCGA-50-8459-01	111	8
TCGA-50-8460-01	29	7
TCGA-53-7624-01	876	136
TCGA-53-7626-01	430	20
TCGA-53-7813-01	180	6
TCGA-53-A4EZ-01	622	52
TCGA-55-1592-01	596	95
TCGA-55-1594-01	182	49
TCGA-55-1595-01	394	13
TCGA-55-1596-01	200	34
TCGA-55-5899-01	462	87
TCGA-55-6543-01	23	2
TCGA-55-6642-01	141	14
TCGA-55-6712-01	150	46
TCGA-55-6968-01	458	197
TCGA-55-6969-01	465	49
TCGA-55-6970-01	194	15
TCGA-55-6971-01	93	15
TCGA-55-6972-01	220	122
TCGA-55-6975-01	93	7
TCGA-55-6978-01	34	1
TCGA-55-6979-01	150	22
TCGA-55-6980-01	11	5
TCGA-55-6981-01	55	8
TCGA-55-6982-01	192	95
TCGA-55-6983-01	119	15
TCGA-55-6984-01	19	8
TCGA-55-6985-01	539	45
TCGA-55-6986-01	16	9
TCGA-55-6987-01	214	40
TCGA-55-7227-01	187	17
TCGA-55-7281-01	479	78
TCGA-55-7283-01	248	43
TCGA-55-7284-01	49	8
TCGA-55-7570-01	408	59
TCGA-55-7573-01	50	13
TCGA-55-7574-01	231	91
TCGA-55-7576-01	466	33
TCGA-55-7724-01	240	37
TCGA-55-7725-01	149	5
TCGA-55-7726-01	118	23
TCGA-55-7727-01	225	92
TCGA-55-7728-01	112	9
TCGA-55-7815-01	169	13
TCGA-55-7816-01	2	0
TCGA-55-7903-01	166	22
TCGA-55-7907-01	1323	130
TCGA-55-7910-01	355	13
TCGA-55-7911-01	245	33
TCGA-55-7913-01	395	40
TCGA-55-7914-01	194	20
TCGA-55-7994-01	1798	92
TCGA-55-7995-01	710	112
TCGA-55-8085-01	265	63
TCGA-55-8087-01	26	11
TCGA-55-8089-01	1290	256
TCGA-55-8090-01	101	12
TCGA-55-8091-01	33	2
TCGA-55-8092-01	570	155
TCGA-55-8094-01	535	22
TCGA-55-8096-01	161	18
TCGA-55-8097-01	127	12
TCGA-55-8203-01	519	11
TCGA-55-8204-01	201	69
TCGA-55-8205-01	547	101
TCGA-55-8206-01	35	3
TCGA-55-8207-01	371	16
TCGA-55-8208-01	314	130
TCGA-55-8299-01	247	26
TCGA-55-8301-01	332	30
TCGA-55-8302-01	783	62
TCGA-55-8505-01	38	10
TCGA-55-8506-01	2061	46
TCGA-55-8507-01	1138	75
TCGA-55-8508-01	210	17
TCGA-55-8510-01	359	33
TCGA-55-8511-01	625	88
TCGA-55-8512-01	43	8
TCGA-55-8513-01	6	2
TCGA-55-8514-01	321	30
TCGA-55-8614-01	268	30
TCGA-55-8615-01	148	14
TCGA-55-8616-01	586	17
TCGA-55-8619-01	27	0
TCGA-55-8620-01	571	44
TCGA-55-8621-01	78	11
TCGA-55-A48X-01	426	57
TCGA-55-A48Y-01	276	168
TCGA-55-A48Z-01	59	9
TCGA-55-A490-01	1566	77
TCGA-55-A491-01	425	41
TCGA-55-A492-01	321	34
TCGA-55-A493-01	280	60
TCGA-55-A494-01	280	15
TCGA-55-A4DF-01	665	318
TCGA-55-A4DG-01	833	11
TCGA-55-A57B-01	40	9
TCGA-62-8394-01	147	26
TCGA-62-8395-01	69	17
TCGA-62-8397-01	29	3
TCGA-62-8398-01	95	8
TCGA-62-8399-01	573	88
TCGA-62-8402-01	60	13
TCGA-62-A46O-01	970	122
TCGA-62-A46P-01	352	1
TCGA-62-A46R-01	181	28
