NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	221.113	79.28	43.679	55.782	0.644	0.753	20000.0
2	219.815	79.566	44.101	56.396	0.649	0.747	20000.0
3	222.462	79.538	44.574	56.39	0.647	0.747	30000.0
4	219.315	79.444	43.453	55.988	0.646	0.75	20000.0
5	222.094	79.718	44.173	56.257	0.648	0.749	20000.0
6	220.725	79.737	43.891	56.598	0.648	0.746	30000.0
7	221.658	79.682	43.967	56.133	0.647	0.749	30000.0
8	221.138	79.744	43.983	56.099	0.648	0.751	30000.0
9	221.122	79.504	43.943	55.996	0.647	0.75	20000.0
10	220.207	79.38	43.879	55.762	0.642	0.755	20000.0
11	219.8	79.897	43.929	56.477	0.651	0.748	40000.0
12	220.127	79.241	43.764	55.895	0.637	0.751	20000.0
13	221.205	79.158	43.996	55.9	0.636	0.754	40000.0
14	221.517	79.476	44.278	56.046	0.642	0.753	20000.0
15	222.097	80.052	44.302	56.473	0.651	0.748	20000.0
16	220.373	79.377	43.927	56.425	0.648	0.746	30000.0
17	221.243	79.514	44.078	56.121	0.642	0.751	40000.0
18	221.113	79.61	43.944	56.165	0.65	0.748	20000.0
19	221.789	80.022	44.61	56.754	0.647	0.745	20000.0
20	221.141	79.901	44.094	56.29	0.648	0.749	20000.0
21	219.4	79.026	43.772	55.925	0.641	0.752	20000.0
22	221.705	79.941	43.89	56.285	0.648	0.748	20000.0
23	221.565	79.729	44.139	56.143	0.649	0.752	20000.0
24	221.82	79.468	43.972	56.194	0.641	0.75	30000.0
25	221.589	79.857	43.791	56.227	0.651	0.749	20000.0
26	220.433	79.178	43.873	55.83	0.641	0.753	20000.0
27	220.702	79.519	44.072	56.41	0.643	0.748	20000.0
28	220.235	79.328	43.806	56.091	0.643	0.752	20000.0
29	221.433	79.628	43.929	55.895	0.647	0.752	30000.0
30	221.038	79.216	44.234	56.048	0.64	0.751	30000.0
31	221.045	79.591	43.944	56.19	0.647	0.749	30000.0
32	221.52	79.654	44.234	56.176	0.644	0.752	20000.0
33	219.501	79.171	43.792	55.84	0.645	0.754	40000.0
34	221.415	79.442	44.366	56.418	0.644	0.749	40000.0
35	223.619	79.855	44.679	56.483	0.643	0.748	30000.0
36	221.701	79.661	44.107	56.233	0.651	0.747	20000.0
37	222.83	80.242	44.505	56.72	0.656	0.742	40000.0
38	219.693	79.162	43.423	55.865	0.642	0.75	30000.0
39	221.955	79.582	44.163	56.155	0.648	0.749	30000.0
40	221.118	79.393	44.135	56.104	0.643	0.752	20000.0
41	220.954	79.802	44.27	56.567	0.651	0.746	20000.0
42	221.448	79.546	43.98	56.302	0.641	0.749	20000.0
43	221.159	79.526	43.974	56.39	0.637	0.749	20000.0
44	221.73	79.646	44.231	56.285	0.645	0.748	20000.0
45	221.43	79.594	44.154	56.213	0.642	0.751	40000.0
46	221.702	79.372	44.248	56.248	0.645	0.75	20000.0
47	221.695	79.538	44.351	56.025	0.642	0.753	20000.0
48	221.951	79.594	44.404	56.303	0.647	0.749	20000.0
49	221.224	79.584	44.243	56.158	0.643	0.751	30000.0
50	221.665	80.058	44.017	56.596	0.653	0.743	20000.0
51	221.146	79.234	44.067	55.777	0.64	0.755	30000.0
52	221.365	79.668	44.322	56.535	0.645	0.746	30000.0
53	221.312	79.591	43.676	55.7	0.648	0.752	30000.0
54	221.263	79.615	44.095	56.338	0.65	0.748	20000.0
55	220.659	79.292	44.136	55.95	0.643	0.753	20000.0
56	221.287	79.547	44.3	56.428	0.648	0.748	20000.0
57	220.864	79.757	44.153	56.375	0.653	0.745	40000.0
58	221.634	79.391	44.174	56.123	0.643	0.75	30000.0
59	221.397	79.359	44.279	56.115	0.645	0.751	20000.0
60	221.612	79.145	44.292	56.029	0.636	0.751	20000.0
61	220.492	79.453	43.996	56.136	0.642	0.75	40000.0
62	221.476	79.728	44.227	56.324	0.649	0.747	20000.0
63	222.147	79.377	44.254	56.299	0.644	0.748	20000.0
64	221.378	79.36	44.299	56.181	0.643	0.747	20000.0
65	221.303	79.524	44.102	55.754	0.651	0.753	20000.0
66	221.619	80.17	44.025	56.594	0.661	0.743	40000.0
67	220.559	79.332	44.072	56.333	0.647	0.747	20000.0
68	220.544	79.493	43.738	55.785	0.642	0.755	30000.0
69	220.607	79.537	44.358	56.24	0.645	0.748	40000.0
70	221.18	79.682	44.146	56.224	0.648	0.749	30000.0
71	220.562	79.051	43.842	56.133	0.64	0.75	30000.0
72	221.628	79.954	43.953	56.446	0.651	0.746	20000.0
73	219.415	79.014	43.778	55.499	0.642	0.757	30000.0
74	221.175	79.759	44.076	56.114	0.645	0.749	30000.0
75	221.105	79.48	43.823	55.963	0.644	0.75	20000.0
76	220.496	79.181	44.085	56.152	0.635	0.752	20000.0
77	221.739	79.472	44.487	56.143	0.638	0.75	20000.0
78	221.628	79.556	44.234	56.135	0.641	0.751	20000.0
79	221.216	79.444	43.891	55.862	0.646	0.753	20000.0
80	221.218	79.186	43.931	56.074	0.638	0.753	30000.0
81	221.823	79.846	44.251	56.172	0.645	0.751	20000.0
82	221.808	79.598	43.934	56.024	0.641	0.752	20000.0
83	221.745	79.449	44.417	56.097	0.644	0.75	20000.0
84	220.162	79.853	43.829	56.456	0.644	0.746	20000.0
85	222.315	80.238	44.417	56.937	0.656	0.741	20000.0
86	220.634	79.434	43.684	56.054	0.645	0.751	30000.0
87	219.471	79.213	43.51	55.939	0.643	0.752	30000.0
88	219.803	79.455	43.639	56.092	0.642	0.75	20000.0
89	219.706	79.343	43.889	56.048	0.646	0.752	40000.0
90	221.599	79.686	44.387	56.396	0.65	0.747	20000.0
91	220.101	79.223	43.935	55.93	0.644	0.752	20000.0
92	218.55	79.332	43.712	55.968	0.65	0.749	30000.0
93	221.096	79.58	44.088	56.189	0.648	0.749	20000.0
94	221.154	79.673	43.904	56.215	0.644	0.75	20000.0
95	220.481	79.289	43.885	55.964	0.642	0.751	20000.0
96	221.502	79.395	44.049	56.097	0.642	0.752	20000.0
97	221.572	79.55	44.249	56.06	0.647	0.751	20000.0
98	222.224	79.52	44.394	56.259	0.648	0.748	30000.0
99	220.731	79.676	44.037	56.329	0.656	0.745	40000.0
100	219.51	79.214	43.582	55.997	0.641	0.75	20000.0
