Samples	SBS96A
TCGA-BH-A18S-01	37
TCGA-BH-A18T-01	102
TCGA-BH-A18U-01	178
TCGA-BH-A18V-01	250
TCGA-BH-A1EO-01	50
TCGA-BH-A1ET-01	33
TCGA-BH-A1EU-01	34
TCGA-BH-A1EV-01	129
TCGA-BH-A1EW-01	21
TCGA-BH-A1EX-01	35
TCGA-BH-A1EY-01	55
TCGA-BH-A1F0-01	95
TCGA-BH-A1F2-01	71
TCGA-BH-A1F5-01	44
TCGA-BH-A1F6-01	53
TCGA-BH-A1F8-01	192
TCGA-BH-A1FC-01	130
TCGA-BH-A1FE-01	26
TCGA-BH-A1FG-01	21
TCGA-BH-A1FH-01	33
TCGA-BH-A1FJ-01	45
TCGA-BH-A1FL-01	26
TCGA-BH-A1FM-01	62
TCGA-BH-A1FN-01	146
TCGA-BH-A1FR-01	17
TCGA-BH-A1FU-01	118
TCGA-BH-A201-01	27
TCGA-BH-A202-01	28
TCGA-BH-A203-01	99
TCGA-BH-A204-01	52
TCGA-BH-A208-01	82
TCGA-BH-A209-01	119
TCGA-BH-A28Q-01	26
TCGA-BH-A2L8-01	628
TCGA-BH-A42U-01	32
TCGA-BH-A42V-01	55
TCGA-BH-A5IZ-01	96
TCGA-BH-A5J0-01	102
TCGA-BH-A6R8-01	37
TCGA-BH-A6R9-01	25
TCGA-BH-A8FY-01	56
TCGA-BH-A8FZ-01	91
TCGA-BH-A8G0-01	17
TCGA-BH-AB28-01	43
TCGA-C8-A12K-01	173
TCGA-C8-A12L-01	89
TCGA-C8-A12M-01	82
TCGA-C8-A12N-01	27
TCGA-C8-A12O-01	49
TCGA-C8-A12P-01	202
TCGA-C8-A12Q-01	139
TCGA-C8-A12T-01	214
TCGA-C8-A12U-01	61
TCGA-C8-A12V-01	52
TCGA-C8-A12W-01	77
TCGA-C8-A12X-01	65
TCGA-C8-A12Y-01	46
TCGA-C8-A12Z-01	61
TCGA-C8-A130-01	54
TCGA-C8-A131-01	74
TCGA-C8-A132-01	84
TCGA-C8-A133-01	33
TCGA-C8-A134-01	117
TCGA-C8-A135-01	77
TCGA-C8-A137-01	62
TCGA-C8-A138-01	52
TCGA-C8-A1HE-01	54
TCGA-C8-A1HF-01	39
TCGA-C8-A1HG-01	69
TCGA-C8-A1HI-01	72
TCGA-C8-A1HJ-01	124
TCGA-C8-A1HK-01	73
TCGA-C8-A1HL-01	37
TCGA-C8-A1HM-01	448
TCGA-C8-A1HN-01	70
TCGA-C8-A1HO-01	49
TCGA-C8-A26V-01	96
TCGA-C8-A26W-01	69
TCGA-C8-A26X-01	75
TCGA-C8-A26Y-01	916
TCGA-C8-A26Z-01	49
TCGA-C8-A273-01	24
TCGA-C8-A274-01	281
TCGA-C8-A275-01	142
TCGA-C8-A278-01	53
TCGA-C8-A27A-01	40
TCGA-C8-A27B-01	162
TCGA-C8-A3M7-01	221
TCGA-C8-A3M8-01	62
TCGA-C8-A8HP-01	273
TCGA-C8-A8HQ-01	372
TCGA-C8-A8HR-01	60
TCGA-C8-A9FZ-01	29
TCGA-D8-A13Y-01	82
TCGA-D8-A13Z-01	103
TCGA-D8-A140-01	134
TCGA-D8-A141-01	21
TCGA-D8-A142-01	166
TCGA-D8-A143-01	61
TCGA-D8-A145-01	47
TCGA-D8-A146-01	41
TCGA-D8-A147-01	200
TCGA-D8-A1J8-01	961
TCGA-D8-A1J9-01	278
TCGA-D8-A1JB-01	63
TCGA-D8-A1JC-01	122
TCGA-D8-A1JD-01	122
TCGA-D8-A1JE-01	40
TCGA-D8-A1JF-01	49
TCGA-D8-A1JG-01	169
TCGA-D8-A1JH-01	24
TCGA-D8-A1JI-01	42
TCGA-D8-A1JJ-01	98
TCGA-D8-A1JK-01	249
TCGA-D8-A1JL-01	127
TCGA-D8-A1JM-01	53
TCGA-D8-A1JN-01	208
TCGA-D8-A1JP-01	135
TCGA-D8-A1JS-01	29
TCGA-D8-A1JT-01	41
TCGA-D8-A1JU-01	20
TCGA-D8-A1X5-01	66
TCGA-D8-A1X6-01	42
TCGA-D8-A1X7-01	32
TCGA-D8-A1X9-01	102
TCGA-D8-A1XA-01	28
TCGA-D8-A1XB-01	50
TCGA-D8-A1XC-01	34
TCGA-D8-A1XF-01	51
TCGA-D8-A1XG-01	27
TCGA-D8-A1XK-01	1300
TCGA-D8-A1XL-01	110
TCGA-D8-A1XM-01	64
TCGA-D8-A1XO-01	29
TCGA-D8-A1XQ-01	1031
TCGA-D8-A1XR-01	32
TCGA-D8-A1XS-01	26
TCGA-D8-A1XT-01	45
TCGA-D8-A1XU-01	35
TCGA-D8-A1XV-01	36
TCGA-D8-A1XW-01	122
TCGA-D8-A1XY-01	59
TCGA-D8-A1XZ-01	96
TCGA-D8-A1Y0-01	81
TCGA-D8-A1Y1-01	233
TCGA-D8-A1Y2-01	22
TCGA-D8-A1Y3-01	67
TCGA-D8-A27E-01	11
TCGA-D8-A27F-01	70
TCGA-D8-A27G-01	1176
TCGA-D8-A27H-01	160
TCGA-D8-A27I-01	36
TCGA-D8-A27K-01	21
TCGA-D8-A27L-01	53
TCGA-D8-A27M-01	90
TCGA-D8-A27N-01	60
TCGA-D8-A27P-01	30
TCGA-D8-A27R-01	35
TCGA-D8-A27T-01	31
TCGA-D8-A27V-01	235
TCGA-D8-A27W-01	55
TCGA-D8-A3Z6-01	37
TCGA-D8-A4Z1-01	46
TCGA-D8-A73U-01	207
TCGA-D8-A73W-01	52
TCGA-D8-A73X-01	52
TCGA-E2-A105-01	67
TCGA-E2-A107-01	36
TCGA-E2-A108-01	186
TCGA-E2-A109-01	84
TCGA-E2-A10A-01	28
TCGA-E2-A10B-01	73
TCGA-E2-A10C-01	519
TCGA-E2-A10F-01	30
TCGA-E2-A14N-01	109
TCGA-E2-A14O-01	36
TCGA-E2-A14P-01	112
TCGA-E2-A14Q-01	40
TCGA-E2-A14R-01	143
TCGA-E2-A14T-01	43
TCGA-E2-A14V-01	141
TCGA-E2-A14W-01	102
TCGA-E2-A14X-01	37
TCGA-E2-A14Y-01	50
TCGA-E2-A14Z-01	95
TCGA-E2-A150-01	91
TCGA-E2-A152-01	171
TCGA-E2-A153-01	26
TCGA-E2-A154-01	58
TCGA-E2-A155-01	81
TCGA-E2-A156-01	25
TCGA-E2-A158-01	97
TCGA-E2-A159-01	201
TCGA-E2-A15A-01	62
TCGA-E2-A15C-01	50
TCGA-E2-A15D-01	34
TCGA-E2-A15E-01	40
TCGA-E2-A15F-01	28
TCGA-E2-A15G-01	73
TCGA-E2-A15H-01	33
TCGA-E2-A15I-01	43
TCGA-E2-A15J-01	22
TCGA-E2-A15K-01	53
TCGA-E2-A15L-01	34
TCGA-E2-A15M-01	108
TCGA-E2-A15O-01	34
TCGA-E2-A15P-01	28
TCGA-E2-A15R-01	47
TCGA-E2-A15S-01	68
TCGA-E2-A15T-01	40
TCGA-E2-A1AZ-01	79
TCGA-E2-A1B0-01	60
TCGA-E2-A1B1-01	66
TCGA-E2-A1B4-01	42
TCGA-E2-A1B5-01	46
TCGA-E2-A1B6-01	56
TCGA-E2-A1BC-01	41
TCGA-E2-A1BD-01	43
TCGA-E2-A1IE-01	30
TCGA-E2-A1IF-01	24
TCGA-E2-A1IG-01	57
TCGA-E2-A1IH-01	85
TCGA-E2-A1II-01	34
TCGA-E2-A1IJ-01	18
TCGA-E2-A1IK-01	17
TCGA-E2-A1IL-01	31
TCGA-E2-A1IN-01	248
TCGA-E2-A1IO-01	16
TCGA-E2-A1IU-01	31
TCGA-E2-A1L6-01	28
TCGA-E2-A1L7-01	81
TCGA-E2-A1L8-01	38
TCGA-E2-A1L9-01	28
TCGA-E2-A1LA-01	107
TCGA-E2-A1LB-01	55
TCGA-E2-A1LG-01	219
TCGA-E2-A1LH-01	231
TCGA-E2-A1LI-01	37
TCGA-E2-A1LK-01	54
TCGA-E2-A1LL-01	61
TCGA-E2-A2P6-01	186
TCGA-E2-A56Z-01	60
TCGA-E2-A570-01	30
TCGA-E2-A572-01	29
TCGA-E2-A573-01	72
TCGA-E2-A574-01	156
TCGA-E2-A576-01	70
TCGA-E2-A9RU-01	107
TCGA-E9-A1N3-01	31
TCGA-E9-A1N4-01	34
TCGA-E9-A1N5-01	39
TCGA-E9-A1N8-01	36
TCGA-E9-A1N9-01	66
TCGA-E9-A1NA-01	117
TCGA-E9-A1NE-01	62
TCGA-E9-A1NF-01	61
TCGA-E9-A1NG-01	21
TCGA-E9-A1NH-01	37
TCGA-E9-A1QZ-01	23
TCGA-E9-A1R0-01	35
TCGA-E9-A1R2-01	66
TCGA-E9-A1R3-01	25
TCGA-E9-A1R4-01	153
TCGA-E9-A1R5-01	51
TCGA-E9-A1R6-01	36
TCGA-E9-A1R7-01	63
TCGA-E9-A1RA-01	25
TCGA-E9-A1RB-01	38
TCGA-E9-A1RC-01	55
TCGA-E9-A1RD-01	23
TCGA-E9-A1RE-01	66
TCGA-E9-A1RF-01	170
TCGA-E9-A1RG-01	41
TCGA-E9-A1RH-01	111
TCGA-E9-A1RI-01	29
TCGA-E9-A226-01	79
TCGA-E9-A227-01	19
TCGA-E9-A228-01	52
TCGA-E9-A229-01	30
TCGA-E9-A22A-01	36
TCGA-E9-A22B-01	76
TCGA-E9-A22D-01	40
TCGA-E9-A22E-01	144
TCGA-E9-A22G-01	117
TCGA-E9-A22H-01	26
TCGA-E9-A243-01	89
TCGA-E9-A244-01	121
TCGA-E9-A245-01	23
TCGA-E9-A247-01	47
TCGA-E9-A248-01	28
TCGA-E9-A249-01	25
TCGA-E9-A24A-01	22
TCGA-E9-A295-01	109
TCGA-E9-A2JS-01	89
TCGA-E9-A2JT-01	28
TCGA-E9-A3HO-01	72
TCGA-E9-A3QA-01	62
TCGA-E9-A3X8-01	37
TCGA-E9-A54Y-01	58
TCGA-E9-A5FK-01	39
TCGA-E9-A5FL-01	133
TCGA-E9-A5UO-01	38
TCGA-E9-A6HE-01	22
TCGA-EW-A1IW-01	127
TCGA-EW-A1IX-01	42
TCGA-EW-A1IY-01	38
TCGA-EW-A1IZ-01	435
TCGA-EW-A1J1-01	23
TCGA-EW-A1J3-01	30
TCGA-EW-A1J5-01	540
TCGA-EW-A1J6-01	44
TCGA-EW-A1OV-01	140
TCGA-EW-A1OX-01	21
TCGA-EW-A1OZ-01	76
TCGA-EW-A1P0-01	28
TCGA-EW-A1P1-01	3
TCGA-EW-A1P3-01	28
TCGA-EW-A1P4-01	77
TCGA-EW-A1P5-01	20
TCGA-EW-A1P6-01	26
TCGA-EW-A1P7-01	19
TCGA-EW-A1P8-01	39
TCGA-EW-A1PA-01	41
TCGA-EW-A1PB-01	182
TCGA-EW-A1PD-01	93
TCGA-EW-A1PE-01	38
TCGA-EW-A1PG-01	11
TCGA-EW-A1PH-01	62
TCGA-EW-A2FR-01	54
TCGA-EW-A2FS-01	45
TCGA-EW-A2FV-01	32
TCGA-EW-A2FW-01	26
TCGA-EW-A423-01	88
TCGA-EW-A6S9-01	31
TCGA-EW-A6SA-01	123
TCGA-EW-A6SB-01	81
TCGA-EW-A6SC-01	39
TCGA-EW-A6SD-01	68
TCGA-GI-A2C8-01	148
TCGA-GM-A2D9-01	645
TCGA-GM-A2DA-01	45
TCGA-GM-A2DB-01	128
TCGA-GM-A2DC-01	27
TCGA-GM-A2DD-01	68
TCGA-GM-A2DF-01	53
TCGA-GM-A2DH-01	232
TCGA-GM-A2DI-01	91
TCGA-GM-A2DK-01	37
TCGA-GM-A2DL-01	49
TCGA-GM-A2DM-01	27
TCGA-GM-A2DN-01	19
TCGA-GM-A2DO-01	220
TCGA-GM-A3NW-01	95
TCGA-GM-A3XL-01	144
TCGA-GM-A4E0-01	34
TCGA-GM-A5PV-01	47
TCGA-GM-A5PX-01	42
TCGA-HN-A2NL-01	91
TCGA-HN-A2OB-01	19
TCGA-JL-A3YX-01	49
TCGA-LD-A66U-01	44
TCGA-LD-A74U-01	352
TCGA-LD-A7W5-01	65
TCGA-LD-A7W6-01	46
TCGA-LD-A9QF-01	39
TCGA-LL-A440-01	6
TCGA-LL-A50Y-01	43
TCGA-LL-A5YL-01	93
TCGA-LL-A5YM-01	40
TCGA-LL-A5YN-01	43
TCGA-LL-A5YO-01	61
TCGA-LL-A5YP-01	105
TCGA-LL-A6FP-01	75
TCGA-LL-A6FQ-01	69
TCGA-LL-A6FR-01	63
TCGA-LL-A73Y-01	193
TCGA-LL-A73Z-01	48
TCGA-LL-A740-01	68
TCGA-LL-A7SZ-01	75
TCGA-LL-A7T0-01	77
TCGA-LL-A8F5-01	200
TCGA-LL-A9Q3-01	68
TCGA-OK-A5Q2-01	43
TCGA-OL-A5D6-01	57
TCGA-OL-A5D7-01	80
TCGA-OL-A5D8-01	39
TCGA-OL-A5DA-01	114
TCGA-OL-A5RU-01	46
TCGA-OL-A5RV-01	17
TCGA-OL-A5RW-01	253
TCGA-OL-A5RX-01	35
TCGA-OL-A5RY-01	13
TCGA-OL-A5RZ-01	152
TCGA-OL-A5S0-01	44
TCGA-OL-A66H-01	27
TCGA-OL-A66I-01	56
TCGA-OL-A66J-01	68
TCGA-OL-A66K-01	47
TCGA-OL-A66L-01	94
TCGA-OL-A66N-01	58
TCGA-OL-A66O-01	38
TCGA-OL-A66P-01	123
TCGA-OL-A6VO-01	38
TCGA-OL-A6VQ-01	82
TCGA-OL-A6VR-01	17
TCGA-OL-A97C-01	70
TCGA-PE-A5DC-01	154
TCGA-PE-A5DD-01	85
TCGA-PE-A5DE-01	689
TCGA-PL-A8LV-01	155
TCGA-PL-A8LX-01	49
TCGA-PL-A8LY-01	7
TCGA-PL-A8LZ-01	136
TCGA-S3-A6ZF-01	52
TCGA-S3-A6ZG-01	60
TCGA-S3-A6ZH-01	45
TCGA-S3-AA0Z-01	77
TCGA-S3-AA10-01	150
TCGA-S3-AA11-01	96
TCGA-S3-AA12-01	60
TCGA-S3-AA14-01	24
TCGA-S3-AA15-01	60
TCGA-S3-AA17-01	141
TCGA-UL-AAZ6-01	140
TCGA-UU-A93S-01	196
TCGA-V7-A7HQ-01	31
TCGA-W8-A86G-01	35
TCGA-WT-AB41-01	62
TCGA-WT-AB44-01	60
TCGA-XX-A899-01	60
TCGA-XX-A89A-01	265
TCGA-Z7-A8R5-01	34
TCGA-Z7-A8R6-01	107
TCGA-05-4244-01	260
TCGA-05-4249-01	385
TCGA-05-4250-01	434
TCGA-05-4382-01	2110
TCGA-05-4384-01	164
TCGA-05-4389-01	296
TCGA-05-4390-01	694
TCGA-05-4395-01	348
TCGA-05-4396-01	334
TCGA-05-4397-01	1019
TCGA-05-4398-01	928
TCGA-05-4402-01	155
TCGA-05-4403-01	168
TCGA-05-4405-01	482
TCGA-05-4410-01	1348
TCGA-05-4415-01	250
TCGA-05-4417-01	352
TCGA-05-4418-01	334
TCGA-05-4420-01	371
TCGA-05-4422-01	54
TCGA-05-4424-01	901
TCGA-05-4425-01	53
TCGA-05-4426-01	55
TCGA-05-4427-01	1250
TCGA-05-4430-01	341
TCGA-05-4432-01	753
TCGA-05-4433-01	45
TCGA-05-4434-01	59
TCGA-05-5420-01	116
TCGA-05-5423-01	187
TCGA-05-5425-01	719
TCGA-05-5428-01	475
TCGA-05-5429-01	44
TCGA-05-5715-01	151
TCGA-35-3615-01	146
TCGA-35-4122-01	412
TCGA-35-4123-01	369
TCGA-35-5375-01	523
TCGA-38-4625-01	765
TCGA-38-4626-01	325
TCGA-38-4627-01	36
TCGA-38-4628-01	149
TCGA-38-4629-01	350
TCGA-38-4630-01	165
TCGA-38-4631-01	927
TCGA-38-4632-01	655
TCGA-38-6178-01	91
TCGA-38-7271-01	116
TCGA-38-A44F-01	18
TCGA-44-2655-01	228
TCGA-44-2656-01	1058
TCGA-44-2657-01	522
TCGA-44-2659-01	508
TCGA-44-2661-01	50
TCGA-44-2662-01	268
TCGA-44-2665-01	61
TCGA-44-2666-01	43
TCGA-44-2668-01	443
TCGA-44-3396-01	245
TCGA-44-3398-01	248
TCGA-44-3917-01	274
TCGA-44-3918-01	1181
TCGA-44-3919-01	69
TCGA-44-4112-01	609
TCGA-44-5643-01	162
TCGA-44-5644-01	1171
TCGA-44-5645-01	44
TCGA-44-6144-01	284
TCGA-44-6145-01	392
TCGA-44-6146-01	47
TCGA-44-6147-01	161
TCGA-44-6148-01	8
TCGA-44-6774-01	370
TCGA-44-6775-01	86
TCGA-44-6776-01	251
TCGA-44-6777-01	479
TCGA-44-6778-01	487
TCGA-44-6779-01	125
TCGA-44-7659-01	183
TCGA-44-7660-01	469
TCGA-44-7661-01	342
TCGA-44-7662-01	715
TCGA-44-7667-01	579
TCGA-44-7669-01	561
TCGA-44-7670-01	1334
TCGA-44-7671-01	291
TCGA-44-7672-01	197
TCGA-44-8117-01	930
TCGA-44-8119-01	773
TCGA-44-8120-01	745
TCGA-44-A479-01	377
TCGA-44-A47A-01	271
TCGA-44-A47B-01	60
TCGA-44-A47F-01	113
TCGA-44-A47G-01	101
TCGA-44-A4SS-01	594
TCGA-44-A4SU-01	187
TCGA-49-4486-01	213
TCGA-49-4487-01	432
TCGA-49-4488-01	367
TCGA-49-4490-01	68
TCGA-49-4494-01	232
TCGA-49-4501-01	72
TCGA-49-4505-01	274
TCGA-49-4506-01	140
TCGA-49-4507-01	249
TCGA-49-4510-01	66
TCGA-49-4512-01	55
TCGA-49-4514-01	413
TCGA-49-6742-01	354
TCGA-49-6743-01	945
TCGA-49-6744-01	285
TCGA-49-6745-01	170
TCGA-49-6761-01	246
TCGA-49-6767-01	594
TCGA-49-AAQV-01	88
TCGA-49-AAR0-01	176
TCGA-49-AAR2-01	488
TCGA-49-AAR3-01	171
TCGA-49-AAR4-01	712
TCGA-49-AAR9-01	808
TCGA-49-AARE-01	1671
TCGA-49-AARN-01	932
TCGA-49-AARO-01	738
TCGA-49-AARQ-01	889
TCGA-49-AARR-01	3
TCGA-4B-A93V-01	171
TCGA-50-5044-01	171
TCGA-50-5045-01	370
TCGA-50-5049-01	1004
TCGA-50-5051-01	139
TCGA-50-5055-01	22
TCGA-50-5066-01	345
TCGA-50-5068-01	118
TCGA-50-5072-01	203
TCGA-50-5930-01	1359
TCGA-50-5931-01	381
TCGA-50-5932-01	90
TCGA-50-5933-01	632
TCGA-50-5935-01	123
TCGA-50-5936-01	146
TCGA-50-5939-01	104
TCGA-50-5941-01	482
TCGA-50-5942-01	71
TCGA-50-5944-01	84
TCGA-50-5946-01	816
TCGA-50-6590-01	1084
TCGA-50-6591-01	66
TCGA-50-6592-01	356
TCGA-50-6593-01	390
TCGA-50-6594-01	634
TCGA-50-6595-01	118
TCGA-50-6597-01	78
TCGA-50-6673-01	62
TCGA-50-7109-01	308
TCGA-50-8457-01	67
TCGA-50-8459-01	119
TCGA-50-8460-01	36
TCGA-53-7624-01	1012
TCGA-53-7626-01	450
TCGA-53-7813-01	186
TCGA-53-A4EZ-01	674
TCGA-55-1592-01	691
TCGA-55-1594-01	231
TCGA-55-1595-01	407
TCGA-55-1596-01	234
TCGA-55-5899-01	549
TCGA-55-6543-01	25
TCGA-55-6642-01	155
TCGA-55-6712-01	196
TCGA-55-6968-01	655
TCGA-55-6969-01	514
TCGA-55-6970-01	209
TCGA-55-6971-01	108
TCGA-55-6972-01	342
TCGA-55-6975-01	100
TCGA-55-6978-01	35
TCGA-55-6979-01	172
TCGA-55-6980-01	16
TCGA-55-6981-01	63
TCGA-55-6982-01	287
TCGA-55-6983-01	134
TCGA-55-6984-01	27
TCGA-55-6985-01	584
TCGA-55-6986-01	25
TCGA-55-6987-01	254
TCGA-55-7227-01	204
TCGA-55-7281-01	557
TCGA-55-7283-01	291
TCGA-55-7284-01	57
TCGA-55-7570-01	467
TCGA-55-7573-01	63
TCGA-55-7574-01	322
TCGA-55-7576-01	499
TCGA-55-7724-01	277
TCGA-55-7725-01	154
TCGA-55-7726-01	141
TCGA-55-7727-01	317
TCGA-55-7728-01	121
TCGA-55-7815-01	182
TCGA-55-7816-01	2
TCGA-55-7903-01	188
TCGA-55-7907-01	1453
TCGA-55-7910-01	368
TCGA-55-7911-01	278
TCGA-55-7913-01	435
TCGA-55-7914-01	214
TCGA-55-7994-01	1890
TCGA-55-7995-01	822
TCGA-55-8085-01	328
TCGA-55-8087-01	37
TCGA-55-8089-01	1546
TCGA-55-8090-01	113
TCGA-55-8091-01	35
TCGA-55-8092-01	725
TCGA-55-8094-01	557
TCGA-55-8096-01	179
TCGA-55-8097-01	139
TCGA-55-8203-01	530
TCGA-55-8204-01	270
TCGA-55-8205-01	648
TCGA-55-8206-01	38
TCGA-55-8207-01	387
TCGA-55-8208-01	444
TCGA-55-8299-01	273
TCGA-55-8301-01	362
TCGA-55-8302-01	845
TCGA-55-8505-01	48
TCGA-55-8506-01	2107
TCGA-55-8507-01	1213
TCGA-55-8508-01	227
TCGA-55-8510-01	392
TCGA-55-8511-01	713
TCGA-55-8512-01	51
TCGA-55-8513-01	8
TCGA-55-8514-01	351
TCGA-55-8614-01	298
TCGA-55-8615-01	162
TCGA-55-8616-01	603
TCGA-55-8619-01	27
TCGA-55-8620-01	615
TCGA-55-8621-01	89
TCGA-55-A48X-01	483
TCGA-55-A48Y-01	444
TCGA-55-A48Z-01	68
TCGA-55-A490-01	1643
TCGA-55-A491-01	466
TCGA-55-A492-01	355
TCGA-55-A493-01	340
TCGA-55-A494-01	295
TCGA-55-A4DF-01	983
TCGA-55-A4DG-01	844
TCGA-55-A57B-01	49
TCGA-62-8394-01	173
TCGA-62-8395-01	86
TCGA-62-8397-01	32
TCGA-62-8398-01	103
TCGA-62-8399-01	661
TCGA-62-8402-01	73
TCGA-62-A46O-01	1092
TCGA-62-A46P-01	353
TCGA-62-A46R-01	209
TCGA-62-A46S-01	159
TCGA-62-A46U-01	52
TCGA-62-A46V-01	71
TCGA-62-A46Y-01	39
TCGA-62-A470-01	147
TCGA-62-A471-01	148
TCGA-62-A472-01	72
TCGA-64-1676-01	740
TCGA-64-1679-01	614
TCGA-64-1680-01	76
TCGA-64-1681-01	106
TCGA-64-5774-01	176
TCGA-64-5775-01	589
TCGA-64-5778-01	579
TCGA-64-5779-01	437
TCGA-64-5781-01	1405
TCGA-64-5815-01	213
TCGA-67-3770-01	273
TCGA-67-3771-01	1320
TCGA-67-3773-01	125
TCGA-67-3774-01	150
TCGA-67-4679-01	352
TCGA-67-6215-01	137
TCGA-67-6216-01	45
TCGA-67-6217-01	234
TCGA-69-7760-01	88
TCGA-69-7761-01	36
TCGA-69-7763-01	100
TCGA-69-7764-01	116
TCGA-69-7765-01	747
TCGA-69-7973-01	309
TCGA-69-7974-01	640
TCGA-69-7978-01	766
TCGA-69-7979-01	1800
TCGA-69-7980-01	971
TCGA-69-8253-01	209
TCGA-69-8254-01	97
TCGA-69-8255-01	365
TCGA-69-A59K-01	637
TCGA-71-6725-01	73
TCGA-71-8520-01	105
TCGA-73-4658-01	448
TCGA-73-4659-01	262
TCGA-73-4662-01	268
TCGA-73-4666-01	471
TCGA-73-4668-01	629
TCGA-73-4670-01	441
TCGA-73-4675-01	84
TCGA-73-4676-01	112
TCGA-73-4677-01	304
TCGA-73-7498-01	139
TCGA-73-7499-01	83
TCGA-73-A9RS-01	1172
TCGA-75-5122-01	167
TCGA-75-5125-01	210
TCGA-75-5126-01	781
TCGA-75-5146-01	239
TCGA-75-5147-01	47
TCGA-75-6203-01	19
TCGA-75-6205-01	60
TCGA-75-6206-01	109
TCGA-75-6207-01	84
TCGA-75-6211-01	442
TCGA-75-6212-01	21
TCGA-75-6214-01	899
TCGA-75-7025-01	38
TCGA-75-7027-01	303
TCGA-75-7030-01	18
TCGA-75-7031-01	259
TCGA-78-7145-01	237
TCGA-78-7146-01	464
TCGA-78-7147-01	427
TCGA-78-7148-01	274
TCGA-78-7149-01	200
TCGA-78-7150-01	509
TCGA-78-7152-01	255
TCGA-78-7153-01	156
TCGA-78-7154-01	328
TCGA-78-7155-01	1838
TCGA-78-7156-01	417
TCGA-78-7158-01	284
TCGA-78-7159-01	380
TCGA-78-7160-01	57
TCGA-78-7161-01	236
TCGA-78-7162-01	101
TCGA-78-7163-01	27
TCGA-78-7166-01	275
TCGA-78-7167-01	154
TCGA-78-7220-01	1046
TCGA-78-7535-01	220
TCGA-78-7536-01	738
TCGA-78-7537-01	169
TCGA-78-7539-01	605
TCGA-78-7540-01	36
TCGA-78-7542-01	477
TCGA-78-7633-01	135
TCGA-78-8640-01	914
TCGA-78-8648-01	16
TCGA-78-8655-01	132
TCGA-78-8660-01	304
TCGA-78-8662-01	1440
TCGA-80-5607-01	158
TCGA-80-5608-01	199
TCGA-80-5611-01	247
TCGA-83-5908-01	295
TCGA-86-6562-01	74
TCGA-86-6851-01	1094
TCGA-86-7701-01	248
TCGA-86-7711-01	272
TCGA-86-7713-01	186
TCGA-86-7714-01	91
TCGA-86-7953-01	65
TCGA-86-7954-01	290
TCGA-86-7955-01	377
TCGA-86-8054-01	275
TCGA-86-8055-01	63
TCGA-86-8056-01	340
TCGA-86-8073-01	1845
TCGA-86-8074-01	79
TCGA-86-8075-01	62
TCGA-86-8076-01	84
TCGA-86-8278-01	144
TCGA-86-8279-01	636
TCGA-86-8280-01	55
TCGA-86-8281-01	337
TCGA-86-8358-01	1376
TCGA-86-8359-01	200
TCGA-86-8585-01	710
TCGA-86-8668-01	45
TCGA-86-8669-01	170
TCGA-86-8671-01	47
TCGA-86-8672-01	376
TCGA-86-8673-01	605
TCGA-86-8674-01	382
TCGA-86-A456-01	452
TCGA-86-A4JF-01	1646
TCGA-86-A4P7-01	84
TCGA-86-A4P8-01	2
TCGA-91-6828-01	336
TCGA-91-6829-01	805
TCGA-91-6830-01	315
TCGA-91-6831-01	340
TCGA-91-6835-01	113
TCGA-91-6836-01	579
TCGA-91-6840-01	142
TCGA-91-6847-01	105
TCGA-91-6848-01	741
TCGA-91-6849-01	141
TCGA-91-7771-01	251
TCGA-91-8496-01	41
TCGA-91-8497-01	56
TCGA-91-8499-01	395
TCGA-91-A4BC-01	563
TCGA-91-A4BD-01	27
TCGA-93-7347-01	143
TCGA-93-7348-01	133
TCGA-93-8067-01	674
TCGA-93-A4JN-01	98
TCGA-93-A4JO-01	65
TCGA-93-A4JP-01	82
TCGA-93-A4JQ-01	145
TCGA-95-7039-01	1542
TCGA-95-7043-01	1319
TCGA-95-7562-01	461
TCGA-95-7567-01	1143
TCGA-95-7944-01	307
TCGA-95-7947-01	665
TCGA-95-7948-01	183
TCGA-95-8039-01	118
TCGA-95-8494-01	133
TCGA-95-A4VK-01	318
TCGA-95-A4VN-01	591
TCGA-95-A4VP-01	161
TCGA-97-7546-01	352
TCGA-97-7547-01	226
TCGA-97-7552-01	47
TCGA-97-7553-01	51
TCGA-97-7554-01	559
TCGA-97-7937-01	564
TCGA-97-7938-01	505
TCGA-97-7941-01	121
TCGA-97-8171-01	67
TCGA-97-8172-01	331
TCGA-97-8174-01	213
TCGA-97-8175-01	41
TCGA-97-8176-01	197
TCGA-97-8177-01	47
TCGA-97-8179-01	208
TCGA-97-8547-01	70
TCGA-97-8552-01	29
TCGA-97-A4LX-01	219
TCGA-97-A4M0-01	500
TCGA-97-A4M1-01	55
TCGA-97-A4M2-01	32
TCGA-97-A4M3-01	250
TCGA-97-A4M5-01	190
TCGA-97-A4M6-01	42
TCGA-97-A4M7-01	384
TCGA-99-7458-01	577
TCGA-99-8025-01	599
TCGA-99-8028-01	542
TCGA-99-8032-01	492
TCGA-99-8033-01	223
TCGA-99-AA5R-01	73
TCGA-J2-8192-01	90
TCGA-J2-8194-01	190
TCGA-J2-A4AD-01	417
TCGA-J2-A4AE-01	62
TCGA-J2-A4AG-01	114
TCGA-L4-A4E5-01	419
TCGA-L4-A4E6-01	20
TCGA-L9-A443-01	307
TCGA-L9-A444-01	701
