Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-A2-A0YE-01	7	9	18	7	0	2
TCGA-A2-A0YF-01	6	13	13	2	0	5
TCGA-A2-A0YG-01	15	19	26	8	9	1
TCGA-A2-A0YH-01	6	12	19	54	6	3
TCGA-A2-A0YI-01	5	6	4	1	2	0
TCGA-A2-A0YJ-01	0	25	41	10	5	17
TCGA-A2-A0YK-01	11	0	0	438	29	0
TCGA-A2-A0YL-01	14	0	5	24	0	0
TCGA-A2-A0YM-01	0	14	37	42	15	1
TCGA-A2-A0YT-01	9	4	25	15	28	0
TCGA-A2-A1FV-01	14	4	23	8	1	0
TCGA-A2-A1FW-01	19	19	36	5	5	11
TCGA-A2-A1FX-01	7	7	9	0	3	2
TCGA-A2-A1FZ-01	0	6	16	4	0	3
TCGA-A2-A1G0-01	7	6	2	2	6	0
TCGA-A2-A1G1-01	6	16	10	4	2	1
TCGA-A2-A1G6-01	0	2	6	2	0	0
TCGA-A2-A259-01	11	2	7	4	4	1
TCGA-A2-A25A-01	17	24	13	75	0	0
TCGA-A2-A25B-01	17	58	25	10	12	6
TCGA-A2-A25C-01	7	22	4	3	1	2
TCGA-A2-A25D-01	9	20	16	10	1	8
TCGA-A2-A25E-01	1	19	13	11	11	6
TCGA-A2-A25F-01	0	6	0	0	0	0
TCGA-A2-A3KD-01	6	0	11	1	0	0
TCGA-A2-A3XT-01	0	49	15	45	0	13
TCGA-A2-A3XU-01	1	8	18	2	2	0
TCGA-A2-A3XV-01	7	10	19	0	8	4
TCGA-A2-A3XW-01	3	0	5	1	7	1
TCGA-A2-A3XX-01	3	11	21	4	12	1
TCGA-A2-A3XZ-01	3	0	13	25	11	0
TCGA-A2-A3Y0-01	5	85	51	76	1	25
TCGA-A2-A4S1-01	2	42	32	11	0	11
TCGA-A2-A4S2-01	6	11	17	8	0	1
TCGA-A2-A4S3-01	5	32	34	22	6	8
TCGA-A7-A0CE-01	13	22	15	7	0	4
TCGA-A7-A0CH-01	6	6	3	0	2	0
TCGA-A7-A0D9-01	5	0	3	3	0	1
TCGA-A7-A0DA-01	7	89	24	28	11	28
TCGA-A7-A0DB-01	1	3	17	22	1	9
TCGA-A7-A13D-01	14	49	36	29	4	8
TCGA-A7-A13E-01	5	9	58	8	0	0
TCGA-A7-A13F-01	1	4	22	4	14	0
TCGA-A7-A13G-01	1	2	15	12	0	2
TCGA-A7-A26E-01	6	3	18	17	22	1
TCGA-A7-A26F-01	3	9	18	5	10	1
TCGA-A7-A26G-01	7	30	11	18	1	1
TCGA-A7-A26H-01	9	13	35	91	0	2
TCGA-A7-A26I-01	9	16	8	7	4	2
TCGA-A7-A26J-01	4	16	11	7	0	4
TCGA-A7-A2KD-01	12	1	27	9	2	4
TCGA-A7-A3RF-01	2	17	16	4	0	1
TCGA-A7-A425-01	5	5	22	0	0	1
TCGA-A7-A4SC-01	5	11	12	1	5	4
TCGA-A7-A4SD-01	0	9	36	3	6	8
TCGA-A7-A4SE-01	4	57	15	59	0	11
TCGA-A7-A56D-01	24	16	42	114	24	5
TCGA-A7-A5ZV-01	11	105	60	49	6	37
TCGA-A7-A5ZW-01	0	3	11	13	8	1
TCGA-A7-A5ZX-01	5	7	7	4	12	7
TCGA-A7-A6VV-01	9	19	25	11	0	0
TCGA-A7-A6VW-01	14	35	18	9	8	8
TCGA-A7-A6VX-01	29	57	20	49	0	22
TCGA-A7-A6VY-01	9	52	23	29	13	10
TCGA-A8-A075-01	23	25	16	29	0	7
TCGA-AC-A23C-01	16	24	23	64	7	11
TCGA-AC-A23E-01	2	6	12	0	4	0
TCGA-AC-A23H-01	139	93	0	5934	212	0
TCGA-AC-A2B8-01	6	4	11	96	11	0
TCGA-AC-A2BK-01	5	42	50	5	6	2
TCGA-AC-A2BM-01	0	6	9	3	0	8
TCGA-AC-A2FB-01	4	3	6	4	0	0
TCGA-AC-A2FF-01	2	1	1	7	0	0
TCGA-AC-A2FG-01	3	2	13	11	9	1
TCGA-AC-A2FK-01	0	1	0	2	0	0
TCGA-AC-A2FO-01	1	2	2	15	6	1
TCGA-AC-A2QH-01	0	3	19	5	0	0
TCGA-AC-A3HN-01	2	2	10	3	1	4
TCGA-AC-A3OD-01	6	3	13	6	10	1
TCGA-AC-A3QP-01	0	18	5	0	12	0
TCGA-AC-A3QQ-01	6	3	21	2	0	4
TCGA-AC-A3W5-01	22	47	37	84	4	17
TCGA-AC-A3YI-01	1	6	5	0	6	0
TCGA-AC-A3YJ-01	12	1	20	4	0	1
TCGA-AC-A4ZE-01	10	22	27	8	7	0
TCGA-AC-A5EH-01	12	87	33	37	10	26
TCGA-AC-A5EI-01	7	3	14	11	8	0
TCGA-AC-A5XS-01	85	0	0	545	85	0
TCGA-AC-A5XU-01	12	18	59	21	0	3
TCGA-AC-A62V-01	13	13	66	10	0	4
TCGA-AC-A62X-01	5	10	60	5	0	7
TCGA-AC-A62Y-01	3	11	28	39	2	6
TCGA-AC-A6IV-01	2	6	7	0	12	0
TCGA-AC-A6IW-01	25	31	51	113	0	11
TCGA-AC-A6IX-01	16	0	21	34	0	0
TCGA-AC-A6NO-01	9	5	21	2	5	1
TCGA-AC-A7VB-01	3	4	28	0	0	0
TCGA-AC-A7VC-01	3	4	12	0	7	0
TCGA-AC-A8OP-01	13	77	77	31	30	16
TCGA-AC-A8OQ-01	19	20	47	20	20	11
TCGA-AC-A8OR-01	1	10	18	2	0	1
TCGA-AC-A8OS-01	13	12	20	22	0	12
TCGA-AN-A0XL-01	8	12	13	0	3	4
TCGA-AN-A0XN-01	7	78	30	24	7	29
TCGA-AN-A0XO-01	8	0	7	10	18	0
TCGA-AN-A0XP-01	2	6	11	9	1	5
TCGA-AN-A0XR-01	6	12	12	8	0	0
TCGA-AN-A0XS-01	2	8	7	6	9	0
TCGA-AN-A0XT-01	3	1	17	1	0	0
TCGA-AN-A0XU-01	2	69	20	26	9	11
TCGA-AN-A0XV-01	2	9	19	6	8	0
TCGA-AN-A0XW-01	0	0	2	421	0	0
TCGA-AO-A03M-01	0	0	0	1109	41	0
TCGA-AO-A03N-01	3	10	22	83	13	3
TCGA-AO-A03U-01	0	1	0	3	0	1
TCGA-AO-A03V-01	15	14	12	19	6	6
TCGA-AO-A0JG-01	5	10	0	1	0	5
TCGA-AO-A124-01	11	86	31	15	12	23
TCGA-AO-A125-01	3	9	19	4	10	0
TCGA-AO-A126-01	0	6	7	4	8	0
TCGA-AO-A128-01	10	162	831	24	95	88
TCGA-AO-A129-01	5	51	26	44	0	18
TCGA-AO-A12A-01	1	1	11	6	0	0
TCGA-AO-A12B-01	0	6	15	1	0	1
TCGA-AO-A12D-01	18	2	8	26	19	0
TCGA-AO-A12E-01	7	3	19	2	2	0
TCGA-AO-A12F-01	0	4	29	0	2	5
TCGA-AO-A12G-01	4	2	23	12	1	0
TCGA-AO-A12H-01	6	2	16	0	6	0
TCGA-AO-A1KO-01	0	5	0	0	5	0
TCGA-AO-A1KR-01	0	35	19	20	12	3
TCGA-AO-A1KT-01	1	10	22	4	14	0
TCGA-AQ-A04H-01	5	9	50	7	5	5
TCGA-AQ-A0Y5-01	4	6	28	21	11	0
TCGA-AQ-A1H2-01	0	5	16	2	7	4
TCGA-AQ-A1H3-01	1	0	25	0	0	1
TCGA-AQ-A54O-01	1	5	10	5	0	4
TCGA-AQ-A7U7-01	6	0	13	60	16	1
TCGA-AR-A0TP-01	5	38	8	11	3	6
TCGA-AR-A0TQ-01	8	12	12	14	2	1
TCGA-AR-A0TR-01	8	6	18	1	9	0
TCGA-AR-A0TS-01	10	33	26	16	0	5
TCGA-AR-A0TT-01	10	7	28	17	9	4
TCGA-AR-A0TU-01	6	35	24	17	0	8
TCGA-AR-A0TV-01	13	18	36	9	0	3
TCGA-AR-A0TW-01	0	22	27	6	10	2
TCGA-AR-A0TX-01	21	0	0	335	51	0
TCGA-AR-A0TZ-01	0	8	14	24	19	2
TCGA-AR-A0U0-01	1	12	12	14	2	9
TCGA-AR-A0U1-01	3	59	12	21	0	14
TCGA-AR-A0U2-01	6	11	38	0	0	1
TCGA-AR-A0U3-01	9	7	19	0	3	2
TCGA-AR-A0U4-01	8	76	20	77	0	20
TCGA-AR-A1AH-01	1	59	29	13	2	16
TCGA-AR-A1AI-01	13	15	25	20	16	0
TCGA-AR-A1AJ-01	3	0	16	26	8	0
TCGA-AR-A1AK-01	8	12	17	35	10	0
TCGA-AR-A1AL-01	3	6	10	8	2	1
TCGA-AR-A1AN-01	0	0	21	6	3	1
TCGA-AR-A1AO-01	6	35	20	34	14	13
TCGA-AR-A1AP-01	9	0	24	10	5	3
TCGA-AR-A1AQ-01	3	13	20	5	0	0
TCGA-AR-A1AR-01	4	19	20	11	0	9
TCGA-AR-A1AS-01	1	3	11	16	9	1
TCGA-AR-A1AT-01	2	9	14	3	1	3
TCGA-AR-A1AU-01	5	3	15	2	0	1
TCGA-AR-A1AV-01	8	2	27	4	3	5
TCGA-AR-A1AW-01	6	9	20	3	0	3
TCGA-AR-A1AX-01	7	5	8	0	12	0
TCGA-AR-A1AY-01	8	20	24	14	4	2
TCGA-AR-A24H-01	11	65	26	38	0	12
TCGA-AR-A24K-01	3	13	11	0	7	0
TCGA-AR-A24L-01	4	26	9	10	0	4
TCGA-AR-A24M-01	0	10	12	2	0	1
TCGA-AR-A24N-01	12	8	23	4	0	0
TCGA-AR-A24O-01	2	4	12	1	0	3
TCGA-AR-A24P-01	2	1	7	0	9	0
TCGA-AR-A24Q-01	18	116	23	52	8	15
TCGA-AR-A24R-01	3	3	17	1	0	2
TCGA-AR-A24S-01	11	2	27	12	1	4
TCGA-AR-A24T-01	3	5	12	2	2	0
TCGA-AR-A24U-01	6	0	14	21	3	0
TCGA-AR-A24V-01	0	4	12	5	7	0
TCGA-AR-A24W-01	5	5	2	0	2	0
TCGA-AR-A24X-01	3	7	12	0	10	2
TCGA-AR-A24Z-01	1	22	20	8	4	1
TCGA-AR-A250-01	5	15	44	69	21	1
TCGA-AR-A251-01	16	101	23	50	0	15
TCGA-AR-A252-01	5	0	14	0	0	0
TCGA-AR-A254-01	9	5	17	3	8	0
TCGA-AR-A255-01	5	23	13	32	13	3
TCGA-AR-A256-01	20	102	25	42	8	27
TCGA-AR-A2LE-01	49	0	0	282	62	1
TCGA-AR-A2LH-01	14	0	7	39	11	0
TCGA-AR-A2LK-01	8	7	29	4	0	0
TCGA-AR-A2LL-01	4	9	19	0	3	2
TCGA-AR-A2LM-01	0	7	1	0	9	0
TCGA-AR-A2LN-01	19	0	8	17	10	0
TCGA-AR-A2LO-01	2	3	5	3	1	3
TCGA-AR-A2LQ-01	2	3	8	0	0	0
TCGA-AR-A2LR-01	10	24	25	2	3	6
TCGA-AR-A5QM-01	6	14	14	0	2	0
TCGA-AR-A5QN-01	11	2	26	3	7	0
TCGA-AR-A5QP-01	7	5	14	3	5	0
TCGA-AR-A5QQ-01	6	33	24	18	0	15
TCGA-B6-A0I1-01	3	24	30	8	15	0
TCGA-B6-A0IH-01	9	1	24	0	6	1
TCGA-B6-A0RH-01	1	1	12	22	5	4
TCGA-B6-A0RL-01	8	6	28	18	5	4
TCGA-B6-A0RM-01	6	4	18	5	3	0
TCGA-B6-A0RN-01	0	6	19	2	5	1
TCGA-B6-A0RO-01	7	9	6	2	18	1
TCGA-B6-A0RP-01	8	10	12	0	0	0
TCGA-B6-A0RQ-01	14	4	12	16	3	7
TCGA-B6-A0RT-01	0	29	12	25	0	6
TCGA-B6-A0RU-01	1	16	14	6	16	5
TCGA-B6-A0RV-01	0	0	8	53	6	0
TCGA-B6-A0WS-01	0	4	5	5	1	3
TCGA-B6-A0WT-01	2	0	9	0	8	3
TCGA-B6-A0WV-01	7	5	12	6	0	7
TCGA-B6-A0WW-01	1	9	13	13	9	2
TCGA-B6-A0WX-01	0	14	17	1	10	3
TCGA-B6-A0WY-01	0	6	13	8	8	0
TCGA-B6-A0WZ-01	15	0	3	66	11	0
TCGA-B6-A0X0-01	0	12	4	2	6	1
TCGA-B6-A0X1-01	12	25	10	23	19	3
TCGA-B6-A0X4-01	4	2	3	0	12	1
TCGA-B6-A0X5-01	0	12	4	5	23	4
TCGA-B6-A0X7-01	3	1	10	5	4	0
TCGA-B6-A1KN-01	13	27	22	4	0	6
TCGA-B6-A2IU-01	12	0	14	9	19	0
TCGA-B6-A401-01	5	5	14	0	2	2
TCGA-B6-A409-01	7	14	23	6	3	3
TCGA-B6-A40B-01	19	14	17	16	0	0
TCGA-B6-A40C-01	7	10	30	5	0	2
TCGA-BH-A0AU-01	1	7	11	4	0	0
TCGA-BH-A0AV-01	18	31	11	17	2	8
TCGA-BH-A0AY-01	4	9	12	6	14	1
TCGA-BH-A0AZ-01	7	26	4	23	0	10
TCGA-BH-A0B0-01	8	0	4	59	28	0
TCGA-BH-A0B3-01	0	7	7	3	1	0
TCGA-BH-A0B6-01	131	0	0	1041	118	0
TCGA-BH-A0B7-01	5	0	13	9	9	6
TCGA-BH-A0B8-01	7	11	7	5	2	2
TCGA-BH-A0BA-01	3	3	10	10	2	1
TCGA-BH-A0BC-01	2	2	18	14	7	2
TCGA-BH-A0BF-01	0	5	13	9	4	2
TCGA-BH-A0BG-01	3	18	13	11	0	0
TCGA-BH-A0BJ-01	0	6	5	1	5	0
TCGA-BH-A0BL-01	0	35	18	3	7	6
TCGA-BH-A0BM-01	4	8	3	3	0	1
TCGA-BH-A0BO-01	2	3	12	5	7	2
TCGA-BH-A0BP-01	23	49	44	52	28	0
TCGA-BH-A0BQ-01	2	7	14	2	5	0
TCGA-BH-A0BS-01	6	7	9	0	0	1
TCGA-BH-A0BT-01	9	2	23	6	6	2
TCGA-BH-A0BV-01	15	0	7	2	0	0
TCGA-BH-A0BW-01	7	37	24	19	7	9
TCGA-BH-A0BZ-01	22	138	49	56	0	31
TCGA-BH-A0C0-01	3	27	9	4	5	0
TCGA-BH-A0C1-01	7	2	31	8	0	2
TCGA-BH-A0C3-01	0	4	7	0	5	2
TCGA-BH-A0C7-01	3	16	28	5	6	0
TCGA-BH-A0DD-01	3	0	22	7	5	0
TCGA-BH-A0DE-01	14	10	7	0	0	2
TCGA-BH-A0DG-01	0	9	2	14	19	3
TCGA-BH-A0DH-01	10	0	22	12	6	2
TCGA-BH-A0DI-01	6	9	21	26	0	0
TCGA-BH-A0DK-01	4	22	13	8	1	5
TCGA-BH-A0DL-01	5	4	28	19	2	7
TCGA-BH-A0DO-01	2	5	9	6	8	0
TCGA-BH-A0DP-01	2	5	3	5	4	0
TCGA-BH-A0DQ-01	6	10	17	2	0	0
TCGA-BH-A0DT-01	4	0	7	3	0	1
TCGA-BH-A0DV-01	7	5	0	2	0	1
TCGA-BH-A0DX-01	9	5	13	43	7	0
TCGA-BH-A0DZ-01	0	2	0	188	25	2
TCGA-BH-A0E0-01	3	0	13	1	2	5
TCGA-BH-A0E1-01	0	0	7	5	6	1
TCGA-BH-A0E9-01	4	5	18	1	0	0
TCGA-BH-A0EA-01	6	2	14	3	7	0
TCGA-BH-A0EI-01	4	3	13	1	2	1
TCGA-BH-A0H3-01	8	2	7	0	0	0
TCGA-BH-A0H5-01	21	0	0	121	27	0
TCGA-BH-A0H7-01	0	0	8	6	2	1
TCGA-BH-A0H9-01	5	5	3	2	0	8
TCGA-BH-A0HA-01	11	12	247	44	41	27
TCGA-BH-A0HI-01	5	4	12	7	4	3
TCGA-BH-A0HK-01	11	0	14	30	8	0
TCGA-BH-A0HN-01	2	5	12	5	10	0
TCGA-BH-A0HP-01	14	0	7	308	24	4
TCGA-BH-A0RX-01	0	0	31	4	14	0
TCGA-BH-A0W3-01	3	9	6	5	0	0
TCGA-BH-A0W4-01	5	4	6	7	16	1
TCGA-BH-A0W5-01	0	7	16	1	5	0
TCGA-BH-A0W7-01	0	1	0	238	22	0
TCGA-BH-A0WA-01	22	42	18	24	0	7
TCGA-BH-A18F-01	10	8	15	16	18	0
TCGA-BH-A18G-01	44	242	1103	0	179	100
TCGA-BH-A18H-01	14	6	11	13	4	6
TCGA-BH-A18I-01	0	0	17	6	8	0
TCGA-BH-A18J-01	8	7	12	83	0	1
TCGA-BH-A18K-01	16	6	8	27	6	5
TCGA-BH-A18L-01	8	10	37	4	4	2
TCGA-BH-A18M-01	3	0	8	5	1	1
TCGA-BH-A18N-01	0	6	28	1	5	3
TCGA-BH-A18P-01	48	0	10	326	54	0
TCGA-BH-A18Q-01	5	68	12	14	1	7
TCGA-BH-A18R-01	3	17	4	10	4	4
TCGA-BH-A18S-01	1	14	8	3	8	3
TCGA-BH-A18T-01	7	51	18	22	3	1
TCGA-BH-A18U-01	17	22	39	90	9	1
TCGA-BH-A18V-01	0	85	6	131	0	28
TCGA-BH-A1EO-01	5	6	31	5	3	0
TCGA-BH-A1ET-01	2	9	15	1	2	4
TCGA-BH-A1EU-01	2	8	12	4	4	4
TCGA-BH-A1EV-01	9	5	24	66	25	0
TCGA-BH-A1EW-01	6	3	3	2	7	0
TCGA-BH-A1EX-01	0	7	11	0	17	0
TCGA-BH-A1EY-01	2	6	15	17	15	0
TCGA-BH-A1F0-01	16	32	16	24	5	2
TCGA-BH-A1F2-01	9	10	30	18	2	2
TCGA-BH-A1F5-01	8	9	15	3	7	2
TCGA-BH-A1F6-01	6	5	26	9	0	7
TCGA-BH-A1F8-01	23	8	15	126	18	2
TCGA-BH-A1FC-01	5	25	36	44	4	16
TCGA-BH-A1FE-01	2	7	5	5	5	2
TCGA-BH-A1FG-01	0	3	12	2	2	2
TCGA-BH-A1FH-01	9	0	17	4	0	3
TCGA-BH-A1FJ-01	12	7	24	2	0	0
TCGA-BH-A1FL-01	7	1	12	1	3	2
TCGA-BH-A1FM-01	3	3	21	19	16	0
TCGA-BH-A1FN-01	9	34	8	87	0	8
TCGA-BH-A1FR-01	0	5	8	2	2	0
TCGA-BH-A1FU-01	8	23	24	26	16	21
TCGA-BH-A201-01	0	9	5	3	7	3
TCGA-BH-A202-01	0	8	12	4	2	2
TCGA-BH-A203-01	7	7	42	23	20	0
TCGA-BH-A204-01	7	14	16	6	6	3
TCGA-BH-A208-01	14	7	16	42	3	0
TCGA-BH-A209-01	4	1	3	99	12	0
TCGA-BH-A28Q-01	1	2	16	4	0	3
TCGA-BH-A2L8-01	60	0	0	544	24	0
TCGA-BH-A42U-01	9	0	2	13	8	0
TCGA-BH-A42V-01	4	0	4	37	10	0
TCGA-BH-A5IZ-01	16	39	24	14	0	3
TCGA-BH-A5J0-01	12	3	16	48	23	0
TCGA-BH-A6R8-01	2	2	18	7	8	0
TCGA-BH-A6R9-01	6	4	6	0	6	3
TCGA-BH-A8FY-01	15	19	13	8	0	1
TCGA-BH-A8FZ-01	0	25	27	19	3	17
TCGA-BH-A8G0-01	1	1	7	0	6	2
TCGA-BH-AB28-01	6	2	23	5	1	6
TCGA-C8-A12K-01	2	54	21	86	0	10
TCGA-C8-A12L-01	6	44	23	9	7	0
TCGA-C8-A12M-01	12	13	34	0	19	4
TCGA-C8-A12N-01	0	5	16	5	0	1
TCGA-C8-A12O-01	6	4	28	3	7	1
TCGA-C8-A12P-01	11	14	27	114	24	12
TCGA-C8-A12Q-01	14	9	8	76	31	1
TCGA-C8-A12T-01	13	2	17	175	5	2
TCGA-C8-A12U-01	6	15	29	11	0	0
TCGA-C8-A12V-01	0	23	9	6	7	7
TCGA-C8-A12W-01	0	4	48	6	19	0
TCGA-C8-A12X-01	10	8	34	1	4	8
TCGA-C8-A12Y-01	0	8	32	3	3	0
TCGA-C8-A12Z-01	13	0	22	23	2	1
TCGA-C8-A130-01	0	1	30	7	14	2
TCGA-C8-A131-01	11	20	18	4	18	3
TCGA-C8-A132-01	1	16	17	45	0	5
TCGA-C8-A133-01	9	12	1	3	4	4
TCGA-C8-A134-01	1	67	18	12	6	13
TCGA-C8-A135-01	0	11	45	11	9	1
TCGA-C8-A137-01	7	2	10	25	16	2
TCGA-C8-A138-01	12	18	18	0	1	3
TCGA-C8-A1HE-01	11	1	9	28	4	1
TCGA-C8-A1HF-01	5	3	10	16	4	1
TCGA-C8-A1HG-01	10	8	37	8	5	1
TCGA-C8-A1HI-01	5	10	32	23	1	1
TCGA-C8-A1HJ-01	0	59	24	21	3	17
TCGA-C8-A1HK-01	0	12	15	32	14	0
TCGA-C8-A1HL-01	6	12	16	0	0	3
TCGA-C8-A1HM-01	0	32	29	365	12	10
TCGA-C8-A1HN-01	12	18	30	5	0	5
TCGA-C8-A1HO-01	5	15	10	13	3	3
TCGA-C8-A26V-01	0	5	17	57	12	5
TCGA-C8-A26W-01	11	3	8	28	19	0
TCGA-C8-A26X-01	9	20	29	6	7	4
TCGA-C8-A26Y-01	36	79	1	694	52	54
TCGA-C8-A26Z-01	8	8	26	0	3	4
TCGA-C8-A273-01	1	6	10	1	4	2
TCGA-C8-A274-01	11	19	22	206	23	0
TCGA-C8-A275-01	15	1	12	99	14	1
TCGA-C8-A278-01	0	5	17	17	13	1
TCGA-C8-A27A-01	6	6	8	8	8	4
TCGA-C8-A27B-01	0	38	13	97	0	14
TCGA-C8-A3M7-01	32	0	24	125	40	0
TCGA-C8-A3M8-01	2	12	23	17	8	0
TCGA-C8-A8HP-01	6	1	14	203	49	0
TCGA-C8-A8HQ-01	10	0	16	275	71	0
TCGA-C8-A8HR-01	11	5	22	4	0	18
TCGA-C8-A9FZ-01	1	2	20	6	0	0
TCGA-D8-A13Y-01	18	8	19	24	2	11
TCGA-D8-A13Z-01	0	32	32	22	3	14
TCGA-D8-A140-01	26	22	45	27	10	4
TCGA-D8-A141-01	4	6	11	0	0	0
TCGA-D8-A142-01	18	36	66	19	4	23
TCGA-D8-A143-01	8	26	24	3	0	0
TCGA-D8-A145-01	2	10	29	6	0	0
TCGA-D8-A146-01	6	0	17	4	12	2
TCGA-D8-A147-01	10	65	13	77	4	31
TCGA-D8-A1J8-01	60	45	177	558	119	2
TCGA-D8-A1J9-01	13	8	0	199	51	7
TCGA-D8-A1JB-01	10	23	11	8	2	9
TCGA-D8-A1JC-01	11	3	15	71	21	1
TCGA-D8-A1JD-01	0	52	18	31	12	9
TCGA-D8-A1JE-01	1	14	19	4	0	2
TCGA-D8-A1JF-01	2	6	26	8	6	1
TCGA-D8-A1JG-01	13	33	36	13	41	33
TCGA-D8-A1JH-01	0	8	8	3	3	2
TCGA-D8-A1JI-01	11	15	10	0	5	1
TCGA-D8-A1JJ-01	10	3	19	45	17	4
TCGA-D8-A1JK-01	36	98	36	33	5	41
TCGA-D8-A1JL-01	10	59	17	16	13	12
TCGA-D8-A1JM-01	3	22	14	3	11	0
TCGA-D8-A1JN-01	25	3	10	119	51	0
TCGA-D8-A1JP-01	13	68	6	20	4	24
TCGA-D8-A1JS-01	9	6	10	2	1	1
TCGA-D8-A1JT-01	9	10	21	0	0	1
TCGA-D8-A1JU-01	1	3	11	1	3	1
TCGA-D8-A1X5-01	4	17	25	9	0	11
TCGA-D8-A1X6-01	4	6	26	4	0	2
TCGA-D8-A1X7-01	8	7	10	2	5	0
TCGA-D8-A1X9-01	0	69	13	13	0	7
TCGA-D8-A1XA-01	2	9	8	1	6	2
TCGA-D8-A1XB-01	4	5	24	8	9	0
TCGA-D8-A1XC-01	3	5	21	2	1	2
TCGA-D8-A1XF-01	1	9	23	4	14	0
TCGA-D8-A1XG-01	0	12	6	1	8	0
TCGA-D8-A1XK-01	0	327	449	0	229	295
TCGA-D8-A1XL-01	0	50	20	14	13	13
TCGA-D8-A1XM-01	5	3	13	22	21	0
TCGA-D8-A1XO-01	1	7	8	12	0	1
TCGA-D8-A1XQ-01	25	258	465	45	127	111
TCGA-D8-A1XR-01	1	5	19	3	2	2
TCGA-D8-A1XS-01	0	5	7	5	9	0
TCGA-D8-A1XT-01	8	7	20	6	0	4
TCGA-D8-A1XU-01	9	4	8	14	0	0
TCGA-D8-A1XV-01	4	8	19	5	0	0
TCGA-D8-A1XW-01	8	40	24	24	4	22
TCGA-D8-A1XY-01	7	9	33	8	1	1
TCGA-D8-A1XZ-01	2	12	55	14	12	1
TCGA-D8-A1Y0-01	7	34	14	18	3	5
TCGA-D8-A1Y1-01	7	0	191	24	11	0
TCGA-D8-A1Y2-01	0	0	8	10	4	0
TCGA-D8-A1Y3-01	7	3	44	2	5	6
TCGA-D8-A27E-01	0	4	2	1	4	0
TCGA-D8-A27F-01	0	36	9	18	2	5
TCGA-D8-A27G-01	82	0	0	1002	92	0
TCGA-D8-A27H-01	0	50	19	86	0	5
TCGA-D8-A27I-01	0	6	13	11	6	0
TCGA-D8-A27K-01	1	4	11	1	2	2
TCGA-D8-A27L-01	15	0	11	19	8	0
TCGA-D8-A27M-01	0	39	15	19	9	8
TCGA-D8-A27N-01	5	13	30	4	7	1
TCGA-D8-A27P-01	4	5	17	2	2	0
TCGA-D8-A27R-01	5	8	8	5	9	0
TCGA-D8-A27T-01	2	4	19	5	0	1
TCGA-D8-A27V-01	27	7	7	162	32	0
TCGA-D8-A27W-01	3	2	39	6	4	1
TCGA-D8-A3Z6-01	5	4	18	8	0	2
TCGA-D8-A4Z1-01	9	0	2	24	11	0
TCGA-D8-A73U-01	38	0	13	138	18	0
TCGA-D8-A73W-01	3	3	33	6	0	7
TCGA-D8-A73X-01	2	9	23	6	12	0
TCGA-E2-A105-01	11	13	30	11	0	2
TCGA-E2-A107-01	7	2	12	6	8	1
TCGA-E2-A108-01	0	18	10	150	4	4
TCGA-E2-A109-01	9	36	30	1	4	4
TCGA-E2-A10A-01	4	6	8	10	0	0
TCGA-E2-A10B-01	4	9	14	32	8	6
TCGA-E2-A10C-01	41	0	0	414	64	0
TCGA-E2-A10F-01	5	2	16	5	2	0
TCGA-E2-A14N-01	10	34	14	27	8	16
TCGA-E2-A14O-01	3	5	14	0	14	0
TCGA-E2-A14P-01	19	13	35	26	17	2
TCGA-E2-A14Q-01	5	6	19	6	0	4
TCGA-E2-A14R-01	3	62	22	26	13	17
TCGA-E2-A14T-01	0	1	16	9	7	10
TCGA-E2-A14V-01	5	10	32	63	22	9
TCGA-E2-A14W-01	11	41	12	17	10	11
TCGA-E2-A14X-01	0	0	23	7	7	0
TCGA-E2-A14Y-01	1	4	12	33	0	0
TCGA-E2-A14Z-01	9	24	10	29	16	7
TCGA-E2-A150-01	3	15	33	9	5	26
TCGA-E2-A152-01	3	10	2	109	47	0
TCGA-E2-A153-01	4	0	15	5	2	0
TCGA-E2-A154-01	0	21	21	2	13	1
TCGA-E2-A155-01	8	18	28	16	7	4
TCGA-E2-A156-01	3	7	6	6	2	1
TCGA-E2-A158-01	0	49	19	9	8	12
TCGA-E2-A159-01	12	16	17	150	0	6
TCGA-E2-A15A-01	5	20	21	7	0	9
TCGA-E2-A15C-01	8	9	31	2	0	0
TCGA-E2-A15D-01	0	1	23	1	3	6
TCGA-E2-A15E-01	1	11	19	8	0	1
TCGA-E2-A15F-01	8	0	18	1	0	1
TCGA-E2-A15G-01	12	19	21	6	14	1
TCGA-E2-A15H-01	7	6	19	0	1	0
TCGA-E2-A15I-01	7	8	22	5	0	1
TCGA-E2-A15J-01	3	6	13	0	0	0
TCGA-E2-A15K-01	14	11	26	1	0	1
TCGA-E2-A15L-01	1	3	21	5	4	0
TCGA-E2-A15M-01	11	21	36	36	1	3
TCGA-E2-A15O-01	3	7	15	2	4	3
TCGA-E2-A15P-01	9	2	15	0	0	2
TCGA-E2-A15R-01	11	6	19	2	9	0
TCGA-E2-A15S-01	8	19	15	14	0	12
TCGA-E2-A15T-01	6	7	21	3	3	0
TCGA-E2-A1AZ-01	0	24	7	24	24	0
TCGA-E2-A1B0-01	6	4	19	7	20	4
TCGA-E2-A1B1-01	13	0	13	38	0	2
TCGA-E2-A1B4-01	5	9	10	7	11	0
