Samples	SBS96A	SBS96B	SBS96C
TCGA-60-2724-01	333	82	30
TCGA-60-2725-01	122	44	23
TCGA-60-2726-01	224	125	79
TCGA-63-5128-01	231	103	41
TCGA-63-5131-01	189	106	99
TCGA-63-6202-01	309	81	26
TCGA-63-7020-01	150	58	19
TCGA-63-7021-01	173	88	47
TCGA-63-7022-01	123	76	40
TCGA-63-7023-01	104	60	19
TCGA-63-A5M9-01	37	82	16
TCGA-63-A5MB-01	218	145	52
TCGA-63-A5MG-01	68	60	12
TCGA-63-A5MH-01	86	46	151
TCGA-63-A5MI-01	81	87	99
TCGA-63-A5MJ-01	112	122	9
TCGA-63-A5ML-01	164	99	43
TCGA-63-A5MM-01	0	1410	0
TCGA-63-A5MN-01	6	32	10
TCGA-63-A5MP-01	97	135	2
TCGA-63-A5MR-01	70	49	106
TCGA-63-A5MS-01	232	72	184
TCGA-63-A5MT-01	107	63	128
TCGA-63-A5MU-01	93	96	84
TCGA-63-A5MV-01	79	48	26
TCGA-63-A5MW-01	297	184	105
TCGA-63-A5MY-01	125	64	28
TCGA-66-2727-01	147	68	36
TCGA-66-2734-01	186	52	11
TCGA-66-2742-01	160	114	6
TCGA-66-2744-01	150	49	51
TCGA-66-2754-01	131	151	64
TCGA-66-2755-01	212	63	14
TCGA-66-2756-01	488	104	41
TCGA-66-2757-01	231	52	35
TCGA-66-2758-01	190	77	159
TCGA-66-2759-01	231	177	139
TCGA-66-2763-01	326	104	64
TCGA-66-2765-01	44	55	13
TCGA-66-2766-01	236	88	183
TCGA-66-2767-01	231	135	48
TCGA-66-2769-01	227	144	80
TCGA-66-2770-01	174	114	30
TCGA-66-2771-01	142	53	132
TCGA-66-2773-01	118	28	612
TCGA-66-2777-01	75	105	32
TCGA-66-2778-01	29	51	105
TCGA-66-2780-01	86	58	35
TCGA-66-2781-01	91	39	37
TCGA-66-2782-01	283	74	109
TCGA-66-2783-01	156	92	60
TCGA-66-2785-01	290	0	1177
TCGA-66-2786-01	98	85	100
TCGA-66-2787-01	435	72	65
TCGA-66-2788-01	146	40	70
TCGA-66-2789-01	256	117	63
TCGA-66-2791-01	156	116	110
TCGA-66-2792-01	66	99	12
TCGA-66-2793-01	229	140	15
TCGA-66-2794-01	55	68	80
TCGA-66-2795-01	207	115	41
TCGA-66-2800-01	137	103	18
TCGA-68-7755-01	179	126	33
TCGA-68-7756-01	69	41	8
TCGA-68-7757-01	295	71	12
TCGA-68-8250-01	233	108	35
TCGA-68-8251-01	38	183	170
TCGA-68-A59J-01	264	56	148
TCGA-6A-AB49-01	379	72	41
TCGA-70-6722-01	288	27	48
TCGA-70-6723-01	57	77	6
TCGA-77-6842-01	281	113	66
TCGA-77-6843-01	84	92	48
TCGA-77-6844-01	121	76	49
TCGA-77-6845-01	168	77	47
TCGA-77-7139-01	115	89	32
TCGA-77-7140-01	90	71	68
TCGA-77-7141-01	338	5	529
TCGA-77-7142-01	150	136	45
TCGA-77-7335-01	103	84	105
TCGA-77-7337-01	221	128	76
TCGA-77-7338-01	57	55	59
TCGA-77-7463-01	346	84	58
TCGA-77-7465-01	294	152	36
TCGA-77-8007-01	52	53	14
TCGA-77-8008-01	140	74	6
TCGA-77-8009-01	70	96	46
TCGA-77-8128-01	225	119	34
TCGA-77-8130-01	105	110	11
TCGA-77-8131-01	34	32	21
TCGA-77-8133-01	304	135	32
TCGA-77-8136-01	163	0	400
TCGA-77-8138-01	63	54	9
TCGA-77-8139-01	131	94	38
TCGA-77-8140-01	265	66	126
TCGA-77-8143-01	94	73	16
TCGA-77-8144-01	304	113	65
TCGA-77-8145-01	48	72	30
TCGA-77-8146-01	110	68	26
TCGA-77-8148-01	139	171	19
TCGA-77-8150-01	75	64	10
TCGA-77-8153-01	116	88	18
TCGA-77-8154-01	127	96	33
TCGA-77-8156-01	151	103	17
TCGA-77-A5FZ-01	1	0	0
TCGA-77-A5G1-01	128	47	26
TCGA-77-A5G3-01	461	164	151
TCGA-77-A5G6-01	453	117	44
TCGA-77-A5G7-01	51	57	20
TCGA-77-A5G8-01	140	118	20
TCGA-77-A5GA-01	79	95	20
TCGA-77-A5GB-01	22	38	111
TCGA-77-A5GF-01	66	46	34
TCGA-77-A5GH-01	147	88	108
TCGA-79-5596-01	154	84	13
TCGA-85-6175-01	6	42	6
TCGA-85-6560-01	263	202	53
TCGA-85-6561-01	157	62	86
TCGA-85-6798-01	158	125	58
TCGA-85-7696-01	94	119	50
TCGA-85-7697-01	181	102	59
TCGA-85-7698-01	54	72	41
TCGA-85-7699-01	113	110	20
TCGA-85-7710-01	89	72	83
TCGA-85-7843-01	135	81	77
TCGA-85-7844-01	113	101	2
TCGA-85-7950-01	194	56	78
TCGA-85-8048-01	65	68	19
TCGA-85-8049-01	141	91	35
TCGA-85-8052-01	57	85	14
TCGA-85-8070-01	156	78	43
TCGA-85-8071-01	304	124	54
TCGA-85-8072-01	92	115	20
TCGA-85-8276-01	180	117	54
TCGA-85-8277-01	122	107	72
TCGA-85-8287-01	166	97	54
TCGA-85-8288-01	129	151	25
TCGA-85-8350-01	255	79	66
TCGA-85-8351-01	76	94	17
TCGA-85-8352-01	197	63	67
TCGA-85-8353-01	117	84	21
TCGA-85-8354-01	91	79	101
TCGA-85-8355-01	156	96	30
TCGA-85-8479-01	39	98	11
TCGA-85-8481-01	258	95	35
TCGA-85-8580-01	214	113	15
TCGA-85-8582-01	309	56	29
TCGA-85-8584-01	242	40	48
TCGA-85-8664-01	157	82	42
TCGA-85-8666-01	172	71	53
TCGA-85-A4CL-01	80	0	954
TCGA-85-A4CN-01	130	92	17
TCGA-85-A4JB-01	415	113	58
TCGA-85-A4JC-01	142	44	139
TCGA-85-A4PA-01	1	12	0
TCGA-85-A4QQ-01	81	13	302
TCGA-85-A4QR-01	84	137	58
TCGA-85-A50M-01	50	36	18
TCGA-85-A50Z-01	417	68	86
TCGA-85-A510-01	134	46	5
TCGA-85-A511-01	178	40	46
TCGA-85-A512-01	93	48	59
TCGA-85-A513-01	2	23	3
TCGA-85-A53L-01	160	71	13
TCGA-85-A5B5-01	333	106	27
TCGA-90-7766-01	57	48	30
TCGA-90-7767-01	64	51	23
TCGA-90-7769-01	425	146	58
TCGA-90-7964-01	322	86	187
TCGA-90-A4ED-01	0	1886	854
TCGA-90-A4EE-01	161	88	204
TCGA-90-A59Q-01	290	53	11
TCGA-92-7340-01	249	115	193
TCGA-92-7341-01	67	134	14
TCGA-92-8063-01	307	99	34
TCGA-92-8064-01	141	113	19
TCGA-92-8065-01	12	0	344
TCGA-94-7033-01	28	61	67
TCGA-94-7557-01	10	57	72
TCGA-94-7943-01	54	46	153
TCGA-94-8035-01	122	71	58
TCGA-94-8490-01	266	868	0
TCGA-94-8491-01	372	125	182
TCGA-94-A4VJ-01	350	104	58
TCGA-94-A5I4-01	174	108	31
TCGA-94-A5I6-01	113	74	27
TCGA-96-7544-01	281	106	111
TCGA-96-7545-01	60	70	19
TCGA-96-8169-01	104	96	14
TCGA-96-8170-01	176	36	119
TCGA-96-A4JK-01	346	153	135
TCGA-96-A4JL-01	0	70	2
TCGA-98-7454-01	159	42	60
TCGA-98-8020-01	20	43	55
TCGA-98-8021-01	188	0	1102
TCGA-98-8022-01	125	107	75
TCGA-98-8023-01	143	83	25
TCGA-98-A538-01	571	98	173
TCGA-98-A539-01	121	49	58
TCGA-98-A53A-01	264	87	40
TCGA-98-A53B-01	72	76	42
TCGA-98-A53C-01	1	3	0
TCGA-98-A53H-01	35	0	2
TCGA-98-A53I-01	266	148	75
TCGA-98-A53J-01	45	51	48
TCGA-J1-A4AH-01	78	69	87
TCGA-L3-A4E7-01	74	49	3
TCGA-L3-A524-01	307	107	20
TCGA-LA-A446-01	252	90	77
TCGA-LA-A7SW-01	15	62	46
TCGA-MF-A522-01	134	73	549
TCGA-NC-A5HD-01	382	114	70
TCGA-NC-A5HE-01	157	60	36
TCGA-NC-A5HF-01	203	77	35
TCGA-NC-A5HG-01	262	275	249
TCGA-NC-A5HH-01	259	140	37
TCGA-NC-A5HI-01	350	75	119
TCGA-NC-A5HJ-01	400	71	34
TCGA-NC-A5HK-01	248	69	25
TCGA-NC-A5HL-01	116	116	38
TCGA-NC-A5HM-01	210	101	43
TCGA-NC-A5HN-01	403	261	76
TCGA-NC-A5HO-01	176	93	39
TCGA-NC-A5HP-01	342	71	97
TCGA-NC-A5HQ-01	256	128	44
TCGA-NC-A5HR-01	280	96	33
TCGA-NC-A5HT-01	259	116	39
TCGA-NK-A5CR-01	219	106	57
TCGA-NK-A5CT-01	226	79	102
TCGA-NK-A5CX-01	169	41	5
TCGA-NK-A5D1-01	49	82	29
TCGA-NK-A7XE-01	3	11	118
TCGA-O2-A52N-01	417	105	113
TCGA-O2-A52Q-01	909	44	272
TCGA-O2-A52S-01	230	91	150
TCGA-O2-A52V-01	214	85	33
TCGA-O2-A52W-01	53	62	15
TCGA-O2-A5IB-01	221	64	29
TCGA-XC-AA0X-01	110	81	40
