Samples	SBS96A	SBS96B	SBS96C	SBS96D
TCGA-E9-A1N8-01	12	1	12	11
TCGA-E9-A1N9-01	5	23	27	11
TCGA-E9-A1NA-01	21	24	66	6
TCGA-E9-A1NE-01	6	3	42	11
TCGA-E9-A1NF-01	23	29	9	0
TCGA-E9-A1NG-01	0	9	8	4
TCGA-E9-A1NH-01	1	14	10	12
TCGA-E9-A1QZ-01	0	5	12	6
TCGA-E9-A1R0-01	6	27	0	2
TCGA-E9-A1R2-01	14	0	34	18
TCGA-E9-A1R3-01	2	11	5	7
TCGA-E9-A1R4-01	95	34	20	4
TCGA-E9-A1R5-01	2	26	14	9
TCGA-E9-A1R6-01	0	25	8	3
TCGA-E9-A1R7-01	10	16	28	9
TCGA-E9-A1RA-01	4	13	8	0
TCGA-E9-A1RB-01	0	7	14	17
TCGA-E9-A1RC-01	0	26	12	17
TCGA-E9-A1RD-01	6	10	4	3
TCGA-E9-A1RE-01	0	36	8	22
TCGA-E9-A1RF-01	16	34	99	21
TCGA-E9-A1RG-01	8	9	15	9
TCGA-E9-A1RH-01	12	36	51	12
TCGA-E9-A1RI-01	4	14	8	3
TCGA-E9-A226-01	47	28	3	1
TCGA-E9-A227-01	4	6	9	0
TCGA-E9-A228-01	8	30	4	10
TCGA-E9-A229-01	5	9	7	9
TCGA-E9-A22A-01	8	10	15	3
TCGA-E9-A22B-01	10	41	19	6
TCGA-E9-A22D-01	2	33	0	5
TCGA-E9-A22E-01	35	13	80	16
TCGA-E9-A22G-01	9	0	75	33
TCGA-E9-A22H-01	0	21	0	5
TCGA-E9-A243-01	20	2	42	25
TCGA-E9-A244-01	3	20	64	34
TCGA-E9-A245-01	1	5	16	1
TCGA-E9-A247-01	0	25	0	22
TCGA-E9-A248-01	4	14	0	10
TCGA-E9-A249-01	0	13	2	10
TCGA-E9-A24A-01	0	12	10	0
TCGA-E9-A295-01	0	51	50	8
TCGA-E9-A2JS-01	0	57	21	11
TCGA-E9-A2JT-01	28	0	0	0
TCGA-E9-A3HO-01	8	3	49	12
TCGA-E9-A3QA-01	23	2	32	5
TCGA-E9-A3X8-01	6	14	16	1
TCGA-E9-A54Y-01	17	38	0	3
TCGA-E9-A5FK-01	1	14	17	7
TCGA-E9-A5FL-01	25	8	69	31
TCGA-E9-A5UO-01	0	15	13	10
TCGA-E9-A6HE-01	0	16	0	6
TCGA-EW-A1IW-01	70	37	18	2
TCGA-EW-A1IX-01	29	0	10	3
TCGA-EW-A1IY-01	18	20	0	0
TCGA-EW-A1IZ-01	0	161	0	274
TCGA-EW-A1J1-01	0	13	7	3
TCGA-EW-A1J3-01	1	11	13	5
TCGA-EW-A1J5-01	491	49	0	0
TCGA-EW-A1J6-01	0	18	24	2
TCGA-EW-A1OV-01	106	34	0	0
TCGA-EW-A1OX-01	6	6	5	4
TCGA-EW-A1OZ-01	7	40	18	11
TCGA-EW-A1P0-01	0	2	16	10
TCGA-EW-A1P1-01	0	1	2	0
TCGA-EW-A1P3-01	0	19	9	0
TCGA-EW-A1P4-01	8	9	38	22
TCGA-EW-A1P5-01	0	11	0	9
TCGA-EW-A1P6-01	0	16	5	5
TCGA-EW-A1P7-01	0	0	13	6
TCGA-EW-A1P8-01	1	13	16	9
TCGA-EW-A1PA-01	5	21	14	1
TCGA-EW-A1PB-01	84	0	88	10
TCGA-EW-A1PD-01	20	0	60	13
TCGA-EW-A1PE-01	6	15	9	8
TCGA-EW-A1PG-01	0	11	0	0
TCGA-EW-A1PH-01	4	34	16	8
TCGA-EW-A2FR-01	12	22	19	1
TCGA-EW-A2FS-01	0	15	13	17
TCGA-EW-A2FV-01	0	18	14	0
TCGA-EW-A2FW-01	0	21	0	5
TCGA-EW-A423-01	18	39	17	14
TCGA-EW-A6S9-01	2	17	6	6
TCGA-EW-A6SA-01	16	40	46	21
TCGA-EW-A6SB-01	4	28	27	22
TCGA-EW-A6SC-01	8	7	8	16
TCGA-EW-A6SD-01	35	11	3	19
TCGA-GI-A2C8-01	19	16	83	30
TCGA-GM-A2D9-01	549	96	0	0
TCGA-GM-A2DA-01	7	22	10	6
TCGA-GM-A2DB-01	8	37	68	15
TCGA-GM-A2DC-01	0	21	3	3
TCGA-GM-A2DD-01	5	13	29	21
TCGA-GM-A2DF-01	4	25	14	10
TCGA-GM-A2DH-01	106	0	100	26
TCGA-GM-A2DI-01	71	20	0	0
TCGA-GM-A2DK-01	4	18	6	9
TCGA-GM-A2DL-01	10	21	18	0
TCGA-GM-A2DM-01	6	4	10	7
TCGA-GM-A2DN-01	1	13	5	0
TCGA-GM-A2DO-01	176	44	0	0
TCGA-GM-A3NW-01	52	29	7	7
TCGA-GM-A3XL-01	44	0	73	27
TCGA-GM-A4E0-01	0	19	7	8
TCGA-GM-A5PV-01	9	16	18	4
TCGA-GM-A5PX-01	7	16	9	10
TCGA-HN-A2NL-01	7	16	53	15
TCGA-HN-A2OB-01	3	10	2	4
TCGA-JL-A3YX-01	20	20	0	9
TCGA-LD-A66U-01	0	14	8	22
TCGA-LD-A74U-01	267	85	0	0
TCGA-LD-A7W5-01	14	29	6	16
TCGA-LD-A7W6-01	2	19	13	12
TCGA-LD-A9QF-01	0	27	8	4
TCGA-LL-A440-01	1	5	0	0
TCGA-LL-A50Y-01	0	21	4	18
TCGA-LL-A5YL-01	37	56	0	0
TCGA-LL-A5YM-01	2	18	13	7
TCGA-LL-A5YN-01	0	23	14	6
TCGA-LL-A5YO-01	15	0	32	14
TCGA-LL-A5YP-01	15	8	68	14
TCGA-LL-A6FP-01	17	32	26	0
TCGA-LL-A6FQ-01	0	46	7	16
TCGA-LL-A6FR-01	1	26	19	17
TCGA-LL-A73Y-01	132	0	25	36
TCGA-LL-A73Z-01	0	21	15	12
TCGA-LL-A740-01	5	25	23	15
TCGA-LL-A7SZ-01	8	37	11	19
TCGA-LL-A7T0-01	8	42	7	20
TCGA-LL-A8F5-01	18	22	119	41
TCGA-LL-A9Q3-01	6	36	12	14
TCGA-OK-A5Q2-01	4	38	1	0
TCGA-OL-A5D6-01	5	35	17	0
TCGA-OL-A5D7-01	12	15	36	17
TCGA-OL-A5D8-01	2	14	10	13
TCGA-OL-A5DA-01	67	40	7	0
TCGA-OL-A5RU-01	0	27	10	9
TCGA-OL-A5RV-01	0	9	3	5
TCGA-OL-A5RW-01	119	0	101	33
TCGA-OL-A5RX-01	1	18	2	14
TCGA-OL-A5RY-01	2	2	0	9
TCGA-OL-A5RZ-01	11	68	53	20
TCGA-OL-A5S0-01	3	27	4	10
TCGA-OL-A66H-01	0	7	13	7
TCGA-OL-A66I-01	3	28	21	4
TCGA-OL-A66J-01	7	28	12	21
TCGA-OL-A66K-01	1	26	5	15
TCGA-OL-A66L-01	64	27	0	3
TCGA-OL-A66N-01	0	35	6	17
TCGA-OL-A66O-01	0	16	9	13
TCGA-OL-A66P-01	2	25	73	23
TCGA-OL-A6VO-01	0	19	10	9
TCGA-OL-A6VQ-01	49	25	0	8
TCGA-OL-A6VR-01	1	5	2	9
TCGA-OL-A97C-01	0	16	27	27
TCGA-PE-A5DC-01	19	33	77	25
TCGA-PE-A5DD-01	42	41	2	0
TCGA-PE-A5DE-01	544	145	0	0
TCGA-PL-A8LV-01	45	5	75	30
TCGA-PL-A8LX-01	0	13	14	22
TCGA-PL-A8LY-01	0	0	1	6
TCGA-PL-A8LZ-01	12	40	83	1
TCGA-S3-A6ZF-01	0	34	11	7
TCGA-S3-A6ZG-01	0	51	6	3
TCGA-S3-A6ZH-01	1	27	8	9
TCGA-S3-AA0Z-01	15	24	23	15
TCGA-S3-AA10-01	23	8	97	22
TCGA-S3-AA11-01	3	23	61	9
TCGA-S3-AA12-01	3	29	23	5
TCGA-S3-AA14-01	4	14	0	6
TCGA-S3-AA15-01	37	11	7	5
TCGA-S3-AA17-01	18	20	72	31
TCGA-UL-AAZ6-01	20	14	69	37
TCGA-UU-A93S-01	16	30	113	37
TCGA-V7-A7HQ-01	4	8	15	4
TCGA-W8-A86G-01	1	15	7	12
TCGA-WT-AB41-01	22	36	3	1
TCGA-WT-AB44-01	0	26	15	19
TCGA-XX-A899-01	32	27	1	0
TCGA-XX-A89A-01	203	18	21	23
TCGA-Z7-A8R5-01	0	22	0	12
TCGA-Z7-A8R6-01	59	40	0	8
