Samples	SBS96A	SBS96B	SBS96C	SBS96D
TCGA-DA-A95Y-06	522	15	24	0
TCGA-DA-A95Z-06	2469	28	94	65
TCGA-DA-A960-01	1092	11	44	40
TCGA-EB-A1NK-01	165	11	17	3
TCGA-EB-A24C-01	4	9	21	1
TCGA-EB-A24D-01	742	44	29	0
TCGA-EB-A299-01	194	7	6	0
TCGA-EB-A3HV-01	34	19	5	5
TCGA-EB-A3XB-01	647	14	35	0
TCGA-EB-A3XC-01	500	43	25	0
TCGA-EB-A3XD-01	500	0	17	3
TCGA-EB-A3XE-01	10	6	6	0
TCGA-EB-A3XF-01	520	4	0	12
TCGA-EB-A3Y6-01	723	50	55	13
TCGA-EB-A3Y7-01	1374	3	51	90
TCGA-EB-A41A-01	2540	0	0	80
TCGA-EB-A41B-01	521	0	7	27
TCGA-EB-A42Y-01	28	15	30	8
TCGA-EB-A42Z-01	114	21	22	0
TCGA-EB-A430-01	478	23	28	0
TCGA-EB-A431-01	2328	68	1	0
TCGA-EB-A44N-01	180	16	12	0
TCGA-EB-A44O-01	606	44	42	0
TCGA-EB-A44P-01	442	29	7	0
TCGA-EB-A44Q-06	19	17	21	0
TCGA-EB-A44R-06	5	17	46	3
TCGA-EB-A4IQ-01	7	4	11	0
TCGA-EB-A4IS-01	698	75	0	0
TCGA-EB-A4OY-01	5	17	42	8
TCGA-EB-A4OZ-01	3	11	2	0
TCGA-EB-A4P0-01	213	22	23	0
TCGA-EB-A4XL-01	621	32	13	0
TCGA-EB-A51B-01	517	30	20	0
TCGA-EB-A550-01	172	7	24	0
TCGA-EB-A551-01	419	0	34	21
TCGA-EB-A553-01	326	72	37	0
TCGA-EB-A57M-01	0	17	29	13
TCGA-EB-A5FP-01	514	1	23	19
TCGA-EB-A5KH-06	6	23	23	2
TCGA-EB-A5SE-01	364	20	14	0
TCGA-EB-A5SF-01	17	9	3	13
TCGA-EB-A5SG-06	363	6	0	0
TCGA-EB-A5SH-06	24	75	20	3
TCGA-EB-A5UL-06	525	74	33	0
TCGA-EB-A5UM-01	687	23	42	0
TCGA-EB-A5UN-06	893	65	40	0
TCGA-EB-A5VU-01	16	27	21	1
TCGA-EB-A6L9-06	2	6	15	5
TCGA-EB-A6QY-01	816	28	23	5
TCGA-EB-A6QZ-01	335	38	14	0
TCGA-EB-A6R0-01	460	28	32	8
TCGA-EB-A82B-01	10	12	42	1
TCGA-EB-A82C-01	18	11	15	4
TCGA-EB-A85I-01	252	33	21	0
TCGA-EB-A85J-01	543	0	17	4
TCGA-EB-A97M-01	397	0	32	0
TCGA-EE-A17X-06	1014	23	26	27
TCGA-EE-A17Y-06	204	16	10	2
TCGA-EE-A17Z-06	1	16	9	0
TCGA-EE-A180-06	652	19	54	0
TCGA-EE-A181-06	3940	58	0	6
TCGA-EE-A182-06	1936	0	16	88
TCGA-EE-A183-06	979	3	30	4
TCGA-EE-A184-06	9	393	8	0
TCGA-EE-A185-06	227	21	14	6
TCGA-EE-A20B-06	225	19	0	0
TCGA-EE-A20C-06	2626	150	95	0
TCGA-EE-A20F-06	614	10	3	24
TCGA-EE-A20H-06	752	34	27	0
TCGA-EE-A20I-06	2	13	10	5
TCGA-EE-A29A-06	332	22	0	0
TCGA-EE-A29B-06	714	4	0	31
TCGA-EE-A29C-06	525	16	32	0
TCGA-EE-A29D-06	5226	18	0	0
TCGA-EE-A29E-06	4663	0	0	226
TCGA-EE-A29G-06	432	14	9	19
TCGA-EE-A29H-06	398	10	10	0
TCGA-EE-A29L-06	2621	22	55	62
TCGA-EE-A29M-06	3216	0	0	31
TCGA-EE-A29N-06	755	39	53	0
TCGA-EE-A29P-06	394	4	12	0
TCGA-EE-A29Q-06	354	20	25	10
TCGA-EE-A29R-06	897	21	9	7
TCGA-EE-A29S-06	1430	42	26	0
TCGA-EE-A29T-06	396	37	61	19
TCGA-EE-A29V-06	1278	90	44	0
TCGA-EE-A29W-06	66	14	13	0
TCGA-EE-A29X-06	190	13	2	0
TCGA-EE-A2A0-06	531	0	2	0
TCGA-EE-A2A1-06	501	8	20	0
TCGA-EE-A2A2-06	1885	141	48	0
TCGA-EE-A2A5-06	385	37	12	4
TCGA-EE-A2A6-06	365	3	21	28
TCGA-EE-A2GB-06	884	18	9	0
TCGA-EE-A2GC-06	3115	89	30	0
TCGA-EE-A2GD-06	720	0	11	13
TCGA-EE-A2GE-06	297	24	5	0
TCGA-EE-A2GH-06	395	13	11	7
TCGA-EE-A2GI-06	2030	63	49	0
TCGA-EE-A2GJ-06	1555	17	38	0
TCGA-EE-A2GK-06	0	4	0	0
TCGA-EE-A2GL-06	457	27	13	0
TCGA-EE-A2GM-06	916	35	23	0
TCGA-EE-A2GN-06	508	56	5	0
TCGA-EE-A2GO-06	2641	60	80	0
TCGA-EE-A2GP-06	833	0	31	0
TCGA-EE-A2GR-06	2034	110	71	0
TCGA-EE-A2GS-06	435	19	11	3
TCGA-EE-A2GT-06	426	0	36	0
TCGA-EE-A2GU-06	828	0	0	0
TCGA-EE-A2M5-06	2548	155	62	0
TCGA-EE-A2M6-06	691	37	18	0
TCGA-EE-A2M7-06	31	32	14	9
TCGA-EE-A2M8-06	120	0	11	20
TCGA-EE-A2MC-06	985	6	39	0
TCGA-EE-A2MD-06	2228	0	45	58
TCGA-EE-A2ME-06	32	3	7	0
TCGA-EE-A2MF-06	990	0	2	40
TCGA-EE-A2MG-06	265	6	6	0
TCGA-EE-A2MH-06	170	12	19	0
TCGA-EE-A2MI-06	1481	6	1	0
TCGA-EE-A2MJ-06	2602	0	0	50
TCGA-EE-A2MK-06	365	0	2	37
TCGA-EE-A2ML-06	672	64	22	0
TCGA-EE-A2MM-06	730	0	31	0
TCGA-EE-A2MN-06	176	9	9	11
TCGA-EE-A2MP-06	335	26	32	0
TCGA-EE-A2MQ-06	308	35	22	0
TCGA-EE-A2MR-06	4406	0	226	429
TCGA-EE-A2MS-06	3779	176	27	0
TCGA-EE-A2MT-06	1203	27	29	0
TCGA-EE-A2MU-06	859	7	18	26
TCGA-EE-A3AA-06	1948	0	7	95
TCGA-EE-A3AB-06	664	147	98	0
TCGA-EE-A3AC-06	1343	16	25	1
TCGA-EE-A3AD-06	537	36	23	0
TCGA-EE-A3AE-06	1940	0	0	73
TCGA-EE-A3AF-06	1226	86	49	0
TCGA-EE-A3AG-06	2223	71	18	0
TCGA-EE-A3AH-06	492	13	3	0
TCGA-EE-A3J3-06	163	15	45	4
TCGA-EE-A3J4-06	322	22	54	20
TCGA-EE-A3J5-06	2858	53	29	0
TCGA-EE-A3J7-06	1103	128	119	0
TCGA-EE-A3J8-06	349	0	4	18
TCGA-EE-A3JA-06	1422	0	0	13
TCGA-EE-A3JB-06	733	82	44	0
TCGA-EE-A3JD-06	2982	10	72	38
TCGA-EE-A3JE-06	321	28	20	0
TCGA-EE-A3JH-06	201	10	33	1
TCGA-EE-A3JI-06	1334	142	60	0
TCGA-ER-A193-06	2518	40	61	0
TCGA-ER-A194-01	1784	56	26	0
TCGA-ER-A195-06	340	0	7	1
TCGA-ER-A196-01	3	4	17	1
TCGA-ER-A197-06	3	21	28	0
TCGA-ER-A198-06	572	40	40	0
TCGA-ER-A199-06	348	21	2	1
TCGA-ER-A19A-06	234	0	10	4
TCGA-ER-A19B-06	57	24	37	13
TCGA-ER-A19C-06	99	13	1	9
TCGA-ER-A19D-06	578	15	49	0
TCGA-ER-A19E-06	500	46	48	23
TCGA-ER-A19F-06	1259	50	4	0
TCGA-ER-A19G-06	627	32	39	0
TCGA-ER-A19H-06	314	32	27	0
TCGA-ER-A19J-06	269	0	17	5
TCGA-ER-A19K-01	493	0	9	0
TCGA-ER-A19L-06	66	7	1	0
TCGA-ER-A19M-06	625	25	27	0
TCGA-ER-A19N-06	633	27	2	0
TCGA-ER-A19O-06	231	0	12	1
TCGA-ER-A19P-06	276	364	0	0
TCGA-ER-A19Q-06	138	2	23	0
TCGA-ER-A19S-06	247	14	14	0
TCGA-ER-A19T-01	14	21	29	6
TCGA-ER-A19W-06	404	20	43	21
TCGA-ER-A1A1-06	88	6	0	0
TCGA-ER-A2NB-01	13	34	37	1
TCGA-ER-A2NC-06	520	24	8	0
TCGA-ER-A2ND-06	90	17	38	0
TCGA-ER-A2NE-06	141	17	3	18
TCGA-ER-A2NF-01	30	0	11	0
TCGA-ER-A2NG-06	315	11	0	21
TCGA-ER-A2NH-06	411	0	0	4
TCGA-ER-A3ES-06	2	0	25	2
TCGA-ER-A3ET-06	24	43	36	13
TCGA-ER-A3EV-06	12	37	34	16
TCGA-ER-A3PL-06	486	33	0	0
TCGA-ER-A42H-01	5	20	49	4
TCGA-ER-A42K-06	227	31	10	5
TCGA-ER-A42L-06	1301	0	0	0
TCGA-FR-A2OS-01	1	0	15	0
TCGA-FR-A3R1-01	523	36	30	0
TCGA-FR-A3YN-06	729	29	30	0
TCGA-FR-A3YO-06	1151	0	38	0
TCGA-FR-A44A-06	348	39	33	0
TCGA-FR-A69P-06	283	0	20	2
TCGA-FR-A726-01	9786	360	0	0
TCGA-FR-A728-01	501	23	0	16
TCGA-FR-A729-06	1144	0	5	55
TCGA-FR-A7U8-06	4	5	31	4
TCGA-FR-A7U9-06	2398	0	26	56
TCGA-FR-A7UA-06	231	0	0	10
TCGA-FR-A8YC-06	3914	62	35	89
TCGA-FR-A8YD-06	33	63	18	18
TCGA-FR-A8YE-06	448	11	0	12
TCGA-FS-A1YW-06	192	0	22	5
TCGA-FS-A1YX-06	11	12	7	0
TCGA-FS-A1YY-06	248	11	15	0
TCGA-FS-A1Z0-06	287	14	28	22
TCGA-FS-A1Z3-06	1322	25	24	19
TCGA-FS-A1Z4-06	44	5	4	0
TCGA-FS-A1Z7-06	233	0	17	0
TCGA-FS-A1ZA-06	1494	13	44	73
TCGA-FS-A1ZB-06	302	10	4	0
TCGA-FS-A1ZC-06	956	6	14	2
TCGA-FS-A1ZD-06	300	23	18	0
TCGA-FS-A1ZE-06	143	12	19	16
TCGA-FS-A1ZF-06	228	19	28	4
TCGA-FS-A1ZG-06	0	5	32	8
TCGA-FS-A1ZH-06	13	11	17	3
TCGA-FS-A1ZJ-06	15	19	39	10
TCGA-FS-A1ZK-06	2045	162	5	0
TCGA-FS-A1ZM-06	275	39	17	0
TCGA-FS-A1ZN-01	118	8	11	0
TCGA-FS-A1ZP-06	508	0	25	47
TCGA-FS-A1ZQ-06	666	0	2	15
TCGA-FS-A1ZR-06	173	7	7	0
TCGA-FS-A1ZS-06	329	21	34	0
TCGA-FS-A1ZT-06	230	0	12	0
TCGA-FS-A1ZU-06	11	3	34	4
TCGA-FS-A1ZW-06	797	14	46	51
TCGA-FS-A1ZY-06	12	15	14	1
TCGA-FS-A1ZZ-06	2096	0	6	45
TCGA-FS-A4F0-06	698	51	21	0
TCGA-FS-A4F4-06	15	12	16	13
TCGA-FS-A4F5-06	1018	0	7	0
TCGA-FS-A4F8-06	208	7	20	0
TCGA-FS-A4F9-06	572	9	9	0
TCGA-FS-A4FB-06	220	14	13	3
TCGA-FS-A4FC-06	958	20	16	5
TCGA-FS-A4FD-06	572	0	1	35
TCGA-FW-A3I3-06	7	10	48	8
TCGA-FW-A3R5-06	24634	0	1083	1752
TCGA-FW-A3TU-06	916	97	67	0
TCGA-FW-A3TV-06	392	2	23	41
TCGA-FW-A5DX-01	223	26	18	0
TCGA-FW-A5DY-06	234	0	7	0
TCGA-GF-A2C7-01	85	15	3	0
TCGA-GF-A3OT-06	683	60	41	0
TCGA-GF-A4EO-06	301	36	9	0
TCGA-GF-A6C8-06	475	23	29	0
TCGA-GF-A6C9-06	3689	0	0	165
TCGA-GF-A769-01	169	26	20	0
TCGA-GN-A262-06	424	51	20	0
TCGA-GN-A263-01	585	18	0	0
TCGA-GN-A264-06	11	15	15	20
TCGA-GN-A265-06	281	27	2	0
TCGA-GN-A266-06	4978	0	26	343
TCGA-GN-A267-06	529	29	42	0
TCGA-GN-A268-06	402	9	20	20
TCGA-GN-A269-01	966	32	0	0
TCGA-GN-A26A-06	415	18	19	0
TCGA-GN-A26C-01	2420	0	7	80
TCGA-GN-A26D-06	15	30	13	0
TCGA-GN-A4U3-06	416	31	14	0
TCGA-GN-A4U4-06	961	12	2	0
TCGA-GN-A4U5-01	409	31	13	0
TCGA-GN-A4U7-06	273	42	25	7
TCGA-GN-A4U8-06	518	19	0	9
TCGA-GN-A4U9-06	7	24	40	6
TCGA-GN-A8LK-06	2685	55	52	0
TCGA-GN-A8LL-06	15	27	20	8
TCGA-GN-A8LN-01	320	6	16	18
TCGA-GN-A9SD-06	155	30	6	13
TCGA-HR-A2OG-06	221	8	25	0
TCGA-HR-A2OH-06	137	2	18	0
TCGA-HR-A5NC-01	47	23	23	0
TCGA-IH-A3EA-01	2015	0	0	0
TCGA-LH-A9QB-06	327	25	7	0
TCGA-OD-A75X-06	1404	0	51	0
TCGA-QB-A6FS-06	1593	0	11	0
TCGA-QB-AA9O-06	1919	50	94	33
TCGA-RP-A690-06	5	0	15	0
TCGA-RP-A693-06	992	67	32	0
TCGA-RP-A694-06	874	16	29	56
TCGA-RP-A695-06	1150	35	0	0
TCGA-RP-A6K9-06	2	30	34	2
TCGA-W3-A824-06	1791	36	204	0
TCGA-W3-A825-06	1463	0	29	62
TCGA-W3-A828-06	1591	248	12	0
TCGA-W3-AA1O-06	1028	0	20	0
TCGA-W3-AA1Q-06	1238	0	31	0
TCGA-W3-AA1R-06	2252	53	53	33
TCGA-W3-AA1V-06	7088	169	50	182
TCGA-W3-AA1W-06	904	0	24	31
TCGA-W3-AA21-06	654	3	31	15
TCGA-WE-A8JZ-06	241	32	8	0
TCGA-WE-A8K1-06	406	13	30	11
TCGA-WE-A8K4-01	1089	43	27	0
TCGA-WE-A8K5-06	1485	0	56	49
TCGA-WE-A8K6-06	320	31	15	0
TCGA-WE-A8ZM-06	64	18	21	0
TCGA-WE-A8ZN-06	199	15	11	0
TCGA-WE-A8ZO-06	472	0	15	0
TCGA-WE-A8ZQ-06	169	44	37	0
TCGA-WE-A8ZR-06	12	7	14	3
TCGA-WE-A8ZT-06	602	25	1	0
TCGA-WE-A8ZX-06	743	0	0	57
TCGA-WE-A8ZY-06	300	33	13	0
TCGA-WE-AA9Y-06	86	11	7	0
TCGA-WE-AAA0-06	1898	84	0	0
TCGA-WE-AAA3-06	471	0	17	42
TCGA-WE-AAA4-06	281	0	22	9
TCGA-XV-A9VZ-01	3	4	5	6
TCGA-XV-A9W2-01	5	15	20	16
TCGA-XV-A9W5-01	94	15	13	13
TCGA-XV-AAZV-01	142	0	17	0
TCGA-XV-AAZW-01	155	21	23	15
TCGA-XV-AAZY-01	221	0	0	18
TCGA-YD-A89C-06	2335	9	17	44
TCGA-YD-A9TA-06	4459	0	46	131
TCGA-YD-A9TB-06	398	0	15	55
TCGA-YG-AA3N-01	2757	5	0	34
TCGA-YG-AA3O-06	1491	10	26	0
TCGA-YG-AA3P-06	16	51	31	0
TCGA-Z2-A8RT-06	4034	0	0	41
TCGA-Z2-AA3S-06	279	8	6	0
TCGA-Z2-AA3V-06	571	7	15	0
TCGA-3C-AAAU-01	3	2	33	7
TCGA-3C-AALI-01	5	39	33	731
TCGA-3C-AALJ-01	9	23	22	12
TCGA-3C-AALK-01	6	13	31	14
TCGA-4H-AAAK-01	4	6	23	0
TCGA-5L-AAT0-01	76	0	12	191
TCGA-5L-AAT1-01	191	0	0	1795
TCGA-5T-A9QA-01	8	9	36	0
TCGA-A1-A0SB-01	1	1	13	1
TCGA-A1-A0SD-01	3	8	26	3
TCGA-A1-A0SE-01	12	9	10	5
TCGA-A1-A0SF-01	17	0	9	38
TCGA-A1-A0SG-01	8	1	22	4
TCGA-A1-A0SH-01	21	24	9	84
TCGA-A1-A0SI-01	2	10	1	265
TCGA-A1-A0SJ-01	0	4	25	11
TCGA-A1-A0SK-01	8	37	35	4
TCGA-A1-A0SM-01	6	6	20	0
TCGA-A1-A0SN-01	8	7	28	33
TCGA-A1-A0SO-01	18	238	58	39
TCGA-A1-A0SP-01	18	22	30	0
TCGA-A2-A04N-01	12	11	23	7
TCGA-A2-A04R-01	4	58	26	14
TCGA-A2-A04U-01	8	21	33	5
TCGA-A2-A04W-01	18	8	26	135
TCGA-A2-A0CK-01	3	0	20	4
TCGA-A2-A0CL-01	1	0	31	168
TCGA-A2-A0CR-01	19	0	0	191
TCGA-A2-A0CS-01	0	11	36	1
TCGA-A2-A0CV-01	2	2	18	2
TCGA-A2-A0CW-01	12	16	22	34
TCGA-A2-A0D3-01	3	2	27	0
TCGA-A2-A0EN-01	11	7	21	0
TCGA-A2-A0EP-01	2	5	2	7
TCGA-A2-A0ES-01	7	3	9	0
TCGA-A2-A0EW-01	0	6	11	3
TCGA-A2-A0ST-01	2	9	12	5
TCGA-A2-A0SU-01	6	8	19	2
TCGA-A2-A0SX-01	7	7	19	8
TCGA-A2-A0SY-01	21	0	16	140
TCGA-A2-A0T0-01	9	123	48	37
TCGA-A2-A0T1-01	7	1	24	0
TCGA-A2-A0T3-01	2	19	21	2
TCGA-A2-A0T4-01	0	10	19	12
TCGA-A2-A0T5-01	1	0	10	2
TCGA-A2-A0T6-01	3	0	22	3
TCGA-A2-A0T7-01	4	1	20	4
TCGA-A2-A0YC-01	2	11	13	6
TCGA-A2-A0YD-01	17	0	19	51
TCGA-A2-A0YE-01	7	9	20	7
TCGA-A2-A0YF-01	6	15	17	1
TCGA-A2-A0YG-01	17	20	32	9
TCGA-A2-A0YH-01	6	13	22	59
TCGA-A2-A0YI-01	5	8	5	0
TCGA-A2-A0YJ-01	0	29	57	12
TCGA-A2-A0YK-01	0	0	0	478
TCGA-A2-A0YL-01	13	0	4	26
TCGA-A2-A0YM-01	2	13	46	48
TCGA-A2-A0YT-01	18	2	39	22
TCGA-A2-A1FV-01	13	4	26	7
TCGA-A2-A1FW-01	20	22	48	5
TCGA-A2-A1FX-01	7	7	14	0
TCGA-A2-A1FZ-01	0	7	19	3
TCGA-A2-A1G0-01	9	7	5	2
TCGA-A2-A1G1-01	6	18	12	3
TCGA-A2-A1G6-01	0	2	6	2
TCGA-A2-A259-01	11	3	10	5
TCGA-A2-A25A-01	14	24	10	81
TCGA-A2-A25B-01	21	64	34	9
TCGA-A2-A25C-01	7	26	5	1
TCGA-A2-A25D-01	9	24	21	10
TCGA-A2-A25E-01	3	23	21	14
TCGA-A2-A25F-01	0	6	0	0
TCGA-A2-A3KD-01	5	0	12	1
TCGA-A2-A3XT-01	0	57	18	47
TCGA-A2-A3XU-01	1	8	21	1
TCGA-A2-A3XV-01	9	11	28	0
TCGA-A2-A3XW-01	5	0	10	2
TCGA-A2-A3XX-01	6	11	29	6
TCGA-A2-A3XZ-01	5	0	18	29
TCGA-A2-A3Y0-01	0	98	63	82
TCGA-A2-A4S1-01	1	46	40	11
TCGA-A2-A4S2-01	5	12	18	8
TCGA-A2-A4S3-01	5	36	42	24
TCGA-A7-A0CE-01	12	25	17	7
TCGA-A7-A0CH-01	7	6	4	0
TCGA-A7-A0D9-01	4	0	4	4
TCGA-A7-A0DA-01	10	107	38	32
TCGA-A7-A0DB-01	0	4	22	27
TCGA-A7-A13D-01	13	56	42	29
TCGA-A7-A13E-01	4	8	62	6
TCGA-A7-A13F-01	5	3	30	7
TCGA-A7-A13G-01	0	2	17	13
TCGA-A7-A26E-01	13	1	29	24
TCGA-A7-A26F-01	6	9	24	7
TCGA-A7-A26G-01	7	30	12	19
TCGA-A7-A26H-01	5	13	35	97
TCGA-A7-A26I-01	10	17	11	8
TCGA-A7-A26J-01	3	19	13	7
TCGA-A7-A2KD-01	12	2	32	9
TCGA-A7-A3RF-01	1	18	18	3
TCGA-A7-A425-01	4	5	24	0
TCGA-A7-A4SC-01	7	12	18	1
TCGA-A7-A4SD-01	1	10	47	4
TCGA-A7-A4SE-01	1	64	17	64
TCGA-A7-A56D-01	26	15	52	132
TCGA-A7-A5ZV-01	10	123	81	54
TCGA-A7-A5ZW-01	0	3	16	17
TCGA-A7-A5ZX-01	10	10	15	7
TCGA-A7-A6VV-01	7	20	28	9
TCGA-A7-A6VW-01	15	42	26	9
TCGA-A7-A6VX-01	28	68	26	55
TCGA-A7-A6VY-01	11	59	33	33
TCGA-A8-A075-01	22	29	17	32
TCGA-AC-A23C-01	16	28	29	72
TCGA-AC-A23E-01	3	5	16	0
TCGA-AC-A23H-01	0	0	0	6378
TCGA-AC-A2B8-01	6	3	11	108
TCGA-AC-A2BK-01	6	43	58	3
TCGA-AC-A2BM-01	0	8	14	4
TCGA-AC-A2FB-01	4	3	6	4
TCGA-AC-A2FF-01	2	1	1	7
TCGA-AC-A2FG-01	5	1	19	14
TCGA-AC-A2FK-01	1	1	0	1
TCGA-AC-A2FO-01	3	3	4	17
TCGA-AC-A2QH-01	0	3	20	4
TCGA-AC-A3HN-01	2	2	14	4
TCGA-AC-A3OD-01	9	3	19	8
TCGA-AC-A3QP-01	2	21	11	1
TCGA-AC-A3QQ-01	5	4	26	1
TCGA-AC-A3W5-01	19	56	44	92
TCGA-AC-A3YI-01	3	6	9	0
TCGA-AC-A3YJ-01	11	1	23	3
TCGA-AC-A4ZE-01	11	23	32	8
TCGA-AC-A5EH-01	13	102	48	42
TCGA-AC-A5EI-01	9	3	18	13
TCGA-AC-A5XS-01	88	0	0	627
TCGA-AC-A5XU-01	10	16	66	21
TCGA-AC-A62V-01	11	13	73	9
