NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	351.72	105.562	73.06	85.579	0.952	0.471	20000.0
2	351.222	105.604	72.959	85.743	0.953	0.469	20000.0
3	351.581	105.522	73.033	85.791	0.955	0.469	30000.0
4	351.391	105.592	72.898	85.721	0.951	0.47	40000.0
5	351.502	105.787	72.958	85.902	0.956	0.467	20000.0
6	351.492	105.631	73.086	85.862	0.952	0.468	20000.0
7	351.679	105.685	73.039	85.823	0.957	0.468	20000.0
8	351.302	105.564	73.024	85.809	0.954	0.468	20000.0
9	350.944	105.447	73.017	85.737	0.951	0.47	20000.0
10	351.3	105.488	72.938	85.762	0.952	0.469	20000.0
11	351.287	105.654	72.926	85.711	0.957	0.47	20000.0
12	351.59	105.671	73.022	85.724	0.957	0.469	20000.0
13	351.4	105.594	73.049	85.722	0.954	0.47	30000.0
14	351.176	105.578	72.946	85.759	0.954	0.468	40000.0
15	351.49	105.486	73.025	85.696	0.949	0.471	20000.0
16	351.467	105.577	72.85	85.672	0.953	0.47	20000.0
17	351.17	105.345	72.923	85.572	0.951	0.471	20000.0
18	351.506	105.499	72.988	85.682	0.953	0.47	20000.0
19	351.502	105.657	73.065	85.836	0.957	0.468	20000.0
20	350.929	105.528	72.986	85.785	0.952	0.469	30000.0
21	351.619	105.53	72.97	85.715	0.954	0.47	30000.0
22	351.277	105.522	73.015	85.787	0.951	0.468	20000.0
23	351.439	105.534	72.978	85.808	0.953	0.468	20000.0
24	351.311	105.569	72.85	85.607	0.951	0.471	20000.0
25	351.479	105.676	73.118	85.9	0.956	0.468	20000.0
26	351.183	105.487	72.975	85.724	0.953	0.469	40000.0
27	350.971	105.569	72.965	85.751	0.954	0.469	30000.0
28	351.831	105.685	73.121	85.877	0.954	0.467	20000.0
29	351.321	105.6	73.081	85.787	0.954	0.469	20000.0
30	351.371	105.548	72.941	85.763	0.955	0.468	30000.0
31	351.032	105.571	72.861	85.671	0.954	0.47	20000.0
32	351.192	105.556	72.958	85.741	0.954	0.469	20000.0
33	351.294	105.642	72.945	85.773	0.955	0.468	20000.0
34	351.601	105.65	73.051	85.849	0.956	0.468	20000.0
35	351.216	105.369	72.93	85.588	0.95	0.471	40000.0
36	351.18	105.704	73.01	85.799	0.956	0.47	20000.0
37	351.196	105.543	72.938	85.692	0.955	0.469	20000.0
38	351.5	105.365	73.052	85.66	0.952	0.471	20000.0
39	351.304	105.545	73.002	85.706	0.953	0.47	20000.0
40	351.026	105.577	72.969	85.767	0.955	0.469	30000.0
41	351.458	105.536	72.99	85.658	0.952	0.47	20000.0
42	351.068	105.611	72.937	85.677	0.953	0.47	20000.0
43	351.416	105.757	72.937	85.773	0.957	0.467	30000.0
44	351.276	105.674	72.95	85.812	0.957	0.468	20000.0
45	351.415	105.53	72.899	85.545	0.952	0.471	30000.0
46	351.226	105.598	72.967	85.788	0.955	0.469	20000.0
47	351.324	105.585	73.025	85.854	0.954	0.468	20000.0
48	351.191	105.523	72.85	85.687	0.952	0.47	50000.0
49	351.336	105.647	72.953	85.815	0.955	0.468	20000.0
50	351.105	105.218	72.977	85.597	0.947	0.472	20000.0
51	351.883	105.677	73.112	85.897	0.955	0.468	20000.0
52	351.083	105.62	72.869	85.716	0.953	0.469	20000.0
53	351.653	105.531	73.02	85.655	0.953	0.471	20000.0
54	350.878	105.339	72.934	85.675	0.951	0.471	30000.0
55	351.565	105.707	73.033	85.792	0.956	0.469	20000.0
56	351.436	105.497	73.029	85.671	0.95	0.47	20000.0
57	351.506	105.474	73.079	85.71	0.949	0.471	20000.0
58	351.526	105.549	73.019	85.734	0.952	0.469	20000.0
59	351.658	105.664	72.989	85.751	0.953	0.469	20000.0
60	350.89	105.413	72.908	85.689	0.95	0.471	30000.0
61	351.368	105.579	73.026	85.813	0.954	0.468	20000.0
62	351.446	105.528	72.98	85.725	0.951	0.469	30000.0
63	351.075	105.546	72.984	85.79	0.954	0.468	30000.0
64	351.523	105.655	73.007	85.846	0.955	0.467	20000.0
65	351.403	105.609	73.005	85.843	0.954	0.468	40000.0
66	351.134	105.385	72.846	85.555	0.95	0.471	20000.0
67	351.707	105.64	73.052	85.728	0.953	0.47	20000.0
68	351.107	105.467	72.975	85.631	0.951	0.471	20000.0
69	351.257	105.529	72.896	85.714	0.954	0.469	20000.0
70	351.093	105.476	72.96	85.719	0.951	0.47	30000.0
71	351.499	105.595	73.029	85.686	0.954	0.469	30000.0
72	351.903	105.641	73.197	85.84	0.953	0.468	20000.0
73	351.279	105.6	73.122	85.742	0.954	0.47	20000.0
74	351.095	105.413	72.957	85.723	0.95	0.471	30000.0
75	351.222	105.574	72.889	85.66	0.954	0.471	20000.0
76	351.13	105.485	72.927	85.706	0.955	0.469	20000.0
77	350.855	105.535	72.904	85.763	0.954	0.468	20000.0
78	350.719	105.496	72.738	85.713	0.952	0.469	20000.0
79	351.616	105.524	73.018	85.775	0.952	0.469	30000.0
80	351.329	105.577	72.862	85.708	0.953	0.47	20000.0
81	351.317	105.549	72.876	85.624	0.953	0.471	30000.0
82	351.469	105.639	72.895	85.759	0.954	0.469	20000.0
83	351.128	105.404	72.908	85.663	0.949	0.47	20000.0
84	351.577	105.731	73.042	85.859	0.956	0.468	20000.0
85	351.417	105.577	73.078	85.87	0.952	0.469	50000.0
86	351.018	105.399	72.88	85.478	0.952	0.472	20000.0
87	351.151	105.51	72.948	85.623	0.951	0.471	30000.0
88	351.334	105.532	73.028	85.801	0.954	0.468	20000.0
89	351.527	105.585	73.055	85.694	0.953	0.47	20000.0
90	351.788	105.78	73.162	85.758	0.957	0.47	20000.0
91	351.704	105.606	73.075	85.741	0.954	0.47	20000.0
92	351.439	105.464	72.951	85.642	0.951	0.471	20000.0
93	351.014	105.41	72.95	85.593	0.951	0.472	20000.0
94	351.534	105.661	72.89	85.729	0.955	0.468	20000.0
95	351.504	105.525	72.878	85.663	0.952	0.47	20000.0
96	351.057	105.492	72.993	85.654	0.953	0.471	20000.0
97	351.507	105.573	73.15	85.811	0.953	0.469	20000.0
98	351.403	105.683	73.041	85.757	0.954	0.469	20000.0
99	351.633	105.565	73.051	85.765	0.954	0.469	20000.0
