Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-E2-A15L-01	0	4	4	22	4
TCGA-E2-A15M-01	21	20	24	32	11
TCGA-E2-A15O-01	4	0	11	17	2
TCGA-E2-A15P-01	3	0	5	12	8
TCGA-E2-A15R-01	8	1	7	31	0
TCGA-E2-A15S-01	10	6	28	7	17
TCGA-E2-A15T-01	1	3	7	25	4
TCGA-E2-A1AZ-01	11	24	22	15	7
TCGA-E2-A1B0-01	9	6	6	24	15
TCGA-E2-A1B1-01	25	21	5	15	0
TCGA-E2-A1B4-01	13	0	14	8	7
TCGA-E2-A1B5-01	19	11	0	14	2
TCGA-E2-A1B6-01	0	3	32	14	7
TCGA-E2-A1BC-01	0	3	19	12	7
TCGA-E2-A1BD-01	0	2	12	29	0
TCGA-E2-A1IE-01	0	0	15	12	3
TCGA-E2-A1IF-01	0	0	9	7	8
TCGA-E2-A1IG-01	18	0	15	23	1
TCGA-E2-A1IH-01	20	25	12	11	17
TCGA-E2-A1II-01	0	2	15	12	5
TCGA-E2-A1IJ-01	0	0	5	11	2
TCGA-E2-A1IK-01	1	2	3	8	3
TCGA-E2-A1IL-01	2	0	14	13	2
TCGA-E2-A1IN-01	101	121	0	7	19
TCGA-E2-A1IO-01	2	0	0	14	0
TCGA-E2-A1IU-01	11	1	9	10	0
TCGA-E2-A1L6-01	6	0	7	9	6
TCGA-E2-A1L7-01	3	4	52	11	11
TCGA-E2-A1L8-01	6	4	10	9	9
TCGA-E2-A1L9-01	5	0	8	10	5
TCGA-E2-A1LA-01	0	10	62	11	24
TCGA-E2-A1LB-01	19	15	8	7	6
TCGA-E2-A1LG-01	54	145	0	20	0
TCGA-E2-A1LH-01	12	56	123	17	23
TCGA-E2-A1LI-01	6	8	18	3	2
TCGA-E2-A1LK-01	0	4	0	47	3
TCGA-E2-A1LL-01	0	7	29	15	10
TCGA-E2-A2P6-01	116	42	0	19	9
TCGA-E2-A56Z-01	5	0	16	23	16
TCGA-E2-A570-01	1	1	12	16	0
TCGA-E2-A572-01	1	3	5	14	6
TCGA-E2-A573-01	2	5	31	17	17
TCGA-E2-A574-01	49	38	25	41	3
TCGA-E2-A576-01	2	1	24	40	3
TCGA-E2-A9RU-01	19	12	10	55	11
TCGA-E9-A1N3-01	0	3	16	4	8
TCGA-E9-A1N4-01	7	9	4	13	1
TCGA-E9-A1N5-01	10	9	4	1	15
TCGA-E9-A1N8-01	4	10	8	2	12
TCGA-E9-A1N9-01	9	2	27	20	8
TCGA-E9-A1NA-01	10	19	62	22	4
TCGA-E9-A1NE-01	4	4	41	6	7
TCGA-E9-A1NF-01	29	6	9	14	3
TCGA-E9-A1NG-01	2	0	8	9	2
TCGA-E9-A1NH-01	2	2	10	14	9
TCGA-E9-A1QZ-01	0	0	12	6	5
TCGA-E9-A1R0-01	6	6	0	23	0
TCGA-E9-A1R2-01	0	16	29	7	14
TCGA-E9-A1R3-01	5	0	5	9	6
TCGA-E9-A1R4-01	70	48	13	11	11
TCGA-E9-A1R5-01	5	3	14	24	5
TCGA-E9-A1R6-01	3	1	9	22	1
TCGA-E9-A1R7-01	11	5	27	12	8
TCGA-E9-A1RA-01	8	0	8	8	1
TCGA-E9-A1RB-01	0	0	13	11	14
TCGA-E9-A1RC-01	2	1	14	27	11
TCGA-E9-A1RD-01	7	2	4	8	2
TCGA-E9-A1RE-01	4	1	10	37	14
TCGA-E9-A1RF-01	3	20	98	40	9
TCGA-E9-A1RG-01	6	6	13	9	7
TCGA-E9-A1RH-01	11	11	48	31	10
TCGA-E9-A1RI-01	8	0	8	10	3
TCGA-E9-A226-01	27	32	0	19	1
TCGA-E9-A227-01	4	2	9	4	0
TCGA-E9-A228-01	9	7	5	28	3
TCGA-E9-A229-01	0	7	6	13	4
TCGA-E9-A22A-01	6	5	16	8	1
TCGA-E9-A22B-01	16	5	19	32	4
TCGA-E9-A22D-01	5	4	0	31	0
TCGA-E9-A22E-01	12	30	75	18	9
TCGA-E9-A22G-01	1	9	70	2	35
TCGA-E9-A22H-01	3	0	1	20	2
TCGA-E9-A243-01	7	16	38	7	21
TCGA-E9-A244-01	1	6	63	30	21
TCGA-E9-A245-01	2	0	16	3	2
TCGA-E9-A247-01	0	1	0	35	11
TCGA-E9-A248-01	6	2	0	14	6
TCGA-E9-A249-01	1	0	3	15	6
TCGA-E9-A24A-01	0	0	10	12	0
TCGA-E9-A295-01	1	5	51	52	0
TCGA-E9-A2JS-01	4	0	26	59	0
TCGA-E9-A2JT-01	12	16	0	0	0
TCGA-E9-A3HO-01	4	7	46	4	11
TCGA-E9-A3QA-01	7	19	30	5	1
TCGA-E9-A3X8-01	2	6	16	13	0
TCGA-E9-A54Y-01	23	5	2	23	5
TCGA-E9-A5FK-01	3	2	16	13	5
TCGA-E9-A5FL-01	6	23	63	17	24
TCGA-E9-A5UO-01	0	2	14	17	5
TCGA-E9-A6HE-01	3	0	1	13	5
TCGA-EW-A1IW-01	57	34	11	21	4
TCGA-EW-A1IX-01	15	17	7	0	3
TCGA-EW-A1IY-01	26	4	0	6	2
TCGA-EW-A1IZ-01	11	0	0	207	217
TCGA-EW-A1J1-01	0	0	9	14	0
TCGA-EW-A1J3-01	5	0	13	6	6
TCGA-EW-A1J5-01	309	231	0	0	0
TCGA-EW-A1J6-01	2	1	23	18	0
TCGA-EW-A1OV-01	91	43	0	6	0
TCGA-EW-A1OX-01	4	4	5	5	3
TCGA-EW-A1OZ-01	10	6	18	36	6
TCGA-EW-A1P0-01	0	1	15	4	8
TCGA-EW-A1P1-01	0	0	2	1	0
TCGA-EW-A1P3-01	5	0	9	14	0
TCGA-EW-A1P4-01	0	11	34	16	16
TCGA-EW-A1P5-01	0	1	0	15	4
TCGA-EW-A1P6-01	3	0	6	14	3
TCGA-EW-A1P7-01	0	0	13	0	6
TCGA-EW-A1P8-01	3	1	16	11	8
TCGA-EW-A1PA-01	8	3	13	13	4
TCGA-EW-A1PB-01	28	69	74	9	2
TCGA-EW-A1PD-01	10	14	55	0	14
TCGA-EW-A1PE-01	10	1	9	10	8
TCGA-EW-A1PG-01	3	0	0	6	2
TCGA-EW-A1PH-01	4	6	16	31	5
TCGA-EW-A2FR-01	8	10	17	19	0
TCGA-EW-A2FS-01	1	2	13	16	13
TCGA-EW-A2FV-01	5	0	14	12	1
TCGA-EW-A2FW-01	4	0	1	20	1
TCGA-EW-A423-01	17	12	17	33	9
TCGA-EW-A6S9-01	5	1	7	14	4
TCGA-EW-A6SA-01	18	10	44	33	18
TCGA-EW-A6SB-01	3	7	25	27	19
TCGA-EW-A6SC-01	11	0	7	4	17
TCGA-EW-A6SD-01	23	20	0	10	15
TCGA-GI-A2C8-01	3	20	79	29	17
TCGA-GM-A2D9-01	388	257	0	0	0
TCGA-GM-A2DA-01	5	8	8	21	3
TCGA-GM-A2DB-01	6	10	67	36	9
TCGA-GM-A2DC-01	0	0	5	22	0
TCGA-GM-A2DD-01	4	4	27	15	18
TCGA-GM-A2DF-01	2	7	15	24	5
TCGA-GM-A2DH-01	29	92	82	18	11
TCGA-GM-A2DI-01	45	39	0	7	0
TCGA-GM-A2DK-01	9	0	5	12	11
TCGA-GM-A2DL-01	12	6	16	15	0
TCGA-GM-A2DM-01	9	0	8	0	10
TCGA-GM-A2DN-01	5	0	5	8	1
TCGA-GM-A2DO-01	116	93	0	11	0
TCGA-GM-A3NW-01	26	39	3	27	0
TCGA-GM-A3XL-01	5	43	65	15	16
TCGA-GM-A4E0-01	1	0	8	21	4
TCGA-GM-A5PV-01	13	2	18	8	6
TCGA-GM-A5PX-01	8	4	8	13	9
TCGA-HN-A2NL-01	1	10	50	20	10
TCGA-HN-A2OB-01	3	2	2	10	2
TCGA-JL-A3YX-01	20	8	0	13	8
TCGA-LD-A66U-01	2	0	7	17	18
TCGA-LD-A74U-01	211	121	0	20	0
TCGA-LD-A7W5-01	11	11	5	28	10
TCGA-LD-A7W6-01	5	1	14	18	8
TCGA-LD-A9QF-01	2	2	9	26	0
TCGA-LL-A440-01	2	0	0	4	0
TCGA-LL-A50Y-01	5	0	5	20	13
TCGA-LL-A5YL-01	45	14	3	31	0
TCGA-LL-A5YM-01	4	3	13	15	5
TCGA-LL-A5YN-01	3	0	16	20	4
TCGA-LL-A5YO-01	1	15	29	4	12
TCGA-LL-A5YP-01	12	9	64	6	14
TCGA-LL-A6FP-01	25	4	24	15	7
TCGA-LL-A6FQ-01	8	0	10	41	10
TCGA-LL-A6FR-01	3	3	19	25	13
TCGA-LL-A73Y-01	30	119	2	15	27
TCGA-LL-A73Z-01	3	1	16	20	8
TCGA-LL-A740-01	11	1	23	19	14
TCGA-LL-A7SZ-01	14	3	10	31	17
TCGA-LL-A7T0-01	13	6	7	39	12
TCGA-LL-A8F5-01	7	18	116	25	34
TCGA-LL-A9Q3-01	16	0	13	26	13
TCGA-OK-A5Q2-01	12	2	2	27	0
TCGA-OL-A5D6-01	11	3	18	25	0
TCGA-OL-A5D7-01	6	10	36	17	11
TCGA-OL-A5D8-01	3	2	10	16	8
TCGA-OL-A5DA-01	43	43	0	27	1
TCGA-OL-A5RU-01	2	1	13	26	4
TCGA-OL-A5RV-01	0	0	4	12	1
TCGA-OL-A5RW-01	33	101	82	2	35
TCGA-OL-A5RX-01	1	2	2	21	9
TCGA-OL-A5RY-01	0	2	0	5	6
TCGA-OL-A5RZ-01	16	11	53	63	9
TCGA-OL-A5S0-01	5	3	5	25	6
TCGA-OL-A66H-01	1	0	14	7	5
TCGA-OL-A66I-01	7	3	21	22	3
TCGA-OL-A66J-01	12	3	12	25	16
TCGA-OL-A66K-01	4	1	8	26	8
TCGA-OL-A66L-01	52	26	0	7	9
TCGA-OL-A66N-01	3	1	8	37	9
TCGA-OL-A66O-01	0	2	10	19	7
TCGA-OL-A66P-01	8	0	71	20	24
TCGA-OL-A6VO-01	1	2	11	20	4
TCGA-OL-A6VQ-01	39	21	0	12	10
TCGA-OL-A6VR-01	1	1	2	6	7
TCGA-OL-A97C-01	2	1	27	19	21
TCGA-PE-A5DC-01	18	11	75	28	22
TCGA-PE-A5DD-01	38	20	1	23	3
TCGA-PE-A5DE-01	447	236	0	6	0
TCGA-PL-A8LV-01	16	36	68	14	21
TCGA-PL-A8LX-01	1	0	14	16	18
TCGA-PL-A8LY-01	0	0	0	0	7
TCGA-PL-A8LZ-01	29	0	79	15	13
TCGA-S3-A6ZF-01	0	6	10	36	0
TCGA-S3-A6ZG-01	11	0	9	36	4
TCGA-S3-A6ZH-01	6	1	10	22	6
TCGA-S3-AA0Z-01	13	10	20	22	12
TCGA-S3-AA10-01	11	17	93	11	18
TCGA-S3-AA11-01	12	0	56	13	15
TCGA-S3-AA12-01	7	4	23	23	3
TCGA-S3-AA14-01	3	4	0	16	1
TCGA-S3-AA15-01	20	26	3	8	3
TCGA-S3-AA17-01	9	16	68	24	24
TCGA-UL-AAZ6-01	12	15	63	18	32
TCGA-UU-A93S-01	13	13	110	32	28
TCGA-V7-A7HQ-01	0	5	15	10	1
TCGA-W8-A86G-01	2	2	7	16	8
TCGA-WT-AB41-01	34	2	4	15	7
TCGA-WT-AB44-01	1	0	19	30	10
TCGA-XX-A899-01	35	11	2	11	1
TCGA-XX-A89A-01	65	164	0	36	0
TCGA-Z7-A8R5-01	0	0	0	31	3
TCGA-Z7-A8R6-01	49	27	0	20	11
