NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	169.284	42.709	35.287	27.131	0.326	0.907	90000.0
2	168.851	42.142	35.006	26.608	0.315	0.914	40000.0
3	169.477	43.071	35.076	27.286	0.328	0.905	50000.0
4	170.564	42.508	35.687	27.19	0.317	0.909	70000.0
5	163.952	41.724	32.348	25.932	0.319	0.914	50000.0
6	167.859	42.017	34.282	26.608	0.32	0.91	40000.0
7	167.869	42.596	35.141	27.352	0.322	0.905	50000.0
8	169.818	43.026	35.557	27.433	0.329	0.905	90000.0
9	169.325	42.823	35.354	27.489	0.323	0.903	60000.0
10	168.575	42.351	35.258	27.149	0.317	0.91	60000.0
11	165.517	42.128	33.921	26.701	0.321	0.909	60000.0
12	168.509	42.559	35.41	27.308	0.319	0.906	180000.0
13	166.575	42.64	34.643	27.481	0.323	0.904	80000.0
14	167.58	42.648	34.897	27.262	0.325	0.905	60000.0
15	170.571	42.701	36.103	27.488	0.321	0.906	60000.0
16	169.763	42.522	34.973	26.859	0.318	0.911	60000.0
17	168.196	42.357	35.106	27.066	0.322	0.908	50000.0
18	170.635	42.734	35.822	27.3	0.325	0.906	70000.0
19	169.183	42.429	34.995	27.017	0.32	0.908	100000.0
20	166.369	42.505	34.442	26.934	0.322	0.908	80000.0
21	169.313	42.65	35.666	27.498	0.318	0.906	60000.0
22	169.389	42.387	35.528	27.227	0.319	0.907	80000.0
23	168.447	42.154	35.037	26.808	0.315	0.912	100000.0
24	169.076	42.582	34.836	26.91	0.319	0.912	130000.0
25	169.465	42.762	35.267	27.16	0.324	0.909	100000.0
26	167.095	42.462	33.985	26.701	0.325	0.908	50000.0
27	167.819	42.155	34.691	26.739	0.321	0.908	50000.0
28	168.125	42.441	34.099	26.946	0.319	0.91	140000.0
29	168.492	42.39	34.728	26.679	0.317	0.914	60000.0
30	169.247	42.689	35.374	27.345	0.324	0.907	70000.0
31	168.838	42.519	34.73	27.091	0.32	0.909	70000.0
32	169.694	42.465	35.68	27.273	0.318	0.908	60000.0
33	168.366	42.808	35.12	27.438	0.334	0.904	60000.0
34	168.579	42.527	35.161	26.954	0.322	0.909	40000.0
35	169.781	42.794	35.647	27.361	0.326	0.907	40000.0
36	165.911	42.236	33.661	26.38	0.321	0.911	50000.0
37	168.564	42.73	35.064	27.365	0.323	0.907	40000.0
38	167.499	41.975	34.529	26.664	0.315	0.911	60000.0
39	170.846	42.41	35.924	27.15	0.317	0.91	50000.0
40	169.142	42.595	35.562	27.408	0.323	0.905	50000.0
41	168.5	42.024	34.741	26.409	0.314	0.914	50000.0
42	168.911	42.658	35.359	27.201	0.318	0.907	60000.0
43	168.006	42.644	34.83	27.007	0.322	0.909	40000.0
44	167.78	42.43	34.972	27.067	0.318	0.91	60000.0
45	168.94	42.405	35.561	27.282	0.32	0.906	60000.0
46	167.783	42.299	34.705	26.789	0.317	0.912	80000.0
47	167.125	42.646	34.702	27.289	0.328	0.905	100000.0
48	169.105	42.77	35.444	27.436	0.324	0.907	60000.0
49	170.356	42.671	36.082	27.397	0.32	0.907	60000.0
50	167.652	42.533	34.727	27.158	0.322	0.907	50000.0
51	168.139	42.447	34.846	26.986	0.318	0.908	110000.0
52	169.203	42.301	35.005	26.865	0.323	0.908	50000.0
53	170.984	42.501	36.027	27.27	0.32	0.906	30000.0
54	166.575	42.517	34.21	26.848	0.322	0.907	40000.0
55	170.244	42.457	35.936	27.385	0.316	0.907	60000.0
56	167.182	42.463	35.097	27.295	0.322	0.905	60000.0
57	170.153	42.428	35.493	27.072	0.32	0.91	70000.0
58	168.565	42.259	35.518	27.007	0.32	0.908	50000.0
59	167.176	42.061	34.34	26.598	0.318	0.911	30000.0
60	168.445	42.358	35.599	26.955	0.32	0.91	60000.0
61	168.804	42.602	34.401	26.847	0.322	0.908	60000.0
62	168.979	42.605	35.374	27.332	0.323	0.906	60000.0
63	167.53	42.307	34.743	26.981	0.319	0.909	80000.0
64	168.556	42.804	35.25	27.278	0.324	0.906	30000.0
65	168.544	42.302	35.018	26.936	0.318	0.909	60000.0
66	169.23	42.702	35.555	27.334	0.32	0.906	70000.0
67	166.291	42.07	33.484	26.242	0.317	0.915	80000.0
68	168.939	42.381	35.517	27.18	0.32	0.909	80000.0
69	167.186	42.31	34.616	26.923	0.322	0.909	60000.0
70	168.97	42.479	35.284	27.053	0.318	0.91	100000.0
71	166.151	42.085	33.831	26.504	0.315	0.911	100000.0
72	166.915	42.24	34.31	26.915	0.317	0.911	50000.0
