NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	75.57	111.297	13.405	71.95	1.101	0.585	20000.0
2	75.704	111.28	13.453	72.045	1.094	0.587	30000.0
3	75.002	110.673	13.311	71.694	1.094	0.59	20000.0
4	75.435	111.011	13.429	71.742	1.093	0.591	30000.0
5	75.491	110.922	13.432	71.849	1.094	0.59	20000.0
6	75.039	110.684	13.301	71.585	1.092	0.59	20000.0
7	75.316	111.287	13.292	72.013	1.101	0.585	20000.0
8	75.985	111.385	13.501	72.014	1.098	0.584	20000.0
9	74.873	110.82	13.227	71.702	1.09	0.59	20000.0
10	75.228	110.996	13.241	71.612	1.102	0.59	30000.0
11	75.646	111.466	13.353	72.019	1.102	0.584	20000.0
12	75.944	111.219	13.548	71.928	1.096	0.588	20000.0
13	75.817	111.244	13.477	72.028	1.102	0.583	30000.0
14	76.004	111.86	13.474	72.127	1.104	0.584	40000.0
15	75.635	110.814	13.429	71.826	1.092	0.589	20000.0
16	75.66	111.357	13.46	71.81	1.101	0.588	20000.0
17	75.486	111.226	13.418	71.943	1.101	0.584	20000.0
18	75.407	111.023	13.456	71.864	1.097	0.589	20000.0
19	75.911	112.077	13.444	72.384	1.115	0.576	20000.0
20	75.718	110.713	13.497	71.921	1.091	0.587	20000.0
21	75.527	111.337	13.424	71.911	1.1	0.588	20000.0
22	75.462	111.006	13.45	71.825	1.098	0.588	20000.0
23	75.626	111.32	13.448	71.891	1.105	0.586	20000.0
24	75.238	111.0	13.312	71.726	1.1	0.588	70000.0
25	75.891	111.147	13.46	72.002	1.098	0.586	20000.0
26	75.397	111.126	13.45	71.888	1.102	0.587	20000.0
27	75.304	111.289	13.402	71.914	1.098	0.587	20000.0
28	75.558	111.141	13.323	71.86	1.096	0.587	20000.0
29	75.732	111.304	13.427	72.079	1.096	0.583	30000.0
30	75.506	110.948	13.327	71.761	1.093	0.589	30000.0
31	76.001	111.508	13.454	72.171	1.105	0.582	20000.0
32	75.273	110.924	13.343	71.752	1.096	0.589	30000.0
33	75.787	111.35	13.429	72.076	1.101	0.583	20000.0
34	75.318	111.222	13.284	71.98	1.098	0.583	20000.0
35	75.682	111.343	13.505	72.052	1.099	0.584	20000.0
36	75.57	111.296	13.513	72.035	1.099	0.587	40000.0
37	75.708	111.364	13.459	72.057	1.105	0.584	20000.0
38	75.414	110.886	13.415	71.738	1.091	0.59	30000.0
39	75.381	110.983	13.346	71.852	1.098	0.586	20000.0
40	76.016	111.319	13.511	72.093	1.093	0.588	40000.0
41	75.318	111.03	13.379	72.036	1.099	0.586	30000.0
42	75.825	110.901	13.472	71.825	1.096	0.587	20000.0
43	75.674	111.286	13.417	72.009	1.104	0.584	20000.0
44	75.795	111.103	13.493	71.827	1.1	0.589	30000.0
45	75.195	110.74	13.289	71.685	1.087	0.593	40000.0
46	75.296	111.032	13.307	71.715	1.091	0.59	30000.0
47	75.244	110.844	13.341	71.617	1.093	0.592	40000.0
48	75.137	110.947	13.345	71.686	1.098	0.591	20000.0
49	75.622	111.528	13.371	72.009	1.106	0.583	20000.0
50	75.073	110.759	13.311	71.506	1.093	0.592	40000.0
51	75.358	111.004	13.412	71.803	1.095	0.591	40000.0
