Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L
TCGA-22-5477-01	5	5	17	46	3	15	9	11	27	75	9	0
TCGA-22-5478-01	2	10	57	2	46	15	16	0	44	6	24	2
TCGA-22-5479-01	29	39	86	83	90	20	54	6	62	120	45	9
TCGA-22-5480-01	9	6	49	1	32	8	6	6	47	17	20	1
TCGA-22-5481-01	6	17	91	14	86	13	16	1	81	18	26	1
TCGA-22-5482-01	10	9	58	11	50	5	10	0	20	9	21	7
TCGA-22-5483-01	8	13	76	16	72	15	3	1	62	15	14	5
TCGA-22-5485-01	7	9	63	4	106	21	0	0	16	6	21	2
TCGA-22-5489-01	10	6	113	16	30	5	27	0	36	27	29	8
TCGA-22-5491-01	15	0	70	91	33	9	30	25	39	95	12	0
TCGA-22-5492-01	5	13	78	4	72	8	9	3	43	14	34	7
TCGA-22-A5C4-01	16	17	118	3	143	39	20	8	33	28	10	2
TCGA-33-4532-01	22	19	99	35	129	37	0	17	60	45	33	1
TCGA-33-4533-01	22	15	96	35	122	2	15	1	8	21	29	8
TCGA-33-4538-01	10	13	15	11	87	14	14	6	32	14	7	3
TCGA-33-4547-01	14	2	0	39	16	9	15	23	30	101	0	0
TCGA-33-4566-01	16	46	844	33	439	16	0	3	177	64	0	0
TCGA-33-4582-01	11	14	33	20	65	27	8	0	51	17	0	4
TCGA-33-4583-01	13	34	296	14	174	21	12	5	99	43	32	0
TCGA-33-4586-01	7	4	132	10	177	4	31	3	37	17	35	1
TCGA-33-4587-01	20	10	76	27	42	5	23	7	40	31	6	0
TCGA-33-4589-01	16	6	4	25	0	5	40	3	13	26	0	0
TCGA-33-6737-01	25	28	156	73	34	15	0	21	39	167	4	1
TCGA-33-6738-01	14	14	89	11	150	11	7	10	36	58	24	0
TCGA-33-A4WN-01	12	6	35	37	25	12	10	0	49	52	19	0
TCGA-33-A5GW-01	13	9	28	21	44	0	17	5	21	73	18	0
TCGA-33-AAS8-01	8	18	67	1	68	23	6	1	55	26	15	0
TCGA-33-AASB-01	5	13	196	23	148	11	0	4	39	16	0	2
TCGA-33-AASD-01	2	36	148	12	150	19	1	0	45	23	20	0
TCGA-33-AASI-01	22	5	168	33	64	7	28	0	77	66	18	12
TCGA-33-AASJ-01	17	7	20	32	39	14	6	16	7	63	3	4
TCGA-33-AASL-01	16	1	93	15	152	4	8	6	21	46	19	0
TCGA-34-2596-01	18	11	64	12	100	9	12	0	25	58	20	2
TCGA-34-2600-01	23	11	69	101	72	12	29	37	28	167	14	8
TCGA-34-2604-01	1	51	273	13	238	33	2	9	100	26	7	7
TCGA-34-2605-01	12	2	123	45	104	10	13	12	73	73	9	2
TCGA-34-2608-01	7	8	36	18	26	14	10	2	32	18	20	0
TCGA-34-2609-01	5	13	92	0	96	24	4	0	45	11	11	4
TCGA-34-5231-01	21	19	210	24	254	30	26	13	99	73	60	5
TCGA-34-5232-01	10	14	44	11	78	18	44	5	17	12	0	2
TCGA-34-5234-01	8	7	75	0	52	9	4	1	35	4	26	0
TCGA-34-5236-01	12	5	68	5	67	4	13	4	48	27	13	3
TCGA-34-5239-01	7	11	120	15	44	13	17	0	46	12	16	8
TCGA-34-5240-01	9	12	68	21	15	10	13	3	38	16	10	3
TCGA-34-5241-01	8	13	64	6	82	2	23	3	0	25	31	0
TCGA-34-5927-01	11	9	72	27	36	13	29	0	67	29	27	4
TCGA-34-5928-01	21	18	48	62	53	24	20	11	31	153	13	2
TCGA-34-5929-01	3	1	67	26	73	3	10	10	31	47	9	0
TCGA-34-7107-01	9	11	48	37	57	16	25	7	64	15	32	1
TCGA-34-8454-01	22	6	192	106	60	11	0	20	35	240	14	5
TCGA-34-8455-01	5	28	267	0	212	2	8	1	63	27	1	0
TCGA-34-8456-01	3	3	7	5	4	3	0	3	14	2	5	0
TCGA-34-A5IX-01	13	6	92	15	70	32	0	2	60	20	37	5
TCGA-37-3783-01	19	16	54	88	28	21	2	35	40	171	22	2
TCGA-37-3789-01	17	3	70	34	48	0	30	18	31	103	11	2
TCGA-37-3792-01	14	42	453	28	265	6	4	11	167	73	49	9
TCGA-37-4129-01	0	0	0	0	2	2	0	0	0	0	2	0
TCGA-37-4130-01	3	51	660	17	365	56	0	9	209	36	4	9
TCGA-37-4132-01	17	23	142	6	88	0	18	0	44	19	27	1
TCGA-37-4133-01	2	19	62	21	75	48	31	3	35	25	31	11
TCGA-37-4135-01	6	23	105	3	118	9	25	0	61	25	15	0
TCGA-37-4141-01	9	18	136	0	102	26	10	1	66	24	4	9
TCGA-37-5819-01	9	41	366	24	298	23	42	9	82	32	0	0
TCGA-37-A5EL-01	17	17	176	24	109	13	32	13	73	44	9	4
TCGA-37-A5EM-01	17	23	117	6	134	8	14	11	37	35	30	0
TCGA-37-A5EN-01	5	17	46	10	99	21	6	7	49	20	18	1
TCGA-39-5011-01	12	27	383	29	203	6	0	16	69	48	0	0
TCGA-39-5016-01	21	45	153	16	62	31	48	0	50	23	23	9
TCGA-39-5019-01	9	6	42	4	79	9	19	2	21	15	19	1
TCGA-39-5021-01	5	12	52	12	66	9	0	3	13	10	11	4
TCGA-39-5022-01	9	0	21	43	0	4	4	14	36	107	13	2
TCGA-39-5024-01	12	23	9	27	30	17	0	3	43	66	30	5
TCGA-39-5028-01	9	7	30	37	0	12	8	17	9	78	15	0
TCGA-39-5029-01	9	16	25	16	5	17	4	5	28	23	30	4
TCGA-39-5030-01	7	3	24	23	1	118	5	5	37	43	11	0
TCGA-39-5031-01	51	0	82	209	46	2	13	59	46	308	0	1
TCGA-39-5034-01	7	32	346	11	238	12	27	1	53	33	19	0
TCGA-39-5035-01	16	4	21	26	5	14	19	6	44	40	2	3
TCGA-39-5036-01	8	14	74	7	84	20	19	9	37	29	25	2
TCGA-39-5037-01	8	14	74	17	70	24	14	12	24	10	30	2
TCGA-39-5039-01	10	14	39	2	80	21	0	1	19	7	16	0
TCGA-39-5040-01	10	28	255	11	126	11	26	7	80	25	9	3
TCGA-43-2576-01	10	26	268	17	210	0	9	0	61	22	30	2
TCGA-43-2578-01	3	23	161	13	115	0	0	5	76	18	13	4
TCGA-43-2581-01	9	48	586	5	287	21	0	0	152	31	0	1
TCGA-43-3394-01	2	7	55	3	39	0	18	0	3	12	35	0
TCGA-43-3920-01	13	9	64	30	64	5	7	4	61	60	16	1
TCGA-43-5668-01	7	38	334	15	268	33	8	0	88	23	10	0
TCGA-43-5670-01	4	3	5	28	23	6	10	10	28	50	3	0
TCGA-43-6143-01	5	13	99	17	110	10	12	6	70	29	29	1
TCGA-43-6647-01	2	15	51	4	55	16	0	4	20	18	12	3
TCGA-43-6770-01	3	10	54	15	34	12	8	1	73	22	33	6
TCGA-43-6771-01	6	8	101	5	81	9	9	0	27	9	0	0
TCGA-43-6773-01	7	8	0	3	3	2	7	5	20	10	10	1
TCGA-43-7656-01	6	24	137	6	79	12	15	0	96	19	35	0
TCGA-43-7657-01	4	6	38	0	33	15	13	3	22	15	12	3
TCGA-43-7658-01	18	14	60	12	78	21	2	8	32	13	4	0
TCGA-43-8115-01	8	5	33	4	111	26	0	9	12	20	30	0
TCGA-43-8116-01	12	18	136	21	46	16	22	6	77	59	43	3
TCGA-43-8118-01	24	10	279	59	210	17	14	3	45	103	22	8
TCGA-43-A474-01	8	18	151	4	122	38	24	22	49	26	10	3
TCGA-43-A475-01	13	7	90	7	69	16	12	0	42	28	19	2
TCGA-43-A56U-01	15	2	74	28	38	10	5	4	23	96	23	1
TCGA-43-A56V-01	6	11	104	9	78	3	10	2	19	17	12	5
TCGA-46-3765-01	10	6	50	41	74	8	6	14	42	24	12	5
TCGA-46-3767-01	4	8	54	3	44	2	0	0	26	11	13	2
TCGA-46-3768-01	7	23	66	14	122	4	0	6	59	28	19	4
TCGA-46-3769-01	27	23	368	105	237	24	2	27	108	203	11	11
TCGA-46-6025-01	9	6	23	23	37	22	0	0	64	32	13	4
TCGA-46-6026-01	7	18	49	30	54	20	22	6	23	25	10	0
TCGA-51-4079-01	16	14	156	41	151	18	6	5	39	39	15	10
TCGA-51-4080-01	6	7	96	5	143	14	8	3	42	11	17	0
TCGA-51-4081-01	5	17	67	4	61	4	9	7	37	12	20	5
TCGA-51-6867-01	16	30	222	35	190	7	15	19	110	79	59	0
TCGA-52-7622-01	1	13	81	7	143	15	0	2	27	11	35	3
TCGA-52-7809-01	15	12	48	28	34	0	60	1	44	47	10	9
TCGA-52-7810-01	10	16	77	83	93	0	18	27	33	164	14	0
TCGA-52-7811-01	5	13	44	2	52	6	5	2	27	14	17	0
TCGA-52-7812-01	16	13	130	22	107	4	18	0	22	29	10	0
TCGA-56-1622-01	8	9	103	6	55	23	0	7	41	7	22	6
TCGA-56-5897-01	6	0	3	13	44	6	0	1	8	31	14	0
TCGA-56-5898-01	9	6	50	6	55	3	9	3	16	14	9	2
TCGA-56-6545-01	8	11	75	32	125	16	0	7	39	46	6	1
TCGA-56-6546-01	16	18	128	3	130	14	5	2	68	14	15	3
TCGA-56-7221-01	12	22	81	27	89	10	7	10	42	53	13	0
TCGA-56-7222-01	12	22	132	16	146	3	28	1	47	36	38	8
TCGA-56-7223-01	19	20	69	16	75	3	34	4	71	21	36	5
TCGA-56-7579-01	12	29	67	12	77	10	4	6	19	44	29	8
TCGA-56-7580-01	2	4	37	0	37	4	14	6	39	14	14	0
TCGA-56-7582-01	5	12	30	4	46	3	31	7	43	9	10	4
TCGA-56-7730-01	14	28	145	2	122	24	27	3	46	18	30	3
TCGA-56-7731-01	4	12	106	15	177	14	0	0	55	29	31	0
TCGA-56-7822-01	17	18	75	44	113	23	10	21	5	124	15	2
TCGA-56-7823-01	13	19	116	4	99	17	3	2	44	19	17	1
TCGA-56-8082-01	19	4	67	8	44	23	35	1	45	13	22	0
TCGA-56-8083-01	5	9	72	1	54	8	19	0	12	7	6	6
TCGA-56-8201-01	7	0	57	12	25	11	8	0	35	19	23	2
TCGA-56-8304-01	19	2	95	5	74	2	9	6	50	21	21	0
TCGA-56-8305-01	13	17	161	20	158	17	1	7	41	25	30	0
TCGA-56-8307-01	10	15	186	7	162	18	13	1	66	27	20	0
TCGA-56-8308-01	18	18	142	15	81	30	14	0	55	30	32	0
TCGA-56-8309-01	4	4	36	8	25	9	0	0	40	8	26	1
TCGA-56-8503-01	11	4	16	22	28	0	2	15	21	77	13	0
TCGA-56-8504-01	6	16	81	1	102	7	9	2	36	10	18	3
TCGA-56-8622-01	6	21	87	25	41	14	27	0	34	17	19	1
TCGA-56-8624-01	5	4	31	10	37	13	8	8	4	31	5	2
TCGA-56-8625-01	26	14	122	84	99	37	20	35	38	126	4	1
TCGA-56-8626-01	13	8	71	14	68	16	16	4	68	31	13	0
TCGA-56-8628-01	9	18	186	4	158	9	0	2	84	13	29	4
TCGA-56-8629-01	6	11	64	9	61	20	0	0	78	21	5	3
TCGA-56-A49D-01	10	17	54	27	71	28	12	10	46	66	31	4
TCGA-56-A4BW-01	12	7	71	14	43	4	17	3	34	67	16	2
TCGA-56-A4BY-01	0	19	39	12	44	9	3	0	41	4	16	1
TCGA-56-A4ZJ-01	6	9	38	0	50	3	1	1	12	11	10	3
TCGA-56-A4ZK-01	7	12	39	5	96	1	18	4	57	34	20	3
TCGA-56-A5DS-01	22	4	51	28	44	20	7	1	31	34	19	2
TCGA-56-A62T-01	17	32	253	9	163	22	17	11	67	30	9	0
TCGA-58-8386-01	8	14	69	12	78	8	23	2	40	23	35	2
TCGA-58-8387-01	12	0	30	25	27	17	13	12	35	47	10	6
TCGA-58-8388-01	5	11	60	8	54	14	0	1	37	11	25	0
TCGA-58-8391-01	11	28	86	0	144	23	7	4	88	21	11	6
TCGA-58-8393-01	45	7	13	86	0	3	11	20	0	154	2	0
TCGA-58-A46J-01	5	14	56	7	54	16	0	1	28	19	15	2
TCGA-58-A46K-01	13	0	12	41	19	13	7	3	20	54	13	0
TCGA-58-A46L-01	4	7	77	15	73	13	11	5	50	24	0	1
TCGA-58-A46M-01	23	29	126	50	158	57	0	0	45	23	17	4
TCGA-58-A46N-01	8	12	61	13	62	6	23	0	53	8	16	2
TCGA-60-2695-01	14	2	69	1	67	10	18	3	35	24	20	9
TCGA-60-2697-01	0	1	7	0	0	2	0	0	3	0	0	1
TCGA-60-2698-01	72	41	171	242	134	12	19	59	84	544	17	0
TCGA-60-2703-01	4	20	88	24	92	16	6	2	49	38	27	0
TCGA-60-2704-01	11	11	35	14	61	21	20	7	17	28	25	2
TCGA-60-2707-01	9	0	35	16	12	8	8	2	0	27	24	0
TCGA-60-2708-01	7	8	42	12	48	31	6	9	39	34	17	5
TCGA-60-2709-01	0	25	65	9	15	0	8	3	52	11	22	1
TCGA-60-2710-01	8	8	40	11	77	17	16	6	35	8	23	5
TCGA-60-2711-01	8	6	42	2	28	2	22	0	23	17	5	2
TCGA-60-2712-01	0	10	28	13	4	9	10	3	13	11	10	1
TCGA-60-2713-01	24	10	63	12	49	15	0	2	92	31	18	8
TCGA-60-2714-01	7	39	495	39	202	44	34	29	99	81	23	8
TCGA-60-2715-01	6	0	10	9	50	18	15	14	19	7	9	3
TCGA-60-2716-01	0	0	0	1	0	6	9	6	0	0	0	0
TCGA-60-2719-01	6	3	55	17	53	28	22	4	43	10	38	1
TCGA-60-2720-01	13	16	137	35	82	0	0	7	94	111	26	3
TCGA-60-2721-01	12	16	10	40	14	4	17	13	38	89	15	2
TCGA-60-2722-01	15	16	68	22	108	15	0	15	51	44	38	0
TCGA-60-2723-01	11	12	84	2	129	17	0	0	74	14	11	0
TCGA-60-2724-01	15	32	202	0	44	3	7	0	73	23	42	4
TCGA-60-2725-01	0	13	41	0	44	4	2	1	51	19	13	1
TCGA-60-2726-01	10	15	84	30	132	11	25	0	55	32	30	4
TCGA-63-5128-01	14	12	93	14	92	8	9	0	85	16	26	6
TCGA-63-5131-01	6	23	67	24	93	15	3	15	70	46	15	17
TCGA-63-6202-01	1	26	176	8	91	21	6	14	48	14	11	0
TCGA-63-7020-01	1	9	70	10	35	4	6	7	42	8	30	5
TCGA-63-7021-01	10	3	68	18	77	0	16	1	43	17	55	0
TCGA-63-7022-01	11	4	52	10	43	1	19	5	40	18	32	4
TCGA-63-7023-01	3	4	47	7	49	15	0	1	18	12	24	3
TCGA-63-A5M9-01	7	7	18	13	18	21	9	1	14	5	20	2
TCGA-63-A5MB-01	16	16	86	11	94	32	0	14	97	26	22	1
TCGA-63-A5MG-01	4	1	31	2	30	11	17	1	18	13	12	0
TCGA-63-A5MH-01	12	8	25	34	60	7	7	13	26	71	18	2
TCGA-63-A5MI-01	7	14	20	7	65	3	27	22	15	61	19	7
TCGA-63-A5MJ-01	11	4	45	0	72	21	22	4	24	11	26	3
TCGA-63-A5ML-01	12	6	73	9	75	18	7	20	38	20	19	9
TCGA-63-A5MM-01	25	0	0	19	0	1167	0	4	0	34	161	0
TCGA-63-A5MN-01	0	5	0	8	6	11	0	2	11	2	0	3
TCGA-63-A5MP-01	7	17	39	3	57	22	24	5	41	2	17	0
TCGA-63-A5MR-01	5	15	37	43	14	6	6	20	31	35	13	0
TCGA-63-A5MS-01	18	17	99	31	78	22	1	2	73	102	38	7
TCGA-63-A5MT-01	8	0	56	34	6	5	30	6	43	66	44	0
TCGA-63-A5MU-01	14	17	33	28	93	24	16	0	0	41	7	0
TCGA-63-A5MV-01	4	3	35	14	42	11	0	9	24	4	6	1
TCGA-63-A5MW-01	13	23	111	30	151	27	21	16	105	48	22	19
TCGA-63-A5MY-01	2	11	65	7	20	1	21	7	52	15	15	1
TCGA-66-2727-01	6	11	71	6	55	15	0	9	37	22	17	2
TCGA-66-2734-01	6	9	92	6	68	4	9	2	29	4	14	6
TCGA-66-2742-01	0	8	72	5	71	11	31	0	30	9	38	5
TCGA-66-2744-01	10	6	76	2	44	4	8	10	37	32	15	6
TCGA-66-2754-01	17	31	46	17	44	23	8	0	99	30	13	18
TCGA-66-2755-01	5	10	99	7	67	4	6	0	56	7	28	0
TCGA-66-2756-01	4	29	252	14	158	19	7	3	80	24	39	4
TCGA-66-2757-01	6	9	111	6	58	4	0	8	73	18	24	1
TCGA-66-2758-01	17	13	62	16	57	16	0	5	131	90	15	4
TCGA-66-2759-01	23	29	102	27	124	35	43	3	49	86	22	4
TCGA-66-2763-01	16	17	131	8	211	23	10	0	28	40	10	0
TCGA-66-2765-01	6	3	14	5	20	13	0	2	34	5	8	2
TCGA-66-2766-01	18	16	136	79	56	17	18	6	62	65	27	7
TCGA-66-2767-01	6	34	122	17	62	15	33	12	67	24	22	0
TCGA-66-2769-01	8	20	77	1	62	12	23	0	136	58	37	17
TCGA-66-2770-01	9	13	85	19	88	25	4	13	42	6	14	0
TCGA-66-2771-01	3	15	57	37	74	3	10	18	30	56	20	4
TCGA-66-2773-01	43	20	57	192	41	0	43	75	26	257	4	0
TCGA-66-2777-01	13	19	16	13	70	19	6	0	33	10	13	0
TCGA-66-2778-01	8	3	5	34	19	4	19	12	25	44	12	0
TCGA-66-2780-01	10	5	32	2	35	2	16	0	45	22	7	3
TCGA-66-2781-01	7	2	36	15	39	4	7	0	31	14	10	2
TCGA-66-2782-01	21	26	131	22	122	11	2	6	58	53	14	0
TCGA-66-2783-01	15	28	76	17	64	18	0	7	34	25	20	4
TCGA-66-2785-01	75	0	124	132	107	5	26	43	101	773	73	8
TCGA-66-2786-01	9	9	25	23	72	19	9	3	38	51	22	3
TCGA-66-2787-01	11	20	190	13	202	1	8	2	79	31	15	0
TCGA-66-2788-01	8	15	79	13	31	0	18	8	35	38	6	5
TCGA-66-2789-01	5	37	86	7	134	6	14	2	69	40	36	0
TCGA-66-2791-01	11	24	58	29	89	5	32	8	41	53	32	0
TCGA-66-2792-01	9	12	22	4	41	9	32	0	35	7	3	3
TCGA-66-2793-01	11	12	85	1	101	22	0	4	92	13	42	1
TCGA-66-2794-01	7	11	27	19	11	23	8	11	32	46	8	0
TCGA-66-2795-01	14	8	91	7	137	23	17	12	29	23	0	2
TCGA-66-2800-01	6	24	63	12	73	30	0	2	36	7	5	0
TCGA-68-7755-01	11	21	73	8	108	32	5	9	39	19	10	3
TCGA-68-7756-01	1	1	40	5	25	4	18	2	15	4	3	0
TCGA-68-7757-01	3	4	159	7	104	12	19	0	39	9	18	4
TCGA-68-8250-01	7	19	94	7	119	16	2	0	52	23	34	3
TCGA-68-8251-01	24	0	23	37	0	34	104	40	18	111	0	0
TCGA-68-A59J-01	16	15	130	35	103	10	9	11	55	75	8	1
TCGA-6A-AB49-01	8	21	195	10	93	14	0	3	107	23	17	1
TCGA-70-6722-01	15	7	157	17	101	9	1	1	40	15	0	0
TCGA-70-6723-01	8	10	16	0	60	14	11	0	5	5	6	5
TCGA-77-6842-01	6	16	105	11	161	16	8	7	45	41	44	0
TCGA-77-6843-01	10	2	27	3	31	10	15	9	55	30	25	7
TCGA-77-6844-01	5	30	54	9	37	3	15	12	38	26	16	1
TCGA-77-6845-01	13	8	69	7	72	2	11	4	57	25	18	6
TCGA-77-7139-01	10	6	52	21	75	19	2	5	22	6	18	0
TCGA-77-7140-01	5	17	31	13	0	11	0	9	92	32	17	2
TCGA-77-7141-01	28	19	131	53	112	12	22	45	103	307	34	6
TCGA-77-7142-01	18	6	83	17	70	42	17	9	21	25	23	0
TCGA-77-7335-01	6	20	45	22	38	12	26	9	37	58	16	3
TCGA-77-7337-01	18	14	78	21	127	16	10	1	75	34	24	7
TCGA-77-7338-01	2	4	16	9	34	18	0	11	27	35	15	0
TCGA-77-7463-01	14	13	171	12	121	7	16	4	65	32	32	1
TCGA-77-7465-01	17	19	111	3	157	18	14	9	92	21	16	5
TCGA-77-8007-01	2	4	29	9	29	9	20	1	2	6	7	1
TCGA-77-8008-01	5	16	65	6	67	3	16	0	19	1	16	6
TCGA-77-8009-01	13	13	38	27	13	14	12	6	40	9	21	6
TCGA-77-8128-01	12	4	119	17	65	21	23	0	69	15	30	3
TCGA-77-8130-01	7	12	46	7	46	30	0	2	47	7	22	0
TCGA-77-8131-01	2	9	15	0	0	5	3	1	21	18	13	0
TCGA-77-8133-01	14	26	129	12	189	32	0	10	33	11	15	0
TCGA-77-8136-01	23	11	93	70	0	6	10	22	74	237	16	1
TCGA-77-8138-01	6	5	23	0	23	10	0	5	34	6	13	1
TCGA-77-8139-01	5	15	53	6	52	25	0	11	48	25	19	4
TCGA-77-8140-01	7	10	94	36	131	7	0	16	92	50	11	3
TCGA-77-8143-01	2	11	42	2	26	14	6	7	39	15	17	2
TCGA-77-8144-01	16	18	127	18	154	13	11	5	60	28	31	1
TCGA-77-8145-01	7	10	18	1	10	14	7	4	34	23	20	2
TCGA-77-8146-01	6	19	41	7	43	8	0	5	56	9	10	0
TCGA-77-8148-01	12	19	53	10	87	25	30	13	53	6	20	1
TCGA-77-8150-01	0	7	40	5	25	19	13	2	27	9	2	0
TCGA-77-8153-01	5	12	57	1	26	10	19	0	35	16	38	3
TCGA-77-8154-01	10	9	46	20	85	16	12	1	43	7	6	1
TCGA-77-8156-01	12	18	74	1	64	24	3	4	37	13	16	5
TCGA-77-A5FZ-01	0	0	0	0	1	0	0	0	0	0	0	0
TCGA-77-A5G1-01	4	4	45	11	78	5	1	3	30	8	12	0
TCGA-77-A5G3-01	37	46	232	34	215	47	7	1	75	81	1	0
TCGA-77-A5G6-01	12	10	216	13	195	15	31	3	88	23	7	1
TCGA-77-A5G7-01	0	4	13	11	40	11	0	6	14	7	18	4
TCGA-77-A5G8-01	18	17	62	2	60	23	7	0	52	14	23	0
TCGA-77-A5GA-01	7	10	35	9	63	16	28	6	8	11	1	0
TCGA-77-A5GB-01	16	0	8	30	0	11	12	1	26	53	14	0
TCGA-77-A5GF-01	8	7	29	8	34	10	2	5	22	17	4	0
TCGA-77-A5GH-01	15	11	81	32	25	6	24	12	60	49	24	4
TCGA-79-5596-01	6	15	70	6	67	10	11	0	44	7	15	0
TCGA-85-6175-01	3	0	0	4	4	9	11	7	15	1	0	0
TCGA-85-6560-01	18	6	102	4	126	41	20	2	95	43	47	14
TCGA-85-6561-01	12	9	62	22	70	11	0	6	57	38	13	5
TCGA-85-6798-01	8	13	58	7	69	23	9	10	71	37	28	8
TCGA-85-7696-01	17	15	43	19	48	9	34	10	30	19	19	0
TCGA-85-7697-01	17	17	76	23	103	21	0	3	33	20	27	2
TCGA-85-7698-01	7	15	9	9	58	16	0	0	20	22	10	1
TCGA-85-7699-01	2	11	41	11	55	11	27	0	47	12	24	2
TCGA-85-7710-01	7	12	25	30	65	14	7	0	34	33	17	0
TCGA-85-7843-01	4	18	43	11	97	16	8	3	21	48	22	2
TCGA-85-7844-01	6	14	50	2	47	16	11	1	34	4	29	2
TCGA-85-7950-01	9	13	111	25	55	14	6	5	20	38	26	6
TCGA-85-8048-01	10	4	38	8	21	11	19	0	18	10	13	0
TCGA-85-8049-01	7	14	63	16	80	16	9	10	17	13	15	7
TCGA-85-8052-01	5	12	14	6	51	19	3	2	14	7	18	5
TCGA-85-8070-01	3	12	57	12	90	16	6	3	37	23	15	3
TCGA-85-8071-01	9	29	137	23	147	25	0	0	68	21	18	5
TCGA-85-8072-01	3	17	38	11	26	9	33	0	48	10	23	9
TCGA-85-8276-01	8	24	62	6	104	11	3	7	43	34	45	4
TCGA-85-8277-01	13	18	44	38	71	16	15	0	55	19	11	1
TCGA-85-8287-01	6	15	65	17	67	8	18	2	50	26	36	7
TCGA-85-8288-01	5	18	51	14	89	26	34	2	29	15	13	9
TCGA-85-8350-01	18	15	144	28	85	23	0	0	53	24	7	3
TCGA-85-8351-01	2	8	28	7	61	28	0	1	18	14	18	2
TCGA-85-8352-01	11	15	77	4	125	8	3	11	31	39	3	0
TCGA-85-8353-01	5	10	39	11	86	17	0	0	25	8	18	3
TCGA-85-8354-01	11	0	38	29	23	6	29	11	54	47	23	0
TCGA-85-8355-01	4	18	54	21	102	0	20	3	41	3	16	0
TCGA-85-8479-01	9	8	11	8	43	14	25	1	12	4	13	0
TCGA-85-8481-01	5	22	137	10	83	15	11	1	33	24	43	4
TCGA-85-8580-01	9	4	82	2	127	12	5	20	44	7	28	2
TCGA-85-8582-01	12	7	166	1	114	19	2	1	41	23	2	6
TCGA-85-8584-01	3	21	134	15	91	3	9	8	23	21	0	2
TCGA-85-8664-01	9	2	73	12	64	14	17	5	43	22	17	3
TCGA-85-8666-01	13	15	72	8	87	7	2	6	37	26	18	5
TCGA-85-A4CL-01	89	12	61	334	0	10	16	52	65	395	0	0
TCGA-85-A4CN-01	3	6	52	11	89	5	27	0	16	7	22	1
TCGA-85-A4JB-01	18	25	178	14	189	5	7	1	83	25	35	6
TCGA-85-A4JC-01	19	5	59	33	66	0	19	4	37	66	16	1
TCGA-85-A4PA-01	0	0	2	0	0	7	3	0	0	0	0	1
TCGA-85-A4QQ-01	17	18	37	63	4	6	3	31	40	150	23	4
TCGA-85-A4QR-01	12	8	23	14	68	33	9	8	29	34	31	10
TCGA-85-A50M-01	2	4	31	11	15	3	19	3	9	5	0	2
TCGA-85-A50Z-01	6	31	179	13	166	8	0	0	76	52	40	0
TCGA-85-A510-01	8	11	82	0	18	9	8	0	41	6	2	0
TCGA-85-A511-01	4	10	97	16	43	0	15	9	38	17	12	3
TCGA-85-A512-01	7	9	40	16	27	4	1	1	46	25	19	5
TCGA-85-A513-01	1	6	0	1	0	5	0	1	11	1	0	2
TCGA-85-A53L-01	2	8	58	1	66	3	18	1	72	10	5	0
TCGA-85-A5B5-01	7	13	136	11	177	2	23	3	73	10	11	0
TCGA-90-7766-01	2	2	19	17	40	8	10	0	15	9	13	0
TCGA-90-7767-01	5	4	36	18	18	3	19	0	21	4	10	0
TCGA-90-7769-01	20	30	230	27	119	21	15	6	111	19	27	4
TCGA-90-7964-01	28	26	170	57	83	3	16	16	84	76	36	0
TCGA-90-A4ED-01	1086	1327	0	182	0	0	0	145	0	0	0	0
TCGA-90-A4EE-01	30	19	67	67	91	21	2	7	41	82	26	0
TCGA-90-A59Q-01	2	18	163	6	73	18	1	4	64	5	0	0
TCGA-92-7340-01	23	10	117	29	104	1	69	7	39	118	40	0
TCGA-92-7341-01	5	13	31	10	40	37	11	10	21	8	29	0
TCGA-92-8063-01	3	34	118	0	148	1	7	7	71	24	25	2
TCGA-92-8064-01	13	20	58	7	85	24	7	2	33	9	14	1
TCGA-92-8065-01	35	0	4	105	0	1	21	17	18	155	0	0
TCGA-94-7033-01	10	8	7	0	0	11	15	3	42	48	12	0
TCGA-94-7557-01	17	8	1	17	11	10	8	7	12	33	15	0
TCGA-94-7943-01	30	0	28	49	22	2	18	16	27	60	1	0
TCGA-94-8035-01	8	8	58	24	60	20	0	6	33	22	12	0
TCGA-94-8490-01	19	33	84	19	236	269	26	0	30	58	324	36
TCGA-94-8491-01	20	8	115	28	159	18	9	0	190	94	23	15
TCGA-94-A4VJ-01	11	18	189	12	96	14	25	3	79	37	21	7
TCGA-94-A5I4-01	6	18	73	11	88	14	17	6	37	15	24	4
TCGA-94-A5I6-01	9	11	62	7	45	15	11	0	16	17	18	3
TCGA-96-7544-01	15	0	107	10	152	19	9	18	54	69	40	5
TCGA-96-7545-01	5	5	22	8	36	5	8	10	13	6	24	7
TCGA-96-8169-01	2	17	30	0	67	0	31	6	25	14	21	1
TCGA-96-8170-01	11	5	89	30	42	12	0	10	51	56	23	2
TCGA-96-A4JK-01	24	29	169	43	107	31	9	13	132	58	17	2
TCGA-96-A4JL-01	7	0	0	3	0	20	25	9	7	1	0	0
TCGA-98-7454-01	10	9	76	18	76	2	13	5	25	25	1	1
TCGA-98-8020-01	2	0	3	16	7	12	13	10	28	27	0	0
TCGA-98-8021-01	108	0	106	363	59	10	12	54	79	483	16	0
