Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-34-A5IX-01	143	114	34	43	18
TCGA-37-3783-01	78	79	293	36	12
TCGA-37-3789-01	103	78	158	21	7
TCGA-37-3792-01	698	264	104	22	33
TCGA-37-4129-01	0	4	0	2	0
TCGA-37-4130-01	1024	237	45	82	31
TCGA-37-4132-01	212	102	19	15	37
TCGA-37-4133-01	104	114	43	88	14
TCGA-37-4135-01	165	154	24	29	18
TCGA-37-4141-01	223	99	23	42	18
TCGA-37-5819-01	597	162	52	72	43
TCGA-37-A5EL-01	268	111	73	46	33
TCGA-37-A5EM-01	185	146	41	25	35
TCGA-37-A5EN-01	94	121	30	36	18
TCGA-39-5011-01	609	45	84	21	34
TCGA-39-5016-01	216	101	28	76	60
TCGA-39-5019-01	79	87	18	27	15
TCGA-39-5021-01	87	59	21	14	16
TCGA-39-5022-01	0	79	174	0	0
TCGA-39-5024-01	16	116	97	19	17
TCGA-39-5028-01	37	24	129	27	5
TCGA-39-5029-01	30	69	37	27	19
TCGA-39-5030-01	48	0	72	157	0
TCGA-39-5031-01	139	10	604	24	40
TCGA-39-5034-01	546	122	40	42	29
TCGA-39-5035-01	31	39	75	34	21
TCGA-39-5036-01	118	109	38	44	19
TCGA-39-5037-01	114	92	25	44	24
TCGA-39-5039-01	78	73	6	28	24
TCGA-39-5040-01	381	104	34	40	32
TCGA-43-2576-01	428	151	33	11	32
TCGA-43-2578-01	256	122	29	5	19
TCGA-43-2581-01	922	116	29	33	40
TCGA-43-3394-01	69	74	13	13	5
TCGA-43-3920-01	108	101	100	12	13
TCGA-43-5668-01	546	157	30	55	36
TCGA-43-5670-01	0	64	90	16	0
TCGA-43-6143-01	165	149	47	27	13
TCGA-43-6647-01	84	66	21	19	10
TCGA-43-6770-01	78	128	37	23	5
TCGA-43-6771-01	170	38	12	20	15
TCGA-43-6773-01	0	40	14	8	14
TCGA-43-7656-01	206	157	20	28	18
TCGA-43-7657-01	57	61	12	28	6
TCGA-43-7658-01	110	58	24	32	38
TCGA-43-8115-01	78	106	27	34	13
TCGA-43-8116-01	195	122	85	42	15
TCGA-43-8118-01	441	119	174	37	23
TCGA-43-A474-01	249	90	34	76	26
TCGA-43-A475-01	149	71	36	32	17
TCGA-43-A56U-01	110	69	140	0	0
TCGA-43-A56V-01	154	71	24	14	13
TCGA-46-3765-01	94	81	72	21	24
TCGA-46-3767-01	82	61	13	3	8
TCGA-46-3768-01	124	154	44	7	23
TCGA-46-3769-01	576	165	345	40	20
TCGA-46-6025-01	41	98	59	26	9
TCGA-46-6026-01	83	55	55	45	26
TCGA-51-4079-01	251	110	84	32	33
TCGA-51-4080-01	182	112	16	29	13
TCGA-51-4081-01	102	98	14	16	18
TCGA-51-6867-01	346	254	121	30	31
TCGA-52-7622-01	135	161	14	20	8
TCGA-52-7809-01	72	94	78	38	26
TCGA-52-7810-01	132	124	279	0	0
TCGA-52-7811-01	72	74	14	14	13
TCGA-52-7812-01	200	74	49	19	29
TCGA-56-1622-01	154	68	12	34	19
TCGA-56-5897-01	17	59	50	0	0
TCGA-56-5898-01	79	56	21	11	15
TCGA-56-6545-01	145	99	86	22	14
TCGA-56-6546-01	216	131	13	24	32
TCGA-56-7221-01	137	95	86	23	25
TCGA-56-7222-01	207	180	50	27	25
TCGA-56-7223-01	105	166	33	29	40
TCGA-56-7579-01	105	112	56	18	26
TCGA-56-7580-01	60	75	15	18	3
TCGA-56-7582-01	53	92	13	29	17
TCGA-56-7730-01	230	125	14	56	37
TCGA-56-7731-01	194	182	43	17	7
TCGA-56-7822-01	129	97	190	38	13
TCGA-56-7823-01	179	102	19	26	28
TCGA-56-8082-01	102	72	20	57	30
TCGA-56-8083-01	105	53	5	23	13
TCGA-56-8201-01	80	60	33	20	6
TCGA-56-8304-01	146	94	27	12	25
TCGA-56-8305-01	263	125	45	28	29
TCGA-56-8307-01	302	136	33	35	19
TCGA-56-8308-01	212	99	41	50	33
TCGA-56-8309-01	57	68	15	14	7
TCGA-56-8503-01	31	57	115	2	4
TCGA-56-8504-01	142	103	8	18	20
TCGA-56-8622-01	120	76	37	36	23
TCGA-56-8624-01	57	25	46	24	6
TCGA-56-8625-01	196	65	236	71	38
TCGA-56-8626-01	122	97	50	34	19
TCGA-56-8628-01	300	165	12	15	24
TCGA-56-8629-01	119	87	31	29	12
TCGA-56-A49D-01	91	126	99	46	14
TCGA-56-A4BW-01	102	75	88	20	5
TCGA-56-A4BY-01	63	87	11	16	11
TCGA-56-A4ZJ-01	65	52	10	5	12
TCGA-56-A4ZK-01	79	147	43	16	11
TCGA-56-A5DS-01	78	59	65	32	29
TCGA-56-A62T-01	395	109	37	46	43
TCGA-58-8386-01	108	126	34	29	17
TCGA-58-8387-01	48	58	82	34	12
TCGA-58-8388-01	98	79	17	19	13
TCGA-58-8391-01	158	187	17	36	31
TCGA-58-8393-01	0	0	290	0	51
TCGA-58-A46J-01	91	69	26	20	11
TCGA-58-A46K-01	18	45	107	22	3
TCGA-58-A46L-01	132	71	41	27	9
TCGA-58-A46M-01	212	127	66	71	56
TCGA-58-A46N-01	101	100	18	24	21
TCGA-60-2695-01	106	96	26	28	16
TCGA-60-2697-01	12	0	0	2	0
TCGA-60-2698-01	269	175	888	33	30
TCGA-60-2703-01	150	113	63	26	14
TCGA-60-2704-01	62	82	43	44	21
TCGA-60-2707-01	43	32	44	15	7
TCGA-60-2708-01	74	75	51	49	9
TCGA-60-2709-01	84	88	16	8	15
TCGA-60-2710-01	74	106	17	38	19
TCGA-60-2711-01	60	49	19	18	11
TCGA-60-2712-01	37	24	24	20	7
TCGA-60-2713-01	103	121	45	21	34
TCGA-60-2714-01	735	106	129	103	27
TCGA-60-2715-01	29	59	22	40	10
TCGA-60-2716-01	0	0	4	18	0
TCGA-60-2719-01	88	98	26	56	12
TCGA-60-2720-01	209	146	169	0	0
TCGA-60-2721-01	14	82	144	18	12
TCGA-60-2722-01	121	148	71	24	28
TCGA-60-2723-01	164	130	14	24	22
TCGA-60-2724-01	273	103	15	18	36
TCGA-60-2725-01	72	98	19	0	0
TCGA-60-2726-01	146	163	62	34	23
TCGA-63-5128-01	153	152	27	18	25
TCGA-63-5131-01	120	148	77	28	21
TCGA-63-6202-01	272	64	21	38	21
TCGA-63-7020-01	103	87	16	14	7
TCGA-63-7021-01	103	145	34	12	14
TCGA-63-7022-01	78	100	30	16	15
TCGA-63-7023-01	72	69	17	19	6
TCGA-63-A5M9-01	29	36	15	38	17
TCGA-63-A5MB-01	160	131	41	51	32
TCGA-63-A5MG-01	48	51	13	25	3
TCGA-63-A5MH-01	48	89	118	17	11
TCGA-63-A5MI-01	40	110	78	29	10
TCGA-63-A5MJ-01	76	97	9	44	17
TCGA-63-A5ML-01	128	81	35	37	25
TCGA-63-A5MM-01	0	0	0	1410	0
TCGA-63-A5MN-01	5	12	10	16	5
TCGA-63-A5MP-01	70	88	1	49	26
TCGA-63-A5MR-01	55	40	87	21	22
TCGA-63-A5MS-01	151	155	146	26	10
TCGA-63-A5MT-01	69	89	109	31	0
TCGA-63-A5MU-01	64	77	68	38	26
TCGA-63-A5MV-01	63	37	22	18	13
TCGA-63-A5MW-01	199	214	84	57	32
TCGA-63-A5MY-01	93	69	24	21	10
TCGA-66-2727-01	108	78	29	22	14
TCGA-66-2734-01	144	70	7	13	15
TCGA-66-2742-01	107	121	11	38	3
TCGA-66-2744-01	113	68	40	16	13
TCGA-66-2754-01	78	145	43	38	42
TCGA-66-2755-01	152	103	10	12	12
TCGA-66-2756-01	385	162	33	33	20
TCGA-66-2757-01	167	103	27	10	11
TCGA-66-2758-01	103	177	119	20	7
TCGA-66-2759-01	167	155	116	74	35
TCGA-66-2763-01	249	133	49	35	28
TCGA-66-2765-01	26	48	10	17	11
TCGA-66-2766-01	192	89	153	40	33
TCGA-66-2767-01	184	109	38	50	33
TCGA-66-2769-01	115	237	63	31	5
TCGA-66-2770-01	142	81	24	43	28
TCGA-66-2771-01	94	99	106	17	11
TCGA-66-2773-01	93	44	514	45	62
TCGA-66-2777-01	47	81	20	30	34
TCGA-66-2778-01	11	58	84	22	10
TCGA-66-2780-01	49	81	25	13	11
TCGA-66-2781-01	61	58	29	10	9
TCGA-66-2782-01	217	111	80	18	40
TCGA-66-2783-01	119	82	42	27	38
TCGA-66-2785-01	297	0	1170	0	0
TCGA-66-2786-01	56	106	80	31	10
TCGA-66-2787-01	325	165	46	11	25
TCGA-66-2788-01	110	65	53	12	16
TCGA-66-2789-01	158	190	44	21	23
TCGA-66-2791-01	92	151	84	30	25
TCGA-66-2792-01	42	72	8	33	22
TCGA-66-2793-01	143	177	12	32	20
TCGA-66-2794-01	43	40	72	39	9
TCGA-66-2795-01	167	88	33	47	28
TCGA-66-2800-01	112	63	14	42	27
TCGA-68-7755-01	137	96	26	49	30
TCGA-68-7756-01	63	20	9	22	4
TCGA-68-7757-01	246	79	14	33	6
TCGA-68-8250-01	151	160	26	23	16
TCGA-68-8251-01	38	26	173	131	23
TCGA-68-A59J-01	201	105	120	23	19
TCGA-6A-AB49-01	302	116	31	22	21
TCGA-70-6722-01	269	14	35	17	28
TCGA-70-6723-01	37	57	3	25	18
TCGA-77-6842-01	189	172	55	32	12
TCGA-77-6843-01	43	106	39	27	9
TCGA-77-6844-01	85	80	34	20	27
TCGA-77-6845-01	106	124	32	11	19
TCGA-77-7139-01	84	76	25	28	23
TCGA-77-7140-01	48	100	51	18	12
TCGA-77-7141-01	209	246	417	0	0
TCGA-77-7142-01	135	51	43	72	30
TCGA-77-7335-01	67	92	87	34	12
TCGA-77-7337-01	136	178	54	26	31
TCGA-77-7338-01	35	55	53	28	0
TCGA-77-7463-01	272	122	45	26	23
TCGA-77-7465-01	203	181	23	39	36
TCGA-77-8007-01	41	33	14	24	7
TCGA-77-8008-01	101	84	1	15	19
TCGA-77-8009-01	50	66	34	30	32
TCGA-77-8128-01	177	102	32	48	19
TCGA-77-8130-01	74	84	11	40	17
TCGA-77-8131-01	20	35	17	11	4
TCGA-77-8133-01	245	117	19	45	45
TCGA-77-8136-01	167	0	396	0	0
TCGA-77-8138-01	40	53	7	15	11
TCGA-77-8139-01	94	86	33	37	13
TCGA-77-8140-01	176	156	97	14	14
TCGA-77-8143-01	65	68	15	27	8
TCGA-77-8144-01	227	143	47	30	35
TCGA-77-8145-01	24	69	24	23	10
TCGA-77-8146-01	78	72	15	15	24
TCGA-77-8148-01	101	117	14	61	36
TCGA-77-8150-01	62	36	13	34	4
TCGA-77-8153-01	75	95	16	26	10
TCGA-77-8154-01	93	83	25	31	24
TCGA-77-8156-01	121	73	12	38	27
TCGA-77-A5FZ-01	1	0	0	0	0
TCGA-77-A5G1-01	87	75	20	10	9
TCGA-77-A5G3-01	379	149	115	64	69
TCGA-77-A5G6-01	366	142	37	45	24
TCGA-77-A5G7-01	27	63	17	16	5
TCGA-77-A5G8-01	100	98	12	35	33
TCGA-77-A5GA-01	63	51	18	42	20
TCGA-77-A5GB-01	12	32	92	22	13
TCGA-77-A5GF-01	51	37	27	17	14
TCGA-77-A5GH-01	108	93	87	31	24
TCGA-79-5596-01	109	94	8	21	19
TCGA-85-6175-01	6	8	7	25	8
TCGA-85-6560-01	166	222	49	65	16
TCGA-85-6561-01	103	104	65	15	18
TCGA-85-6798-01	92	153	49	37	10
TCGA-85-7696-01	68	81	36	40	38
TCGA-85-7697-01	131	105	42	27	37
TCGA-85-7698-01	27	77	29	18	16
TCGA-85-7699-01	65	116	20	34	8
TCGA-85-7710-01	51	92	65	22	14
TCGA-85-7843-01	79	120	62	25	7
TCGA-85-7844-01	77	90	2	30	17
TCGA-85-7950-01	155	69	65	23	16
TCGA-85-8048-01	51	42	16	28	15
TCGA-85-8049-01	107	77	28	33	22
TCGA-85-8052-01	35	66	11	27	17
TCGA-85-8070-01	107	98	37	27	8
TCGA-85-8071-01	227	148	40	36	31
TCGA-85-8072-01	56	101	17	37	16
TCGA-85-8276-01	100	172	38	20	21
TCGA-85-8277-01	88	88	55	35	35
TCGA-85-8287-01	104	133	42	24	14
TCGA-85-8288-01	91	108	24	60	22
TCGA-85-8350-01	218	66	50	30	36
TCGA-85-8351-01	49	77	20	36	5
TCGA-85-8352-01	144	96	50	16	21
TCGA-85-8353-01	73	100	15	20	14
TCGA-85-8354-01	58	85	85	33	10
TCGA-85-8355-01	98	125	19	17	23
TCGA-85-8479-01	26	55	8	37	22
TCGA-85-8481-01	195	118	29	30	16
TCGA-85-8580-01	152	128	11	30	21
TCGA-85-8582-01	269	56	25	28	16
TCGA-85-8584-01	207	51	37	16	19
TCGA-85-8664-01	115	86	37	32	11
TCGA-85-8666-01	122	98	37	14	25
TCGA-85-A4CL-01	0	0	917	0	117
TCGA-85-A4CN-01	86	100	16	26	11
TCGA-85-A4JB-01	293	206	35	13	39
TCGA-85-A4JC-01	95	91	108	12	19
TCGA-85-A4PA-01	3	0	0	10	0
TCGA-85-A4QQ-01	46	83	239	18	10
TCGA-85-A4QR-01	47	114	51	51	16
TCGA-85-A50M-01	45	13	17	19	10
TCGA-85-A50Z-01	299	179	65	11	17
TCGA-85-A510-01	123	22	1	21	18
TCGA-85-A511-01	142	61	36	11	14
TCGA-85-A512-01	54	86	43	7	10
TCGA-85-A513-01	0	13	0	8	7
TCGA-85-A53L-01	107	98	12	20	7
TCGA-85-A5B5-01	233	171	19	22	21
TCGA-90-7766-01	38	48	26	18	5
TCGA-90-7767-01	49	39	19	18	13
TCGA-90-7769-01	344	150	40	45	50
TCGA-90-7964-01	258	113	145	26	53
TCGA-90-A4ED-01	0	0	0	0	2740
TCGA-90-A4EE-01	114	105	159	28	47
TCGA-90-A59Q-01	262	39	8	29	16
TCGA-92-7340-01	167	171	159	47	13
TCGA-92-7341-01	52	67	16	61	19
TCGA-92-8063-01	203	181	20	12	24
TCGA-92-8064-01	103	92	11	35	32
TCGA-92-8065-01	6	12	291	18	29
TCGA-94-7033-01	11	56	56	27	6
TCGA-94-7557-01	2	36	56	20	25
TCGA-94-7943-01	45	21	125	19	43
TCGA-94-8035-01	96	60	49	29	17
TCGA-94-8490-01	132	559	52	362	29
TCGA-94-8491-01	218	284	140	28	9
TCGA-94-A4VJ-01	277	127	48	39	21
TCGA-94-A5I4-01	124	112	24	33	20
TCGA-94-A5I6-01	89	60	21	28	16
TCGA-96-7544-01	185	179	93	37	4
TCGA-96-7545-01	33	73	14	16	13
TCGA-96-8169-01	56	111	11	23	13
TCGA-96-8170-01	132	75	98	17	9
TCGA-96-A4JK-01	272	149	107	57	49
TCGA-96-A4JL-01	0	0	0	54	18
TCGA-98-7454-01	125	58	46	13	19
TCGA-98-8020-01	0	32	55	31	0
TCGA-98-8021-01	157	72	949	23	89
TCGA-98-8022-01	68	135	61	37	6
TCGA-98-8023-01	92	107	15	15	22
TCGA-98-A538-01	440	198	134	29	41
TCGA-98-A539-01	94	52	43	15	24
TCGA-98-A53A-01	205	109	30	24	23
TCGA-98-A53B-01	32	100	31	17	10
TCGA-98-A53C-01	0	4	0	0	0
TCGA-98-A53H-01	37	0	0	0	0
TCGA-98-A53I-01	185	171	56	42	35
TCGA-98-A53J-01	35	31	40	19	19
TCGA-J1-A4AH-01	52	70	68	21	23
TCGA-L3-A4E7-01	55	43	4	20	4
TCGA-L3-A524-01	219	155	17	29	14
TCGA-LA-A446-01	204	87	57	31	40
TCGA-LA-A7SW-01	0	53	41	29	0
TCGA-MF-A522-01	98	84	454	47	73
TCGA-NC-A5HD-01	248	229	49	16	24
TCGA-NC-A5HE-01	123	67	26	17	20
TCGA-NC-A5HF-01	146	103	33	31	2
TCGA-NC-A5HG-01	159	281	153	39	154
TCGA-NC-A5HH-01	180	165	24	31	36
TCGA-NC-A5HI-01	284	110	102	34	14
TCGA-NC-A5HJ-01	330	103	27	26	19
TCGA-NC-A5HK-01	191	94	21	24	12
TCGA-NC-A5HL-01	76	105	29	35	25
TCGA-NC-A5HM-01	136	144	29	20	25
TCGA-NC-A5HN-01	266	304	36	43	91
TCGA-NC-A5HO-01	105	144	28	17	14
TCGA-NC-A5HP-01	269	115	78	25	23
TCGA-NC-A5HQ-01	196	123	34	45	30
TCGA-NC-A5HR-01	189	161	21	15	23
TCGA-NC-A5HT-01	214	93	23	38	46
TCGA-NK-A5CR-01	161	121	36	22	42
TCGA-NK-A5CT-01	174	97	86	34	16
TCGA-NK-A5CX-01	137	52	5	14	7
TCGA-NK-A5D1-01	30	60	22	27	21
TCGA-NK-A7XE-01	1	6	101	12	12
TCGA-O2-A52N-01	310	178	91	35	21
TCGA-O2-A52Q-01	802	98	231	49	45
TCGA-O2-A52S-01	179	99	119	36	38
TCGA-O2-A52V-01	168	90	23	23	28
TCGA-O2-A52W-01	44	32	13	27	14
TCGA-O2-A5IB-01	146	132	17	2	17
TCGA-XC-AA0X-01	71	91	29	19	21
