NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	164.446	61.156	24.409	49.199	0.407	0.763	110000.0
2	164.376	61.145	24.297	49.097	0.406	0.763	50000.0
3	164.588	61.224	24.477	49.267	0.408	0.762	50000.0
4	164.608	61.146	24.361	48.971	0.407	0.764	100000.0
5	164.178	60.851	24.419	48.949	0.405	0.766	70000.0
6	163.553	60.942	24.235	48.994	0.407	0.765	40000.0
7	162.541	60.528	23.964	48.501	0.409	0.767	50000.0
8	163.629	60.896	24.146	48.769	0.408	0.766	50000.0
9	163.598	60.952	24.191	49.057	0.406	0.764	50000.0
10	164.56	61.012	24.387	49.032	0.402	0.764	60000.0
11	163.409	60.6	24.176	48.731	0.403	0.767	50000.0
12	164.426	60.941	24.488	49.017	0.402	0.766	50000.0
13	165.008	61.403	24.474	49.259	0.411	0.761	40000.0
14	163.731	60.752	24.181	48.657	0.403	0.769	40000.0
15	163.964	60.896	24.302	48.825	0.403	0.767	50000.0
16	164.607	61.194	24.389	49.21	0.407	0.762	110000.0
17	163.833	60.67	24.277	48.847	0.402	0.766	50000.0
18	164.51	61.169	24.511	49.265	0.405	0.763	50000.0
19	164.5	60.988	24.433	48.965	0.404	0.765	50000.0
20	164.886	61.207	24.429	49.121	0.411	0.764	40000.0
21	164.773	61.087	24.453	49.074	0.403	0.765	60000.0
22	164.248	60.919	24.428	49.124	0.406	0.763	90000.0
23	163.221	60.846	24.201	48.94	0.408	0.765	50000.0
24	164.765	61.156	24.478	49.104	0.407	0.764	80000.0
25	164.323	60.826	24.46	49.058	0.403	0.764	60000.0
26	163.692	60.821	24.299	48.93	0.404	0.766	70000.0
27	164.59	61.005	24.372	49.027	0.406	0.764	120000.0
28	165.094	61.228	24.554	49.235	0.408	0.764	50000.0
29	163.934	60.92	24.285	48.855	0.407	0.767	40000.0
30	165.204	61.298	24.549	49.317	0.407	0.762	30000.0
31	165.429	61.462	24.674	49.489	0.408	0.76	40000.0
32	163.77	61.017	24.3	49.081	0.405	0.764	80000.0
33	163.312	60.656	24.097	48.656	0.406	0.767	50000.0
34	165.403	61.231	24.548	49.229	0.404	0.763	50000.0
35	164.452	61.198	24.412	49.226	0.406	0.761	110000.0
36	164.6	61.22	24.487	49.181	0.405	0.763	60000.0
37	164.044	61.039	24.309	48.936	0.404	0.766	90000.0
38	164.568	61.172	24.346	49.127	0.407	0.762	70000.0
39	164.125	60.919	24.285	48.862	0.407	0.767	140000.0
40	164.87	61.121	24.606	49.229	0.406	0.763	130000.0
41	165.306	61.411	24.475	49.252	0.41	0.762	90000.0
42	164.425	60.974	24.444	48.959	0.404	0.765	40000.0
43	164.429	61.18	24.415	49.14	0.407	0.764	60000.0
44	164.61	61.289	24.396	49.188	0.411	0.761	120000.0
45	164.546	61.047	24.41	49.071	0.403	0.764	60000.0
46	162.272	60.237	23.774	48.175	0.404	0.771	50000.0
47	164.314	60.976	24.462	49.071	0.402	0.764	60000.0
48	164.023	60.989	24.32	49.035	0.405	0.764	40000.0
49	164.663	61.339	24.402	49.21	0.411	0.762	80000.0
50	164.681	61.039	24.493	49.17	0.403	0.763	50000.0
51	164.308	60.918	24.5	49.197	0.403	0.763	80000.0
52	164.233	60.955	24.383	49.124	0.404	0.762	30000.0
53	164.415	61.114	24.483	49.28	0.407	0.761	50000.0
54	164.331	61.074	24.357	49.064	0.405	0.763	80000.0
55	162.664	60.436	23.895	48.33	0.404	0.771	100000.0
56	164.118	60.993	24.328	49.11	0.406	0.763	50000.0
57	165.063	61.06	24.567	49.179	0.403	0.764	40000.0
58	163.52	60.913	24.33	49.168	0.405	0.763	50000.0
59	164.795	60.938	24.482	48.944	0.406	0.767	90000.0
60	164.661	61.313	24.531	49.457	0.408	0.759	60000.0
61	164.119	60.977	24.301	49.048	0.405	0.763	60000.0
