Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-D8-A1JT-01	0	0	12	8	0	0	21
TCGA-D8-A1JU-01	1	0	5	0	0	5	9
TCGA-D8-A1X5-01	3	6	16	0	15	11	15
TCGA-D8-A1X6-01	3	0	21	15	0	3	0
TCGA-D8-A1X7-01	1	1	5	0	15	0	10
TCGA-D8-A1X9-01	0	10	0	26	0	17	49
TCGA-D8-A1XA-01	1	0	9	1	11	6	0
TCGA-D8-A1XB-01	9	2	18	3	0	9	9
TCGA-D8-A1XC-01	1	0	13	3	12	5	0
TCGA-D8-A1XF-01	2	2	24	1	20	2	0
TCGA-D8-A1XG-01	2	0	0	1	0	10	14
TCGA-D8-A1XK-01	6	13	9	1	0	1147	124
TCGA-D8-A1XL-01	6	7	6	44	0	18	29
TCGA-D8-A1XM-01	16	5	13	0	20	0	10
TCGA-D8-A1XO-01	6	5	5	0	0	1	12
TCGA-D8-A1XQ-01	24	32	194	135	0	504	142
TCGA-D8-A1XR-01	3	0	10	1	4	14	0
TCGA-D8-A1XS-01	5	1	7	0	1	0	12
TCGA-D8-A1XT-01	2	2	15	4	20	2	0
TCGA-D8-A1XU-01	11	3	7	11	0	3	0
TCGA-D8-A1XV-01	1	4	13	0	0	1	17
TCGA-D8-A1XW-01	8	11	9	51	0	13	30
TCGA-D8-A1XY-01	7	1	30	4	12	5	0
TCGA-D8-A1XZ-01	0	11	45	10	12	2	16
TCGA-D8-A1Y0-01	4	11	5	16	15	10	20
TCGA-D8-A1Y1-01	20	3	170	0	0	30	10
TCGA-D8-A1Y2-01	9	3	9	0	0	1	0
TCGA-D8-A1Y3-01	3	1	38	20	0	3	2
TCGA-D8-A27E-01	0	0	2	3	6	0	0
TCGA-D8-A27F-01	1	12	0	21	0	5	31
TCGA-D8-A27G-01	585	521	0	0	70	0	0
TCGA-D8-A27H-01	13	50	10	76	0	11	0
TCGA-D8-A27I-01	5	4	7	0	0	2	18
TCGA-D8-A27K-01	0	2	8	1	0	2	8
TCGA-D8-A27L-01	15	5	10	0	23	0	0
TCGA-D8-A27M-01	2	13	11	40	20	4	0
TCGA-D8-A27N-01	3	2	26	6	12	5	6
TCGA-D8-A27P-01	2	0	10	8	2	8	0
TCGA-D8-A27R-01	3	4	4	8	1	1	14
TCGA-D8-A27T-01	5	0	17	4	0	5	0
TCGA-D8-A27V-01	69	84	9	0	73	0	0
TCGA-D8-A27W-01	3	3	34	2	3	4	6
TCGA-D8-A3Z6-01	6	2	11	3	0	9	6
TCGA-D8-A4Z1-01	29	7	6	4	0	0	0
TCGA-D8-A73U-01	117	42	13	6	19	10	0
TCGA-D8-A73W-01	3	2	27	12	0	8	0
TCGA-D8-A73X-01	7	0	15	0	0	9	21
TCGA-E2-A105-01	7	2	21	17	10	10	0
TCGA-E2-A107-01	8	0	10	0	0	6	12
TCGA-E2-A108-01	60	78	3	14	0	13	18
TCGA-E2-A109-01	0	0	21	23	28	12	0
TCGA-E2-A10A-01	6	3	4	9	2	4	0
TCGA-E2-A10B-01	20	14	8	3	6	12	10
TCGA-E2-A10C-01	281	203	4	0	31	0	0
TCGA-E2-A10F-01	4	1	14	0	8	3	0
TCGA-E2-A14N-01	10	16	9	51	0	4	19
TCGA-E2-A14O-01	2	0	17	0	10	0	7
TCGA-E2-A14P-01	20	8	30	0	43	11	0
TCGA-E2-A14Q-01	5	2	16	4	0	3	10
TCGA-E2-A14R-01	0	18	5	46	23	19	32
TCGA-E2-A14T-01	5	5	11	0	0	6	16
TCGA-E2-A14V-01	27	38	27	4	0	4	41
TCGA-E2-A14W-01	0	12	7	43	33	7	0
TCGA-E2-A14X-01	7	2	24	3	0	1	0
TCGA-E2-A14Y-01	15	15	9	7	0	4	0
TCGA-E2-A14Z-01	24	8	10	19	16	0	18
TCGA-E2-A150-01	5	4	23	33	7	14	5
TCGA-E2-A152-01	52	56	8	0	54	0	1
TCGA-E2-A153-01	8	0	15	2	0	1	0
TCGA-E2-A154-01	2	2	18	2	5	0	29
TCGA-E2-A155-01	14	5	20	16	0	9	17
TCGA-E2-A156-01	5	1	3	0	1	3	12
TCGA-E2-A158-01	0	7	8	49	0	7	26
TCGA-E2-A159-01	62	80	11	3	41	4	0
TCGA-E2-A15A-01	1	3	13	11	22	5	7
TCGA-E2-A15C-01	2	1	22	8	8	7	2
TCGA-E2-A15D-01	0	2	15	0	0	9	8
TCGA-E2-A15E-01	1	6	11	5	0	10	7
TCGA-E2-A15F-01	0	1	11	3	7	2	4
TCGA-E2-A15G-01	10	0	13	6	0	5	39
TCGA-E2-A15H-01	0	0	16	0	12	5	0
TCGA-E2-A15I-01	5	0	17	3	10	0	8
TCGA-E2-A15J-01	0	0	7	4	8	3	0
TCGA-E2-A15K-01	0	2	16	0	24	4	7
TCGA-E2-A15L-01	0	4	15	0	2	3	10
TCGA-E2-A15M-01	18	16	30	22	13	9	0
TCGA-E2-A15O-01	2	0	7	0	0	0	25
TCGA-E2-A15P-01	2	0	10	1	8	7	0
TCGA-E2-A15R-01	4	0	22	0	21	0	0
TCGA-E2-A15S-01	8	5	4	16	0	13	22
TCGA-E2-A15T-01	1	2	11	0	0	1	25
TCGA-E2-A1AZ-01	9	18	7	6	17	7	15
TCGA-E2-A1B0-01	6	4	17	0	13	14	6
TCGA-E2-A1B1-01	15	16	10	0	25	0	0
TCGA-E2-A1B4-01	7	0	4	0	18	5	8
TCGA-E2-A1B5-01	18	8	12	0	0	2	6
TCGA-E2-A1B6-01	0	3	13	36	0	4	0
TCGA-E2-A1BC-01	0	3	9	10	8	6	5
TCGA-E2-A1BD-01	0	2	20	1	4	0	16
TCGA-E2-A1IE-01	0	0	8	8	0	2	12
TCGA-E2-A1IF-01	0	0	3	0	0	6	15
TCGA-E2-A1IG-01	9	0	10	0	16	0	22
TCGA-E2-A1IH-01	17	20	6	0	6	13	23
TCGA-E2-A1II-01	0	2	11	18	0	3	0
TCGA-E2-A1IJ-01	0	0	6	0	1	0	11
TCGA-E2-A1IK-01	1	2	3	0	0	1	10
TCGA-E2-A1IL-01	0	0	9	7	13	2	0
TCGA-E2-A1IN-01	94	103	15	22	0	14	0
TCGA-E2-A1IO-01	2	0	8	0	0	0	6
TCGA-E2-A1IU-01	7	1	6	8	1	0	8
TCGA-E2-A1L6-01	3	0	4	2	4	5	10
TCGA-E2-A1L7-01	2	4	0	16	0	7	52
TCGA-E2-A1L8-01	4	3	4	0	1	6	20
TCGA-E2-A1L9-01	4	0	9	10	0	5	0
TCGA-E2-A1LA-01	3	9	11	64	0	20	0
TCGA-E2-A1LB-01	12	11	4	0	23	4	1
TCGA-E2-A1LG-01	44	104	7	0	64	0	0
TCGA-E2-A1LH-01	14	50	14	98	34	21	0
TCGA-E2-A1LI-01	6	7	2	17	0	2	3
TCGA-E2-A1LK-01	0	5	43	0	3	3	0
TCGA-E2-A1LL-01	0	7	12	24	0	8	10
TCGA-E2-A2P6-01	96	38	27	0	16	9	0
TCGA-E2-A56Z-01	3	0	14	0	6	12	25
TCGA-E2-A570-01	0	1	11	5	12	1	0
TCGA-E2-A572-01	1	2	10	0	0	3	13
TCGA-E2-A573-01	1	5	15	25	12	14	0
TCGA-E2-A574-01	35	30	31	13	45	2	0
TCGA-E2-A576-01	0	1	27	3	17	1	21
TCGA-E2-A9RU-01	10	9	41	0	39	8	0
TCGA-E9-A1N3-01	0	3	1	4	0	6	17
TCGA-E9-A1N4-01	5	6	7	0	4	0	12
TCGA-E9-A1N5-01	9	7	2	5	0	11	5
TCGA-E9-A1N8-01	4	9	0	0	5	10	8
TCGA-E9-A1N9-01	8	1	19	31	0	7	0
TCGA-E9-A1NA-01	4	15	11	22	54	4	7
TCGA-E9-A1NE-01	4	4	7	42	0	5	0
TCGA-E9-A1NF-01	21	4	7	0	6	2	21
TCGA-E9-A1NG-01	1	0	5	0	0	1	14
TCGA-E9-A1NH-01	2	2	8	0	0	6	19
TCGA-E9-A1QZ-01	0	0	3	3	0	3	14
TCGA-E9-A1R0-01	4	4	17	0	10	0	0
TCGA-E9-A1R2-01	1	15	4	16	0	12	18
TCGA-E9-A1R3-01	4	0	8	8	0	5	0
TCGA-E9-A1R4-01	51	36	10	0	48	8	0
TCGA-E9-A1R5-01	4	2	12	0	0	3	30
TCGA-E9-A1R6-01	1	1	17	3	13	1	0
TCGA-E9-A1R7-01	9	4	11	24	8	7	0
TCGA-E9-A1RA-01	6	0	6	7	2	1	3
TCGA-E9-A1RB-01	0	0	10	14	2	12	0
TCGA-E9-A1RC-01	1	1	22	10	9	9	3
TCGA-E9-A1RD-01	6	1	7	7	1	1	0
TCGA-E9-A1RE-01	3	1	28	2	8	11	13
TCGA-E9-A1RF-01	4	19	28	71	19	5	24
TCGA-E9-A1RG-01	4	5	5	4	4	5	14
TCGA-E9-A1RH-01	7	10	22	26	21	9	16
TCGA-E9-A1RI-01	5	0	6	1	7	2	8
TCGA-E9-A226-01	18	24	12	0	25	0	0
TCGA-E9-A227-01	1	2	2	5	9	0	0
TCGA-E9-A228-01	7	6	24	6	7	2	0
TCGA-E9-A229-01	2	6	11	7	1	3	0
TCGA-E9-A22A-01	5	5	6	13	0	0	7
TCGA-E9-A22B-01	10	4	22	6	16	3	15
TCGA-E9-A22D-01	4	3	21	0	7	0	5
TCGA-E9-A22E-01	11	27	12	55	17	6	16
TCGA-E9-A22G-01	0	9	2	53	17	33	3
TCGA-E9-A22H-01	3	0	15	4	2	2	0
TCGA-E9-A243-01	5	14	5	26	16	17	6
TCGA-E9-A244-01	2	6	24	50	0	15	24
TCGA-E9-A245-01	0	0	0	0	13	1	9
TCGA-E9-A247-01	0	1	32	6	0	8	0
TCGA-E9-A248-01	5	2	14	2	0	5	0
TCGA-E9-A249-01	2	0	13	2	0	4	4
TCGA-E9-A24A-01	0	0	7	1	5	0	9
TCGA-E9-A295-01	0	4	32	7	20	0	46
TCGA-E9-A2JS-01	4	0	45	12	11	1	16
TCGA-E9-A2JT-01	14	14	0	0	0	0	0
TCGA-E9-A3HO-01	3	7	0	30	0	7	25
TCGA-E9-A3QA-01	9	16	3	25	0	0	9
TCGA-E9-A3X8-01	2	6	9	9	9	0	2
TCGA-E9-A54Y-01	16	3	19	0	16	4	0
TCGA-E9-A5FK-01	1	1	9	5	9	4	10
TCGA-E9-A5FL-01	8	20	12	50	6	20	17
TCGA-E9-A5UO-01	0	2	14	8	1	3	10
TCGA-E9-A6HE-01	1	0	11	0	7	3	0
TCGA-EW-A1IW-01	49	27	22	27	0	2	0
TCGA-EW-A1IX-01	12	15	0	5	7	3	0
TCGA-EW-A1IY-01	13	1	3	0	19	2	0
TCGA-EW-A1IZ-01	12	0	196	0	10	189	28
TCGA-EW-A1J1-01	0	0	12	6	5	0	0
TCGA-EW-A1J3-01	2	0	5	6	12	5	0
TCGA-EW-A1J5-01	306	219	6	3	3	3	0
TCGA-EW-A1J6-01	2	1	8	6	0	0	27
TCGA-EW-A1OV-01	78	36	11	9	0	0	6
TCGA-EW-A1OX-01	3	4	5	6	0	2	1
TCGA-EW-A1OZ-01	8	5	30	16	12	5	0
TCGA-EW-A1P0-01	0	1	0	0	0	6	21
TCGA-EW-A1P1-01	0	0	0	0	0	0	3
TCGA-EW-A1P3-01	3	0	8	0	3	0	14
TCGA-EW-A1P4-01	0	11	6	7	0	11	42
TCGA-EW-A1P5-01	0	2	14	1	0	3	0
TCGA-EW-A1P6-01	1	0	5	0	0	0	20
TCGA-EW-A1P7-01	0	0	1	14	0	4	0
TCGA-EW-A1P8-01	0	0	7	10	16	6	0
TCGA-EW-A1PA-01	4	2	9	6	16	4	0
TCGA-EW-A1PB-01	26	60	5	45	44	2	0
TCGA-EW-A1PD-01	6	12	0	35	28	12	0
TCGA-EW-A1PE-01	8	0	10	10	3	7	0
TCGA-EW-A1PG-01	1	0	3	0	5	2	0
TCGA-EW-A1PH-01	3	5	23	9	17	5	0
TCGA-EW-A2FR-01	6	9	14	6	17	0	2
TCGA-EW-A2FS-01	0	1	14	4	14	12	0
TCGA-EW-A2FV-01	2	0	3	0	5	1	21
TCGA-EW-A2FW-01	4	0	18	4	0	0	0
TCGA-EW-A423-01	13	10	27	17	13	8	0
TCGA-EW-A6S9-01	4	1	13	7	2	3	1
TCGA-EW-A6SA-01	11	8	23	17	25	14	25
TCGA-EW-A6SB-01	1	6	20	9	22	17	6
TCGA-EW-A6SC-01	8	0	5	8	0	14	4
TCGA-EW-A6SD-01	21	16	13	4	0	14	0
TCGA-GI-A2C8-01	7	19	23	68	0	13	18
TCGA-GM-A2D9-01	312	211	6	0	115	1	0
TCGA-GM-A2DA-01	4	6	11	0	0	0	24
TCGA-GM-A2DB-01	3	9	16	13	17	5	65
TCGA-GM-A2DC-01	0	0	17	0	0	0	10
TCGA-GM-A2DD-01	4	4	12	22	1	15	10
TCGA-GM-A2DF-01	2	5	20	14	8	4	0
TCGA-GM-A2DH-01	34	78	9	57	14	7	33
TCGA-GM-A2DI-01	37	32	6	0	8	0	8
TCGA-GM-A2DK-01	5	0	7	0	4	9	12
TCGA-GM-A2DL-01	7	4	9	0	23	0	6
TCGA-GM-A2DM-01	6	0	0	1	2	7	11
TCGA-GM-A2DN-01	3	0	6	3	6	1	0
TCGA-GM-A2DO-01	97	78	12	0	33	0	0
TCGA-GM-A3NW-01	20	28	19	0	28	0	0
TCGA-GM-A3XL-01	9	38	10	51	7	14	15
TCGA-GM-A4E0-01	1	0	11	0	0	1	21
TCGA-GM-A5PV-01	9	1	4	12	0	5	16
TCGA-GM-A5PX-01	7	3	12	12	0	8	0
TCGA-HN-A2NL-01	2	9	9	21	0	8	42
TCGA-HN-A2OB-01	3	1	6	0	0	0	9
TCGA-JL-A3YX-01	18	6	14	5	0	6	0
TCGA-LD-A66U-01	2	0	15	4	4	13	6
TCGA-LD-A74U-01	176	99	26	0	51	0	0
TCGA-LD-A7W5-01	10	9	21	1	0	7	17
TCGA-LD-A7W6-01	2	1	12	2	9	6	14
TCGA-LD-A9QF-01	2	2	17	1	0	0	17
TCGA-LL-A440-01	2	0	3	0	0	0	1
TCGA-LL-A50Y-01	3	0	13	0	0	8	19
TCGA-LL-A5YL-01	28	9	20	0	29	0	7
TCGA-LL-A5YM-01	1	2	9	0	16	3	9
TCGA-LL-A5YN-01	1	0	13	11	14	4	0
TCGA-LL-A5YO-01	2	13	2	16	12	10	6
TCGA-LL-A5YP-01	6	8	0	35	26	10	20
TCGA-LL-A6FP-01	14	2	5	0	27	5	22
TCGA-LL-A6FQ-01	4	0	35	0	21	9	0
TCGA-LL-A6FR-01	3	2	16	11	0	9	22
TCGA-LL-A73Y-01	35	92	8	0	15	20	23
TCGA-LL-A73Z-01	3	1	13	7	0	4	20
TCGA-LL-A740-01	6	1	16	16	17	12	0
TCGA-LL-A7SZ-01	9	2	19	0	9	12	24
TCGA-LL-A7T0-01	10	5	32	6	3	9	12
TCGA-LL-A8F5-01	2	16	14	76	35	28	29
TCGA-LL-A9Q3-01	12	0	25	18	3	10	0
TCGA-OK-A5Q2-01	7	1	14	0	0	0	21
TCGA-OL-A5D6-01	7	2	11	0	2	0	35
TCGA-OL-A5D7-01	7	9	16	38	1	9	0
TCGA-OL-A5D8-01	3	2	15	13	0	6	0
TCGA-OL-A5DA-01	33	33	17	0	20	1	10
TCGA-OL-A5RU-01	0	0	21	2	20	3	0
TCGA-OL-A5RV-01	0	0	8	1	0	0	8
TCGA-OL-A5RW-01	36	84	2	66	25	29	11
TCGA-OL-A5RX-01	2	2	16	0	0	8	7
TCGA-OL-A5RY-01	1	2	4	2	0	4	0
TCGA-OL-A5RZ-01	13	9	53	46	23	8	0
TCGA-OL-A5S0-01	5	3	20	7	0	5	4
TCGA-OL-A66H-01	0	0	6	9	8	4	0
TCGA-OL-A66I-01	3	2	14	6	22	3	6
TCGA-OL-A66J-01	9	2	20	5	5	12	15
TCGA-OL-A66K-01	2	1	22	6	11	5	0
TCGA-OL-A66L-01	48	23	12	2	0	9	0
TCGA-OL-A66N-01	3	1	24	0	3	6	21
TCGA-OL-A66O-01	1	2	15	8	0	5	7
TCGA-OL-A66P-01	2	1	11	35	30	22	22
TCGA-OL-A6VO-01	1	2	16	10	6	3	0
TCGA-OL-A6VQ-01	36	18	15	4	0	9	0
TCGA-OL-A6VR-01	1	0	8	3	0	5	0
TCGA-OL-A97C-01	1	1	16	18	11	17	6
TCGA-PE-A5DC-01	12	10	20	51	22	18	21
TCGA-PE-A5DD-01	27	15	19	0	21	3	0
TCGA-PE-A5DE-01	361	195	22	0	111	0	0
TCGA-PL-A8LV-01	14	30	10	44	32	18	7
TCGA-PL-A8LX-01	1	0	15	14	0	14	5
TCGA-PL-A8LY-01	0	0	0	0	0	4	3
TCGA-PL-A8LZ-01	14	0	7	43	45	11	16
TCGA-S3-A6ZF-01	2	6	31	13	0	0	0
TCGA-S3-A6ZG-01	6	0	21	0	8	2	23
TCGA-S3-A6ZH-01	4	0	18	11	8	4	0
TCGA-S3-AA0Z-01	13	9	23	21	0	11	0
TCGA-S3-AA10-01	10	16	10	85	6	14	9
TCGA-S3-AA11-01	1	0	0	3	47	12	33
TCGA-S3-AA12-01	5	3	14	4	1	1	32
TCGA-S3-AA14-01	3	3	14	4	0	0	0
TCGA-S3-AA15-01	14	19	6	0	19	2	0
TCGA-S3-AA17-01	9	14	11	39	0	18	50
TCGA-UL-AAZ6-01	10	14	8	27	1	24	56
TCGA-UU-A93S-01	6	12	27	85	43	23	0
TCGA-V7-A7HQ-01	1	4	8	14	3	1	0
TCGA-W8-A86G-01	2	1	9	0	0	4	19
TCGA-WT-AB41-01	25	1	11	2	0	4	19
TCGA-WT-AB44-01	0	0	25	8	13	8	6
TCGA-XX-A899-01	23	8	7	0	12	1	9
TCGA-XX-A89A-01	57	120	19	0	69	0	0
TCGA-Z7-A8R5-01	0	0	28	0	0	1	5
TCGA-Z7-A8R6-01	41	22	21	4	9	10	0
