NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	122.764	63.595	20.427	44.863	0.512	0.811	60000.0
2	128.528	66.409	22.11	47.019	0.519	0.794	80000.0
3	125.559	64.814	21.539	46.218	0.516	0.799	50000.0
4	125.555	64.201	21.621	45.918	0.516	0.802	100000.0
5	127.987	65.406	22.006	46.61	0.515	0.797	60000.0
6	128.082	65.452	21.975	46.502	0.515	0.799	60000.0
7	126.552	65.413	21.269	46.062	0.516	0.801	140000.0
8	125.63	65.064	21.129	45.931	0.519	0.802	100000.0
9	121.523	63.436	20.25	45.034	0.519	0.808	90000.0
10	124.173	64.303	21.085	45.894	0.511	0.801	50000.0
11	122.855	63.793	20.529	45.036	0.518	0.81	50000.0
12	127.267	65.666	21.621	46.393	0.516	0.799	70000.0
13	124.07	63.601	20.785	44.911	0.507	0.811	50000.0
14	123.268	63.816	20.534	45.124	0.515	0.809	40000.0
15	126.374	64.982	21.417	45.848	0.508	0.804	60000.0
16	129.299	66.194	22.479	47.166	0.516	0.794	30000.0
17	125.936	64.705	21.515	46.053	0.513	0.802	70000.0
18	127.316	65.536	21.828	46.592	0.518	0.797	70000.0
19	125.125	64.357	21.214	45.813	0.513	0.803	60000.0
20	126.065	64.664	21.737	46.311	0.515	0.799	60000.0
21	123.157	64.185	20.692	45.624	0.519	0.802	80000.0
22	123.796	64.125	20.858	45.709	0.512	0.803	90000.0
23	127.211	65.731	21.591	46.419	0.517	0.798	80000.0
24	125.789	65.067	21.18	46.28	0.516	0.799	70000.0
25	129.348	66.374	22.327	47.205	0.517	0.792	40000.0
26	127.327	65.582	21.607	46.387	0.513	0.799	50000.0
27	123.03	63.813	20.44	45.04	0.516	0.81	60000.0
28	127.094	65.267	22.182	47.1	0.513	0.793	50000.0
29	122.72	63.783	20.438	45.048	0.514	0.809	110000.0
30	124.98	64.566	21.062	45.859	0.515	0.802	110000.0
31	122.14	63.243	20.776	45.283	0.516	0.806	80000.0
32	126.747	65.446	21.531	46.209	0.515	0.8	50000.0
33	128.621	66.346	22.087	47.0	0.516	0.793	160000.0
34	128.786	66.339	22.218	47.173	0.512	0.793	40000.0
35	122.764	63.648	20.5	45.173	0.512	0.808	60000.0
36	123.956	64.431	20.484	45.278	0.517	0.807	50000.0
37	128.571	66.345	22.027	47.03	0.518	0.792	90000.0
38	129.179	66.071	22.26	47.042	0.514	0.794	70000.0
39	124.949	64.843	21.108	46.061	0.516	0.8	70000.0
40	122.673	63.603	20.362	44.735	0.511	0.812	60000.0
41	124.769	64.53	21.133	45.908	0.517	0.802	50000.0
42	125.56	65.033	21.5	46.338	0.521	0.799	70000.0
43	125.35	64.207	21.558	45.586	0.511	0.807	80000.0
44	124.309	64.447	21.05	45.997	0.516	0.801	40000.0
45	125.599	64.636	21.18	45.78	0.509	0.804	120000.0
46	126.304	65.342	21.248	46.033	0.514	0.803	80000.0
47	127.127	65.664	22.021	46.752	0.523	0.795	40000.0
48	126.316	65.005	21.373	45.816	0.507	0.804	110000.0
49	125.064	64.341	21.321	45.988	0.512	0.802	100000.0
50	128.005	65.882	21.984	46.808	0.52	0.795	60000.0
51	124.206	64.435	20.985	45.871	0.512	0.802	60000.0
52	124.155	64.535	20.898	45.771	0.519	0.802	50000.0
53	128.134	65.864	22.037	46.552	0.518	0.798	70000.0
54	127.363	65.557	21.627	46.213	0.518	0.801	80000.0
55	128.641	65.359	22.537	46.305	0.514	0.802	160000.0
56	126.272	65.033	21.266	45.97	0.517	0.801	110000.0
57	125.978	65.026	21.176	45.714	0.511	0.805	110000.0
58	129.192	65.666	22.691	46.64	0.515	0.798	120000.0
59	128.57	65.896	22.065	46.747	0.518	0.797	50000.0
60	122.809	63.744	20.678	45.523	0.511	0.804	80000.0
61	123.069	63.72	20.717	45.316	0.514	0.806	40000.0
62	128.905	66.251	22.137	46.946	0.515	0.793	110000.0
63	127.705	66.041	21.857	46.943	0.515	0.793	100000.0
64	126.774	65.407	21.74	46.497	0.515	0.797	50000.0
65	126.131	65.24	21.203	45.959	0.513	0.803	90000.0
66	126.3	65.264	21.294	46.085	0.513	0.801	110000.0
67	126.752	65.678	21.538	46.487	0.518	0.797	70000.0
68	125.522	64.501	21.554	46.109	0.512	0.802	70000.0
69	128.627	66.181	22.164	47.016	0.515	0.794	40000.0
70	126.445	65.132	21.292	45.916	0.508	0.803	70000.0
71	122.171	63.12	20.251	44.534	0.509	0.814	50000.0
72	126.05	64.925	21.649	45.783	0.518	0.804	50000.0
73	127.997	65.75	21.921	46.725	0.511	0.796	60000.0
74	128.234	66.061	22.005	46.834	0.517	0.794	60000.0
75	126.786	65.539	21.484	46.329	0.514	0.799	40000.0
76	126.687	65.34	21.472	46.085	0.512	0.802	80000.0
77	123.901	64.477	20.954	45.821	0.518	0.802	50000.0
78	123.945	63.699	20.974	45.509	0.513	0.805	80000.0
79	127.82	65.086	22.09	45.905	0.512	0.804	40000.0
80	127.935	65.852	21.879	46.696	0.517	0.796	60000.0
81	122.089	63.005	20.272	44.448	0.509	0.815	50000.0
82	120.45	62.449	20.337	44.757	0.519	0.809	80000.0
83	127.412	65.3	22.261	46.581	0.515	0.797	60000.0
84	126.979	65.481	21.597	46.302	0.517	0.8	80000.0
85	125.025	64.599	21.21	46.032	0.513	0.8	60000.0
86	125.538	64.475	21.52	46.237	0.518	0.798	70000.0
87	126.108	65.153	21.262	45.989	0.513	0.802	60000.0
88	126.679	64.691	21.791	46.061	0.512	0.803	60000.0
89	128.187	65.749	21.966	46.748	0.513	0.795	60000.0
90	126.352	65.357	21.643	46.592	0.515	0.796	40000.0
91	127.256	65.635	21.58	46.301	0.513	0.8	50000.0
92	124.226	63.897	20.837	45.06	0.511	0.81	110000.0
93	123.918	64.4	20.923	45.779	0.514	0.803	40000.0
94	127.571	65.427	21.917	46.655	0.514	0.797	60000.0
95	128.134	65.972	22.051	46.857	0.517	0.794	90000.0
96	122.989	63.484	20.53	45.161	0.51	0.808	50000.0
97	126.876	65.547	21.474	46.326	0.515	0.799	70000.0
98	126.097	65.27	21.228	46.137	0.52	0.801	90000.0
99	126.955	65.085	21.765	46.146	0.513	0.802	180000.0
100	125.764	65.676	21.128	46.473	0.522	0.796	40000.0
