Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-D8-A27F-01	0	13	1	18	7	31
TCGA-D8-A27G-01	611	565	0	0	0	0
TCGA-D8-A27H-01	10	52	10	77	11	0
TCGA-D8-A27I-01	5	5	11	4	3	8
TCGA-D8-A27K-01	0	2	10	2	2	5
TCGA-D8-A27L-01	22	7	12	0	0	12
TCGA-D8-A27M-01	3	13	13	57	4	0
TCGA-D8-A27N-01	4	2	29	11	5	9
TCGA-D8-A27P-01	3	0	10	6	9	2
TCGA-D8-A27R-01	3	4	6	8	1	13
TCGA-D8-A27T-01	6	0	17	3	5	0
TCGA-D8-A27V-01	84	103	11	0	0	37
TCGA-D8-A27W-01	3	4	37	5	5	1
TCGA-D8-A3Z6-01	6	2	12	2	10	5
TCGA-D8-A4Z1-01	31	9	5	1	0	0
TCGA-D8-A73U-01	132	50	8	5	12	0
TCGA-D8-A73W-01	3	3	26	11	9	0
TCGA-D8-A73X-01	9	0	20	0	11	12
TCGA-E2-A105-01	9	3	21	21	11	2
TCGA-E2-A107-01	9	0	12	0	6	9
TCGA-E2-A108-01	61	85	3	22	15	0
TCGA-E2-A109-01	4	0	23	37	12	8
TCGA-E2-A10A-01	8	3	4	7	5	1
TCGA-E2-A10B-01	23	15	9	6	14	6
TCGA-E2-A10C-01	298	221	0	0	0	0
TCGA-E2-A10F-01	5	2	15	0	2	6
TCGA-E2-A14N-01	10	17	12	53	5	12
TCGA-E2-A14O-01	3	0	20	0	0	13
TCGA-E2-A14P-01	28	11	31	7	10	25
TCGA-E2-A14Q-01	5	2	17	4	3	9
TCGA-E2-A14R-01	1	19	9	56	21	37
TCGA-E2-A14T-01	5	6	16	0	8	8
TCGA-E2-A14V-01	28	43	34	9	6	21
TCGA-E2-A14W-01	3	13	9	54	6	17
TCGA-E2-A14X-01	7	2	26	1	1	0
TCGA-E2-A14Y-01	16	17	8	5	4	0
TCGA-E2-A14Z-01	30	9	13	27	0	16
TCGA-E2-A150-01	5	5	25	40	15	1
TCGA-E2-A152-01	66	68	11	0	0	26
TCGA-E2-A153-01	9	0	16	0	1	0
TCGA-E2-A154-01	2	2	24	11	0	19
TCGA-E2-A155-01	14	6	22	17	10	12
TCGA-E2-A156-01	5	2	4	1	4	9
TCGA-E2-A158-01	0	7	14	61	9	6
TCGA-E2-A159-01	69	93	13	20	6	0
TCGA-E2-A15A-01	3	3	14	22	5	15
TCGA-E2-A15C-01	2	1	24	6	7	10
TCGA-E2-A15D-01	0	2	16	3	10	3
TCGA-E2-A15E-01	0	7	11	6	10	6
TCGA-E2-A15F-01	0	2	12	0	2	12
TCGA-E2-A15G-01	11	0	17	0	7	38
TCGA-E2-A15H-01	0	1	16	3	5	8
TCGA-E2-A15I-01	6	0	19	3	0	15
TCGA-E2-A15J-01	1	0	8	8	4	1
TCGA-E2-A15K-01	1	3	16	0	4	29
TCGA-E2-A15L-01	0	4	17	0	3	10
TCGA-E2-A15M-01	20	19	29	28	10	2
TCGA-E2-A15O-01	2	0	11	0	1	20
TCGA-E2-A15P-01	2	0	10	0	7	9
TCGA-E2-A15R-01	7	1	24	1	0	14
TCGA-E2-A15S-01	8	6	6	20	15	13
TCGA-E2-A15T-01	0	3	15	0	2	20
TCGA-E2-A1AZ-01	11	23	11	14	7	13
TCGA-E2-A1B0-01	8	5	18	0	14	15
TCGA-E2-A1B1-01	21	19	10	0	0	16
TCGA-E2-A1B4-01	10	1	5	4	5	17
TCGA-E2-A1B5-01	19	10	14	0	3	0
TCGA-E2-A1B6-01	0	3	14	34	5	0
TCGA-E2-A1BC-01	0	4	9	9	6	13
TCGA-E2-A1BD-01	0	2	23	4	0	14
TCGA-E2-A1IE-01	0	0	9	6	3	12
TCGA-E2-A1IF-01	0	0	5	2	7	10
TCGA-E2-A1IG-01	13	0	14	0	0	30
TCGA-E2-A1IH-01	17	23	7	0	14	24
TCGA-E2-A1II-01	0	2	11	18	3	0
TCGA-E2-A1IJ-01	0	0	7	0	1	10
TCGA-E2-A1IK-01	1	2	5	0	2	7
TCGA-E2-A1IL-01	2	0	11	15	2	1
TCGA-E2-A1IN-01	97	113	10	12	16	0
TCGA-E2-A1IO-01	2	0	11	0	0	3
TCGA-E2-A1IU-01	9	1	8	13	0	0
TCGA-E2-A1L6-01	5	0	6	4	6	7
TCGA-E2-A1L7-01	1	5	4	16	9	46
TCGA-E2-A1L8-01	4	4	5	0	7	18
TCGA-E2-A1L9-01	4	0	9	10	5	0
TCGA-E2-A1LA-01	2	9	11	64	21	0
TCGA-E2-A1LB-01	16	14	5	3	5	12
TCGA-E2-A1LG-01	54	126	11	0	0	28
TCGA-E2-A1LH-01	16	52	16	126	21	0
TCGA-E2-A1LI-01	6	8	3	18	2	0
TCGA-E2-A1LK-01	0	5	46	0	3	0
TCGA-E2-A1LL-01	0	7	14	28	9	3
TCGA-E2-A2P6-01	109	42	24	0	11	0
TCGA-E2-A56Z-01	3	0	18	2	13	24
TCGA-E2-A570-01	1	1	12	4	0	12
TCGA-E2-A572-01	1	3	12	0	4	9
TCGA-E2-A573-01	3	5	16	31	14	3
TCGA-E2-A574-01	44	35	34	27	2	14
TCGA-E2-A576-01	1	2	30	3	2	32
TCGA-E2-A9RU-01	16	11	47	8	9	16
TCGA-E9-A1N3-01	0	3	3	5	7	13
TCGA-E9-A1N4-01	6	8	9	0	1	10
TCGA-E9-A1N5-01	9	8	2	6	14	0
TCGA-E9-A1N8-01	4	9	2	7	11	3
TCGA-E9-A1N9-01	9	2	19	29	7	0
TCGA-E9-A1NA-01	8	18	11	23	3	54
TCGA-E9-A1NE-01	4	4	6	43	5	0
TCGA-E9-A1NF-01	24	5	9	0	2	21
TCGA-E9-A1NG-01	1	0	7	0	2	11
TCGA-E9-A1NH-01	1	2	11	0	7	16
TCGA-E9-A1QZ-01	0	0	4	2	4	13
TCGA-E9-A1R0-01	6	6	19	0	0	4
TCGA-E9-A1R2-01	0	16	6	19	13	12
TCGA-E9-A1R3-01	5	0	8	7	5	0
TCGA-E9-A1R4-01	61	44	12	26	10	0
TCGA-E9-A1R5-01	3	3	17	0	4	24
TCGA-E9-A1R6-01	3	1	18	11	1	2
TCGA-E9-A1R7-01	10	5	10	21	7	10
TCGA-E9-A1RA-01	7	0	6	5	1	6
TCGA-E9-A1RB-01	0	0	10	15	13	0
TCGA-E9-A1RC-01	2	1	24	11	9	8
TCGA-E9-A1RD-01	6	2	8	6	1	0
TCGA-E9-A1RE-01	4	1	32	6	12	11
TCGA-E9-A1RF-01	5	19	33	86	6	21
TCGA-E9-A1RG-01	4	5	6	3	6	17
TCGA-E9-A1RH-01	9	10	24	32	9	27
TCGA-E9-A1RI-01	6	0	7	4	2	10
TCGA-E9-A226-01	25	29	16	0	2	7
TCGA-E9-A227-01	3	2	3	11	0	0
TCGA-E9-A228-01	8	6	27	9	2	0
TCGA-E9-A229-01	1	6	12	8	3	0
TCGA-E9-A22A-01	6	5	7	18	0	0
TCGA-E9-A22B-01	13	5	24	7	3	24
TCGA-E9-A22D-01	5	3	26	0	0	6
TCGA-E9-A22E-01	12	29	15	67	7	14
TCGA-E9-A22G-01	1	9	2	56	33	16
TCGA-E9-A22H-01	3	0	16	5	2	0
TCGA-E9-A243-01	7	15	7	32	18	10
TCGA-E9-A244-01	1	6	28	61	18	7
TCGA-E9-A245-01	1	0	0	4	2	16
TCGA-E9-A247-01	0	1	34	4	8	0
TCGA-E9-A248-01	6	2	14	1	5	0
TCGA-E9-A249-01	1	0	15	4	5	0
TCGA-E9-A24A-01	0	0	8	3	0	11
TCGA-E9-A295-01	0	5	39	27	0	38
TCGA-E9-A2JS-01	4	0	49	15	0	21
TCGA-E9-A2JT-01	12	16	0	0	0	0
TCGA-E9-A3HO-01	3	7	1	30	10	21
TCGA-E9-A3QA-01	8	18	4	29	1	2
TCGA-E9-A3X8-01	2	6	9	8	0	12
TCGA-E9-A54Y-01	22	4	20	5	4	3
TCGA-E9-A5FK-01	2	2	10	5	4	16
TCGA-E9-A5FL-01	8	21	16	64	22	2
TCGA-E9-A5UO-01	0	2	14	8	4	10
TCGA-E9-A6HE-01	3	0	12	3	4	0
TCGA-EW-A1IW-01	52	30	20	23	2	0
TCGA-EW-A1IX-01	14	16	0	8	4	0
TCGA-EW-A1IY-01	20	3	4	0	3	8
TCGA-EW-A1IZ-01	15	0	210	4	206	0
TCGA-EW-A1J1-01	0	0	13	8	0	2
TCGA-EW-A1J3-01	4	0	5	8	5	8
TCGA-EW-A1J5-01	309	231	0	0	0	0
TCGA-EW-A1J6-01	1	1	13	10	0	19
TCGA-EW-A1OV-01	87	41	9	3	0	0
TCGA-EW-A1OX-01	4	4	5	6	2	0
TCGA-EW-A1OZ-01	10	5	32	24	5	0
TCGA-EW-A1P0-01	0	1	1	0	7	19
TCGA-EW-A1P1-01	0	0	1	0	0	2
TCGA-EW-A1P3-01	3	0	9	0	0	16
TCGA-EW-A1P4-01	0	11	12	17	13	24
TCGA-EW-A1P5-01	0	2	14	1	3	0
TCGA-EW-A1P6-01	1	0	7	0	1	17
TCGA-EW-A1P7-01	0	0	1	13	5	0
TCGA-EW-A1P8-01	3	1	10	18	7	0
TCGA-EW-A1PA-01	7	3	10	11	4	6
TCGA-EW-A1PB-01	29	64	5	63	1	20
TCGA-EW-A1PD-01	8	13	0	43	12	17
TCGA-EW-A1PE-01	9	0	10	12	7	0
TCGA-EW-A1PG-01	3	0	5	0	3	0
TCGA-EW-A1PH-01	5	6	25	17	5	4
TCGA-EW-A2FR-01	7	10	13	5	0	19
TCGA-EW-A2FS-01	0	2	13	2	12	16
TCGA-EW-A2FV-01	3	0	6	0	1	22
TCGA-EW-A2FW-01	4	0	18	4	0	0
TCGA-EW-A423-01	16	11	29	21	9	2
TCGA-EW-A6S9-01	4	1	14	9	3	0
TCGA-EW-A6SA-01	14	10	25	17	15	42
TCGA-EW-A6SB-01	3	7	20	14	18	19
TCGA-EW-A6SC-01	9	0	5	8	15	2
TCGA-EW-A6SD-01	22	18	11	3	14	0
TCGA-GI-A2C8-01	4	20	26	72	14	12
TCGA-GM-A2D9-01	375	255	1	0	14	0
TCGA-GM-A2DA-01	4	7	16	0	2	16
TCGA-GM-A2DB-01	4	10	23	21	7	63
TCGA-GM-A2DC-01	0	0	18	0	0	9
TCGA-GM-A2DD-01	4	4	13	21	16	10
TCGA-GM-A2DF-01	3	6	22	17	4	1
TCGA-GM-A2DH-01	32	85	13	65	9	28
TCGA-GM-A2DI-01	42	37	7	0	0	5
TCGA-GM-A2DK-01	7	0	9	0	10	11
TCGA-GM-A2DL-01	9	5	9	0	0	26
TCGA-GM-A2DM-01	7	0	0	3	8	9
TCGA-GM-A2DN-01	4	0	6	2	0	7
TCGA-GM-A2DO-01	115	92	13	0	0	0
TCGA-GM-A3NW-01	26	35	23	7	0	4
TCGA-GM-A3XL-01	8	41	12	52	15	16
TCGA-GM-A4E0-01	1	0	14	0	2	17
TCGA-GM-A5PV-01	11	2	6	12	6	10
TCGA-GM-A5PX-01	7	4	12	11	8	0
TCGA-HN-A2NL-01	0	10	13	22	9	37
TCGA-HN-A2OB-01	3	2	9	3	1	1
TCGA-JL-A3YX-01	18	7	14	3	7	0
TCGA-LD-A66U-01	2	0	15	6	15	6
TCGA-LD-A74U-01	207	120	25	0	0	0
TCGA-LD-A7W5-01	10	10	24	7	9	5
TCGA-LD-A7W6-01	3	2	14	5	6	16
TCGA-LD-A9QF-01	2	2	20	0	0	15
TCGA-LL-A440-01	2	0	3	0	0	1
TCGA-LL-A50Y-01	3	0	16	0	9	15
TCGA-LL-A5YL-01	37	12	24	0	0	20
TCGA-LL-A5YM-01	2	3	10	0	3	22
TCGA-LL-A5YN-01	2	0	15	8	4	14
TCGA-LL-A5YO-01	2	15	2	17	11	14
TCGA-LL-A5YP-01	8	9	1	36	12	39
TCGA-LL-A6FP-01	18	4	7	0	6	40
TCGA-LL-A6FQ-01	7	0	34	0	9	19
TCGA-LL-A6FR-01	3	3	20	11	11	15
TCGA-LL-A73Y-01	35	107	12	0	24	15
TCGA-LL-A73Z-01	3	1	16	9	6	13
TCGA-LL-A740-01	9	1	16	15	13	14
TCGA-LL-A7SZ-01	11	3	24	0	14	23
TCGA-LL-A7T0-01	12	5	35	9	10	6
TCGA-LL-A8F5-01	5	18	17	81	30	49
TCGA-LL-A9Q3-01	14	0	26	17	11	0
TCGA-OK-A5Q2-01	10	2	21	0	0	10
TCGA-OL-A5D6-01	8	3	15	0	0	31
TCGA-OL-A5D7-01	7	9	16	38	10	0
TCGA-OL-A5D8-01	3	2	16	12	6	0
TCGA-OL-A5DA-01	38	40	20	0	1	15
TCGA-OL-A5RU-01	1	1	20	0	3	21
TCGA-OL-A5RV-01	0	0	10	5	1	1
TCGA-OL-A5RW-01	37	93	3	75	32	13
TCGA-OL-A5RX-01	2	2	18	3	8	2
TCGA-OL-A5RY-01	1	2	5	1	4	0
TCGA-OL-A5RZ-01	16	10	57	61	8	0
TCGA-OL-A5S0-01	5	3	22	9	5	0
TCGA-OL-A66H-01	1	0	6	13	4	3
TCGA-OL-A66I-01	5	3	15	4	2	27
TCGA-OL-A66J-01	10	3	22	6	13	14
TCGA-OL-A66K-01	4	1	24	12	6	0
TCGA-OL-A66L-01	51	25	9	0	9	0
TCGA-OL-A66N-01	3	1	28	0	7	19
TCGA-OL-A66O-01	0	2	18	10	5	3
TCGA-OL-A66P-01	5	1	14	48	22	33
TCGA-OL-A6VO-01	1	2	18	14	3	0
TCGA-OL-A6VQ-01	38	20	13	1	10	0
TCGA-OL-A6VR-01	1	0	7	3	6	0
TCGA-OL-A97C-01	1	1	16	15	19	18
TCGA-PE-A5DC-01	15	11	22	59	19	28
TCGA-PE-A5DD-01	34	18	19	3	3	8
TCGA-PE-A5DE-01	433	237	19	0	0	0
TCGA-PL-A8LV-01	16	34	11	52	19	23
TCGA-PL-A8LX-01	1	0	16	17	15	0
TCGA-PL-A8LY-01	0	0	0	0	5	2
TCGA-PL-A8LZ-01	22	0	8	51	12	43
TCGA-S3-A6ZF-01	1	6	32	13	0	0
TCGA-S3-A6ZG-01	9	0	28	6	4	13
TCGA-S3-A6ZH-01	6	0	21	14	4	0
TCGA-S3-AA0Z-01	12	9	22	20	11	3
TCGA-S3-AA10-01	11	16	10	90	15	8
TCGA-S3-AA11-01	6	1	2	7	12	68
TCGA-S3-AA12-01	5	4	16	0	2	33
TCGA-S3-AA14-01	3	4	15	2	0	0
TCGA-S3-AA15-01	18	23	8	8	3	0
TCGA-S3-AA17-01	8	15	19	49	21	29
TCGA-UL-AAZ6-01	9	15	12	28	28	48
TCGA-UU-A93S-01	11	13	28	95	23	26
TCGA-V7-A7HQ-01	1	5	8	13	1	3
TCGA-W8-A86G-01	1	2	12	0	6	14
TCGA-WT-AB41-01	28	2	14	7	6	5
TCGA-WT-AB44-01	0	0	26	10	8	16
TCGA-XX-A899-01	29	10	9	3	1	8
TCGA-XX-A89A-01	67	146	25	0	0	27
TCGA-Z7-A8R5-01	0	1	29	0	2	2
TCGA-Z7-A8R6-01	46	25	21	4	11	0
