Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O
TCGA-73-4658-01	7	23	97	78	74	11	16	12	68	0	22	0	18	0	22
TCGA-73-4659-01	5	5	115	51	2	2	1	11	8	0	39	8	0	0	15
TCGA-73-4662-01	5	12	97	70	7	0	0	14	13	9	8	10	11	2	10
TCGA-73-4666-01	7	15	171	135	10	0	15	11	21	15	0	26	21	16	8
TCGA-73-4668-01	5	21	277	172	3	0	17	6	18	21	0	28	39	0	22
TCGA-73-4670-01	16	20	119	128	13	11	9	12	15	23	0	11	43	21	0
TCGA-73-4675-01	1	0	7	11	2	4	6	6	5	16	3	14	6	3	0
TCGA-73-4676-01	4	4	31	9	3	2	5	12	1	20	4	9	5	3	0
TCGA-73-4677-01	9	18	112	84	9	1	6	12	7	14	2	24	0	4	2
TCGA-73-7498-01	8	4	39	34	0	0	8	8	4	0	1	15	13	4	1
TCGA-73-7499-01	5	5	7	0	3	0	7	10	15	1	7	16	0	1	6
TCGA-73-A9RS-01	22	41	441	437	27	0	3	12	49	1	0	95	19	6	19
TCGA-75-5122-01	12	9	35	25	11	0	12	17	19	6	0	19	0	0	2
TCGA-75-5125-01	4	8	58	21	13	18	4	9	26	15	6	12	0	4	12
TCGA-75-5126-01	14	19	209	196	73	16	4	14	109	9	11	37	49	1	20
TCGA-75-5146-01	3	9	96	80	8	0	0	6	4	8	0	16	9	0	0
TCGA-75-5147-01	1	2	3	0	5	0	7	8	9	2	1	6	0	3	0
TCGA-75-6203-01	0	0	0	1	0	3	0	13	0	0	2	0	0	0	0
TCGA-75-6205-01	1	2	0	3	6	0	1	6	3	4	8	18	0	3	5
TCGA-75-6206-01	4	3	31	12	2	4	4	0	13	1	0	10	20	0	5
TCGA-75-6207-01	7	0	19	1	4	2	10	5	11	6	11	5	0	0	3
TCGA-75-6211-01	4	13	155	121	4	1	10	9	21	1	9	18	46	0	30
TCGA-75-6212-01	3	2	2	0	1	3	1	6	0	3	0	0	0	0	0
TCGA-75-6214-01	37	40	265	209	69	22	18	14	113	14	4	64	22	0	8
TCGA-75-7025-01	3	0	1	0	6	4	11	6	0	5	0	2	0	0	0
TCGA-75-7027-01	6	22	128	77	5	4	4	7	5	16	0	27	0	2	0
TCGA-75-7030-01	0	0	0	1	0	0	1	6	0	1	0	0	5	1	3
TCGA-75-7031-01	7	14	74	40	3	0	7	16	24	10	11	12	20	8	13
TCGA-78-7145-01	6	11	92	53	1	5	6	9	16	0	0	0	30	2	6
TCGA-78-7146-01	21	13	127	94	44	8	12	20	63	8	11	36	0	6	1
TCGA-78-7147-01	12	21	86	84	27	0	12	19	26	18	21	69	11	6	15
TCGA-78-7148-01	10	17	69	72	5	3	3	15	7	30	0	32	2	8	1
TCGA-78-7149-01	14	4	31	15	34	10	6	7	50	11	14	4	0	0	0
TCGA-78-7150-01	16	24	67	75	64	29	13	14	89	2	37	28	44	7	0
TCGA-78-7152-01	13	11	66	26	28	22	7	0	52	6	0	0	16	3	5
TCGA-78-7153-01	8	3	25	12	9	1	6	24	17	7	13	19	1	3	8
TCGA-78-7154-01	17	9	41	26	49	11	20	30	67	20	9	16	0	8	5
TCGA-78-7155-01	36	33	626	599	66	0	10	34	80	41	80	168	0	20	45
TCGA-78-7156-01	31	5	95	65	71	10	16	9	73	0	18	0	7	0	17
TCGA-78-7158-01	7	8	93	66	24	0	2	14	19	8	3	13	3	4	20
TCGA-78-7159-01	2	12	141	119	9	0	18	11	8	6	1	34	13	5	1
TCGA-78-7160-01	4	2	12	0	0	0	0	5	5	9	1	14	0	3	2
TCGA-78-7161-01	5	11	55	77	8	0	9	16	12	13	1	17	4	6	2
TCGA-78-7162-01	5	6	17	16	8	0	0	8	10	3	2	11	14	1	0
TCGA-78-7163-01	0	0	0	2	0	10	1	3	0	0	0	7	1	3	0
TCGA-78-7166-01	8	12	80	113	9	0	6	6	3	9	11	8	4	6	0
TCGA-78-7167-01	4	4	22	29	14	1	10	12	24	0	8	2	15	0	9
TCGA-78-7220-01	41	61	370	278	56	4	23	3	62	7	0	65	41	13	22
TCGA-78-7535-01	5	4	55	50	4	3	6	6	6	6	13	26	14	18	4
TCGA-78-7536-01	5	21	229	238	14	7	7	21	7	11	26	97	42	13	0
TCGA-78-7537-01	7	9	76	27	11	1	8	0	6	3	0	16	3	2	0
TCGA-78-7539-01	30	9	76	62	83	45	18	18	208	25	3	6	22	0	0
TCGA-78-7540-01	0	2	0	0	2	2	7	8	1	0	8	1	0	0	5
TCGA-78-7542-01	11	22	137	173	24	1	8	14	13	1	0	9	36	3	25
TCGA-78-7633-01	7	1	27	41	1	0	6	3	10	0	6	13	17	0	3
TCGA-78-8640-01	15	34	256	199	54	15	21	25	82	35	51	97	0	13	17
TCGA-78-8648-01	1	0	2	4	0	0	4	0	0	0	0	2	3	0	0
TCGA-78-8655-01	7	9	32	36	2	5	10	7	6	9	0	0	5	4	0
TCGA-78-8660-01	8	14	106	37	18	3	7	5	22	0	5	27	24	0	28
TCGA-78-8662-01	33	53	534	417	39	9	23	20	65	59	58	96	22	12	0
TCGA-80-5607-01	8	0	9	1	49	6	7	0	55	0	1	0	15	0	7
TCGA-80-5608-01	1	6	86	42	3	0	0	15	9	2	3	18	2	0	12
TCGA-80-5611-01	7	14	43	33	5	0	8	7	12	24	7	37	36	8	6
TCGA-83-5908-01	3	9	64	59	31	1	9	9	66	6	0	30	7	1	0
TCGA-86-6562-01	1	3	2	5	4	8	5	5	14	0	8	6	4	4	5
TCGA-86-6851-01	21	40	427	314	24	8	10	2	112	49	26	50	0	2	9
TCGA-86-7701-01	2	6	81	59	2	6	10	8	5	9	0	31	14	6	9
TCGA-86-7711-01	6	5	63	41	20	6	11	8	30	20	6	32	10	5	9
TCGA-86-7713-01	12	16	50	56	2	0	2	8	7	4	6	11	2	3	7
TCGA-86-7714-01	1	4	28	12	3	4	3	5	1	5	11	7	4	0	3
TCGA-86-7953-01	0	0	10	7	5	1	4	5	5	4	0	11	11	1	1
TCGA-86-7954-01	7	15	70	51	18	14	18	13	30	13	18	0	13	5	5
TCGA-86-7955-01	14	5	97	89	18	0	2	20	18	24	10	44	33	3	0
TCGA-86-8054-01	5	11	113	67	12	0	6	13	9	13	0	8	10	6	2
TCGA-86-8055-01	1	0	6	2	2	3	6	13	3	2	0	16	5	2	2
TCGA-86-8056-01	25	6	63	31	73	17	2	18	79	9	0	4	0	2	11
TCGA-86-8073-01	28	65	726	703	43	10	6	25	70	34	0	42	92	1	0
TCGA-86-8074-01	4	8	9	9	4	0	6	5	5	2	0	9	4	12	2
TCGA-86-8075-01	1	0	4	0	0	6	6	12	5	4	15	8	0	1	0
TCGA-86-8076-01	4	7	6	10	8	1	9	11	15	3	2	6	0	2	0
TCGA-86-8278-01	5	1	0	0	45	13	7	9	51	6	5	0	0	2	0
TCGA-86-8279-01	7	9	228	227	9	0	17	11	17	32	29	31	7	5	7
TCGA-86-8280-01	6	4	5	2	0	0	7	3	2	1	0	4	19	0	2
TCGA-86-8281-01	10	13	74	105	12	2	21	7	29	9	10	31	0	2	12
TCGA-86-8358-01	27	65	570	415	13	9	24	40	36	24	45	92	1	14	1
TCGA-86-8359-01	6	7	92	47	5	4	10	5	6	0	5	0	11	2	0
TCGA-86-8585-01	10	16	210	168	29	26	9	2	84	16	62	55	0	7	16
TCGA-86-8668-01	1	0	12	0	3	0	5	14	1	4	2	2	0	1	0
TCGA-86-8669-01	5	9	47	23	2	12	4	14	8	8	14	7	5	2	10
TCGA-86-8671-01	3	2	7	0	3	3	3	5	7	3	0	0	6	1	4
TCGA-86-8672-01	10	24	82	107	21	1	6	19	23	0	3	41	31	1	7
TCGA-86-8673-01	13	32	193	164	22	0	10	6	28	12	11	59	48	4	3
TCGA-86-8674-01	5	13	128	144	28	0	9	4	14	1	0	15	12	4	5
TCGA-86-A456-01	18	23	155	149	18	6	14	0	18	21	0	23	5	2	0
TCGA-86-A4JF-01	33	63	171	160	68	57	255	174	99	367	133	29	6	13	18
TCGA-86-A4P7-01	2	5	7	0	9	0	7	7	17	0	0	15	10	0	5
TCGA-86-A4P8-01	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TCGA-91-6828-01	6	11	106	96	8	2	15	3	22	0	0	31	25	5	6
TCGA-91-6829-01	18	47	249	206	20	4	12	10	45	41	34	84	17	12	6
TCGA-91-6830-01	23	4	23	4	77	18	9	0	128	3	13	0	13	0	0
TCGA-91-6831-01	11	19	82	68	0	6	11	4	14	20	32	48	6	2	17
TCGA-91-6835-01	3	2	21	12	8	0	4	7	12	14	6	15	0	0	9
TCGA-91-6836-01	10	34	190	179	11	0	17	9	20	3	11	34	35	0	26
TCGA-91-6840-01	4	4	8	1	25	7	6	10	48	6	0	8	3	0	12
TCGA-91-6847-01	3	2	12	0	5	6	12	16	12	10	1	10	12	2	2
TCGA-91-6848-01	15	34	177	179	33	0	4	14	72	40	34	108	7	6	18
TCGA-91-6849-01	5	3	51	25	3	3	1	2	3	3	0	19	13	0	10
TCGA-91-7771-01	17	5	76	42	8	0	5	6	18	13	3	22	23	10	3
TCGA-91-8496-01	1	1	0	2	1	2	2	13	3	2	8	6	0	0	0
TCGA-91-8497-01	10	0	13	5	1	0	0	13	2	6	0	3	1	0	2
TCGA-91-8499-01	15	16	90	72	43	3	11	17	59	18	0	27	3	2	19
TCGA-91-A4BC-01	6	20	207	181	8	0	17	17	22	0	4	25	30	5	21
TCGA-91-A4BD-01	0	0	0	0	3	0	5	4	0	7	0	0	8	0	0
TCGA-93-7347-01	4	6	47	39	3	0	8	0	9	5	0	6	16	0	0
TCGA-93-7348-01	8	0	26	23	11	0	12	9	6	14	0	10	3	1	10
TCGA-93-8067-01	38	10	38	38	185	69	6	15	240	3	17	9	0	2	4
TCGA-93-A4JN-01	1	2	5	8	9	1	7	12	6	0	14	12	10	4	7
TCGA-93-A4JO-01	4	1	4	2	1	4	6	1	10	6	11	8	0	5	2
TCGA-93-A4JP-01	1	2	4	4	15	0	8	3	7	0	11	7	3	0	17
TCGA-93-A4JQ-01	2	1	2	1	17	0	7	2	43	13	2	30	14	1	10
TCGA-95-7039-01	19	81	516	530	31	0	24	16	54	29	41	101	35	21	44
TCGA-95-7043-01	35	54	528	479	15	1	8	43	51	8	19	41	2	0	35
TCGA-95-7562-01	9	18	177	183	0	0	6	16	10	3	0	30	0	1	8
TCGA-95-7567-01	14	32	170	194	18	0	220	32	26	287	64	13	16	18	39
TCGA-95-7944-01	27	3	24	4	78	17	0	10	123	0	12	0	0	1	8
TCGA-95-7947-01	32	19	143	80	91	35	15	0	104	28	16	53	13	0	36
TCGA-95-7948-01	12	0	0	0	56	17	9	5	76	0	0	4	0	2	2
TCGA-95-8039-01	2	11	9	19	12	0	16	6	12	7	0	15	7	2	0
TCGA-95-8494-01	4	2	11	0	31	11	22	3	27	0	0	0	13	2	7
TCGA-95-A4VK-01	12	13	114	95	5	0	5	22	4	3	0	25	0	0	20
TCGA-95-A4VN-01	6	18	265	170	16	5	5	5	26	0	5	27	13	0	30
TCGA-95-A4VP-01	1	14	51	45	0	7	5	6	5	11	0	9	3	4	0
TCGA-97-7546-01	3	24	125	119	1	5	4	10	19	17	0	4	17	4	0
TCGA-97-7547-01	7	14	47	49	17	6	7	9	42	0	4	0	20	2	2
TCGA-97-7552-01	1	0	0	1	0	3	9	7	0	3	8	6	0	4	5
TCGA-97-7553-01	2	6	1	14	2	0	0	15	2	1	0	4	4	0	0
TCGA-97-7554-01	19	28	234	162	7	2	11	13	15	22	29	5	0	1	11
TCGA-97-7937-01	8	22	195	201	8	20	20	19	24	17	0	20	2	8	0
TCGA-97-7938-01	9	19	170	160	12	10	9	14	41	18	0	38	0	1	4
TCGA-97-7941-01	2	3	29	27	9	0	10	7	9	2	0	2	16	0	5
TCGA-97-8171-01	3	3	13	3	0	3	7	17	3	6	1	0	8	0	0
TCGA-97-8172-01	10	10	127	85	0	10	15	22	5	3	6	0	34	2	2
TCGA-97-8174-01	8	0	51	47	3	7	13	14	22	4	2	20	8	0	14
TCGA-97-8175-01	4	0	15	0	2	0	0	6	0	0	0	3	7	0	4
TCGA-97-8176-01	4	14	42	29	23	12	5	15	29	4	0	0	16	4	0
TCGA-97-8177-01	2	2	2	2	6	0	10	1	2	0	0	7	12	1	0
TCGA-97-8179-01	6	9	99	53	2	0	2	2	12	8	0	11	2	2	0
TCGA-97-8547-01	1	3	3	3	10	4	14	7	7	0	6	0	5	3	4
TCGA-97-8552-01	1	0	0	2	0	0	6	0	1	0	0	3	16	0	0
TCGA-97-A4LX-01	2	4	111	49	2	0	2	0	7	9	0	13	8	4	8
TCGA-97-A4M0-01	10	15	143	137	29	0	7	3	44	17	41	26	0	3	25
TCGA-97-A4M1-01	1	1	7	3	6	0	7	13	6	0	2	9	0	0	0
TCGA-97-A4M2-01	4	0	11	1	2	0	2	4	7	1	0	0	0	0	0
TCGA-97-A4M3-01	3	5	80	73	11	1	7	4	16	4	19	6	3	0	18
TCGA-97-A4M5-01	12	0	3	11	61	10	4	7	58	1	0	9	12	2	0
TCGA-97-A4M6-01	1	0	9	0	4	0	5	2	2	6	11	1	0	0	1
TCGA-97-A4M7-01	2	15	143	150	7	0	9	7	12	5	20	12	0	2	0
TCGA-99-7458-01	16	44	227	171	2	0	8	3	18	36	10	24	4	2	12
TCGA-99-8025-01	19	31	144	114	55	4	31	19	90	18	0	29	30	4	11
TCGA-99-8028-01	1	13	232	184	2	7	12	0	10	20	26	30	0	0	5
TCGA-99-8032-01	5	24	156	152	12	12	19	12	21	0	0	64	0	7	8
TCGA-99-8033-01	3	9	57	54	8	1	4	12	4	0	19	36	2	0	14
TCGA-99-AA5R-01	0	8	24	26	0	1	0	0	1	0	0	6	7	0	0
TCGA-J2-8192-01	5	4	9	0	2	5	11	5	4	0	13	17	0	0	15
TCGA-J2-8194-01	6	11	65	28	4	7	1	25	3	5	19	8	0	0	8
TCGA-J2-A4AD-01	7	1	87	34	42	7	16	6	110	18	27	45	0	13	4
TCGA-J2-A4AE-01	1	2	11	0	4	2	3	11	9	5	6	2	4	2	0
TCGA-J2-A4AG-01	2	6	41	22	2	0	9	12	7	8	0	1	0	1	3
TCGA-L4-A4E5-01	2	23	145	154	8	8	0	10	7	5	21	20	9	7	0
TCGA-L4-A4E6-01	0	0	6	5	1	0	0	1	4	0	0	1	0	0	2
TCGA-L9-A443-01	4	6	134	71	8	0	2	5	9	14	0	26	20	2	6
TCGA-L9-A444-01	17	25	318	243	9	6	5	11	14	6	0	29	18	0	0
TCGA-L9-A50W-01	2	2	8	2	6	0	0	5	0	4	0	5	0	0	2
TCGA-L9-A5IP-01	7	8	142	111	12	0	10	2	10	6	0	17	17	0	10
TCGA-L9-A743-01	4	0	23	35	20	6	2	4	39	8	11	0	0	1	15
TCGA-L9-A7SV-01	17	70	832	862	10	2	17	16	58	0	6	99	0	4	26
TCGA-L9-A8F4-01	19	42	419	255	18	14	9	5	54	17	0	71	22	12	14
TCGA-MN-A4N1-01	7	28	200	168	9	9	18	20	28	0	42	40	0	7	12
TCGA-MN-A4N4-01	50	82	609	558	145	29	3	24	223	0	38	39	0	11	61
TCGA-MN-A4N5-01	9	10	211	166	25	2	12	5	22	31	1	22	27	6	13
TCGA-MP-A4SV-01	27	23	81	79	50	5	6	14	80	14	0	38	0	4	19
TCGA-MP-A4SW-01	5	5	8	2	6	0	15	16	7	0	10	9	0	0	2
TCGA-MP-A4SY-01	8	8	51	22	2	6	7	8	22	0	46	22	0	2	13
TCGA-MP-A4T2-01	9	6	13	11	11	0	7	5	19	13	12	2	2	1	0
TCGA-MP-A4T4-01	3	24	155	165	14	9	11	7	21	10	31	16	12	3	4
TCGA-MP-A4T6-01	7	5	7	0	8	6	1	19	14	13	7	1	0	1	4
TCGA-MP-A4T7-01	1	7	41	60	4	2	0	14	1	0	0	22	0	3	4
TCGA-MP-A4T8-01	4	8	34	45	9	1	2	12	2	16	0	10	6	0	0
TCGA-MP-A4T9-01	2	1	9	5	3	4	0	2	5	0	15	0	0	0	0
TCGA-MP-A4TA-01	9	11	154	105	10	6	13	16	25	37	0	42	21	3	2
TCGA-MP-A4TC-01	0	23	118	113	18	2	7	7	11	9	0	19	0	0	0
TCGA-MP-A4TD-01	1	6	17	27	1	0	5	10	4	3	0	17	9	0	1
TCGA-MP-A4TE-01	4	6	34	38	2	5	17	25	2	0	0	32	5	0	3
TCGA-MP-A4TF-01	13	26	193	175	8	0	7	8	23	15	12	30	20	7	9
TCGA-MP-A4TH-01	8	4	54	11	2	0	10	7	1	9	0	19	0	4	10
TCGA-MP-A4TI-01	10	9	54	39	89	0	10	10	63	6	0	1	0	7	15
TCGA-MP-A4TJ-01	1	0	30	19	2	0	0	16	2	19	4	11	6	1	4
TCGA-MP-A4TK-01	10	13	155	126	24	5	4	1	36	0	13	0	45	1	9
TCGA-MP-A5C7-01	4	3	35	9	3	0	10	7	1	12	0	6	0	1	5
TCGA-NJ-A4YF-01	14	39	298	286	7	0	3	12	27	12	0	48	29	4	2
TCGA-NJ-A4YG-01	4	3	56	24	18	13	14	10	21	4	4	2	16	0	9
TCGA-NJ-A4YI-01	7	24	182	194	14	9	16	13	18	22	0	33	23	4	0
TCGA-NJ-A4YP-01	43	12	126	57	191	23	10	0	175	0	0	0	16	1	37
TCGA-NJ-A4YQ-01	9	75	557	498	11	0	9	7	29	50	35	68	0	7	36
TCGA-NJ-A55A-01	0	3	53	40	3	0	3	4	6	3	4	10	14	0	4
TCGA-NJ-A55O-01	5	3	79	55	4	1	6	3	6	0	3	0	0	0	0
TCGA-NJ-A55R-01	6	20	108	92	4	2	4	1	10	14	11	19	19	1	12
TCGA-NJ-A7XG-01	0	1	10	4	0	0	2	16	1	0	0	5	2	1	0
TCGA-O1-A52J-01	7	7	72	68	5	3	12	3	9	8	0	16	1	0	0
TCGA-S2-AA1A-01	1	6	57	42	2	4	6	0	2	3	0	0	19	0	2
TCGA-18-3406-01	8	21	37	28	19	5	7	13	60	9	34	27	0	4	5
TCGA-18-3407-01	3	0	6	2	2	8	10	6	0	12	0	19	14	10	0
TCGA-18-3408-01	5	9	20	8	0	0	8	7	0	12	0	11	8	5	5
TCGA-18-3409-01	1455	1689	0	0	424	316	0	0	0	0	364	0	0	1	18
TCGA-18-3410-01	9	8	43	22	15	2	6	8	64	21	0	29	19	1	0
TCGA-18-3411-01	14	22	101	45	10	0	20	23	23	27	6	56	42	3	6
TCGA-18-3412-01	1	5	33	8	10	0	3	12	14	5	26	26	0	0	4
TCGA-18-3414-01	12	11	68	46	25	15	10	18	44	16	39	29	23	4	22
TCGA-18-3415-01	13	8	54	14	21	7	2	14	36	18	26	7	0	1	14
TCGA-18-3416-01	7	10	108	69	12	0	7	29	39	7	38	54	0	4	4
TCGA-18-3417-01	7	5	90	70	14	10	13	20	17	24	33	21	15	13	0
TCGA-18-3421-01	21	5	63	51	22	1	11	10	35	22	14	91	28	11	0
TCGA-18-4083-01	8	18	170	80	13	5	13	12	32	21	4	62	35	0	0
TCGA-18-4721-01	6	10	71	23	6	0	15	10	9	6	21	19	4	8	17
TCGA-18-5592-01	7	18	90	91	11	8	12	13	20	15	8	42	20	2	7
TCGA-18-5595-01	20	26	44	13	98	34	16	7	53	0	5	0	0	0	3
TCGA-21-1070-01	6	31	234	214	11	0	14	0	24	25	16	72	8	6	26
TCGA-21-1071-01	8	15	61	29	16	2	12	10	13	16	0	18	8	2	7
TCGA-21-1076-01	6	17	113	106	17	9	3	5	32	20	30	30	0	4	15
TCGA-21-1077-01	10	4	42	64	29	3	9	17	31	14	0	24	38	9	1
TCGA-21-1078-01	2	1	7	0	24	4	6	8	31	6	0	8	0	0	0
TCGA-21-1081-01	7	10	54	27	6	0	23	38	14	28	0	29	9	10	6
TCGA-21-1082-01	10	11	132	106	44	12	13	25	95	18	0	9	13	5	0
TCGA-21-1083-01	19	19	281	229	27	1	15	8	91	15	87	90	8	0	26
TCGA-21-5782-01	3	8	129	70	46	0	7	13	83	22	41	35	0	2	26
TCGA-21-5783-01	22	13	53	93	35	19	19	48	58	16	61	72	13	5	2
TCGA-21-5784-01	6	12	74	50	11	4	3	0	15	14	12	36	7	0	16
TCGA-21-5786-01	4	18	150	134	1	24	9	14	18	14	13	52	29	4	0
TCGA-21-5787-01	11	17	151	163	13	3	14	7	34	0	10	28	30	13	14
TCGA-21-A5DI-01	8	5	37	8	10	0	2	15	23	28	15	9	7	1	4
TCGA-22-0940-01	8	11	61	36	19	3	4	14	9	21	38	27	6	6	4
TCGA-22-0944-01	8	5	41	23	10	7	10	3	11	7	3	12	20	4	0
TCGA-22-1000-01	5	11	25	7	8	9	4	2	14	3	15	17	0	0	2
TCGA-22-1002-01	5	7	97	78	4	3	11	3	8	30	0	18	24	0	9
TCGA-22-1005-01	6	18	109	81	15	0	3	8	19	27	7	31	16	1	5
TCGA-22-1011-01	3	1	4	2	22	0	8	7	54	5	0	13	5	4	5
TCGA-22-1012-01	11	4	59	71	11	0	9	22	30	20	35	47	0	4	25
TCGA-22-1016-01	11	25	168	112	10	0	16	0	30	9	30	25	0	7	6
TCGA-22-4591-01	12	7	55	30	6	5	9	33	5	15	63	24	0	3	2
TCGA-22-4593-01	9	22	58	35	20	1	28	9	13	20	0	10	2	0	4
TCGA-22-4594-01	7	9	144	129	3	8	10	25	17	18	20	48	0	1	0
TCGA-22-4595-01	22	3	98	75	16	13	14	8	53	20	31	46	0	3	0
TCGA-22-4596-01	11	3	46	25	6	0	22	0	4	16	17	19	0	0	5
TCGA-22-4599-01	16	24	134	72	3	1	16	0	12	37	2	86	4	6	36
TCGA-22-4601-01	1	13	65	24	16	9	5	8	19	12	18	18	16	5	5
TCGA-22-4604-01	7	20	97	18	10	8	20	20	15	13	42	23	0	3	10
TCGA-22-4605-01	2	7	32	15	6	0	4	6	4	10	10	12	0	4	1
TCGA-22-4607-01	5	5	10	1	11	0	1	4	17	9	0	19	2	0	0
TCGA-22-4609-01	0	12	98	32	6	2	3	3	9	29	8	20	19	3	7
TCGA-22-4613-01	18	31	287	162	12	7	14	8	25	58	33	86	31	10	0
TCGA-22-5471-01	12	27	101	41	12	24	1	13	17	22	5	1	15	7	0
TCGA-22-5472-01	2	0	224	252	0	6	0	11	11	0	0	0	0	0	0
TCGA-22-5473-01	39	41	178	171	113	51	27	26	172	32	26	90	20	0	23
TCGA-22-5474-01	3	0	14	6	15	6	5	7	27	10	3	1	12	0	0
TCGA-22-5477-01	5	2	8	12	42	11	12	8	69	5	20	17	4	0	7
TCGA-22-5478-01	2	10	61	40	2	0	12	16	6	26	13	32	0	4	0
TCGA-22-5479-01	27	37	110	56	76	6	19	42	111	46	20	40	28	11	14
TCGA-22-5480-01	8	5	37	37	2	3	6	7	16	18	15	37	0	1	10
TCGA-22-5481-01	5	12	76	67	12	0	10	15	17	24	11	67	40	1	13
TCGA-22-5482-01	8	5	49	42	9	0	4	8	8	18	25	14	4	7	9
TCGA-22-5483-01	7	12	63	56	14	4	12	6	14	16	0	58	32	6	0
TCGA-22-5485-01	6	5	89	45	3	0	18	0	5	19	33	13	9	3	7
TCGA-22-5489-01	9	7	60	82	15	2	7	19	25	29	10	25	9	8	0
TCGA-22-5491-01	14	4	53	50	80	28	11	22	89	12	10	21	18	1	6
TCGA-22-5492-01	5	9	62	59	4	5	8	8	14	34	20	36	18	8	0
TCGA-22-A5C4-01	15	18	131	87	6	7	31	24	27	16	3	27	31	4	10
TCGA-33-4532-01	20	20	137	68	32	19	30	4	42	35	27	43	0	4	16
TCGA-33-4533-01	20	20	136	64	31	6	4	12	19	35	0	1	15	11	0
TCGA-33-4538-01	9	1	45	9	9	4	12	11	13	3	63	23	9	2	13
TCGA-33-4547-01	12	5	24	0	40	28	10	12	94	0	2	15	5	2	0
TCGA-33-4566-01	18	60	650	624	31	11	17	9	61	0	10	119	21	7	0
TCGA-33-4582-01	10	10	54	25	18	0	21	13	16	0	15	39	21	5	3
TCGA-33-4583-01	13	36	237	223	15	9	18	16	41	39	29	64	0	3	0
TCGA-33-4586-01	7	11	176	92	10	1	6	25	17	44	2	29	23	5	10
TCGA-33-4587-01	17	9	64	52	23	10	6	16	28	7	23	28	0	1	3
TCGA-33-4589-01	14	7	0	3	22	3	5	30	24	0	9	15	0	0	6
TCGA-33-6737-01	23	28	88	116	73	25	13	4	153	5	13	14	1	3	4
TCGA-33-6738-01	13	17	134	65	15	12	10	10	56	32	12	30	13	4	1
TCGA-33-A4WN-01	11	2	43	23	33	3	10	9	48	17	32	26	0	0	0
TCGA-33-A5GW-01	12	11	46	19	24	7	3	13	65	19	11	15	3	1	0
TCGA-33-AAS8-01	8	14	72	49	4	1	17	12	24	16	26	41	0	0	4
TCGA-33-AASB-01	6	15	178	137	19	0	9	0	15	1	14	30	5	3	25
TCGA-33-AASD-01	3	33	165	109	11	0	15	8	21	28	29	29	0	0	5
TCGA-33-AASI-01	19	12	114	127	32	3	7	22	62	21	0	59	8	14	0
TCGA-33-AASJ-01	15	6	30	15	30	22	13	5	57	3	13	0	13	5	1
TCGA-33-AASL-01	14	0	120	67	16	6	4	7	43	20	47	19	5	1	12
TCGA-34-2596-01	16	12	80	48	15	0	8	11	55	21	0	24	32	4	5
TCGA-34-2600-01	22	19	100	41	94	34	11	23	154	17	6	12	0	9	29
TCGA-34-2604-01	4	42	255	196	11	2	23	12	24	14	50	75	13	8	31
TCGA-34-2605-01	11	5	128	89	42	16	10	13	68	13	0	44	34	5	0
TCGA-34-2608-01	6	10	42	28	17	2	10	12	17	21	0	19	2	0	5
TCGA-34-2609-01	5	17	128	61	1	1	19	10	10	18	0	28	0	7	0
TCGA-34-5231-01	20	16	232	152	26	12	26	28	68	63	66	80	18	8	19
TCGA-34-5232-01	9	12	61	32	11	3	15	35	11	0	22	18	14	3	9
TCGA-34-5234-01	8	9	72	52	0	0	7	6	4	29	7	22	0	0	5
TCGA-34-5236-01	10	3	64	49	6	0	3	12	26	13	5	37	26	3	12
TCGA-34-5239-01	7	13	86	88	13	0	9	16	11	16	0	30	3	8	9
TCGA-34-5240-01	9	15	45	50	18	5	8	12	14	12	0	26	0	4	0
TCGA-34-5241-01	8	15	78	45	8	1	3	17	23	35	0	2	16	0	6
TCGA-34-5927-01	10	8	75	49	25	0	12	25	27	26	22	39	0	6	0
TCGA-34-5928-01	19	16	41	37	61	17	21	16	141	13	24	27	19	4	0
TCGA-34-5929-01	4	1	81	43	24	6	3	9	43	9	22	19	0	0	16
TCGA-34-7107-01	9	11	69	30	31	1	12	23	13	33	19	51	0	1	19
TCGA-34-8454-01	20	12	111	144	106	26	12	2	223	17	0	12	18	8	0
TCGA-34-8455-01	6	28	247	195	1	2	3	8	26	10	25	43	15	4	1
TCGA-34-8456-01	3	1	4	5	4	2	2	0	1	3	8	10	2	0	4
TCGA-34-A5IX-01	11	7	80	61	13	0	23	6	18	35	0	50	22	5	21
TCGA-37-3783-01	18	16	39	40	83	37	18	5	155	20	15	26	4	3	19
TCGA-37-3789-01	14	3	44	53	36	21	2	20	93	10	19	25	21	4	2
TCGA-37-3792-01	14	37	314	339	27	8	6	10	69	50	17	128	70	12	20
TCGA-37-4129-01	0	0	0	0	0	0	2	0	0	2	1	0	1	0	0
TCGA-37-4130-01	6	42	497	475	14	0	42	8	33	7	92	139	0	10	54
TCGA-37-4132-01	16	21	127	95	6	0	0	14	17	28	21	27	0	2	11
TCGA-37-4133-01	3	20	69	45	20	0	36	34	23	30	6	30	19	11	17
TCGA-37-4135-01	6	20	115	76	5	0	9	21	23	18	16	50	26	2	3
TCGA-37-4141-01	8	19	114	96	2	0	17	14	23	7	0	52	20	9	24
