Samples	SBS1	SBS2	SBS3	SBS4	SBS5	SBS7a	SBS7b	SBS13	SBS15	SBS54
TCGA-95-7567-01	31	0	0	388	254	0	0	0	316	154
TCGA-95-7944-01	16	85	0	0	31	48	0	127	0	0
TCGA-95-7947-01	21	115	0	216	215	0	0	98	0	0
TCGA-95-7948-01	16	70	0	0	23	0	0	74	0	0
TCGA-95-8039-01	5	13	73	0	0	0	0	6	21	0
TCGA-95-8494-01	12	41	0	0	22	0	0	30	28	0
TCGA-95-A4VK-01	27	0	0	226	65	0	0	0	0	0
TCGA-95-A4VN-01	15	0	0	449	127	0	0	0	0	0
TCGA-95-A4VP-01	10	0	0	100	51	0	0	0	0	0
TCGA-97-7546-01	16	0	0	255	81	0	0	0	0	0
TCGA-97-7547-01	16	23	0	113	36	0	0	38	0	0
TCGA-97-7552-01	10	0	0	0	26	0	0	0	11	0
TCGA-97-7553-01	13	0	0	22	16	0	0	0	0	0
TCGA-97-7554-01	26	0	0	395	94	0	44	0	0	0
TCGA-97-7937-01	34	0	0	420	110	0	0	0	0	0
TCGA-97-7938-01	21	16	0	345	89	0	0	34	0	0
TCGA-97-7941-01	13	10	0	64	26	0	0	8	0	0
TCGA-97-8171-01	23	0	0	0	44	0	0	0	0	0
TCGA-97-8172-01	34	0	0	211	86	0	0	0	0	0
TCGA-97-8174-01	25	0	0	113	41	13	0	21	0	0
TCGA-97-8175-01	5	0	0	0	29	7	0	0	0	0
TCGA-97-8176-01	18	27	0	66	61	0	0	25	0	0
TCGA-97-8177-01	1	6	0	0	26	0	0	0	14	0
TCGA-97-8179-01	5	0	0	152	51	0	0	0	0	0
TCGA-97-8547-01	9	12	0	0	24	0	0	7	18	0
TCGA-97-8552-01	0	0	0	0	17	0	0	0	12	0
TCGA-97-A4LX-01	1	0	0	147	71	0	0	0	0	0
TCGA-97-A4M0-01	11	35	0	314	103	0	0	37	0	0
TCGA-97-A4M1-01	16	6	29	0	0	0	0	4	0	0
TCGA-97-A4M2-01	4	0	0	0	13	8	0	7	0	0
TCGA-97-A4M3-01	14	15	0	181	26	0	0	14	0	0
TCGA-97-A4M5-01	12	75	0	0	43	0	0	60	0	0
TCGA-97-A4M6-01	0	5	0	0	26	0	0	0	11	0
TCGA-97-A4M7-01	15	0	0	312	57	0	0	0	0	0
TCGA-99-7458-01	14	0	0	409	109	0	45	0	0	0
TCGA-99-8025-01	22	67	0	259	126	0	0	83	42	0
TCGA-99-8028-01	9	0	0	449	84	0	0	0	0	0
TCGA-99-8032-01	30	0	0	359	103	0	0	0	0	0
TCGA-99-8033-01	15	0	0	124	84	0	0	0	0	0
TCGA-99-AA5R-01	0	0	0	55	18	0	0	0	0	0
TCGA-J2-8192-01	10	0	0	0	64	0	0	0	16	0
TCGA-J2-8194-01	24	0	0	86	80	0	0	0	0	0
TCGA-J2-A4AD-01	21	56	244	0	0	0	0	96	0	0
TCGA-J2-A4AE-01	12	5	0	0	36	0	0	9	0	0
TCGA-J2-A4AG-01	19	0	0	61	34	0	0	0	0	0
TCGA-L4-A4E5-01	16	0	0	325	78	0	0	0	0	0
TCGA-L4-A4E6-01	2	1	0	13	0	0	0	4	0	0
TCGA-L9-A443-01	9	0	0	210	88	0	0	0	0	0
TCGA-L9-A444-01	20	0	0	578	103	0	0	0	0	0
TCGA-L9-A50W-01	5	8	23	0	0	0	0	0	0	0
TCGA-L9-A5IP-01	9	0	0	260	83	0	0	0	0	0
TCGA-L9-A743-01	8	25	0	65	36	0	0	34	0	0
TCGA-L9-A7SV-01	47	0	0	1856	116	0	0	0	0	0
TCGA-L9-A8F4-01	19	0	0	681	271	0	0	0	0	0
TCGA-MN-A4N1-01	38	0	0	409	141	0	0	0	0	0
TCGA-MN-A4N4-01	51	187	0	1217	221	0	0	196	0	0
TCGA-MN-A4N5-01	16	29	0	399	118	0	0	0	0	0
TCGA-MP-A4SV-01	20	39	0	171	91	47	0	72	0	0
TCGA-MP-A4SW-01	19	7	41	0	0	0	0	4	14	0
TCGA-MP-A4SY-01	15	0	0	77	105	0	0	20	0	0
TCGA-MP-A4T2-01	8	8	0	0	60	17	0	18	0	0
TCGA-MP-A4T4-01	17	0	0	349	119	0	0	0	0	0
TCGA-MP-A4T6-01	19	0	0	0	41	19	0	14	0	0
TCGA-MP-A4T7-01	15	0	0	120	24	0	0	0	0	0
TCGA-MP-A4T8-01	11	0	0	77	61	0	0	0	0	0
TCGA-MP-A4T9-01	3	0	0	16	14	8	0	5	0	0
TCGA-MP-A4TA-01	24	0	0	266	164	0	0	0	0	0
TCGA-MP-A4TC-01	13	19	0	240	55	0	0	0	0	0
TCGA-MP-A4TD-01	12	0	0	51	38	0	0	0	0	0
TCGA-MP-A4TE-01	35	0	0	93	45	0	0	0	0	0
TCGA-MP-A4TF-01	15	0	0	383	148	0	0	0	0	0
TCGA-MP-A4TH-01	15	0	0	60	64	0	0	0	0	0
TCGA-MP-A4TI-01	17	103	0	95	39	0	0	59	0	0
TCGA-MP-A4TJ-01	16	0	0	49	50	0	0	0	0	0
TCGA-MP-A4TK-01	9	32	0	292	79	0	0	30	0	0
TCGA-MP-A5C7-01	12	0	0	32	52	0	0	0	0	0
TCGA-NJ-A4YF-01	19	0	0	651	111	0	0	0	0	0
TCGA-NJ-A4YG-01	23	22	0	75	59	0	0	19	0	0
TCGA-NJ-A4YI-01	24	0	0	417	118	0	0	0	0	0
TCGA-NJ-A4YP-01	16	229	0	171	106	0	0	169	0	0
TCGA-NJ-A4YQ-01	26	0	0	1111	254	0	0	0	0	0
TCGA-NJ-A55A-01	5	0	0	95	47	0	0	0	0	0
TCGA-NJ-A55O-01	9	0	0	141	15	0	0	0	0	0
TCGA-NJ-A55R-01	5	0	0	218	100	0	0	0	0	0
TCGA-NJ-A7XG-01	15	0	0	12	15	0	0	0	0	0
TCGA-O1-A52J-01	9	0	0	133	69	0	0	0	0	0
TCGA-S2-AA1A-01	5	0	0	111	28	0	0	0	0	0
TCGA-18-3406-01	18	26	146	0	40	0	0	47	0	0
TCGA-18-3407-01	10	0	40	0	28	0	0	0	14	0
TCGA-18-3408-01	9	0	0	0	89	0	0	0	0	0
TCGA-18-3409-01	130	0	0	0	0	1340	2797	0	0	0
TCGA-18-3410-01	13	21	131	0	28	0	0	54	0	0
TCGA-18-3411-01	30	0	0	140	228	0	0	0	0	0
TCGA-18-3412-01	15	12	111	0	0	0	0	9	0	0
TCGA-18-3414-01	30	34	0	125	154	0	0	39	0	0
TCGA-18-3415-01	19	28	0	64	65	0	24	35	0	0
TCGA-18-3416-01	34	16	107	159	40	0	0	32	0	0
TCGA-18-3417-01	25	0	0	166	161	0	0	0	0	0
TCGA-18-3421-01	18	0	305	0	19	43	0	0	0	0
TCGA-18-4083-01	22	0	155	188	108	0	0	0	0	0
TCGA-18-4721-01	18	0	0	80	127	0	0	0	0	0
TCGA-18-5592-01	25	0	0	206	133	0	0	0	0	0
TCGA-18-5595-01	27	124	0	0	113	0	0	55	0	0
TCGA-21-1070-01	8	0	0	487	192	0	0	0	0	0
TCGA-21-1071-01	16	17	0	73	101	0	0	10	0	0
TCGA-21-1076-01	11	0	0	245	151	0	0	0	0	0
TCGA-21-1077-01	21	32	0	115	102	0	0	25	0	0
TCGA-21-1078-01	12	27	0	0	28	0	0	30	0	0
TCGA-21-1081-01	45	0	0	77	139	0	0	0	0	0
TCGA-21-1082-01	33	53	0	234	85	0	0	88	0	0
TCGA-21-1083-01	23	36	0	547	231	0	0	79	0	0
TCGA-21-5782-01	18	56	0	204	126	0	0	81	0	0
TCGA-21-5783-01	58	22	0	179	175	43	0	52	0	0
TCGA-21-5784-01	2	0	0	130	128	0	0	0	0	0
TCGA-21-5786-01	24	0	0	315	145	0	0	0	0	0
TCGA-21-5787-01	19	0	0	360	129	0	0	0	0	0
TCGA-21-A5DI-01	13	0	0	0	115	20	0	24	0	0
TCGA-22-0940-01	14	21	0	104	128	0	0	0	0	0
TCGA-22-0944-01	9	0	0	63	73	19	0	0	0	0
TCGA-22-1000-01	9	10	0	29	41	0	19	14	0	0
TCGA-22-1002-01	8	0	0	166	123	0	0	0	0	0
TCGA-22-1005-01	10	0	0	199	137	0	0	0	0	0
TCGA-22-1011-01	12	30	0	0	33	0	0	58	0	0
TCGA-22-1012-01	30	0	0	169	99	23	0	27	0	0
TCGA-22-1016-01	8	0	0	294	147	0	0	0	0	0
TCGA-22-4591-01	36	0	0	80	153	0	0	0	0	0
TCGA-22-4593-01	15	22	0	80	73	0	0	10	31	0
TCGA-22-4594-01	31	0	0	298	110	0	0	0	0	0
TCGA-22-4595-01	21	0	0	182	103	46	0	50	0	0
TCGA-22-4596-01	1	0	0	72	48	17	0	0	36	0
TCGA-22-4599-01	10	0	0	212	227	0	0	0	0	0
TCGA-22-4601-01	13	17	0	81	107	0	0	16	0	0
TCGA-22-4604-01	33	0	0	96	177	0	0	0	0	0
TCGA-22-4605-01	8	0	0	40	65	0	0	0	0	0
TCGA-22-4607-01	4	13	34	0	19	0	0	14	0	0
TCGA-22-4609-01	5	0	0	118	128	0	0	0	0	0
TCGA-22-4613-01	18	0	0	448	316	0	0	0	0	0
TCGA-22-5471-01	19	0	0	123	112	20	24	0	0	0
TCGA-22-5472-01	10	0	0	496	0	0	0	0	0	0
TCGA-22-5473-01	56	144	0	381	270	0	0	158	0	0
TCGA-22-5474-01	11	19	0	0	53	0	0	26	0	0
TCGA-22-5477-01	11	54	0	0	68	0	0	70	19	0
TCGA-22-5478-01	23	0	0	102	99	0	0	0	0	0
TCGA-22-5479-01	50	91	0	142	261	0	0	99	0	0
TCGA-22-5480-01	8	0	0	83	111	0	0	0	0	0
TCGA-22-5481-01	23	0	114	137	96	0	0	0	0	0
TCGA-22-5482-01	8	0	0	93	109	0	0	0	0	0
TCGA-22-5483-01	17	17	123	107	36	0	0	0	0	0
TCGA-22-5485-01	0	0	0	123	102	0	0	0	30	0
TCGA-22-5489-01	19	0	0	162	126	0	0	0	0	0
TCGA-22-5491-01	31	94	0	108	104	0	0	82	0	0
TCGA-22-5492-01	13	0	0	134	143	0	0	0	0	0
TCGA-22-A5C4-01	42	0	0	223	172	0	0	0	0	0
TCGA-33-4532-01	15	39	0	194	175	0	0	37	37	0
TCGA-33-4533-01	14	0	0	187	117	56	0	0	0	0
TCGA-33-4538-01	19	0	0	52	155	0	0	0	0	0
TCGA-33-4547-01	26	57	0	0	71	0	0	95	0	0
TCGA-33-4566-01	33	0	0	1391	214	0	0	0	0	0
TCGA-33-4582-01	27	21	178	0	16	0	0	8	0	0
TCGA-33-4583-01	27	0	0	475	241	0	0	0	0	0
TCGA-33-4586-01	25	0	0	251	182	0	0	0	0	0
TCGA-33-4587-01	30	36	0	149	0	0	42	30	0	0
TCGA-33-4589-01	38	35	0	0	0	0	36	29	0	0
TCGA-33-6737-01	20	91	0	232	80	0	0	140	0	0
TCGA-33-6738-01	17	19	0	189	150	0	0	49	0	0
TCGA-33-A4WN-01	14	40	0	63	96	0	0	44	0	0
TCGA-33-A5GW-01	17	32	113	0	28	0	0	59	0	0
TCGA-33-AAS8-01	14	0	0	128	104	0	0	21	21	0
TCGA-33-AASB-01	8	22	0	342	85	0	0	0	0	0
TCGA-33-AASD-01	20	0	0	271	165	0	0	0	0	0
TCGA-33-AASI-01	28	41	0	272	104	0	0	55	0	0
TCGA-33-AASJ-01	17	42	0	0	84	0	27	58	0	0
TCGA-33-AASL-01	12	13	0	185	113	19	0	39	0	0
TCGA-34-2596-01	16	0	0	127	100	37	0	51	0	0
TCGA-34-2600-01	40	120	0	122	141	0	0	148	0	0
TCGA-34-2604-01	34	0	0	507	219	0	0	0	0	0
TCGA-34-2605-01	24	51	0	222	118	0	0	63	0	0
TCGA-34-2608-01	15	15	0	55	93	0	0	13	0	0
TCGA-34-2609-01	23	0	0	183	99	0	0	0	0	0
TCGA-34-5231-01	42	28	0	385	322	0	0	57	0	0
TCGA-34-5232-01	46	0	0	102	84	23	0	0	0	0
TCGA-34-5234-01	9	0	0	120	92	0	0	0	0	0
TCGA-34-5236-01	12	7	0	115	114	0	0	21	0	0
TCGA-34-5239-01	22	13	0	188	86	0	0	0	0	0
TCGA-34-5240-01	19	22	0	106	60	0	0	11	0	0
TCGA-34-5241-01	19	9	0	114	96	0	0	19	0	0
TCGA-34-5927-01	32	26	0	130	113	0	0	23	0	0
TCGA-34-5928-01	31	82	0	77	134	0	0	132	0	0
TCGA-34-5929-01	17	31	0	128	61	0	0	43	0	0
TCGA-34-7107-01	30	33	0	102	146	0	0	11	0	0
TCGA-34-8454-01	20	130	0	278	71	0	0	212	0	0
TCGA-34-8455-01	12	0	0	478	124	0	0	0	0	0
TCGA-34-8456-01	2	0	0	0	47	0	0	0	0	0
TCGA-34-A5IX-01	7	0	0	163	142	0	0	0	40	0
TCGA-37-3783-01	27	112	0	0	199	0	0	160	0	0
TCGA-37-3789-01	22	48	0	111	97	0	0	89	0	0
TCGA-37-3792-01	21	0	0	764	336	0	0	0	0	0
TCGA-37-4129-01	0	0	0	0	3	0	0	0	3	0
TCGA-37-4130-01	45	0	0	1084	290	0	0	0	0	0
TCGA-37-4132-01	12	0	0	224	149	0	0	0	0	0
TCGA-37-4133-01	35	0	0	113	171	0	0	0	44	0
TCGA-37-4135-01	25	0	0	192	173	0	0	0	0	0
TCGA-37-4141-01	26	0	115	204	60	0	0	0	0	0
TCGA-37-5819-01	53	0	0	641	232	0	0	0	0	0
TCGA-37-A5EL-01	32	0	0	281	218	0	0	0	0	0
TCGA-37-A5EM-01	19	0	0	211	202	0	0	0	0	0
TCGA-37-A5EN-01	12	0	0	109	156	0	0	0	22	0
TCGA-39-5011-01	16	0	0	628	149	0	0	0	0	0
TCGA-39-5016-01	51	0	0	240	135	0	55	0	0	0
TCGA-39-5019-01	21	0	0	92	113	0	0	0	0	0
TCGA-39-5021-01	5	0	0	90	102	0	0	0	0	0
TCGA-39-5022-01	12	59	0	0	80	0	0	102	0	0
TCGA-39-5024-01	10	34	67	0	100	0	0	54	0	0
TCGA-39-5028-01	19	47	0	0	84	0	0	72	0	0
TCGA-39-5029-01	8	8	0	0	117	14	0	19	16	0
TCGA-39-5030-01	37	23	0	0	59	0	0	40	118	0
TCGA-39-5031-01	31	262	0	0	226	0	0	298	0	0
TCGA-39-5034-01	33	0	0	571	175	0	0	0	0	0
TCGA-39-5035-01	26	32	0	0	104	0	0	38	0	0
TCGA-39-5036-01	27	0	0	132	169	0	0	0	0	0
TCGA-39-5037-01	24	0	0	126	149	0	0	0	0	0
TCGA-39-5039-01	9	0	0	87	73	0	21	0	19	0
TCGA-39-5040-01	30	0	0	405	156	0	0	0	0	0
TCGA-43-2576-01	8	0	0	460	187	0	0	0	0	0
TCGA-43-2578-01	5	0	0	279	147	0	0	0	0	0
TCGA-43-2581-01	26	0	0	979	135	0	0	0	0	0
TCGA-43-3394-01	11	0	0	82	81	0	0	0	0	0
TCGA-43-3920-01	13	36	87	97	54	0	0	47	0	0
TCGA-43-5668-01	39	0	0	593	192	0	0	0	0	0
TCGA-43-5670-01	12	33	0	0	78	0	0	47	0	0
TCGA-43-6143-01	18	0	0	186	197	0	0	0	0	0
TCGA-43-6647-01	8	0	0	95	97	0	0	0	0	0
TCGA-43-6770-01	10	13	90	63	67	0	0	14	14	0
TCGA-43-6771-01	14	0	0	180	61	0	0	0	0	0
TCGA-43-6773-01	6	0	0	0	50	12	0	8	0	0
TCGA-43-7656-01	20	0	129	192	88	0	0	0	0	0
TCGA-43-7657-01	18	0	0	67	79	0	0	0	0	0
TCGA-43-7658-01	11	0	0	115	89	30	0	0	17	0
TCGA-43-8115-01	3	0	0	88	137	0	0	0	30	0
TCGA-43-8116-01	29	24	0	215	143	0	0	48	0	0
TCGA-43-8118-01	29	67	0	467	146	0	0	85	0	0
TCGA-43-A474-01	47	0	0	274	154	0	0	0	0	0
TCGA-43-A475-01	23	0	0	162	76	21	0	23	0	0
TCGA-43-A56U-01	12	41	0	118	65	0	0	83	0	0
TCGA-43-A56V-01	9	0	0	167	100	0	0	0	0	0
TCGA-46-3765-01	17	42	0	106	107	0	0	20	0	0
TCGA-46-3767-01	2	0	0	93	72	0	0	0	0	0
TCGA-46-3768-01	5	0	0	143	204	0	0	0	0	0
TCGA-46-3769-01	39	127	0	625	177	0	0	178	0	0
TCGA-46-6025-01	14	24	0	0	164	0	0	31	0	0
TCGA-46-6026-01	31	30	0	93	68	0	22	20	0	0
TCGA-51-4079-01	22	42	0	272	144	0	0	30	0	0
TCGA-51-4080-01	19	0	0	209	124	0	0	0	0	0
TCGA-51-4081-01	12	0	0	117	119	0	0	0	0	0
TCGA-51-6867-01	27	39	0	381	273	0	0	62	0	0
TCGA-52-7622-01	9	0	0	155	174	0	0	0	0	0
TCGA-52-7809-01	40	36	172	0	26	0	0	34	0	0
TCGA-52-7810-01	26	98	0	137	127	0	0	147	0	0
TCGA-52-7811-01	8	0	0	82	97	0	0	0	0	0
TCGA-52-7812-01	18	0	0	234	79	40	0	0	0	0
TCGA-56-1622-01	8	0	0	160	96	0	0	0	23	0
TCGA-56-5897-01	6	17	0	0	72	0	0	31	0	0
TCGA-56-5898-01	7	0	0	84	91	0	0	0	0	0
TCGA-56-6545-01	18	37	0	168	101	0	0	42	0	0
TCGA-56-6546-01	15	0	0	239	162	0	0	0	0	0
TCGA-56-7221-01	17	34	0	148	123	0	0	44	0	0
TCGA-56-7222-01	24	0	0	235	230	0	0	0	0	0
TCGA-56-7223-01	23	17	0	125	195	0	0	13	0	0
TCGA-56-7579-01	11	17	0	112	141	0	0	36	0	0
TCGA-56-7580-01	13	0	0	69	89	0	0	0	0	0
TCGA-56-7582-01	22	0	0	64	118	0	0	0	0	0
TCGA-56-7730-01	38	0	0	257	167	0	0	0	0	0
TCGA-56-7731-01	10	0	0	229	204	0	0	0	0	0
TCGA-56-7822-01	27	61	0	132	139	0	0	108	0	0
TCGA-56-7823-01	15	0	0	201	138	0	0	0	0	0
TCGA-56-8082-01	41	0	0	129	57	29	0	0	0	25
TCGA-56-8083-01	17	0	0	118	64	0	0	0	0	0
TCGA-56-8201-01	11	0	0	90	98	0	0	0	0	0
TCGA-56-8304-01	10	0	0	158	136	0	0	0	0	0
TCGA-56-8305-01	14	0	0	280	196	0	0	0	0	0
TCGA-56-8307-01	26	0	0	341	158	0	0	0	0	0
TCGA-56-8308-01	28	0	0	223	184	0	0	0	0	0
TCGA-56-8309-01	6	0	0	67	88	0	0	0	0	0
TCGA-56-8503-01	7	35	0	0	93	0	0	74	0	0
TCGA-56-8504-01	17	0	86	134	54	0	0	0	0	0
TCGA-56-8622-01	23	22	0	132	104	0	0	11	0	0
TCGA-56-8624-01	15	15	0	60	42	0	0	26	0	0
TCGA-56-8625-01	48	99	0	200	152	0	0	107	0	0
TCGA-56-8626-01	25	0	0	131	166	0	0	0	0	0
TCGA-56-8628-01	9	0	0	323	184	0	0	0	0	0
TCGA-56-8629-01	23	0	167	88	0	0	0	0	0	0
TCGA-56-A49D-01	30	32	0	105	154	0	0	55	0	0
TCGA-56-A4BW-01	20	23	0	109	80	0	0	58	0	0
TCGA-56-A4BY-01	9	0	0	74	105	0	0	0	0	0
TCGA-56-A4ZJ-01	5	0	69	55	15	0	0	0	0	0
TCGA-56-A4ZK-01	17	9	0	101	139	0	0	30	0	0
TCGA-56-A5DS-01	20	17	0	90	73	33	0	30	0	0
TCGA-56-A62T-01	29	0	0	415	186	0	0	0	0	0
TCGA-58-8386-01	22	0	0	128	164	0	0	0	0	0
TCGA-58-8387-01	23	30	0	53	88	0	0	40	0	0
TCGA-58-8388-01	0	0	67	82	55	0	0	0	22	0
TCGA-58-8391-01	25	0	160	133	111	0	0	0	0	0
TCGA-58-8393-01	21	83	0	0	0	84	0	153	0	0
TCGA-58-A46J-01	10	0	0	103	104	0	0	0	0	0
TCGA-58-A46K-01	17	46	0	0	79	0	0	53	0	0
TCGA-58-A46L-01	22	16	0	147	76	0	0	19	0	0
TCGA-58-A46M-01	9	47	0	219	196	0	0	0	61	0
TCGA-58-A46N-01	19	0	0	114	131	0	0	0	0	0
TCGA-60-2695-01	22	0	101	93	56	0	0	0	0	0
TCGA-60-2697-01	1	0	0	13	0	0	0	0	0	0
TCGA-60-2698-01	48	311	0	270	288	0	0	478	0	0
TCGA-60-2703-01	17	25	0	170	124	0	0	30	0	0
TCGA-60-2704-01	29	17	0	70	114	0	0	22	0	0
TCGA-60-2707-01	8	18	0	47	47	0	0	21	0	0
TCGA-60-2708-01	18	16	171	0	0	0	0	23	30	0
TCGA-60-2709-01	7	0	0	95	109	0	0	0	0	0
TCGA-60-2710-01	24	0	0	85	145	0	0	0	0	0
TCGA-60-2711-01	15	0	72	49	21	0	0	0	0	0
TCGA-60-2712-01	12	12	0	40	39	0	0	9	0	0
TCGA-60-2713-01	17	0	272	0	0	35	0	0	0	0
TCGA-60-2714-01	67	42	0	762	169	0	0	60	0	0
TCGA-60-2715-01	27	0	0	0	133	0	0	0	0	0
TCGA-60-2716-01	13	0	0	0	9	0	0	0	0	0
TCGA-60-2719-01	34	0	0	98	148	0	0	0	0	0
TCGA-60-2720-01	4	46	0	223	153	0	0	98	0	0
TCGA-60-2721-01	16	52	0	0	120	0	0	82	0	0
TCGA-60-2722-01	13	26	0	129	188	0	0	36	0	0
TCGA-60-2723-01	16	0	129	148	61	0	0	0	0	0
TCGA-60-2724-01	11	0	0	283	151	0	0	0	0	0
TCGA-60-2725-01	5	0	0	84	83	0	0	17	0	0
TCGA-60-2726-01	25	29	0	173	177	0	0	24	0	0
TCGA-63-5128-01	13	0	0	175	187	0	0	0	0	0
TCGA-63-5131-01	21	27	0	135	172	0	0	39	0	0
TCGA-63-6202-01	20	0	0	284	112	0	0	0	0	0
TCGA-63-7020-01	10	0	0	118	99	0	0	0	0	0
TCGA-63-7021-01	7	0	0	121	180	0	0	0	0	0
TCGA-63-7022-01	14	0	0	89	136	0	0	0	0	0
TCGA-63-7023-01	8	0	0	81	94	0	0	0	0	0
TCGA-63-A5M9-01	15	13	87	0	0	0	0	0	20	0
TCGA-63-A5MB-01	35	0	218	131	0	31	0	0	0	0
TCGA-63-A5MG-01	18	0	0	58	64	0	0	0	0	0
TCGA-63-A5MH-01	15	41	0	56	110	0	0	61	0	0
TCGA-63-A5MI-01	23	16	0	0	170	0	0	58	0	0
TCGA-63-A5MJ-01	28	0	0	92	123	0	0	0	0	0
TCGA-63-A5ML-01	20	0	0	138	148	0	0	0	0	0
TCGA-63-A5MM-01	40	0	0	0	0	0	0	0	1370	0
TCGA-63-A5MN-01	3	6	28	0	0	0	0	0	11	0
TCGA-63-A5MP-01	32	0	0	81	121	0	0	0	0	0
TCGA-63-A5MR-01	16	45	0	58	76	0	0	30	0	0
TCGA-63-A5MS-01	19	43	0	171	166	0	0	89	0	0
TCGA-63-A5MT-01	23	36	0	78	105	0	0	56	0	0
TCGA-63-A5MU-01	23	31	0	68	118	0	0	33	0	0
TCGA-63-A5MV-01	8	13	0	68	64	0	0	0	0	0
TCGA-63-A5MW-01	43	33	0	233	237	0	0	40	0	0
TCGA-63-A5MY-01	19	0	0	106	92	0	0	0	0	0
TCGA-66-2727-01	11	0	0	118	122	0	0	0	0	0
TCGA-66-2734-01	9	0	0	154	86	0	0	0	0	0
TCGA-66-2742-01	27	0	0	129	124	0	0	0	0	0
TCGA-66-2744-01	14	9	69	101	35	0	0	22	0	0
TCGA-66-2754-01	27	22	264	0	20	0	0	13	0	0
TCGA-66-2755-01	9	0	0	168	112	0	0	0	0	0
TCGA-66-2756-01	19	0	0	428	186	0	0	0	0	0
TCGA-66-2757-01	6	0	0	185	127	0	0	0	0	0
TCGA-66-2758-01	20	29	313	0	0	0	0	64	0	0
TCGA-66-2759-01	57	34	0	195	145	0	42	74	0	0
TCGA-66-2763-01	24	0	0	278	192	0	0	0	0	0
TCGA-66-2765-01	4	0	0	30	65	0	0	0	13	0
TCGA-66-2766-01	26	76	0	204	149	0	0	52	0	0
TCGA-66-2767-01	38	18	0	202	141	0	0	15	0	0
TCGA-66-2769-01	31	9	377	0	0	0	0	34	0	0
TCGA-66-2770-01	13	0	0	146	132	0	0	0	27	0
TCGA-66-2771-01	14	41	0	107	118	0	0	47	0	0
TCGA-66-2773-01	52	231	0	0	234	0	0	241	0	0
TCGA-66-2777-01	22	17	173	0	0	0	0	0	0	0
TCGA-66-2778-01	18	38	0	0	87	0	0	42	0	0
TCGA-66-2780-01	14	0	155	0	10	0	0	0	0	0
TCGA-66-2781-01	7	15	0	70	64	0	0	11	0	0
TCGA-66-2782-01	17	27	0	241	98	0	39	44	0	0
TCGA-66-2783-01	10	17	0	133	74	0	33	20	21	0
TCGA-66-2785-01	41	259	0	0	425	0	0	742	0	0
TCGA-66-2786-01	23	29	136	0	55	0	0	40	0	0
TCGA-66-2787-01	18	0	155	317	82	0	0	0	0	0
TCGA-66-2788-01	12	17	0	121	76	0	0	30	0	0
TCGA-66-2789-01	20	0	147	143	126	0	0	0	0	0
TCGA-66-2791-01	24	31	0	101	183	0	0	43	0	0
TCGA-66-2792-01	28	0	0	52	97	0	0	0	0	0
TCGA-66-2793-01	6	0	151	116	84	0	0	0	27	0
TCGA-66-2794-01	11	24	0	0	94	0	0	43	31	0
TCGA-66-2795-01	29	0	0	185	149	0	0	0	0	0
TCGA-66-2800-01	26	0	0	125	80	0	27	0	0	0
TCGA-68-7755-01	16	0	0	153	137	0	0	0	32	0
TCGA-68-7756-01	17	0	0	69	32	0	0	0	0	0
TCGA-68-7757-01	21	0	0	267	90	0	0	0	0	0
TCGA-68-8250-01	15	0	111	135	115	0	0	0	0	0
TCGA-68-8251-01	110	37	0	0	90	47	0	107	0	0
TCGA-68-A59J-01	20	45	0	218	120	0	0	65	0	0
TCGA-6A-AB49-01	15	0	0	330	147	0	0	0	0	0
TCGA-70-6722-01	15	0	0	281	33	34	0	0	0	0
TCGA-70-6723-01	17	0	0	43	80	0	0	0	0	0
TCGA-77-6842-01	18	13	0	212	185	0	0	32	0	0
TCGA-77-6843-01	19	6	0	50	124	0	0	25	0	0
TCGA-77-6844-01	18	9	0	90	82	0	27	20	0	0
TCGA-77-6845-01	9	0	0	120	163	0	0	0	0	0
TCGA-77-7139-01	14	18	0	87	117	0	0	0	0	0
TCGA-77-7140-01	12	16	181	0	0	0	0	20	0	0
TCGA-77-7141-01	41	102	434	0	39	0	0	256	0	0
TCGA-77-7142-01	27	0	0	147	59	36	0	20	42	0
TCGA-77-7335-01	25	28	0	75	113	0	0	51	0	0
TCGA-77-7337-01	24	0	158	127	78	38	0	0	0	0
TCGA-77-7338-01	4	13	0	0	90	0	0	37	27	0
TCGA-77-7463-01	20	0	0	303	143	22	0	0	0	0
TCGA-77-7465-01	29	0	0	239	214	0	0	0	0	0
TCGA-77-8007-01	16	0	0	49	54	0	0	0	0	0
TCGA-77-8008-01	12	0	0	115	93	0	0	0	0	0
TCGA-77-8009-01	20	26	0	57	109	0	0	0	0	0
TCGA-77-8128-01	29	0	0	196	153	0	0	0	0	0
TCGA-77-8130-01	6	0	0	75	114	0	0	0	31	0
TCGA-77-8131-01	7	0	55	0	13	0	0	12	0	0
TCGA-77-8133-01	22	0	0	257	192	0	0	0	0	0
TCGA-77-8136-01	23	100	244	0	0	0	0	196	0	0
TCGA-77-8138-01	7	0	0	46	73	0	0	0	0	0
TCGA-77-8139-01	13	0	0	91	119	0	0	20	20	0
TCGA-77-8140-01	15	40	142	162	62	0	0	36	0	0
TCGA-77-8143-01	17	0	0	70	96	0	0	0	0	0
TCGA-77-8144-01	19	0	0	245	218	0	0	0	0	0
TCGA-77-8145-01	13	0	0	0	118	0	0	19	0	0
TCGA-77-8146-01	13	0	56	72	44	0	19	0	0	0
