NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
42	66.923	100.868	12.087	66.76	0.959	0.639	30000.0
43	64.952	99.98	11.34	65.831	0.958	0.645	30000.0
44	65.321	100.322	11.487	65.835	0.962	0.647	30000.0
45	65.424	100.419	11.518	65.896	0.955	0.647	50000.0
46	64.097	99.115	11.227	65.212	0.968	0.651	50000.0
47	64.658	99.478	11.328	65.282	0.954	0.652	40000.0
48	65.05	100.439	11.466	65.97	0.957	0.646	30000.0
49	65.319	100.762	11.43	66.122	0.968	0.641	60000.0
50	64.952	99.948	11.422	65.652	0.95	0.649	30000.0
51	64.998	100.038	11.471	65.778	0.958	0.648	40000.0
52	65.531	100.487	11.544	66.403	0.965	0.64	40000.0
53	65.123	100.611	11.467	66.036	0.963	0.644	40000.0
54	66.871	101.049	12.083	67.098	0.955	0.635	50000.0
55	65.331	100.24	11.527	65.854	0.963	0.644	30000.0
56	65.407	100.784	11.521	66.238	0.968	0.64	60000.0
57	65.372	100.221	11.532	65.895	0.959	0.646	70000.0
58	65.352	100.411	11.467	66.012	0.962	0.643	30000.0
59	66.105	100.69	11.891	66.341	0.953	0.642	30000.0
60	65.526	100.562	11.512	65.95	0.959	0.644	40000.0
61	65.199	100.243	11.394	65.442	0.957	0.652	30000.0
62	66.393	100.719	12.001	66.607	0.944	0.642	60000.0
63	65.642	100.81	11.452	66.287	0.96	0.64	50000.0
64	64.622	99.26	11.402	65.41	0.948	0.652	20000.0
65	67.211	102.186	12.086	67.375	0.966	0.629	20000.0
66	65.363	100.255	11.467	65.909	0.96	0.645	60000.0
67	65.681	100.803	11.54	66.164	0.963	0.643	70000.0
68	65.231	100.054	11.483	65.901	0.953	0.646	50000.0
69	66.011	100.584	11.605	66.009	0.96	0.645	40000.0
70	66.84	100.842	12.016	66.701	0.951	0.639	40000.0
71	64.939	100.069	11.357	65.541	0.955	0.648	30000.0
72	65.506	100.614	11.5	66.085	0.964	0.644	30000.0
73	65.249	100.067	11.41	65.738	0.954	0.648	30000.0
74	65.059	100.658	11.297	65.837	0.963	0.644	50000.0
75	65.338	100.247	11.463	65.821	0.963	0.645	30000.0
76	67.156	102.766	12.136	67.418	0.976	0.628	40000.0
77	64.664	99.907	11.288	65.587	0.96	0.646	60000.0
78	65.2	100.524	11.417	66.008	0.965	0.643	30000.0
79	64.794	99.957	11.322	65.699	0.955	0.646	50000.0
80	65.47	100.885	11.59	66.216	0.963	0.644	60000.0
81	64.774	100.446	11.293	65.84	0.963	0.643	40000.0
82	65.073	100.166	11.425	65.591	0.959	0.649	50000.0
83	67.052	101.497	11.997	66.813	0.964	0.638	60000.0
84	65.69	100.629	11.49	66.085	0.958	0.643	40000.0
85	65.308	100.015	11.537	65.681	0.958	0.648	30000.0
86	65.102	100.699	11.37	66.066	0.962	0.641	50000.0
87	65.173	100.331	11.511	66.062	0.96	0.643	30000.0
88	65.683	101.144	11.578	66.255	0.97	0.639	60000.0
89	65.345	100.375	11.468	65.957	0.958	0.646	50000.0
90	64.781	99.56	11.269	65.385	0.966	0.651	40000.0
91	64.904	100.253	11.348	66.049	0.958	0.641	40000.0
92	65.249	100.435	11.439	65.919	0.955	0.646	50000.0
93	64.527	99.144	11.31	65.542	0.941	0.651	60000.0
94	65.054	100.042	11.43	65.838	0.958	0.644	30000.0
95	65.269	100.282	11.492	66.056	0.96	0.645	30000.0
96	65.085	99.999	11.355	65.574	0.953	0.649	40000.0
97	65.283	100.474	11.495	66.137	0.963	0.642	40000.0
98	65.371	100.734	11.475	66.25	0.967	0.641	30000.0
99	65.122	99.882	11.398	65.613	0.95	0.648	50000.0
100	65.535	101.096	11.566	66.339	0.964	0.64	40000.0
