Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K
TCGA-46-6025-01	8	8	29	25	85	23	0	0	34	16	5
TCGA-46-6026-01	6	24	64	33	44	20	24	6	28	15	0
TCGA-51-4079-01	16	21	215	49	91	18	12	4	42	28	14
TCGA-51-4080-01	7	14	146	8	106	13	13	4	12	29	0
TCGA-51-4081-01	6	24	90	3	59	4	10	7	13	25	7
TCGA-51-6867-01	17	41	299	37	174	7	21	20	85	77	4
TCGA-52-7622-01	1	23	123	9	94	16	3	3	12	47	7
TCGA-52-7809-01	15	14	60	29	55	0	60	0	51	13	11
TCGA-52-7810-01	5	25	107	86	62	0	20	28	177	23	2
TCGA-52-7811-01	7	17	61	2	47	6	6	3	15	21	2
TCGA-52-7812-01	17	18	179	25	55	3	22	0	32	20	0
TCGA-56-1622-01	9	12	125	7	58	25	0	8	8	28	7
TCGA-56-5897-01	6	0	14	14	32	5	2	2	33	17	1
TCGA-56-5898-01	10	9	69	6	37	3	11	3	16	14	4
TCGA-56-6545-01	7	19	115	37	90	16	4	7	51	16	4
TCGA-56-6546-01	19	24	179	3	118	14	9	3	15	26	6
TCGA-56-7221-01	12	30	112	29	75	10	10	11	57	20	0
TCGA-56-7222-01	13	32	189	18	97	1	34	1	39	52	13
TCGA-56-7223-01	21	27	92	17	102	3	35	4	23	42	7
TCGA-56-7579-01	13	37	95	10	43	11	5	8	48	36	11
TCGA-56-7580-01	2	6	49	0	58	3	15	6	15	17	0
TCGA-56-7582-01	5	16	44	4	64	3	32	7	10	14	5
TCGA-56-7730-01	17	37	194	2	85	24	33	4	19	41	6
TCGA-56-7731-01	4	22	167	19	134	15	3	0	31	45	3
TCGA-56-7822-01	17	27	110	43	46	23	13	23	136	25	4
TCGA-56-7823-01	16	25	154	4	77	18	7	3	20	26	4
TCGA-56-8082-01	21	4	86	9	59	22	38	1	14	27	0
TCGA-56-8083-01	6	13	95	1	27	8	22	0	8	11	8
TCGA-56-8201-01	7	0	70	13	41	11	8	0	20	26	3
TCGA-56-8304-01	22	1	131	4	76	0	12	7	22	29	0
TCGA-56-8305-01	13	26	224	25	99	16	7	8	27	45	0
TCGA-56-8307-01	12	24	256	8	122	17	19	2	28	34	3
TCGA-56-8308-01	20	22	180	16	78	31	16	0	32	40	0
TCGA-56-8309-01	4	5	45	9	49	10	0	0	9	29	1
TCGA-56-8503-01	11	5	25	19	32	0	2	17	83	15	0
TCGA-56-8504-01	8	23	116	2	79	5	13	3	11	26	5
TCGA-56-8622-01	5	27	108	28	38	14	27	0	19	24	2
TCGA-56-8624-01	5	6	46	10	18	13	9	8	33	8	2
TCGA-56-8625-01	23	20	159	90	68	37	23	36	135	13	2
TCGA-56-8626-01	14	10	95	15	96	16	19	5	33	19	0
TCGA-56-8628-01	12	27	249	6	145	11	0	3	13	43	7
TCGA-56-8629-01	7	14	85	9	106	21	1	0	22	9	4
TCGA-56-A49D-01	9	24	75	27	75	28	14	11	71	37	5
TCGA-56-A4BW-01	13	8	89	11	46	2	21	4	72	21	3
TCGA-56-A4BY-01	0	25	53	13	57	10	4	0	5	19	2
TCGA-56-A4ZJ-01	7	13	55	0	32	3	2	2	12	14	4
TCGA-56-A4ZK-01	8	19	65	4	105	0	20	5	37	28	5
TCGA-56-A5DS-01	23	3	67	30	45	21	9	1	37	23	4
TCGA-56-A62T-01	20	43	327	10	114	23	22	12	32	24	3
TCGA-58-8386-01	9	20	94	12	69	8	26	2	26	43	5
TCGA-58-8387-01	12	0	38	25	46	17	14	12	51	12	7
TCGA-58-8388-01	6	14	81	10	58	15	0	1	11	30	0
TCGA-58-8391-01	13	41	129	0	153	23	10	6	22	22	10
TCGA-58-8393-01	44	1	10	85	0	3	11	20	165	2	0
TCGA-58-A46J-01	5	19	77	7	47	17	0	1	21	19	4
TCGA-58-A46K-01	10	0	18	45	23	12	9	2	60	16	0
TCGA-58-A46L-01	4	11	106	16	77	13	14	5	26	5	3
TCGA-58-A46M-01	23	39	179	61	104	63	0	0	25	29	9
TCGA-58-A46N-01	8	17	83	15	75	5	26	0	9	22	4
TCGA-60-2695-01	17	1	92	0	62	9	22	4	26	27	12
TCGA-60-2697-01	0	1	9	0	1	2	0	0	0	0	1
TCGA-60-2698-01	66	46	216	236	118	13	21	62	584	31	2
TCGA-60-2703-01	3	27	121	26	86	16	8	2	41	35	1
TCGA-60-2704-01	12	14	53	14	42	21	23	8	31	30	4
TCGA-60-2707-01	8	0	43	16	0	8	9	2	29	26	0
TCGA-60-2708-01	7	11	56	12	59	31	9	10	37	20	6
TCGA-60-2709-01	0	30	74	9	49	1	7	3	12	24	2
TCGA-60-2710-01	8	12	62	14	71	18	18	7	8	29	7
TCGA-60-2711-01	9	7	54	0	33	1	23	0	18	9	3
TCGA-60-2712-01	0	12	33	13	8	9	10	3	12	11	1
TCGA-60-2713-01	27	8	80	11	115	16	0	3	33	22	9
TCGA-60-2714-01	7	52	616	41	119	46	43	30	87	46	13
TCGA-60-2715-01	6	0	21	12	43	18	18	15	8	14	5
TCGA-60-2716-01	0	0	0	1	0	6	9	6	0	0	0
TCGA-60-2719-01	6	4	73	20	64	27	25	4	11	43	3
TCGA-60-2720-01	13	22	171	32	119	0	0	8	120	35	4
TCGA-60-2721-01	10	19	10	38	43	4	16	13	99	16	2
TCGA-60-2722-01	16	23	101	23	98	17	0	17	48	47	2
TCGA-60-2723-01	13	19	126	3	135	19	0	1	14	21	3
TCGA-60-2724-01	19	34	235	0	64	4	10	0	24	50	5
TCGA-60-2725-01	0	18	56	0	68	4	3	1	20	17	2
TCGA-60-2726-01	9	25	127	36	111	10	28	0	34	41	7
TCGA-63-5128-01	15	16	125	16	125	7	12	0	17	34	8
TCGA-63-5131-01	6	31	94	26	108	15	6	17	49	22	20
TCGA-63-6202-01	1	36	220	10	68	23	8	15	15	19	1
TCGA-63-7020-01	1	11	91	11	48	4	7	7	8	33	6
TCGA-63-7021-01	10	6	95	22	74	0	17	1	18	64	1
TCGA-63-7022-01	11	4	70	11	56	0	20	5	20	36	6
TCGA-63-7023-01	4	7	63	8	37	16	0	1	13	29	5
TCGA-63-A5M9-01	7	8	24	15	19	21	11	1	5	22	2
TCGA-63-A5MB-01	18	20	118	11	137	33	3	16	28	28	3
TCGA-63-A5MG-01	5	2	42	1	29	11	19	1	14	16	0
TCGA-63-A5MH-01	11	12	40	35	53	7	8	13	78	23	3
TCGA-63-A5MI-01	7	21	36	3	45	1	30	25	66	24	9
TCGA-63-A5MJ-01	13	7	67	0	53	22	25	5	12	33	6
TCGA-63-A5ML-01	14	8	101	10	67	18	10	22	21	25	10
TCGA-63-A5MM-01	25	0	0	19	0	1199	0	0	33	134	0
TCGA-63-A5MN-01	0	6	0	9	14	12	0	2	2	0	3
TCGA-63-A5MP-01	8	23	56	4	66	21	27	5	2	21	1
TCGA-63-A5MR-01	2	19	43	49	28	7	6	20	37	14	0
TCGA-63-A5MS-01	19	21	127	29	100	22	3	3	110	46	8
TCGA-63-A5MT-01	6	0	65	34	34	4	32	5	71	47	0
TCGA-63-A5MU-01	14	25	59	32	39	25	20	0	45	14	0
TCGA-63-A5MV-01	3	5	51	18	41	12	0	9	4	9	1
TCGA-63-A5MW-01	14	34	159	33	166	26	27	17	52	34	24
TCGA-63-A5MY-01	2	14	76	6	53	1	22	6	17	18	2
TCGA-66-2727-01	7	15	90	5	58	17	0	10	23	22	4
TCGA-66-2734-01	7	12	124	7	50	4	11	2	4	20	8
TCGA-66-2742-01	0	14	99	5	56	10	34	0	10	45	7
TCGA-66-2744-01	12	7	92	0	53	3	10	12	34	20	7
TCGA-66-2754-01	19	35	56	17	119	23	10	0	32	16	19
TCGA-66-2755-01	5	13	131	8	78	4	8	0	7	34	1
TCGA-66-2756-01	4	41	324	18	124	19	13	2	25	55	8
TCGA-66-2757-01	7	12	138	6	90	5	1	8	19	30	2
TCGA-66-2758-01	20	14	78	10	159	18	0	7	96	19	5
TCGA-66-2759-01	25	39	140	24	95	36	48	4	94	33	9
TCGA-66-2763-01	19	30	202	10	120	22	16	0	43	26	6
TCGA-66-2765-01	7	3	20	6	42	13	1	2	5	10	3
TCGA-66-2766-01	14	20	162	90	66	19	20	3	71	34	8
TCGA-66-2767-01	6	42	153	18	76	14	38	12	26	29	0
TCGA-66-2769-01	9	25	94	0	163	12	24	0	61	43	20
TCGA-66-2770-01	9	18	116	23	77	27	6	14	7	21	0
TCGA-66-2771-01	1	24	77	40	59	4	10	19	61	27	5
TCGA-66-2773-01	32	25	69	203	27	0	42	75	277	8	0
TCGA-66-2777-01	14	24	33	16	68	19	9	0	11	18	0
TCGA-66-2778-01	7	3	10	37	30	3	21	11	49	13	1
TCGA-66-2780-01	12	6	43	0	62	1	17	0	24	10	4
TCGA-66-2781-01	6	3	52	17	46	3	8	0	15	13	4
TCGA-66-2782-01	23	35	175	23	103	11	5	8	57	25	1
TCGA-66-2783-01	16	34	99	19	54	20	1	8	27	25	5
TCGA-66-2785-01	77	0	161	83	131	3	27	53	836	87	9
TCGA-66-2786-01	9	14	43	24	73	19	11	3	55	27	5
TCGA-66-2787-01	12	34	267	17	157	0	12	3	33	32	5
TCGA-66-2788-01	8	19	94	11	40	0	19	8	41	10	6
TCGA-66-2789-01	6	52	131	6	124	5	18	3	43	48	0
TCGA-66-2791-01	11	33	86	31	75	4	35	8	58	41	0
TCGA-66-2792-01	10	16	33	4	53	8	34	0	8	6	5
TCGA-66-2793-01	13	17	115	1	142	25	0	5	13	50	3
TCGA-66-2794-01	6	13	32	18	32	24	8	11	50	9	0
TCGA-66-2795-01	17	15	134	8	87	23	22	15	25	11	6
TCGA-66-2800-01	6	32	86	14	65	32	2	3	7	10	1
TCGA-68-7755-01	12	30	108	10	84	34	7	10	20	17	6
TCGA-68-7756-01	1	3	50	6	23	3	20	2	4	6	0
TCGA-68-7757-01	3	8	210	9	70	11	24	0	9	28	6
TCGA-68-8250-01	8	27	134	8	100	16	6	0	25	45	7
TCGA-68-8251-01	23	0	28	31	10	30	107	40	122	0	0
TCGA-68-A59J-01	16	20	173	35	87	10	13	12	82	17	3
TCGA-6A-AB49-01	10	26	243	10	129	15	3	3	24	26	3
TCGA-70-6722-01	17	9	211	21	73	9	5	1	16	0	1
TCGA-70-6723-01	9	14	32	0	33	14	15	0	6	10	7
TCGA-77-6842-01	7	26	161	11	116	15	13	9	44	58	0
TCGA-77-6843-01	12	2	36	0	70	10	16	10	33	28	7
TCGA-77-6844-01	5	38	68	8	48	3	16	13	27	19	1
TCGA-77-6845-01	15	11	92	6	89	1	13	5	27	24	9
TCGA-77-7139-01	10	10	76	27	50	20	5	5	6	25	2
TCGA-77-7140-01	5	18	30	10	91	13	0	9	35	17	1
TCGA-77-7141-01	29	23	169	33	145	11	25	51	333	45	8
TCGA-77-7142-01	20	7	111	20	43	43	22	9	26	30	0
TCGA-77-7335-01	5	27	56	21	49	11	27	9	63	20	4
TCGA-77-7337-01	20	20	117	24	132	15	15	1	36	34	11
TCGA-77-7338-01	2	7	25	7	44	19	0	12	38	17	0
TCGA-77-7463-01	15	18	228	14	100	5	22	4	34	44	4
TCGA-77-7465-01	20	27	165	3	161	18	19	11	22	27	9
TCGA-77-8007-01	2	7	40	10	10	9	22	0	7	10	2
TCGA-77-8008-01	5	22	90	7	42	2	19	0	1	23	9
TCGA-77-8009-01	12	14	43	31	39	16	12	6	10	23	6
TCGA-77-8128-01	13	5	149	20	87	21	26	0	16	37	4
TCGA-77-8130-01	8	15	60	8	67	32	0	2	7	26	1
TCGA-77-8131-01	2	10	15	0	20	5	3	1	18	13	0
TCGA-77-8133-01	17	40	192	17	115	36	0	12	11	30	1
TCGA-77-8136-01	21	9	105	60	53	6	11	24	255	19	0
TCGA-77-8138-01	6	6	30	0	46	11	0	5	6	15	1
TCGA-77-8139-01	6	18	73	5	68	26	1	12	26	23	5
TCGA-77-8140-01	6	17	135	40	153	8	0	17	54	21	6
TCGA-77-8143-01	3	13	54	0	47	14	8	8	15	19	2
TCGA-77-8144-01	17	27	180	22	124	12	16	7	30	43	4
TCGA-77-8145-01	8	11	21	0	36	15	8	4	24	21	2
TCGA-77-8146-01	7	23	54	8	73	8	2	6	10	13	0
TCGA-77-8148-01	12	28	78	13	90	25	33	14	7	27	2
TCGA-77-8150-01	0	9	51	5	34	19	14	2	10	4	1
TCGA-77-8153-01	6	15	68	0	39	9	21	0	18	42	4
TCGA-77-8154-01	10	15	71	25	82	16	14	1	7	12	3
TCGA-77-8156-01	14	22	100	0	59	25	6	4	14	21	6
TCGA-77-A5FZ-01	0	0	1	0	0	0	0	0	0	0	0
TCGA-77-A5G1-01	4	8	68	13	68	5	2	4	9	18	2
TCGA-77-A5G3-01	41	60	317	37	147	47	16	2	87	18	4
TCGA-77-A5G6-01	14	19	292	17	163	14	38	4	24	24	5
TCGA-77-A5G7-01	0	7	22	12	36	12	0	6	7	21	5
TCGA-77-A5G8-01	21	20	84	1	76	23	10	0	15	28	0
TCGA-77-A5GA-01	7	15	54	11	34	15	32	6	12	6	2
TCGA-77-A5GB-01	16	0	8	29	25	12	11	1	55	14	0
TCGA-77-A5GF-01	8	9	40	8	37	11	3	5	18	6	1
TCGA-77-A5GH-01	15	12	92	33	61	6	26	12	53	28	5
TCGA-79-5596-01	7	20	94	7	70	10	14	0	7	22	0
TCGA-85-6175-01	3	1	1	5	16	9	11	7	1	0	0
TCGA-85-6560-01	21	9	142	2	152	42	24	3	46	58	19
TCGA-85-6561-01	13	12	84	23	88	11	0	7	41	19	7
TCGA-85-6798-01	8	19	76	5	104	25	9	10	40	35	10
TCGA-85-7696-01	19	18	59	21	45	8	38	10	21	23	1
TCGA-85-7697-01	19	24	110	27	74	23	0	4	22	35	4
TCGA-85-7698-01	8	21	20	9	52	17	0	0	23	14	3
TCGA-85-7699-01	1	17	59	12	67	11	30	0	13	29	4
TCGA-85-7710-01	6	18	41	33	64	15	9	0	36	22	0
TCGA-85-7843-01	4	28	69	10	65	17	10	4	52	29	5
TCGA-85-7844-01	7	18	67	2	51	16	13	1	5	33	3
TCGA-85-7950-01	9	16	138	27	30	15	8	4	41	32	8
TCGA-85-8048-01	10	4	49	9	23	11	20	0	10	16	0
TCGA-85-8049-01	7	21	91	19	44	17	12	11	14	21	10
TCGA-85-8052-01	6	16	27	8	37	19	5	2	7	22	7
TCGA-85-8070-01	3	18	86	14	76	16	8	3	25	22	6
TCGA-85-8071-01	9	41	190	29	123	26	4	0	22	29	9
TCGA-85-8072-01	2	20	47	12	58	7	35	0	11	26	9
TCGA-85-8276-01	10	32	91	5	90	11	6	9	36	54	7
TCGA-85-8277-01	12	23	65	44	84	16	18	0	20	16	3
TCGA-85-8287-01	5	22	91	18	73	7	21	1	28	42	9
TCGA-85-8288-01	5	26	80	16	63	25	40	1	16	20	13
TCGA-85-8350-01	19	20	179	33	78	26	0	0	25	15	5
TCGA-85-8351-01	2	13	43	8	46	30	2	1	15	23	4
TCGA-85-8352-01	13	23	115	3	88	7	7	14	42	12	3
TCGA-85-8353-01	6	16	63	13	67	18	0	0	9	25	5
TCGA-85-8354-01	10	0	48	29	61	5	31	11	51	25	0
TCGA-85-8355-01	3	27	85	27	84	0	23	3	3	24	3
TCGA-85-8479-01	10	12	21	10	32	14	27	1	4	17	0
TCGA-85-8481-01	5	29	177	10	52	14	16	1	26	52	6
TCGA-85-8580-01	10	10	123	3	101	12	9	23	7	39	5
TCGA-85-8582-01	15	10	219	1	77	20	6	1	24	12	9
TCGA-85-8584-01	3	30	176	18	46	3	12	8	23	7	4
TCGA-85-8664-01	10	4	98	13	66	14	20	5	24	22	5
TCGA-85-8666-01	15	21	102	8	71	7	4	8	28	25	7
TCGA-85-A4CL-01	74	6	59	360	30	14	14	48	429	0	0
TCGA-85-A4CN-01	2	12	80	14	56	3	30	0	8	30	4
TCGA-85-A4JB-01	20	36	250	17	156	4	12	2	26	52	11
TCGA-85-A4JC-01	19	6	82	34	65	0	21	4	71	21	2
TCGA-85-A4PA-01	0	0	2	0	0	6	4	0	0	0	1
TCGA-85-A4QQ-01	14	20	39	61	33	7	2	32	161	25	2
TCGA-85-A4QR-01	12	11	40	14	63	33	12	9	37	36	12
TCGA-85-A50M-01	2	6	38	12	11	2	20	3	6	2	2
TCGA-85-A50Z-01	7	44	248	13	137	10	0	0	56	56	0
TCGA-85-A510-01	10	11	97	0	39	10	9	0	5	4	0
TCGA-85-A511-01	4	13	119	18	45	0	16	9	19	17	4
TCGA-85-A512-01	7	11	49	17	53	6	1	1	27	22	6
TCGA-85-A513-01	1	7	0	1	10	5	0	1	1	0	2
TCGA-85-A53L-01	3	12	80	0	105	2	20	1	11	10	0
TCGA-85-A5B5-01	7	24	200	15	147	0	29	4	10	25	5
TCGA-90-7766-01	0	5	31	21	33	7	12	0	10	16	0
TCGA-90-7767-01	4	6	45	21	24	2	20	0	4	12	0
TCGA-90-7769-01	22	36	291	31	137	22	20	5	20	39	6
TCGA-90-7964-01	29	30	210	61	101	4	18	16	82	44	0
TCGA-90-A4ED-01	1132	1266	0	173	0	0	0	169	0	0	0
TCGA-90-A4EE-01	30	23	95	75	71	22	5	7	90	35	0
TCGA-90-A59Q-01	3	23	208	7	79	19	4	4	5	1	1
TCGA-92-7340-01	25	14	158	24	72	0	74	7	129	51	3
TCGA-92-7341-01	5	17	41	12	36	38	13	11	9	32	1
TCGA-92-8063-01	5	48	168	0	132	0	11	8	26	37	5
TCGA-92-8064-01	15	27	85	8	66	26	9	3	10	20	4
TCGA-92-8065-01	31	0	3	110	9	1	21	16	165	0	0
TCGA-94-7033-01	10	7	5	0	41	12	15	4	50	12	0
TCGA-94-7557-01	18	8	1	17	17	10	7	7	39	15	0
TCGA-94-7943-01	30	0	34	52	35	1	18	17	63	3	0
TCGA-94-8035-01	7	12	77	28	57	22	1	6	23	17	1
TCGA-94-8490-01	21	49	137	21	133	277	42	0	61	348	45
TCGA-94-8491-01	23	11	163	26	267	18	13	1	101	35	21
TCGA-94-A4VJ-01	13	23	236	11	100	14	31	2	40	32	10
TCGA-94-A5I4-01	6	25	104	13	69	14	21	7	17	31	6
TCGA-94-A5I6-01	10	15	78	7	30	15	13	0	18	23	5
TCGA-96-7544-01	17	2	161	8	118	18	15	21	75	54	9
TCGA-96-7545-01	5	7	33	9	27	5	10	11	7	27	8
TCGA-96-8169-01	2	26	50	0	54	0	32	6	14	27	3
TCGA-96-8170-01	10	6	110	32	60	13	0	11	60	27	2
TCGA-96-A4JK-01	25	34	211	46	168	33	12	13	62	26	4
TCGA-96-A4JL-01	7	0	0	3	7	19	26	9	1	0	0
TCGA-98-7454-01	10	14	107	21	52	1	15	5	27	7	2
TCGA-98-8020-01	1	0	5	17	31	12	13	10	29	0	0
TCGA-98-8021-01	91	0	127	388	67	13	9	51	520	24	0
TCGA-98-8022-01	4	22	57	0	78	12	26	21	57	22	8
TCGA-98-8023-01	19	4	82	7	67	6	11	2	12	38	3
TCGA-98-A538-01	25	34	361	53	207	11	22	10	83	26	10
TCGA-98-A539-01	16	14	78	17	44	14	0	0	29	14	2
TCGA-98-A53A-01	9	31	181	10	56	8	15	4	25	42	10
TCGA-98-A53B-01	7	8	30	12	53	4	17	3	22	31	3
TCGA-98-A53C-01	0	0	0	0	0	0	0	0	0	3	1
TCGA-98-A53H-01	2	1	26	0	4	0	1	0	1	1	1
TCGA-98-A53I-01	12	42	150	29	138	20	25	1	37	24	11
TCGA-98-A53J-01	6	3	30	39	23	4	19	2	7	9	2
TCGA-J1-A4AH-01	8	16	42	30	38	0	25	13	37	16	9
TCGA-L3-A4E7-01	0	11	42	5	33	14	0	0	3	18	0
TCGA-L3-A524-01	8	16	174	3	142	15	7	11	15	41	2
TCGA-LA-A446-01	12	38	162	32	81	10	16	17	31	14	6
TCGA-LA-A7SW-01	0	0	1	8	26	14	15	4	28	13	14
TCGA-MF-A522-01	49	0	82	235	63	27	16	25	218	35	6
TCGA-NC-A5HD-01	20	29	202	0	191	8	11	2	50	40	13
TCGA-NC-A5HE-01	4	33	109	9	25	13	0	7	22	29	2
TCGA-NC-A5HF-01	3	12	118	4	90	20	10	5	28	22	3
TCGA-NC-A5HG-01	62	147	118	80	180	35	0	0	101	50	13
TCGA-NC-A5HH-01	12	41	155	15	97	4	34	9	18	43	8
TCGA-NC-A5HI-01	3	23	240	43	77	0	40	12	60	36	10
TCGA-NC-A5HJ-01	13	14	262	1	130	9	12	13	23	27	1
TCGA-NC-A5HK-01	2	18	148	11	108	15	0	9	12	17	2
TCGA-NC-A5HL-01	10	18	58	21	85	13	23	1	14	20	7
TCGA-NC-A5HM-01	21	10	107	4	131	14	5	4	25	25	8
TCGA-NC-A5HN-01	36	85	216	26	219	15	29	3	28	69	14
TCGA-NC-A5HO-01	8	27	99	5	68	8	13	0	29	45	6
TCGA-NC-A5HP-01	26	1	238	20	95	1	32	4	56	31	6
TCGA-NC-A5HQ-01	13	31	164	15	96	21	23	7	25	29	4
TCGA-NC-A5HR-01	11	26	158	4	125	0	18	7	19	32	9
TCGA-NC-A5HT-01	18	45	169	5	91	24	8	13	22	11	8
TCGA-NK-A5CR-01	22	35	134	17	72	11	16	0	28	38	9
TCGA-NK-A5CT-01	3	31	146	33	69	19	10	13	55	25	3
TCGA-NK-A5CX-01	2	10	119	1	38	2	14	4	6	19	0
TCGA-NK-A5D1-01	7	21	21	8	48	16	9	7	15	7	1
TCGA-NK-A7XE-01	11	0	1	42	0	6	6	0	54	12	0
TCGA-O2-A52N-01	28	3	242	13	199	26	0	14	68	36	6
TCGA-O2-A52Q-01	38	19	650	89	211	34	5	21	135	20	3
TCGA-O2-A52S-01	22	24	138	44	111	20	8	15	71	14	4
TCGA-O2-A52V-01	6	28	135	15	76	8	6	20	10	22	6
TCGA-O2-A52W-01	11	0	36	11	23	20	1	0	5	23	0
TCGA-O2-A5IB-01	5	27	128	9	84	0	0	6	13	42	0
TCGA-XC-AA0X-01	3	30	62	19	44	14	0	6	17	31	5
TCGA-3M-AB46-01	6	10	26	12	58	33	7	5	24	12	5
TCGA-3M-AB47-01	2	14	8	2	12	30	47	16	0	0	10
TCGA-B7-5816-01	24	10	97	0	0	410	372	43	0	392	59
TCGA-B7-5818-01	30	46	0	60	97	49	48	8	0	40	116
TCGA-B7-A5TI-01	6	1	22	0	0	295	243	32	12	81	1
TCGA-B7-A5TJ-01	10	6	0	0	5	95	115	20	2	0	59
TCGA-B7-A5TK-01	0	0	6	4	0	13	37	1	9	0	0
TCGA-B7-A5TN-01	0	0	3	3	32	1	39	16	1	0	5
TCGA-BR-4183-01	5	3	0	0	0	11	39	5	1	0	6
TCGA-BR-4184-01	44	0	0	0	0	4035	0	0	0	58	0
TCGA-BR-4187-01	2	0	0	1	1	13	12	7	2	0	0
TCGA-BR-4188-01	2	0	0	0	0	19	72	2	3	0	5
TCGA-BR-4191-01	28	0	48	10	83	29	5	9	23	12	7
TCGA-BR-4201-01	15	17	0	0	0	577	539	93	0	256	0
TCGA-BR-4253-01	2	10	0	5	15	13	26	8	7	4	14
TCGA-BR-4255-01	3	6	0	1	10	10	29	7	0	6	2
TCGA-BR-4256-01	14	27	58	20	0	374	306	17	2	259	60
TCGA-BR-4257-01	6	39	53	0	0	371	350	82	0	306	26
TCGA-BR-4267-01	3	0	4	0	51	5	12	7	11	2	12
TCGA-BR-4279-01	1	3	1	0	0	8	20	17	2	8	1
TCGA-BR-4280-01	14	7	60	2	0	301	113	2	0	203	70
TCGA-BR-4292-01	1	0	0	0	0	563	772	98	0	62	0
TCGA-BR-4294-01	1	6	2	1	16	10	0	0	0	3	0
TCGA-BR-4357-01	14	12	24	17	39	17	33	14	45	24	80
TCGA-BR-4361-01	47	78	0	42	0	647	533	73	3	1517	1
TCGA-BR-4362-01	14	0	0	0	0	562	611	27	0	337	158
TCGA-BR-4363-01	2	0	0	0	0	197	207	33	0	132	15
TCGA-BR-4366-01	6	14	1	0	37	27	48	2	16	7	21
TCGA-BR-4368-01	21	21	0	7	0	553	506	47	6	273	0
TCGA-BR-4369-01	12	2	0	14	6	44	35	13	14	0	93
TCGA-BR-4370-01	17	0	0	5	0	478	564	100	0	58	0
TCGA-BR-4371-01	5	0	0	13	0	52	95	19	5	0	14
TCGA-BR-6452-01	132	280	68	117	164	1792	600	112	10	2696	156
TCGA-BR-6453-01	4	0	0	8	0	34	42	0	1	0	137
TCGA-BR-6454-01	0	11	9	5	37	24	29	12	13	10	29
TCGA-BR-6455-01	0	21	1	4	1	46	36	4	1	0	1
TCGA-BR-6456-01	0	4	9	1	6	0	16	1	2	6	2
TCGA-BR-6457-01	0	7	0	6	16	15	50	7	1	0	39
TCGA-BR-6458-01	3	1	0	2	8	28	60	1	9	0	263
TCGA-BR-6563-01	3	0	0	1	0	20	41	5	0	3	13
TCGA-BR-6564-01	4	0	5	2	2	9	5	9	5	0	0
TCGA-BR-6565-01	9	1	0	0	62	20	28	18	14	17	7
TCGA-BR-6566-01	20	7	82	0	0	424	219	36	0	216	44
TCGA-BR-6705-01	0	0	0	6	15	9	48	5	5	1	27
TCGA-BR-6706-01	5	5	0	4	0	15	33	6	0	20	155
TCGA-BR-6707-01	0	3	2	8	5	22	43	5	1	0	1
TCGA-BR-6709-01	1	9	0	4	9	11	0	2	3	8	6
TCGA-BR-6801-01	4	6	0	2	0	2	34	7	4	2	0
TCGA-BR-6802-01	12	8	0	1	0	385	7	13	1	85	12
TCGA-BR-6803-01	2	0	5	0	0	1	9	1	1	0	0
TCGA-BR-6852-01	26	9	50	0	0	576	213	40	0	210	48
TCGA-BR-7196-01	5	8	6	0	22	13	20	0	6	0	6
TCGA-BR-7197-01	6	15	0	2	0	28	75	17	6	0	75
TCGA-BR-7703-01	6	7	34	0	0	263	301	35	11	106	14
TCGA-BR-7704-01	20	3	54	28	100	19	56	7	35	15	112
TCGA-BR-7707-01	16	0	25	2	0	583	468	64	0	312	58
TCGA-BR-7715-01	2	10	7	3	9	37	50	19	2	5	23
TCGA-BR-7716-01	10	0	23	30	19	17	13	5	49	8	21
TCGA-BR-7717-01	3	2	0	1	21	33	63	10	9	3	33
TCGA-BR-7722-01	1	4	0	2	3	16	20	7	2	3	0
TCGA-BR-7723-01	12	0	10	8	10	6	66	0	2	18	76
TCGA-BR-7851-01	1	21	24	0	0	573	644	98	0	210	0
TCGA-BR-7901-01	13	0	4	14	44	20	46	5	17	10	56
TCGA-BR-7957-01	6	0	3	0	13	11	19	7	0	0	2
TCGA-BR-7958-01	13	3	9	10	60	22	34	4	9	2	42
TCGA-BR-7959-01	2	6	0	6	21	25	27	12	8	0	18
TCGA-BR-8058-01	1	2	1	4	16	5	6	2	6	10	7
TCGA-BR-8059-01	13	19	84	0	102	200	198	23	22	98	77
TCGA-BR-8060-01	11	20	12	17	37	3	59	0	9	20	93
TCGA-BR-8077-01	7	0	0	0	30	30	37	15	11	3	8
TCGA-BR-8078-01	2	0	26	7	0	686	486	94	0	275	28
TCGA-BR-8080-01	0	0	13	0	26	50	48	10	8	8	60
TCGA-BR-8081-01	16	0	32	1	0	438	349	48	0	123	15
TCGA-BR-8284-01	11	0	13	4	0	149	170	25	3	15	11
TCGA-BR-8285-01	13	0	3	2	5	20	53	4	0	0	20
TCGA-BR-8286-01	9	12	0	12	28	42	27	3	1	3	31
TCGA-BR-8289-01	8	4	19	4	23	24	43	11	10	11	82
TCGA-BR-8291-01	0	0	2	0	13	4	6	0	2	0	5
TCGA-BR-8295-01	0	0	0	0	15	11	3	6	8	3	11
TCGA-BR-8296-01	0	0	0	7	5	21	43	5	9	0	0
TCGA-BR-8297-01	5	14	0	2	16	49	47	0	16	11	131
TCGA-BR-8360-01	11	7	33	0	0	502	277	52	4	108	6
