Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-D9-A3Z4-01	147	10	17	22	0	7	4
TCGA-D9-A4Z2-01	1	7	8	3	0	5	7
TCGA-D9-A4Z3-01	948	0	42	88	0	0	0
TCGA-D9-A4Z5-01	11	47	15	5	8	2	0
TCGA-D9-A4Z6-06	285	0	0	74	10	0	0
TCGA-D9-A6E9-06	170	2	6	44	9	15	0
TCGA-D9-A6EA-06	638	0	0	171	51	22	7
TCGA-D9-A6EC-06	2824	0	0	794	216	351	1583
TCGA-D9-A6EG-06	47	7	15	12	9	14	0
TCGA-DA-A1HV-06	1292	0	0	440	126	12	0
TCGA-DA-A1HW-06	297	0	2	117	22	14	0
TCGA-DA-A1HY-06	819	0	0	166	0	13	0
TCGA-DA-A1I0-06	490	4	9	143	15	25	0
TCGA-DA-A1I1-06	376	0	0	132	16	7	0
TCGA-DA-A1I2-06	117	8	6	26	10	10	2
TCGA-DA-A1I4-06	266	0	6	81	9	0	0
TCGA-DA-A1I5-06	447	0	0	123	15	4	0
TCGA-DA-A1I7-06	360	1	11	218	19	0	0
TCGA-DA-A1I8-06	159	11	9	24	20	29	0
TCGA-DA-A1IA-06	320	8	24	60	40	32	0
TCGA-DA-A1IB-06	0	4	0	0	2	2	0
TCGA-DA-A1IC-06	957	12	48	276	9	60	0
TCGA-DA-A3F3-06	252	0	5	118	15	2	0
TCGA-DA-A3F5-06	283	25	24	82	13	30	0
TCGA-DA-A3F8-06	1225	0	0	363	56	0	0
TCGA-DA-A95V-06	252	15	24	49	23	5	4
TCGA-DA-A95W-06	164	0	7	39	0	5	1
TCGA-DA-A95X-06	436	11	0	187	27	23	0
TCGA-DA-A95Y-06	397	0	1	115	7	37	4
TCGA-DA-A95Z-06	1813	0	0	724	90	29	0
TCGA-DA-A960-01	808	0	0	335	44	0	0
TCGA-EB-A1NK-01	129	4	8	42	9	4	0
TCGA-EB-A24C-01	3	8	15	3	1	3	2
TCGA-EB-A24D-01	585	5	5	161	25	29	5
TCGA-EB-A299-01	164	0	3	37	3	0	0
TCGA-EB-A3HV-01	25	16	3	11	5	3	0
TCGA-EB-A3XB-01	475	0	1	162	12	46	0
TCGA-EB-A3XC-01	404	17	8	107	9	6	17
TCGA-EB-A3XD-01	357	0	0	156	7	0	0
TCGA-EB-A3XE-01	11	5	5	0	0	0	1
TCGA-EB-A3XF-01	375	0	0	124	24	13	0
TCGA-EB-A3Y6-01	557	18	19	189	33	25	0
TCGA-EB-A3Y7-01	990	0	0	346	95	87	0
TCGA-EB-A41A-01	1824	0	0	618	124	54	0
TCGA-EB-A41B-01	372	0	0	159	24	0	0
TCGA-EB-A42Y-01	20	9	18	7	6	6	15
TCGA-EB-A42Z-01	86	18	10	43	0	0	0
TCGA-EB-A430-01	385	5	7	119	0	11	2
TCGA-EB-A431-01	1873	0	0	432	88	0	4
TCGA-EB-A44N-01	143	10	3	52	0	0	0
TCGA-EB-A44O-01	503	18	18	138	0	10	5
TCGA-EB-A44P-01	344	2	0	93	8	31	0
TCGA-EB-A44Q-06	15	12	14	1	2	12	1
TCGA-EB-A44R-06	0	13	29	6	1	14	8
TCGA-EB-A4IQ-01	4	3	6	3	0	6	0
TCGA-EB-A4IS-01	594	28	0	104	21	26	0
TCGA-EB-A4OY-01	5	8	24	0	7	19	9
TCGA-EB-A4OZ-01	2	7	0	0	0	5	2
TCGA-EB-A4P0-01	174	6	15	29	12	22	0
TCGA-EB-A4XL-01	509	0	7	101	28	13	8
TCGA-EB-A51B-01	443	0	17	69	20	18	0
TCGA-EB-A550-01	136	4	12	51	0	0	0
TCGA-EB-A551-01	291	0	0	134	14	32	3
TCGA-EB-A553-01	268	43	20	66	9	14	15
TCGA-EB-A57M-01	0	15	21	1	11	10	1
TCGA-EB-A5FP-01	388	0	6	116	34	13	0
TCGA-EB-A5KH-06	6	20	18	1	3	0	6
TCGA-EB-A5SE-01	281	1	1	86	15	14	0
TCGA-EB-A5SF-01	12	6	0	6	8	10	0
TCGA-EB-A5SG-06	275	0	0	60	16	18	0
TCGA-EB-A5SH-06	22	60	14	0	8	14	4
TCGA-EB-A5UL-06	416	41	9	124	6	20	16
TCGA-EB-A5UM-01	555	3	12	175	0	7	0
TCGA-EB-A5UN-06	726	16	14	189	21	32	0
TCGA-EB-A5VU-01	17	22	18	2	5	0	1
TCGA-EB-A6L9-06	1	6	11	2	4	4	0
TCGA-EB-A6QY-01	616	0	0	220	26	10	0
TCGA-EB-A6QZ-01	279	18	5	67	3	10	5
TCGA-EB-A6R0-01	370	2	17	98	31	10	0
TCGA-EB-A82B-01	11	9	31	0	4	7	3
TCGA-EB-A82C-01	7	11	7	18	0	5	0
TCGA-EB-A85I-01	194	23	8	74	5	2	0
TCGA-EB-A85J-01	392	0	0	162	10	0	0
TCGA-EB-A97M-01	304	0	12	105	8	0	0
TCGA-EE-A17X-06	773	0	0	241	57	19	0
TCGA-EE-A17Y-06	163	0	6	26	17	20	0
TCGA-EE-A17Z-06	0	13	5	1	0	7	0
TCGA-EE-A180-06	498	0	17	181	11	18	0
TCGA-EE-A181-06	2887	0	0	869	145	103	0
TCGA-EE-A182-06	1366	0	0	515	95	64	0
TCGA-EE-A183-06	704	0	0	276	18	18	0
TCGA-EE-A184-06	7	379	13	11	0	0	0
TCGA-EE-A185-06	181	7	6	51	17	6	0
TCGA-EE-A20B-06	175	4	0	45	5	15	0
TCGA-EE-A20C-06	2115	10	22	529	72	92	31
TCGA-EE-A20F-06	454	0	0	154	35	8	0
TCGA-EE-A20H-06	567	0	0	175	9	53	9
TCGA-EE-A20I-06	1	11	7	4	4	2	1
TCGA-EE-A29A-06	281	3	0	51	19	0	0
TCGA-EE-A29B-06	523	0	0	138	51	37	0
TCGA-EE-A29C-06	414	0	8	139	5	7	0
TCGA-EE-A29D-06	4021	0	0	1140	83	0	0
TCGA-EE-A29E-06	3461	0	0	1112	316	0	0
TCGA-EE-A29G-06	293	0	0	112	19	50	0
TCGA-EE-A29H-06	302	0	0	97	11	8	0
TCGA-EE-A29L-06	1971	0	0	618	136	35	0
TCGA-EE-A29M-06	2412	0	0	678	157	0	0
TCGA-EE-A29N-06	623	0	25	152	15	19	13
TCGA-EE-A29P-06	334	0	8	58	3	7	0
TCGA-EE-A29Q-06	261	4	3	103	13	25	0
TCGA-EE-A29R-06	676	0	0	207	38	13	0
TCGA-EE-A29S-06	1062	0	0	332	39	65	0
TCGA-EE-A29T-06	300	28	31	128	21	5	0
TCGA-EE-A29V-06	1108	11	30	182	26	55	0
TCGA-EE-A29W-06	52	10	8	17	3	0	3
TCGA-EE-A29X-06	153	1	0	33	7	10	1
TCGA-EE-A2A0-06	396	0	0	106	19	12	0
TCGA-EE-A2A1-06	385	0	0	138	6	0	0
TCGA-EE-A2A2-06	1620	25	35	264	51	50	29
TCGA-EE-A2A5-06	300	9	1	79	22	27	0
TCGA-EE-A2A6-06	258	0	0	129	18	12	0
TCGA-EE-A2GB-06	668	0	0	205	19	19	0
TCGA-EE-A2GC-06	2401	0	0	702	110	21	0
TCGA-EE-A2GD-06	517	0	0	180	27	20	0
TCGA-EE-A2GE-06	252	2	3	40	12	17	0
TCGA-EE-A2GH-06	306	0	2	87	23	8	0
TCGA-EE-A2GI-06	1548	0	0	459	70	65	0
TCGA-EE-A2GJ-06	1157	0	0	347	36	65	5
TCGA-EE-A2GK-06	0	3	0	0	0	0	1
TCGA-EE-A2GL-06	377	7	0	96	0	7	10
TCGA-EE-A2GM-06	733	0	6	193	34	8	0
TCGA-EE-A2GN-06	409	20	0	93	27	20	0
TCGA-EE-A2GO-06	2149	0	10	572	15	27	8
TCGA-EE-A2GP-06	633	0	3	206	17	5	0
TCGA-EE-A2GR-06	1676	0	30	393	71	39	6
TCGA-EE-A2GS-06	335	0	0	104	20	9	0
TCGA-EE-A2GT-06	340	0	18	95	9	0	0
TCGA-EE-A2GU-06	634	0	0	164	30	0	0
TCGA-EE-A2M5-06	2062	13	0	523	64	51	52
TCGA-EE-A2M6-06	555	2	2	136	19	27	5
TCGA-EE-A2M7-06	21	29	7	16	6	5	2
TCGA-EE-A2M8-06	79	0	0	53	10	9	0
TCGA-EE-A2MC-06	701	0	0	308	0	21	0
TCGA-EE-A2MD-06	1592	0	0	652	71	16	0
TCGA-EE-A2ME-06	26	2	3	11	0	0	0
TCGA-EE-A2MF-06	695	0	0	230	51	49	7
TCGA-EE-A2MG-06	220	0	3	48	4	2	0
TCGA-EE-A2MH-06	144	4	11	35	0	5	2
TCGA-EE-A2MI-06	1095	0	0	310	49	34	0
TCGA-EE-A2MJ-06	1876	0	0	684	92	0	0
TCGA-EE-A2MK-06	250	0	0	90	32	32	0
TCGA-EE-A2ML-06	554	25	6	145	16	12	0
TCGA-EE-A2MM-06	557	0	0	204	0	0	0
TCGA-EE-A2MN-06	132	0	1	44	14	14	0
TCGA-EE-A2MP-06	268	10	13	83	1	18	0
TCGA-EE-A2MQ-06	237	19	5	89	6	4	5
TCGA-EE-A2MR-06	2960	0	0	1934	167	0	0
TCGA-EE-A2MS-06	2997	0	0	829	156	0	0
TCGA-EE-A2MT-06	964	0	2	257	24	12	0
TCGA-EE-A2MU-06	625	0	0	210	41	0	34
TCGA-EE-A3AA-06	1411	0	0	519	108	12	0
TCGA-EE-A3AB-06	394	0	0	19	0	455	41
TCGA-EE-A3AC-06	1002	0	0	272	57	54	0
TCGA-EE-A3AD-06	420	7	4	122	14	29	0
TCGA-EE-A3AE-06	1423	0	0	482	108	0	0
TCGA-EE-A3AF-06	1103	18	42	162	13	21	2
TCGA-EE-A3AG-06	1791	0	0	459	55	7	0
TCGA-EE-A3AH-06	389	0	0	109	10	0	0
TCGA-EE-A3J3-06	128	9	27	53	8	2	0
TCGA-EE-A3J4-06	253	0	31	58	31	24	21
TCGA-EE-A3J5-06	2222	0	0	570	53	95	0
TCGA-EE-A3J7-06	922	54	72	206	34	48	14
TCGA-EE-A3J8-06	251	0	0	84	22	14	0
TCGA-EE-A3JA-06	1051	0	0	325	59	0	0
TCGA-EE-A3JB-06	591	24	22	124	39	42	17
TCGA-EE-A3JD-06	2074	0	0	931	40	57	0
TCGA-EE-A3JE-06	250	12	4	85	3	14	1
TCGA-EE-A3JH-06	162	0	22	44	12	5	0
TCGA-EE-A3JI-06	1079	47	31	234	78	67	0
TCGA-ER-A193-06	1898	0	0	591	66	64	0
TCGA-ER-A194-01	1449	0	0	368	38	11	0
TCGA-ER-A195-06	249	0	0	85	10	4	0
TCGA-ER-A196-01	0	3	11	4	0	7	0
TCGA-ER-A197-06	1	11	14	0	0	24	2
TCGA-ER-A198-06	480	11	24	115	16	6	0
TCGA-ER-A199-06	260	2	0	88	12	10	0
TCGA-ER-A19A-06	162	0	0	85	1	0	0
TCGA-ER-A19B-06	21	3	4	19	2	80	2
TCGA-ER-A19C-06	79	5	1	15	13	8	1
TCGA-ER-A19D-06	452	0	18	162	7	3	0
TCGA-ER-A19E-06	367	22	12	151	25	40	0
TCGA-ER-A19F-06	975	0	0	281	18	39	0
TCGA-ER-A19G-06	506	2	14	133	7	25	11
TCGA-ER-A19H-06	242	21	7	95	0	8	0
TCGA-ER-A19J-06	203	0	6	71	11	0	0
TCGA-ER-A19K-01	414	0	8	72	8	0	0
TCGA-ER-A19L-06	54	1	0	11	4	2	2
TCGA-ER-A19M-06	509	0	10	141	14	3	0
TCGA-ER-A19N-06	487	0	0	132	28	14	1
TCGA-ER-A19O-06	158	0	0	69	2	15	0
TCGA-ER-A19P-06	237	319	0	68	16	0	0
TCGA-ER-A19Q-06	97	1	8	57	0	0	0
TCGA-ER-A19S-06	202	0	9	30	10	24	0
TCGA-ER-A19T-01	15	15	20	0	8	4	8
TCGA-ER-A19W-06	308	0	20	91	32	37	0
TCGA-ER-A1A1-06	82	2	0	7	0	1	2
TCGA-ER-A2NB-01	9	28	23	6	1	10	8
TCGA-ER-A2NC-06	423	2	0	111	16	0	0
TCGA-ER-A2ND-06	57	9	17	29	0	31	2
TCGA-ER-A2NE-06	101	7	0	40	16	15	0
TCGA-ER-A2NF-01	28	0	9	4	0	0	0
TCGA-ER-A2NG-06	249	0	0	47	37	0	14
TCGA-ER-A2NH-06	295	0	0	103	13	4	0
TCGA-ER-A3ES-06	0	2	19	4	0	0	4
TCGA-ER-A3ET-06	24	31	26	0	15	12	8
TCGA-ER-A3EV-06	16	29	27	0	18	0	9
TCGA-ER-A3PL-06	434	6	5	62	12	0	0
TCGA-ER-A42H-01	5	21	41	2	6	0	3
TCGA-ER-A42K-06	176	13	2	50	14	18	0
TCGA-ER-A42L-06	1021	0	0	210	50	20	0
TCGA-FR-A2OS-01	0	0	10	3	0	2	1
TCGA-FR-A3R1-01	430	19	11	129	0	0	0
TCGA-FR-A3YN-06	552	1	0	203	7	25	0
TCGA-FR-A3YO-06	844	0	0	317	19	9	0
TCGA-FR-A44A-06	287	18	19	73	14	9	0
TCGA-FR-A69P-06	210	0	4	82	6	3	0
TCGA-FR-A726-01	7903	0	0	1764	479	0	0
TCGA-FR-A728-01	379	0	0	110	32	19	0
TCGA-FR-A729-06	823	0	0	306	60	15	0
TCGA-FR-A7U8-06	5	5	28	1	5	0	0
TCGA-FR-A7U9-06	1764	0	0	611	105	0	0
TCGA-FR-A7UA-06	178	0	0	44	19	0	0
TCGA-FR-A8YC-06	2854	0	0	937	179	130	0
TCGA-FR-A8YD-06	27	41	9	2	17	26	10
TCGA-FR-A8YE-06	327	0	0	99	23	22	0
TCGA-FS-A1YW-06	147	0	11	52	9	0	0
TCGA-FS-A1YX-06	9	12	5	3	1	0	0
TCGA-FS-A1YY-06	221	0	12	37	4	0	0
TCGA-FS-A1Z0-06	216	0	10	77	22	24	2
TCGA-FS-A1Z3-06	959	0	0	366	38	27	0
TCGA-FS-A1Z4-06	38	1	2	2	0	9	1
TCGA-FS-A1Z7-06	180	0	9	41	11	9	0
TCGA-FS-A1ZA-06	1080	0	0	436	74	34	0
TCGA-FS-A1ZB-06	234	0	0	79	3	0	0
TCGA-FS-A1ZC-06	706	0	0	231	31	10	0
TCGA-FS-A1ZD-06	243	3	7	54	8	20	6
TCGA-FS-A1ZE-06	102	6	6	49	12	15	0
TCGA-FS-A1ZF-06	167	5	10	61	8	28	0
TCGA-FS-A1ZG-06	0	3	23	0	8	6	5
TCGA-FS-A1ZH-06	8	11	12	11	1	1	0
TCGA-FS-A1ZJ-06	15	15	30	0	11	11	1
TCGA-FS-A1ZK-06	1766	33	0	327	35	31	20
TCGA-FS-A1ZM-06	223	24	5	66	3	4	6
TCGA-FS-A1ZN-01	101	0	8	14	6	8	0
TCGA-FS-A1ZP-06	355	0	0	190	29	6	0
TCGA-FS-A1ZQ-06	491	0	0	146	34	5	7
TCGA-FS-A1ZR-06	133	3	0	49	0	2	0
TCGA-FS-A1ZS-06	264	3	20	69	17	11	0
TCGA-FS-A1ZT-06	183	0	5	51	3	0	0
TCGA-FS-A1ZU-06	4	6	24	16	0	0	2
TCGA-FS-A1ZW-06	586	0	0	255	44	23	0
TCGA-FS-A1ZY-06	10	12	11	3	2	0	4
TCGA-FS-A1ZZ-06	1469	0	0	629	49	0	0
TCGA-FS-A4F0-06	583	8	10	123	22	24	0
TCGA-FS-A4F4-06	11	11	11	9	9	1	4
TCGA-FS-A4F5-06	741	0	0	284	0	0	0
TCGA-FS-A4F8-06	163	0	8	51	2	4	7
TCGA-FS-A4F9-06	421	0	0	123	21	25	0
TCGA-FS-A4FB-06	163	4	0	64	7	12	0
TCGA-FS-A4FC-06	714	0	0	255	30	0	0
TCGA-FS-A4FD-06	415	0	0	148	37	8	0
TCGA-FW-A3I3-06	6	9	34	2	7	6	9
TCGA-FW-A3R5-06	17602	0	0	8598	1269	0	0
TCGA-FW-A3TU-06	754	44	38	192	39	13	0
TCGA-FW-A3TV-06	284	0	0	126	32	16	0
TCGA-FW-A5DX-01	186	12	11	40	7	7	4
TCGA-FW-A5DY-06	184	0	1	53	3	0	0
TCGA-GF-A2C7-01	74	8	2	9	3	7	0
TCGA-GF-A3OT-06	538	27	12	181	20	6	0
TCGA-GF-A4EO-06	246	17	3	62	11	7	0
TCGA-GF-A6C8-06	367	1	5	119	5	30	0
TCGA-GF-A6C9-06	2625	0	0	1037	174	18	0
TCGA-GF-A769-01	136	17	10	45	6	0	1
TCGA-GN-A262-06	378	28	13	73	0	3	0
TCGA-GN-A263-01	457	0	0	114	28	4	0
TCGA-GN-A264-06	4	12	6	13	11	9	6
TCGA-GN-A265-06	226	11	0	59	0	4	10
TCGA-GN-A266-06	3592	0	0	1428	327	0	0
TCGA-GN-A267-06	434	2	25	106	27	0	6
TCGA-GN-A268-06	297	0	4	91	28	31	0
TCGA-GN-A269-01	731	0	0	203	40	24	0
TCGA-GN-A26A-06	360	0	11	74	1	2	4
TCGA-GN-A26C-01	1773	0	0	608	126	0	0
TCGA-GN-A26D-06	11	22	8	4	2	11	0
TCGA-GN-A4U3-06	328	13	1	107	12	0	0
TCGA-GN-A4U4-06	726	0	0	200	28	21	0
TCGA-GN-A4U5-01	381	11	16	45	0	0	0
TCGA-GN-A4U7-06	220	19	15	49	22	19	3
TCGA-GN-A4U8-06	400	0	0	97	34	15	0
TCGA-GN-A4U9-06	2	14	18	3	2	19	19
TCGA-GN-A8LK-06	2082	0	0	566	66	78	0
TCGA-GN-A8LL-06	11	16	11	0	7	24	1
TCGA-GN-A8LN-01	233	0	0	114	13	0	0
TCGA-GN-A9SD-06	117	20	1	42	15	9	0
TCGA-HR-A2OG-06	183	0	14	45	1	5	6
TCGA-HR-A2OH-06	100	0	5	43	0	7	2
TCGA-HR-A5NC-01	44	16	19	0	6	7	1
TCGA-IH-A3EA-01	1510	0	0	410	87	8	0
TCGA-LH-A9QB-06	248	14	0	97	0	0	0
TCGA-OD-A75X-06	1073	0	0	312	11	59	0
TCGA-QB-A6FS-06	1213	0	0	363	28	0	0
TCGA-QB-AA9O-06	1421	0	0	510	69	78	18
TCGA-RP-A690-06	5	0	9	0	0	3	3
TCGA-RP-A693-06	837	16	12	187	13	22	4
TCGA-RP-A694-06	644	0	0	270	53	8	0
TCGA-RP-A695-06	894	0	0	217	40	34	0
TCGA-RP-A6K9-06	2	25	24	0	3	11	3
TCGA-W3-A824-06	1421	0	119	386	69	36	0
TCGA-W3-A825-06	1058	0	0	409	70	17	0
TCGA-W3-A828-06	1413	117	19	172	39	57	34
TCGA-W3-AA1O-06	788	0	1	212	47	0	0
TCGA-W3-AA1Q-06	906	0	0	340	18	5	0
TCGA-W3-AA1R-06	1657	0	0	575	86	73	0
TCGA-W3-AA1V-06	5318	0	0	1756	357	58	0
TCGA-W3-AA1W-06	671	0	0	244	44	0	0
TCGA-W3-AA21-06	480	0	1	184	24	14	0
TCGA-WE-A8JZ-06	198	18	8	40	17	0	0
TCGA-WE-A8K1-06	283	6	0	149	4	18	0
TCGA-WE-A8K4-01	853	0	0	252	18	34	2
TCGA-WE-A8K5-06	1102	0	0	418	70	0	0
TCGA-WE-A8K6-06	258	15	4	76	4	9	0
TCGA-WE-A8ZM-06	42	8	8	16	0	21	8
TCGA-WE-A8ZN-06	164	5	5	44	5	2	0
TCGA-WE-A8ZO-06	354	0	0	133	0	0	0
TCGA-WE-A8ZQ-06	136	32	23	41	7	8	3
TCGA-WE-A8ZR-06	5	9	8	14	0	0	0
TCGA-WE-A8ZT-06	483	0	0	122	19	4	0
TCGA-WE-A8ZX-06	548	0	0	177	65	10	0
TCGA-WE-A8ZY-06	231	16	2	70	6	19	2
TCGA-WE-AA9Y-06	77	6	5	13	0	0	3
TCGA-WE-AAA0-06	1537	0	0	386	46	13	0
TCGA-WE-AAA3-06	333	0	0	161	29	7	0
TCGA-WE-AAA4-06	194	0	0	92	6	15	5
TCGA-XV-A9VZ-01	4	2	5	0	6	1	0
TCGA-XV-A9W2-01	5	12	15	1	14	9	0
TCGA-XV-A9W5-01	63	14	3	44	7	4	0
TCGA-XV-AAZV-01	113	0	10	36	0	0	0
TCGA-XV-AAZW-01	118	14	11	49	15	5	2
TCGA-XV-AAZY-01	164	0	0	49	20	6	0
TCGA-YD-A89C-06	1731	0	0	538	114	22	0
TCGA-YD-A9TA-06	3352	0	0	1023	261	0	0
TCGA-YD-A9TB-06	290	0	0	128	44	6	0
TCGA-YG-AA3N-01	2078	0	0	572	146	0	0
TCGA-YG-AA3O-06	1136	0	0	314	58	19	0
TCGA-YG-AA3P-06	11	37	16	1	1	16	16
TCGA-Z2-A8RT-06	3043	0	0	829	203	0	0
TCGA-Z2-AA3S-06	229	0	0	64	0	0	0
TCGA-Z2-AA3V-06	435	0	0	124	24	10	0
TCGA-3C-AAAU-01	2	1	26	2	6	7	1
TCGA-3C-AALI-01	8	38	20	150	586	6	0
TCGA-3C-AALJ-01	10	18	17	2	13	5	1
TCGA-3C-AALK-01	6	10	21	2	13	12	0
TCGA-4H-AAAK-01	0	6	13	9	0	5	0
TCGA-5L-AAT0-01	55	0	5	68	145	6	0
TCGA-5L-AAT1-01	159	1	0	390	1408	28	0
TCGA-5T-A9QA-01	10	8	29	0	1	5	0
TCGA-A1-A0SB-01	0	0	7	1	0	8	0
TCGA-A1-A0SD-01	2	7	18	3	3	7	0
TCGA-A1-A0SE-01	6	7	4	8	2	9	0
