Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-A1-A0SF-01	12	0	7	14	27	3	1
TCGA-A1-A0SG-01	1	2	14	13	0	5	0
TCGA-A1-A0SH-01	26	17	10	3	72	10	0
TCGA-A1-A0SI-01	15	4	4	31	220	4	0
TCGA-A1-A0SJ-01	1	4	20	0	11	0	4
TCGA-A1-A0SK-01	7	34	28	4	5	3	3
TCGA-A1-A0SM-01	0	5	11	9	0	6	1
TCGA-A1-A0SN-01	6	5	20	13	27	0	5
TCGA-A1-A0SO-01	17	192	37	6	38	32	31
TCGA-A1-A0SP-01	19	18	24	0	1	8	0
TCGA-A2-A04N-01	5	11	14	15	3	2	3
TCGA-A2-A04R-01	5	50	18	3	13	1	12
TCGA-A2-A04U-01	5	17	21	6	4	4	10
TCGA-A2-A04W-01	14	8	17	35	106	6	1
TCGA-A2-A0CK-01	3	1	16	2	4	1	0
TCGA-A2-A0CL-01	4	0	25	30	139	2	0
TCGA-A2-A0CR-01	19	0	0	28	149	14	0
TCGA-A2-A0CS-01	0	11	27	2	1	5	2
TCGA-A2-A0CV-01	0	4	14	5	1	0	0
TCGA-A2-A0CW-01	9	16	17	12	27	0	3
TCGA-A2-A0D3-01	3	3	23	2	1	0	0
TCGA-A2-A0EN-01	7	5	13	5	0	9	0
TCGA-A2-A0EP-01	2	2	1	0	5	4	2
TCGA-A2-A0ES-01	6	2	6	1	0	4	0
TCGA-A2-A0EW-01	0	4	7	1	2	6	0
TCGA-A2-A0ST-01	2	8	8	1	5	4	0
TCGA-A2-A0SU-01	7	6	15	0	3	4	0
TCGA-A2-A0SX-01	8	4	13	0	7	2	7
TCGA-A2-A0SY-01	21	0	12	29	114	1	0
TCGA-A2-A0T0-01	4	84	24	2	28	57	18
TCGA-A2-A0T1-01	2	0	11	5	0	10	4
TCGA-A2-A0T3-01	1	19	17	3	2	1	1
TCGA-A2-A0T4-01	0	8	16	0	12	5	0
TCGA-A2-A0T5-01	0	0	9	2	1	0	1
TCGA-A2-A0T6-01	1	0	21	4	2	0	0
TCGA-A2-A0T7-01	1	1	13	6	2	2	4
TCGA-A2-A0YC-01	2	11	10	2	5	2	0
TCGA-A2-A0YD-01	8	0	12	30	37	0	0
TCGA-A2-A0YE-01	6	10	16	4	6	0	1
TCGA-A2-A0YF-01	5	12	12	2	2	2	4
TCGA-A2-A0YG-01	11	16	21	8	7	15	0
TCGA-A2-A0YH-01	9	9	17	8	52	2	3
TCGA-A2-A0YI-01	5	5	4	2	1	1	0
TCGA-A2-A0YJ-01	0	22	39	3	9	9	16
TCGA-A2-A0YK-01	21	0	0	57	393	7	0
TCGA-A2-A0YL-01	13	0	3	1	22	4	0
TCGA-A2-A0YM-01	0	14	35	14	40	5	1
TCGA-A2-A0YT-01	5	8	26	29	11	2	0
TCGA-A2-A1FV-01	10	2	19	4	6	9	0
TCGA-A2-A1FW-01	17	18	35	5	6	4	10
TCGA-A2-A1FX-01	6	7	10	3	0	0	2
TCGA-A2-A1FZ-01	0	4	12	0	2	10	1
TCGA-A2-A1G0-01	5	6	2	5	1	4	0
TCGA-A2-A1G1-01	5	13	8	2	3	7	1
TCGA-A2-A1G6-01	0	1	5	0	2	2	0
TCGA-A2-A259-01	9	2	7	4	4	2	1
TCGA-A2-A25A-01	16	21	10	10	67	5	0
TCGA-A2-A25B-01	15	55	23	10	9	11	5
TCGA-A2-A25C-01	5	15	2	0	2	15	0
TCGA-A2-A25D-01	8	15	13	2	9	10	7
TCGA-A2-A25E-01	0	14	10	5	8	20	4
TCGA-A2-A25F-01	0	6	0	0	0	0	0
TCGA-A2-A3KD-01	4	0	8	0	1	5	0
TCGA-A2-A3XT-01	1	38	11	0	42	19	11
TCGA-A2-A3XU-01	0	7	15	1	1	7	0
TCGA-A2-A3XV-01	6	8	16	4	0	11	3
TCGA-A2-A3XW-01	1	0	5	5	0	5	1
TCGA-A2-A3XX-01	1	11	20	10	3	5	2
TCGA-A2-A3XZ-01	4	0	13	10	24	1	0
TCGA-A2-A3Y0-01	7	61	37	0	69	53	16
TCGA-A2-A4S1-01	2	37	28	0	10	11	10
TCGA-A2-A4S2-01	3	7	12	0	6	15	0
TCGA-A2-A4S3-01	4	26	28	3	19	21	6
TCGA-A7-A0CE-01	10	17	11	1	7	13	2
TCGA-A7-A0CH-01	6	5	3	1	0	2	0
TCGA-A7-A0D9-01	3	0	3	0	3	1	2
TCGA-A7-A0DA-01	7	78	21	8	25	23	25
TCGA-A7-A0DB-01	0	2	14	3	21	6	7
TCGA-A7-A13D-01	14	41	30	0	28	21	6
TCGA-A7-A13E-01	6	9	55	0	8	0	2
TCGA-A7-A13F-01	1	4	22	10	4	3	1
TCGA-A7-A13G-01	1	1	13	0	10	5	2
TCGA-A7-A26E-01	2	4	18	22	13	7	1
TCGA-A7-A26F-01	2	10	18	9	5	0	2
TCGA-A7-A26G-01	6	26	9	3	17	6	1
TCGA-A7-A26H-01	13	11	31	9	84	0	2
TCGA-A7-A26I-01	7	14	7	4	6	7	1
TCGA-A7-A26J-01	4	16	10	0	7	1	4
TCGA-A7-A2KD-01	10	1	25	5	8	3	3
TCGA-A7-A3RF-01	0	12	11	0	3	14	0
TCGA-A7-A425-01	5	4	19	0	0	3	2
TCGA-A7-A4SC-01	4	12	12	6	0	0	4
TCGA-A7-A4SD-01	0	9	34	4	2	5	8
TCGA-A7-A4SE-01	6	43	10	0	54	26	7
TCGA-A7-A56D-01	20	15	37	36	103	11	3
TCGA-A7-A5ZV-01	14	89	51	0	48	33	33
TCGA-A7-A5ZW-01	0	1	9	5	11	9	1
TCGA-A7-A5ZX-01	3	7	7	10	2	6	7
TCGA-A7-A6VV-01	11	16	25	0	12	0	0
TCGA-A7-A6VW-01	10	26	14	2	8	26	6
TCGA-A7-A6VX-01	22	46	14	6	42	32	15
TCGA-A7-A6VY-01	8	42	19	6	26	28	7
TCGA-A8-A075-01	22	22	13	3	28	6	6
TCGA-AC-A23C-01	11	19	16	12	53	28	6
TCGA-AC-A23E-01	2	6	12	3	0	0	1
TCGA-AC-A23H-01	292	0	0	662	5349	75	0
TCGA-AC-A2B8-01	6	1	8	18	86	9	0
TCGA-AC-A2BK-01	6	38	44	2	5	13	2
TCGA-AC-A2BM-01	0	6	9	0	3	0	8
TCGA-AC-A2FB-01	3	1	4	0	3	6	0
TCGA-AC-A2FF-01	3	0	1	0	7	0	0
TCGA-AC-A2FG-01	1	1	12	8	8	9	0
TCGA-AC-A2FK-01	0	1	0	0	1	1	0
TCGA-AC-A2FO-01	1	2	2	6	13	2	1
TCGA-AC-A2QH-01	0	4	17	0	5	1	0
TCGA-AC-A3HN-01	1	1	10	1	2	4	3
TCGA-AC-A3OD-01	4	4	13	10	4	4	0
TCGA-AC-A3QP-01	0	15	4	6	0	10	0
TCGA-AC-A3QQ-01	6	2	20	0	3	0	5
TCGA-AC-A3W5-01	25	38	32	6	79	16	15
TCGA-AC-A3YI-01	0	6	5	4	0	3	0
TCGA-AC-A3YJ-01	11	0	16	0	5	5	1
TCGA-AC-A4ZE-01	6	19	21	6	6	16	0
TCGA-AC-A5EH-01	10	74	27	5	33	35	21
TCGA-AC-A5EI-01	4	3	12	8	8	8	0
TCGA-AC-A5XS-01	86	0	0	126	503	0	0
TCGA-AC-A5XU-01	12	18	56	4	20	0	3
TCGA-AC-A62V-01	14	13	61	1	11	0	6
TCGA-AC-A62X-01	6	10	57	0	6	0	8
TCGA-AC-A62Y-01	3	7	23	3	35	14	4
TCGA-AC-A6IV-01	2	6	8	8	0	3	0
TCGA-AC-A6IW-01	34	22	45	0	111	6	13
TCGA-AC-A6IX-01	10	0	14	5	27	15	0
TCGA-AC-A6NO-01	6	4	17	2	2	12	0
TCGA-AC-A7VB-01	3	3	26	0	0	3	0
TCGA-AC-A7VC-01	3	4	11	5	0	3	0
TCGA-AC-A8OP-01	11	72	72	23	27	24	15
TCGA-AC-A8OQ-01	14	20	45	22	16	10	10
TCGA-AC-A8OR-01	1	8	18	0	1	3	1
TCGA-AC-A8OS-01	9	8	14	2	18	20	8
TCGA-AN-A0XL-01	7	11	12	3	0	4	3
TCGA-AN-A0XN-01	7	64	24	0	22	35	23
TCGA-AN-A0XO-01	4	0	6	13	6	14	0
TCGA-AN-A0XP-01	1	4	8	1	7	10	3
TCGA-AN-A0XR-01	6	11	10	0	8	3	0
TCGA-AN-A0XS-01	0	7	7	9	4	5	0
TCGA-AN-A0XT-01	4	1	15	0	2	0	0
TCGA-AN-A0XU-01	4	62	18	3	25	15	10
TCGA-AN-A0XV-01	2	9	17	4	6	6	0
TCGA-AN-A0XW-01	16	0	0	19	386	2	0
TCGA-AO-A03M-01	39	0	0	105	1006	0	0
TCGA-AO-A03N-01	4	10	20	19	77	2	2
TCGA-AO-A03U-01	0	1	0	0	2	1	1
TCGA-AO-A03V-01	14	13	11	7	19	2	6
TCGA-AO-A0JG-01	4	8	0	0	1	4	4
TCGA-AO-A124-01	11	77	27	6	14	22	21
TCGA-AO-A125-01	3	10	19	8	3	2	0
TCGA-AO-A126-01	0	6	7	7	2	3	0
TCGA-AO-A128-01	0	82	603	0	0	486	39
TCGA-AO-A129-01	7	42	20	0	40	20	15
TCGA-AO-A12A-01	1	1	11	0	5	1	0
TCGA-AO-A12B-01	0	6	14	0	1	0	2
TCGA-AO-A12D-01	15	3	9	23	23	0	0
TCGA-AO-A12E-01	6	3	19	3	2	0	0
TCGA-AO-A12F-01	0	4	29	2	0	0	5
TCGA-AO-A12G-01	2	0	18	0	10	12	0
TCGA-AO-A12H-01	4	1	13	3	0	9	0
TCGA-AO-A1KO-01	0	4	0	2	0	4	0
TCGA-AO-A1KR-01	0	29	15	5	17	21	2
TCGA-AO-A1KT-01	0	6	17	6	2	20	0
TCGA-AQ-A04H-01	4	9	51	5	6	1	5
TCGA-AQ-A0Y5-01	4	7	27	12	19	0	1
TCGA-AQ-A1H2-01	0	5	16	5	1	3	4
TCGA-AQ-A1H3-01	1	0	24	0	0	0	2
TCGA-AQ-A54O-01	0	4	9	0	4	4	4
TCGA-AQ-A7U7-01	4	0	11	19	52	9	1
TCGA-AR-A0TP-01	3	29	5	0	9	21	4
TCGA-AR-A0TQ-01	6	11	11	6	11	4	0
TCGA-AR-A0TR-01	6	4	15	5	0	12	0
TCGA-AR-A0TS-01	12	30	24	0	17	0	7
TCGA-AR-A0TT-01	7	5	24	8	15	13	3
TCGA-AR-A0TU-01	7	30	21	0	17	7	8
TCGA-AR-A0TV-01	11	14	30	0	9	13	2
TCGA-AR-A0TW-01	0	23	26	7	5	4	2
TCGA-AR-A0TX-01	23	0	0	72	305	7	0
TCGA-AR-A0TZ-01	0	9	15	18	22	0	3
TCGA-AR-A0U0-01	3	10	11	2	14	1	9
TCGA-AR-A0U1-01	4	45	8	0	19	24	9
TCGA-AR-A0U2-01	5	10	36	1	0	3	1
TCGA-AR-A0U3-01	9	7	18	4	0	0	2
TCGA-AR-A0U4-01	14	64	17	0	75	14	17
TCGA-AR-A1AH-01	0	49	23	0	12	24	12
TCGA-AR-A1AI-01	14	13	24	10	20	7	1
TCGA-AR-A1AJ-01	1	0	14	10	21	7	0
TCGA-AR-A1AK-01	9	11	16	11	35	0	0
TCGA-AR-A1AL-01	2	4	7	1	6	10	0
TCGA-AR-A1AN-01	0	0	21	2	7	0	1
TCGA-AR-A1AO-01	6	33	19	13	32	6	13
TCGA-AR-A1AP-01	8	0	24	6	10	0	3
TCGA-AR-A1AQ-01	3	11	15	0	4	8	0
TCGA-AR-A1AR-01	6	17	19	0	11	0	10
TCGA-AR-A1AS-01	0	3	9	10	12	7	0
TCGA-AR-A1AT-01	2	8	13	0	3	4	2
TCGA-AR-A1AU-01	5	2	13	0	2	2	2
TCGA-AR-A1AV-01	7	3	26	5	4	0	4
TCGA-AR-A1AW-01	4	6	14	0	3	12	2
TCGA-AR-A1AX-01	7	5	9	8	0	2	1
TCGA-AR-A1AY-01	6	18	21	4	13	8	2
TCGA-AR-A24H-01	13	55	22	0	38	13	11
TCGA-AR-A24K-01	3	10	9	3	0	9	0
TCGA-AR-A24L-01	4	22	7	0	10	7	3
TCGA-AR-A24M-01	0	8	8	0	1	7	1
TCGA-AR-A24N-01	10	7	21	0	4	5	0
TCGA-AR-A24O-01	2	3	9	0	1	5	2
TCGA-AR-A24P-01	2	1	8	7	0	1	0
TCGA-AR-A24Q-01	15	99	17	7	46	38	10
TCGA-AR-A24R-01	3	2	14	0	1	4	2
TCGA-AR-A24S-01	8	0	23	2	10	12	2
TCGA-AR-A24T-01	3	5	11	3	2	0	0
TCGA-AR-A24U-01	6	0	13	6	19	0	0
TCGA-AR-A24V-01	0	5	13	6	4	0	0
TCGA-AR-A24W-01	5	4	2	2	0	1	0
TCGA-AR-A24X-01	2	7	12	7	0	3	3
TCGA-AR-A24Z-01	1	22	18	3	8	3	1
TCGA-AR-A250-01	10	13	43	17	69	0	3
TCGA-AR-A251-01	20	83	19	0	49	20	14
TCGA-AR-A252-01	4	0	11	0	0	4	0
TCGA-AR-A254-01	8	6	16	9	3	0	0
TCGA-AR-A255-01	4	21	11	12	30	8	3
TCGA-AR-A256-01	19	88	21	6	39	29	22
TCGA-AR-A2LE-01	38	0	0	89	251	16	0
TCGA-AR-A2LH-01	12	0	6	16	36	1	0
TCGA-AR-A2LK-01	7	7	26	2	3	3	0
TCGA-AR-A2LL-01	4	9	20	2	0	0	2
TCGA-AR-A2LM-01	0	7	1	5	0	3	1
TCGA-AR-A2LN-01	16	0	7	12	14	5	0
TCGA-AR-A2LO-01	1	3	5	2	3	0	3
TCGA-AR-A2LQ-01	2	3	6	0	0	2	0
TCGA-AR-A2LR-01	10	23	23	4	2	2	6
TCGA-AR-A5QM-01	6	14	14	2	0	0	0
TCGA-AR-A5QN-01	8	2	23	7	2	7	0
TCGA-AR-A5QP-01	4	3	12	4	2	9	0
TCGA-AR-A5QQ-01	4	21	16	0	15	31	9
TCGA-B6-A0I1-01	1	24	29	12	6	8	0
TCGA-B6-A0IH-01	7	1	23	5	0	5	0
TCGA-B6-A0RH-01	0	0	10	5	19	8	3
TCGA-B6-A0RL-01	6	5	26	7	15	7	3
TCGA-B6-A0RM-01	4	3	15	4	4	6	0
TCGA-B6-A0RN-01	0	5	17	3	1	6	1
TCGA-B6-A0RO-01	4	7	6	12	1	11	2
TCGA-B6-A0RP-01	8	9	11	0	0	2	0
TCGA-B6-A0RQ-01	11	3	10	6	14	7	5
TCGA-B6-A0RT-01	0	26	11	0	27	2	6
TCGA-B6-A0RU-01	0	16	13	12	4	9	4
TCGA-B6-A0RV-01	0	0	6	10	47	4	0
TCGA-B6-A0WS-01	0	1	3	0	3	10	1
TCGA-B6-A0WT-01	1	0	8	6	0	4	3
TCGA-B6-A0WV-01	6	2	9	0	6	9	5
TCGA-B6-A0WW-01	0	8	11	7	10	9	2
TCGA-B6-A0WX-01	0	13	15	5	1	8	3
TCGA-B6-A0WY-01	0	5	12	6	6	6	0
TCGA-B6-A0WZ-01	10	0	1	20	56	8	0
TCGA-B6-A0X0-01	0	11	5	5	1	2	1
TCGA-B6-A0X1-01	11	17	8	8	21	24	3
TCGA-B6-A0X4-01	3	3	4	10	0	0	2
TCGA-B6-A0X5-01	0	12	4	17	2	8	5
TCGA-B6-A0X7-01	2	1	9	4	4	3	0
TCGA-B6-A1KN-01	12	24	19	0	5	7	5
TCGA-B6-A2IU-01	8	0	14	19	6	7	0
TCGA-B6-A401-01	5	5	13	2	1	0	2
TCGA-B6-A409-01	7	13	21	4	6	2	3
TCGA-B6-A40B-01	16	12	14	1	15	8	0
TCGA-B6-A40C-01	7	9	28	0	6	1	3
TCGA-BH-A0AU-01	1	7	11	0	4	0	0
TCGA-BH-A0AV-01	16	22	8	0	17	18	6
TCGA-BH-A0AY-01	3	10	12	12	5	2	2
TCGA-BH-A0AZ-01	5	23	2	2	20	10	8
TCGA-BH-A0B0-01	3	0	4	35	54	3	0
TCGA-BH-A0B3-01	0	7	6	2	3	0	0
TCGA-BH-A0B6-01	122	0	0	210	932	26	0
TCGA-BH-A0B7-01	4	0	15	8	9	0	6
TCGA-BH-A0B8-01	6	9	5	3	4	6	1
TCGA-BH-A0BA-01	1	1	10	2	8	7	0
TCGA-BH-A0BC-01	1	2	18	8	12	3	1
TCGA-BH-A0BF-01	0	3	13	2	9	4	2
TCGA-BH-A0BG-01	3	15	11	0	11	5	0
TCGA-BH-A0BJ-01	0	6	4	3	0	4	0
TCGA-BH-A0BL-01	1	35	18	5	3	0	7
TCGA-BH-A0BM-01	4	6	3	0	3	2	1
TCGA-BH-A0BO-01	2	1	9	1	5	12	1
TCGA-BH-A0BP-01	24	49	44	26	51	0	2
TCGA-BH-A0BQ-01	2	8	12	4	2	2	0
TCGA-BH-A0BS-01	5	5	5	0	1	6	1
TCGA-BH-A0BT-01	7	1	19	6	5	8	2
TCGA-BH-A0BV-01	12	0	6	1	3	2	0
TCGA-BH-A0BW-01	4	29	18	3	16	27	6
TCGA-BH-A0BZ-01	23	116	39	0	54	39	25
TCGA-BH-A0C0-01	2	23	8	4	3	8	0
TCGA-BH-A0C1-01	4	2	24	3	7	9	1
TCGA-BH-A0C3-01	0	2	5	1	0	9	1
TCGA-BH-A0C7-01	3	14	26	3	4	7	1
TCGA-BH-A0DD-01	2	0	21	5	6	3	0
TCGA-BH-A0DE-01	11	8	5	1	1	6	1
TCGA-BH-A0DG-01	0	9	3	14	12	6	3
TCGA-BH-A0DH-01	7	0	19	9	10	5	2
TCGA-BH-A0DI-01	7	8	19	0	25	2	1
TCGA-BH-A0DK-01	3	19	11	1	7	9	3
TCGA-BH-A0DL-01	2	3	25	5	16	8	6
TCGA-BH-A0DO-01	1	5	9	7	5	3	0
TCGA-BH-A0DP-01	1	4	2	3	3	6	0
TCGA-BH-A0DQ-01	5	8	14	0	2	6	0
TCGA-BH-A0DT-01	3	0	7	0	3	1	1
TCGA-BH-A0DV-01	4	3	0	0	2	5	1
TCGA-BH-A0DX-01	6	5	11	14	38	3	0
TCGA-BH-A0DZ-01	5	0	0	34	178	0	0
TCGA-BH-A0E0-01	3	0	13	2	1	0	5
TCGA-BH-A0E1-01	0	0	8	5	5	0	1
TCGA-BH-A0E9-01	4	5	17	0	1	0	1
TCGA-BH-A0EA-01	5	2	11	5	2	7	0
TCGA-BH-A0EI-01	3	2	11	1	1	5	1
TCGA-BH-A0H3-01	7	2	6	0	1	1	0
TCGA-BH-A0H5-01	19	0	0	37	113	0	0
TCGA-BH-A0H7-01	0	0	7	1	5	3	1
TCGA-BH-A0H9-01	3	4	2	2	2	3	7
TCGA-BH-A0HA-01	0	0	165	0	27	183	7
TCGA-BH-A0HI-01	4	3	11	4	6	5	2
TCGA-BH-A0HK-01	9	0	13	14	27	0	0
TCGA-BH-A0HN-01	1	6	14	9	4	0	0
TCGA-BH-A0HP-01	19	0	2	49	281	6	0
TCGA-BH-A0RX-01	0	1	31	12	3	2	0
TCGA-BH-A0W3-01	2	8	5	0	4	4	0
TCGA-BH-A0W4-01	3	4	6	13	5	6	2
TCGA-BH-A0W5-01	0	6	14	3	0	5	1
TCGA-BH-A0W7-01	3	0	0	35	209	14	0
TCGA-BH-A0WA-01	18	31	13	0	22	25	4
TCGA-BH-A18F-01	7	9	15	18	13	5	0
TCGA-BH-A18G-01	0	84	719	0	0	856	9
TCGA-BH-A18H-01	10	3	8	3	10	17	3
TCGA-BH-A18I-01	0	1	17	8	5	0	0
TCGA-BH-A18J-01	4	4	6	11	69	17	0
TCGA-BH-A18K-01	13	3	6	8	24	11	3
TCGA-BH-A18L-01	7	9	36	3	4	4	2
TCGA-BH-A18M-01	3	0	8	1	5	0	1
TCGA-BH-A18N-01	0	4	24	0	1	12	2
TCGA-BH-A18P-01	42	0	5	84	296	11	0
TCGA-BH-A18Q-01	5	58	9	0	13	17	5
TCGA-BH-A18R-01	1	15	3	3	8	10	2
TCGA-BH-A18S-01	0	13	6	3	2	11	2
TCGA-BH-A18T-01	7	44	14	1	21	15	0
TCGA-BH-A18U-01	12	16	30	17	77	26	0
TCGA-BH-A18V-01	11	69	4	0	124	17	25
TCGA-BH-A1EO-01	4	8	28	6	4	0	0
TCGA-BH-A1ET-01	1	7	11	1	1	9	3
TCGA-BH-A1EU-01	1	5	9	0	3	14	2
TCGA-BH-A1EV-01	9	4	22	24	61	9	0
TCGA-BH-A1EW-01	4	3	3	5	1	5	0
TCGA-BH-A1EX-01	0	6	12	10	0	6	1
TCGA-BH-A1EY-01	1	5	13	9	16	11	0
TCGA-BH-A1F0-01	19	27	15	2	26	3	3
TCGA-BH-A1F2-01	8	9	29	4	17	2	2
TCGA-BH-A1F5-01	7	9	16	7	2	1	2
TCGA-BH-A1F6-01	6	4	22	0	9	6	6
TCGA-BH-A1F8-01	17	6	11	32	111	15	0
TCGA-BH-A1FC-01	6	22	32	7	39	10	14
TCGA-BH-A1FE-01	1	9	5	5	4	0	2
TCGA-BH-A1FG-01	0	2	12	1	2	3	1
TCGA-BH-A1FH-01	9	0	15	1	5	0	3
TCGA-BH-A1FJ-01	12	6	23	0	3	0	1
TCGA-BH-A1FL-01	7	1	10	3	1	2	2
TCGA-BH-A1FM-01	2	5	22	16	17	0	0
TCGA-BH-A1FN-01	13	26	6	0	82	10	9
TCGA-BH-A1FR-01	0	6	8	1	2	0	0
TCGA-BH-A1FU-01	7	17	20	8	22	27	17
TCGA-BH-A201-01	0	7	4	4	1	9	2
TCGA-BH-A202-01	0	7	10	2	3	5	1
TCGA-BH-A203-01	5	9	44	19	21	1	0
TCGA-BH-A204-01	7	13	16	5	6	2	3
TCGA-BH-A208-01	14	4	13	5	40	6	0
TCGA-BH-A209-01	9	0	2	14	94	0	0
TCGA-BH-A28Q-01	1	2	16	0	4	0	3
TCGA-BH-A2L8-01	56	0	0	82	478	12	0
TCGA-BH-A42U-01	7	0	2	10	11	2	0
TCGA-BH-A42V-01	3	0	3	12	33	4	0
TCGA-BH-A5IZ-01	15	35	20	0	14	9	3
TCGA-BH-A5J0-01	7	4	14	28	40	9	0
TCGA-BH-A6R8-01	1	2	17	7	6	4	0
TCGA-BH-A6R9-01	5	4	8	5	0	0	3
TCGA-BH-A8FY-01	14	15	11	0	8	6	2
TCGA-BH-A8FZ-01	0	20	21	3	15	20	12
TCGA-BH-A8G0-01	0	1	7	3	0	4	2
TCGA-BH-AB28-01	4	2	21	3	4	4	5
TCGA-C8-A12K-01	11	41	17	0	82	13	9
TCGA-C8-A12L-01	6	40	21	4	9	9	0
TCGA-C8-A12M-01	11	13	31	14	0	7	6
TCGA-C8-A12N-01	0	4	13	0	5	3	2
TCGA-C8-A12O-01	6	5	27	7	3	0	1
TCGA-C8-A12P-01	11	11	24	29	104	13	10
TCGA-C8-A12Q-01	11	8	7	31	69	12	1
TCGA-C8-A12T-01	17	0	13	19	161	4	0
TCGA-C8-A12U-01	7	13	26	0	12	3	0
TCGA-C8-A12V-01	0	19	8	3	5	11	6
TCGA-C8-A12W-01	0	4	48	13	5	5	2
TCGA-C8-A12X-01	10	8	32	4	1	1	9
TCGA-C8-A12Y-01	0	7	27	1	3	8	0
TCGA-C8-A12Z-01	12	0	19	4	21	5	0
TCGA-C8-A130-01	0	1	31	10	6	2	4
TCGA-C8-A131-01	8	19	17	16	2	9	3
TCGA-C8-A132-01	5	12	14	0	41	8	4
TCGA-C8-A133-01	7	11	1	4	2	5	3
TCGA-C8-A134-01	2	57	16	0	12	19	11
TCGA-C8-A135-01	0	11	41	7	10	6	2
TCGA-C8-A137-01	7	2	11	15	24	0	3
TCGA-C8-A138-01	11	17	17	1	0	3	3
TCGA-C8-A1HE-01	8	0	7	8	24	7	0
TCGA-C8-A1HF-01	4	2	9	5	13	5	1
TCGA-C8-A1HG-01	8	7	33	5	7	8	1
TCGA-C8-A1HI-01	5	7	26	2	20	12	0
TCGA-C8-A1HJ-01	0	48	19	0	19	25	13
TCGA-C8-A1HK-01	0	11	15	9	32	5	1
TCGA-C8-A1HL-01	6	11	16	0	0	1	3
TCGA-C8-A1HM-01	22	18	25	26	349	0	8
TCGA-C8-A1HN-01	11	16	27	0	5	6	5
TCGA-C8-A1HO-01	4	12	9	4	12	6	2
TCGA-C8-A26V-01	2	3	16	12	54	4	5
TCGA-C8-A26W-01	9	2	7	16	24	11	0
TCGA-C8-A26X-01	8	19	27	6	6	5	4
TCGA-C8-A26Y-01	44	57	0	107	630	42	36
TCGA-C8-A26Z-01	7	9	25	5	0	0	3
TCGA-C8-A273-01	2	6	9	3	1	0	3
TCGA-C8-A274-01	5	14	14	43	177	28	0
TCGA-C8-A275-01	18	0	11	17	93	2	1
TCGA-C8-A278-01	0	4	15	10	15	8	1
TCGA-C8-A27A-01	5	6	8	10	7	0	4
TCGA-C8-A27B-01	1	31	13	0	101	1	15
TCGA-C8-A3M7-01	21	1	20	57	109	13	0
TCGA-C8-A3M8-01	2	9	19	3	15	14	0
TCGA-C8-A8HP-01	7	0	13	60	190	3	0
TCGA-C8-A8HQ-01	7	0	14	87	253	11	0
TCGA-C8-A8HR-01	10	3	18	0	5	9	15
TCGA-C8-A9FZ-01	1	2	18	0	6	2	0
TCGA-D8-A13Y-01	15	4	14	4	21	16	8
TCGA-D8-A13Z-01	3	30	31	3	22	0	14
TCGA-D8-A140-01	19	19	37	14	22	22	1
TCGA-D8-A141-01	5	6	9	0	0	0	1
TCGA-D8-A142-01	20	32	62	3	22	4	23
TCGA-D8-A143-01	9	23	22	0	4	1	2
TCGA-D8-A145-01	1	7	24	0	5	10	0
TCGA-D8-A146-01	3	0	16	9	2	10	1
TCGA-D8-A147-01	15	54	11	4	75	13	28
TCGA-D8-A1J8-01	49	22	140	121	487	142	0
TCGA-D8-A1J9-01	12	8	0	64	185	3	6
TCGA-D8-A1JB-01	8	20	9	2	7	9	8
TCGA-D8-A1JC-01	10	2	13	22	66	8	1
TCGA-D8-A1JD-01	0	45	16	8	28	17	8
TCGA-D8-A1JE-01	1	12	15	0	3	8	1
TCGA-D8-A1JF-01	1	3	21	3	6	15	0
TCGA-D8-A1JG-01	10	38	39	39	9	0	34
TCGA-D8-A1JH-01	0	6	6	2	2	7	1
TCGA-D8-A1JI-01	9	11	8	2	0	12	0
TCGA-D8-A1JJ-01	6	2	16	19	39	13	3
TCGA-D8-A1JK-01	27	77	25	2	29	60	29
TCGA-D8-A1JL-01	8	47	13	4	15	31	9
TCGA-D8-A1JM-01	2	24	15	8	2	2	0
TCGA-D8-A1JN-01	18	5	9	63	111	2	0
TCGA-D8-A1JP-01	11	51	3	0	19	33	18
TCGA-D8-A1JS-01	7	5	9	1	1	6	0
TCGA-D8-A1JT-01	10	9	20	0	0	1	1
TCGA-D8-A1JU-01	0	2	7	1	1	8	1
TCGA-D8-A1X5-01	4	16	22	1	9	5	9
TCGA-D8-A1X6-01	3	5	26	0	4	2	2
TCGA-D8-A1X7-01	8	6	9	5	2	2	0
TCGA-D8-A1X9-01	0	60	10	0	12	15	5
TCGA-D8-A1XA-01	1	8	8	3	0	6	2
TCGA-D8-A1XB-01	2	5	21	9	6	7	0
TCGA-D8-A1XC-01	3	4	18	1	2	5	1
TCGA-D8-A1XF-01	0	11	25	12	3	0	0
TCGA-D8-A1XG-01	0	10	4	4	0	9	0
TCGA-D8-A1XK-01	0	61	167	0	0	992	80
TCGA-D8-A1XL-01	0	43	17	7	11	21	11
TCGA-D8-A1XM-01	3	5	14	23	19	0	0
TCGA-D8-A1XO-01	2	5	7	0	11	3	1
TCGA-D8-A1XQ-01	0	143	312	0	22	500	54
TCGA-D8-A1XR-01	0	4	15	1	2	10	0
TCGA-D8-A1XS-01	0	6	8	9	3	0	0
TCGA-D8-A1XT-01	8	7	18	2	6	0	4
