NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	15.902	66.462	4.337	47.291	0.542	0.783	30000.0
2	16.064	69.498	4.224	49.266	0.535	0.783	20000.0
3	16.39	65.802	4.352	48.153	0.497	0.816	20000.0
4	14.29	67.719	4.091	47.134	0.562	0.793	30000.0
5	16.024	71.307	4.31	49.693	0.545	0.784	20000.0
6	17.039	67.737	4.517	47.441	0.506	0.804	40000.0
7	15.428	63.838	4.234	45.789	0.429	0.835	20000.0
8	16.573	61.563	4.443	45.879	0.438	0.837	20000.0
9	15.675	63.371	3.987	45.495	0.493	0.811	20000.0
10	16.535	68.618	4.439	48.308	0.543	0.807	30000.0
11	16.911	69.116	4.6	48.736	0.532	0.809	20000.0
12	14.99	62.541	3.948	46.151	0.452	0.824	20000.0
13	15.547	65.968	4.086	46.826	0.486	0.817	40000.0
14	17.547	64.597	4.43	46.227	0.504	0.827	30000.0
15	17.888	70.892	4.796	48.924	0.57	0.801	20000.0
16	18.166	62.15	4.502	47.879	0.416	0.825	30000.0
17	17.271	68.153	4.213	48.123	0.52	0.799	20000.0
18	17.087	64.81	4.719	46.223	0.486	0.83	20000.0
19	16.792	69.003	4.582	48.802	0.573	0.774	40000.0
20	15.284	63.596	4.166	44.69	0.485	0.829	30000.0
21	16.913	70.067	4.621	49.221	0.564	0.799	40000.0
22	14.987	65.48	4.247	47.426	0.485	0.829	30000.0
23	15.243	66.308	4.216	49.379	0.529	0.783	30000.0
24	16.383	67.009	4.766	50.021	0.487	0.812	30000.0
25	16.455	68.687	4.352	48.148	0.562	0.785	20000.0
26	18.214	73.572	5.212	51.418	0.554	0.806	40000.0
27	16.349	62.962	4.133	45.449	0.459	0.837	30000.0
28	17.643	69.051	4.761	48.985	0.504	0.809	30000.0
29	16.854	71.931	4.644	49.772	0.555	0.805	40000.0
30	16.481	68.184	4.527	49.163	0.498	0.817	20000.0
31	16.82	65.55	4.586	49.092	0.49	0.799	20000.0
32	15.976	70.413	4.563	48.696	0.545	0.795	30000.0
33	18.994	69.201	5.079	52.887	0.505	0.787	30000.0
34	15.677	68.737	4.235	49.1	0.535	0.79	20000.0
35	16.188	70.696	4.135	48.474	0.565	0.798	50000.0
36	16.462	68.484	4.576	48.465	0.517	0.822	30000.0
37	15.894	68.578	4.698	48.578	0.566	0.802	20000.0
38	16.181	65.495	4.415	47.885	0.462	0.826	30000.0
39	15.939	67.239	4.359	48.814	0.507	0.81	20000.0
40	17.307	70.077	4.328	48.734	0.537	0.803	30000.0
41	17.288	71.048	4.875	51.495	0.527	0.794	40000.0
42	16.428	67.831	4.494	49.598	0.509	0.81	20000.0
43	17.098	67.265	4.53	48.255	0.49	0.826	20000.0
44	15.446	69.284	4.315	47.345	0.568	0.803	30000.0
45	16.21	67.495	4.467	49.646	0.497	0.793	30000.0
46	14.887	59.596	3.856	42.522	0.448	0.845	20000.0
47	15.268	67.514	4.422	49.017	0.507	0.811	20000.0
48	17.391	70.101	4.497	47.416	0.58	0.803	20000.0
49	17.017	71.568	4.392	49.088	0.57	0.793	20000.0
50	16.884	71.945	4.778	50.809	0.555	0.779	40000.0
51	15.649	63.328	4.008	43.178	0.487	0.833	20000.0
52	16.511	65.4	4.267	46.777	0.484	0.817	20000.0
53	15.209	61.19	4.064	44.113	0.456	0.84	20000.0
54	16.056	69.452	4.366	50.101	0.542	0.781	30000.0
55	16.899	67.494	4.163	47.995	0.498	0.812	30000.0
56	16.626	67.953	4.465	48.644	0.515	0.807	30000.0
57	18.045	67.643	4.897	50.055	0.491	0.816	20000.0
58	15.551	68.131	4.298	49.515	0.518	0.79	40000.0
59	16.872	66.444	4.559	48.636	0.492	0.816	20000.0
60	16.065	68.802	4.195	49.035	0.521	0.794	20000.0
61	20.041	67.108	5.55	51.759	0.452	0.819	30000.0
62	17.065	69.707	4.565	50.597	0.571	0.779	20000.0
63	16.232	64.936	4.481	47.745	0.446	0.829	30000.0
64	16.396	68.938	4.43	46.692	0.507	0.832	30000.0
65	16.74	67.509	4.467	45.632	0.511	0.841	20000.0
66	15.043	66.48	3.973	47.462	0.547	0.809	20000.0
67	13.196	63.603	3.775	45.649	0.478	0.822	20000.0
68	15.821	64.52	4.233	46.673	0.493	0.822	20000.0
69	15.509	71.91	4.139	50.032	0.562	0.779	30000.0
70	14.054	64.596	3.866	46.407	0.524	0.799	30000.0
71	17.65	69.36	4.606	49.695	0.524	0.794	40000.0
72	15.471	70.918	4.177	49.179	0.572	0.778	20000.0
73	18.641	70.672	4.946	52.573	0.489	0.806	20000.0
74	14.931	66.519	3.851	45.423	0.515	0.819	40000.0
75	16.498	67.608	4.421	47.312	0.528	0.801	30000.0
76	17.227	75.172	4.851	52.441	0.607	0.768	30000.0
77	16.43	66.593	4.566	47.044	0.506	0.826	40000.0
78	16.649	66.567	4.437	46.301	0.512	0.825	30000.0
79	18.323	68.887	4.746	49.478	0.52	0.805	20000.0
80	14.572	67.073	3.969	49.24	0.505	0.787	20000.0
81	16.145	67.587	4.326	47.626	0.516	0.814	20000.0
82	14.881	71.623	4.272	50.44	0.577	0.783	20000.0
83	15.122	65.887	4.133	46.312	0.496	0.831	30000.0
84	16.421	64.013	4.516	48.115	0.453	0.82	20000.0
85	15.668	65.961	4.027	45.79	0.531	0.819	20000.0
86	16.538	71.737	4.407	47.506	0.55	0.818	30000.0
87	15.476	65.513	4.17	46.56	0.488	0.825	30000.0
88	17.349	71.455	4.771	50.391	0.564	0.804	50000.0
89	15.9	67.742	4.274	48.096	0.515	0.814	20000.0
90	18.143	68.707	4.618	49.256	0.504	0.802	50000.0
91	16.056	65.235	4.261	47.632	0.499	0.815	20000.0
92	16.212	69.792	4.598	49.294	0.548	0.788	30000.0
93	16.188	71.549	4.268	49.805	0.549	0.783	20000.0
