NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	62.562	96.328	11.14	64.155	0.884	0.668	70000.0
2	62.612	95.924	11.119	63.937	0.878	0.672	30000.0
3	61.105	94.091	10.568	62.351	0.883	0.688	50000.0
4	61.441	94.22	10.624	61.713	0.88	0.697	30000.0
5	61.51	93.892	10.668	61.513	0.878	0.701	60000.0
6	62.771	95.547	11.139	63.248	0.876	0.681	40000.0
7	62.091	96.265	10.879	64.014	0.889	0.671	30000.0
8	61.68	95.416	10.713	63.434	0.893	0.677	40000.0
9	62.237	95.682	10.918	63.545	0.876	0.675	60000.0
10	61.478	94.776	10.73	62.484	0.895	0.686	80000.0
11	62.82	96.21	11.105	63.802	0.883	0.674	60000.0
12	62.586	95.235	11.066	63.148	0.881	0.681	50000.0
13	61.169	94.89	10.572	63.105	0.892	0.678	50000.0
14	62.044	95.133	10.776	62.934	0.89	0.681	40000.0
15	62.729	95.897	11.111	63.64	0.877	0.674	40000.0
16	62.831	96.22	11.092	63.595	0.89	0.678	80000.0
17	62.447	96.66	11.039	64.296	0.887	0.665	60000.0
18	60.976	94.479	10.66	62.986	0.88	0.682	30000.0
19	62.408	96.473	10.948	63.592	0.898	0.674	30000.0
20	62.337	95.261	10.995	63.352	0.879	0.678	30000.0
21	61.892	95.955	10.874	63.455	0.89	0.676	30000.0
22	62.286	95.161	10.981	63.049	0.88	0.684	30000.0
23	62.667	96.809	11.074	64.286	0.892	0.667	40000.0
24	62.437	96.362	11.072	64.161	0.889	0.668	40000.0
25	62.916	96.317	11.203	64.42	0.884	0.668	30000.0
26	61.559	94.768	10.792	62.62	0.889	0.685	60000.0
27	61.618	96.049	10.869	63.735	0.9	0.671	50000.0
28	62.21	96.105	10.919	63.754	0.892	0.67	20000.0
29	62.014	95.374	10.815	63.533	0.886	0.676	30000.0
30	61.833	94.721	10.818	63.138	0.883	0.68	60000.0
31	61.59	95.322	10.784	63.56	0.894	0.675	70000.0
32	60.649	93.667	10.511	62.361	0.891	0.685	70000.0
33	62.959	97.623	11.099	65.035	0.895	0.658	40000.0
34	61.39	94.658	10.719	63.311	0.887	0.676	60000.0
35	61.76	94.725	10.834	63.031	0.884	0.682	40000.0
36	62.266	95.995	11.067	63.874	0.892	0.671	40000.0
37	62.448	95.974	11.08	63.68	0.888	0.675	30000.0
