NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	101.498	120.471	20.168	85.038	1.276	0.454	30000.0
2	101.566	120.4	20.167	85.105	1.268	0.454	20000.0
3	100.694	119.804	20.05	84.914	1.271	0.456	20000.0
4	101.782	120.511	20.233	85.179	1.273	0.452	30000.0
5	101.734	120.39	20.255	85.112	1.271	0.455	20000.0
6	101.179	120.158	20.1	84.972	1.269	0.456	30000.0
7	101.094	120.137	19.979	84.732	1.272	0.457	20000.0
8	101.177	120.363	20.112	84.966	1.271	0.455	40000.0
9	100.962	120.221	20.033	85.049	1.266	0.455	20000.0
10	101.446	120.478	20.119	85.116	1.283	0.452	30000.0
11	101.796	120.706	20.161	85.418	1.279	0.447	20000.0
12	101.581	120.457	20.21	85.149	1.272	0.454	20000.0
13	101.341	120.302	20.13	85.184	1.276	0.451	30000.0
14	101.687	120.765	20.163	85.228	1.28	0.451	20000.0
15	101.264	120.238	20.083	84.915	1.27	0.455	20000.0
16	101.617	120.687	20.192	84.971	1.278	0.454	30000.0
17	101.467	120.546	20.195	85.231	1.278	0.451	20000.0
18	101.148	120.294	20.164	84.923	1.275	0.455	20000.0
19	101.525	120.964	20.133	85.367	1.289	0.447	30000.0
20	100.91	119.828	20.035	84.854	1.263	0.456	20000.0
21	101.141	120.348	20.127	85.02	1.275	0.455	20000.0
22	101.416	120.361	20.169	84.967	1.273	0.456	20000.0
23	101.284	120.504	20.174	85.021	1.28	0.453	20000.0
24	101.402	120.494	20.183	85.049	1.276	0.454	20000.0
25	101.436	120.422	20.113	85.201	1.275	0.451	30000.0
26	101.062	120.249	20.133	84.924	1.279	0.454	20000.0
27	101.391	120.61	20.229	85.255	1.278	0.452	20000.0
28	101.113	120.424	19.973	84.867	1.271	0.453	20000.0
29	101.477	120.361	20.099	85.226	1.27	0.451	20000.0
30	101.502	120.222	20.112	84.983	1.268	0.456	20000.0
31	101.378	120.575	20.149	85.348	1.28	0.45	20000.0
32	101.181	120.05	20.098	85.022	1.271	0.456	20000.0
33	101.756	120.737	20.172	85.362	1.275	0.45	20000.0
34	101.532	120.617	20.088	85.316	1.274	0.45	20000.0
35	101.34	120.314	20.129	85.014	1.273	0.456	20000.0
36	101.312	120.64	20.233	85.229	1.279	0.451	40000.0
37	101.638	120.514	20.27	85.375	1.28	0.451	30000.0
38	100.919	120.308	20.085	85.035	1.271	0.455	20000.0
39	101.39	120.324	20.157	85.185	1.275	0.454	20000.0
40	101.587	120.316	20.151	85.111	1.268	0.454	30000.0
41	101.237	120.171	20.159	85.001	1.272	0.454	20000.0
42	101.486	120.405	20.194	85.255	1.273	0.452	40000.0
43	100.985	119.874	20.003	84.654	1.272	0.458	20000.0
44	101.29	120.245	20.118	84.888	1.276	0.456	40000.0
45	100.895	119.99	20.05	84.77	1.262	0.459	20000.0
46	101.317	120.368	20.128	85.038	1.268	0.455	30000.0
47	100.98	119.847	20.105	84.766	1.267	0.458	20000.0
48	101.294	120.361	20.204	85.106	1.275	0.454	20000.0
49	101.252	120.55	20.049	85.157	1.281	0.452	30000.0
50	101.138	120.126	20.098	84.983	1.269	0.456	30000.0
51	101.353	120.357	20.229	85.015	1.274	0.454	20000.0
52	101.369	120.481	20.122	85.22	1.277	0.451	20000.0
53	101.347	120.549	20.162	85.206	1.281	0.453	20000.0
54	101.132	119.908	20.035	84.744	1.267	0.457	20000.0
55	100.861	119.907	19.979	84.649	1.27	0.458	20000.0
56	101.745	120.764	20.268	85.484	1.283	0.449	20000.0
57	101.498	120.379	20.143	85.0	1.277	0.454	50000.0
58	101.265	120.572	20.037	85.1	1.28	0.45	20000.0
59	101.188	120.118	20.094	85.045	1.268	0.455	20000.0
60	101.48	120.679	20.222	85.285	1.272	0.452	20000.0
61	101.032	120.298	20.057	84.739	1.271	0.458	40000.0
62	100.511	119.646	19.969	84.569	1.259	0.46	20000.0
63	101.79	120.904	20.134	85.28	1.279	0.45	20000.0
64	100.841	119.948	20.047	84.817	1.261	0.458	20000.0
65	101.41	120.518	20.08	85.135	1.274	0.453	20000.0
66	101.583	120.466	20.194	85.175	1.277	0.453	20000.0
67	101.089	120.31	20.107	85.036	1.271	0.455	20000.0
68	101.212	120.129	20.126	84.765	1.268	0.457	20000.0
69	101.775	120.569	20.263	85.159	1.278	0.452	20000.0
70	101.08	119.984	20.054	84.779	1.265	0.459	20000.0
71	101.119	120.074	20.121	84.948	1.268	0.457	20000.0
72	100.985	120.292	20.082	84.948	1.279	0.454	40000.0
73	101.543	120.279	20.17	85.083	1.27	0.455	20000.0
74	101.484	120.877	20.077	85.262	1.282	0.449	30000.0
75	101.443	120.447	20.115	85.208	1.273	0.452	20000.0
76	101.836	121.032	20.278	85.404	1.292	0.449	20000.0
77	101.292	120.345	20.012	85.038	1.265	0.454	30000.0
78	101.682	120.483	20.154	85.031	1.28	0.452	30000.0
79	101.295	119.964	20.082	84.99	1.267	0.456	20000.0
80	101.354	120.271	20.145	84.761	1.277	0.456	20000.0
81	101.258	120.723	20.032	85.207	1.278	0.45	20000.0
82	101.728	120.616	20.217	85.025	1.275	0.454	40000.0
83	101.24	120.503	20.075	85.072	1.277	0.451	20000.0
84	101.302	120.371	20.103	85.052	1.27	0.452	20000.0
85	101.387	120.284	20.18	84.972	1.268	0.458	20000.0
86	101.444	120.648	20.15	85.315	1.274	0.451	20000.0
87	101.533	120.513	20.19	85.106	1.277	0.453	20000.0
88	101.51	121.059	20.202	85.394	1.287	0.448	20000.0
89	101.429	120.252	20.197	85.245	1.271	0.453	20000.0
90	101.224	120.276	20.036	85.05	1.276	0.452	30000.0
91	101.3	120.395	20.173	85.288	1.276	0.45	20000.0
92	101.14	120.163	20.186	84.917	1.273	0.458	30000.0
93	100.66	119.583	19.997	84.646	1.255	0.462	20000.0
94	101.267	120.068	20.137	85.004	1.272	0.454	20000.0
95	100.98	119.848	20.039	84.876	1.263	0.456	20000.0
96	101.19	120.303	20.052	84.795	1.269	0.457	30000.0
97	101.434	120.584	20.092	85.094	1.278	0.452	20000.0
98	101.451	120.623	20.265	85.373	1.279	0.451	60000.0
99	101.183	120.101	20.131	84.991	1.262	0.456	20000.0
100	101.41	120.373	20.15	84.992	1.273	0.456	20000.0
