Samples	SBS96A	SBS96B	SBS96C	SBS96D
TCGA-E9-A1NA-01	22	66	24	5
TCGA-E9-A1NE-01	6	42	4	10
TCGA-E9-A1NF-01	25	9	27	0
TCGA-E9-A1NG-01	0	8	10	3
TCGA-E9-A1NH-01	2	10	15	10
TCGA-E9-A1QZ-01	0	11	6	6
TCGA-E9-A1R0-01	7	0	27	1
TCGA-E9-A1R2-01	14	33	1	18
TCGA-E9-A1R3-01	3	4	11	7
TCGA-E9-A1R4-01	98	20	27	8
TCGA-E9-A1R5-01	3	14	27	7
TCGA-E9-A1R6-01	0	8	27	1
TCGA-E9-A1R7-01	12	26	16	9
TCGA-E9-A1RA-01	5	7	13	0
TCGA-E9-A1RB-01	0	13	9	16
TCGA-E9-A1RC-01	0	12	29	14
TCGA-E9-A1RD-01	6	4	11	2
TCGA-E9-A1RE-01	0	8	40	18
TCGA-E9-A1RF-01	17	100	37	16
TCGA-E9-A1RG-01	8	15	10	8
TCGA-E9-A1RH-01	14	50	36	11
TCGA-E9-A1RI-01	5	8	13	3
TCGA-E9-A226-01	49	3	26	1
TCGA-E9-A227-01	4	9	6	0
TCGA-E9-A228-01	10	4	31	7
TCGA-E9-A229-01	5	7	11	7
TCGA-E9-A22A-01	9	15	10	2
TCGA-E9-A22B-01	12	18	41	5
TCGA-E9-A22D-01	3	0	35	2
TCGA-E9-A22E-01	35	81	14	14
TCGA-E9-A22G-01	9	74	0	34
TCGA-E9-A22H-01	0	0	22	4
TCGA-E9-A243-01	19	43	3	24
TCGA-E9-A244-01	3	65	24	29
TCGA-E9-A245-01	1	17	4	1
TCGA-E9-A247-01	0	0	30	17
TCGA-E9-A248-01	5	0	15	8
TCGA-E9-A249-01	0	2	15	8
TCGA-E9-A24A-01	0	10	12	0
TCGA-E9-A295-01	0	52	56	1
TCGA-E9-A2JS-01	0	21	62	6
TCGA-E9-A2JT-01	28	0	0	0
TCGA-E9-A3HO-01	8	49	3	12
TCGA-E9-A3QA-01	23	33	2	4
TCGA-E9-A3X8-01	6	17	14	0
TCGA-E9-A54Y-01	20	0	34	4
TCGA-E9-A5FK-01	2	16	15	6
TCGA-E9-A5FL-01	25	68	11	29
TCGA-E9-A5UO-01	0	13	17	8
TCGA-E9-A6HE-01	0	0	17	5
TCGA-EW-A1IW-01	73	18	33	3
TCGA-EW-A1IX-01	28	11	0	3
TCGA-EW-A1IY-01	21	0	17	0
TCGA-EW-A1IZ-01	0	0	184	251
TCGA-EW-A1J1-01	0	7	14	2
TCGA-EW-A1J3-01	2	12	11	5
TCGA-EW-A1J5-01	510	0	30	0
TCGA-EW-A1J6-01	0	25	19	0
TCGA-EW-A1OV-01	112	0	28	0
TCGA-EW-A1OX-01	6	5	6	4
TCGA-EW-A1OZ-01	8	18	41	9
TCGA-EW-A1P0-01	0	16	3	9
TCGA-EW-A1P1-01	0	2	1	0
TCGA-EW-A1P3-01	1	9	18	0
TCGA-EW-A1P4-01	8	37	12	20
TCGA-EW-A1P5-01	0	0	13	7
TCGA-EW-A1P6-01	0	6	16	4
TCGA-EW-A1P7-01	0	13	0	6
TCGA-EW-A1P8-01	1	17	13	8
TCGA-EW-A1PA-01	7	14	18	2
TCGA-EW-A1PB-01	84	88	1	9
TCGA-EW-A1PD-01	20	60	0	13
TCGA-EW-A1PE-01	7	9	14	8
TCGA-EW-A1PG-01	1	0	10	0
TCGA-EW-A1PH-01	6	16	33	7
TCGA-EW-A2FR-01	13	19	22	0
TCGA-EW-A2FS-01	0	14	16	15
TCGA-EW-A2FV-01	1	14	17	0
TCGA-EW-A2FW-01	1	0	22	3
TCGA-EW-A423-01	20	17	39	12
TCGA-EW-A6S9-01	3	6	17	5
TCGA-EW-A6SA-01	18	45	40	20
TCGA-EW-A6SB-01	5	26	29	21
TCGA-EW-A6SC-01	8	7	6	18
TCGA-EW-A6SD-01	35	3	11	19
TCGA-GI-A2C8-01	19	83	21	25
TCGA-GM-A2D9-01	575	0	70	0
TCGA-GM-A2DA-01	8	10	22	5
TCGA-GM-A2DB-01	9	69	38	12
TCGA-GM-A2DC-01	0	3	24	0
TCGA-GM-A2DD-01	5	29	14	20
TCGA-GM-A2DF-01	5	14	26	8
TCGA-GM-A2DH-01	104	102	2	24
TCGA-GM-A2DI-01	74	0	17	0
TCGA-GM-A2DK-01	5	6	16	10
TCGA-GM-A2DL-01	11	18	20	0
TCGA-GM-A2DM-01	7	9	3	8
TCGA-GM-A2DN-01	2	5	12	0
TCGA-GM-A2DO-01	184	0	36	0
TCGA-GM-A3NW-01	52	8	30	5
TCGA-GM-A3XL-01	43	74	4	23
TCGA-GM-A4E0-01	0	7	21	6
TCGA-GM-A5PV-01	10	18	15	4
TCGA-GM-A5PX-01	8	9	15	10
TCGA-HN-A2NL-01	7	53	18	13
TCGA-HN-A2OB-01	3	2	10	4
TCGA-JL-A3YX-01	21	0	19	9
TCGA-LD-A66U-01	0	8	16	20
TCGA-LD-A74U-01	282	0	70	0
TCGA-LD-A7W5-01	15	6	30	14
TCGA-LD-A7W6-01	2	13	21	10
TCGA-LD-A9QF-01	0	9	29	1
TCGA-LL-A440-01	1	0	5	0
TCGA-LL-A50Y-01	1	4	22	16
TCGA-LL-A5YL-01	42	1	50	0
TCGA-LL-A5YM-01	3	13	18	6
TCGA-LL-A5YN-01	0	14	24	5
TCGA-LL-A5YO-01	15	32	0	14
TCGA-LL-A5YP-01	16	67	7	15
TCGA-LL-A6FP-01	19	26	29	1
TCGA-LL-A6FQ-01	1	7	48	13
TCGA-LL-A6FR-01	2	19	27	15
TCGA-LL-A73Y-01	130	28	0	35
TCGA-LL-A73Z-01	1	15	22	10
TCGA-LL-A740-01	6	23	25	14
TCGA-LL-A7SZ-01	10	11	36	18
TCGA-LL-A7T0-01	10	6	44	17
TCGA-LL-A8F5-01	19	119	24	38
TCGA-LL-A9Q3-01	8	11	36	13
TCGA-OK-A5Q2-01	6	1	36	0
TCGA-OL-A5D6-01	7	17	33	0
TCGA-OL-A5D7-01	13	36	16	15
TCGA-OL-A5D8-01	2	10	16	11
TCGA-OL-A5DA-01	70	7	37	0
TCGA-OL-A5RU-01	0	11	28	7
TCGA-OL-A5RV-01	0	3	10	4
TCGA-OL-A5RW-01	118	101	0	34
TCGA-OL-A5RX-01	1	2	20	12
TCGA-OL-A5RY-01	2	0	3	8
TCGA-OL-A5RZ-01	15	52	70	15
TCGA-OL-A5S0-01	4	4	27	9
TCGA-OL-A66H-01	0	14	7	6
TCGA-OL-A66I-01	5	20	28	3
TCGA-OL-A66J-01	9	12	28	19
TCGA-OL-A66K-01	2	5	27	13
TCGA-OL-A66L-01	66	0	21	7
TCGA-OL-A66N-01	0	6	39	13
TCGA-OL-A66O-01	0	9	19	10
TCGA-OL-A66P-01	3	72	24	24
TCGA-OL-A6VO-01	1	10	20	7
TCGA-OL-A6VQ-01	50	0	22	10
TCGA-OL-A6VR-01	1	2	5	9
TCGA-OL-A97C-01	1	26	18	25
TCGA-PE-A5DC-01	21	76	33	24
TCGA-PE-A5DD-01	45	2	38	0
TCGA-PE-A5DE-01	577	0	112	0
TCGA-PL-A8LV-01	45	75	8	27
TCGA-PL-A8LX-01	0	13	14	22
TCGA-PL-A8LY-01	0	1	0	6
TCGA-PL-A8LZ-01	16	82	33	5
TCGA-S3-A6ZF-01	1	12	36	3
TCGA-S3-A6ZG-01	2	6	50	2
TCGA-S3-A6ZH-01	3	8	26	8
TCGA-S3-AA0Z-01	16	23	24	14
TCGA-S3-AA10-01	23	97	9	21
TCGA-S3-AA11-01	5	59	21	11
TCGA-S3-AA12-01	5	23	29	3
TCGA-S3-AA14-01	4	0	15	5
TCGA-S3-AA15-01	38	7	11	4
TCGA-S3-AA17-01	19	72	22	28
TCGA-UL-AAZ6-01	21	67	16	36
TCGA-UU-A93S-01	17	113	33	33
TCGA-V7-A7HQ-01	4	15	9	3
TCGA-W8-A86G-01	1	7	16	11
TCGA-WT-AB41-01	25	3	31	3
TCGA-WT-AB44-01	0	15	29	16
TCGA-XX-A899-01	34	2	24	0
TCGA-XX-A89A-01	203	23	22	17
TCGA-Z7-A8R5-01	0	0	26	8
TCGA-Z7-A8R6-01	62	0	35	10
