Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
TCGA-FW-A5DY-06	130	77	0	0	0	17	1	0	16	0
TCGA-GF-A2C7-01	41	48	5	0	0	5	1	3	0	0
TCGA-GF-A3OT-06	282	343	0	0	0	70	11	0	78	0
TCGA-GF-A4EO-06	140	147	2	0	0	32	4	0	21	0
TCGA-GF-A6C8-06	223	203	0	0	0	43	2	9	47	0
TCGA-GF-A6C9-06	1946	989	0	0	0	538	45	0	336	0
TCGA-GF-A769-01	74	89	4	0	0	26	2	0	20	0
TCGA-GN-A262-06	185	269	0	0	0	2	5	0	34	0
TCGA-GN-A263-01	264	246	0	0	0	55	11	0	27	0
TCGA-GN-A264-06	2	6	9	2	0	18	6	6	8	4
TCGA-GN-A265-06	139	129	1	0	0	0	0	6	31	4
TCGA-GN-A266-06	2428	1518	0	0	0	881	82	0	438	0
TCGA-GN-A267-06	230	265	0	0	0	60	9	0	35	1
TCGA-GN-A268-06	210	127	0	0	0	78	5	14	17	0
TCGA-GN-A269-01	476	357	0	0	0	97	13	0	55	0
TCGA-GN-A26A-06	189	221	0	0	0	11	4	0	27	0
TCGA-GN-A26C-01	1197	769	0	0	0	330	36	0	175	0
TCGA-GN-A26D-06	10	0	12	4	22	0	2	6	2	0
TCGA-GN-A4U3-06	178	196	0	0	0	36	7	0	44	0
TCGA-GN-A4U4-06	487	343	0	0	0	63	16	7	59	0
TCGA-GN-A4U5-01	206	237	0	0	0	0	0	0	10	0
TCGA-GN-A4U7-06	110	156	2	0	0	61	2	2	12	2
TCGA-GN-A4U8-06	261	190	0	0	0	71	9	0	13	2
TCGA-GN-A4U9-06	4	0	8	17	14	6	0	12	2	14
TCGA-GN-A8LK-06	1321	1061	0	0	0	191	33	9	177	0
TCGA-GN-A8LL-06	5	9	5	6	23	8	3	11	0	0
TCGA-GN-A8LN-01	158	107	0	0	0	28	13	0	54	0
TCGA-GN-A9SD-06	73	63	12	0	0	46	1	0	9	0
TCGA-HR-A2OG-06	113	102	0	2	0	17	0	1	16	3
TCGA-HR-A2OH-06	54	67	0	0	0	6	1	4	25	0
TCGA-HR-A5NC-01	17	40	9	9	0	14	0	4	0	0
TCGA-IH-A3EA-01	1122	590	0	0	0	182	36	0	85	0
TCGA-LH-A9QB-06	148	144	2	0	0	8	7	0	50	0
TCGA-OD-A75X-06	766	465	0	0	0	74	10	39	101	0
TCGA-QB-A6FS-06	805	559	0	0	0	115	11	0	114	0
TCGA-QB-AA9O-06	884	743	0	0	0	236	26	0	196	11
TCGA-RP-A690-06	3	0	0	4	11	0	0	0	0	2
TCGA-RP-A693-06	453	515	0	0	0	45	11	0	67	0
TCGA-RP-A694-06	380	333	0	0	0	145	17	0	100	0
TCGA-RP-A695-06	567	458	0	0	0	92	15	0	53	0
TCGA-RP-A6K9-06	0	8	11	17	20	0	3	6	2	1
TCGA-W3-A824-06	868	775	0	23	0	230	11	3	121	0
TCGA-W3-A825-06	715	475	0	0	0	188	29	0	147	0
TCGA-W3-A828-06	757	939	26	0	0	50	25	10	27	17
TCGA-W3-AA1O-06	485	382	0	0	0	126	8	0	47	0
TCGA-W3-AA1Q-06	676	355	0	0	0	102	10	0	126	0
TCGA-W3-AA1R-06	1079	815	0	0	0	261	33	0	203	0
TCGA-W3-AA1V-06	3337	2576	0	0	0	930	107	0	539	0
TCGA-W3-AA1W-06	467	274	0	0	0	138	8	0	72	0
TCGA-W3-AA21-06	344	197	0	0	0	97	3	0	62	0
TCGA-WE-A8JZ-06	137	87	19	2	0	32	4	0	0	0
TCGA-WE-A8K1-06	205	126	0	0	0	48	4	6	71	0
TCGA-WE-A8K4-01	536	440	0	0	0	75	11	4	92	1
TCGA-WE-A8K5-06	696	529	0	0	0	184	30	0	151	0
TCGA-WE-A8K6-06	150	156	0	0	0	24	3	0	33	0
TCGA-WE-A8ZM-06	33	9	0	6	31	0	1	12	8	3
TCGA-WE-A8ZN-06	97	92	0	0	0	22	0	0	14	0
TCGA-WE-A8ZO-06	265	146	0	0	0	11	5	0	60	0
TCGA-WE-A8ZQ-06	79	91	21	10	0	25	2	3	17	2
TCGA-WE-A8ZR-06	8	0	7	7	0	5	0	0	9	0
TCGA-WE-A8ZT-06	297	251	0	0	0	23	17	0	40	0
TCGA-WE-A8ZX-06	405	204	0	0	0	141	19	0	31	0
TCGA-WE-A8ZY-06	157	114	8	0	4	28	1	8	23	3
TCGA-WE-AA9Y-06	49	42	4	2	0	2	0	0	3	2
TCGA-WE-AAA0-06	899	826	0	0	0	110	27	0	120	0
TCGA-WE-AAA3-06	230	142	0	0	0	86	10	0	62	0
TCGA-WE-AAA4-06	126	101	0	0	0	30	4	3	44	4
TCGA-XV-A9VZ-01	1	3	0	3	6	1	4	0	0	0
TCGA-XV-A9W2-01	1	5	9	11	4	15	7	4	0	0
TCGA-XV-A9W5-01	43	33	10	0	0	26	2	0	21	0
TCGA-XV-AAZV-01	84	43	4	7	0	9	0	0	12	0
TCGA-XV-AAZW-01	79	64	8	2	1	26	9	2	22	1
TCGA-XV-AAZY-01	114	69	0	0	0	46	4	0	6	0
TCGA-YD-A89C-06	1107	824	0	0	0	292	32	0	150	0
TCGA-YD-A9TA-06	2281	1438	0	0	0	582	90	0	245	0
TCGA-YD-A9TB-06	205	111	0	0	0	95	15	0	38	4
TCGA-YG-AA3N-01	1357	947	0	0	0	334	38	0	120	0
TCGA-YG-AA3O-06	789	503	0	0	0	114	33	2	86	0
TCGA-YG-AA3P-06	1	22	23	10	9	4	1	13	4	11
TCGA-Z2-A8RT-06	2187	1218	0	0	0	454	58	0	147	11
TCGA-Z2-AA3S-06	165	93	0	0	8	1	2	1	23	0
TCGA-Z2-AA3V-06	283	207	0	0	0	59	10	0	34	0
TCGA-3C-AAAU-01	0	6	0	18	7	5	3	4	2	0
TCGA-3C-AALI-01	44	0	10	0	0	225	450	0	79	0
TCGA-3C-AALJ-01	5	8	5	10	21	0	11	2	4	0
TCGA-3C-AALK-01	2	6	2	11	18	13	6	5	1	0
TCGA-4H-AAAK-01	0	2	0	8	10	0	0	4	9	0
TCGA-5L-AAT0-01	57	0	0	0	0	103	98	0	21	0
TCGA-5L-AAT1-01	185	0	0	0	0	770	934	0	97	0
TCGA-5T-A9QA-01	2	9	1	17	13	8	0	3	0	0
TCGA-A1-A0SB-01	0	1	0	3	5	2	0	4	1	0
TCGA-A1-A0SD-01	0	4	0	8	20	6	0	0	2	0
TCGA-A1-A0SE-01	6	2	3	3	7	6	1	4	4	0
TCGA-A1-A0SF-01	10	0	0	1	0	40	11	0	0	2
TCGA-A1-A0SG-01	1	3	0	6	13	2	1	1	8	0
TCGA-A1-A0SH-01	21	2	14	3	1	43	50	4	0	0
TCGA-A1-A0SI-01	21	0	1	0	0	69	172	1	14	0
TCGA-A1-A0SJ-01	1	0	0	16	7	7	6	0	0	3
TCGA-A1-A0SK-01	3	2	7	11	51	6	1	0	3	0
TCGA-A1-A0SM-01	2	0	0	7	13	0	0	3	7	0
TCGA-A1-A0SN-01	5	7	0	12	18	0	21	0	12	1
TCGA-A1-A0SO-01	2	29	90	12	152	16	23	5	13	11
TCGA-A1-A0SP-01	13	2	8	17	27	0	0	3	0	0
TCGA-A2-A04N-01	3	6	3	7	13	10	1	0	9	1
TCGA-A2-A04R-01	0	11	25	11	31	0	11	1	7	5
TCGA-A2-A04U-01	4	2	4	12	30	1	3	1	5	5
TCGA-A2-A04W-01	19	3	3	9	0	34	89	7	23	0
TCGA-A2-A0CK-01	1	2	0	9	6	9	0	0	0	0
TCGA-A2-A0CL-01	7	0	0	6	0	76	99	0	11	1
TCGA-A2-A0CR-01	22	0	0	0	0	89	99	0	0	0
TCGA-A2-A0CS-01	0	0	0	17	25	3	0	0	2	1
TCGA-A2-A0CV-01	0	3	1	11	2	0	2	0	5	0
TCGA-A2-A0CW-01	8	0	6	6	20	25	14	0	4	1
TCGA-A2-A0D3-01	1	3	0	16	6	5	0	0	1	0
TCGA-A2-A0EN-01	3	6	0	6	15	3	0	3	3	0
TCGA-A2-A0EP-01	1	3	1	1	0	0	6	3	0	1
TCGA-A2-A0ES-01	3	1	0	3	10	0	0	1	1	0
TCGA-A2-A0EW-01	0	1	1	4	8	1	1	3	1	0
TCGA-A2-A0ST-01	0	5	4	6	3	4	3	2	1	0
TCGA-A2-A0SU-01	1	7	0	11	12	0	3	1	0	0
TCGA-A2-A0SX-01	8	0	4	15	2	0	6	2	0	4
TCGA-A2-A0SY-01	24	2	0	1	1	41	92	1	15	0
TCGA-A2-A0T0-01	11	0	34	13	97	1	21	27	5	8
TCGA-A2-A0T1-01	1	4	0	8	6	1	0	6	4	2
TCGA-A2-A0T3-01	1	1	8	10	16	4	1	0	3	0
TCGA-A2-A0T4-01	0	2	2	10	13	3	8	3	0	0
TCGA-A2-A0T5-01	0	0	0	4	4	3	0	0	1	1
TCGA-A2-A0T6-01	1	0	0	12	8	6	0	0	1	0
TCGA-A2-A0T7-01	0	3	0	6	8	7	0	0	3	2
TCGA-A2-A0YC-01	1	0	6	6	10	8	1	0	0	0
TCGA-A2-A0YD-01	10	0	0	3	0	30	27	0	17	0
TCGA-A2-A0YE-01	3	3	7	13	0	13	2	0	1	1
TCGA-A2-A0YF-01	4	1	4	8	16	3	0	0	2	1
TCGA-A2-A0YG-01	6	7	3	10	27	17	0	5	3	0
TCGA-A2-A0YH-01	5	8	0	8	20	14	39	0	6	0
TCGA-A2-A0YI-01	4	0	3	2	7	0	1	0	1	0
TCGA-A2-A0YJ-01	0	5	1	21	47	3	6	2	6	7
TCGA-A2-A0YK-01	34	0	0	0	0	150	283	0	11	0
TCGA-A2-A0YL-01	10	2	0	1	0	14	14	2	0	0
TCGA-A2-A0YM-01	1	3	3	22	17	24	27	3	9	0
TCGA-A2-A0YT-01	9	0	1	17	15	21	4	0	14	0
TCGA-A2-A1FV-01	7	0	0	11	15	14	0	3	0	0
TCGA-A2-A1FW-01	15	0	5	23	34	0	5	3	5	5
TCGA-A2-A1FX-01	3	5	3	7	5	0	0	0	4	1
TCGA-A2-A1FZ-01	0	1	0	7	11	3	1	5	0	1
TCGA-A2-A1G0-01	1	5	0	0	11	4	0	0	2	0
TCGA-A2-A1G1-01	1	4	5	2	17	8	0	2	0	0
TCGA-A2-A1G6-01	0	0	0	3	5	0	1	1	0	0
TCGA-A2-A259-01	3	6	0	2	10	4	2	0	2	0
TCGA-A2-A25A-01	12	0	21	0	0	54	42	0	0	0
TCGA-A2-A25B-01	10	9	24	15	49	2	7	3	9	0
TCGA-A2-A25C-01	5	0	11	1	8	1	2	11	0	0
TCGA-A2-A25D-01	2	9	7	7	15	8	5	5	1	5
TCGA-A2-A25E-01	0	2	1	3	29	10	3	9	3	1
TCGA-A2-A25F-01	0	0	3	0	3	0	0	0	0	0
TCGA-A2-A3KD-01	0	6	0	4	2	4	0	2	0	0
TCGA-A2-A3XT-01	0	10	8	4	52	0	32	10	0	6
TCGA-A2-A3XU-01	0	1	1	9	12	5	0	3	0	0
TCGA-A2-A3XV-01	3	5	1	13	12	0	0	7	5	2
TCGA-A2-A3XW-01	2	0	0	2	6	2	0	2	3	0
TCGA-A2-A3XX-01	2	0	0	12	26	5	1	0	6	0
TCGA-A2-A3XZ-01	5	0	0	7	11	6	17	0	6	0
TCGA-A2-A3Y0-01	5	14	8	20	107	0	51	28	4	6
TCGA-A2-A4S1-01	0	3	16	18	37	8	5	5	2	4
TCGA-A2-A4S2-01	1	2	1	6	15	13	0	5	0	0
TCGA-A2-A4S3-01	2	8	12	17	27	12	13	11	4	1
TCGA-A7-A0CE-01	9	0	8	8	22	2	4	7	0	1
TCGA-A7-A0CH-01	1	8	2	0	3	1	0	1	1	0
TCGA-A7-A0D9-01	4	0	0	3	0	1	2	1	0	1
TCGA-A7-A0DA-01	6	2	17	6	114	10	13	2	7	10
TCGA-A7-A0DB-01	0	0	0	7	11	17	11	1	1	5
TCGA-A7-A13D-01	10	3	1	14	87	0	17	5	2	1
TCGA-A7-A13E-01	5	1	0	35	30	4	5	0	0	0
TCGA-A7-A13F-01	1	5	0	13	10	1	4	2	9	0
TCGA-A7-A13G-01	0	0	0	8	7	13	3	0	0	1
TCGA-A7-A26E-01	3	0	0	7	11	33	2	0	10	1
TCGA-A7-A26F-01	0	5	0	5	20	11	0	0	5	0
TCGA-A7-A26G-01	6	0	20	7	11	8	12	3	1	0
TCGA-A7-A26H-01	9	6	4	15	11	41	62	0	2	0
TCGA-A7-A26I-01	6	1	8	3	13	7	3	3	1	1
TCGA-A7-A26J-01	1	4	3	4	22	4	3	0	0	1
TCGA-A7-A2KD-01	5	5	0	15	12	11	3	1	2	1
TCGA-A7-A3RF-01	0	2	3	5	20	6	0	4	0	0
TCGA-A7-A425-01	3	0	0	10	17	2	0	0	0	1
TCGA-A7-A4SC-01	3	3	5	11	7	3	0	0	4	2
TCGA-A7-A4SD-01	0	2	0	19	23	8	0	2	3	5
TCGA-A7-A4SE-01	7	4	14	4	59	4	39	12	0	3
TCGA-A7-A56D-01	16	5	3	17	20	85	66	0	13	0
TCGA-A7-A5ZV-01	7	17	29	27	113	0	36	14	8	17
TCGA-A7-A5ZW-01	0	0	0	5	5	7	9	6	4	0
TCGA-A7-A5ZX-01	3	0	1	3	14	8	0	3	6	4
TCGA-A7-A6VV-01	1	17	4	13	17	1	10	1	0	0
TCGA-A7-A6VW-01	5	9	8	5	38	6	5	11	2	3
TCGA-A7-A6VX-01	12	12	21	1	48	41	20	12	0	10
TCGA-A7-A6VY-01	4	10	11	8	61	2	19	12	8	1
TCGA-A8-A075-01	12	10	10	6	24	19	16	0	0	3
TCGA-AC-A23C-01	12	0	12	8	14	43	34	16	2	4
TCGA-AC-A23E-01	0	4	0	6	10	1	0	0	3	0
TCGA-AC-A23H-01	492	0	0	0	0	1965	3859	0	62	0
TCGA-AC-A2B8-01	1	9	0	0	0	58	56	0	4	0
TCGA-AC-A2BK-01	2	7	12	30	41	0	5	8	5	0
TCGA-AC-A2BM-01	0	1	3	6	5	0	3	1	1	6
TCGA-AC-A2FB-01	0	6	0	1	0	7	0	3	0	0
TCGA-AC-A2FF-01	1	2	0	0	3	1	4	0	0	0
TCGA-AC-A2FG-01	1	0	0	4	12	15	2	2	3	0
TCGA-AC-A2FK-01	0	0	0	0	2	1	0	0	0	0
TCGA-AC-A2FO-01	0	3	0	0	4	11	6	0	3	0
TCGA-AC-A2QH-01	0	0	1	12	8	4	2	0	0	0
TCGA-AC-A3HN-01	2	0	0	8	3	1	2	3	1	2
TCGA-AC-A3OD-01	1	7	1	8	2	12	1	0	7	0
TCGA-AC-A3QP-01	0	1	4	1	19	0	1	4	5	0
TCGA-AC-A3QQ-01	0	9	0	14	7	1	2	0	0	3
TCGA-AC-A3W5-01	18	12	4	19	77	5	58	4	7	7
TCGA-AC-A3YI-01	0	3	2	4	2	1	0	2	4	0
TCGA-AC-A3YJ-01	4	8	0	11	6	6	1	2	0	0
TCGA-AC-A4ZE-01	6	1	8	14	22	14	0	8	1	0
TCGA-AC-A5EH-01	2	17	27	10	79	17	20	16	8	9
TCGA-AC-A5EI-01	0	7	0	4	5	20	1	3	3	0
TCGA-AC-A5XS-01	96	0	0	0	0	215	364	0	40	0
TCGA-AC-A5XU-01	5	9	9	41	13	25	9	0	1	1
TCGA-AC-A62V-01	9	7	6	50	19	0	9	0	4	2
TCGA-AC-A62X-01	1	8	3	41	18	7	3	0	2	4
TCGA-AC-A62Y-01	0	7	0	11	22	19	21	6	1	2
TCGA-AC-A6IV-01	0	8	1	4	6	1	0	1	6	0
TCGA-AC-A6IW-01	20	26	0	31	46	9	87	4	1	7
TCGA-AC-A6IX-01	5	4	0	6	0	36	12	8	0	0
TCGA-AC-A6NO-01	6	0	0	11	13	5	0	7	1	0
TCGA-AC-A7VB-01	0	8	0	16	7	2	0	2	0	0
TCGA-AC-A7VC-01	2	3	0	7	9	0	0	1	4	0
TCGA-AC-A8OP-01	11	6	33	48	74	11	21	14	21	5
TCGA-AC-A8OQ-01	10	5	2	26	44	28	5	0	11	6
TCGA-AC-A8OR-01	0	3	1	11	13	2	0	1	0	1
TCGA-AC-A8OS-01	3	8	0	4	20	24	6	8	0	6
TCGA-AN-A0XL-01	2	9	6	6	6	4	0	3	3	1
TCGA-AN-A0XN-01	7	4	27	14	70	0	18	17	6	12
TCGA-AN-A0XO-01	6	0	0	2	9	9	3	7	7	0
TCGA-AN-A0XP-01	2	0	2	5	4	6	5	8	0	2
TCGA-AN-A0XR-01	0	8	2	5	12	8	3	0	0	0
TCGA-AN-A0XS-01	0	2	3	2	6	13	0	2	4	0
TCGA-AN-A0XT-01	0	7	0	6	5	2	1	0	1	0
TCGA-AN-A0XU-01	0	17	25	5	53	2	19	5	9	2
TCGA-AN-A0XV-01	4	0	3	14	8	0	6	5	4	0
TCGA-AN-A0XW-01	25	0	0	0	0	119	279	0	0	0
TCGA-AO-A03M-01	80	0	0	0	0	288	756	0	26	0
TCGA-AO-A03N-01	3	4	6	8	0	48	56	0	9	0
TCGA-AO-A03U-01	0	0	0	0	2	0	3	0	0	0
TCGA-AO-A03V-01	11	5	6	6	13	7	14	2	5	3
TCGA-AO-A0JG-01	4	0	9	0	2	0	0	3	0	3
TCGA-AO-A124-01	6	11	26	13	88	0	10	6	10	8
TCGA-AO-A125-01	0	8	2	10	11	7	1	0	6	0
TCGA-AO-A126-01	0	0	0	1	12	9	0	0	3	0
TCGA-AO-A128-01	5	31	61	496	50	80	3	426	19	39
TCGA-AO-A129-01	6	2	16	12	50	10	29	10	0	9
TCGA-AO-A12A-01	0	0	0	7	1	11	0	0	0	0
TCGA-AO-A12B-01	0	0	3	8	7	4	0	0	0	1
TCGA-AO-A12D-01	13	0	0	0	8	32	12	0	8	0
TCGA-AO-A12E-01	6	0	0	12	13	1	0	0	1	0
TCGA-AO-A12F-01	0	1	0	21	12	0	0	0	4	2
TCGA-AO-A12G-01	0	3	0	8	13	9	4	5	0	0
TCGA-AO-A12H-01	3	0	0	6	14	2	0	3	2	0
TCGA-AO-A1KO-01	0	0	1	0	4	0	0	3	2	0
TCGA-AO-A1KR-01	0	5	5	4	45	10	9	7	4	0
TCGA-AO-A1KT-01	0	1	0	9	17	9	0	11	4	0
TCGA-AQ-A04H-01	2	4	2	35	19	8	3	1	5	2
TCGA-AQ-A0Y5-01	5	0	2	19	13	13	12	0	6	0
TCGA-AQ-A1H2-01	0	0	0	9	13	5	0	1	4	2
TCGA-AQ-A1H3-01	0	4	0	12	7	2	0	0	0	2
TCGA-AQ-A54O-01	0	0	1	5	8	9	0	0	0	2
TCGA-AQ-A7U7-01	6	0	0	3	0	39	37	2	7	2
TCGA-AR-A0TP-01	4	0	11	1	35	5	4	9	0	2
TCGA-AR-A0TQ-01	5	0	9	5	4	22	3	0	0	1
TCGA-AR-A0TR-01	6	1	0	11	9	3	0	9	3	0
TCGA-AR-A0TS-01	6	5	11	15	34	5	10	0	0	4
TCGA-AR-A0TT-01	3	9	0	15	14	13	8	6	5	2
TCGA-AR-A0TU-01	6	0	12	14	41	0	12	1	1	3
TCGA-AR-A0TV-01	1	15	0	14	31	10	3	4	1	0
TCGA-AR-A0TW-01	1	0	9	16	25	6	2	1	7	0
TCGA-AR-A0TX-01	38	0	0	0	0	133	217	0	19	0
TCGA-AR-A0TZ-01	0	0	3	9	10	14	17	0	14	0
TCGA-AR-A0U0-01	0	9	1	6	15	0	11	0	5	3
TCGA-AR-A0U1-01	2	8	19	3	39	0	16	16	2	4
TCGA-AR-A0U2-01	2	5	1	27	18	0	0	1	2	0
TCGA-AR-A0U3-01	8	0	4	16	7	0	0	1	4	0
TCGA-AR-A0U4-01	9	11	23	7	76	0	57	5	7	6
TCGA-AR-A1AH-01	0	6	31	18	26	0	11	17	5	6
TCGA-AR-A1AI-01	8	12	4	16	12	0	19	7	11	0
TCGA-AR-A1AJ-01	2	0	0	6	4	27	10	2	2	0
TCGA-AR-A1AK-01	5	8	5	9	4	17	27	0	7	0
TCGA-AR-A1AL-01	1	3	3	4	1	7	4	7	0	0
TCGA-AR-A1AN-01	0	1	0	11	12	1	4	0	2	0
TCGA-AR-A1AO-01	5	3	9	8	49	12	21	0	9	6
TCGA-AR-A1AP-01	8	1	0	18	7	4	8	0	4	1
TCGA-AR-A1AQ-01	1	3	4	10	13	3	2	5	0	0
TCGA-AR-A1AR-01	1	10	8	13	14	2	9	0	0	6
TCGA-AR-A1AS-01	0	0	0	6	4	20	5	2	4	0
TCGA-AR-A1AT-01	0	5	2	7	10	3	1	2	1	1
TCGA-AR-A1AU-01	3	0	0	10	9	1	1	1	0	1
TCGA-AR-A1AV-01	6	1	0	17	13	4	2	0	4	2
TCGA-AR-A1AW-01	1	7	1	9	9	3	2	8	0	1
TCGA-AR-A1AX-01	6	1	0	5	13	0	1	0	6	0
TCGA-AR-A1AY-01	1	9	8	11	14	15	7	4	2	1
TCGA-AR-A24H-01	6	14	19	10	67	0	28	4	2	2
TCGA-AR-A24K-01	2	3	3	4	16	0	0	3	3	0
TCGA-AR-A24L-01	1	6	6	4	24	0	7	3	0	2
TCGA-AR-A24M-01	0	0	3	6	8	3	0	4	0	1
TCGA-AR-A24N-01	6	4	5	14	4	10	0	3	0	1
TCGA-AR-A24O-01	1	1	0	4	12	1	1	1	0	1
TCGA-AR-A24P-01	2	0	0	5	7	0	0	0	5	0
TCGA-AR-A24Q-01	16	2	52	9	80	16	32	16	4	5
TCGA-AR-A24R-01	0	6	0	10	4	3	0	2	0	1
TCGA-AR-A24S-01	7	0	0	13	15	10	5	6	0	1
TCGA-AR-A24T-01	1	3	1	6	6	4	1	0	2	0
TCGA-AR-A24U-01	5	0	0	9	4	10	14	0	2	0
TCGA-AR-A24V-01	0	1	2	8	4	3	4	1	5	0
TCGA-AR-A24W-01	2	4	1	2	4	0	0	0	1	0
TCGA-AR-A24X-01	4	0	2	8	10	0	0	2	6	2
TCGA-AR-A24Z-01	0	4	5	9	25	8	3	0	2	0
TCGA-AR-A250-01	9	12	0	29	25	3	58	0	19	0
TCGA-AR-A251-01	10	15	30	8	90	0	37	9	0	6
TCGA-AR-A252-01	3	1	0	8	4	0	0	3	0	0
TCGA-AR-A254-01	7	0	1	10	13	6	1	0	4	0
TCGA-AR-A255-01	7	0	13	6	11	14	23	5	9	1
TCGA-AR-A256-01	5	25	34	6	86	17	24	9	8	10
TCGA-AR-A2LE-01	37	0	0	0	0	181	155	0	21	0
TCGA-AR-A2LH-01	12	0	0	2	0	29	23	0	5	0
TCGA-AR-A2LK-01	2	5	2	16	11	11	0	1	0	0
TCGA-AR-A2LL-01	0	5	2	8	15	5	0	0	2	0
TCGA-AR-A2LM-01	0	2	1	0	8	1	0	1	4	0
TCGA-AR-A2LN-01	15	0	0	4	0	21	8	3	3	0
TCGA-AR-A2LO-01	2	0	2	3	3	2	2	0	1	2
TCGA-AR-A2LQ-01	0	4	0	3	5	0	0	1	0	0
TCGA-AR-A2LR-01	3	10	7	15	26	0	2	0	5	2
TCGA-AR-A5QM-01	3	4	8	10	10	0	0	0	1	0
TCGA-AR-A5QN-01	5	5	0	18	3	9	0	5	4	0
TCGA-AR-A5QP-01	3	2	0	7	9	7	0	4	2	0
TCGA-AR-A5QQ-01	0	13	3	7	35	8	9	16	0	5
TCGA-B6-A0I1-01	2	0	2	10	46	15	0	0	5	0
TCGA-B6-A0IH-01	7	0	0	21	6	0	0	3	4	0
TCGA-B6-A0RH-01	0	0	0	1	17	18	7	0	1	1
TCGA-B6-A0RL-01	0	9	0	14	9	26	5	2	2	2
TCGA-B6-A0RM-01	3	0	1	10	6	13	0	3	0	0
TCGA-B6-A0RN-01	0	0	0	11	11	6	0	3	2	0
TCGA-B6-A0RO-01	1	8	0	2	16	2	1	5	8	0
TCGA-B6-A0RP-01	3	7	3	8	8	0	0	1	0	0
TCGA-B6-A0RQ-01	4	11	0	4	0	20	7	4	2	4
TCGA-B6-A0RT-01	0	6	10	6	20	0	22	2	4	2
TCGA-B6-A0RU-01	1	1	8	9	10	8	2	7	9	3
TCGA-B6-A0RV-01	0	0	0	0	0	37	29	0	1	0
TCGA-B6-A0WS-01	0	0	0	2	2	3	2	9	0	0
TCGA-B6-A0WT-01	1	1	0	6	2	2	0	4	5	1
TCGA-B6-A0WV-01	2	5	0	4	15	0	4	4	0	3
TCGA-B6-A0WW-01	0	4	1	4	11	15	4	4	4	0
TCGA-B6-A0WX-01	0	0	4	9	19	1	1	6	5	0
TCGA-B6-A0WY-01	0	0	2	10	4	6	4	5	4	0
TCGA-B6-A0WZ-01	9	0	0	0	0	56	30	0	0	0
TCGA-B6-A0X0-01	0	1	4	1	11	5	0	0	3	0
TCGA-B6-A0X1-01	6	11	1	2	33	0	17	13	9	0
TCGA-B6-A0X4-01	3	2	0	2	5	0	0	0	10	0
TCGA-B6-A0X5-01	0	0	5	1	9	5	3	7	18	0
TCGA-B6-A0X7-01	0	4	0	4	3	8	1	1	2	0
TCGA-B6-A1KN-01	7	8	12	14	21	0	4	4	0	2
TCGA-B6-A2IU-01	10	0	0	10	0	18	2	5	9	0
TCGA-B6-A401-01	1	6	2	11	4	0	1	0	2	1
TCGA-B6-A409-01	5	2	6	13	18	5	3	0	2	2
TCGA-B6-A40B-01	10	4	6	9	10	15	8	4	0	0
TCGA-B6-A40C-01	2	4	2	15	18	13	0	0	0	0
TCGA-BH-A0AU-01	1	0	3	8	6	1	3	0	0	1
TCGA-BH-A0AV-01	6	16	7	3	25	0	14	11	3	2
TCGA-BH-A0AY-01	1	4	1	5	16	10	1	0	8	0
TCGA-BH-A0AZ-01	5	0	14	0	15	14	12	4	0	6
TCGA-BH-A0B0-01	4	0	0	0	0	54	29	0	12	0
TCGA-BH-A0B3-01	0	0	4	5	3	3	2	0	1	0
TCGA-BH-A0B6-01	135	0	0	0	0	489	635	0	31	0
TCGA-BH-A0B7-01	3	4	0	10	9	0	7	0	6	3
TCGA-BH-A0B8-01	1	6	1	1	15	9	0	0	1	0
TCGA-BH-A0BA-01	2	0	0	5	8	7	4	3	0	0
TCGA-BH-A0BC-01	0	4	0	9	11	14	4	0	3	0
TCGA-BH-A0BF-01	0	2	0	6	13	0	7	2	3	0
TCGA-BH-A0BG-01	0	5	4	6	17	7	5	1	0	0
TCGA-BH-A0BJ-01	0	0	0	2	11	1	0	1	2	0
TCGA-BH-A0BL-01	0	5	15	9	30	0	3	0	6	1
TCGA-BH-A0BM-01	1	3	3	1	4	5	1	0	0	1
TCGA-BH-A0BO-01	1	3	0	5	5	0	5	9	3	0
TCGA-BH-A0BP-01	21	7	18	26	55	12	39	0	18	0
TCGA-BH-A0BQ-01	0	4	2	7	7	7	0	0	3	0
TCGA-BH-A0BS-01	1	5	0	3	9	2	0	2	0	1
TCGA-BH-A0BT-01	3	5	0	14	11	6	2	3	4	0
TCGA-BH-A0BV-01	8	5	0	3	5	1	2	0	0	0
TCGA-BH-A0BW-01	4	2	13	10	31	15	8	14	1	5
TCGA-BH-A0BZ-01	10	24	45	23	121	0	41	17	6	9
TCGA-BH-A0C0-01	4	0	18	6	6	5	2	6	1	0
TCGA-BH-A0C1-01	0	8	0	18	5	14	1	3	0	1
TCGA-BH-A0C3-01	0	1	0	1	10	1	0	4	1	0
TCGA-BH-A0C7-01	0	5	3	15	23	5	2	2	3	0
TCGA-BH-A0DD-01	1	2	0	16	5	6	3	1	3	0
TCGA-BH-A0DE-01	2	14	2	1	7	4	0	2	1	0
TCGA-BH-A0DG-01	1	3	2	0	9	4	11	5	11	1
TCGA-BH-A0DH-01	7	0	0	13	5	19	3	1	2	2
TCGA-BH-A0DI-01	6	0	1	12	17	10	16	0	0	0
