Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
TCGA-LD-A7W5-01	2	5	0	17	9	14	10	3	4	1
TCGA-LD-A7W6-01	4	3	0	13	17	4	2	3	0	0
TCGA-LD-A9QF-01	3	3	0	11	15	4	0	0	3	0
TCGA-LL-A440-01	0	2	0	0	0	3	0	0	1	0
TCGA-LL-A50Y-01	0	2	0	10	17	8	0	6	0	0
TCGA-LL-A5YL-01	7	9	1	6	2	39	15	0	14	0
TCGA-LL-A5YM-01	6	0	1	10	19	0	3	1	0	0
TCGA-LL-A5YN-01	5	4	0	8	14	1	0	4	3	4
TCGA-LL-A5YO-01	3	0	2	6	24	0	16	5	1	4
TCGA-LL-A5YP-01	9	10	19	7	36	0	13	8	3	0
TCGA-LL-A6FP-01	11	5	6	4	12	17	5	7	7	1
TCGA-LL-A6FQ-01	7	7	0	25	16	9	0	2	2	1
TCGA-LL-A6FR-01	3	0	0	11	33	5	1	5	5	0
TCGA-LL-A73Y-01	3	4	0	7	11	8	120	18	20	2
TCGA-LL-A73Z-01	0	6	0	11	22	7	0	1	0	1
TCGA-LL-A740-01	7	9	1	13	18	9	2	9	0	0
TCGA-LL-A7SZ-01	2	4	0	17	13	14	3	7	11	4
TCGA-LL-A7T0-01	0	0	0	26	19	16	5	2	8	1
TCGA-LL-A8F5-01	5	16	21	13	92	0	20	18	6	9
TCGA-LL-A9Q3-01	3	0	3	18	19	17	0	2	5	1
TCGA-OK-A5Q2-01	1	0	0	5	12	12	0	0	11	2
TCGA-OL-A5D6-01	4	2	0	6	25	13	1	0	4	2
TCGA-OL-A5D7-01	2	3	5	10	31	9	10	6	0	4
TCGA-OL-A5D8-01	2	2	0	12	9	4	2	0	0	8
TCGA-OL-A5DA-01	12	0	0	4	5	27	44	2	20	0
TCGA-OL-A5RU-01	9	2	0	17	18	0	0	0	0	0
TCGA-OL-A5RV-01	0	1	0	5	9	1	0	0	1	0
TCGA-OL-A5RW-01	12	12	13	6	56	5	112	22	11	4
TCGA-OL-A5RX-01	0	0	0	14	10	2	2	3	4	0
TCGA-OL-A5RY-01	0	0	0	6	3	1	2	1	0	0
TCGA-OL-A5RZ-01	10	6	17	42	36	15	12	0	11	3
TCGA-OL-A5S0-01	0	4	0	11	13	9	2	1	3	1
TCGA-OL-A66H-01	2	1	4	6	12	0	0	2	0	0
TCGA-OL-A66I-01	12	0	0	13	26	0	3	0	2	0
TCGA-OL-A66J-01	1	10	3	19	8	16	3	5	0	3
TCGA-OL-A66K-01	4	3	1	25	9	2	3	0	0	0
TCGA-OL-A66L-01	0	5	0	0	0	53	29	2	5	0
TCGA-OL-A66N-01	5	3	0	22	18	5	0	1	3	1
TCGA-OL-A66O-01	1	4	3	14	9	3	1	0	0	3
TCGA-OL-A66P-01	3	8	18	11	48	5	1	16	11	2
TCGA-OL-A6VO-01	3	1	0	13	16	2	1	0	0	2
TCGA-OL-A6VQ-01	1	1	0	3	0	45	23	5	4	0
TCGA-OL-A6VR-01	0	0	3	8	0	1	1	3	1	0
TCGA-OL-A97C-01	8	1	8	19	22	0	1	10	0	1
TCGA-PE-A5DC-01	6	7	15	17	60	18	13	7	2	9
TCGA-PE-A5DD-01	2	9	6	6	0	35	21	1	5	0
TCGA-PE-A5DE-01	65	0	0	0	0	323	252	0	49	0
TCGA-PL-A8LV-01	8	8	7	9	54	7	41	13	4	4
TCGA-PL-A8LX-01	1	4	1	13	15	4	0	10	0	1
TCGA-PL-A8LY-01	0	2	0	1	0	0	0	3	0	1
TCGA-PL-A8LZ-01	10	14	45	7	26	24	1	3	6	0
TCGA-S3-A6ZF-01	0	7	0	16	16	8	3	0	0	2
TCGA-S3-A6ZG-01	0	3	0	10	22	9	0	0	14	2
TCGA-S3-A6ZH-01	0	1	3	15	6	7	1	0	7	5
TCGA-S3-AA0Z-01	1	11	4	12	9	21	9	6	1	3
TCGA-S3-AA10-01	9	10	9	6	75	5	19	11	0	6
TCGA-S3-AA11-01	11	5	27	8	25	1	2	9	7	1
TCGA-S3-AA12-01	2	11	2	9	18	9	3	0	3	3
TCGA-S3-AA14-01	0	0	0	9	6	6	3	0	0	0
TCGA-S3-AA15-01	5	3	0	4	0	12	28	0	5	3
TCGA-S3-AA17-01	1	8	12	11	58	9	15	12	9	6
TCGA-UL-AAZ6-01	7	9	20	17	39	6	17	15	5	5
TCGA-UU-A93S-01	9	16	37	36	66	0	20	3	1	8
TCGA-V7-A7HQ-01	2	2	0	6	14	0	5	1	1	0
TCGA-W8-A86G-01	1	6	0	9	9	5	1	4	0	0
TCGA-WT-AB41-01	4	3	0	2	7	39	2	4	1	0
TCGA-WT-AB44-01	1	5	7	24	14	2	0	0	3	4
TCGA-XX-A899-01	8	1	0	0	1	27	12	1	10	0
TCGA-XX-A89A-01	39	0	0	14	0	17	174	1	20	0
TCGA-Z7-A8R5-01	0	1	0	15	12	6	0	0	0	0
TCGA-Z7-A8R6-01	9	0	0	10	0	46	30	3	8	1
TCGA-05-4244-01	1	10	132	15	63	16	7	16	0	0
TCGA-05-4249-01	19	12	203	18	79	11	27	10	6	0
TCGA-05-4250-01	17	31	206	12	55	34	38	30	7	4
TCGA-05-4382-01	30	76	1491	7	168	136	149	29	6	18
TCGA-05-4384-01	9	10	74	13	26	10	8	13	0	1
TCGA-05-4389-01	3	18	68	17	43	60	58	11	15	3
TCGA-05-4390-01	13	55	470	26	89	5	17	9	0	10
TCGA-05-4395-01	19	32	137	6	0	51	76	10	13	4
TCGA-05-4396-01	9	21	162	12	89	24	8	3	4	2
TCGA-05-4397-01	20	59	453	0	185	73	130	60	23	16
TCGA-05-4398-01	18	45	487	29	135	75	74	35	5	25
TCGA-05-4402-01	7	7	4	0	11	33	74	11	7	1
TCGA-05-4403-01	5	23	57	27	28	8	6	7	5	2
TCGA-05-4405-01	14	32	250	26	91	0	28	23	10	8
TCGA-05-4410-01	24	46	758	0	240	108	107	46	15	4
TCGA-05-4415-01	3	24	152	10	38	4	8	10	0	1
TCGA-05-4417-01	0	16	198	8	92	15	7	14	0	2
TCGA-05-4418-01	15	43	161	10	51	9	15	29	0	1
TCGA-05-4420-01	3	30	208	11	56	11	15	24	11	2
TCGA-05-4422-01	5	0	8	1	6	19	8	0	7	0
TCGA-05-4424-01	27	32	519	12	124	36	100	28	16	7
TCGA-05-4425-01	5	0	0	29	15	0	2	0	0	2
TCGA-05-4426-01	0	5	5	13	13	9	4	4	1	1
TCGA-05-4427-01	20	77	708	11	248	40	65	25	11	45
TCGA-05-4430-01	8	11	200	14	72	0	20	7	5	4
TCGA-05-4432-01	17	62	393	21	156	15	31	43	3	12
TCGA-05-4433-01	0	0	0	23	15	2	2	2	1	0
TCGA-05-4434-01	5	6	0	5	17	2	8	8	8	0
TCGA-05-5420-01	6	14	40	13	27	9	2	4	1	0
TCGA-05-5423-01	3	6	96	19	21	21	10	10	0	1
TCGA-05-5425-01	10	60	404	17	111	0	50	31	16	20
TCGA-05-5428-01	24	21	233	0	0	115	77	1	0	4
TCGA-05-5429-01	1	0	0	18	10	9	0	0	4	2
TCGA-05-5715-01	10	0	8	18	12	23	68	0	12	0
TCGA-35-3615-01	10	0	55	6	0	39	25	3	3	5
TCGA-35-4122-01	18	26	137	9	106	17	39	50	3	7
TCGA-35-4123-01	11	18	227	14	75	0	16	1	4	3
TCGA-35-5375-01	16	17	218	25	124	20	40	43	3	17
TCGA-38-4625-01	24	18	488	0	56	90	82	3	2	2
TCGA-38-4626-01	8	16	214	0	57	4	19	0	0	7
TCGA-38-4627-01	1	7	4	4	2	3	1	5	8	1
TCGA-38-4628-01	6	6	33	17	51	11	14	2	7	2
TCGA-38-4629-01	10	41	134	13	67	36	26	11	3	9
TCGA-38-4630-01	7	13	17	18	10	38	42	0	16	4
TCGA-38-4631-01	10	58	596	1	188	11	30	22	6	5
TCGA-38-4632-01	40	29	340	12	137	20	27	41	0	9
TCGA-38-6178-01	6	9	14	6	29	14	4	4	3	2
TCGA-38-7271-01	3	11	47	3	7	0	42	2	1	0
TCGA-38-A44F-01	1	3	0	4	7	3	0	0	0	0
TCGA-44-2655-01	11	11	159	7	19	1	11	3	1	5
TCGA-44-2656-01	14	80	706	36	138	1	28	22	25	8
TCGA-44-2657-01	11	13	306	16	84	34	33	14	11	0
TCGA-44-2659-01	6	21	361	23	50	32	7	4	3	1
TCGA-44-2661-01	0	9	2	3	16	6	3	3	4	4
TCGA-44-2662-01	19	0	45	0	5	53	115	10	10	11
TCGA-44-2665-01	0	2	0	5	12	21	7	12	2	0
TCGA-44-2666-01	1	1	0	7	9	7	4	10	2	2
TCGA-44-2668-01	10	6	238	0	81	51	40	9	8	0
TCGA-44-3396-01	9	0	52	14	34	64	59	3	8	2
TCGA-44-3398-01	2	0	92	9	28	37	48	24	8	0
TCGA-44-3917-01	4	50	131	8	48	0	29	0	4	0
TCGA-44-3918-01	27	36	826	16	129	21	84	25	14	3
TCGA-44-3919-01	5	11	3	4	12	0	21	8	5	0
TCGA-44-4112-01	22	18	338	18	52	50	85	15	11	0
TCGA-44-5643-01	7	14	34	9	41	22	15	3	17	0
TCGA-44-5644-01	10	57	731	28	202	29	53	33	17	11
TCGA-44-5645-01	3	2	0	4	19	3	0	11	0	2
TCGA-44-6144-01	5	20	138	9	55	11	19	15	6	6
TCGA-44-6145-01	6	8	261	2	74	18	6	8	0	9
TCGA-44-6146-01	10	2	4	12	11	2	0	5	0	1
TCGA-44-6147-01	15	6	99	9	24	0	6	0	0	2
TCGA-44-6148-01	2	0	1	2	0	0	0	3	0	0
TCGA-44-6774-01	9	9	260	3	73	4	6	5	0	1
TCGA-44-6775-01	0	15	18	3	12	9	7	16	6	0
TCGA-44-6776-01	5	14	151	9	37	2	10	15	8	0
TCGA-44-6777-01	25	36	206	8	41	65	66	19	12	1
TCGA-44-6778-01	0	34	261	11	117	18	12	19	7	8
TCGA-44-6779-01	1	12	43	15	24	23	2	2	0	3
TCGA-44-7659-01	8	11	93	5	31	0	13	19	0	3
TCGA-44-7660-01	0	42	153	17	145	0	45	52	9	6
TCGA-44-7661-01	3	34	158	4	51	9	65	7	11	0
TCGA-44-7662-01	29	26	394	8	104	36	64	37	5	12
TCGA-44-7667-01	2	44	314	24	129	30	15	6	0	15
TCGA-44-7669-01	19	35	289	18	136	0	18	35	2	9
TCGA-44-7670-01	48	52	827	16	118	56	141	24	20	32
TCGA-44-7671-01	5	33	131	11	69	1	15	10	16	0
TCGA-44-7672-01	8	1	99	0	58	13	4	4	10	0
TCGA-44-8117-01	12	36	627	33	119	21	37	34	7	4
TCGA-44-8119-01	15	34	415	45	168	18	21	36	11	10
TCGA-44-8120-01	7	39	496	16	107	32	23	25	0	0
TCGA-44-A479-01	11	6	262	18	29	12	17	17	4	1
TCGA-44-A47A-01	13	19	56	18	48	5	91	2	19	0
TCGA-44-A47B-01	6	1	12	18	10	6	0	3	1	3
TCGA-44-A47F-01	8	9	22	18	22	17	12	3	0	2
TCGA-44-A47G-01	10	6	19	8	26	8	16	3	2	3
TCGA-44-A4SS-01	12	51	272	10	115	21	61	34	6	12
TCGA-44-A4SU-01	5	16	75	21	39	3	6	15	6	1
TCGA-49-4486-01	23	5	26	0	12	35	97	6	3	6
TCGA-49-4487-01	13	22	209	0	92	13	56	12	10	5
TCGA-49-4488-01	7	6	238	4	24	33	20	20	1	14
TCGA-49-4490-01	2	3	0	16	15	8	12	6	6	0
TCGA-49-4494-01	0	20	115	13	62	12	9	0	1	0
TCGA-49-4501-01	1	3	0	27	7	19	5	2	8	0
TCGA-49-4505-01	0	7	138	25	49	24	14	6	7	4
TCGA-49-4506-01	4	4	69	13	20	6	3	19	2	0
TCGA-49-4507-01	13	7	83	7	52	36	28	1	14	8
TCGA-49-4510-01	3	1	18	1	14	0	6	21	2	0
TCGA-49-4512-01	2	3	5	12	16	10	2	0	2	3
TCGA-49-4514-01	32	6	161	8	47	58	79	7	15	0
TCGA-49-6742-01	30	6	49	5	0	97	98	3	15	51
TCGA-49-6743-01	41	64	367	0	109	138	154	58	2	12
TCGA-49-6744-01	10	20	178	0	60	1	9	4	3	0
TCGA-49-6745-01	27	0	0	25	10	36	63	8	1	0
TCGA-49-6761-01	9	18	70	10	0	62	58	14	0	5
TCGA-49-6767-01	12	27	362	16	89	12	37	34	2	3
TCGA-49-AAQV-01	2	8	5	8	15	9	35	6	0	0
TCGA-49-AAR0-01	16	2	67	15	33	5	15	4	9	10
TCGA-49-AAR2-01	9	36	336	12	68	0	19	2	2	4
TCGA-49-AAR3-01	0	9	71	11	31	11	12	18	7	1
TCGA-49-AAR4-01	30	58	386	0	88	44	82	3	18	3
TCGA-49-AAR9-01	15	42	521	12	171	11	16	0	20	0
TCGA-49-AARE-01	45	79	1104	27	206	56	81	57	9	7
TCGA-49-AARN-01	37	16	297	0	23	230	33	38	0	258
TCGA-49-AARO-01	9	25	571	0	71	3	36	5	13	5
TCGA-49-AARQ-01	40	30	579	2	92	51	71	17	2	5
TCGA-49-AARR-01	0	0	0	2	1	0	0	0	0	0
TCGA-4B-A93V-01	6	8	78	2	44	13	3	10	7	0
TCGA-50-5044-01	14	8	4	0	2	38	96	8	1	0
TCGA-50-5045-01	0	17	285	0	27	11	20	10	0	0
TCGA-50-5049-01	26	41	644	0	191	0	39	45	12	6
TCGA-50-5051-01	0	13	77	14	13	3	9	10	0	0
TCGA-50-5055-01	0	1	0	4	8	6	2	1	0	0
TCGA-50-5066-01	13	13	155	0	103	14	20	13	0	14
TCGA-50-5068-01	7	2	33	10	39	3	4	9	11	0
TCGA-50-5072-01	13	8	95	2	36	21	10	13	0	5
TCGA-50-5930-01	21	55	994	19	176	1	32	35	16	10
TCGA-50-5931-01	11	13	204	15	78	3	23	28	6	0
TCGA-50-5932-01	4	15	60	1	8	0	1	0	1	0
TCGA-50-5933-01	34	28	320	23	141	31	28	5	17	5
TCGA-50-5935-01	6	14	0	3	5	40	40	15	0	0
TCGA-50-5936-01	4	0	26	0	18	45	37	4	9	3
TCGA-50-5939-01	8	9	10	7	19	22	12	12	0	5
TCGA-50-5941-01	12	28	244	8	113	10	39	21	1	6
TCGA-50-5942-01	0	10	21	5	24	5	1	2	0	3
TCGA-50-5944-01	0	16	10	21	20	3	11	3	0	0
TCGA-50-5946-01	28	25	407	19	90	68	123	49	5	2
TCGA-50-6590-01	49	38	555	0	165	51	171	32	14	9
TCGA-50-6591-01	6	12	4	9	20	0	3	0	6	6
TCGA-50-6592-01	14	27	111	2	92	28	49	19	7	7
TCGA-50-6593-01	12	27	212	12	70	4	15	32	0	6
TCGA-50-6594-01	5	36	401	0	92	23	47	14	13	3
TCGA-50-6595-01	18	11	17	5	23	12	19	9	4	0
TCGA-50-6597-01	3	9	0	7	13	29	8	0	8	1
TCGA-50-6673-01	3	7	0	14	17	3	6	10	0	2
TCGA-50-7109-01	8	19	157	15	73	0	8	17	9	2
TCGA-50-8457-01	5	8	21	6	14	0	5	3	4	1
TCGA-50-8459-01	5	1	56	12	30	8	2	5	0	0
TCGA-50-8460-01	1	5	4	7	10	6	2	0	1	0
TCGA-53-7624-01	32	66	536	4	103	80	120	41	22	8
TCGA-53-7626-01	13	7	281	4	71	0	44	23	3	4
TCGA-53-7813-01	0	14	101	13	37	5	1	11	4	0
TCGA-53-A4EZ-01	19	48	435	18	86	20	27	14	3	4
TCGA-55-1592-01	35	37	251	21	178	21	59	68	5	16
TCGA-55-1594-01	9	18	45	11	35	30	58	7	15	3
TCGA-55-1595-01	0	35	234	4	74	20	13	25	0	2
TCGA-55-1596-01	20	11	86	15	53	0	9	37	0	3
TCGA-55-5899-01	23	16	287	0	36	79	76	24	7	1
TCGA-55-6543-01	2	1	0	13	4	0	3	0	0	2
TCGA-55-6642-01	5	9	95	3	16	6	4	7	5	5
TCGA-55-6712-01	16	4	25	14	14	34	80	3	0	6
TCGA-55-6968-01	57	0	110	0	0	168	312	5	1	2
TCGA-55-6969-01	24	16	253	0	150	0	20	28	4	19
TCGA-55-6970-01	4	15	110	6	36	10	10	18	0	0
TCGA-55-6971-01	2	11	38	0	38	9	3	6	1	0
TCGA-55-6972-01	33	14	92	0	8	121	71	3	0	0
TCGA-55-6975-01	1	0	28	10	30	13	7	7	3	1
TCGA-55-6978-01	0	3	0	8	20	0	0	1	0	3
TCGA-55-6979-01	11	0	54	0	50	0	51	2	4	0
TCGA-55-6980-01	1	4	0	1	8	0	0	2	0	0
TCGA-55-6981-01	4	5	3	17	16	1	6	8	3	0
TCGA-55-6982-01	27	1	14	0	0	88	152	5	0	0
TCGA-55-6983-01	2	18	67	13	5	5	5	9	9	1
TCGA-55-6984-01	2	4	4	0	10	1	0	1	5	0
TCGA-55-6985-01	17	51	359	11	104	0	12	15	11	4
TCGA-55-6986-01	3	5	0	2	6	0	0	5	4	0
TCGA-55-6987-01	5	12	81	5	34	27	70	7	11	2
TCGA-55-7227-01	0	18	101	8	29	23	5	13	3	4
TCGA-55-7281-01	33	43	307	9	90	10	35	25	3	2
TCGA-55-7283-01	7	30	87	34	36	35	44	4	10	4
TCGA-55-7284-01	7	1	0	25	15	0	0	0	4	5
TCGA-55-7570-01	17	33	166	4	116	2	96	23	6	4
TCGA-55-7573-01	0	13	20	0	9	9	5	4	2	1
TCGA-55-7574-01	34	14	71	0	46	22	116	6	12	1
TCGA-55-7576-01	6	41	245	30	104	24	23	22	0	4
TCGA-55-7724-01	3	17	54	18	73	24	28	35	19	6
TCGA-55-7725-01	1	9	85	6	33	5	4	11	0	0
TCGA-55-7726-01	3	0	8	19	12	26	65	0	8	0
TCGA-55-7727-01	41	4	112	8	7	66	64	15	0	0
TCGA-55-7728-01	1	22	74	16	0	0	5	0	3	0
TCGA-55-7815-01	0	20	85	11	46	15	3	0	1	1
TCGA-55-7816-01	0	1	0	1	0	0	0	0	0	0
TCGA-55-7903-01	1	22	77	24	1	24	17	15	4	3
TCGA-55-7907-01	38	51	861	8	191	106	180	18	0	0
TCGA-55-7910-01	0	26	218	15	73	10	9	3	14	0
TCGA-55-7911-01	9	29	136	3	61	3	20	6	9	2
TCGA-55-7913-01	18	18	239	27	53	14	37	13	10	6
TCGA-55-7914-01	9	5	88	26	32	4	21	16	13	0
TCGA-55-7994-01	19	137	1204	41	285	30	89	66	19	0
TCGA-55-7995-01	29	46	385	0	167	68	72	41	3	11
TCGA-55-8085-01	6	14	104	6	25	82	77	6	8	0
TCGA-55-8087-01	8	0	0	13	5	1	4	3	3	0
TCGA-55-8089-01	60	37	724	0	152	226	300	10	26	11
TCGA-55-8090-01	5	12	47	8	25	0	5	9	1	1
TCGA-55-8091-01	0	5	0	15	9	3	0	1	2	0
TCGA-55-8092-01	47	33	327	22	45	154	66	25	1	5
TCGA-55-8094-01	10	16	348	17	78	17	18	17	8	28
TCGA-55-8096-01	8	8	72	10	59	6	10	0	3	3
TCGA-55-8097-01	5	8	55	36	7	9	9	0	5	5
TCGA-55-8203-01	5	24	326	30	111	7	7	12	8	0
TCGA-55-8204-01	29	2	62	11	53	30	60	15	8	0
TCGA-55-8205-01	34	0	247	6	92	45	166	28	22	8
TCGA-55-8206-01	0	1	4	8	8	8	3	3	2	1
TCGA-55-8207-01	11	17	216	31	70	0	21	19	0	2
TCGA-55-8208-01	37	22	80	0	48	79	141	30	5	2
TCGA-55-8299-01	5	24	151	3	46	14	8	17	4	1
TCGA-55-8301-01	16	15	180	17	64	0	32	28	3	7
TCGA-55-8302-01	17	84	545	9	120	0	28	24	18	0
TCGA-55-8505-01	4	0	0	9	13	5	9	4	4	0
TCGA-55-8506-01	13	133	991	464	248	93	11	97	44	13
TCGA-55-8507-01	25	102	790	39	165	6	40	29	7	10
TCGA-55-8508-01	3	13	117	18	36	22	8	5	0	5
TCGA-55-8510-01	14	30	255	6	37	0	34	10	4	2
TCGA-55-8511-01	26	29	407	13	71	86	44	19	1	17
TCGA-55-8512-01	1	7	19	1	10	3	4	4	2	0
TCGA-55-8513-01	2	0	0	4	1	0	0	0	1	0
TCGA-55-8514-01	12	42	214	23	44	4	10	2	0	0
TCGA-55-8614-01	5	13	57	27	101	20	27	31	13	4
TCGA-55-8615-01	5	12	57	11	52	1	6	8	1	9
TCGA-55-8616-01	10	35	422	39	67	0	22	2	4	2
TCGA-55-8619-01	0	1	0	13	9	2	0	0	2	0
TCGA-55-8620-01	13	55	336	36	112	7	18	26	8	4
TCGA-55-8621-01	5	5	38	8	12	0	9	10	2	0
TCGA-55-A48X-01	22	52	315	4	52	3	29	2	4	0
TCGA-55-A48Y-01	37	0	0	0	0	179	206	0	22	0
TCGA-55-A48Z-01	1	13	12	18	11	3	4	1	2	3
TCGA-55-A490-01	23	57	1126	3	210	64	95	28	23	14
TCGA-55-A491-01	13	34	261	14	65	7	32	26	7	7
TCGA-55-A492-01	6	35	182	11	49	24	11	35	1	1
TCGA-55-A493-01	5	17	138	2	24	74	48	15	10	7
TCGA-55-A494-01	9	6	146	36	58	5	13	0	13	9
TCGA-55-A4DF-01	105	4	152	0	0	238	425	15	44	0
TCGA-55-A4DG-01	5	45	562	19	125	0	40	42	6	0
TCGA-55-A57B-01	1	0	2	9	16	10	0	1	10	0
TCGA-62-8394-01	7	7	19	11	54	6	41	11	7	10
TCGA-62-8395-01	10	4	1	21	26	0	14	6	4	0
TCGA-62-8397-01	0	6	4	8	7	4	0	0	0	3
TCGA-62-8398-01	0	14	40	12	8	12	6	7	0	4
TCGA-62-8399-01	5	23	225	22	59	90	186	13	21	17
TCGA-62-8402-01	7	7	1	17	26	7	3	4	0	1
TCGA-62-A46O-01	31	50	595	11	133	87	115	45	17	8
TCGA-62-A46P-01	6	5	230	28	59	0	10	4	8	3
TCGA-62-A46R-01	0	17	77	14	26	43	11	17	4	0
TCGA-62-A46S-01	12	6	67	19	23	15	4	0	6	7
TCGA-62-A46U-01	3	3	7	15	14	4	6	0	0	0
TCGA-62-A46V-01	5	0	4	16	29	10	0	2	4	1
TCGA-62-A46Y-01	0	5	2	7	16	6	0	0	0	3
TCGA-62-A470-01	10	5	43	24	31	1	9	8	11	5
TCGA-62-A471-01	3	15	4	0	7	38	46	10	25	0
TCGA-62-A472-01	8	4	17	3	23	7	0	4	5	1
TCGA-64-1676-01	13	37	492	22	128	10	22	14	0	2
TCGA-64-1679-01	13	22	371	0	132	28	41	0	5	2
TCGA-64-1680-01	0	5	1	7	20	14	16	0	10	3
TCGA-64-1681-01	3	17	3	1	21	11	25	1	3	21
TCGA-64-5774-01	4	6	107	23	24	0	9	3	0	0
TCGA-64-5775-01	21	23	399	29	65	11	19	20	2	0
TCGA-64-5778-01	8	27	358	7	81	48	22	26	2	0
TCGA-64-5779-01	6	18	288	35	38	0	17	23	6	6
TCGA-64-5781-01	37	76	802	0	240	131	92	9	13	5
TCGA-64-5815-01	6	19	115	12	49	6	5	0	0	1
TCGA-67-3770-01	7	16	148	6	53	11	3	28	1	0
TCGA-67-3771-01	68	89	491	0	163	137	267	80	14	11
TCGA-67-3773-01	11	1	66	10	18	4	0	7	5	3
TCGA-67-3774-01	4	16	58	0	47	12	4	6	3	0
TCGA-67-4679-01	19	13	196	13	95	0	13	0	0	3
TCGA-67-6215-01	4	11	0	0	12	12	3	10	0	85
TCGA-67-6216-01	11	1	3	9	5	0	11	5	0	0
TCGA-67-6217-01	13	15	126	19	25	3	10	9	4	10
TCGA-69-7760-01	0	6	11	16	15	10	5	11	6	8
TCGA-69-7761-01	0	0	7	2	14	4	0	3	3	3
TCGA-69-7763-01	3	9	31	33	14	4	2	1	0	3
TCGA-69-7764-01	0	12	36	11	20	11	5	21	0	0
TCGA-69-7765-01	19	44	467	0	85	50	49	20	11	2
TCGA-69-7973-01	10	5	213	20	37	17	5	1	0	1
TCGA-69-7974-01	19	34	360	22	142	1	36	18	7	1
TCGA-69-7978-01	15	30	344	2	102	65	168	14	25	1
TCGA-69-7979-01	20	104	1297	33	190	26	94	8	28	0
TCGA-69-7980-01	31	54	480	4	126	37	171	47	17	4
TCGA-69-8253-01	6	2	98	7	46	26	18	0	4	2
TCGA-69-8254-01	5	10	21	10	35	9	0	4	0	3
TCGA-69-8255-01	11	15	137	12	66	41	27	30	12	14
TCGA-69-A59K-01	2	30	420	27	63	60	28	7	0	0
TCGA-71-6725-01	7	8	1	29	10	8	3	6	0	1
TCGA-71-8520-01	5	1	16	27	11	6	16	8	10	5
TCGA-73-4658-01	3	34	157	1	4	129	95	11	14	0
TCGA-73-4659-01	5	19	133	4	76	6	8	0	9	2
TCGA-73-4662-01	3	21	141	4	51	15	14	13	3	3
TCGA-73-4666-01	8	18	265	19	81	14	25	22	0	19
TCGA-73-4668-01	5	32	377	20	133	3	22	34	3	0
TCGA-73-4670-01	23	31	223	11	52	22	17	34	5	23
TCGA-73-4675-01	2	1	16	10	24	2	6	16	4	3
TCGA-73-4676-01	4	7	23	9	34	10	0	22	0	3
TCGA-73-4677-01	10	21	163	9	57	17	8	16	0	3
TCGA-73-7498-01	10	7	66	14	33	0	2	2	0	5
TCGA-73-7499-01	6	8	2	14	30	0	18	2	2	1
TCGA-73-A9RS-01	27	41	808	0	171	36	60	19	3	7
TCGA-75-5122-01	16	9	44	22	36	12	23	5	0	0
TCGA-75-5125-01	4	10	56	3	42	17	33	18	23	4
TCGA-75-5126-01	18	23	362	0	94	99	142	22	18	3
TCGA-75-5146-01	3	10	151	0	42	18	5	10	0	0
TCGA-75-5147-01	1	2	0	11	15	6	9	0	0	3
TCGA-75-6203-01	0	2	0	5	7	3	0	0	2	0
TCGA-75-6205-01	1	4	4	2	20	13	4	6	2	4
TCGA-75-6206-01	5	8	37	1	28	0	16	6	8	0
TCGA-75-6207-01	10	0	9	14	27	0	14	7	3	0
TCGA-75-6211-01	3	30	245	14	93	2	25	12	16	2
TCGA-75-6212-01	3	3	0	3	4	3	0	3	2	0
TCGA-75-6214-01	50	40	411	7	125	80	145	24	17	0
TCGA-75-7025-01	4	0	0	14	0	13	0	5	2	0
TCGA-75-7027-01	6	26	159	4	73	9	6	15	4	1
TCGA-75-7030-01	0	2	2	5	4	1	0	1	2	1
TCGA-75-7031-01	7	28	90	15	59	0	28	15	6	11
TCGA-78-7145-01	6	24	122	10	41	0	19	3	8	4
TCGA-78-7146-01	29	8	182	14	74	58	81	10	2	6
TCGA-78-7147-01	14	31	154	15	99	43	34	29	0	8
TCGA-78-7148-01	13	21	125	9	46	10	7	33	2	8
TCGA-78-7149-01	20	2	36	2	8	44	67	15	6	0
TCGA-78-7150-01	21	46	131	0	64	90	112	14	24	7
TCGA-78-7152-01	18	14	68	0	18	29	72	11	22	3
TCGA-78-7153-01	9	7	24	18	49	16	19	7	3	4
TCGA-78-7154-01	22	6	46	28	37	68	83	23	7	8
TCGA-78-7155-01	46	30	1121	6	318	109	101	80	0	27
TCGA-78-7156-01	45	0	144	6	0	103	101	10	8	0
TCGA-78-7158-01	7	7	133	1	41	47	24	13	6	5
TCGA-78-7159-01	2	13	224	22	74	18	10	12	0	5
TCGA-78-7160-01	5	2	2	2	29	0	5	8	1	3
TCGA-78-7161-01	5	12	125	17	29	13	13	16	0	6
TCGA-78-7162-01	6	10	26	1	28	12	12	5	0	1
TCGA-78-7163-01	0	0	1	3	11	0	0	0	10	2
TCGA-78-7166-01	10	17	189	7	7	16	4	19	0	6
TCGA-78-7167-01	4	11	51	17	10	21	31	4	4	1
TCGA-78-7220-01	54	73	567	7	137	78	85	26	2	17
TCGA-78-7535-01	7	10	93	8	54	5	7	12	3	21
TCGA-78-7536-01	4	38	428	6	174	38	7	26	3	14
TCGA-78-7537-01	9	7	75	4	42	18	9	3	0	2
TCGA-78-7539-01	43	3	113	15	42	56	262	30	41	0
TCGA-78-7540-01	0	5	0	12	9	5	1	0	4	0
