NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
59	168.384	62.177	25.017	49.809	0.423	0.757	40000.0
60	167.643	62.339	24.899	50.089	0.425	0.752	30000.0
61	167.513	62.143	24.794	49.861	0.421	0.754	50000.0
62	168.057	62.374	24.955	49.972	0.425	0.753	50000.0
63	167.765	62.044	24.773	49.77	0.42	0.755	20000.0
64	167.542	62.435	24.781	49.908	0.425	0.753	40000.0
65	166.841	62.28	24.726	49.771	0.429	0.754	50000.0
66	167.478	62.145	24.875	49.921	0.42	0.753	50000.0
67	167.806	62.158	24.881	49.875	0.422	0.753	20000.0
68	168.09	62.5	24.961	50.131	0.428	0.751	30000.0
69	168.189	62.098	24.93	49.824	0.42	0.756	30000.0
70	167.776	62.182	24.891	49.93	0.422	0.753	40000.0
71	167.294	62.237	24.797	49.896	0.423	0.754	30000.0
72	167.943	62.148	24.809	49.757	0.421	0.756	50000.0
73	167.6	62.16	24.878	49.956	0.421	0.754	40000.0
74	167.811	62.347	24.877	49.92	0.421	0.754	30000.0
75	167.784	62.295	24.782	49.866	0.424	0.754	30000.0
76	167.95	62.149	24.825	49.799	0.422	0.755	20000.0
77	168.299	62.291	24.901	49.867	0.421	0.755	40000.0
78	167.563	62.151	24.85	49.807	0.42	0.755	30000.0
79	167.809	62.072	24.89	49.832	0.421	0.755	20000.0
80	167.848	62.286	24.833	49.888	0.423	0.752	40000.0
81	167.679	62.143	24.87	49.884	0.422	0.754	40000.0
82	168.543	62.353	24.939	49.98	0.424	0.753	80000.0
83	168.002	62.373	24.981	50.012	0.426	0.753	30000.0
84	167.894	62.461	24.844	50.001	0.427	0.752	60000.0
85	167.542	62.154	24.826	49.899	0.42	0.754	30000.0
86	167.975	62.329	24.815	49.885	0.423	0.755	30000.0
87	168.153	62.361	24.923	50.03	0.424	0.753	30000.0
88	167.902	62.066	24.917	49.781	0.418	0.756	30000.0
89	167.994	62.443	24.82	49.921	0.425	0.753	20000.0
90	167.54	62.026	24.877	49.779	0.422	0.754	40000.0
91	167.853	62.22	24.893	49.863	0.419	0.756	20000.0
92	168.447	62.306	24.912	49.834	0.425	0.754	50000.0
93	167.436	62.248	24.881	49.904	0.423	0.754	60000.0
94	168.12	62.288	24.904	49.932	0.423	0.754	30000.0
95	167.46	62.127	24.78	49.846	0.421	0.753	40000.0
96	167.469	62.207	24.777	49.863	0.423	0.754	50000.0
97	167.946	62.254	24.938	49.857	0.422	0.755	40000.0
98	168.463	62.239	24.969	49.982	0.423	0.753	20000.0
99	167.999	62.12	24.81	49.859	0.423	0.754	70000.0
100	167.886	62.262	24.785	49.889	0.422	0.754	30000.0
