NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	16.219	73.713	4.426	50.715	0.603	0.783	30000.0
2	18.339	77.249	4.898	53.595	0.633	0.76	20000.0
3	19.288	73.434	4.833	51.211	0.599	0.799	30000.0
4	21.702	74.294	5.523	53.376	0.54	0.782	30000.0
5	17.335	77.555	4.582	54.537	0.682	0.726	60000.0
6	19.327	70.261	4.94	49.248	0.535	0.799	20000.0
7	16.558	65.43	4.507	46.595	0.452	0.844	40000.0
8	17.168	71.294	4.672	51.41	0.578	0.777	20000.0
9	17.226	69.535	4.493	47.662	0.555	0.808	30000.0
10	20.753	73.228	5.374	53.853	0.566	0.776	30000.0
11	16.955	68.89	4.586	49.002	0.503	0.813	30000.0
12	17.058	69.191	4.321	47.301	0.528	0.818	20000.0
13	17.934	72.458	4.553	49.851	0.59	0.776	20000.0
14	17.544	67.8	4.586	47.927	0.54	0.823	40000.0
15	19.294	72.477	4.913	51.941	0.533	0.8	30000.0
16	19.917	72.599	4.996	51.913	0.527	0.804	30000.0
17	18.868	75.346	4.827	52.01	0.595	0.763	30000.0
18	18.154	69.024	5.05	49.412	0.534	0.817	40000.0
19	18.37	75.183	4.977	52.097	0.629	0.77	20000.0
20	16.044	69.129	4.487	47.979	0.566	0.799	20000.0
21	19.401	70.578	5.138	52.061	0.565	0.785	40000.0
22	17.2	69.479	4.378	48.606	0.515	0.811	30000.0
23	17.126	73.178	4.603	51.563	0.61	0.762	20000.0
24	18.143	75.898	4.87	52.465	0.634	0.779	20000.0
25	18.461	71.6	4.99	51.121	0.548	0.789	30000.0
26	17.825	76.801	4.962	53.214	0.63	0.765	20000.0
27	18.706	72.956	4.951	52.622	0.568	0.777	40000.0
28	19.36	75.509	5.005	52.661	0.585	0.775	20000.0
29	18.824	76.96	5.017	51.604	0.621	0.793	40000.0
30	18.562	75.174	5.057	53.008	0.563	0.803	30000.0
31	18.601	69.878	5.138	53.096	0.513	0.777	20000.0
32	18.145	74.929	4.88	51.452	0.585	0.796	20000.0
33	18.149	78.0	4.958	54.569	0.664	0.748	20000.0
34	18.511	70.804	4.82	50.507	0.54	0.795	20000.0
35	17.78	72.162	4.545	48.487	0.564	0.806	40000.0
36	18.572	69.542	4.829	48.777	0.541	0.812	30000.0
37	18.537	72.735	4.86	50.442	0.583	0.799	20000.0
38	18.116	68.509	4.955	49.137	0.518	0.818	30000.0
39	19.138	73.311	4.977	53.353	0.551	0.767	20000.0
40	18.839	69.963	4.75	50.099	0.528	0.806	30000.0
41	18.906	71.887	4.788	50.415	0.568	0.785	20000.0
42	19.74	74.409	5.156	52.809	0.556	0.801	30000.0
43	17.375	75.086	4.738	52.431	0.597	0.767	20000.0
44	20.139	74.181	5.328	53.002	0.581	0.803	30000.0
45	17.155	69.717	4.779	52.825	0.528	0.769	20000.0
46	18.745	71.965	5.034	52.124	0.549	0.786	30000.0
47	20.202	74.358	5.427	52.165	0.585	0.794	20000.0
48	19.27	65.728	4.861	48.399	0.486	0.827	30000.0
49	18.755	72.759	4.859	50.445	0.564	0.791	30000.0
50	18.317	70.91	4.976	51.375	0.558	0.776	30000.0
51	18.96	70.602	5.123	48.722	0.504	0.828	20000.0
52	17.721	74.438	4.534	50.432	0.596	0.792	30000.0
53	16.87	71.028	4.519	50.405	0.559	0.797	20000.0
54	17.549	71.757	4.522	51.704	0.598	0.767	30000.0
55	18.037	71.49	4.371	51.15	0.547	0.79	40000.0
56	17.922	69.499	4.566	47.476	0.522	0.82	20000.0
57	18.678	72.911	5.033	51.665	0.556	0.787	20000.0
58	18.589	76.671	4.904	53.141	0.666	0.753	20000.0
59	19.465	74.878	5.199	52.33	0.555	0.794	20000.0
60	16.726	71.737	4.438	50.959	0.552	0.78	30000.0
61	20.357	75.386	5.355	53.415	0.597	0.77	20000.0
62	17.535	72.913	4.472	51.074	0.565	0.785	40000.0
63	15.962	68.898	4.256	48.745	0.535	0.799	30000.0
64	19.17	73.534	5.21	50.827	0.552	0.812	30000.0
65	17.726	68.796	4.694	48.435	0.551	0.823	20000.0
66	17.756	73.683	4.78	50.313	0.567	0.81	30000.0
67	16.513	70.285	4.488	49.489	0.54	0.807	30000.0
68	18.367	67.722	4.747	50.403	0.488	0.81	20000.0
69	17.569	74.366	4.623	52.649	0.596	0.764	30000.0
70	18.421	71.744	4.737	51.803	0.577	0.782	40000.0
71	19.935	72.371	5.244	52.981	0.511	0.8	40000.0
72	18.625	75.449	4.88	53.066	0.617	0.759	20000.0
73	17.654	73.065	4.526	49.822	0.583	0.784	30000.0
74	16.923	70.209	4.383	49.366	0.551	0.797	20000.0
75	18.59	77.888	4.896	53.966	0.655	0.747	20000.0
76	19.01	71.443	4.812	49.643	0.581	0.78	40000.0
77	18.708	70.639	4.826	49.803	0.541	0.818	30000.0
78	18.034	73.197	4.738	50.767	0.583	0.795	30000.0
79	17.054	78.482	4.414	53.924	0.664	0.735	30000.0
80	17.158	72.664	4.71	53.268	0.6	0.762	30000.0
81	19.841	74.471	5.072	52.859	0.568	0.772	20000.0
82	18.233	77.325	4.897	52.825	0.62	0.774	50000.0
83	16.561	69.291	4.363	48.375	0.548	0.815	40000.0
84	19.386	73.323	5.134	51.067	0.546	0.815	20000.0
85	17.95	75.105	4.732	52.269	0.623	0.76	20000.0
86	19.329	72.039	5.055	50.279	0.527	0.813	20000.0
87	17.21	72.566	4.674	51.176	0.595	0.788	20000.0
88	18.274	74.225	5.013	53.352	0.594	0.763	20000.0
89	17.922	69.985	4.802	50.545	0.567	0.807	20000.0
90	18.803	74.952	4.99	52.598	0.587	0.769	40000.0
91	18.974	74.716	4.975	51.884	0.581	0.784	30000.0
92	18.748	73.224	5.005	52.285	0.559	0.782	30000.0
93	18.443	75.025	5.036	53.497	0.602	0.756	20000.0
94	17.426	73.179	4.526	48.759	0.608	0.806	20000.0
95	17.691	72.969	4.795	52.069	0.585	0.776	30000.0
96	17.903	75.12	4.617	51.316	0.604	0.779	20000.0
97	19.434	78.57	5.112	54.968	0.632	0.751	30000.0
98	17.875	75.142	4.741	51.211	0.612	0.784	20000.0
99	17.739	72.943	4.731	50.897	0.572	0.789	30000.0
100	17.489	75.623	4.782	51.214	0.628	0.773	40000.0
