Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
TCGA-BH-A2L8-01	264	228	3	110	0	23	0	0	0	0
TCGA-BH-A42U-01	10	3	0	1	0	8	0	0	10	0
TCGA-BH-A42V-01	20	15	4	0	0	9	0	0	7	0
TCGA-BH-A5IZ-01	5	1	11	28	17	0	6	0	16	12
TCGA-BH-A5J0-01	34	10	12	12	0	21	7	3	0	3
TCGA-BH-A6R8-01	2	2	9	0	1	7	2	1	13	0
TCGA-BH-A6R9-01	0	0	4	3	11	5	1	0	0	1
TCGA-BH-A8FY-01	2	3	3	14	10	1	1	19	3	0
TCGA-BH-A8FZ-01	9	6	12	0	28	0	14	11	0	11
TCGA-BH-A8G0-01	0	0	6	0	0	6	4	1	0	0
TCGA-BH-AB28-01	5	0	13	1	0	1	4	19	0	0
TCGA-C8-A12K-01	14	46	5	0	46	1	10	17	20	14
TCGA-C8-A12L-01	2	5	5	0	25	4	0	30	14	4
TCGA-C8-A12M-01	0	1	17	4	12	18	7	16	7	0
TCGA-C8-A12N-01	1	3	9	0	2	0	4	0	1	7
TCGA-C8-A12O-01	2	1	17	0	0	9	0	0	19	1
TCGA-C8-A12P-01	48	52	19	9	8	28	11	6	0	21
TCGA-C8-A12Q-01	35	28	4	29	0	25	10	0	0	8
TCGA-C8-A12T-01	67	80	9	29	0	8	0	0	21	0
TCGA-C8-A12U-01	4	5	18	4	9	0	0	6	13	2
TCGA-C8-A12V-01	1	3	0	0	10	3	6	7	22	0
TCGA-C8-A12W-01	1	4	28	0	3	12	3	0	26	0
TCGA-C8-A12X-01	0	0	23	14	4	7	6	8	0	3
TCGA-C8-A12Y-01	2	1	17	0	0	0	11	12	0	3
TCGA-C8-A12Z-01	8	9	13	16	1	5	3	6	0	0
TCGA-C8-A130-01	2	4	21	0	0	10	7	0	10	0
TCGA-C8-A131-01	7	0	8	0	8	17	4	21	0	9
TCGA-C8-A132-01	9	20	4	8	5	2	0	3	33	0
TCGA-C8-A133-01	4	0	0	5	1	4	5	0	6	8
TCGA-C8-A134-01	1	7	4	0	39	3	8	11	16	28
TCGA-C8-A135-01	4	5	29	0	1	4	8	11	4	11
TCGA-C8-A137-01	8	12	4	6	0	17	0	0	15	0
TCGA-C8-A138-01	0	0	11	10	0	2	4	0	6	19
TCGA-C8-A1HE-01	19	8	5	4	1	4	1	6	6	0
TCGA-C8-A1HF-01	6	5	5	6	2	4	3	7	1	0
TCGA-C8-A1HG-01	4	3	23	5	9	8	9	5	0	3
TCGA-C8-A1HI-01	8	8	9	0	0	0	0	4	43	0
TCGA-C8-A1HJ-01	2	12	10	0	61	1	19	3	2	14
TCGA-C8-A1HK-01	6	21	7	0	5	11	4	15	0	4
TCGA-C8-A1HL-01	0	0	6	1	0	1	1	20	0	8
TCGA-C8-A1HM-01	101	194	16	67	1	40	5	6	0	18
TCGA-C8-A1HN-01	4	0	17	9	4	1	6	0	16	13
TCGA-C8-A1HO-01	8	3	4	0	0	2	1	4	16	11
TCGA-C8-A26V-01	20	30	12	3	5	11	9	0	0	6
TCGA-C8-A26W-01	13	9	5	17	2	16	7	0	0	0
TCGA-C8-A26X-01	3	2	18	4	12	9	5	4	0	18
TCGA-C8-A26Y-01	296	297	2	101	0	50	19	0	0	151
TCGA-C8-A26Z-01	1	0	18	5	13	5	0	0	0	7
TCGA-C8-A273-01	0	1	4	0	0	4	0	1	11	3
TCGA-C8-A274-01	117	81	17	7	13	4	11	15	0	16
TCGA-C8-A275-01	28	43	6	47	0	16	2	0	0	0
TCGA-C8-A278-01	6	6	7	0	6	7	1	0	20	0
TCGA-C8-A27A-01	6	3	6	0	2	8	1	0	2	12
TCGA-C8-A27B-01	8	64	4	0	48	13	10	9	0	6
TCGA-C8-A3M7-01	82	26	19	54	0	36	4	0	0	0
TCGA-C8-A3M8-01	4	5	10	9	9	1	10	0	14	0
TCGA-C8-A8HP-01	90	92	9	30	0	46	1	2	0	3
TCGA-C8-A8HQ-01	141	124	18	18	0	61	5	0	5	0
TCGA-C8-A8HR-01	2	1	14	12	16	3	12	0	0	0
TCGA-C8-A9FZ-01	1	2	12	2	5	0	1	6	0	0
TCGA-D8-A13Y-01	10	4	9	31	6	3	12	1	6	0
TCGA-D8-A13Z-01	2	13	20	0	37	8	0	8	0	15
TCGA-D8-A140-01	20	1	19	19	0	10	6	37	12	10
TCGA-D8-A141-01	0	0	6	4	3	2	0	1	4	1
TCGA-D8-A142-01	0	10	32	26	29	11	6	0	52	0
TCGA-D8-A143-01	3	1	13	4	21	0	0	6	10	3
TCGA-D8-A145-01	1	3	13	1	7	0	6	11	5	0
TCGA-D8-A146-01	4	0	9	1	0	12	8	6	1	0
TCGA-D8-A147-01	13	38	0	29	69	15	11	7	18	0
TCGA-D8-A1J8-01	221	213	67	124	0	76	78	182	0	0
TCGA-D8-A1J9-01	93	86	0	46	0	40	2	0	0	11
TCGA-D8-A1JB-01	4	3	3	4	12	3	5	10	10	9
TCGA-D8-A1JC-01	26	27	5	20	0	20	0	0	24	0
TCGA-D8-A1JD-01	9	14	1	0	28	6	1	38	14	11
TCGA-D8-A1JE-01	2	1	7	0	0	0	4	2	16	8
TCGA-D8-A1JF-01	3	3	8	0	0	1	3	21	10	0
TCGA-D8-A1JG-01	3	7	23	0	0	42	4	0	0	90
TCGA-D8-A1JH-01	2	0	3	0	1	2	4	2	9	1
TCGA-D8-A1JI-01	1	0	0	4	0	6	3	16	11	1
TCGA-D8-A1JJ-01	28	15	12	6	1	14	5	15	2	0
TCGA-D8-A1JK-01	16	8	0	17	21	11	28	61	34	53
TCGA-D8-A1JL-01	2	8	0	15	31	8	19	9	31	4
TCGA-D8-A1JM-01	1	2	9	2	4	9	0	0	14	12
TCGA-D8-A1JN-01	74	39	9	26	0	47	0	0	0	13
TCGA-D8-A1JP-01	2	8	0	20	40	7	15	14	12	17
TCGA-D8-A1JS-01	2	0	6	7	0	1	3	0	5	5
TCGA-D8-A1JT-01	0	0	9	3	4	0	0	7	18	0
TCGA-D8-A1JU-01	1	0	4	0	1	1	4	0	9	0
TCGA-D8-A1X5-01	3	4	16	0	0	2	10	0	6	25
TCGA-D8-A1X6-01	3	0	17	0	8	0	1	7	0	6
TCGA-D8-A1X7-01	0	1	3	6	0	7	0	4	11	0
TCGA-D8-A1X9-01	1	7	0	0	7	0	13	8	26	40
TCGA-D8-A1XA-01	0	0	6	0	1	6	5	0	2	8
TCGA-D8-A1XB-01	7	2	14	0	0	7	6	9	0	5
TCGA-D8-A1XC-01	1	0	9	0	0	3	0	17	0	4
TCGA-D8-A1XF-01	0	3	17	0	3	17	2	5	0	4
TCGA-D8-A1XG-01	1	0	0	0	2	3	6	15	0	0
TCGA-D8-A1XK-01	5	11	75	0	25	5	1003	0	176	0
TCGA-D8-A1XL-01	4	6	7	0	33	7	18	0	17	18
TCGA-D8-A1XM-01	12	5	7	0	0	19	0	0	13	8
TCGA-D8-A1XO-01	6	5	4	0	0	0	0	5	7	2
TCGA-D8-A1XQ-01	17	29	170	0	80	37	404	181	87	26
TCGA-D8-A1XR-01	2	0	7	0	0	1	6	16	0	0
TCGA-D8-A1XS-01	3	1	5	0	1	11	0	2	2	1
TCGA-D8-A1XT-01	2	1	11	11	5	5	3	4	0	3
TCGA-D8-A1XU-01	10	1	5	7	6	0	1	4	1	0
TCGA-D8-A1XV-01	1	2	9	5	0	0	1	0	18	0
TCGA-D8-A1XW-01	7	8	7	8	44	3	11	0	34	0
TCGA-D8-A1XY-01	6	1	24	4	2	4	2	9	0	7
TCGA-D8-A1XZ-01	0	9	34	7	7	11	0	15	11	2
TCGA-D8-A1Y0-01	4	8	4	14	12	2	8	1	18	10
TCGA-D8-A1Y1-01	18	2	126	0	0	3	19	0	65	0
TCGA-D8-A1Y2-01	8	3	6	0	0	0	0	0	5	0
TCGA-D8-A1Y3-01	3	0	28	0	14	4	4	0	14	0
TCGA-D8-A27E-01	0	0	0	0	3	3	0	5	0	0
TCGA-D8-A27F-01	2	10	0	0	15	0	5	2	22	14
TCGA-D8-A27G-01	476	442	0	120	0	111	0	0	0	27
TCGA-D8-A27H-01	12	45	6	0	65	3	10	0	19	0
TCGA-D8-A27I-01	5	4	6	0	2	2	1	0	16	0
TCGA-D8-A27K-01	0	2	6	0	0	2	1	2	7	1
TCGA-D8-A27L-01	11	2	7	22	0	11	0	0	0	0
TCGA-D8-A27M-01	2	10	8	4	27	9	5	0	0	25
TCGA-D8-A27N-01	2	2	22	1	4	9	5	1	6	8
TCGA-D8-A27P-01	2	0	7	1	1	1	3	15	0	0
TCGA-D8-A27R-01	1	3	2	0	7	7	0	12	3	0
TCGA-D8-A27T-01	5	0	14	1	3	0	4	2	0	2
TCGA-D8-A27V-01	58	67	4	71	0	32	3	0	0	0
TCGA-D8-A27W-01	2	1	30	6	0	3	4	0	4	5
TCGA-D8-A3Z6-01	6	1	10	0	0	0	6	10	0	4
TCGA-D8-A4Z1-01	21	6	3	2	0	9	0	1	0	4
TCGA-D8-A73U-01	94	29	12	55	0	10	7	0	0	0
TCGA-D8-A73W-01	3	2	19	0	1	0	0	26	0	1
TCGA-D8-A73X-01	6	0	12	0	0	4	8	0	22	0
TCGA-E2-A105-01	6	1	16	11	9	0	7	9	4	4
TCGA-E2-A107-01	6	0	7	0	0	5	5	0	11	2
TCGA-E2-A108-01	53	70	2	2	11	6	9	0	25	8
TCGA-E2-A109-01	1	0	16	6	12	8	6	19	0	16
TCGA-E2-A10A-01	5	3	2	0	1	0	0	16	0	1
TCGA-E2-A10B-01	16	12	7	5	2	8	10	6	5	2
TCGA-E2-A10C-01	227	174	0	52	0	66	0	0	0	0
TCGA-E2-A10F-01	3	1	12	3	0	3	3	0	0	5
TCGA-E2-A14N-01	8	15	5	1	40	11	4	12	11	2
TCGA-E2-A14O-01	1	0	13	0	0	15	0	0	0	7
TCGA-E2-A14P-01	17	6	23	15	0	18	10	1	0	22
TCGA-E2-A14Q-01	5	1	13	1	0	0	3	0	9	8
TCGA-E2-A14R-01	1	14	3	10	35	10	14	19	21	16
TCGA-E2-A14T-01	4	5	10	0	0	6	6	0	12	0
TCGA-E2-A14V-01	21	31	18	9	7	21	6	0	28	0
TCGA-E2-A14W-01	0	8	3	26	35	10	6	14	0	0
TCGA-E2-A14X-01	5	2	20	0	3	6	1	0	0	0
TCGA-E2-A14Y-01	14	13	7	3	5	0	2	1	5	0
TCGA-E2-A14Z-01	19	6	7	9	14	15	1	0	12	12
TCGA-E2-A150-01	4	3	17	0	9	4	6	22	0	26
TCGA-E2-A152-01	42	48	0	36	0	42	3	0	0	0
TCGA-E2-A153-01	6	0	11	1	1	1	1	0	5	0
TCGA-E2-A154-01	0	1	16	0	1	12	0	0	9	19
TCGA-E2-A155-01	11	5	16	0	3	6	5	20	0	15
TCGA-E2-A156-01	4	1	3	4	0	1	3	1	7	1
TCGA-E2-A158-01	0	6	4	0	41	5	5	9	27	0
TCGA-E2-A159-01	51	52	10	86	0	0	2	0	0	0
TCGA-E2-A15A-01	2	1	11	7	0	0	0	13	5	23
TCGA-E2-A15C-01	2	0	17	7	4	1	2	17	0	0
TCGA-E2-A15D-01	0	1	11	0	0	2	6	4	4	6
TCGA-E2-A15E-01	1	5	9	0	4	0	9	0	11	1
TCGA-E2-A15F-01	0	0	10	7	3	1	2	0	5	0
TCGA-E2-A15G-01	8	0	9	3	10	9	7	0	27	0
TCGA-E2-A15H-01	0	0	11	7	0	2	2	11	0	0
TCGA-E2-A15I-01	4	0	15	5	1	1	0	0	10	7
TCGA-E2-A15J-01	0	0	6	3	2	0	1	6	0	4
TCGA-E2-A15K-01	0	0	14	18	0	3	3	5	5	5
TCGA-E2-A15L-01	0	4	10	0	0	4	3	0	12	1
TCGA-E2-A15M-01	16	11	25	24	11	0	7	5	0	9
TCGA-E2-A15O-01	2	0	6	0	0	4	0	0	22	0
TCGA-E2-A15P-01	2	0	8	7	1	0	6	4	0	0
TCGA-E2-A15R-01	3	0	17	11	3	11	1	0	0	1
TCGA-E2-A15S-01	8	4	3	4	12	0	9	1	27	0
TCGA-E2-A15T-01	1	2	8	3	0	2	1	0	23	0
TCGA-E2-A1AZ-01	6	16	4	5	12	24	9	0	0	3
TCGA-E2-A1B0-01	4	4	13	2	2	15	15	1	1	3
TCGA-E2-A1B1-01	13	14	7	16	0	7	0	0	9	0
TCGA-E2-A1B4-01	5	0	2	4	0	10	0	21	0	0
TCGA-E2-A1B5-01	14	8	10	0	0	7	3	1	3	0
TCGA-E2-A1B6-01	1	3	9	0	27	0	2	4	10	0
TCGA-E2-A1BC-01	0	1	8	12	3	0	3	11	0	3
TCGA-E2-A1BD-01	0	1	16	0	0	6	1	0	9	10
TCGA-E2-A1IE-01	0	0	5	1	5	2	1	8	8	0
TCGA-E2-A1IF-01	0	0	3	0	0	2	6	0	11	2
TCGA-E2-A1IG-01	6	0	6	3	0	16	0	0	23	3
TCGA-E2-A1IH-01	14	16	7	14	0	2	12	0	13	7
TCGA-E2-A1II-01	0	2	10	0	17	0	4	0	1	0
TCGA-E2-A1IJ-01	0	0	4	1	0	0	0	0	8	5
TCGA-E2-A1IK-01	0	2	1	0	1	8	2	0	3	0
TCGA-E2-A1IL-01	0	0	7	1	6	7	2	4	0	4
TCGA-E2-A1IN-01	82	91	12	5	22	12	8	16	0	0
TCGA-E2-A1IO-01	1	0	6	0	0	3	0	0	6	0
TCGA-E2-A1IU-01	4	1	2	0	9	14	1	0	0	0
TCGA-E2-A1L6-01	1	0	1	0	3	12	4	7	0	0
TCGA-E2-A1L7-01	2	3	1	1	10	2	7	0	39	16
TCGA-E2-A1L8-01	3	2	4	6	0	0	5	0	18	0
TCGA-E2-A1L9-01	3	0	7	0	6	3	4	4	0	1
TCGA-E2-A1LA-01	2	6	8	10	52	2	18	9	0	0
TCGA-E2-A1LB-01	9	9	2	15	0	7	3	0	9	1
TCGA-E2-A1LG-01	38	93	2	52	0	34	0	0	0	0
TCGA-E2-A1LH-01	14	41	11	14	73	9	22	0	12	35
TCGA-E2-A1LI-01	5	7	2	0	13	4	2	0	1	3
TCGA-E2-A1LK-01	0	4	33	0	0	13	4	0	0	0
TCGA-E2-A1LL-01	0	7	9	0	14	1	5	13	9	3
TCGA-E2-A2P6-01	72	36	14	0	0	39	1	24	0	0
TCGA-E2-A56Z-01	2	0	10	1	2	7	7	9	22	0
TCGA-E2-A570-01	0	0	9	11	5	2	2	0	1	0
TCGA-E2-A572-01	1	1	7	1	0	0	2	0	17	0
TCGA-E2-A573-01	2	3	12	4	14	2	7	18	0	10
TCGA-E2-A574-01	27	25	22	27	18	30	6	1	0	0
TCGA-E2-A576-01	0	1	19	8	2	8	0	14	18	0
TCGA-E2-A9RU-01	7	9	35	0	0	25	10	0	0	21
TCGA-E9-A1N3-01	1	2	2	0	0	0	2	8	8	8
TCGA-E9-A1N4-01	3	6	4	0	1	10	1	0	9	0
TCGA-E9-A1N5-01	8	6	1	0	3	0	5	13	3	0
TCGA-E9-A1N8-01	2	7	0	0	0	12	9	0	0	6
TCGA-E9-A1N9-01	8	1	16	0	24	0	7	0	0	10
TCGA-E9-A1NA-01	5	9	10	33	18	9	5	2	0	26
TCGA-E9-A1NE-01	4	3	5	0	26	0	1	11	0	12
TCGA-E9-A1NF-01	16	1	6	14	2	7	2	3	10	0
TCGA-E9-A1NG-01	1	0	3	0	0	1	0	7	9	0
TCGA-E9-A1NH-01	2	1	5	2	0	1	6	0	20	0
TCGA-E9-A1QZ-01	0	0	3	0	1	1	3	0	9	6
TCGA-E9-A1R0-01	3	4	12	4	0	9	0	3	0	0
TCGA-E9-A1R2-01	2	14	4	0	14	3	12	2	11	4
TCGA-E9-A1R3-01	3	0	6	0	8	3	5	0	0	0
TCGA-E9-A1R4-01	42	24	10	51	0	7	6	0	0	13
TCGA-E9-A1R5-01	2	1	8	7	0	3	3	0	27	0
TCGA-E9-A1R6-01	0	1	10	0	5	11	3	0	0	6
TCGA-E9-A1R7-01	8	2	7	11	5	0	1	24	0	5
TCGA-E9-A1RA-01	5	0	4	3	1	0	1	0	8	3
TCGA-E9-A1RB-01	0	0	9	0	5	1	10	6	0	7
TCGA-E9-A1RC-01	0	1	18	0	10	10	10	0	5	1
TCGA-E9-A1RD-01	5	0	5	5	3	0	0	5	0	0
TCGA-E9-A1RE-01	2	1	21	0	0	8	3	27	4	0
TCGA-E9-A1RF-01	4	16	20	5	50	9	0	21	21	24
TCGA-E9-A1RG-01	3	3	4	7	5	1	4	0	14	0
TCGA-E9-A1RH-01	6	9	16	2	20	12	6	17	6	17
TCGA-E9-A1RI-01	5	0	5	2	0	0	0	4	4	9
TCGA-E9-A226-01	15	25	7	0	0	26	1	5	0	0
TCGA-E9-A227-01	1	1	1	4	8	4	0	0	0	0
TCGA-E9-A228-01	6	4	22	11	7	0	2	0	0	0
TCGA-E9-A229-01	2	5	11	0	2	0	0	7	0	3
TCGA-E9-A22A-01	4	4	4	0	12	2	0	0	8	2
TCGA-E9-A22B-01	8	3	16	6	5	9	3	0	21	5
TCGA-E9-A22D-01	1	3	14	0	2	13	0	0	7	0
TCGA-E9-A22E-01	10	21	8	23	37	3	6	0	29	7
TCGA-E9-A22G-01	1	7	4	4	35	4	31	1	4	26
TCGA-E9-A22H-01	2	0	11	1	5	4	3	0	0	0
TCGA-E9-A243-01	5	10	4	11	23	3	13	5	10	5
TCGA-E9-A244-01	3	4	19	0	28	0	9	11	22	25
TCGA-E9-A245-01	0	0	0	0	0	4	2	0	3	14
TCGA-E9-A247-01	0	1	25	1	6	1	4	9	0	0
TCGA-E9-A248-01	5	1	12	0	0	0	3	3	0	4
TCGA-E9-A249-01	1	0	12	0	2	1	4	1	0	4
TCGA-E9-A24A-01	0	0	5	0	0	4	0	0	2	11
TCGA-E9-A295-01	1	2	28	0	0	6	0	0	24	48
TCGA-E9-A2JS-01	3	0	37	0	5	12	4	0	2	26
TCGA-E9-A2JT-01	13	11	0	0	0	0	0	0	0	4
TCGA-E9-A3HO-01	2	6	0	2	24	4	4	13	17	0
TCGA-E9-A3QA-01	8	13	1	9	19	0	0	2	10	0
TCGA-E9-A3X8-01	2	5	6	5	6	2	0	6	5	0
TCGA-E9-A54Y-01	13	1	17	13	0	3	3	0	0	8
TCGA-E9-A5FK-01	2	1	6	3	0	1	0	12	8	6
TCGA-E9-A5FL-01	6	18	7	0	31	11	12	38	0	10
TCGA-E9-A5UO-01	0	1	10	3	3	1	0	11	9	0
TCGA-E9-A6HE-01	0	0	7	0	0	5	1	9	0	0
TCGA-EW-A1IW-01	47	24	19	0	20	0	1	5	3	8
TCGA-EW-A1IX-01	11	12	0	9	1	0	0	8	0	1
TCGA-EW-A1IY-01	9	2	0	6	0	17	4	0	0	0
TCGA-EW-A1IZ-01	5	0	148	0	0	38	127	117	0	0
TCGA-EW-A1J1-01	0	0	9	1	6	4	0	0	0	3
TCGA-EW-A1J3-01	1	0	4	6	5	2	3	5	4	0
TCGA-EW-A1J5-01	245	179	1	75	0	40	0	0	0	0
TCGA-EW-A1J6-01	2	0	7	0	8	0	0	0	25	2
TCGA-EW-A1OV-01	63	33	6	0	9	15	0	3	11	0
TCGA-EW-A1OX-01	2	4	3	0	3	3	0	6	0	0
TCGA-EW-A1OZ-01	6	3	26	11	12	5	6	0	0	7
TCGA-EW-A1P0-01	0	1	0	1	1	1	4	4	12	4
TCGA-EW-A1P1-01	0	0	0	0	0	0	0	0	3	0
TCGA-EW-A1P3-01	2	0	5	4	0	3	0	0	14	0
TCGA-EW-A1P4-01	0	9	4	0	10	5	6	14	29	0
TCGA-EW-A1P5-01	0	1	11	0	0	0	1	4	0	3
TCGA-EW-A1P6-01	0	0	3	1	0	2	0	0	20	0
TCGA-EW-A1P7-01	0	0	0	0	8	0	0	11	0	0
TCGA-EW-A1P8-01	0	0	6	8	11	4	4	6	0	0
TCGA-EW-A1PA-01	2	3	5	0	11	15	5	0	0	0
TCGA-EW-A1PB-01	24	52	3	20	34	8	0	15	3	23
TCGA-EW-A1PD-01	6	8	0	24	25	0	6	19	0	5
TCGA-EW-A1PE-01	6	0	7	3	4	2	2	13	0	1
TCGA-EW-A1PG-01	0	0	1	0	0	7	3	0	0	0
TCGA-EW-A1PH-01	2	2	17	14	11	9	7	0	0	0
TCGA-EW-A2FR-01	5	8	10	8	5	6	1	0	6	5
TCGA-EW-A2FS-01	0	0	11	10	0	0	10	0	10	4
TCGA-EW-A2FV-01	1	0	1	0	0	11	2	3	12	2
TCGA-EW-A2FW-01	3	0	16	2	0	0	0	0	0	5
TCGA-EW-A423-01	10	10	21	4	10	10	5	18	0	0
TCGA-EW-A6S9-01	3	0	12	1	3	2	3	0	2	5
TCGA-EW-A6SA-01	9	8	16	7	8	14	4	36	8	13
TCGA-EW-A6SB-01	0	6	14	4	15	17	16	4	5	0
TCGA-EW-A6SC-01	7	0	3	0	0	0	5	21	3	0
TCGA-EW-A6SD-01	17	12	11	8	0	0	11	0	0	9
TCGA-GI-A2C8-01	8	16	21	0	49	0	10	11	7	26
TCGA-GM-A2D9-01	258	170	6	160	0	51	0	0	0	0
TCGA-GM-A2DA-01	3	6	8	0	0	7	1	0	18	2
TCGA-GM-A2DB-01	3	6	15	12	12	8	5	0	46	21
TCGA-GM-A2DC-01	0	0	13	0	1	1	0	0	12	0
TCGA-GM-A2DD-01	3	4	8	0	15	6	10	19	1	2
TCGA-GM-A2DF-01	2	4	12	6	10	6	3	3	7	0
TCGA-GM-A2DH-01	31	65	7	17	34	9	4	18	15	32
TCGA-GM-A2DI-01	30	29	1	8	0	20	0	0	3	0
TCGA-GM-A2DK-01	4	0	5	0	0	8	8	0	8	4
TCGA-GM-A2DL-01	6	3	8	4	0	5	0	0	0	23
TCGA-GM-A2DM-01	4	0	0	0	0	5	6	0	8	4
TCGA-GM-A2DN-01	2	0	4	5	1	2	1	0	4	0
TCGA-GM-A2DO-01	78	74	1	4	0	60	2	1	0	0
TCGA-GM-A3NW-01	17	20	16	37	0	5	0	0	0	0
TCGA-GM-A3XL-01	8	32	7	12	44	9	15	2	15	0
TCGA-GM-A4E0-01	0	0	9	0	0	6	1	1	16	1
TCGA-GM-A5PV-01	6	1	2	3	8	5	4	0	18	0
TCGA-GM-A5PX-01	5	3	8	0	3	4	5	13	0	1
TCGA-HN-A2NL-01	2	7	8	4	15	2	8	0	31	14
TCGA-HN-A2OB-01	3	1	4	0	0	0	0	2	9	0
TCGA-JL-A3YX-01	15	4	12	5	0	0	3	6	0	4
TCGA-LD-A66U-01	1	0	9	0	0	0	1	30	0	3
TCGA-LD-A74U-01	134	69	17	103	0	29	0	0	0	0
TCGA-LD-A7W5-01	8	7	14	0	0	5	1	19	11	0
TCGA-LD-A7W6-01	2	0	9	9	0	1	2	8	15	0
TCGA-LD-A9QF-01	1	2	12	0	3	5	0	0	16	0
TCGA-LL-A440-01	1	0	2	0	0	2	0	0	1	0
TCGA-LL-A50Y-01	3	0	9	2	0	0	5	1	23	0
TCGA-LL-A5YL-01	21	9	12	7	0	30	0	8	6	0
TCGA-LL-A5YM-01	1	2	6	7	0	4	0	12	8	0
TCGA-LL-A5YN-01	0	0	7	5	7	8	3	7	6	0
TCGA-LL-A5YO-01	2	10	3	9	13	0	6	9	0	9
TCGA-LL-A5YP-01	6	5	0	17	21	1	2	29	8	16
TCGA-LL-A6FP-01	11	2	3	7	0	14	2	23	1	12
TCGA-LL-A6FQ-01	3	0	27	9	0	7	7	9	1	6
TCGA-LL-A6FR-01	1	2	11	0	12	8	7	2	20	0
TCGA-LL-A73Y-01	30	79	4	25	0	23	19	5	8	0
TCGA-LL-A73Z-01	2	1	9	1	3	1	0	15	16	0
TCGA-LL-A740-01	5	0	11	10	5	3	6	25	0	3
TCGA-LL-A7SZ-01	6	2	16	0	0	14	11	7	9	10
TCGA-LL-A7T0-01	7	5	26	0	2	11	6	5	4	11
TCGA-LL-A8F5-01	2	11	9	27	61	12	25	8	42	3
TCGA-LL-A9Q3-01	9	0	16	0	11	9	6	16	0	1
TCGA-OK-A5Q2-01	3	1	8	0	0	18	1	0	12	0
TCGA-OL-A5D6-01	5	2	7	4	0	9	0	0	30	0
TCGA-OL-A5D7-01	6	6	13	9	27	0	7	9	1	2
TCGA-OL-A5D8-01	3	2	14	0	8	0	5	2	2	3
TCGA-OL-A5DA-01	25	32	9	3	1	35	5	4	0	0
TCGA-OL-A5RU-01	0	0	15	15	0	1	0	12	3	0
TCGA-OL-A5RV-01	0	0	5	0	2	0	0	0	10	0
TCGA-OL-A5RW-01	31	72	0	27	53	14	17	39	0	0
TCGA-OL-A5RX-01	1	2	12	0	0	5	6	5	0	4
TCGA-OL-A5RY-01	1	1	5	0	1	0	2	3	0	0
TCGA-OL-A5RZ-01	11	8	42	5	30	14	7	6	0	29
TCGA-OL-A5S0-01	3	2	15	0	5	5	2	7	5	0
TCGA-OL-A66H-01	0	0	4	4	5	0	1	9	0	4
TCGA-OL-A66I-01	2	1	10	15	8	7	2	0	11	0
TCGA-OL-A66J-01	7	0	16	9	0	0	9	0	22	5
TCGA-OL-A66K-01	2	0	17	9	1	0	0	18	0	0
TCGA-OL-A66L-01	37	21	9	0	2	10	6	5	0	4
TCGA-OL-A66N-01	2	1	19	3	0	7	5	3	18	0
TCGA-OL-A66O-01	1	1	12	0	5	0	3	0	16	0
TCGA-OL-A66P-01	2	1	8	0	21	16	15	25	6	29
TCGA-OL-A6VO-01	1	0	14	8	6	0	3	1	0	5
TCGA-OL-A6VQ-01	29	16	11	0	0	6	3	13	0	4
TCGA-OL-A6VR-01	1	0	4	0	0	0	1	11	0	0
TCGA-OL-A97C-01	1	0	11	11	7	0	7	28	5	0
TCGA-PE-A5DC-01	11	6	18	22	40	5	15	10	13	14
TCGA-PE-A5DD-01	22	13	14	12	0	13	3	4	0	4
TCGA-PE-A5DE-01	279	158	0	117	0	135	0	0	0	0
TCGA-PL-A8LV-01	13	18	9	47	32	0	16	0	12	8
TCGA-PL-A8LX-01	1	0	10	0	6	0	6	23	3	0
TCGA-PL-A8LY-01	0	0	0	0	0	0	3	1	3	0
TCGA-PL-A8LZ-01	12	0	5	14	33	17	6	26	2	21
TCGA-S3-A6ZF-01	2	4	26	3	6	0	0	0	7	4
TCGA-S3-A6ZG-01	1	0	12	0	3	24	5	0	15	0
TCGA-S3-A6ZH-01	2	1	14	0	10	9	2	6	0	1
TCGA-S3-AA0Z-01	12	7	18	0	1	0	8	9	0	22
TCGA-S3-AA10-01	8	12	4	18	59	0	7	21	21	0
TCGA-S3-AA11-01	2	0	0	9	0	14	5	29	8	29
TCGA-S3-AA12-01	4	3	10	0	1	7	2	0	28	5
TCGA-S3-AA14-01	3	3	10	0	4	0	0	0	4	0
TCGA-S3-AA15-01	12	15	4	17	2	8	2	0	0	0
TCGA-S3-AA17-01	7	13	6	0	31	12	10	27	35	0
TCGA-UL-AAZ6-01	9	13	5	0	13	6	9	46	25	14
TCGA-UU-A93S-01	8	8	23	23	46	1	12	39	0	36
TCGA-V7-A7HQ-01	1	3	6	6	10	0	0	5	0	0
TCGA-W8-A86G-01	2	1	6	0	0	0	1	6	19	0
TCGA-WT-AB41-01	18	1	7	4	0	5	0	12	15	0
TCGA-WT-AB44-01	0	0	22	2	0	1	2	17	1	15
TCGA-XX-A899-01	17	8	1	0	1	22	1	7	3	0
TCGA-XX-A89A-01	48	93	12	89	0	23	0	0	0	0
TCGA-Z7-A8R5-01	1	0	19	0	0	0	0	0	12	2
TCGA-Z7-A8R6-01	33	19	13	2	0	14	2	21	0	3
