Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
TCGA-49-6745-01	1	2	78	0	0	23	34	32
TCGA-49-6761-01	70	0	71	0	0	14	25	66
TCGA-49-6767-01	329	73	41	18	77	22	24	10
TCGA-49-AAQV-01	0	12	41	7	14	1	11	2
TCGA-49-AAR0-01	72	0	18	19	13	18	20	16
TCGA-49-AAR2-01	239	186	16	0	10	24	13	0
TCGA-49-AAR3-01	55	31	14	10	32	4	18	7
TCGA-49-AAR4-01	263	246	104	0	5	63	0	31
TCGA-49-AAR9-01	461	126	13	132	0	37	23	16
TCGA-49-AARE-01	965	299	98	0	118	84	48	59
TCGA-49-AARN-01	239	42	0	0	0	18	0	633
TCGA-49-AARO-01	453	228	41	0	0	16	0	0
TCGA-49-AARQ-01	416	282	92	0	1	50	14	34
TCGA-49-AARR-01	0	1	0	0	0	0	2	0
TCGA-4B-A93V-01	52	54	6	5	19	13	9	13
TCGA-50-5044-01	4	0	116	2	13	9	5	22
TCGA-50-5045-01	250	59	24	0	28	5	0	4
TCGA-50-5049-01	501	270	39	44	107	43	0	0
TCGA-50-5051-01	46	54	9	7	0	5	18	0
TCGA-50-5055-01	0	0	3	10	0	0	6	3
TCGA-50-5066-01	118	73	17	65	23	17	1	31
TCGA-50-5068-01	39	0	5	36	8	11	18	1
TCGA-50-5072-01	67	56	13	0	16	18	7	26
TCGA-50-5930-01	877	261	30	51	61	43	24	12
TCGA-50-5931-01	168	70	25	23	60	16	19	0
TCGA-50-5932-01	57	10	0	8	0	13	2	0
TCGA-50-5933-01	252	138	37	74	12	56	37	26
TCGA-50-5935-01	0	7	51	6	8	12	12	27
TCGA-50-5936-01	20	11	51	5	0	3	9	47
TCGA-50-5939-01	3	9	13	12	6	12	13	36
TCGA-50-5941-01	165	143	39	79	20	20	11	5
TCGA-50-5942-01	9	21	0	19	3	5	7	7
TCGA-50-5944-01	10	1	7	30	0	7	24	5
TCGA-50-5946-01	272	236	161	0	54	31	37	25
TCGA-50-6590-01	426	240	209	50	77	53	7	22
TCGA-50-6591-01	0	10	1	22	0	15	13	5
TCGA-50-6592-01	100	6	51	90	39	23	9	38
TCGA-50-6593-01	149	111	11	10	55	23	16	15
TCGA-50-6594-01	329	136	54	17	47	20	10	21
TCGA-50-6595-01	17	0	23	25	4	26	9	14
TCGA-50-6597-01	0	0	14	11	0	11	17	25
TCGA-50-6673-01	0	3	4	14	18	5	17	1
TCGA-50-7109-01	110	92	7	41	18	19	21	0
TCGA-50-8457-01	19	5	6	5	11	12	9	0
TCGA-50-8459-01	48	20	3	9	11	6	15	7
TCGA-50-8460-01	0	10	2	0	0	4	10	10
TCGA-53-7624-01	394	258	155	0	55	63	29	58
TCGA-53-7626-01	167	206	49	0	19	8	1	0
TCGA-53-7813-01	104	0	0	26	26	7	16	7
TCGA-53-A4EZ-01	378	100	28	76	9	43	25	15
TCGA-55-1592-01	153	148	54	91	120	47	28	50
TCGA-55-1594-01	36	22	72	32	0	15	24	30
TCGA-55-1595-01	167	116	13	32	41	11	12	15
TCGA-55-1596-01	67	27	5	12	79	27	17	0
TCGA-55-5899-01	246	68	104	0	15	28	19	69
TCGA-55-6543-01	0	0	3	2	2	2	16	0
TCGA-55-6642-01	84	23	5	14	6	11	7	5
TCGA-55-6712-01	26	0	99	19	0	10	21	21
TCGA-55-6968-01	89	34	394	0	0	28	5	105
TCGA-55-6969-01	174	131	10	99	42	27	0	31
TCGA-55-6970-01	79	52	8	11	26	9	9	15
TCGA-55-6971-01	30	9	1	29	17	8	2	12
TCGA-55-6972-01	66	22	92	0	0	39	8	115
TCGA-55-6975-01	30	0	10	24	8	0	15	13
TCGA-55-6978-01	0	0	0	22	0	0	10	3
TCGA-55-6979-01	17	57	56	42	0	0	0	0
TCGA-55-6980-01	0	0	0	10	0	4	2	0
TCGA-55-6981-01	0	7	6	18	5	6	21	0
TCGA-55-6982-01	13	0	188	0	0	16	13	57
TCGA-55-6983-01	37	43	4	0	15	13	18	4
TCGA-55-6984-01	0	14	0	5	0	6	2	0
TCGA-55-6985-01	249	209	6	35	21	48	16	0
TCGA-55-6986-01	0	0	0	6	6	8	5	0
TCGA-55-6987-01	58	49	92	14	15	5	14	7
TCGA-55-7227-01	95	0	5	36	19	10	15	24
TCGA-55-7281-01	267	76	40	52	50	56	14	2
TCGA-55-7283-01	74	29	54	37	0	22	50	25
TCGA-55-7284-01	0	2	0	9	0	11	35	0
TCGA-55-7570-01	94	120	101	98	31	18	5	0
TCGA-55-7573-01	0	35	5	0	3	7	2	11
TCGA-55-7574-01	46	44	145	53	0	33	1	0
TCGA-55-7576-01	193	86	18	60	45	23	41	33
TCGA-55-7724-01	20	56	33	27	70	14	33	24
TCGA-55-7725-01	44	69	2	0	18	4	9	8
TCGA-55-7726-01	7	5	82	21	0	0	26	0
TCGA-55-7727-01	90	23	84	0	0	42	21	57
TCGA-55-7728-01	59	25	2	0	4	12	19	0
TCGA-55-7815-01	85	0	3	55	0	10	17	12
TCGA-55-7816-01	0	0	0	1	0	0	1	0
TCGA-55-7903-01	53	37	20	0	8	12	34	24
TCGA-55-7907-01	666	353	229	85	7	45	27	41
TCGA-55-7910-01	171	94	11	50	2	14	24	2
TCGA-55-7911-01	98	69	20	44	14	24	9	0
TCGA-55-7913-01	209	53	41	33	22	24	36	17
TCGA-55-7914-01	77	32	27	2	30	10	34	2
TCGA-55-7994-01	933	516	98	51	150	82	60	0
TCGA-55-7995-01	339	78	80	160	20	48	8	89
TCGA-55-8085-01	95	18	97	11	0	9	28	70
TCGA-55-8087-01	0	0	5	0	5	10	16	1
TCGA-55-8089-01	524	322	386	50	0	57	31	176
TCGA-55-8090-01	42	11	3	10	26	11	10	0
TCGA-55-8091-01	2	1	0	9	0	3	18	2
TCGA-55-8092-01	212	151	99	0	0	69	54	140
TCGA-55-8094-01	228	203	15	0	28	13	24	46
TCGA-55-8096-01	55	41	11	41	0	13	15	3
TCGA-55-8097-01	58	0	12	0	8	10	42	9
TCGA-55-8203-01	286	84	4	85	6	16	40	9
TCGA-55-8204-01	24	70	80	6	21	29	20	20
TCGA-55-8205-01	201	81	203	37	74	18	17	17
TCGA-55-8206-01	0	9	3	2	0	0	13	11
TCGA-55-8207-01	170	79	18	21	48	16	35	0
TCGA-55-8208-01	71	15	176	27	44	39	9	63
TCGA-55-8299-01	116	70	9	0	34	18	9	17
TCGA-55-8301-01	162	41	33	11	75	20	20	0
TCGA-55-8302-01	407	230	20	76	35	60	17	0
TCGA-55-8505-01	2	0	13	11	0	5	12	5
TCGA-55-8506-01	896	257	10	164	91	94	562	33
TCGA-55-8507-01	763	106	32	104	69	78	45	16
TCGA-55-8508-01	102	13	7	40	0	8	25	32
TCGA-55-8510-01	177	136	34	0	12	26	7	0
TCGA-55-8511-01	284	205	63	0	0	40	33	88
TCGA-55-8512-01	13	9	4	7	6	5	3	4
TCGA-55-8513-01	0	0	0	0	0	2	6	0
TCGA-55-8514-01	151	122	6	2	5	36	29	0
TCGA-55-8614-01	52	0	29	95	59	11	39	13
TCGA-55-8615-01	29	45	1	36	19	10	13	9
TCGA-55-8616-01	341	165	21	0	8	25	43	0
TCGA-55-8619-01	1	0	1	8	0	0	17	0
TCGA-55-8620-01	348	0	12	115	42	44	47	7
TCGA-55-8621-01	21	27	9	0	15	8	9	0
TCGA-55-A48X-01	271	91	28	31	5	49	8	0
TCGA-55-A48Y-01	0	0	273	0	0	24	20	127
TCGA-55-A48Z-01	5	17	2	5	1	8	20	10
TCGA-55-A490-01	847	538	123	0	19	43	26	47
TCGA-55-A491-01	242	45	33	38	49	29	22	8
TCGA-55-A492-01	123	106	13	8	43	27	22	13
TCGA-55-A493-01	118	39	64	0	2	14	23	80
TCGA-55-A494-01	108	93	19	13	0	14	48	0
TCGA-55-A4DF-01	110	64	546	0	0	83	35	145
TCGA-55-A4DG-01	497	113	33	103	58	18	22	0
TCGA-55-A57B-01	4	0	4	10	0	4	16	11
TCGA-62-8394-01	5	21	46	47	21	5	17	11
TCGA-62-8395-01	0	10	17	12	9	13	25	0
TCGA-62-8397-01	6	0	0	5	0	2	10	9
TCGA-62-8398-01	25	29	6	1	0	5	18	19
TCGA-62-8399-01	210	37	228	66	10	0	45	65
TCGA-62-8402-01	0	0	1	35	0	10	20	7
TCGA-62-A46O-01	494	186	149	24	88	53	37	61
TCGA-62-A46P-01	156	141	9	0	7	7	33	0
TCGA-62-A46R-01	79	0	16	14	13	11	28	48
TCGA-62-A46S-01	70	0	6	14	0	19	27	23
TCGA-62-A46U-01	8	0	5	14	0	4	17	4
TCGA-62-A46V-01	0	11	0	13	0	7	24	16
TCGA-62-A46Y-01	2	0	0	20	0	3	9	5
TCGA-62-A470-01	42	3	8	40	5	13	32	4
TCGA-62-A471-01	7	0	57	0	8	13	17	46
TCGA-62-A472-01	14	7	0	16	2	15	9	9
TCGA-64-1676-01	425	122	18	88	25	26	26	10
TCGA-64-1679-01	245	237	49	40	0	19	5	19
TCGA-64-1680-01	1	3	21	22	0	1	15	13
TCGA-64-1681-01	0	0	21	39	0	9	5	32
TCGA-64-5774-01	113	0	8	6	18	5	26	0
TCGA-64-5775-01	352	110	25	0	35	33	34	0
TCGA-64-5778-01	280	121	28	36	31	21	19	43
TCGA-64-5779-01	229	123	18	0	13	14	40	0
TCGA-64-5781-01	665	216	109	184	0	72	10	149
TCGA-64-5815-01	74	75	3	30	0	15	15	1
TCGA-67-3770-01	148	4	0	47	33	16	11	14
TCGA-67-3771-01	418	102	330	138	123	98	27	84
TCGA-67-3773-01	42	40	0	0	7	14	14	8
TCGA-67-3774-01	36	30	2	32	21	12	2	15
TCGA-67-4679-01	169	43	8	91	0	21	13	7
TCGA-67-6215-01	0	0	0	17	5	0	3	112
TCGA-67-6216-01	0	5	14	0	7	10	9	0
TCGA-67-6217-01	77	87	8	0	0	19	24	19
TCGA-69-7760-01	5	14	3	6	13	3	22	22
TCGA-69-7761-01	7	1	0	13	0	0	5	10
TCGA-69-7763-01	1	50	0	0	0	7	34	8
TCGA-69-7764-01	30	3	3	23	22	6	16	13
TCGA-69-7765-01	392	151	63	1	40	42	5	53
TCGA-69-7973-01	131	125	11	0	0	12	23	7
TCGA-69-7974-01	209	278	38	31	22	33	29	0
TCGA-69-7978-01	290	108	215	76	25	16	22	14
TCGA-69-7979-01	1176	292	110	105	0	65	52	0
TCGA-69-7980-01	404	157	207	36	109	41	17	0
TCGA-69-8253-01	86	20	23	29	0	7	14	30
TCGA-69-8254-01	12	15	0	30	7	11	15	7
TCGA-69-8255-01	103	50	30	28	44	18	27	65
TCGA-69-A59K-01	340	154	40	0	0	15	45	43
TCGA-71-6725-01	0	8	4	4	3	12	36	6
TCGA-71-8520-01	22	0	19	6	4	5	39	10
TCGA-73-4658-01	152	0	123	7	0	18	31	117
TCGA-73-4659-01	94	54	6	83	0	15	7	3
TCGA-73-4662-01	111	53	14	41	10	13	11	15
TCGA-73-4666-01	227	63	21	63	30	11	24	32
TCGA-73-4668-01	308	113	16	106	50	13	23	0
TCGA-73-4670-01	178	83	15	0	58	41	20	46
TCGA-73-4675-01	15	0	6	10	34	2	13	4
TCGA-73-4676-01	3	36	0	0	39	8	14	12
TCGA-73-4677-01	70	174	12	0	0	23	16	9
TCGA-73-7498-01	33	60	0	13	4	14	15	0
TCGA-73-7499-01	0	2	18	35	3	9	16	0
TCGA-73-A9RS-01	580	442	79	3	0	42	9	17
TCGA-75-5122-01	30	30	28	24	3	21	27	4
TCGA-75-5125-01	27	52	44	24	28	11	15	9
TCGA-75-5126-01	275	168	184	38	0	19	14	83
TCGA-75-5146-01	111	76	8	0	18	9	0	17
TCGA-75-5147-01	0	1	10	11	0	1	14	10
TCGA-75-6203-01	0	0	0	11	0	1	7	0
TCGA-75-6205-01	0	3	4	26	2	3	5	17
TCGA-75-6206-01	35	0	16	37	8	9	4	0
TCGA-75-6207-01	0	26	17	0	13	10	18	0
TCGA-75-6211-01	222	50	21	67	39	15	21	7
TCGA-75-6212-01	0	1	0	3	1	8	6	2
TCGA-75-6214-01	265	283	191	0	20	68	30	42
TCGA-75-7025-01	0	0	3	0	0	4	18	13
TCGA-75-7027-01	140	44	3	60	14	23	9	10
TCGA-75-7030-01	0	6	0	4	1	1	6	0
TCGA-75-7031-01	76	19	21	70	28	18	19	8
TCGA-78-7145-01	83	63	17	46	0	16	12	0
TCGA-78-7146-01	155	65	111	30	0	30	30	43
TCGA-78-7147-01	117	46	34	101	21	28	25	55
TCGA-78-7148-01	107	29	4	31	52	25	14	12
TCGA-78-7149-01	25	18	87	3	9	18	13	27
TCGA-78-7150-01	120	20	141	44	31	40	27	86
TCGA-78-7152-01	60	29	92	0	15	25	13	21
TCGA-78-7153-01	0	47	24	38	0	12	26	9
TCGA-78-7154-01	47	1	105	20	26	22	48	59
TCGA-78-7155-01	891	429	128	50	150	50	29	111
TCGA-78-7156-01	109	34	134	0	0	39	25	76
TCGA-78-7158-01	84	90	37	0	4	12	14	43
TCGA-78-7159-01	142	150	12	0	23	6	28	19
TCGA-78-7160-01	0	3	4	29	11	7	3	0
TCGA-78-7161-01	110	25	14	0	42	9	23	13
TCGA-78-7162-01	23	0	12	39	1	11	4	11
TCGA-78-7163-01	2	3	0	6	0	3	9	4
TCGA-78-7166-01	174	23	3	0	20	20	11	24
TCGA-78-7167-01	48	5	36	13	0	8	24	20
TCGA-78-7220-01	431	233	97	30	44	90	24	97
TCGA-78-7535-01	82	16	0	26	41	9	11	35
TCGA-78-7536-01	309	229	0	54	30	20	23	73
TCGA-78-7537-01	60	19	11	23	14	13	7	22
TCGA-78-7539-01	86	68	336	1	55	21	38	0
TCGA-78-7540-01	1	0	2	8	0	3	19	3
TCGA-78-7542-01	233	106	22	0	0	30	24	62
TCGA-78-7633-01	49	44	9	0	14	10	9	0
TCGA-78-8640-01	323	115	121	140	54	30	43	88
TCGA-78-8648-01	9	0	0	0	1	2	4	0
TCGA-78-8655-01	68	0	7	0	18	17	22	0
TCGA-78-8660-01	56	84	32	60	1	20	13	38
TCGA-78-8662-01	702	208	83	143	138	71	34	61
TCGA-80-5607-01	0	2	92	0	0	3	6	55
TCGA-80-5608-01	59	68	10	48	0	3	11	0
TCGA-80-5611-01	56	0	4	80	56	21	12	18
TCGA-83-5908-01	92	16	99	74	2	0	12	0
TCGA-86-6562-01	1	14	25	10	0	4	15	5
TCGA-86-6851-01	451	331	147	0	134	26	5	0
TCGA-86-7701-01	78	77	3	26	20	6	21	17
TCGA-86-7711-01	80	9	48	52	30	6	19	28
TCGA-86-7713-01	62	67	5	0	13	30	9	0
TCGA-86-7714-01	27	0	0	21	19	7	8	9
TCGA-86-7953-01	11	0	5	18	11	0	8	12
TCGA-86-7954-01	83	35	42	14	32	21	35	28
TCGA-86-7955-01	145	22	20	62	47	21	12	48
TCGA-86-8054-01	134	0	7	63	9	8	14	40
TCGA-86-8055-01	0	9	1	23	0	1	17	12
TCGA-86-8056-01	61	7	141	0	0	29	17	85
TCGA-86-8073-01	1050	466	105	0	78	67	21	58
TCGA-86-8074-01	15	0	1	19	3	9	11	21
TCGA-86-8075-01	0	3	3	29	1	3	18	5
TCGA-86-8076-01	15	0	24	16	2	8	19	0
TCGA-86-8278-01	0	0	85	0	0	2	15	42
TCGA-86-8279-01	366	91	21	0	101	9	29	19
TCGA-86-8280-01	1	8	0	12	8	15	11	0
TCGA-86-8281-01	141	69	44	0	32	17	34	0
TCGA-86-8358-01	683	243	29	215	63	71	49	23
TCGA-86-8359-01	77	59	8	8	0	14	15	19
TCGA-86-8585-01	237	192	132	46	71	19	13	0
TCGA-86-8668-01	0	4	0	11	0	1	17	12
TCGA-86-8669-01	35	34	9	39	17	18	18	0
TCGA-86-8671-01	0	6	10	4	7	7	10	3
TCGA-86-8672-01	135	87	35	30	0	31	21	37
TCGA-86-8673-01	246	111	36	82	43	37	11	39
TCGA-86-8674-01	210	68	32	0	0	9	13	50
TCGA-86-A456-01	202	111	27	0	38	36	14	24
TCGA-86-A4JF-01	206	109	126	0	531	92	490	92
TCGA-86-A4P7-01	0	1	24	38	3	3	12	3
TCGA-86-A4P8-01	0	0	0	1	0	1	0	0
TCGA-91-6828-01	172	28	27	64	0	11	21	13
TCGA-91-6829-01	247	251	53	68	108	53	13	12
TCGA-91-6830-01	17	0	210	0	0	21	8	59
TCGA-91-6831-01	96	72	8	70	43	33	18	0
TCGA-91-6835-01	24	0	17	24	23	4	11	10
TCGA-91-6836-01	285	107	24	62	23	36	29	13
TCGA-91-6840-01	0	18	79	7	9	3	17	9
TCGA-91-6847-01	0	2	13	43	3	5	29	10
TCGA-91-6848-01	265	103	100	128	82	31	8	24
TCGA-91-6849-01	28	68	4	8	3	11	4	15
TCGA-91-7771-01	69	31	17	29	43	27	8	27
TCGA-91-8496-01	0	0	3	21	0	4	12	1
TCGA-91-8497-01	9	0	1	19	2	15	10	0
TCGA-91-8499-01	106	59	98	11	29	21	28	43
TCGA-91-A4BC-01	333	37	23	75	24	16	34	21
TCGA-91-A4BD-01	0	0	1	1	6	0	10	9
TCGA-93-7347-01	55	40	12	0	17	9	10	0
TCGA-93-7348-01	34	15	12	0	17	9	24	22
TCGA-93-8067-01	32	23	405	0	0	35	17	162
TCGA-93-A4JN-01	7	8	7	30	0	4	18	24
TCGA-93-A4JO-01	4	0	14	15	16	7	9	0
TCGA-93-A4JP-01	14	0	18	0	0	3	15	32
TCGA-93-A4JQ-01	0	0	59	45	26	0	8	7
TCGA-95-7039-01	798	329	68	31	139	68	41	68
TCGA-95-7043-01	692	401	69	23	20	72	42	0
TCGA-95-7562-01	270	130	10	8	1	20	22	0
TCGA-95-7567-01	315	0	4	0	445	25	301	53
TCGA-95-7944-01	6	14	202	0	0	27	2	56
TCGA-95-7947-01	144	73	201	0	51	54	25	117
TCGA-95-7948-01	0	0	124	0	0	3	14	42
TCGA-95-8039-01	30	0	16	11	6	8	24	23
TCGA-95-8494-01	4	0	47	0	0	5	30	47
TCGA-95-A4VK-01	151	75	4	28	0	25	26	9
TCGA-95-A4VN-01	315	85	37	100	0	13	9	32
TCGA-95-A4VP-01	80	2	3	18	36	10	12	0
TCGA-97-7546-01	190	55	17	3	58	16	13	0
TCGA-97-7547-01	87	4	61	39	0	16	16	3
TCGA-97-7552-01	2	2	0	7	7	3	20	6
TCGA-97-7553-01	14	0	0	19	0	7	11	0
TCGA-97-7554-01	333	11	13	62	49	47	27	17
TCGA-97-7937-01	287	135	35	0	44	22	41	0
TCGA-97-7938-01	216	151	59	0	42	15	22	0
TCGA-97-7941-01	54	0	14	9	5	4	18	17
TCGA-97-8171-01	0	11	0	16	9	8	23	0
TCGA-97-8172-01	119	108	1	10	23	27	37	6
TCGA-97-8174-01	84	22	31	26	8	9	33	0
TCGA-97-8175-01	0	16	0	10	0	6	3	6
TCGA-97-8176-01	30	41	46	6	9	15	18	32
TCGA-97-8177-01	4	0	3	6	3	5	11	15
TCGA-97-8179-01	114	10	12	50	10	10	1	1
TCGA-97-8547-01	4	6	12	0	0	4	22	22
TCGA-97-8552-01	5	0	1	8	0	4	9	2
TCGA-97-A4LX-01	47	129	8	0	28	2	0	5
TCGA-97-A4M0-01	192	119	69	8	54	19	10	29
TCGA-97-A4M1-01	1	11	10	7	0	1	18	7
TCGA-97-A4M2-01	4	4	9	3	4	4	4	0
TCGA-97-A4M3-01	103	80	28	0	0	6	16	17
TCGA-97-A4M5-01	2	7	101	0	0	9	6	65
TCGA-97-A4M6-01	0	1	2	11	4	2	9	13
TCGA-97-A4M7-01	254	40	15	7	23	9	18	18
TCGA-99-7458-01	291	98	14	32	80	49	13	0
TCGA-99-8025-01	171	101	147	12	37	33	52	46
TCGA-99-8028-01	307	133	14	3	64	9	12	0
TCGA-99-8032-01	242	74	30	84	0	17	35	10
TCGA-99-8033-01	59	70	6	42	0	12	16	18
TCGA-99-AA5R-01	45	4	0	9	8	5	0	2
TCGA-J2-8192-01	0	20	6	20	3	14	23	4
TCGA-J2-8194-01	21	84	4	15	14	21	22	9
TCGA-J2-A4AD-01	48	62	163	64	51	0	18	11
TCGA-J2-A4AE-01	0	2	11	27	0	2	12	8
TCGA-J2-A4AG-01	46	4	7	25	3	5	22	2
TCGA-L4-A4E5-01	246	59	7	19	29	19	10	30
TCGA-L4-A4E6-01	0	15	5	0	0	0	0	0
TCGA-L9-A443-01	116	80	10	44	22	6	4	25
TCGA-L9-A444-01	391	185	17	30	10	37	13	18
TCGA-L9-A50W-01	3	0	1	10	0	4	2	16
TCGA-L9-A5IP-01	196	50	17	2	40	13	13	21
TCGA-L9-A743-01	36	33	64	0	18	2	6	9
TCGA-L9-A7SV-01	1233	624	69	0	28	35	30	0
TCGA-L9-A8F4-01	377	316	67	75	63	43	10	20
TCGA-MN-A4N1-01	279	97	34	89	17	28	40	4
TCGA-MN-A4N4-01	911	296	374	0	17	89	31	154
TCGA-MN-A4N5-01	281	87	37	19	48	12	20	58
TCGA-MP-A4SV-01	110	56	133	29	21	43	17	31
TCGA-MP-A4SW-01	4	6	9	17	0	11	32	6
TCGA-MP-A4SY-01	31	40	24	67	20	21	14	0
TCGA-MP-A4T2-01	4	24	26	0	22	17	11	7
TCGA-MP-A4T4-01	229	123	29	0	40	20	18	26
