Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
TCGA-GF-A3OT-06	343	0	354	0	0	0	87	0
TCGA-GF-A4EO-06	172	0	147	0	0	0	27	0
TCGA-GF-A6C8-06	281	0	180	0	0	8	58	0
TCGA-GF-A6C9-06	2757	0	512	0	49	0	536	0
TCGA-GF-A769-01	90	0	99	3	0	0	23	0
TCGA-GN-A262-06	218	0	245	0	0	0	32	0
TCGA-GN-A263-01	344	0	214	0	0	0	45	0
TCGA-GN-A264-06	3	9	13	5	11	6	9	5
TCGA-GN-A265-06	179	3	87	0	0	5	32	4
TCGA-GN-A266-06	3339	0	1199	0	117	0	692	0
TCGA-GN-A267-06	294	0	252	8	0	0	46	0
TCGA-GN-A268-06	290	0	90	8	9	15	39	0
TCGA-GN-A269-01	635	0	274	0	0	0	89	0
TCGA-GN-A26A-06	232	0	189	0	0	0	31	0
TCGA-GN-A26C-01	1640	0	569	0	13	0	285	0
TCGA-GN-A26D-06	13	23	0	7	1	11	3	0
TCGA-GN-A4U3-06	226	0	184	0	0	0	51	0
TCGA-GN-A4U4-06	661	0	214	0	0	9	91	0
TCGA-GN-A4U5-01	253	0	180	6	0	0	14	0
TCGA-GN-A4U7-06	134	0	190	2	0	0	21	0
TCGA-GN-A4U8-06	350	0	158	0	1	0	36	1
TCGA-GN-A4U9-06	6	14	0	18	2	17	3	17
TCGA-GN-A8LK-06	1751	0	780	0	0	7	254	0
TCGA-GN-A8LL-06	5	8	30	8	4	14	0	1
TCGA-GN-A8LN-01	211	0	82	0	3	0	64	0
TCGA-GN-A9SD-06	92	8	81	0	5	0	18	0
TCGA-HR-A2OG-06	143	0	78	10	0	0	20	3
TCGA-HR-A2OH-06	67	0	61	1	0	3	25	0
TCGA-HR-A5NC-01	22	4	55	12	0	0	0	0
TCGA-IH-A3EA-01	1596	0	215	9	0	16	179	0
TCGA-LH-A9QB-06	197	4	104	0	0	0	54	0
TCGA-OD-A75X-06	1050	0	183	23	0	53	146	0
TCGA-QB-A6FS-06	1102	0	334	0	0	0	168	0
TCGA-QB-AA9O-06	1148	0	686	0	0	0	253	9
TCGA-RP-A690-06	4	0	4	7	0	2	0	3
TCGA-RP-A693-06	562	0	450	0	0	0	79	0
TCGA-RP-A694-06	498	0	338	0	9	0	130	0
TCGA-RP-A695-06	736	0	361	0	0	0	88	0
TCGA-RP-A6K9-06	0	18	16	21	1	9	1	2
TCGA-W3-A824-06	1148	0	619	93	0	0	171	0
TCGA-W3-A825-06	980	0	355	0	10	0	209	0
TCGA-W3-A828-06	923	0	867	0	0	0	53	8
TCGA-W3-AA1O-06	654	0	307	0	0	0	87	0
TCGA-W3-AA1Q-06	935	0	139	6	0	11	178	0
TCGA-W3-AA1R-06	1428	0	682	0	0	0	281	0
TCGA-W3-AA1V-06	4463	0	2222	0	0	0	804	0
TCGA-W3-AA1W-06	652	0	178	5	6	0	118	0
TCGA-W3-AA21-06	471	0	129	8	0	3	92	0
TCGA-WE-A8JZ-06	191	21	45	11	1	0	12	0
TCGA-WE-A8K1-06	269	6	89	0	0	11	85	0
TCGA-WE-A8K4-01	696	0	343	0	0	1	119	0
TCGA-WE-A8K5-06	944	0	437	0	1	0	208	0
TCGA-WE-A8K6-06	183	0	146	0	0	0	37	0
TCGA-WE-A8ZM-06	45	8	7	8	0	19	10	6
TCGA-WE-A8ZN-06	117	0	88	1	0	0	19	0
TCGA-WE-A8ZO-06	359	0	51	3	0	0	74	0
TCGA-WE-A8ZQ-06	102	17	92	16	0	1	21	1
