Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N
TCGA-BR-8080-01	0	0	29	0	3	41	41	10	8	7	8	7	15	54
TCGA-BR-8081-01	15	13	0	9	92	358	319	59	0	131	0	0	0	26
TCGA-BR-8284-01	9	8	14	7	21	128	140	29	4	20	0	8	0	13
TCGA-BR-8285-01	10	3	10	3	0	20	37	5	0	0	0	15	0	17
TCGA-BR-8286-01	8	10	12	9	0	34	25	4	2	4	15	11	7	27
TCGA-BR-8289-01	7	7	22	6	13	23	34	12	9	12	16	4	0	74
TCGA-BR-8291-01	0	0	2	0	0	3	5	0	2	0	7	0	9	4
TCGA-BR-8295-01	0	0	0	1	0	9	4	6	7	3	15	1	0	11
TCGA-BR-8296-01	0	2	7	7	0	21	33	6	8	0	6	0	0	0
TCGA-BR-8297-01	4	11	11	5	0	43	38	3	15	13	10	19	0	119
TCGA-BR-8360-01	9	29	0	6	77	404	266	63	6	123	0	0	0	17
TCGA-BR-8361-01	18	67	0	16	84	550	549	109	8	287	3	0	0	49
TCGA-BR-8363-01	21	45	0	18	115	370	307	62	0	292	17	0	0	83
TCGA-BR-8364-01	1	2	0	0	0	1	7	2	2	3	2	5	0	0
TCGA-BR-8365-01	1	0	3	3	1	0	17	3	0	0	0	1	0	0
TCGA-BR-8366-01	11	12	14	5	0	32	20	2	2	16	0	10	11	75
TCGA-BR-8367-01	1	1	7	2	0	23	20	5	2	1	6	0	0	7
TCGA-BR-8368-01	1	27	0	7	48	363	436	61	0	107	0	0	0	23
TCGA-BR-8369-01	5	14	15	3	10	40	55	7	6	2	5	30	0	64
TCGA-BR-8370-01	4	3	41	4	8	26	45	2	2	0	0	0	0	7
TCGA-BR-8371-01	2	0	0	0	0	1	11	0	0	5	0	0	4	2
TCGA-BR-8372-01	14	30	23	0	84	333	269	62	0	581	3	5	0	40
TCGA-BR-8373-01	0	3	0	6	4	16	29	12	4	11	12	3	2	11
TCGA-BR-8380-01	3	0	1	2	0	24	30	13	2	0	8	0	0	8
TCGA-BR-8381-01	8	5	20	8	0	32	43	0	2	0	13	15	11	6
TCGA-BR-8382-01	7	18	0	5	90	348	323	53	2	143	0	0	0	36
TCGA-BR-8384-01	6	0	0	0	5	10	16	1	1	0	9	0	2	12
TCGA-BR-8483-01	2	9	36	2	0	39	35	6	1	1	1	6	0	16
TCGA-BR-8484-01	2	5	1	2	0	14	18	7	4	2	9	19	4	13
TCGA-BR-8485-01	5	10	5	5	0	11	29	5	7	18	11	21	0	261
TCGA-BR-8486-01	3	4	4	3	2	13	15	0	2	7	1	14	0	0
TCGA-BR-8487-01	26	92	0	35	341	852	883	113	0	848	0	0	0	3
TCGA-BR-8588-01	1	10	22	2	0	26	54	4	2	4	0	0	0	26
TCGA-BR-8589-01	12	7	0	16	0	17	23	1	0	73	29	90	28	1093
TCGA-BR-8590-01	2	1	3	7	9	13	39	0	5	1	7	0	0	68
TCGA-BR-8591-01	18	68	0	15	180	451	421	65	0	357	0	0	0	52
TCGA-BR-8592-01	0	4	3	0	0	8	20	5	0	2	0	0	0	1
TCGA-BR-8676-01	4	2	14	4	0	15	25	6	2	0	4	0	10	13
TCGA-BR-8677-01	6	4	11	7	0	5	29	10	1	1	8	2	0	0
TCGA-BR-8678-01	3	3	16	11	8	21	31	19	9	0	4	2	3	6
TCGA-BR-8679-01	2	3	5	12	0	54	52	3	8	0	7	20	15	19
TCGA-BR-8680-01	102	0	0	0	0	972	0	2570	0	267	0	0	3319	582
TCGA-BR-8682-01	1	0	3	3	0	20	38	13	2	0	0	0	0	4
TCGA-BR-8683-01	5	12	35	5	4	30	52	6	3	11	12	0	8	4
TCGA-BR-8686-01	3	3	33	13	2	24	38	7	1	0	5	0	4	5
TCGA-BR-8687-01	5	12	18	6	0	8	23	2	2	6	0	12	6	133
TCGA-BR-8690-01	1	9	26	3	10	36	32	11	14	14	7	13	0	17
TCGA-BR-A44T-01	1	0	3	0	0	4	7	5	0	2	0	1	0	0
TCGA-BR-A44U-01	1	7	0	2	4	19	51	5	1	0	6	0	0	15
TCGA-BR-A452-01	8	8	9	6	0	9	15	9	18	0	8	0	0	41
TCGA-BR-A453-01	3	7	7	0	16	25	15	4	0	4	0	0	5	0
TCGA-BR-A4CQ-01	8	18	31	2	0	26	59	9	10	2	22	21	1	15
TCGA-BR-A4CR-01	4	2	0	2	10	12	20	0	0	2	13	6	12	2
TCGA-BR-A4CS-01	6	11	5	5	8	29	45	13	11	0	23	0	29	9
TCGA-BR-A4IU-01	1	0	2	0	0	5	8	7	0	4	0	0	0	1
TCGA-BR-A4IV-01	1	2	8	3	3	6	4	1	0	4	2	0	0	6
TCGA-BR-A4IY-01	2	1	27	4	7	25	46	6	13	8	33	3	8	4
TCGA-BR-A4IZ-01	0	0	2	0	0	5	8	3	0	0	0	0	0	2
TCGA-BR-A4J1-01	0	0	4	6	2	17	15	8	3	1	26	1	0	4
TCGA-BR-A4J2-01	1	1	5	0	0	17	30	8	0	0	0	5	0	3
TCGA-BR-A4J4-01	4	7	3	0	5	11	51	2	1	0	4	0	13	0
TCGA-BR-A4J5-01	1	2	22	0	0	19	46	2	0	3	1	0	3	16
TCGA-BR-A4J6-01	2	0	15	2	1	2	4	0	0	2	3	7	0	1
TCGA-BR-A4J7-01	1	4	3	0	0	27	20	5	0	1	0	2	2	3
TCGA-BR-A4J8-01	1	0	7	10	0	29	33	13	0	3	5	6	0	8
TCGA-BR-A4J9-01	1	0	1	2	2	7	20	2	0	0	4	4	2	3
TCGA-BR-A4PD-01	5	4	16	7	0	11	12	4	4	12	0	29	7	82
TCGA-BR-A4PE-01	6	21	47	8	0	57	63	9	5	0	4	0	0	35
TCGA-BR-A4PF-01	4	6	17	3	3	25	25	1	5	5	11	2	7	5
TCGA-BR-A4QI-01	10	0	17	10	2	28	24	9	4	0	16	10	0	20
TCGA-BR-A4QL-01	25	46	0	12	60	715	728	134	8	171	0	19	0	34
TCGA-BR-A4QM-01	4	9	11	3	2	26	21	11	2	8	7	0	0	19
TCGA-CD-5798-01	4	1	13	2	0	27	21	9	4	0	4	5	18	12
TCGA-CD-5799-01	0	3	7	1	2	17	12	6	0	1	5	1	0	2
TCGA-CD-5800-01	11	8	3	28	0	47	42	15	8	2	23	0	11	5
TCGA-CD-5801-01	19	9	24	22	5	20	59	23	0	38	23	22	71	210
TCGA-CD-5802-01	1	4	0	11	3	5	18	1	3	3	6	0	9	0
TCGA-CD-5803-01	0	0	10	3	0	10	5	2	1	0	8	5	0	1
TCGA-CD-5804-01	0	6	11	4	0	19	29	6	5	5	0	0	3	1
TCGA-CD-5813-01	3	0	19	8	0	32	40	9	11	14	31	23	22	11
TCGA-CD-8524-01	4	11	30	4	0	42	61	10	1	3	9	0	0	15
TCGA-CD-8525-01	3	1	1	7	1	14	11	14	16	3	16	4	0	8
TCGA-CD-8526-01	1	3	9	0	0	18	10	5	3	1	4	0	1	2
TCGA-CD-8527-01	4	16	23	4	11	80	80	18	8	25	15	0	0	24
TCGA-CD-8528-01	1	10	9	0	3	26	62	10	1	4	5	0	0	4
TCGA-CD-8529-01	26	14	47	27	34	30	34	9	64	10	141	47	12	10
TCGA-CD-8530-01	0	2	4	9	4	17	20	3	6	0	10	0	0	40
TCGA-CD-8531-01	2	14	16	6	11	54	47	12	3	31	54	62	0	13
TCGA-CD-8532-01	1	0	0	5	0	8	16	4	0	4	3	8	0	1
TCGA-CD-8533-01	1	9	3	5	0	35	65	14	3	0	0	18	0	2
TCGA-CD-8534-01	1	2	0	9	0	20	22	0	1	0	3	0	14	0
TCGA-CD-8535-01	22	12	19	17	2	34	30	16	5	0	26	30	6	115
TCGA-CD-8536-01	5	29	0	0	76	329	329	52	1	133	0	0	0	9
TCGA-CD-A486-01	11	4	21	4	0	35	23	6	2	1	1	0	3	1
TCGA-CD-A487-01	8	10	3	15	13	20	31	8	10	0	18	3	0	76
TCGA-CD-A489-01	2	3	14	9	0	13	14	7	0	2	1	23	0	8
TCGA-CD-A48A-01	11	7	17	10	3	33	49	21	6	13	4	18	8	91
TCGA-CD-A48C-01	2	5	25	9	4	35	40	19	7	0	18	17	11	80
TCGA-CD-A4MG-01	26	82	0	7	353	852	524	108	0	609	0	0	0	37
TCGA-CD-A4MH-01	0	5	5	6	0	21	26	0	2	4	13	3	12	2
TCGA-CD-A4MI-01	7	40	0	1	161	321	268	74	0	196	18	0	0	25
TCGA-CD-A4MJ-01	6	20	0	3	65	222	218	25	1	145	0	0	0	15
TCGA-CG-4300-01	4	9	13	1	3	26	49	9	4	7	6	6	4	22
TCGA-CG-4301-01	3	2	0	2	1	7	17	0	10	0	5	12	5	0
TCGA-CG-4304-01	1	1	0	9	1	11	15	4	8	7	17	6	0	3
TCGA-CG-4305-01	16	40	0	12	130	379	359	57	3	252	21	0	0	42
TCGA-CG-4306-01	16	20	0	14	79	356	499	65	4	133	0	0	0	6
TCGA-CG-4436-01	4	4	0	0	0	27	54	8	13	0	13	19	0	78
TCGA-CG-4437-01	20	26	69	12	26	65	65	17	51	32	211	14	24	17
TCGA-CG-4438-01	1	2	0	9	8	18	37	5	20	10	42	7	8	4
TCGA-CG-4440-01	6	2	11	10	7	29	13	15	11	3	9	0	16	21
TCGA-CG-4441-01	1	12	2	0	7	17	37	18	6	2	0	3	0	30
TCGA-CG-4442-01	10	37	0	12	151	388	361	89	0	497	0	17	0	18
TCGA-CG-4443-01	6	2	16	7	5	12	10	0	12	4	32	10	0	1
TCGA-CG-4444-01	6	14	21	2	0	19	28	7	9	0	12	0	0	112
TCGA-CG-4449-01	7	9	2	4	0	23	8	10	12	13	11	0	5	7
TCGA-CG-4455-01	2	5	8	3	0	0	10	1	0	0	3	20	0	2
TCGA-CG-4460-01	24	20	0	0	40	784	973	222	5	121	0	0	0	12
TCGA-CG-4462-01	1	4	3	0	0	19	36	10	4	0	3	0	3	14
TCGA-CG-4465-01	9	29	0	8	88	202	115	29	0	139	25	0	0	43
TCGA-CG-4466-01	8	6	12	7	3	25	35	10	12	0	22	0	0	108
TCGA-CG-4469-01	9	10	11	7	9	54	56	14	8	0	30	0	8	169
TCGA-CG-4474-01	0	5	2	4	0	29	41	12	6	3	4	0	0	1
TCGA-CG-4475-01	3	0	0	2	0	5	16	4	4	5	18	9	5	2
TCGA-CG-4476-01	2	6	21	11	5	16	29	4	13	8	19	0	9	3
TCGA-CG-4477-01	7	0	7	1	3	7	17	3	5	0	15	0	2	4
TCGA-CG-5716-01	0	0	5	0	1	3	6	4	0	3	1	0	0	1
TCGA-CG-5717-01	5	8	14	5	5	11	4	2	28	19	39	1	13	10
TCGA-CG-5718-01	7	12	17	7	0	16	19	5	3	3	3	3	9	3
TCGA-CG-5719-01	4	3	0	7	0	13	35	5	7	1	1	14	0	0
TCGA-CG-5720-01	5	4	20	3	2	14	31	3	8	6	0	1	0	6
TCGA-CG-5721-01	60	30	0	15	0	584	830	154	0	3095	0	196	0	0
TCGA-CG-5722-01	1	4	9	6	2	14	32	10	4	0	4	17	0	1
TCGA-CG-5723-01	30	45	0	12	48	671	472	104	7	446	0	0	1	37
TCGA-CG-5724-01	2	9	0	2	6	23	36	9	3	0	6	10	4	33
TCGA-CG-5725-01	1	4	15	1	1	7	9	6	0	0	0	0	4	2
TCGA-CG-5726-01	25	36	4	15	66	586	276	121	0	284	0	0	0	15
TCGA-CG-5727-01	12	0	22	6	7	34	51	25	12	0	18	6	3	7
TCGA-CG-5728-01	14	34	0	9	97	494	480	86	7	274	0	0	0	40
TCGA-CG-5730-01	13	9	20	23	0	41	50	14	10	4	7	0	11	0
TCGA-CG-5732-01	6	4	15	3	2	5	22	3	3	4	6	0	0	6
TCGA-CG-5733-01	16	42	0	8	115	337	321	88	0	221	1	13	0	31
TCGA-CG-5734-01	5	7	11	1	0	30	24	11	1	6	1	0	0	15
TCGA-D7-5577-01	12	11	20	4	0	17	31	10	3	1	9	0	9	17
TCGA-D7-5578-01	1	11	24	12	0	46	75	13	22	7	0	5	0	77
TCGA-D7-5579-01	1	7	18	10	10	20	15	18	9	8	14	8	0	36
TCGA-D7-6518-01	4	5	8	5	4	24	23	6	5	0	7	0	1	12
TCGA-D7-6519-01	1	5	14	4	5	5	13	7	2	1	3	6	0	1
TCGA-D7-6520-01	1	7	5	2	0	15	17	5	9	4	0	1	4	6
TCGA-D7-6521-01	1	5	10	11	0	18	21	17	1	0	4	0	0	0
TCGA-D7-6522-01	0	0	10	3	0	12	22	2	1	0	3	0	4	9
TCGA-D7-6524-01	0	5	26	1	0	21	46	19	0	2	4	0	0	0
TCGA-D7-6525-01	3	9	21	11	7	30	22	13	6	0	9	4	15	51
TCGA-D7-6526-01	6	9	43	17	0	27	39	10	9	1	24	2	16	65
TCGA-D7-6527-01	7	3	9	11	1	32	31	5	15	0	13	12	0	128
TCGA-D7-6528-01	17	16	14	16	3	45	22	13	26	4	35	32	0	179
TCGA-D7-6815-01	5	11	16	3	3	44	54	4	4	0	0	14	8	5
TCGA-D7-6817-01	3	4	4	0	3	19	25	0	3	6	28	0	0	10
TCGA-D7-6818-01	4	6	7	3	1	22	16	0	1	5	0	8	10	109
TCGA-D7-6820-01	6	8	12	11	0	11	28	2	10	8	22	0	0	3
TCGA-D7-6822-01	6	6	13	12	0	25	33	11	9	13	10	31	2	136
TCGA-D7-8570-01	2	9	12	3	0	25	34	7	13	0	35	9	0	5
TCGA-D7-8572-01	11	8	37	2	0	20	40	15	11	0	33	17	19	9
TCGA-D7-8573-01	1	8	10	2	0	19	31	9	3	8	5	0	0	9
TCGA-D7-8574-01	0	4	10	0	0	8	23	0	1	0	0	0	0	3
TCGA-D7-8575-01	0	8	7	0	0	7	16	7	4	1	3	3	1	0
TCGA-D7-8576-01	4	2	1	2	1	20	22	3	2	5	9	0	0	0
TCGA-D7-8578-01	0	6	9	0	0	24	21	6	0	0	0	1	0	0
TCGA-D7-8579-01	3	3	3	1	0	31	28	9	1	5	0	2	0	57
TCGA-D7-A4YT-01	12	17	35	15	36	30	25	12	32	7	100	21	7	15
TCGA-D7-A4YU-01	8	13	23	6	10	42	60	19	10	0	23	4	0	67
TCGA-D7-A4YV-01	10	19	0	4	65	380	353	68	4	75	0	0	0	22
TCGA-D7-A4YX-01	4	1	10	2	0	22	48	7	6	0	0	0	0	0
TCGA-D7-A4YY-01	16	21	0	1	51	161	126	28	0	59	16	0	0	71
TCGA-D7-A4Z0-01	4	2	0	2	0	30	20	1	4	0	1	0	0	302
TCGA-D7-A6ET-01	1	2	2	2	1	3	11	2	2	0	0	8	0	0
TCGA-D7-A6EV-01	5	8	0	0	9	40	55	14	14	1	14	18	0	26
TCGA-D7-A6EX-01	5	4	27	6	6	22	26	17	5	0	13	11	0	11
TCGA-D7-A6EY-01	5	25	29	10	79	458	367	45	0	405	0	7	0	131
TCGA-D7-A6EZ-01	9	11	46	7	5	32	17	9	39	16	76	25	0	22
TCGA-D7-A6F0-01	3	8	10	12	3	38	19	14	10	0	20	0	8	12
TCGA-D7-A6F2-01	1	0	16	3	0	12	35	5	2	3	11	0	0	2
TCGA-D7-A747-01	2	14	8	5	0	10	17	4	4	0	0	0	0	62
TCGA-D7-A748-01	0	2	4	0	0	16	12	4	0	0	0	0	6	7
TCGA-D7-A74A-01	4	9	2	14	0	18	51	11	60	0	0	0	23	3
TCGA-D7-A74B-01	4	1	0	1	1	3	14	3	0	5	3	0	3	4
TCGA-EQ-5647-01	4	4	25	16	0	14	19	9	1	3	2	0	3	10
TCGA-EQ-8122-01	11	11	10	17	6	43	48	14	9	2	15	25	4	13
TCGA-EQ-A4SO-01	4	9	34	2	9	16	11	6	31	18	56	1	0	8
TCGA-F1-6177-01	11	30	0	11	68	487	538	77	0	149	0	0	0	24
TCGA-F1-6874-01	9	48	0	8	137	279	304	61	4	122	0	1	0	18
TCGA-F1-6875-01	1	8	9	6	1	13	44	8	3	6	6	0	1	9
TCGA-F1-A448-01	8	10	0	1	48	220	213	30	0	120	0	0	0	18
TCGA-F1-A72C-01	4	0	4	1	0	17	17	1	2	0	0	8	0	7
TCGA-FP-7735-01	3	4	5	14	4	2	23	6	3	0	6	0	1	0
TCGA-FP-7829-01	13	14	58	1	7	52	65	13	4	0	0	0	52	27
TCGA-FP-7916-01	1	5	13	4	9	36	38	9	5	0	2	0	0	3
TCGA-FP-7998-01	0	8	10	7	3	17	18	7	5	2	0	0	0	4
TCGA-FP-8099-01	6	5	6	7	3	41	50	28	2	1	12	0	9	3
TCGA-FP-8209-01	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TCGA-FP-8210-01	0	0	1	0	0	0	0	0	0	4	0	0	0	0
TCGA-FP-8211-01	1	5	11	2	14	9	1	3	11	6	33	7	8	5
TCGA-FP-8631-01	1	8	6	9	6	8	11	8	7	3	36	0	8	9
TCGA-FP-A4BE-01	8	20	0	0	127	542	645	92	0	169	0	0	0	38
TCGA-FP-A4BF-01	7	2	16	4	0	41	27	5	0	0	0	4	7	9
TCGA-FP-A8CX-01	1	6	13	5	11	13	25	12	3	2	6	5	0	12
TCGA-FP-A9TM-01	1	21	50	13	0	42	68	6	0	3	3	0	0	1
TCGA-HF-7131-01	3	3	17	21	0	5	13	0	15	1	8	5	0	24
TCGA-HF-7132-01	10	42	0	7	108	525	411	84	1	162	0	0	0	30
TCGA-HF-7133-01	10	5	14	0	0	22	26	0	7	3	0	0	0	2
TCGA-HF-7134-01	12	13	41	11	4	42	78	11	6	0	0	0	32	105
TCGA-HF-7136-01	1	0	33	1	1	27	15	6	5	2	0	0	0	5
TCGA-HF-A5NB-01	11	44	0	3	71	518	449	64	0	348	0	0	0	48
TCGA-HJ-7597-01	9	13	0	2	38	263	379	46	0	124	0	0	0	2
TCGA-HU-8238-01	3	12	15	13	1	30	36	15	9	1	15	0	0	52
TCGA-HU-8243-01	11	0	10	2	0	33	59	10	13	7	12	0	0	4
TCGA-HU-8244-01	8	2	13	3	0	27	90	9	4	0	0	0	0	9
TCGA-HU-8245-01	3	2	7	1	3	17	16	3	2	13	4	0	0	6
TCGA-HU-8249-01	2	4	7	1	1	45	52	12	13	0	0	17	18	3
TCGA-HU-8602-01	15	29	0	0	143	540	596	116	0	297	0	0	0	25
TCGA-HU-8604-01	9	10	33	2	5	55	62	23	4	0	4	0	7	44
TCGA-HU-8608-01	5	1	8	4	1	29	18	6	6	9	7	2	8	1
TCGA-HU-8610-01	3	1	6	4	0	20	13	10	2	0	2	0	0	8
TCGA-HU-A4G2-01	1	5	2	2	5	8	17	9	0	2	0	10	2	0
TCGA-HU-A4G3-01	8	6	10	2	0	24	44	11	0	1	7	0	2	11
TCGA-HU-A4G6-01	3	7	11	0	3	21	27	8	2	0	1	3	4	6
TCGA-HU-A4G8-01	15	32	0	12	55	523	560	92	5	313	0	0	0	14
TCGA-HU-A4G9-01	9	19	0	2	46	244	296	55	0	153	0	0	0	27
TCGA-HU-A4GC-01	7	0	8	5	0	50	52	16	1	0	9	2	0	20
TCGA-HU-A4GD-01	2	0	10	13	0	8	37	0	4	7	22	0	0	4
TCGA-HU-A4GF-01	2	8	16	6	0	44	24	12	3	7	15	6	0	26
TCGA-HU-A4GH-01	15	11	8	15	1	33	9	0	8	9	13	0	0	837
TCGA-HU-A4GJ-01	0	2	0	0	0	0	3	0	0	0	0	0	1	0
TCGA-HU-A4GN-01	19	43	0	7	129	444	378	71	0	182	0	0	0	26
TCGA-HU-A4GP-01	5	4	50	5	3	57	53	16	7	3	21	7	19	13
TCGA-HU-A4GQ-01	20	48	0	7	128	650	794	100	0	242	0	0	0	41
TCGA-HU-A4GT-01	15	27	0	3	121	438	387	55	3	392	0	0	0	45
TCGA-HU-A4GU-01	19	8	5	18	137	1202	0	24	7	134	0	2	56	114
TCGA-HU-A4GX-01	10	28	0	3	99	420	488	91	0	190	0	0	0	0
TCGA-HU-A4GY-01	2	6	10	1	0	17	33	0	0	0	0	0	6	4
TCGA-HU-A4H0-01	5	12	10	1	0	27	70	7	4	10	28	14	22	6
TCGA-HU-A4H2-01	8	8	21	6	7	45	53	8	0	5	23	12	0	32
TCGA-HU-A4H3-01	6	41	0	7	129	300	272	45	0	149	0	0	0	34
TCGA-HU-A4H4-01	6	17	14	9	57	150	122	15	3	276	6	17	0	75
TCGA-HU-A4H5-01	8	10	56	3	11	24	28	7	13	9	105	20	23	11
TCGA-HU-A4H6-01	4	7	8	2	0	30	59	11	3	0	7	6	0	11
TCGA-HU-A4H8-01	8	37	0	11	79	535	492	52	0	54	0	0	0	20
TCGA-HU-A4HB-01	0	1	3	0	0	0	4	0	0	0	0	1	0	4
TCGA-HU-A4HD-01	8	8	35	12	0	27	39	10	11	12	17	11	21	15
TCGA-IN-7806-01	1	1	12	8	0	9	35	1	0	2	3	4	12	1
TCGA-IN-7808-01	5	8	15	2	2	33	31	12	2	0	5	0	0	16
TCGA-IN-8462-01	1	5	31	6	10	28	31	5	7	5	0	3	0	11
TCGA-IN-8663-01	5	20	24	4	0	32	37	7	9	0	7	12	0	71
TCGA-IN-A6RI-01	3	9	1	2	0	16	25	0	2	6	1	24	0	41
TCGA-IN-A6RJ-01	0	13	12	1	1	15	29	8	9	6	13	8	0	52
TCGA-IN-A6RL-01	9	0	88	0	42	34	26	10	28	57	36	0	174	60
TCGA-IN-A6RN-01	2	7	11	11	15	8	23	9	13	2	35	6	2	11
TCGA-IN-A6RO-01	4	20	42	18	31	34	49	30	34	0	40	29	0	31
TCGA-IN-A6RP-01	10	4	25	17	0	50	53	16	15	0	0	1	0	11
TCGA-IN-A6RR-01	4	22	6	10	13	26	46	4	1	0	3	0	26	36
TCGA-IN-A6RS-01	5	12	12	5	0	38	33	5	2	0	7	0	11	2
TCGA-IN-A7NR-01	0	9	0	1	0	21	14	6	1	0	11	0	6	44
TCGA-IN-A7NT-01	0	10	18	9	0	29	17	3	9	5	4	0	0	32
TCGA-IN-A7NU-01	3	8	8	0	0	18	26	5	2	5	6	8	4	24
TCGA-IN-AB1V-01	4	6	11	5	0	14	13	5	0	3	9	0	3	2
TCGA-IN-AB1X-01	10	5	14	2	10	12	32	10	5	1	0	6	8	26
TCGA-IP-7968-01	2	4	16	4	0	30	55	6	5	0	0	0	0	11
TCGA-KB-A6F5-01	0	17	3	3	1	18	21	5	1	1	3	5	3	2
TCGA-KB-A6F7-01	1	4	30	0	11	15	19	2	9	6	18	0	0	9
TCGA-KB-A93G-01	5	15	33	7	1	22	22	10	9	0	1	0	0	2
TCGA-KB-A93H-01	8	23	33	9	0	57	51	20	4	12	18	0	0	49
TCGA-KB-A93J-01	0	4	0	1	3	16	8	4	2	3	5	0	6	3
TCGA-MX-A5UG-01	1	0	0	4	0	18	12	7	1	0	6	0	7	0
TCGA-MX-A5UJ-01	18	43	0	9	60	554	566	95	0	159	0	0	0	30
TCGA-MX-A663-01	5	3	18	8	4	24	12	10	10	1	9	0	0	2
TCGA-MX-A666-01	4	10	22	10	0	13	22	9	12	0	13	0	14	12
TCGA-R5-A7O7-01	4	10	28	7	0	27	34	11	8	5	3	2	0	12
TCGA-R5-A7ZE-01	9	16	12	5	0	33	32	17	7	0	19	9	0	42
TCGA-R5-A7ZF-01	6	1	4	0	0	23	26	6	2	7	6	3	0	1
TCGA-R5-A7ZI-01	3	12	0	10	71	310	250	72	6	179	0	0	0	19
TCGA-R5-A7ZR-01	4	3	19	3	0	14	25	9	3	4	0	0	2	4
TCGA-R5-A804-01	2	0	25	4	4	12	30	4	2	0	0	0	0	10
TCGA-R5-A805-01	0	5	0	6	0	10	27	3	5	0	3	4	0	95
TCGA-RD-A7BS-01	2	2	0	4	6	11	22	3	5	0	0	2	12	2
TCGA-RD-A7BT-01	7	15	20	7	0	17	15	5	12	0	22	0	0	163
TCGA-RD-A7BW-01	2	0	10	6	1	6	32	6	5	7	12	0	0	3
TCGA-RD-A7C1-01	9	15	19	5	0	58	119	14	14	5	21	4	1	53
TCGA-RD-A8MV-01	7	0	14	0	0	25	8	11	5	2	1	0	0	12
TCGA-RD-A8MW-01	5	4	15	4	0	18	10	1	9	1	14	0	0	12
TCGA-RD-A8N0-01	0	0	1	0	0	1	0	0	0	0	0	0	0	0
TCGA-RD-A8N1-01	4	5	13	1	7	1	8	5	15	18	27	6	10	10
TCGA-RD-A8N2-01	0	0	0	0	0	1	0	0	0	0	0	0	1	0
TCGA-RD-A8N4-01	0	0	0	2	0	4	0	0	1	0	2	0	0	0
TCGA-RD-A8N5-01	3	0	6	0	0	6	13	6	0	0	1	5	0	3
TCGA-RD-A8N6-01	6	3	6	8	0	32	60	15	12	13	26	10	0	2
TCGA-RD-A8N9-01	3	8	33	2	0	27	48	14	1	1	2	1	2	15
TCGA-RD-A8NB-01	1	40	0	0	69	219	213	49	0	121	0	0	0	21
TCGA-SW-A7EA-01	10	30	2	8	48	185	178	32	11	135	0	7	0	41
TCGA-SW-A7EB-01	2	6	19	5	3	32	6	12	25	0	40	24	1	3
TCGA-VQ-A8DL-01	0	0	12	2	3	16	7	2	3	2	10	6	0	5
TCGA-VQ-A8DT-01	12	8	31	3	0	31	51	16	3	0	4	2	13	57
TCGA-VQ-A8DU-01	5	4	5	4	0	23	40	4	3	3	12	0	3	68
TCGA-VQ-A8DV-01	1	10	4	1	2	10	24	6	2	0	0	12	0	5
TCGA-VQ-A8DZ-01	3	2	12	9	14	13	13	2	0	4	13	10	2	10
TCGA-VQ-A8E0-01	0	1	25	7	0	11	20	7	4	1	2	20	16	9
TCGA-VQ-A8E2-01	3	13	2	0	0	30	31	0	10	4	14	11	1	28
TCGA-VQ-A8E3-01	4	7	0	11	79	213	225	26	0	199	8	0	0	27
TCGA-VQ-A8E7-01	0	0	23	3	0	41	45	8	5	0	0	0	4	11
TCGA-VQ-A8P2-01	363	525	0	59	981	2848	1961	540	0	563	0	0	1062	33
TCGA-VQ-A8P3-01	2	6	10	3	0	23	29	5	2	2	2	0	0	277
TCGA-VQ-A8P5-01	9	1	5	17	2	70	42	5	14	0	1	0	14	82
TCGA-VQ-A8P8-01	1	2	22	6	0	36	51	6	2	0	0	0	0	4
TCGA-VQ-A8PB-01	7	27	0	7	40	270	329	74	0	133	0	0	0	2
TCGA-VQ-A8PC-01	8	0	0	3	8	19	20	5	4	7	7	25	0	54
TCGA-VQ-A8PD-01	2	2	4	1	0	33	34	7	3	0	6	0	0	12
TCGA-VQ-A8PE-01	5	5	12	10	1	19	48	3	14	0	16	10	1	9
TCGA-VQ-A8PF-01	2	7	8	5	0	24	28	12	1	0	12	0	7	29
TCGA-VQ-A8PH-01	2	9	66	6	0	17	16	4	12	16	53	26	0	14
TCGA-VQ-A8PJ-01	2	8	6	9	2	16	15	10	8	6	12	20	0	72
TCGA-VQ-A8PK-01	5	4	10	4	0	11	0	8	9	2	8	0	6	49
TCGA-VQ-A8PM-01	1	0	0	1	0	12	9	0	1	0	0	10	13	19
TCGA-VQ-A8PO-01	11	17	0	9	112	202	193	20	0	265	33	0	0	40
TCGA-VQ-A8PP-01	16	60	0	6	101	467	371	49	0	450	0	0	0	48
TCGA-VQ-A8PQ-01	0	0	0	2	0	1	8	0	0	2	1	1	1	1
TCGA-VQ-A8PS-01	3	9	0	7	0	9	12	5	0	1	8	0	3	2
TCGA-VQ-A8PT-01	25	60	0	20	157	526	329	54	0	233	0	0	20	9
TCGA-VQ-A8PU-01	1	8	16	2	12	8	23	1	7	3	61	4	9	1
TCGA-VQ-A8PX-01	6	6	0	0	39	188	101	24	2	283	0	0	0	41
TCGA-VQ-A8PY-01	1	8	12	5	10	23	13	11	0	4	1	9	0	17
TCGA-VQ-A8PZ-01	3	5	0	3	2	26	52	6	1	0	3	0	0	6
