NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	25.289	89.359	6.484	62.976	0.741	0.705	40000.0
2	24.896	89.127	6.379	60.214	0.763	0.735	20000.0
3	22.265	86.973	5.564	58.428	0.764	0.728	40000.0
4	24.648	86.476	6.063	57.934	0.709	0.751	30000.0
5	25.813	90.73	6.519	63.424	0.794	0.683	30000.0
6	25.602	86.529	6.317	58.26	0.724	0.744	20000.0
7	22.927	85.705	5.846	58.296	0.718	0.725	20000.0
8	23.439	84.638	5.853	59.211	0.724	0.731	30000.0
9	23.009	84.058	5.758	57.269	0.701	0.749	30000.0
10	23.247	83.377	5.617	56.505	0.726	0.75	30000.0
11	24.445	88.209	6.013	58.915	0.751	0.729	20000.0
12	24.693	85.179	6.131	58.67	0.738	0.727	30000.0
13	23.874	85.22	5.84	58.518	0.727	0.735	40000.0
14	24.764	86.57	5.723	57.352	0.702	0.753	30000.0
15	24.726	86.12	6.001	58.583	0.735	0.737	30000.0
16	24.718	88.059	5.785	58.488	0.723	0.742	20000.0
17	24.344	90.019	5.683	59.518	0.802	0.706	40000.0
18	25.234	85.818	6.352	58.404	0.702	0.753	40000.0
19	26.356	90.115	6.767	62.809	0.761	0.699	20000.0
20	23.119	86.81	5.726	56.431	0.763	0.74	30000.0
21	24.806	92.077	6.148	61.973	0.856	0.679	20000.0
22	22.513	80.827	5.348	54.389	0.662	0.77	20000.0
23	22.667	85.167	5.449	57.261	0.74	0.736	20000.0
24	24.075	89.143	6.065	60.693	0.765	0.711	40000.0
25	26.122	88.571	6.416	60.072	0.744	0.73	30000.0
26	25.407	89.154	6.578	60.192	0.757	0.727	40000.0
27	25.2	89.106	5.841	59.849	0.741	0.717	30000.0
28	24.974	89.485	6.243	60.767	0.756	0.712	40000.0
29	23.628	89.616	5.741	57.912	0.812	0.718	20000.0
30	23.499	86.6	5.78	59.032	0.737	0.739	20000.0
31	24.314	86.359	6.054	59.879	0.721	0.742	20000.0
32	24.646	88.948	6.157	59.329	0.758	0.729	40000.0
33	26.958	92.741	6.432	62.212	0.79	0.708	40000.0
34	25.421	87.808	6.228	58.824	0.699	0.745	20000.0
35	23.932	88.564	5.713	57.343	0.738	0.741	30000.0
36	24.471	89.376	6.351	59.649	0.788	0.722	30000.0
37	24.612	87.643	6.316	60.019	0.748	0.727	30000.0
38	23.278	83.902	5.976	56.969	0.706	0.755	40000.0
39	26.257	92.629	6.367	62.269	0.774	0.697	30000.0
40	24.02	87.943	5.936	60.405	0.774	0.707	20000.0
41	24.583	85.676	6.227	60.081	0.715	0.728	30000.0
42	26.397	90.927	6.472	61.123	0.751	0.719	40000.0
43	25.87	92.707	6.501	63.183	0.831	0.69	40000.0
44	25.259	88.074	6.278	60.686	0.764	0.723	30000.0
45	23.925	88.419	5.991	60.991	0.767	0.699	30000.0
46	24.415	84.51	5.866	59.236	0.688	0.731	20000.0
